element_type,osmid,geometry,addr:country,amenity,name,religion,toilets:wheelchair,wheelchair,wikidata,wikipedia,denomination,service_times,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,wikimedia_commons,website,image,opening_hours,note,contact:website,phone,start_date,deanery,diocese,parish,addr:suburb,building,heritage,heritage:operator,ref:BLfD,alt_name,name:de,name:tr,fixme,email,level,opening_hours:covid19,polling_station,name:ar,operator,source,artwork_type,description,tourism,height,historic,fax,name:ro,name:en,contact:email,contact:phone,lastcheck,wheelchair:description,name:pt,short_name,contact:facebook,artist_name,name:bs,air_conditioning,inscription,internet_access,service_times:url,source_ref,baby_feeding,name:hr,nodes,building:architecture,building:colour,heritage:ref,name:es,name:zh,architect,architect:wikidata,building:levels,building:part,roof:shape,layer,roof:colour,url,scouts:group,scouts:organisation,scouts:website,BLfD:criteria,loc_name,roof:levels,name:ja,name:pl,name:ru,official_name,roof:material,type,roof:height,building:material,contact:fax,operator:type,capacity,old_name,source:height,maxheight,colour,addr:housename,place_of_worship,club,est_height,building:shape,building:year,name:bar,name:el,official_name:de,official_name:ru,official_name:es,designation,indoor,ways
way,53108519,"POLYGON ((11.6076644 48.1131463, 11.6077032 48.1131497, 11.6079741 48.113173, 11.6079704 48.1131924, 11.6080292 48.1131974, 11.6080393 48.1131453, 11.608032 48.1131447, 11.6080482 48.113061, 11.6080546 48.1130276, 11.6079835 48.1130215, 11.6077839 48.1130043, 11.6077871 48.1129875, 11.6078026 48.1129072, 11.6078046 48.1128969, 11.607829 48.112899, 11.607834 48.1128728, 11.6080077 48.1128877, 11.6080316 48.1127641, 11.6078283 48.1127466, 11.6078231 48.1127733, 11.60757 48.1127515, 11.6075513 48.1128484, 11.607758 48.1128662, 11.6077512 48.1129017, 11.6077257 48.1130332, 11.6077122 48.1130321, 11.6076869 48.1130299, 11.6076752 48.1130904, 11.6076644 48.1131463))",DE,place_of_worship,Gustav-Adolf-Kirche,christian,,,Q41210520,de:Gustav-Adolf-Kirche München-Ramersdorf,protestant,,München,1,81669,Hohenaschauer Straße,,Category:Gustav-Adolf-Kirche (Munich),https://www.gustav-adolf.de/,,,,,+49 89 687253,,,,,,church,,,,,,,,pfarramt@gustav-adolf.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[672339345, 9705602044, 9705602047, 9705602053, 672339342, 9705602049, 9705602048, 9705602043, 672339338, 9705602034, 1191457847, 9705602036, 9705602030, 9705602046, 9705602045, 1191457901, 1191457837, 1191457854, 1191457826, 1191457893, 1191457844, 1191457887, 1191457905, 9705602031, 9705602052, 9705602037, 9705602051, 9705602041, 672339345]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53157733,"POLYGON ((11.5674918 48.1375541, 11.5675834 48.1375387, 11.5676707 48.137524, 11.5676145 48.1373615, 11.5676062 48.1373376, 11.5674218 48.1373686, 11.5674313 48.1373938, 11.5674918 48.1375541))",DE,place_of_worship,Herzogspitalkirche,christian,,,Q1615349,de:Herzogspitalkirche (München),catholic,,München,,80331,Herzogspitalstraße,,,,,,,,,,,Erzbistum München und Freising,,,church,4,BLfD,,,,,,,,,,,,,,"Ehemalige Katholische Herzogspitalkirche, im Hof barocker Turm von Johann Andrea Trubillio erhalten, 1727/28, sonst Neubau von Alexander von Branca und Herbert Groethuysen, 1954/55",,,,,,,,,,,,,,,,,,,,,,,"[672726153, 9707704077, 672726154, 2809963209, 672726155, 672726156, 1109379886, 672726153]",,,D-1-62-000-2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53803415,"POLYGON ((11.5664434 48.1307466, 11.5666576 48.1307071, 11.5666697 48.1307421, 11.5668058 48.1307181, 11.5667768 48.1306256, 11.5667325 48.130606, 11.5666615 48.1306181, 11.5666554 48.1306034, 11.5664034 48.1306498, 11.5664434 48.1307466))",DE,place_of_worship,Stephanskirche am Alten Südfriedhof,christian,,yes,Q2323249,de:St. Stephan (München-Isarvorstadt),catholic,,München,2,80337,Stephansplatz,,,,,,,,,1677,,Erzbistum München und Freising,,Isarvorstadt,church,4,BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[409497632, 1670509997, 1670509998, 679182774, 679182777, 679182776, 1722867271, 1722867268, 679182772, 409497632]",baroque,,D-1-62-000-6669,,,Georg Zwerger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54060009,"POLYGON ((11.5121713 48.1427225, 11.5125083 48.1426886, 11.5124808 48.1425669, 11.5123552 48.1425795, 11.5123175 48.1424126, 11.5122876 48.1422801, 11.5120762 48.1423014, 11.5121713 48.1427225))",,place_of_worship,Königreichsaal Jehovas Zeugen,christian,,,,,jehovahs_witness,,,,,,,File:Königreichssaal Zeugen Jehovas Landsberger Str 232 München.jpg,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[681921813, 681921932, 681921925, 681921944, 2469387974, 681921939, 681921821, 681921813]",,#DDDDDD,,,,,,2,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54189020,"POLYGON ((11.4616782 48.1919063, 11.4617018 48.1918583, 11.4616643 48.1918501, 11.4616848 48.1918084, 11.4619203 48.1918635, 11.4619646 48.1917764, 11.4617581 48.1917298, 11.4616983 48.1917163, 11.4615906 48.191692, 11.4614492 48.1919703, 11.4615904 48.192001, 11.4616408 48.1918981, 11.4616782 48.1919063))",,place_of_worship,Epiphaniaskirche,christian,,,Q61469022,de:Epiphaniaskirche (München),protestant,,,,,,,Category:Epiphaniaskirche (Allach),https://www.epiphanias-muenchen.de/,,,,,+49 89 8122651,,,,,,church,,,,,,,,info@epiphaniasmuenchen.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3069491506, 3069491502, 3069491500, 1033179343, 683514365, 683514367, 1375969895, 1375969903, 683514357, 1033179338, 1033179244, 3069491505, 3069491506]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54226224,"POLYGON ((11.6302338 48.2178035, 11.6303897 48.2177811, 11.6303827 48.2177595, 11.6304553 48.217749, 11.6304395 48.2177004, 11.6303705 48.2177103, 11.6303645 48.2176914, 11.6302364 48.2177099, 11.6302049 48.2177144, 11.6302338 48.2178035))",,place_of_worship,Heilig-Kreuz-Kirche Fröttmaning,christian,,,Q1502801,de:Heilig-Kreuz-Kirche (Fröttmaning),roman_catholic,,,8,,Kurt-Landauer-Weg,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[683793300, 683793301, 683793302, 683793303, 683793304, 683793305, 683793306, 2384084320, 683793307, 683793300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54309967,"POLYGON ((11.457995 48.2004388, 11.4580381 48.2004086, 11.4580395 48.2003628, 11.4579942 48.200336, 11.4577493 48.2003336, 11.4577493 48.2003219, 11.4576903 48.2003224, 11.4576903 48.200335, 11.4576272 48.2003359, 11.457628 48.2003902, 11.4576287 48.2004415, 11.4578558 48.200441, 11.4578552 48.2004744, 11.4579461 48.200474, 11.4579461 48.2004396, 11.457995 48.2004388))",DE,place_of_worship,Peter und Paul,christian,,,Q15848670,,roman_catholic,,München,195,80999,Eversbuschstraße,,,,,,,,,,,,,,church,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,"[684792183, 2264919530, 684792166, 2264919525, 4822860017, 4822860018, 4822860019, 4822860020, 684792202, 2264919528, 684792180, 2264919532, 2264919534, 2264919536, 2264919531, 684792183]",,,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55802676,"POLYGON ((11.5716581 48.1341434, 11.5716091 48.1339986, 11.5720906 48.1339318, 11.5720641 48.133852, 11.5722744 48.1338182, 11.5723528 48.134081, 11.5717786 48.1341611, 11.5717661 48.1341293, 11.5716581 48.1341434))",DE,place_of_worship,St. Jakob am Anger,christian,,,Q1340606,de:St. Jakob (München),catholic,,München,1,80331,Unterer Anger,,Category:St. Jakob (Munich),,,,,,,1957,,Erzbistum München und Freising,,,church,4,BLfD,,,,,,,,,,,,,,"St. Jakob am Anger ist ein Kloster der Armen Schulschwestern Unserer Lieben Frau in München. Es ist das älteste, noch bestehende Kloster der Stadt. Die Kirche ist der einzige vollständige Neubau einer Kirche in der hist. Altstadt seit dem 2. Weltkrieg.",,,,,,,,,,,,,,,,,,,,,,,"[700979786, 700979788, 700979793, 700979789, 700979784, 700979797, 358489493, 1092494745, 700979786]",modern,,D-1-62-000-7887,,,Friedrich Ferdinand Haindl,Q1459064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56019965,"POLYGON ((11.63139 48.1311376, 11.6317098 48.1311059, 11.6317385 48.131076, 11.6317307 48.1310421, 11.631692 48.1310256, 11.6316828 48.1309843, 11.631556 48.1309969, 11.6315642 48.1310337, 11.6313724 48.1310527, 11.6313771 48.1310741, 11.631359 48.1310594, 11.6312993 48.1310636, 11.6312832 48.1310745, 11.6312966 48.1311322, 11.6313153 48.1311393, 11.6313662 48.1311346, 11.6313861 48.13112, 11.63139 48.1311376))",,place_of_worship,St. Stephan Baumkirchen,christian,,no,,de:St. Stephan (Berg am Laim),catholic,,,,,,,Category:St. Stephan (Berg am Laim),,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[703167701, 703167436, 703167532, 1014633758, 1014634174, 1014633748, 1014633972, 1014633777, 703167525, 3655945000, 6756767698, 6756767697, 6756767696, 6756767695, 6756767694, 6756767693, 3655945002, 703167701]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56081361,"POLYGON ((11.4607697 48.1943653, 11.4608233 48.1943745, 11.4608114 48.1944098, 11.4610178 48.1944466, 11.4610084 48.1944702, 11.4610166 48.1944717, 11.4610566 48.1944787, 11.4610654 48.1944803, 11.4610749 48.1944564, 11.4611808 48.1944742, 11.4612487 48.1944856, 11.4612696 48.19443, 11.4613152 48.1944331, 11.4613429 48.1944268, 11.4613596 48.1944222, 11.4613864 48.1943934, 11.4613886 48.1943483, 11.4613569 48.1943195, 11.4613153 48.194309, 11.4613245 48.1942893, 11.4610475 48.1942418, 11.4610552 48.194223, 11.4608768 48.1941906, 11.4608605 48.1942355, 11.4607964 48.1942245, 11.4607486 48.194348, 11.4607746 48.1943523, 11.4607697 48.1943653))",,place_of_worship,Maria Himmelfahrt,christian,,yes,,,roman_catholic,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[703896380, 703896404, 703896373, 3045037498, 3045037500, 3045037501, 3045037503, 3045037504, 3045037499, 3045037502, 703896364, 703896402, 703896382, 3045037497, 703896394, 703896368, 703896391, 703896365, 703896376, 703896400, 3045038875, 3045038868, 3045038867, 703896415, 703896417, 703896390, 3045037493, 703896380]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56081369,"POLYGON ((11.4610202 48.1951241, 11.4610353 48.1950784, 11.4609615 48.1950676, 11.4609516 48.1950974, 11.4607774 48.1950719, 11.460748 48.1951609, 11.4610644 48.1952074, 11.4610886 48.1951342, 11.4610202 48.1951241))",,place_of_worship,Königreichssaal,christian,,,,,jehovahs_witness,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3045038960, 3045038957, 3045038956, 3045038958, 703896414, 703896401, 703896411, 703896371, 3045038960]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58696483,"POLYGON ((11.6418243 48.1546103, 11.6420712 48.154601, 11.6420692 48.1545771, 11.6423163 48.1545678, 11.6423136 48.1545364, 11.6423955 48.1545333, 11.6423924 48.1544967, 11.6423876 48.15444, 11.6423841 48.1543987, 11.6418083 48.1544203, 11.6418163 48.1545153, 11.6418243 48.1546103))",,place_of_worship,St. Emmeram,christian,no,yes,Q2318115,,catholic,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[727333299, 1138009109, 1138008821, 1138008929, 1138009142, 727333389, 727333279, 1138008900, 727333262, 727333437, 3046544164, 727333299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58697068,"POLYGON ((11.504126 48.1071706, 11.5041032 48.1071709, 11.5041053 48.1072415, 11.5041074 48.1073124, 11.5041314 48.1073121, 11.5044891 48.1073074, 11.5045824 48.1073062, 11.5045783 48.1071646, 11.5044858 48.1071659, 11.504126 48.1071706))",,place_of_worship,St. Hedwig,christian,,limited,,,catholic,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2619009985, 4511334975, 9644965911, 727338663, 1719133136, 1719133134, 727338688, 2619009983, 727338674, 2619009985]",,,,,,,,,,gabled,,turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59063412,"POLYGON ((11.5284423 48.1481031, 11.5284665 48.1481066, 11.5284596 48.1481279, 11.528507 48.1481348, 11.5285143 48.1481135, 11.5290879 48.1481969, 11.5291805 48.14791, 11.5286332 48.1478298, 11.5285393 48.1478161, 11.5285162 48.1478873, 11.5285079 48.1478861, 11.5284665 48.1479046, 11.5284536 48.1479478, 11.528479 48.1479743, 11.5284876 48.1479755, 11.5284779 48.1480055, 11.5284662 48.1480037, 11.5284528 48.1480448, 11.5284608 48.148046, 11.5284423 48.1481031))",DE,place_of_worship,Sankt Clemens,christian,,yes,Q98643091,,catholic,,München,7,80634,Renatastraße,,Category:St. Clemens (Munich),,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[732128524, 2680582740, 2680582745, 2680582747, 2680582743, 732128521, 732128526, 2680582698, 732128520, 2680582704, 2680582703, 2680582709, 2680582715, 2680582717, 2680582718, 2680582720, 2680582719, 2680582724, 2680582725, 732128524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59311079,"POLYGON ((11.500339 48.1089262, 11.5002153 48.1089163, 11.5002394 48.1087818, 11.5002597 48.1086682, 11.5004469 48.1086832, 11.5006248 48.1086974, 11.5005804 48.1089455, 11.5004482 48.1089349, 11.5004256 48.1090613, 11.5007115 48.109086, 11.5006889 48.1092122, 11.5004447 48.1091913, 11.5004186 48.1093371, 11.5002277 48.1093212, 11.5002536 48.1091769, 11.5000174 48.109158, 11.5000403 48.1090302, 11.5000772 48.1090331, 11.5003165 48.1090522, 11.500339 48.1089262))",,place_of_worship,Alte Aussegnungshalle,christian,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[735610204, 735610214, 9755080076, 735610212, 9755080075, 735610210, 735610208, 743394421, 743394420, 735610201, 735610199, 735610196, 735610192, 735610190, 735610188, 735610186, 735610183, 10554654395, 735610180, 735610204]",,,,,,,,,,pyramidal,,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59344024,"POLYGON ((11.6237597 48.1400482, 11.6237964 48.1401162, 11.6238693 48.1401696, 11.6239673 48.1402003, 11.6240755 48.1402037, 11.6241774 48.1401792, 11.6242574 48.1401305, 11.6243035 48.1400651, 11.6243085 48.1399929, 11.6242718 48.139925, 11.6241989 48.1398715, 11.6241009 48.1398408, 11.6239927 48.1398374, 11.6238908 48.139862, 11.6238108 48.1399106, 11.6237647 48.139976, 11.6237597 48.1400482))",,place_of_worship,St. Johann von Capistran,christian,,yes,Q2319174,de:St. Johann von Capistran (München),roman_catholic,,,,,,,"Category:St. Johann von Capistran, Bogenhausen",https://www.erzbistum-muenchen.de/pfarrei/pv-bogenhausen-sued/cont/69940,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[736044156, 736044158, 736044159, 736044160, 736044161, 1578630802, 736044162, 736044164, 736044165, 736044166, 736044167, 736044169, 736044170, 736044172, 736044173, 736044174, 736044156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60954373,"POLYGON ((11.4623057 48.1892408, 11.4624465 48.1892693, 11.4624656 48.1892732, 11.4624232 48.1893662, 11.4622632 48.1893337, 11.4623057 48.1892408))",,place_of_worship,Allach- Moschee DITIB Türkisch Islamischer Verein,muslim,,,,,,,München,24,80999,Vesaliusstraße,,,,,,,,+49 89 8132589,,,,,,yes,,,,,,,,,,,,,,Yahoo Sat,,,,,,,,,,,,,,,,,,,,,,,,,"[763071521, 5967756486, 763071561, 763071580, 763071572, 763071521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62216236,"POLYGON ((11.5774151 48.1163253, 11.5774632 48.1163206, 11.5778807 48.1162793, 11.5778729 48.1162443, 11.5779134 48.1162078, 11.5779724 48.1162022, 11.5780313 48.1162266, 11.578149 48.1162146, 11.5781688 48.1162964, 11.5782355 48.1163328, 11.5782467 48.1163719, 11.5782027 48.1164065, 11.5781513 48.1164118, 11.5781638 48.1164685, 11.5780816 48.1164766, 11.578088 48.1165056, 11.5780479 48.1165434, 11.5779891 48.1165499, 11.5779356 48.1165275, 11.5779277 48.1164918, 11.5775227 48.1165317, 11.5774621 48.1165377, 11.5774524 48.1164942, 11.5773736 48.116502, 11.5773063 48.1164789, 11.5772921 48.1164225, 11.5773456 48.1163809, 11.5774256 48.1163728, 11.5774151 48.1163253))",DE,place_of_worship,Heilig Kreuz,christian,,yes,Q1594945,de:Heilig-Kreuz-Kirche (Giesing),roman_catholic,,München,1,81541,Ichostraße,,Category:Heilig-Kreuz-Kirche (Giesing),,,,,https://www.erzbistum-muenchen.de/pfarrei/pv-obergiesing/cont/51862,,1886,Dekanat München-Giesing,Erzbistum München und Freising,,Giesing,church,4,BLfD,,,,,,,,,,,,,,,,32,,,,,hl-kreuz.giesing@erzbistum-muenchen.de,+49 89 6936588-0,,,,,,,,,,,,,,,"[776039110, 4079313845, 1147239713, 776039114, 776039117, 1147239716, 776039118, 776039119, 776039120, 1147239734, 1147239684, 1147239692, 1147239686, 776039121, 776039128, 776039130, 1147239689, 1147239711, 776039132, 776039134, 9346598772, 776039136, 1147239674, 1147239720, 1147239700, 1147239718, 1147239723, 1147239725, 776039110]",neo-gothic,#643a2f,D-1-62-000-2871,,,Georg von Dollmann,Q77138,,,,,,,,,,,,,,,,,,,,,+49 89 6936588-10,,,,,,,,,,,,,,,,,,,,
way,65411038,"POLYGON ((11.6071084 48.0875881, 11.6071184 48.0875892, 11.6072314 48.0876006, 11.6072385 48.0876013, 11.6072603 48.0875051, 11.6071301 48.0874919, 11.6071084 48.0875881))",DE,place_of_worship,"Rumänisch-Orthodoxe Kirchengemeinde ""Maria Verkündigung"", München",christian,,,,,romanian_orthodox,,München,127a,81549,Fasangartenstraße,,,https://www.buna-vestire.de/,,,,,+49 89 6939 6509,,,,,,yes,,,,,,,,simion_fel@yahoo.de,,,,,,,,,,,,,Centrul parohial „Buna Vestire“ München,,,,,,,,,,,,,,,,,,"[798799795, 798799817, 798799766, 798799846, 798799728, 798799784, 798799795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,66599464,"POLYGON ((11.6505809 48.1698631, 11.6505797 48.1699256, 11.6505183 48.169925, 11.6505177 48.1699552, 11.6504611 48.1699547, 11.6504616 48.1699315, 11.6503509 48.1699305, 11.6503514 48.1699049, 11.6503144 48.1699045, 11.6503147 48.1698899, 11.650315 48.1698742, 11.6503524 48.1698746, 11.6503529 48.1698508, 11.6505171 48.1698522, 11.6505169 48.1698626, 11.6505809 48.1698631))",,place_of_worship,Johanneskirche,christian,no,yes,,,catholic,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,Sankt Johann Baptist / Kath. Filialkirche des 13. Jahrhunderts,,,,,,,,,,,,,,,,,,,,,,,"[805815160, 3627706831, 805815163, 3627706832, 3627706829, 3627706836, 805815167, 3627706830, 3627706834, 3048174416, 3627706827, 3627706833, 805815171, 3627706828, 3627706835, 805815160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,69570865,"POLYGON ((11.6753077 48.0806499, 11.6754556 48.0806324, 11.6754387 48.0805684, 11.6755059 48.0805605, 11.6754891 48.0804972, 11.6754227 48.080505, 11.6754081 48.0804496, 11.6752594 48.0804672, 11.6752747 48.0805251, 11.6751763 48.0805367, 11.6751931 48.0806002, 11.6752914 48.0805885, 11.6753077 48.0806499))",,place_of_worship,Jubilatekirche,christian,,yes,,,protestant,,,,,,,Category:Jubilatekirche (Waldperlach),https://www.jubilatekirche.de/,,,,,+49 89 6011839,,,,,,church,,,,,,,,pfarramt@jubilatekirche.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[832595603, 832594987, 2893812558, 2893812557, 2893812550, 2893812553, 832594388, 832594758, 2893812555, 2893812556, 2893812560, 2893812559, 832595603]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,70749826,"POLYGON ((11.6212957 48.1129636, 11.6213048 48.1126125, 11.6216413 48.112614, 11.6216392 48.1126282, 11.6216958 48.112629, 11.6216875 48.1128796, 11.6216527 48.1128797, 11.6216481 48.1129646, 11.6212957 48.1129636))",,place_of_worship,Verklärung Christi,christian,no,yes,,,catholic,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[843812162, 843812194, 2914940684, 2914940685, 843812326, 843812256, 843812020, 843812051, 843812162]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,76406784,"POLYGON ((11.4825536 48.1405142, 11.4825621 48.1405498, 11.482569 48.1405611, 11.4825796 48.1405682, 11.4825927 48.1405709, 11.4826008 48.1405718, 11.4826416 48.1405629, 11.4826809 48.1405504, 11.4826822 48.1405564, 11.4827023 48.1405551, 11.4826967 48.1405372, 11.4827215 48.140529, 11.482713 48.1404993, 11.4826835 48.1404974, 11.4826789 48.1404916, 11.4826676 48.1404889, 11.4826279 48.1404853, 11.4825822 48.1404851, 11.4825711 48.1404873, 11.4825592 48.1404938, 11.482554 48.1405025, 11.4825536 48.1405142))",,place_of_worship,,christian,,,,,catholic,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[900999126, 900999078, 900999122, 900999108, 900999049, 900999107, 900999115, 900999059, 900999093, 900999109, 900999080, 900999096, 900999063, 900999076, 900999120, 900999048, 900999106, 900999114, 900999117, 900999090, 900999101, 900999126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,76406788,"POLYGON ((11.4847619 48.1410049, 11.4847482 48.1410046, 11.4846635 48.1410027, 11.4845899 48.1410272, 11.4845718 48.1410331, 11.4845798 48.1410572, 11.4843536 48.1410904, 11.4843499 48.1411811, 11.4844077 48.141259, 11.4844477 48.1412533, 11.4844678 48.141316, 11.484461 48.141317, 11.484476 48.141364, 11.4845479 48.1413538, 11.4845326 48.1413057, 11.4845237 48.141307, 11.4845039 48.1412453, 11.4846391 48.141226, 11.4846473 48.1412516, 11.4847457 48.1412512, 11.4848336 48.1412247, 11.4848249 48.1411985, 11.4848642 48.1411927, 11.4848655 48.1411071, 11.4848095 48.1410237, 11.4847702 48.1410296, 11.4847619 48.1410049))",,place_of_worship,St. Willibald,christian,,yes,Q2323742,de:St. Willibald (München),roman_catholic,,,,,,,,,https://commons.wikimedia.org/wiki/File:Agnes-Bernauer-Str181_Muenchen-01.JPG,,,,,,,,,,church,,,,,,,,,,,,,Pfarrverband Salvator Mundi,,,,,,,,,,,,,Die Kirche ist über einen ebenerdigen Eingang links vom Haupteingang rollstuhlzugänglich. (mit automatischen Türöffnern),,,,,,,,,,,,,"[900999092, 900999118, 900999094, 900999065, 900999121, 900999110, 900999088, 900999097, 900999125, 900999079, 900999064, 900999099, 900999116, 900999127, 900999102, 900999112, 900999081, 900999100, 900999087, 900999104, 900999129, 900999119, 900999095, 900999098, 900999123, 900999111, 900999092]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,77344984,"POLYGON ((11.5053193 48.1666982, 11.50544 48.1666918, 11.5056672 48.1666804, 11.5056328 48.1666119, 11.505587 48.1665675, 11.5055243 48.1665301, 11.505447 48.1665012, 11.505338 48.1664949, 11.5053399 48.1665191, 11.5053049 48.1665211, 11.5053193 48.1666982))",,place_of_worship,,christian,,,,,catholic,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[910402738, 910402781, 2707880282, 910402645, 2707879920, 910402840, 910402689, 2707879872, 910402661, 910402744, 910402738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,77475588,"POLYGON ((11.5073524 48.1660204, 11.5073729 48.1661908, 11.5076301 48.166177, 11.5076096 48.1660066, 11.5073524 48.1660204))",,place_of_worship,Kapelle,christian,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[911911684, 911911251, 911911849, 911911141, 911911684]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
