element_type,osmid,man_made,surveillance:type,surveillance:zone,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,source,email,opening_hours,access,amenity,name,contact:email,contact:fax,contact:phone,contact:website,fee,operator,parking,capacity,addr:housename,ref,level,alt_name,phone,short_name,wikidata,wikipedia,layer,disused:shop,building,name:de,name:en,addr:suburb,check_date,surveillance,tourism,note,drive_through,nodes,building:levels,building:material,roof:shape,old_name,roof:colour,roof:levels,branch,brand,brand:wikidata,brand:wikipedia,leisure,building:colour,office,capacity:disabled,wheelchair:description,height,shop,website,cuisine,takeaway,smoking,check_date:opening_hours,gambling,description,historic,start_date,recycling_type,fixme,roof:type,noaddress,club,sport,sport:league,official_name,roof:angle,building:part,fax,craft,lastcheck,opening_hours:office,architect,architect:wikidata,building:architecture,heritage,heritage:operator,heritage:ref,image,brothel:eros_center,drink:club-mate,wheelchair:entrance_width,wheelchair:step_height,roof:height,railway,roof:material,source:height,wikimedia_commons,breakfast,internet_access,internet_access:fee,service_times,stars,opening_hours:url,healthcare,healthcare:speciality,nohousenumber,asb,note:de,onkz,operator:wikidata,operator:wikipedia,telecom,biergarten,brewery,diet:vegetarian,outdoor_seating,reservation,toilets:wheelchair,self_checkout,diet:halal,diet:kosher,diet:vegan,compressed_air,repair,sale,coffee,opening_hours:signed,indoor_seating,operator:type,note:building_type,subject:wikidata,subject:wikipedia,roof,building:architect,construction_date,roof:orientation,automated,self_service,min_height,min_level,air_conditioning,description:de,service,payment:cash,material,shooting,power,frequency,location,building:min_level,corridor,organic,delivery,name:es,name:ru,name:zh,rooms,beer_garden,building:use,note2,opening_hours:phone,contact:facebook,building:levels:underground,roof:direction,contact:instagram,contact:linkedin,contact:twitter,contact:youtube,second_hand,ways,type,int_name
way,27571813,,,,"POLYGON ((11.5354355 48.1437129, 11.535757 48.1436883, 11.5358201 48.1436837, 11.5359128 48.1440287, 11.5359177 48.1440475, 11.5358876 48.14408, 11.5359119 48.1442227, 11.5360416 48.1442128, 11.5360652 48.1443518, 11.5355509 48.1443908, 11.5354355 48.1437129))",München,,66,80636,Erika-Mann-Straße,,,,,,,CHECK24,,,,,,,,,,,,,,,Q1068745,de:Check24,,,commercial,,,,,,,,,"[302737247, 1915148704, 302737248, 2475837846, 304025770, 304025773, 302737670, 302737677, 302738065, 302737251, 302737247]",6,,flat,,,,,,,,,,,,,,,https://www.check24.de/,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27571946,,,,"POLYGON ((11.5364225 48.1436801, 11.5364207 48.1436696, 11.5361749 48.1436689, 11.5362646 48.1441959, 11.5360416 48.1442128, 11.5360652 48.1443518, 11.5366291 48.144309, 11.5366229 48.1442728, 11.5366018 48.1441489, 11.5365035 48.1441563, 11.5364225 48.1436801))",München,,62-66,80636,Erika-Mann-Straße,,,,,,,CHECK24,,,,,,,,,,,,,,,Q1068745,de:Check24,,,commercial,,,,,,,,,"[1843099532, 303199408, 304026156, 302738544, 302737677, 302738065, 304012984, 1084340299, 302738548, 5140110835, 1843099532]",4,,flat,,,,,,,,,,,,,,,https://www.check24.de/,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27612775,,,,"POLYGON ((11.5383134 48.1461342, 11.5383698 48.1462513, 11.5384387 48.1462368, 11.5384459 48.1462507, 11.5384737 48.1462382, 11.5385438 48.1463084, 11.5386965 48.1462406, 11.5385416 48.146084, 11.5383134 48.1461342))",München,DE,122,80636,Arnulfstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[303205283, 2541114965, 2541114963, 2541114964, 303205278, 2541114968, 1317842069, 1317842097, 303205283]",4,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27658381,,,,"POLYGON ((11.5551587 48.1424069, 11.5551877 48.1424621, 11.5551218 48.1424776, 11.5551307 48.142494, 11.555096 48.1425026, 11.5551138 48.1425356, 11.5551406 48.1425292, 11.5551436 48.1425348, 11.5551354 48.1425368, 11.5551569 48.142577, 11.5554647 48.1431533, 11.5554729 48.1431514, 11.5554758 48.143157, 11.5554554 48.1431618, 11.5554647 48.1431791, 11.555473 48.1431947, 11.5554935 48.1431899, 11.5554965 48.1431954, 11.5554882 48.1431974, 11.5555331 48.1432815, 11.5556233 48.1434505, 11.5556316 48.1434486, 11.5556345 48.1434542, 11.5556142 48.1434591, 11.5556318 48.143492, 11.5556521 48.1434871, 11.5556552 48.1434927, 11.555647 48.1434947, 11.5556732 48.1435437, 11.555782 48.1437476, 11.5557902 48.1437455, 11.5557933 48.1437512, 11.5557727 48.1437561, 11.5557907 48.1437893, 11.5558191 48.1437823, 11.5558279 48.1437986, 11.5558812 48.143786, 11.5558945 48.1437829, 11.5559371 48.1438633, 11.556546 48.1436486, 11.5565358 48.1436293, 11.5566017 48.1436137, 11.5565929 48.1435971, 11.5566276 48.1435887, 11.5566099 48.1435558, 11.5565831 48.1435623, 11.5565801 48.1435567, 11.5565883 48.1435546, 11.5564531 48.1433015, 11.5564448 48.1433035, 11.5564419 48.143298, 11.5564687 48.1432916, 11.556451 48.1432586, 11.5564242 48.1432649, 11.5564212 48.1432594, 11.5564295 48.1432575, 11.5563406 48.143091, 11.5562942 48.1430041, 11.556286 48.1430061, 11.556283 48.1430005, 11.5563097 48.1429941, 11.556292 48.1429611, 11.5562654 48.1429674, 11.5562625 48.1429619, 11.5562707 48.14296, 11.5561352 48.1427069, 11.5560775 48.1427207, 11.5560568 48.142682, 11.5560735 48.142678, 11.5560557 48.142645, 11.5560393 48.1426489, 11.5560184 48.1426102, 11.556076 48.1425965, 11.555941 48.1423437, 11.5559328 48.1423456, 11.5559298 48.1423402, 11.5559565 48.1423338, 11.5559389 48.1423007, 11.5559041 48.1423091, 11.5558952 48.1422926, 11.5558294 48.1423084, 11.5558001 48.1422534, 11.555649 48.1422896, 11.5551587 48.1424069))",,,,,,,,,,,,Neue Hopfenpost,,,,,,Invesco Real Estate,,,,,,,,,,,,,commercial,,,,,,,,,"[303773742, 2699948464, 2699948465, 2699948466, 2699948467, 2699948474, 2699948472, 2699948473, 2699948475, 1141315637, 2699948511, 2699948510, 2699948512, 2699948514, 4692344990, 2699948519, 2699948516, 2699948520, 2699948521, 1138948191, 2699948532, 2699948531, 2699948533, 2699948534, 2699948536, 2699948535, 2699948537, 2699948538, 4685791892, 2699948547, 2699948546, 2699948548, 2699948549, 2699948551, 2699948550, 1659974147, 4685791907, 1659974142, 303773745, 303773744, 2699948545, 1659974113, 2699948544, 2699948543, 2699948540, 2699948542, 2699948541, 2699948539, 2699948529, 2699948530, 2699948528, 2699948527, 2699948524, 2699948526, 2699948525, 2699948523, 1138948186, 2699948501, 2699948502, 2699948500, 2699948499, 2699948494, 2699948496, 2699948495, 2699948493, 1240028254, 1240027542, 2699948481, 2699948480, 2699948478, 2699948479, 1240027825, 1157895104, 1157895189, 2699948461, 2699948460, 2699948459, 1157895118, 2699948457, 2699948455, 1157895248, 303773743, 4692583239, 303773742]",6,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28129940,,,,"POLYGON ((11.5858809 48.185433, 11.5858771 48.1852532, 11.5849197 48.185262, 11.5849234 48.1854418, 11.5858809 48.185433))",München,DE,12,80807,Ingolstädter Straße,,Yahoo / YWMS,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[76873095, 76873099, 76873074, 76873088, 76873095]",4,,flat,,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28964349,,,,"POLYGON ((11.5020903 48.1881698, 11.5022544 48.188192, 11.5022646 48.1881585, 11.5026425 48.1882096, 11.5026315 48.1882457, 11.5029963 48.1882951, 11.5030072 48.1882591, 11.5030733 48.188268, 11.5031223 48.188107, 11.5029831 48.1880882, 11.5030023 48.1880251, 11.5021687 48.1879122, 11.5020903 48.1881698))",München,DE,507,80993,Dachauer Straße,yes,survey,,Mo-Sa 07:00-20:00,,,ALDI Süd,,,,,,ALDI SÜD,,,,,,,,,,,,,commercial,,,,,,,,,"[318474152, 1765276811, 1765276810, 1765276812, 1765276816, 318474156, 1765276817, 1765276818, 1765276809, 318474154, 1765276804, 318474153, 318474152]",1,,,,,,,ALDI Süd,Q41171672,en:Aldi,,,,,,,supermarket,https://www.aldi-sued.de/,,,,2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29882575,,,,"POLYGON ((11.5233396 48.1323465, 11.5228642 48.1320047, 11.522691 48.1321086, 11.5229373 48.13229, 11.5231697 48.132459, 11.5233396 48.1323465))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1400094306, 329335343, 329335353, 329335474, 8149708766, 1400094306]",4,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29882578,,,,"POLYGON ((11.5226003 48.1320343, 11.5229157 48.1318517, 11.5227335 48.1317115, 11.5224181 48.1318941, 11.5224983 48.1319559, 11.5226003 48.1320343))",München,DE,9,80686,Rüdesheimer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[329335524, 329335536, 329335550, 329335564, 335484549, 329335524]",4,,flat,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30076089,,,,"POLYGON ((11.5221782 48.1316991, 11.5222734 48.1317743, 11.5225344 48.1316271, 11.5222801 48.1314263, 11.5221217 48.1315156, 11.5218664 48.131314, 11.5217251 48.1313937, 11.5220923 48.1316837, 11.5221395 48.1317209, 11.5221782 48.1316991))",München,DE,11,80686,Rüdesheimer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[331272290, 3110307051, 331272293, 1400085050, 331272296, 1400084981, 331272300, 335484557, 3110307049, 331272290]",4,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30076091,,,,"POLYGON ((11.5216498 48.1312652, 11.5218104 48.1311868, 11.5215913 48.1310038, 11.5215703 48.1310058, 11.5213813 48.1308595, 11.5212328 48.1309383, 11.5214349 48.1311139, 11.5214179 48.1311241, 11.5214322 48.1311341, 11.5214492 48.1311459, 11.5214612 48.1311474, 11.5214778 48.1311463, 11.5214926 48.1311405, 11.5216498 48.1312652))",München,DE,15,80686,Rüdesheimer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[331272313, 331272316, 3663533562, 3663533572, 331272319, 331272321, 335484571, 3663533571, 3663533570, 3663533574, 3663533575, 3663533566, 3663533563, 331272313]",,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30076093,,,,"POLYGON ((11.521076 48.1308327, 11.5212448 48.1307459, 11.5210555 48.130582, 11.5208868 48.1306688, 11.5209885 48.1307569, 11.521076 48.1308327))",München,DE,21,80686,Rüdesheimer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[331272325, 331272327, 331272330, 331272332, 335484579, 331272325]",5,,flat,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30100283,,,,"POLYGON ((11.5249521 48.1361396, 11.5245486 48.1358903, 11.5243899 48.1360046, 11.5242382 48.1361139, 11.5242855 48.1361432, 11.5247975 48.1364596, 11.5250211 48.1365978, 11.5250973 48.1365429, 11.5252744 48.1366523, 11.5253646 48.1365874, 11.5254265 48.1365427, 11.5251295 48.1363592, 11.5250587 48.1364102, 11.5247992 48.1362498, 11.5249521 48.1361396))",,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[331557349, 331557306, 331557309, 5024511976, 332098401, 2443600009, 331557319, 331557343, 331557344, 332098397, 331557345, 331557346, 331557347, 331557348, 331557349]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30100284,,,,"POLYGON ((11.5253684 48.1352867, 11.5249504 48.1356185, 11.5262201 48.1363309, 11.5270122 48.1357022, 11.526569 48.1354535, 11.5261949 48.1357504, 11.5253684 48.1352867))",München,DE,5,80686,Hansastraße,,,,,,gambling,Casino Center,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[331557366, 331557367, 331557368, 331557356, 331557364, 331557365, 331557366]",1,,flat,,,0,,,,,,,,,,8,,,,,,,slot_machines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30137396,,,,"POLYGON ((11.5241008 48.1357642, 11.5242383 48.1356229, 11.5241499 48.1355653, 11.524018 48.1354793, 11.5238672 48.1353811, 11.5237696 48.1353175, 11.5235757 48.1354491, 11.5241008 48.1357642))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[332095482, 332095484, 332095496, 332095494, 332095492, 332095487, 332095489, 332095482]",4,,,,,0,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30167981,,,,"POLYGON ((11.5199407 48.1355829, 11.5201366 48.1355787, 11.5201207 48.1352522, 11.5201199 48.1352364, 11.5199241 48.1352407, 11.5199258 48.1352757, 11.5199276 48.1353129, 11.5199407 48.1355829))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[332427442, 332427444, 1747162194, 332427446, 332427448, 1726894298, 1726894300, 332427442]",4,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30196204,,,,"POLYGON ((11.6590287 48.1342518, 11.6593644 48.1345876, 11.6595656 48.1344952, 11.6592221 48.1341537, 11.6590287 48.1342518))",München,DE,19,81829,Am Moosfeld,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[332734758, 332734761, 332734762, 332734765, 332734758]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30196206,,,,"POLYGON ((11.6590576 48.1338522, 11.6592611 48.1337507, 11.6596468 48.134119, 11.659436 48.1342185, 11.6590576 48.1338522))",München,DE,21,81829,Am Moosfeld,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[332734772, 332734774, 332734776, 332734778, 332734772]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30217495,,,,"POLYGON ((11.5703707 48.1876546, 11.5703598 48.1878047, 11.5704118 48.1878064, 11.5704575 48.1878078, 11.5704469 48.1879551, 11.5703993 48.1879536, 11.5703493 48.187952, 11.5703208 48.1883466, 11.5697402 48.188328, 11.5697689 48.18793, 11.569701 48.1879278, 11.5695708 48.1879236, 11.5695814 48.1877771, 11.569712 48.1877813, 11.5697715 48.1877832, 11.5697821 48.1876358, 11.5703707 48.1876546))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[333022949, 333022950, 7337297541, 333022953, 333022956, 7337297540, 333022958, 333022962, 333022964, 333022965, 7337297539, 333022966, 333022970, 7337297538, 333022971, 333022973, 333022949]",3,,flat,,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30424532,,,,"POLYGON ((11.620662 48.1604805, 11.6209605 48.1603576, 11.6209349 48.1603299, 11.6211358 48.1602472, 11.6210681 48.160174, 11.6208701 48.1602555, 11.6208447 48.160228, 11.6205433 48.1603521, 11.620662 48.1604805))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[335753412, 4522115321, 4522115322, 335753413, 335753414, 4522115319, 4522115320, 335753415, 335753412]",1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30441559,,,,"POLYGON ((11.6171113 48.1514833, 11.617183 48.1515284, 11.6172743 48.1515532, 11.6173729 48.1515543, 11.6174654 48.1515316, 11.6175393 48.1514881, 11.6175847 48.1514297, 11.6175955 48.1513644, 11.6175701 48.1513008, 11.6175121 48.1512477, 11.6174291 48.1512084, 11.6172354 48.1512088, 11.6171507 48.1512436, 11.61709 48.1512954, 11.6170615 48.1513584, 11.6170689 48.1514239, 11.6171113 48.1514833))",,,10,81925,Arabellastraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[335945816, 10594378619, 10594378618, 335945818, 10594378617, 10594378616, 10594378621, 10594378615, 335945819, 10594378622, 10594378612, 10594378613, 10594378623, 335945820, 10594378614, 10594378620, 335945816]",,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30606866,,,,"POLYGON ((11.4431534 48.1464303, 11.4432956 48.1459455, 11.44317 48.1459291, 11.4430278 48.1464139, 11.4430493 48.1464167, 11.4431534 48.1464303))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[338440418, 338440419, 338440420, 338440421, 7796352501, 338440418]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30606868,,,,"POLYGON ((11.4426678 48.1463181, 11.4427984 48.1458487, 11.4426473 48.1458299, 11.4425167 48.1462994, 11.4426678 48.1463181))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[338440422, 338440425, 338440423, 338440424, 338440422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30681735,,,,"POLYGON ((11.6368956 48.1554282, 11.6371605 48.1555596, 11.6373573 48.1553828, 11.6370924 48.1552515, 11.6368956 48.1554282))",München,DE,2,81927,Wilhelm-Dieß-Weg,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[339293488, 339293489, 339293490, 339293491, 339293488]",2,,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30708492,,,,"POLYGON ((11.5531858 48.1172738, 11.5537924 48.1178875, 11.5539761 48.1178066, 11.5533696 48.1171929, 11.5531858 48.1172738))",,,,,,,,,,,,Kontorhaus 2,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[339612133, 339612134, 339612135, 339612136, 339612133]",5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30710253,,,,"POLYGON ((11.5539195 48.1186516, 11.5540809 48.1188123, 11.5541028 48.1188026, 11.554775 48.119472, 11.5547602 48.1194786, 11.5549146 48.1196324, 11.5550291 48.1195812, 11.5548774 48.1194301, 11.5548636 48.1194363, 11.5541859 48.1187614, 11.5542 48.1187551, 11.5540414 48.1185971, 11.5539195 48.1186516))",,,,,,,,,,,,Kartoffelhalle,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[339638844, 2580727023, 2580727024, 2580727022, 2580727020, 339638847, 339638849, 2580727019, 2580727021, 2580727026, 2580727025, 339638851, 339638844]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30804115,,,,"POLYGON ((11.5211155 48.140835, 11.5224388 48.1406766, 11.522259 48.1400077, 11.52205 48.1400327, 11.5221817 48.1405231, 11.5220007 48.1405447, 11.5219253 48.1402643, 11.5217496 48.1402854, 11.5218246 48.1405648, 11.5216408 48.1405868, 11.5216096 48.1404706, 11.5214481 48.1404899, 11.521479 48.1406049, 11.5210669 48.1406542, 11.5211155 48.140835))",München,,187,80687,Landsberger Straße,,,,,,,Westsite,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[341266577, 341266581, 341266584, 341266589, 341266592, 341266596, 341266599, 341266602, 341266606, 341266609, 341266612, 341266615, 341266619, 341266622, 341266577]",5,,round,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30804120,,,,"POLYGON ((11.5242082 48.1399222, 11.5243357 48.1399138, 11.5245275 48.1399021, 11.525029 48.1398672, 11.525173 48.1398593, 11.5250769 48.139231, 11.5250686 48.1391728, 11.5251122 48.139171, 11.5251182 48.1392247, 11.5253254 48.1392065, 11.5253585 48.1392032, 11.5252362 48.1384014, 11.525141 48.1384094, 11.5251276 48.1383391, 11.5250825 48.1383403, 11.5247179 48.13837, 11.5247291 48.1384425, 11.5243201 48.1384719, 11.524043 48.1388522, 11.5242082 48.1399222))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[341266783, 4132662612, 4132662610, 4132662607, 341266786, 341266790, 4132662605, 4132662604, 4132662606, 2469387861, 341266793, 341266796, 4132662603, 4132662602, 2469387989, 2675552826, 2675552828, 341266800, 341266803, 341266783]",3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30915530,,,,"POLYGON ((11.4180327 48.1368715, 11.4177958 48.1381629, 11.4182448 48.1381992, 11.4184847 48.136909, 11.4180327 48.1368715))",München,,"5, 9, 13",81249,Ria-Burkei-Straße,,,,,,,Nördliche Weichenbauwerkstätte,,,,,,,,,,,,,,,Q28024084,de:Ausbesserungswerk München-Neuaubing,,,commercial,,,,,,,,,"[343668761, 343668757, 343668756, 343668768, 343668761]",3,,,,,,,,,,,,,,,0,,,,,,,,ehemalige Nördliche Weichenbauwerkstätte im Ausbesserungswerk Neuaubing,building,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31002203,,,,"POLYGON ((11.5139132 48.0969446, 11.5145612 48.0970841, 11.5148973 48.0971565, 11.514951 48.0970453, 11.5142199 48.0968879, 11.5142468 48.0968322, 11.5143147 48.0966914, 11.5150444 48.0968485, 11.5150981 48.0967372, 11.5148264 48.0966787, 11.5148741 48.0965799, 11.5149222 48.0964803, 11.5151609 48.0965317, 11.5151929 48.0965386, 11.5152443 48.0964297, 11.5142795 48.0962193, 11.5140591 48.0961712, 11.5140049 48.0962833, 11.5144356 48.0963761, 11.5147437 48.0964424, 11.5146941 48.0965452, 11.5146488 48.0966389, 11.5141227 48.0965256, 11.5140683 48.0966383, 11.5141389 48.0966535, 11.514091 48.0967528, 11.5140465 48.096845, 11.5139693 48.0968284, 11.5139132 48.0969446))",München,DE,,81379,Machtlfinger Straße,,,,,,,Machtlfinger Höfe,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[344711809, 2410862544, 344711810, 344711812, 344711813, 8196275841, 344711814, 344711816, 344711817, 344711818, 1712349674, 344711819, 2500993325, 344711821, 344711822, 8196275832, 344711824, 344711825, 9125608717, 344711827, 1712349673, 344711828, 344711829, 344711831, 344711832, 2410862470, 344711833, 344711835, 344711809]",5,,,,grey,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
