element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,description,image,tourism,wheelchair:description,amenity,name,brand,brand:wikidata,brand:wikipedia,operator,level,source,layer,disused:shop,architect,heritage,heritage:operator,heritage:ref,start_date,building:architecture,note,addr:suburb,ref,indoor,check_date,contact:email,cuisine,opening_hours,opening_hours:covid19,phone,website,height,fixme,operator:type,historic,drive_through,location,nodes,building,building:levels,roof:colour,building:colour,roof:shape,email,fax,roof:levels,shop,contact:phone,toilets,toilets:wheelchair,check_date:opening_hours,internet_access,payment:cash,payment:mastercard,payment:visa,changing_table,wikidata,contact:fax,architect:wikidata,brewery,diet:vegan,diet:vegetarian,indoor_seating,name:bar,name:de,name:en,name:ja,name:ru,name:zh,outdoor_seating,smoking,takeaway,wikimedia_commons,wikipedia,payment:credit_cards,payment:debit_cards,diet:halal,diet:kosher,roof:height,internet_access:fee,self_checkout,loc_name,access:covid19,delivery:covid19,contact:website,short_name,ref:shop:num,compressed_air,est_height,roof:material,old_name,building:material,nohousenumber,noaddress,roof:angle,addr:housename,type,drive_through:covid19,origin,biergarten,source:building:height,source:shape,service,opening_hours:url,url,payment:contactless,not:brand:wikidata,opening_hours:bakery,organic,payment:american_express,payment:coins,payment:sodexo_pass,building:use,roof:orientation,franchise:wikidata,contact:facebook,alt_name,construction,note:building_type,trade,branch,drink:coffee,drink:coffee:portafilter,drink:coffee:togo,payment:girocard,source_ref,payment:diners_club,payment:discover_card,payment:maestro,payment:v_pay,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,gambling,building:facade:color,ref:BLfD,source:addr,reservation,website:menu,payment:alipay,payment:jcb,payment:sepa,payment:wechat,craft,club,community_centre,dog,payment:visa_debit,payment:visa_electron,beer_garden,delivery,opening_hours:kitchen,roof,roof:direction,survey:date,source:building:levels,golf,opening_hours:signed,source:outline,disused:tourism,highway,levelpart,brand:website,playground,name:signed,ways,castle_type
way,117889446,"POLYGON ((11.5729441 48.1670204, 11.5734116 48.1669866, 11.5734086 48.1669689, 11.5733927 48.166894, 11.5733909 48.1668591, 11.573271 48.1668678, 11.5732722 48.1668749, 11.5732408 48.1668772, 11.5732422 48.1668856, 11.5731773 48.1668903, 11.5731749 48.1668758, 11.5729235 48.1668939, 11.5729441 48.1670204))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1326976350, 1326976349, 2604478028, 2604478026, 1326976332, 2604478025, 2604478024, 1326976342, 1326976335, 1326976338, 1326976339, 1326976341, 1326976350]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117966960,"POLYGON ((11.5158779 48.0761375, 11.5157613 48.0761297, 11.5157704 48.0760689, 11.5158132 48.0760718, 11.5158181 48.076039, 11.5158919 48.0760439, 11.5158779 48.0761375))",München,,57,81479,Herterichstraße,no,,,,,,Florali die Blumenwerkstatt,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:30-13:00,14:00-18:30, Sa 08:30-13:00",,+49-897911155,https://www.florali.eu/,,,,,,,"[1327854471, 1327854333, 1327854481, 1327854346, 1327854507, 2288397875, 1327854471]",retail,1,grey,,flat,,,,florist,,,,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117992290,"POLYGON ((11.5412012 48.1506717, 11.5411727 48.1506083, 11.5411458 48.1505482, 11.5414247 48.1504925, 11.5414801 48.150616, 11.5413977 48.1506325, 11.5412012 48.1506717))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1328032794, 2734272921, 1328032768, 1328032757, 1328032781, 2734272763, 1328032794]",retail,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117992295,"POLYGON ((11.54288 48.1499487, 11.5427642 48.1496886, 11.5425917 48.1497228, 11.5427075 48.1499829, 11.54288 48.1499487))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1328032563, 1328032483, 1328032493, 1328032578, 1328032563]",retail,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117992303,"POLYGON ((11.5417971 48.1497516, 11.5419685 48.1497136, 11.5419091 48.1495974, 11.5418171 48.1496159, 11.5417387 48.1496316, 11.5417971 48.1497516))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1328032505, 1328032488, 1328032473, 2734333874, 1328032476, 1328032505]",retail,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117992326,"POLYGON ((11.5419685 48.1497136, 11.5425089 48.149603, 11.5424995 48.149581, 11.5424608 48.1494895, 11.5423665 48.149508, 11.5420546 48.1495689, 11.5419091 48.1495974, 11.5419685 48.1497136))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1328032488, 1328032474, 1328032470, 1328032459, 2734333869, 2734333868, 1328032473, 1328032488]",retail,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117992331,"POLYGON ((11.5424608 48.1494895, 11.5426492 48.1494521, 11.5427228 48.1496008, 11.5426064 48.1496281, 11.5425791 48.1495665, 11.5424995 48.149581, 11.5424608 48.1494895))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1328032459, 1328032456, 1328032472, 1328032475, 1328032465, 1328032470, 1328032459]",retail,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117992343,"POLYGON ((11.5421426 48.1504732, 11.5422909 48.1504451, 11.5422499 48.1503495, 11.5422095 48.1503572, 11.5421982 48.1503309, 11.5421358 48.1503428, 11.5421468 48.1503686, 11.5421023 48.1503784, 11.5421426 48.1504732))",München,,101,,Nymphenburger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2500662863, 1328032751, 1328032716, 1328032722, 1328032707, 1328032713, 1328032727, 1328032742, 2500662863]",retail,3,,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117992346,"POLYGON ((11.5414314 48.1498591, 11.5415382 48.1498334, 11.5416298 48.1498117, 11.5416622 48.1498079, 11.541653 48.1497762, 11.5417971 48.1497516, 11.5417387 48.1496316, 11.5416691 48.1496456, 11.54136 48.1497078, 11.5413979 48.1497881, 11.5414314 48.1498591))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1328032536, 1328032530, 1328032526, 1328032523, 1328032511, 1328032505, 1328032476, 2734333872, 1328032489, 2734333871, 1328032536]",retail,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118105080,"POLYGON ((11.5161674 48.0779085, 11.5161612 48.077754, 11.5162921 48.0777517, 11.5162983 48.0779062, 11.5161674 48.0779085))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1328976445, 1328977132, 1328977280, 1328977221, 1328976445]",retail,1,lightgrey,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118152065,"POLYGON ((11.4445655 48.1506883, 11.4445385 48.1506443, 11.4444197 48.1504508, 11.4450189 48.1502871, 11.4451034 48.1503393, 11.4451792 48.1503862, 11.445218 48.1504103, 11.4453302 48.1504794, 11.4448163 48.1506198, 11.4445655 48.1506883))",München,DE,10,81243,Stockacher Straße,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1329488570, 1822233824, 1329488562, 1329488565, 7557421354, 7557421351, 7557421350, 1329488567, 1822233822, 1329488570]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118152066,"POLYGON ((11.4432125 48.1501167, 11.4427799 48.1494102, 11.4427834 48.1493975, 11.442797 48.1493873, 11.4433303 48.149298, 11.4433925 48.1492886, 11.4442868 48.1498414, 11.4442452 48.1498523, 11.4441097 48.1498901, 11.4432611 48.1501265, 11.4432329 48.150127, 11.4432125 48.1501167))",München,DE,6,81243,Stockacher Straße,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1329488559, 5141669711, 1329488564, 5141669710, 5141669717, 1329488566, 1329488568, 5141669716, 5141669700, 5141669709, 5141669708, 1329488559]",retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118204304,"POLYGON ((11.5462283 48.137752, 11.5461839 48.1375056, 11.5461521 48.1375078, 11.5461267 48.1373477, 11.5460759 48.137352, 11.5460616 48.1372841, 11.5461045 48.137281, 11.5460897 48.1372045, 11.5460827 48.1371686, 11.5472227 48.1370639, 11.5472558 48.1372152, 11.5473511 48.1372078, 11.547367 48.1373011, 11.5472606 48.1373128, 11.5472685 48.1373657, 11.5473896 48.1373557, 11.5476461 48.137331, 11.5477004 48.1373268, 11.5476892 48.1372598, 11.5476804 48.1371962, 11.548304 48.1371474, 11.5483256 48.1372495, 11.5483421 48.1373276, 11.5484326 48.1373202, 11.5484485 48.1373297, 11.5484533 48.1373467, 11.548439 48.1373594, 11.5483437 48.1373721, 11.54835 48.1373944, 11.5484072 48.1373891, 11.5484222 48.1374778, 11.5484374 48.1375607, 11.547907 48.1376042, 11.5478868 48.137506, 11.5475098 48.137537, 11.547513 48.1375529, 11.5474987 48.1375656, 11.5474733 48.1375688, 11.5474574 48.1375603, 11.5474558 48.1375434, 11.5474361 48.1375449, 11.5474126 48.1375462, 11.5473804 48.137549, 11.5473956 48.1376381, 11.5471916 48.137657, 11.5470861 48.1376674, 11.5462283 48.137752))",,,,,,,,,,,,,,,,,,BingSat,,,,,,,,,,,,,,,,,,,,,,,,,,"[1329882648, 1329882624, 1329882625, 1329882608, 1329882613, 1329882598, 1329882594, 3558232753, 1329882587, 1329882579, 1329882592, 1329882591, 1329882601, 1329882602, 1329882616, 3663689757, 6007634295, 1329882605, 5887535404, 1329882589, 1329882584, 5885636851, 1329882604, 1329882603, 1329882606, 1329882607, 1329882614, 1329882618, 1329882623, 1329882620, 5885636850, 1329882634, 1329882645, 1329882626, 1329882628, 1329882638, 1329882643, 1329882644, 1329882639, 1329882631, 3115114792, 3115114791, 1329882633, 1329882646, 1329882647, 8944392802, 1329882648]",retail,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118291612,"POLYGON ((11.5284421 48.0977353, 11.5284644 48.0977918, 11.5285995 48.097768, 11.5285772 48.0977115, 11.5284421 48.0977353))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[356935956, 1330619802, 1330619803, 1330619804, 356935956]",retail,1,grey,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118343425,"POLYGON ((11.4097372 48.1397424, 11.4100775 48.1397916, 11.4101262 48.1397987, 11.4103264 48.1398336, 11.4104249 48.1396611, 11.4105252 48.1394857, 11.4099667 48.1393379, 11.4099002 48.1394464, 11.4100423 48.1394826, 11.4099437 48.1396545, 11.4097969 48.1396361, 11.4097372 48.1397424))",München,,20,81249,Hans-Stützle-Straße,,,,,,,medicare Gesundheitszentrum,,,,,,bing_imagery,,,,,,,,,,,,,,,,,,,,,,,,,,"[1331008342, 5599851466, 9420765516, 1331008333, 5599851465, 1331008325, 1331008328, 4733899188, 4733899187, 4733899186, 4733899185, 1331008342]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118479326,"POLYGON ((11.5127712 48.0763793, 11.5128274 48.0763685, 11.5128867 48.076357, 11.5129218 48.0764384, 11.5128063 48.0764606, 11.5127712 48.0763793))",München,DE,67a,81479,Herterichstraße,yes,,,,,,Modepavillon Fischer,,,,Monika Fischer,,,,,,,,,,,,,,,,,,"Mo-Fr 10:00-12:30,14:30-18:00; Sa 10:00-13:00",,+49 89 7916452,,,,,,,,"[1332531470, 8856353985, 1330987301, 1332531497, 1332531544, 1332531470]",retail,1,grey,#ffff7f,pyramidal,,,,clothes,,,,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118690820,"POLYGON ((11.5988265 48.1794028, 11.5986996 48.179274, 11.5988241 48.1792194, 11.598951 48.1793482, 11.5988469 48.1793939, 11.5988265 48.1794028))",München,DE,21a,80805,Dietersheimer Straße,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,"[1334347321, 1334347326, 1334347319, 1334347316, 2550215962, 1334347321]",retail,1,,,skillion,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,address survey 21 November 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118691240,"POLYGON ((11.5998346 48.1799533, 11.5999158 48.1800367, 11.6000866 48.1799628, 11.6000394 48.1799143, 11.600002 48.1799305, 11.599968 48.1798956, 11.5998346 48.1799533))",München,DE,1,80805,Marchgrabenplatz,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,"[1334351826, 1334351790, 1334351797, 1334351795, 1334351839, 1334351847, 1334351826]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,address survey 23 November 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118691242,"POLYGON ((11.5994467 48.180139, 11.5996175 48.1800599, 11.5997001 48.1801392, 11.5995292 48.1802183, 11.5994467 48.180139))",München,DE,3a,80805,Marchgrabenplatz,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,"[1334351833, 1334351840, 1334351801, 1334351849, 1334351833]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,address survey 23 November 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118941528,"POLYGON ((11.5118522 48.1602269, 11.5119983 48.1602323, 11.5120051 48.1601497, 11.5119733 48.1601485, 11.5119793 48.1600354, 11.5118837 48.1600371, 11.5117095 48.1600307, 11.5117 48.1601458, 11.5118584 48.1601516, 11.5118522 48.1602269))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1337056911, 1337056912, 1337056895, 2707903678, 1337056893, 1337056891, 1337056888, 1337056894, 1337056904, 1337056911]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118998191,"POLYGON ((11.5960995 48.1345493, 11.5960219 48.1346162, 11.5960631 48.1346454, 11.5961285 48.134596, 11.5961488 48.1346102, 11.5961662 48.1345961, 11.5961243 48.1345666, 11.5960995 48.1345493))",München,DE,4,81667,Wiener Platz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1337694489, 1337694491, 1337694492, 1563586572, 1563586576, 1563586573, 1317299761, 1337694489]",retail,,,,gabled,,,,,,,,,,,,,,Q41186229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119001004,"POLYGON ((11.595923 48.1341842, 11.5958334 48.1341649, 11.5958142 48.1342046, 11.5959038 48.1342239, 11.595923 48.1341842))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1337753672, 1337753680, 1337753681, 1337760831, 1337753672]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119001009,"POLYGON ((11.5959311 48.1341862, 11.5959087 48.1342317, 11.5959646 48.134244, 11.595987 48.1341985, 11.5959311 48.1341862))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1337754414, 1337754411, 1337754416, 1337754412, 1337754414]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119001253,"POLYGON ((11.595948 48.1343457, 11.5960318 48.1343702, 11.5960732 48.1343072, 11.5959894 48.1342827, 11.595948 48.1343457))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1337760919, 1337760834, 1337760838, 1337760876, 1337760919]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119001848,"POLYGON ((11.5960319 48.1342526, 11.5960137 48.1342821, 11.5960778 48.1343005, 11.5961162 48.1342431, 11.5961026 48.1342221, 11.5960705 48.1342147, 11.596049 48.1342565, 11.5960319 48.1342526))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1337767009, 1337767014, 1337766999, 1337767003, 1337767001, 1337767013, 1563586524, 1337767009]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119416335,"POLYGON ((11.6244769 48.163125, 11.6243887 48.1630293, 11.6246572 48.1629192, 11.6247454 48.1630148, 11.6244769 48.163125))",München,DE,130,81925,Effnerstraße,,,,,,,,,,,,,,,,,,,,,,,Bogenhausen,,,,,,,,,,,,,,,,"[1341922147, 1341922137, 1341922145, 1341922140, 1341922147]",retail,1,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119661151,"POLYGON ((11.5930098 48.1037259, 11.5930782 48.1037424, 11.5930653 48.1037662, 11.5931957 48.1037976, 11.5932131 48.1037654, 11.5932585 48.1037764, 11.5932955 48.103708, 11.5932194 48.1036897, 11.5930513 48.1036492, 11.5930098 48.1037259))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1343661022, 1343661025, 1343661033, 1343661044, 1343661030, 1343661041, 1343661012, 2864984751, 1343661002, 1343661022]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119661152,"POLYGON ((11.5935181 48.1038457, 11.5935894 48.1038646, 11.5935717 48.1038943, 11.5936712 48.1039206, 11.5936903 48.1038883, 11.5937616 48.1039071, 11.5938036 48.1038362, 11.5936849 48.1038049, 11.5935616 48.1037723, 11.5935181 48.1038457))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1343661048, 1343661053, 1343661064, 1343661070, 1343661057, 1343661067, 1343661046, 2864942267, 1343661035, 1343661048]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120029656,"POLYGON ((11.5185743 48.0878154, 11.5185913 48.0877207, 11.5186644 48.0877265, 11.5187191 48.0877309, 11.5187021 48.0878256, 11.5185743 48.0878154))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1346810300, 1346810170, 1346810124, 1346810180, 1346810241, 1346810300]",retail,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120105994,"POLYGON ((11.5912831 48.1268866, 11.5911561 48.1266984, 11.59125 48.1266674, 11.5911957 48.1265878, 11.5912521 48.1265695, 11.5912928 48.1265564, 11.5914776 48.1268258, 11.5912831 48.1268866))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1347469624, 1347469625, 1347469627, 1347469619, 1347471629, 1347469622, 1347469630, 1347469624]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120654361,"POLYGON ((11.5028288 48.1195646, 11.50283 48.1197915, 11.502831 48.1199964, 11.5030751 48.1199959, 11.5030728 48.1195641, 11.5028445 48.1195646, 11.5028288 48.1195646))",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"[1352349157, 6987599402, 1352349143, 1352349153, 1352349141, 1352349142, 1352349157]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120816706,"POLYGON ((11.5573918 48.0953741, 11.5574497 48.095424, 11.5573992 48.0954501, 11.5575122 48.0955475, 11.5574436 48.095583, 11.5572727 48.0954358, 11.5573918 48.0953741))",,,30,,Harlachinger Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1353784587, 1353784499, 1353784702, 1353784656, 1353784582, 1353784704, 1353784587]",retail,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120931063,"POLYGON ((11.5966932 48.1065964, 11.5970268 48.1066534, 11.5970656 48.106552, 11.5969113 48.1065257, 11.5969475 48.1064309, 11.5969925 48.1063134, 11.5968133 48.1062828, 11.5967069 48.1065606, 11.5966932 48.1065964))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1354717138, 1354717148, 1354717132, 1354717130, 2866973081, 1354717090, 1354717078, 1449039507, 1354717138]",retail,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121173181,"POLYGON ((11.5190392 48.0877663, 11.5190568 48.0877679, 11.5190576 48.087756, 11.5190397 48.0877103, 11.5191562 48.0876869, 11.5192034 48.0877761, 11.5191928 48.0878408, 11.5190287 48.0878307, 11.5190392 48.0877663))",München,,1,81477,Sentilostraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1357109738, 1357109740, 1357109736, 1357109709, 1357109703, 1357109748, 1357109779, 1357109777, 1357109738]",retail,1,,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
