element_type,osmid,barrier,geometry,created_by,highway,access,note,bicycle,name,opening_hours,wheelchair,source,alt_name,old_name,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,description,check_date,operator,leisure,wikidata,wikimedia_commons,historic,natural,nodes,landuse,wikipedia,image,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,website,dogs,leaf_type,naturism,nudism,sport,surface,contact:website,layer,dog,name:etymology:wikidata,alcohol,openfire,area,architect:landscape,start_date,protection_title,name:ru,name:zh,heritage,heritage:operator,heritage:ref,name:de,opening_hours:covid19,name:es,garden:style,name:ar,name:bar,name:fr,name:it,opening_date,landcover,loc_name,operator:type,fee,fence_type,height,garden:type,ways,type,short_name,email,fax,phone,BLfD:criteria,ref:BLfD
way,252956228,,"POLYGON ((11.5798436 48.1570818, 11.5806046 48.1570022, 11.5808479 48.1569742, 11.5818968 48.156795, 11.5816932 48.1563572, 11.5816247 48.1562118, 11.5824448 48.1560398, 11.5824175 48.1559654, 11.5823903 48.1558866, 11.5822538 48.155589, 11.5824245 48.1555603, 11.5823557 48.1553661, 11.5821276 48.1548951, 11.5809432 48.1551139, 11.5809972 48.1553587, 11.5809494 48.155442, 11.5796688 48.1556312, 11.5798436 48.1570818))",,,,,,Leopoldpark,,,,,,,,,,,,,,park,Q21968076,,,,"[2508528444, 2508528441, 2508528443, 2798099508, 2798099504, 185914435, 185914436, 185935821, 185917128, 185917129, 2589596240, 185971676, 2589596241, 2581385247, 2581385238, 2589596242, 2521938236, 2508528444]",,de:Leopoldpark (München),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,253157268,,"POLYGON ((11.5154778 48.1448113, 11.5158989 48.1447201, 11.5159436 48.1451142, 11.5161178 48.1464372, 11.5167935 48.1468372, 11.5184013 48.1467436, 11.5200556 48.1466478, 11.5200555 48.1468317, 11.5184264 48.1469252, 11.5173168 48.1469898, 11.517008 48.1471979, 11.5169616 48.1471458, 11.5168988 48.1470748, 11.5167294 48.1470417, 11.5165273 48.1470479, 11.5161267 48.1467852, 11.5159302 48.1467978, 11.5157343 48.1468103, 11.5156603 48.1462418, 11.51556 48.1455, 11.5154778 48.1448113))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2591319989, 2591319984, 2591320007, 2591320260, 2591320314, 2591320305, 2591320291, 5534178411, 2591320315, 2591320316, 2591320317, 1277409528, 29181106, 55003596, 1277409733, 1837854897, 2595424053, 2591320310, 2591320227, 2591320036, 2591319989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,253639915,,"POLYGON ((11.5124085 48.145059, 11.5125842 48.1457499, 11.5127134 48.1467432, 11.5129802 48.1467264, 11.5128599 48.145793, 11.5126761 48.1450306, 11.5124085 48.145059))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2595423984, 2595423992, 2595424051, 2595424050, 2595423993, 2595423982, 2595423984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,253674389,,"POLYGON ((11.5343518 48.143915, 11.5329599 48.1440222, 11.5329522 48.1439741, 11.5324058 48.1440132, 11.5324134 48.1440613, 11.5322162 48.1440748, 11.5320006 48.1440928, 11.5319683 48.1438909, 11.5319383 48.1437601, 11.5342294 48.1432221, 11.5343518 48.143915))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2663084972, 2663084975, 2663084973, 2663084974, 2663084976, 2595718425, 2663084970, 10296613638, 2595718426, 178863260, 2663084972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256334586,,"POLYGON ((11.5870734 48.1631262, 11.5873054 48.1630802, 11.5871506 48.1627139, 11.58704 48.1627378, 11.5870492 48.1628076, 11.5869768 48.1628163, 11.5869462 48.1627514, 11.5868881 48.1627597, 11.5869473 48.1630845, 11.5869871 48.1630792, 11.5869636 48.1629681, 11.5870322 48.1629591, 11.5871883 48.1629302, 11.5871995 48.1629499, 11.5872148 48.1629769, 11.5870441 48.1630046, 11.5870734 48.1631262))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2619993457, 2619993459, 2619993460, 3816982422, 3816982433, 3816982438, 3816982426, 2619993462, 3816989532, 3816989531, 3816989505, 3816989501, 3816989495, 3816989499, 3816989509, 3816989518, 2619993457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257136819,,"POLYGON ((11.5541048 48.1439451, 11.5540663 48.1438897, 11.5538452 48.1434726, 11.5539855 48.1434368, 11.5539406 48.143351, 11.5541282 48.1433072, 11.5542537 48.1435501, 11.5544042 48.1438327, 11.5544201 48.1438609, 11.5541048 48.1439451))",,,,,,BR Innenhof,,,,,,,,,,,,,,park,,,,,"[4043452416, 5398388941, 5398388935, 2627397909, 2627397910, 5398388940, 2515982013, 2515982012, 5398388939, 4043452416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,259051290,,"POLYGON ((11.5761968 48.1993813, 11.5755266 48.1993629, 11.5756581 48.2000333, 11.5758423 48.2010326, 11.5755878 48.2010938, 11.5737604 48.2010861, 11.5737749 48.2011854, 11.5755631 48.2011909, 11.5767844 48.2011772, 11.5767832 48.2011484, 11.5768312 48.2011475, 11.5769486 48.2011451, 11.5769486 48.2011747, 11.5771766 48.2011679, 11.5781577 48.201153, 11.5787584 48.2011276, 11.5788702 48.2010842, 11.5789058 48.2009052, 11.5787512 48.2009236, 11.576644 48.2010572, 11.5763815 48.201075, 11.576199 48.2006854, 11.5762011 48.1999702, 11.5761968 48.1993813))",,,,,,,,,Yahoo / YWMS,,,,,,,,,,,park,,,,,"[94570628, 94570624, 94570618, 94570617, 1016032092, 94570613, 535282712, 2643778977, 3358459899, 3358444599, 3358460096, 3358444104, 3358460000, 535282716, 1486929928, 1486929972, 17197189, 1486929940, 94570665, 9843137941, 94570626, 1016032301, 94570630, 94570628]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,260639585,,"POLYGON ((11.6640245 48.1181924, 11.6643626 48.1180886, 11.6644249 48.1180614, 11.6644593 48.1180353, 11.6644276 48.1180366, 11.6643391 48.1180187, 11.6642935 48.1179937, 11.6642454 48.1179519, 11.6642268 48.1179139, 11.6638967 48.1180091, 11.6640245 48.1181924))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2661577988, 2671818262, 2671818254, 2661577982, 410273289, 2162928453, 2661577984, 2162928446, 410273290, 2661577976, 2661577988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,263510854,,"POLYGON ((11.5158869 48.1273588, 11.515811 48.1270987, 11.5166879 48.1269743, 11.5167704 48.1272353, 11.5158869 48.1273588))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1709909466, 2691304439, 2691304438, 2261445250, 1709909466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,263618163,,"POLYGON ((11.578725 48.1542788, 11.5784055 48.1537929, 11.5790617 48.1536419, 11.5790947 48.15371, 11.580099 48.1534967, 11.5801378 48.1535405, 11.5802229 48.1535682, 11.5803267 48.1535771, 11.5804639 48.1535592, 11.5806079 48.153519, 11.5806623 48.1534927, 11.5807018 48.1534598, 11.5807178 48.153417, 11.5807218 48.1533694, 11.5820749 48.1530893, 11.5821471 48.1532396, 11.5822409 48.1532173, 11.5824016 48.1535568, 11.5819831 48.1536551, 11.581675 48.1537199, 11.5811259 48.1538048, 11.5806035 48.1538794, 11.578725 48.1542788))",,,private,,,,,,,,,,,,,,,,,park,,,,,"[2518837598, 2692414633, 2692414630, 2518837624, 2518837626, 2518837642, 2518837628, 2518837640, 2518837636, 2518837638, 2518837644, 2518837630, 2518837646, 2518837632, 2518837634, 2518837613, 2518837611, 2518837607, 2518837606, 2518837604, 2518837602, 2518837600, 2518837598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,273454492,,"POLYGON ((11.6034716 48.2084519, 11.603388 48.207932, 11.6032937 48.2079523, 11.6031928 48.2072698, 11.6031301 48.2072881, 11.6030967 48.2070018, 11.6027946 48.2069608, 11.6024299 48.2068943, 11.602273 48.2068917, 11.6021162 48.2069715, 11.6019565 48.20693, 11.6019294 48.2069688, 11.6017706 48.2069326, 11.6014738 48.2069751, 11.601324 48.2069529, 11.6013379 48.2068808, 11.6012768 48.206659, 11.6012707 48.2065201, 11.6014239 48.2065062, 11.6017343 48.206486, 11.6022073 48.2064354, 11.6023618 48.2063779, 11.6025029 48.2063692, 11.6026357 48.2061481, 11.6025971 48.2059935, 11.6024362 48.2058216, 11.6024196 48.2056978, 11.6024362 48.2055813, 11.6025916 48.2053872, 11.6027449 48.2053026, 11.6027691 48.2052892, 11.6026804 48.2050545, 11.6026537 48.2049027, 11.6026409 48.2047749, 11.6026551 48.2047058, 11.6026843 48.204608, 11.6027513 48.2044698, 11.6027674 48.2044175, 11.6027619 48.2043726, 11.6027411 48.2043435, 11.602712 48.2043199, 11.6026762 48.2043025, 11.6026177 48.2042811, 11.6020997 48.2041485, 11.6020075 48.2041284, 11.6019287 48.2041206, 11.6018533 48.2041204, 11.6016145 48.2038861, 11.6018341 48.2037985, 11.6019302 48.2039384, 11.602044 48.2039567, 11.6021558 48.203924, 11.6023146 48.2038678, 11.6024127 48.203843, 11.6022793 48.2036495, 11.6026677 48.2035279, 11.6029143 48.2034814, 11.6030653 48.2034774, 11.6035419 48.2034892, 11.6035419 48.2036683, 11.6040433 48.2037036, 11.6040435 48.2034704, 11.6040939 48.2033726, 11.6043574 48.2032469, 11.6046404 48.2033023, 11.6050376 48.202483, 11.6051137 48.2024853, 11.6052275 48.2025131, 11.6053968 48.2025597, 11.6057097 48.2026638, 11.6057652 48.202684, 11.6049329 48.2036335, 11.6047526 48.2038258, 11.6050356 48.2039311, 11.6052075 48.2037703, 11.6055598 48.2039755, 11.6057928 48.2041548, 11.6055653 48.2042583, 11.6058399 48.2045042, 11.6059897 48.204434, 11.6061755 48.2046632, 11.6063087 48.2049497, 11.6061478 48.2049793, 11.6062657 48.2052766, 11.6059854 48.2053283, 11.6059781 48.2053557, 11.6060868 48.2054972, 11.606502 48.2055696, 11.6066624 48.2055907, 11.6067297 48.2058037, 11.6067418 48.205842, 11.6052467 48.2060953, 11.6050942 48.2056535, 11.6040188 48.2058698, 11.6040702 48.2059645, 11.6046034 48.2072457, 11.604483 48.2072362, 11.6049229 48.2082107, 11.6049691 48.2083354, 11.6039339 48.2084159, 11.6034716 48.2084519))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2783043145, 2783043122, 2783043125, 2783043106, 2783043111, 2783043084, 2783043065, 1398599481, 1398599480, 1398599493, 1398599482, 1398599492, 2783043035, 2783043054, 2783043044, 2783043033, 2783043028, 2783043019, 2783043011, 2783042998, 2783042980, 2783042965, 2783042955, 361131788, 2783042931, 2783042927, 2783042925, 2783042922, 2783042920, 2940478301, 2783042919, 2783042917, 199528765, 2053205744, 1192451119, 2053205742, 1192451128, 2053205758, 2053205748, 199528760, 2053205806, 2053205774, 1192451138, 199528755, 2053205790, 2053205812, 199528751, 2783042901, 2783042896, 2783042904, 2783042905, 2783042902, 2783042900, 2783042899, 2783042892, 2783042890, 2783042887, 2783042886, 2783042889, 2783042893, 2783042894, 2783042885, 2783042884, 2783042881, 2783042882, 2783042877, 2034419494, 2061165379, 2034419799, 2034419812, 2783042880, 2783042891, 2783042898, 2783042903, 2783042895, 2783042907, 2783042908, 2783042909, 2783042912, 2783042910, 2783042913, 2783042914, 2783042915, 2783042918, 1399626089, 1399626090, 1399626097, 1399626099, 2783042923, 2949289910, 2783042928, 2783042939, 2783042924, 2783042929, 361132104, 361132103, 2783043096, 2783043135, 2783043140, 4171745379, 2783043145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,274795756,,"POLYGON ((11.4542211 48.1940685, 11.4543789 48.1937997, 11.4543646 48.1935571, 11.4545094 48.1932944, 11.4546294 48.1930987, 11.4548923 48.1931353, 11.4547595 48.1933985, 11.4545676 48.1936629, 11.4545095 48.1938376, 11.4543886 48.1941149, 11.4542211 48.1940685))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2794640081, 2794640079, 2794640077, 2794640075, 2794640073, 2794640074, 2794640076, 2794640078, 2794640080, 2794640082, 2794640081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,274795757,,"POLYGON ((11.4544468 48.1910667, 11.4567838 48.1914579, 11.4568591 48.1912907, 11.4564415 48.191202, 11.4564115 48.1911714, 11.4554781 48.1909121, 11.455124 48.1907798, 11.4553037 48.1901897, 11.4544712 48.190039, 11.4544496 48.1901097, 11.4544271 48.190414, 11.4544314 48.1907457, 11.4544552 48.1909592, 11.4544468 48.1910667))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2794639945, 2794639948, 2794639947, 2794639946, 1842413355, 1842413361, 1842413362, 1842413359, 2794639940, 2794639941, 2794639942, 2794639943, 2794639944, 2794639945]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,274795758,,"POLYGON ((11.454431 48.1942861, 11.4539504 48.1941555, 11.453823 48.1944027, 11.4536053 48.19457, 11.4535555 48.1946339, 11.4536035 48.1946843, 11.4531957 48.1952673, 11.4537883 48.1954506, 11.4542258 48.1947203, 11.454431 48.1942861))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1443521415, 2794640083, 2794640084, 2794640085, 2794640086, 2794640087, 2794640088, 1256638358, 1256638351, 1443521415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,278586110,,"POLYGON ((11.5870358 48.1823796, 11.5870819 48.1823813, 11.5871603 48.1823841, 11.5871944 48.1823854, 11.5879061 48.1824093, 11.5879422 48.1824108, 11.5879798 48.1824116, 11.5882675 48.1824242, 11.5883318 48.1824269, 11.5883275 48.182474, 11.5883174 48.1825786, 11.5883107 48.1826657, 11.5883073 48.1826909, 11.5882847 48.1829337, 11.5882824 48.1829617, 11.5882801 48.1829847, 11.5882545 48.1832605, 11.5882511 48.183297, 11.5882104 48.1832953, 11.5879061 48.1832828, 11.5878552 48.1832807, 11.5874809 48.1832653, 11.587402 48.183262, 11.5871839 48.183253, 11.587045 48.1832473, 11.5869616 48.183245, 11.5869679 48.1831716, 11.5869803 48.1830264, 11.5869847 48.1829759, 11.5869873 48.1829454, 11.5869932 48.1828765, 11.5870094 48.1826883, 11.5870099 48.1826816, 11.5870128 48.1826486, 11.587015 48.182623, 11.5870185 48.1825814, 11.5870358 48.1823796))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2829353001, 10075553414, 10075553452, 10003606668, 10003606659, 10075553395, 10075553454, 10075553453, 2829353101, 10075553292, 10075553288, 10075553280, 10075553287, 10075553283, 10075553278, 10075553282, 10075553496, 2829353301, 10075553314, 10075553495, 10075553492, 10075553491, 10075553488, 10075553331, 10075553487, 2829353201, 10075553433, 10075553405, 10075553434, 10075553404, 10075553437, 10075553410, 10075553438, 10075553409, 10075553403, 10075553451, 2829353001]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,282224723,,"POLYGON ((11.4726325 48.1775006, 11.4726699 48.1773994, 11.4713907 48.1773141, 11.4704941 48.1772744, 11.4704573 48.1771046, 11.4701016 48.1771593, 11.4699538 48.1772761, 11.4698559 48.1772757, 11.4697937 48.1771875, 11.4689346 48.1773054, 11.4683772 48.1773684, 11.4698283 48.1773691, 11.4711604 48.1774349, 11.47243 48.1775265, 11.4726325 48.1775006))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2861685918, 390323655, 2873905176, 2861685937, 2861685913, 2861685909, 2861685915, 2861685922, 390323654, 1568267202, 390323656, 2861685934, 2861685912, 2861685932, 2861685918]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285498032,,"POLYGON ((11.4446952 48.1618363, 11.4462091 48.1621321, 11.4484323 48.1625755, 11.4480101 48.1618249, 11.4476424 48.1621987, 11.4463929 48.1617534, 11.4460023 48.1617042, 11.4455145 48.1615775, 11.4450817 48.1613599, 11.4446952 48.1618363))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2891721102, 843455987, 1577124205, 1577124191, 1577124198, 843455953, 843455948, 1112825526, 843455974, 2891721102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285869297,,"POLYGON ((11.6171958 48.1203106, 11.6171223 48.1200678, 11.6170284 48.1192737, 11.6169477 48.118588, 11.6169423 48.1183302, 11.6175059 48.1183067, 11.6174895 48.1185379, 11.6176132 48.1193847, 11.6177148 48.1202891, 11.6171958 48.1203106))",,,,,,Grünanlage Rupertigaustraße,,,,,,,,,,,,,,park,,,,,"[2895063923, 2895063922, 2895063906, 2895063911, 2895063904, 2895063903, 2895063920, 2895063907, 2895063901, 2895063923]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286801032,,"POLYGON ((11.5932029 48.1115697, 11.5932932 48.1115109, 11.5930299 48.111255, 11.5928452 48.1110005, 11.5927332 48.1110271, 11.5928207 48.1111849, 11.5929543 48.1113304, 11.5932029 48.1115697))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2904720637, 2904720651, 2904720649, 2904720648, 2904720645, 3420350524, 2904720653, 2904720637]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286801033,,"POLYGON ((11.5921549 48.1119886, 11.5923731 48.1119018, 11.592146 48.1116473, 11.5920504 48.1116853, 11.592078 48.1117162, 11.5919553 48.1117651, 11.5921549 48.1119886))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2904720642, 2904720652, 2904720639, 2904720641, 2904720643, 2904720638, 2904720642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286801034,,"POLYGON ((11.5935128 48.1113154, 11.5937836 48.1110421, 11.5935693 48.1109891, 11.5934338 48.1109976, 11.593302 48.1109504, 11.5931725 48.1109771, 11.593328 48.1111581, 11.5935128 48.1113154))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2904720635, 2904720634, 3420350510, 2904720633, 3420350506, 2904720644, 2904720646, 2904720635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286801035,,"POLYGON ((11.5930142 48.1117975, 11.5926467 48.1114393, 11.5923945 48.1111145, 11.5921405 48.1111767, 11.5924509 48.1115217, 11.5928598 48.1119517, 11.5930142 48.1117975))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2904720636, 2904720650, 2904720654, 2904720655, 2904720640, 2904720647, 2904720636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,290422237,fence,"POLYGON ((11.6477115 48.0942596, 11.6476712 48.0941898, 11.6475367 48.0939566, 11.6478292 48.0938802, 11.6479863 48.0941524, 11.6480046 48.0941841, 11.6477115 48.0942596))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2939506815, 6386762656, 6386762663, 6386762661, 6386762659, 6386762662, 2939506815]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291134863,,"POLYGON ((11.5355586 48.1047805, 11.5355539 48.1048893, 11.535291 48.1051973, 11.5341055 48.1050988, 11.5342059 48.1045526, 11.5343627 48.1045538, 11.5343501 48.10471, 11.5355586 48.1047805))",,,,,,HSG München Sommerbiathlon Zentrum Laufstrecke,,,,,,,,,,,,,,park,,,,,"[2945708944, 2945708941, 2945708947, 2945708940, 2945708938, 2945708949, 2945708951, 2945708944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,295480910,,"POLYGON ((11.5144234 48.0772268, 11.514526 48.0771919, 11.5145526 48.0772365, 11.5148516 48.0778309, 11.5139482 48.0779449, 11.5139626 48.0782388, 11.5131156 48.0781898, 11.5130947 48.0780633, 11.5129113 48.0780678, 11.5125313 48.0772463, 11.513259 48.0772627, 11.5144234 48.0772268))",,,yes,,,Gilgwiese,,,,,,,,,,,,,,park,,,,,"[2998716738, 2992143582, 2998716740, 2992143593, 2992143596, 1854999434, 3680316327, 1854999431, 1854999432, 2992143592, 1329404678, 2998716738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass;trees,,,,,,,,,,,,,,
way,299247450,,"POLYGON ((11.4137914 48.2050064, 11.4137958 48.2048104, 11.413703 48.2047392, 11.4137371 48.2044847, 11.4136668 48.204367, 11.4135075 48.2043222, 11.413335 48.204595, 11.4128731 48.2047049, 11.4128018 48.2046583, 11.412297 48.2048881, 11.4121607 48.2047927, 11.4127661 48.2045288, 11.4132733 48.2045018, 11.4134243 48.2043141, 11.4135163 48.2039843, 11.413666 48.2038721, 11.4137118 48.2035471, 11.4135745 48.2034695, 11.4133927 48.2035249, 11.4132575 48.2034875, 11.4132046 48.203074, 11.4139165 48.2031001, 11.4140723 48.2028731, 11.413589 48.202773, 11.4135887 48.2026504, 11.4141158 48.2027362, 11.4144319 48.202781, 11.415988 48.2030158, 11.4189958 48.2026248, 11.4195658 48.2034571, 11.419737 48.2046884, 11.4145171 48.2049676, 11.4144761 48.2049698, 11.4137914 48.2050064))",,,,,,,,,,,,,,,,,,,,park,,,,,"[3032209192, 3674337831, 3674337826, 3674337833, 3674337827, 3674337832, 3674337828, 3674337825, 3674337829, 3674337830, 3674384169, 3674384176, 3674384171, 3674384177, 3674384174, 3674384179, 3674384168, 3674384181, 3674384175, 3674384180, 3674384172, 3674384182, 3674384178, 3674384170, 3032209193, 3228707622, 3032209194, 118181498, 118181552, 118181502, 3032209195, 3674399819, 3674399799, 3032209192]",,,,,,,,,,,customary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300383470,,"POLYGON ((11.5422987 48.186463, 11.5416666 48.18652, 11.539476 48.1867861, 11.5393246 48.1871209, 11.5394065 48.1873213, 11.5396454 48.1877619, 11.5401448 48.1882608, 11.5406918 48.1886061, 11.5413332 48.1887663, 11.5422106 48.1888921, 11.5422297 48.1883682, 11.5423254 48.1883262, 11.5423163 48.1875097, 11.5422987 48.186463))",,,,,,Grünanlage Am Oberwiesenfeld,,,,,,,,,,,,,,park,,,,,"[3044705519, 3216100428, 3044705512, 293913489, 310789470, 293913490, 3044707634, 293913483, 554676735, 3044705520, 7903477078, 6415697775, 6415697776, 3044705519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fliegerpark,,,,,,,,,,,,,
way,300748444,,"POLYGON ((11.6448249 48.1487183, 11.6447981 48.1486145, 11.6452863 48.1486539, 11.6456618 48.1487505, 11.6459461 48.1488579, 11.6462224 48.1489867, 11.6464155 48.1491192, 11.6462894 48.1491711, 11.6461147 48.1490638, 11.6459166 48.1489706, 11.6455813 48.14884, 11.6454767 48.1487881, 11.6452487 48.1487433, 11.6452407 48.148763, 11.6450207 48.148738, 11.6448249 48.1487183))",,,,,,,,,,,,,,,,,,,,park,,,,,"[3048508769, 3048508760, 3048508759, 3048508771, 3048508764, 3048508763, 3048508781, 3048508780, 3048508765, 3048508768, 3048508772, 3048508783, 3048508774, 3048508773, 3048508770, 3048508769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302891367,,"POLYGON ((11.4072045 48.1609232, 11.4074504 48.160864, 11.4075699 48.1608448, 11.4078623 48.1608257, 11.4079301 48.1608544, 11.4079152 48.1609372, 11.4074276 48.1610234, 11.4071572 48.1617722, 11.4084015 48.1627161, 11.4085656 48.1627028, 11.4087931 48.1621813, 11.408729 48.1630111, 11.4091542 48.1631801, 11.409319 48.1632804, 11.4098918 48.1635995, 11.4100508 48.1638625, 11.4108366 48.1643496, 11.4117858 48.1650938, 11.4123751 48.1653838, 11.412489 48.1656626, 11.4128638 48.1657593, 11.4129216 48.1658338, 11.4132953 48.1660732, 11.4136279 48.1662863, 11.4150488 48.1671966, 11.4151419 48.1671033, 11.4154928 48.1671506, 11.4156194 48.1668301, 11.4159041 48.1669317, 11.4158393 48.1672458, 11.4159357 48.1673204, 11.4161802 48.1674739, 11.41626 48.1675573, 11.4164062 48.1675763, 11.4168309 48.167562, 11.4168305 48.1676661, 11.41678 48.1677586, 11.4181802 48.1679484, 11.4181154 48.1681893, 11.4181476 48.1683431, 11.4182986 48.1684428, 11.4184855 48.1684111, 11.4196542 48.1688866, 11.4204477 48.1693685, 11.4205995 48.1694736, 11.4194833 48.1700891, 11.4181307 48.1708264, 11.4177385 48.1704808, 11.4179118 48.1703941, 11.416744 48.1697, 11.416906 48.1695317, 11.4169492 48.1694181, 11.4169006 48.1691521, 11.4167928 48.1689986, 11.416122 48.1685474, 11.415776 48.1683324, 11.4152677 48.1681909, 11.4153181 48.1680288, 11.4151953 48.1678466, 11.4132171 48.1668115, 11.4132676 48.1667188, 11.4124605 48.1662496, 11.4120468 48.1661583, 11.411982 48.166144, 11.4119039 48.1661447, 11.4112092 48.1659111, 11.410547 48.1656342, 11.4100433 48.1653478, 11.4096954 48.1649522, 11.4085412 48.1647379, 11.4083948 48.1647266, 11.4084849 48.163938, 11.4084423 48.1637681, 11.4081716 48.1635117, 11.4077327 48.1633033, 11.4067725 48.1630707, 11.4067672 48.1627772, 11.4067024 48.1624901, 11.4066863 48.1624489, 11.4065958 48.1622176, 11.4061971 48.1617131, 11.4060904 48.1614957, 11.4060677 48.1614022, 11.4060687 48.1613442, 11.4060816 48.1612928, 11.4061211 48.1612757, 11.4062376 48.1612559, 11.406447 48.1611802, 11.4068608 48.16103, 11.4072045 48.1609232))",,,,,,,,,,,,,,,,,,,,park,,,,,"[3071735732, 6743485881, 3071735730, 6743485882, 3071750735, 3071750747, 3071750734, 3071735728, 3071735729, 3071735731, 339002425, 3071750733, 6440994298, 6440994301, 6440994300, 6440994299, 6352849738, 6352849741, 1251890726, 1251890929, 340024609, 3071750773, 6352849729, 6352849728, 3071750767, 340109494, 3072270549, 3072270550, 3072270541, 3072270545, 3072270537, 3072270553, 3072270552, 3072270543, 3072270548, 3071750777, 3072270536, 3071750771, 3071750768, 3071750763, 3071750761, 3071750759, 343683353, 343683354, 3071750758, 3071735727, 340110669, 3071750738, 3071750749, 3071750750, 3071750755, 3071750748, 3071750751, 3071750757, 1834489488, 3071750742, 3071750744, 3071750762, 3071750764, 3071750775, 3071750776, 288452020, 9710450996, 288452021, 3071750780, 3071750781, 3071750784, 288452022, 3071750785, 3071750786, 3071750787, 3071735723, 3071735725, 3071735726, 339050544, 4210530413, 339050722, 1223722887, 8378931751, 1960061934, 6743458133, 6743458134, 6743488366, 6743488367, 6743488368, 6743488369, 6743485878, 6743485879, 6743485880, 3071735732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
