element_type,osmid,amenity,capacity,fee,network,opening_hours,operator,payment:coins,payment:debit_cards,ref,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amperage,socket:type2,source,source:delivery_date,voltage,authentication:membership_card,description,manufacturer,motorcar,name,socket:schuko,operator:short,operator:wikidata,operator:wikipedia,website,fixme,authentication:nfc,authentication:none,access,capacity:car,socket:type2_combo,scooter,layer,level,note,covered,bicycle,service:bicycle:charging,service:bicycle:pump,socket:schuko:current,socket:type2:output,contact:phone,contact:website,socket:chademo,socket:chademo:output,socket:type2_combo:output,capacity:charging,description:en,truck,wheelchair,cars,trucks,authentication:app,parking:fee,check_date,status,maxstay,power,traffic_sign,brand,authentication:phone_call,authentication:short_message,surveillance:type,charging_station:output,name:de,name:en,object:city,object:country,object:housenumber,object:postcode,object:street,socket:type2:current,socket:type2:voltage,brand:wikidata,brand:wikipedia,short_name,maxstay:conditional,authentication:membership_card:types,payment:membership_card,ref:EU:EVSE,socket:type:output,cargo,payment:account_cards,payment:credit_cards,payment:electronic_purses,payment:notes,phone,vending,contact:email,note:en,motor_vehicle,charge,image,amenity:wikipedia,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,payment:maestro,ref:ocm
node,6553084897,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4646079 48.169216),,,,,,,,,,,,,,,,,,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553084898,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4646027 48.1691327),,,,,,,,,,,,,,,,,,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553095966,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5126867 48.1555945),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553095967,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5128453 48.155601),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553095968,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5025201 48.1470054),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553095969,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5025023 48.1469049),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553129652,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5182523 48.1466104),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553129653,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5181849 48.1466121),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553165977,charging_station,2,yes,,,Stadtwerke München,,,,POINT (11.5607096 48.1521657),,,,,,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,no,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE*SWM*E032201,,,,,,,,,,,,,,,,,,
node,6553165979,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5604329 48.1562948),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168848,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5457867 48.1489105),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168849,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5434517 48.1472288),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168850,charging_station,2,,,,Stadtwerke München,,,,POINT (11.543376 48.1472667),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168851,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5449424 48.1513026),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168852,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5414223 48.1541323),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168853,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5413093 48.1542323),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168854,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5395268 48.1569815),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168855,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5394804 48.1569563),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168856,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5404039 48.1598205),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168857,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5403933 48.1599036),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168858,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5411769 48.1615395),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553168859,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5412862 48.1614737),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553203606,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5620624 48.1617045),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553203607,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5620838 48.1617993),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553203608,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5562668 48.167265),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553203609,charging_station,2,,,,Stadtwerke München,,,,POINT (11.556295 48.1671854),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553242225,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5664589 48.1824396),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553242226,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5663216 48.1824327),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553242227,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5532398 48.1830125),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553242355,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME007201;DESWME007202,POINT (11.5398447 48.2138724),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553282993,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5935804 48.1807857),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553282994,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5934927 48.1808258),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553282995,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5931188 48.1869674),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553282996,charging_station,2,,,,Stadtwerke München GmbH,,,DESWME027101;DESWME027102;DESWME027201;DESWME027202,POINT (11.5781741 48.1869373),,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553282997,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME023801;DESWME023802,POINT (11.5822771 48.1820806),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553282998,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME024001;DESWME024002,POINT (11.582048 48.1821635),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553300111,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5787568 48.1666672),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553300112,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5788252 48.1666377),,,,,,,,,,,,,,,Stadtwerke München,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553300113,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5746946 48.1729934),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,"Lage nur geschätzt, bitte korrigieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553300114,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5746678 48.1731365),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,"Lage nur geschätzt, bitte korrigieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553300115,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5824368 48.1735542),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553300116,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5825642 48.1735631),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553314418,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5918932 48.1659968),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553314419,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5919603 48.1660621),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317814,charging_station,2,,,,Stadtwerke München,,ladenetz.de,DESWME014501;DESWME014502,POINT (11.5904436 48.1631696),,,,,,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317815,charging_station,2,,,,Stadtwerke München,,,,POINT (11.586572 48.1631699),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,"Lage nur geschätzt, bitte korrigieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317816,charging_station,2,,,,Stadtwerke München,,,,POINT (11.583745 48.1635543),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317817,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5836827 48.1635634),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317818,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5804273 48.1607945),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317819,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5761556 48.1625452),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,"Lage nur geschätzt, bitte korrigieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317820,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5762918 48.1625569),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,"Lage nur geschätzt, bitte korrigieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317821,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5719033 48.1605341),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553317822,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5720323 48.1605157),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553354588,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME032001;DESWME032002,POINT (11.5676356 48.1568188),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553354589,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME031901;DESWME031902,POINT (11.5677749 48.1568197),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553354590,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5759854 48.1590912),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553354591,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5761057 48.1590808),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553354592,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5886047 48.1553678),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553354593,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5885651 48.1552703),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553354594,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME032401;DESWME032402,POINT (11.5794791 48.1517741),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553380742,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME004801;DESWME004802,POINT (11.565233 48.1507897),,,,,,32,2,,,400,yes,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553380743,charging_station,2,,,,Stadtwerke München,,,,POINT (11.565513 48.1485334),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,"Lage nur geschätzt, bitte korrigieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553380744,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5659715 48.1421462),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553380745,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5660928 48.1421388),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553380746,charging_station,2,,,,Stadtwerke München,,,,POINT (11.573156 48.1420984),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553380747,charging_station,2,,,,Stadtwerke München,,,,POINT (11.573181 48.1420785),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553395142,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5870382 48.1430812),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553395143,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5869433 48.1430229),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553395144,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5875635 48.1393071),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553395145,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5935371 48.1401429),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553395146,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5935001 48.1400857),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553395147,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5930172 48.1441032),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553395148,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5928676 48.1441422),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553397514,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5282427 48.1393564),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553397515,charging_station,2,,,,Stadtwerke München,,,,POINT (11.528267 48.1392725),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553397516,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5322551 48.1341643),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553397517,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5321691 48.1342276),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553397518,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5668537 48.1263162),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553397519,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5699761 48.1261763),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553397520,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5700267 48.1261075),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553413346,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5842335 48.1252707),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553413347,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5841743 48.1251977),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553413348,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5857127 48.1285722),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
