element_type,osmid,addr:housenumber,addr:postcode,addr:street,alt_name,amenity,denomination,name,opening_hours,religion,wheelchair,geometry,addr:city,addr:country,image,operator,phone,toilets:wheelchair,website,wheelchair:description,club,contact:email,contact:fax,contact:phone,contact:website,description,source,email,community_centre,community_centre:for,operator:type,barrier,description:de,internet_access,lgbtq,air_conditioning,check_date,gay,gay:men,gay:transgender,gay:women,level,max_age,min_age,owner,short_name,toilets,toilets:access,toilets:unisex,check_date:opening_hours,name:it,note,access,sport,addr:room,cuisine,outdoor_seating,smoking,changing_table,changing_table:fee,children,disused:contact:website,opening_hours:signed,provides,wikidata,wikipedia,name:de,name:en,name:es,fixme,office,lgbtq:women,capacity,url,name:ru,mobile,tourism,contact:mobile,old_name,check_date:currency:XBT,contact:twitter,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,nodes,building,official_name,building:levels,roof:shape,height,roof:colour,fax,operator:wikidata,start_date,historic,building:colour,building:architecture,heritage,heritage:operator,heritage:ref,roof:orientation,contact:email_1,name_1,emergency,community_center:for,operator:short,addr:housename,wikimedia_commons,roof:levels,roof:height,opening_hours:office,brewery,layer,landuse,place,building:levels:underground,dogs,est_height,opening_date,ways,type
way,96293763,64,,Am Blütenanger,,community_centre,,ALVENI Jugendhaus,,,,"POLYGON ((11.5113795 48.2010887, 11.5113548 48.2010354, 11.5114658 48.2010124, 11.5113779 48.2008236, 11.5110954 48.2008821, 11.5111829 48.2010701, 11.5112104 48.2010644, 11.5112356 48.2011185, 11.5112142 48.2011229, 11.5112873 48.20128, 11.5112493 48.2012879, 11.5112994 48.2013954, 11.5116476 48.2013234, 11.5116287 48.2012828, 11.5116644 48.2012754, 11.5116371 48.2012168, 11.5116014 48.2012242, 11.5115973 48.2012152, 11.511467 48.2012421, 11.5113942 48.2010857, 11.5113795 48.2010887))",,,,Caritas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1116160031, 1116160105, 1116160051, 1116159939, 1116160165, 1116159962, 1116159930, 1116160106, 1116160168, 1116159956, 1116160018, 1116160060, 1116159992, 1116160156, 1116160029, 1116160104, 1116160146, 1116159924, 1116160122, 1116160108, 1116160031]",yes,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
way,96955017,2,80992,Moosacher Sankt-Martins-Platz,,community_centre,,Pelkovenschlössl,,,yes,"POLYGON ((11.5170644 48.1809478, 11.5171041 48.1808574, 11.5167879 48.1807957, 11.5167483 48.180886, 11.5170644 48.1809478))",München,DE,,Gesamtverein Moosach e.V.,,,https://www.pelkovenschloessl.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q23786126,de:Pelkovenschlössl,,,,,,,,,,,attraction,,,,,,,,,"[1123520226, 1123519887, 1123519952, 1123520149, 1123520226]",yes,,,,,,,,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97089271,34,81371,Danklstraße,Valley,community_centre,,Spiel- und Bildungszentrum Sendling,Mo-Fr 10:00-16:00,,,"POLYGON ((11.5463122 48.1169168, 11.5463074 48.1167126, 11.5466319 48.1167084, 11.5466378 48.1169096, 11.5465994 48.1169106, 11.5465996 48.1169517, 11.5468205 48.1169474, 11.5468227 48.1170515, 11.546504 48.1170603, 11.5465011 48.1169443, 11.5464703 48.1169328, 11.5464897 48.1169132, 11.5463122 48.1169168))",München,,,Kreisjugendring München-Stadt,,,https://www.sbz-sendling.de/,,,,,,,,,,youth_centre,,,,,,,,,,,,,,21,6,,SBZ Sendling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1124820779, 1124820593, 1124820700, 1124820751, 1124820694, 1124820583, 1124820523, 1124820836, 1124820843, 8025733659, 1124820647, 8025733658, 1124820779]",yes,,1,,,,,,,,,,,,,,,,,juvenile;child,KJR,,,,,,,,,,,,,,,
way,97702146,15,81673,Schildensteinstraße,,community_centre,,Ev.-Luth. Gemeindehaus,"Mo,Tu,Th,Fr 09:30-12:30; We 16:00-18:00",,,"POLYGON ((11.6359789 48.1250116, 11.6360867 48.125, 11.6361261 48.1251636, 11.6360183 48.1251752, 11.6359789 48.1250116))",München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1131102793, 1131102665, 1131102798, 1131102747, 1131102793]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108069035,4,81539,Martin-Luther-Straße,,community_centre,,Evangelisches Gemeindehaus,"Mo-Tu,Fr 10:00-12:00; We 11:00-12:00; Th 16:00-19:00",,no,"POLYGON ((11.5764032 48.1150281, 11.5765803 48.1149887, 11.5766678 48.1151573, 11.5764897 48.1151946, 11.5764032 48.1150281))",München,,,,,,,,,,,,,,,,,,,,,,,,2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1240570346, 1240570313, 1240570261, 1240570351, 1240570346]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,115108894,,,,,community_centre,,Pfarrheim St. Paul,,,,"POLYGON ((11.5507633 48.1370928, 11.5508976 48.1370977, 11.5509153 48.1368802, 11.5509184 48.1368427, 11.5508528 48.1368403, 11.5508501 48.1368729, 11.5506413 48.1368652, 11.5506403 48.1368783, 11.550593 48.1368765, 11.5505841 48.1369864, 11.5506409 48.1369884, 11.5506432 48.136961, 11.5507736 48.1369657, 11.5507633 48.1370928))",,,,Römisch-katholische Kirche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1301970589, 1301970649, 1301970651, 3125486968, 3125486969, 3125486967, 3125486966, 3125486965, 1301970650, 1301970591, 1301970605, 1301970708, 1301970666, 1301970589]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118335079,29,81241,Bäckerstraße,,community_centre,,Pfarrheim Maria Schutz,,,,"POLYGON ((11.4614742 48.1432455, 11.4614698 48.1430271, 11.4616045 48.1430259, 11.461605 48.1430526, 11.4618047 48.1430508, 11.4618086 48.1432425, 11.4615994 48.1432443, 11.4614742 48.1432455))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zu Maria Schutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1330928558, 1330928553, 1330928552, 1330928557, 1330928554, 1330928551, 1330928549, 1330928558]",civic,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120964176,3,80992,Moosacher Sankt-Martins-Platz,,community_centre,,Hacklhaus,,,limited,"POLYGON ((11.5170839 48.1812396, 11.5170345 48.1813362, 11.5173266 48.1814026, 11.5173761 48.181306, 11.5170839 48.1812396))",München,DE,,,,,,,,,,,https://www.pelkovenschloessl.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1355165894, 1355165907, 1355165913, 1355165898, 1355165894]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122000164,53,,Schönstraße,,community_centre,,Ukrainische Griechisch-Katholische Kirche,,,,"POLYGON ((11.5645566 48.1068809, 11.5647097 48.1068191, 11.5645636 48.106658, 11.5644106 48.1067199, 11.5645566 48.1068809))",,,,,,,http://www.ukr-kirche.de/,,,,,,,,,,community_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1364256730, 1364256748, 1364256744, 1364256750, 1364256730]",yes,,2,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123164378,42,81669,Quellenstraße,,community_centre,,Hochbunker Quellenstraße,,,,"POLYGON ((11.5859491 48.1265723, 11.585897 48.126477, 11.5860304 48.1264444, 11.5860825 48.1265397, 11.5859491 48.1265723))",München,DE,,,,,,,,,,,,,,,youth_centre,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1374358449, 1374358448, 1374358447, 1374358446, 1374358449]",yes,,,,,,,,,,,,,,,,,,,,,,File:Hochbunker_in_München_LS_Sonderbauerk_11_Quellenstr..JPG,,,,,,,,,,,,,
way,123276533,238,81669,Rosenheimer Straße,,community_centre,,Trambahnhäusl,,,,"POLYGON ((11.613834 48.1146272, 11.6139123 48.1146483, 11.6138299 48.1147849, 11.6137516 48.1147639, 11.613834 48.1146272))",München,,,QuarterM gGmbH,+49 152 04811286,,https://www.trambahnhäusl.de/,,,,,,,,,NTTram@quarterM.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1375335081, 1375335094, 1375335095, 1375335083, 1375335081]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130434512,70,81543,Lohstraße,,community_centre,,Jugendtreff Akku,Tu-Fr 14:30-20:30; Sa 13:00-19:00,,,"POLYGON ((11.5725713 48.1121301, 11.5725399 48.1121392, 11.5725595 48.1121693, 11.5726882 48.112132, 11.5726704 48.1121047, 11.5726105 48.1120128, 11.5725132 48.112041, 11.5725713 48.1121301))",München,DE,,Kreisjugendring München-Stadt,,,https://www.jugendtreff-akku.de/,,,,,,,,,,,juvenile,,,,,,,,,,,,,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1436618910, 4310417362, 4310417363, 1436618908, 4310417361, 1436618891, 1436618896, 1436618910]",civic,,2,gabled,,,,Q1330682,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
way,139940212,153,81927,Fideliostraße,,community_centre,,SBZ Fideliopark,Mo 12:30-20:00; Tu 12:30-20:00; We 12:30-18:00; Th 12:30-18:00; Fr 12:30-20:00; Sa 13:00-18:00,,yes,"POLYGON ((11.6424554 48.1642803, 11.6429436 48.1642302, 11.6426437 48.1633858, 11.6424405 48.1634289, 11.6423348 48.163452, 11.642206 48.1636774, 11.6424554 48.1642803))",München,,,Kreisjugendring München,,,https://www.sbz-fideliopark.de/,,,,,,,,,info@sbz-fideliopark.de,,juvenile,,fence,,wlan,,,,,,,,,,,,,,,,2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1533391415, 1533391418, 1533391419, 7113944250, 1533391417, 1533391416, 1533391415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,140088748,156,81925,Oberföhringer Straße,,community_centre,,Bürgerpark Oberföhring,24/7,,yes,"POLYGON ((11.6238338 48.1664522, 11.624543 48.1662347, 11.6247942 48.1665366, 11.6249453 48.1665196, 11.6252958 48.1664801, 11.625632 48.1664423, 11.6264627 48.1663867, 11.6269514 48.1663113, 11.6245725 48.1637675, 11.6241743 48.1639384, 11.6223231 48.1647332, 11.6232506 48.1658135, 11.6233204 48.1658493, 11.6233885 48.1658656, 11.6234599 48.1658636, 11.6235924 48.1660016, 11.6235403 48.1660425, 11.6235135 48.1660962, 11.6238338 48.1664522))",München,DE,,,,,,,,,+49 89-98 11 15,+49 89-95 31 25,,,survey by BenE München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1021371,de:Bürgerpark Oberföhring,,,,,,,,,,,,,,,,,,,,"[1534863202, 1534864150, 2503244803, 2503244801, 3629385719, 2503244798, 2503244796, 1534863214, 1534863197, 2503244749, 1534863206, 1534863210, 1534863208, 1534863200, 1534863213, 1534863195, 1534863212, 1534863204, 1534863202]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141529564,27,80686,Mathunistraße,,community_centre,,Evang.-Luth. Paul-Gerhardt-Kirche,,,,"POLYGON ((11.4988783 48.1383554, 11.4986104 48.1383658, 11.498617 48.1384411, 11.4988849 48.1384306, 11.4988783 48.1383554))",München,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1549136107, 1549136118, 1549136207, 1549136183, 1549136107]",yes,,3,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142062414,10,81243,Paosostraße,,community_centre,,PAOSO,,,,"POLYGON ((11.4508743 48.1446041, 11.4510471 48.1446274, 11.4510888 48.1444885, 11.4511141 48.1444041, 11.4510823 48.1443999, 11.4509383 48.1443805, 11.4508743 48.1446041))",München,,,,,,https://www.paoso.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1554854651, 1554854666, 1554854609, 1554854586, 1554854585, 1554854582, 1554854651]",civic,,2,half-hipped,11,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
way,145739838,2,80937,Neuherbergstraße,,community_centre,,Türkisches Aleviten Kulturzentrum,,,,"POLYGON ((11.5866952 48.2107311, 11.5866724 48.2106188, 11.5863665 48.2106464, 11.586386 48.2107428, 11.5864089 48.2107407, 11.5864195 48.2107928, 11.5865122 48.2107845, 11.5865017 48.2107328, 11.5866065 48.2107233, 11.5866097 48.2107389, 11.5866952 48.2107311))",,,,,+49 89 3 56 17 45,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1590946925, 1590946913, 1590946906, 1590946940, 1590946917, 1590946910, 1590946929, 1590946921, 1590946900, 1590946903, 1590946925]",yes,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
way,162387224,39,81476,Züricher Straße,,community_centre,,Treibhaus,,,,"POLYGON ((11.4986173 48.0946736, 11.4986521 48.0947936, 11.4983785 48.0948276, 11.4983169 48.0947972, 11.4982578 48.0946162, 11.4984376 48.0945929, 11.498451 48.0946377, 11.4984295 48.0946413, 11.4984429 48.0946736, 11.4984814 48.0946911, 11.4985017 48.0947005, 11.4985502 48.0946969, 11.4985502 48.0946825, 11.4986173 48.0946736))",München,,,schule beruf e.V.,,,https://www.treibhausmuenchen.de/,,,,,,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,2022-03-16,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,"[1742954837, 1742954835, 1742954831, 1742954860, 1742954850, 1742954849, 1742954851, 1742954858, 1742954853, 2651989918, 1742954827, 1742954829, 1742954833, 1742954837]",yes,,1,flat,,grey,,,,,#B0B0E0,,,,,,,,,,,,,,,,,,,,,,,,,
way,175001729,,,,,community_centre,,pfiffTEEN,,,,"POLYGON ((11.4859923 48.1220859, 11.4855011 48.1220922, 11.4855041 48.1221976, 11.4859953 48.1221913, 11.4859944 48.1221602, 11.4859923 48.1220859))",,,,Kreisjugendring München-Stadt,,,,,,,,,,,,,youth_centre,child;juvenile,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1856463340, 1856463342, 1856463350, 1856463348, 2535445531, 1856463340]",yes,,,,,,,Q1330682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,184159618,6,80802,Gohrenstraße,,community_centre,,Jugendzentrum,,,,"POLYGON ((11.5917603 48.1630332, 11.5915326 48.1630821, 11.5914219 48.1631059, 11.5914627 48.1631905, 11.5918012 48.1631178, 11.5917603 48.1630332))",München,DE,,,,,https://www.kjr-m.de/freizeiteinrichtungen/jugendtreff-am-biederstein/,,,,,,,,,,,juvenile,,,,,,,2023-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1946061322, 1946061316, 1946061318, 1946061332, 1946061312, 1946061322]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186381362,401,80995,Feldmochinger Straße,,community_centre,,Pfarrheim St. Peter und Paul,,,,"POLYGON ((11.5274394 48.2157725, 11.5278495 48.2158009, 11.5278634 48.2157116, 11.5279799 48.2157196, 11.5280155 48.2154912, 11.5278314 48.2154784, 11.5277951 48.2157113, 11.5274526 48.2156876, 11.5274394 48.2157725))",München,,,Pfarrei St. Peter und Paul,,,https://www.pv-pacem.de/st-peter-und-paul/st-peter-und-paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1970616979, 1970617019, 1970616974, 1970616990, 1970617025, 1970616977, 1970616986, 1970616980, 1970616979]",yes,,,,,,,,,,,,,,,,,,,,,,,,,"Mo,We 09:00-11:00; Th 16:00-18:00; PH We 09:00-11:00",,,,,,,,,,
way,203094998,11,81825,Hälblingweg,,community_centre,,Pfarrheim St. Augustinus,,,yes,"POLYGON ((11.6547772 48.116996, 11.6548453 48.11708, 11.6548623 48.1171016, 11.6549043 48.1171561, 11.6548786 48.1171649, 11.6547466 48.1172113, 11.654675 48.1171204, 11.6545689 48.1171577, 11.6545141 48.1170882, 11.6545647 48.1170704, 11.6547772 48.116996))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2130614472, 5222002679, 2950350796, 2130614479, 5222002680, 2130614484, 2130614477, 2130614482, 2130614475, 5911876270, 2130614472]",parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238868501,1,80636,Rainer-Werner-Fassbinder-Platz,,community_centre,,Freiheitshalle,,,yes,"POLYGON ((11.5367779 48.1439445, 11.5367408 48.1437264, 11.5367331 48.1436811, 11.5367239 48.1436276, 11.5365158 48.1436433, 11.5365208 48.1436727, 11.5365326 48.1437422, 11.5365697 48.1439603, 11.5367779 48.1439445))",München,DE,,FHH-Veranstaltungs-und-Technik GmbH,+49 89 12470885,,https://www.freiheitshalle-munich.com/,,,,,,,,,hello@freiheitshalle-munich.com,,,business,,,,,,,,,,,,,,,,,,,,,,,,,international,,,,,,,no,,,,,,,,,,,,,,,,Freiheizhalle,,,,,,,"[2466670056, 5140110836, 2475837579, 303199405, 303199406, 303199407, 5140110837, 2466670057, 2466670056]",retail,,1,,,,,,,,,,,,,,,,,,,,,,,,Hofbräu;Weihenstephan;Bitburger,1,,,,,,,,
way,247441062,4,,Rudolf-Vogel-Bogen,,community_centre,,Freizeitforum COME IN,,,yes,"POLYGON ((11.6448826 48.0927814, 11.6448603 48.0924014, 11.6448337 48.0923823, 11.6440215 48.0923824, 11.6437713 48.0923245, 11.6436522 48.0924215, 11.6436321 48.0924833, 11.6437192 48.0926732, 11.6438037 48.0926499, 11.6438748 48.0927995, 11.643987 48.092819, 11.6441136 48.0928685, 11.6441864 48.0929434, 11.6448826 48.0927814))",München,DE,,Kreisjugendring München-Stadt,,,,,,come.in@kjr-m.de,+49 89 61372820,+49 89 6137280,https://come-in-neuperlach.de/,,,,youth_centre,child;juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2543206191, 2543206139, 2543206137, 2543206133, 2543206130, 2543206141, 2543206144, 2543206174, 2543206170, 2543206183, 2543206185, 2543206187, 2543206189, 2543206191]",,,,,,,,Q1330682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,290301819,3,81829,Platz der Menschenrechte,,community_centre,,Ökumenisches Kirchenzentrum Riem,,,yes,"POLYGON ((11.6919533 48.1310031, 11.6921899 48.1310032, 11.6921902 48.1307906, 11.6919573 48.1307904, 11.6919575 48.1306442, 11.691968 48.1306442, 11.6923676 48.1306444, 11.692367 48.1311197, 11.6919532 48.1311195, 11.6919533 48.1310031))",München,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-16,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,"[2319376615, 2938572304, 2938572306, 2938572301, 2938572303, 5966116568, 2319376593, 2319376627, 2319376626, 2319376615]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291564425,92,81825,Bajuwarenstraße,,community_centre,,Nachbarschaftstreff Trudering,"Mo,Tu 10:00-13:00; Th 16:30-18:30",,yes,"POLYGON ((11.6602453 48.1188534, 11.6604393 48.1187927, 11.6605368 48.1189314, 11.6603574 48.1189876, 11.6603428 48.1189921, 11.6602453 48.1188534))",München,,,,+49 89 43665780,,https://www.nt-trudering.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2950304041, 2950304044, 2950304036, 7801578506, 2950304043, 2950304041]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329937067,,,,,community_centre,,Stattpark OLGA,,,,"POLYGON ((11.5340901 48.1090309, 11.5340946 48.1092317, 11.534098 48.1093812, 11.5340401 48.1093848, 11.5338952 48.1093958, 11.5334354 48.1094305, 11.5333714 48.1100281, 11.5330308 48.1100061, 11.5331071 48.1090349, 11.5331114 48.1089797, 11.5333278 48.108991, 11.5333246 48.1090344, 11.5333699 48.109036, 11.5334063 48.1090372, 11.5334078 48.1090171, 11.5334095 48.1089953, 11.5340901 48.1090309))",,,,,,,https://olga089.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-27,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,"[1132349390, 6397330444, 1677556140, 6402232439, 6402232431, 648871244, 6402232440, 1397076501, 6402232430, 706410476, 6402232438, 6402232435, 6031802792, 6402232436, 6402232434, 6402232437, 1132349390]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,caravan_settlement,,,,,,
way,363805324,80,80336,Schwanthalerstraße,,community_centre,,EineWeltHaus,"off ""COVID-19""",,limited,"POLYGON ((11.5528433 48.1381055, 11.5528416 48.1380422, 11.5528412 48.1380349, 11.5528402 48.1380043, 11.5528394 48.1379773, 11.5528389 48.1379604, 11.552838 48.1379333, 11.5528377 48.1379235, 11.5528376 48.1379177, 11.5528365 48.1378824, 11.5528357 48.1378582, 11.5528347 48.1378408, 11.5528346 48.1378219, 11.5528343 48.1378125, 11.5528343 48.1378116, 11.5528335 48.1377862, 11.5528332 48.1377767, 11.5528324 48.1377506, 11.552879 48.13775, 11.5528803 48.13775, 11.5529065 48.1377497, 11.5529068 48.1377497, 11.5529226 48.1377494, 11.5529247 48.1377494, 11.5529827 48.1377487, 11.5530264 48.1377483, 11.5530282 48.1377927, 11.553028 48.1378384, 11.5530314 48.1379002, 11.5530313 48.1379106, 11.5530321 48.1379223, 11.5530324 48.1379315, 11.5530327 48.1379422, 11.5530331 48.1379543, 11.5530357 48.1380209, 11.5530361 48.1380322, 11.5530356 48.138039, 11.5530364 48.1380637, 11.5530366 48.1380702, 11.5530368 48.1380765, 11.5530371 48.1380859, 11.5530376 48.1381029, 11.5529522 48.138104, 11.5529383 48.1381042, 11.5529381 48.1381042, 11.552931 48.1381043, 11.5528433 48.1381055))",München,DE,,Trägerkreis EineWeltHaus München e.V.,+49 89 8563 750,,https://www.einewelthaus.de/,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1306250,,,,,,,,,,,,,,,,,,,,,"[3679340334, 6961636098, 6961582109, 6961582106, 6961582105, 6961593997, 6961581890, 6961640096, 6961624392, 6961593989, 6961636792, 6961582099, 6961636089, 6961624222, 6961636791, 6961547986, 6961624395, 1146756761, 6961624223, 6961623901, 6961624216, 6961624217, 6961624087, 6961635989, 1146756699, 1146756710, 6961623893, 6961547994, 6961593986, 6961593990, 6961582095, 6961582103, 6961624215, 6961640098, 6961623789, 6961582093, 6961547995, 6961594004, 6961582092, 6961582113, 6961582091, 3679340329, 6961624094, 6961582110, 6961624202, 6961623899, 3679340334]",civic,,3,,,,,,,,,,,,,,,,,,,EineWeltHaus,,0,,,,,,,1,no,,,,
way,391208571,33,80807,Torquato-Tasso-Straße,Tasso,community_centre,,Kinder- und Jugendtreff Milbertshofen,"Tu-Th, Sa 13:00-18:00; Fr 13:00-18:30",,,"POLYGON ((11.5797461 48.1795382, 11.5799719 48.1795312, 11.5804855 48.1801989, 11.5804755 48.1802386, 11.5804418 48.1802676, 11.5802812 48.180306, 11.5798581 48.1803488, 11.5797461 48.1795382))",München,DE,,Kreisjugendring München-Stadt,,,https://www.tasso33.de/,,,,,,,,,,youth_centre,child;juvenile,,,,,,,,,,,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3944057680, 3944057677, 3944057744, 3944057745, 3944057746, 3944057749, 2422599428, 3944057680]",,,,,,,,Q1330682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,432523000,185,81925,Englschalkinger Straße,,community_centre,,COSI Jugendtreff Cosimapark,,,,"POLYGON ((11.6270076 48.1538882, 11.6269611 48.1538652, 11.6270585 48.1537677, 11.6277482 48.1537584, 11.6280633 48.1537635, 11.6279637 48.153961, 11.6279232 48.1540506, 11.6276362 48.1540004, 11.6275941 48.154129, 11.6271937 48.1540228, 11.6270076 48.1538882))",München,DE,,Kreisjugendring München,,,,,,cosi@kjr-m.de,,+49 89 911114,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1457105591, 4315328473, 4315328472, 4315328470, 4315328471, 1539085547, 4315328479, 4315328477, 1457105595, 4315328478, 1457105591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,522613798,28,81735,Kurt-Eisner-Straße,,community_centre,,Bewohnerzentrum Neuperlach,,,,"POLYGON ((11.6515093 48.1060716, 11.6515212 48.1059878, 11.6516178 48.1059305, 11.6517358 48.1058516, 11.6517894 48.1057693, 11.651905 48.1057648, 11.6519052 48.1057552, 11.6526102 48.1057548, 11.6527151 48.1057547, 11.6527274 48.1057547, 11.6527678 48.1057546, 11.6527669 48.1057944, 11.652764 48.1060513, 11.6527631 48.1060843, 11.6521446 48.1060868, 11.6521455 48.1060652, 11.6520432 48.1060665, 11.6519525 48.1060668, 11.6515093 48.1060716))",München,,,Kreisjugendring München-Stadt,,,,,,,,,https://zeitfrei-muenchen.de/,,,,,child;juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5089747322, 2970429458, 2970441655, 2970441648, 2970441633, 2970441650, 270509996, 6411737091, 6411737092, 270509998, 5089747325, 6411737089, 5873255818, 5089747326, 5089747329, 5089747330, 6411828648, 6411828649, 5089747322]",,,,,,,,Q1330682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,534082829,,,,,community_centre,,,,,,"POLYGON ((11.5288626 48.0809318, 11.5291375 48.0808655, 11.5292508 48.0810388, 11.5291066 48.0811114, 11.5290389 48.0810617, 11.5290128 48.0810742, 11.5288626 48.0809318))",,,,,,,,,,,,,,,,,club_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5180379636, 5180379635, 5180379634, 5180379633, 5180379632, 5180379631, 5180379636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
