element_type,osmid,amenity,geometry,access,description,fee,layer,name,parking,toilets,toilets:fee,wheelchair,opening_hours,wheelchair:description,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,barrier,bicycle,foot,created_by,motorcar,motorcycle,capacity,maxheight,ref,bus,motor_vehicle,contact:email,contact:fax,contact:phone,contact:website,old_name,park_ride,capacity:disabled,odbl,level,capacity:women,operator,smoothness,surface,website,charge,operator:type,source,note,maxstay,capacity:parent,parking:orientation,payment:coins,payment:maestro,payment:mastercard,payment:visa,maxweight,toilets:wheelchair,entrance,noexit,check_date,lit,horse,payment:cash,payment:credit_cards,description:de,name:en,email,check_date:fee,covered,supervised,maxspeed,source:capacity,maxstay:conditional,free,alt_name,phone,payment:apple_pay,payment:cards,payment:contactless,payment:debit_cards,payment:google_pay,payment:notes,payment:paypal,vehicle,nodes,building,building:levels,height,roof:colour,roof:shape,building:material,caravans,charge:bus,charge:bus:conditional,charge:conditional,hgv,operator:short,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,roof:height,roof:levels,min_height,salting,snowplowing,winter_service,access_1,name:de,fee:conditional,designation,addr:housename,lastcheck,parking:condition:area,service,aprki,landuse,addr:suburb,parking:condition:area:customers,building:part,location,type,building:colour,indoor,source_ref,orientation,goods,est_height,roof:material,stay,capacity:bus,building:levels:underground,fence_type,parking:condition,fixme,charging,massgis:PUB_ACCESS,note:de,kiss_and_ride,capacity:car,payment:electronic_purses,traffic_sign,restriction:conditional,taxi:conditional,disabled,capacity:charging,parking:condition:time_interval,no_parking,taxi,parking:condition:maxstay,restriction,ways,wikidata,wikimedia_commons
way,301707167,parking,"POLYGON ((11.6522173 48.0966848, 11.6522169 48.0966433, 11.6524977 48.096642, 11.6524981 48.0966836, 11.6522173 48.0966848))",,,,,,street_side,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3656758516, 3057992962, 3057992970, 3656758515, 3656758516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301707169,parking,"POLYGON ((11.653146 48.0983904, 11.6533539 48.0983915, 11.6533508 48.0986423, 11.6531429 48.0986411, 11.653146 48.0983904))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3057992963, 3057992969, 3057992967, 3057992978, 3057992963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301707171,parking,"POLYGON ((11.6525807 48.097342, 11.652415 48.0972377, 11.6523086 48.0971708, 11.6523687 48.0971282, 11.6525138 48.0972195, 11.652595 48.0971619, 11.652722 48.0972419, 11.6525807 48.097342))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3057992965, 3057992975, 9485741800, 9485741799, 9485741801, 3057992973, 3057992982, 3057992965]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301962056,parking,"POLYGON ((11.6406087 48.160222, 11.6408112 48.1602186, 11.6407976 48.1598581, 11.6405951 48.1598615, 11.6406087 48.160222))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3061411583, 3061411555, 3061411569, 3061411615, 3061411583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301962059,parking,"POLYGON ((11.6439466 48.1595202, 11.6437439 48.1591997, 11.6439498 48.1591418, 11.6441525 48.1594623, 11.6439466 48.1595202))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3061411635, 3061411490, 3061411599, 3061411595, 3061411635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301962062,parking,"POLYGON ((11.6424824 48.1589228, 11.6426532 48.1588689, 11.6428846 48.1591464, 11.6430126 48.1591624, 11.6430207 48.1593842, 11.6429049 48.1594204, 11.6424824 48.1589228))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3061411552, 3061411633, 3061411486, 3061411543, 3061411631, 3061411554, 3061411552]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301962066,parking,"POLYGON ((11.641401 48.1616847, 11.6414028 48.1614379, 11.6415772 48.1614385, 11.6415754 48.1616853, 11.641401 48.1616847))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3061411578, 3061411612, 3061411526, 3061411576, 3061411578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301962069,parking,"POLYGON ((11.6416675 48.1632353, 11.6416621 48.1627523, 11.6424628 48.1627782, 11.642444 48.1631566, 11.6422984 48.1631799, 11.6419995 48.1632266, 11.6416675 48.1632353))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3061411546, 3061411625, 3061411620, 3061411492, 3061411510, 5263446405, 3061411546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301962071,parking,"POLYGON ((11.6399308 48.1604452, 11.6399361 48.1600391, 11.6401588 48.1600462, 11.6401423 48.1604424, 11.6399308 48.1604452))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3061411495, 3061411563, 3061411536, 3061411529, 3061411495]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301962078,parking,"POLYGON ((11.6413895 48.1612936, 11.6413878 48.1610073, 11.6416076 48.1610067, 11.6416094 48.161293, 11.6413895 48.1612936))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3061411638, 3061411538, 3061411481, 3061411496, 3061411638]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301962241,parking,"POLYGON ((11.6385923 48.1624204, 11.6385709 48.1623632, 11.6398852 48.1621377, 11.6399093 48.162195, 11.6385923 48.1624204))",private,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3061411796, 3061411808, 3061411799, 3061411806, 3061411796]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302066386,parking,"POLYGON ((11.5136146 48.0991035, 11.513619 48.0992266, 11.5149988 48.0992046, 11.5149944 48.0990816, 11.5149321 48.0990826, 11.5146529 48.099087, 11.5143766 48.0990914, 11.5141062 48.0990957, 11.5138255 48.0991002, 11.5136146 48.0991035))",private,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1841174599, 3063102366, 3063102365, 1841174863, 3063102360, 3063102361, 3063102362, 3063102363, 3063102364, 1841174599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302157285,parking,"POLYGON ((11.5240826 48.1976412, 11.5247048 48.1976026, 11.5243175 48.1973437, 11.524412 48.197259, 11.5246047 48.1971368, 11.5245049 48.1970744, 11.5243878 48.1971653, 11.5243344 48.1972093, 11.5242184 48.1973096, 11.5241532 48.1974267, 11.5240826 48.1976412))",customers,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3064009759, 3064009760, 3064009755, 3380739508, 3064009742, 3064009750, 3380739506, 3685043673, 3064009762, 3064009739, 3064009759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302316930,parking,"POLYGON ((11.4770596 48.1076826, 11.4770459 48.1079045, 11.4772621 48.1079104, 11.4772699 48.1077838, 11.4772757 48.1076886, 11.4771386 48.1076848, 11.4770596 48.1076826))",private,,,,,surface,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3065752891, 3065752903, 3065752904, 8978479525, 3065752892, 3065752894, 3065752891]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302316932,parking,"POLYGON ((11.4759705 48.1078616, 11.4759346 48.1077135, 11.4758203 48.1077259, 11.4758562 48.107874, 11.4759705 48.1078616))",yes,,no,,,surface,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3065752901, 3065752893, 3065752895, 3065752902, 3065752901]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302568448,parking,"POLYGON ((11.5039913 48.1900123, 11.5041147 48.1900302, 11.5040477 48.190243, 11.5043159 48.1902823, 11.5043212 48.1902609, 11.5047826 48.1903342, 11.5046511 48.1905505, 11.5044178 48.190513, 11.504458 48.1904146, 11.5038948 48.1903217, 11.5039913 48.1900123))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3068168348, 3068168389, 3068168352, 3068168344, 3068168388, 3068168356, 3068168366, 3068168391, 3068168390, 3068168338, 3068168348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302568456,parking,"POLYGON ((11.5052337 48.1899371, 11.5054221 48.1893949, 11.5055734 48.1894183, 11.5054564 48.189755, 11.505543 48.1897684, 11.5054873 48.1899287, 11.5054343 48.1899205, 11.5054186 48.1899656, 11.5052337 48.1899371))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3068168364, 3068168351, 3068168365, 3068168374, 3068168372, 3068168354, 3068168335, 3068168392, 3068168364]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302789952,parking,"POLYGON ((11.6403299 48.0928394, 11.640265 48.0927082, 11.6405236 48.0926511, 11.6405886 48.0927822, 11.6403299 48.0928394))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3070721193, 3070725161, 3070721215, 3070721186, 3070721193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302789966,parking,"POLYGON ((11.6410887 48.0943637, 11.640983 48.0941539, 11.64126 48.0940916, 11.6413657 48.0943014, 11.6410887 48.0943637))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3070721176, 3070725138, 3070725142, 3070725151, 3070721176]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302792042,parking,"POLYGON ((11.6467604 48.0979075, 11.6469684 48.0978453, 11.6470849 48.0980436, 11.6468489 48.098083, 11.6467604 48.0979075))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3070749534, 3070749540, 3070749544, 3070749546, 3070749534]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302792043,parking,"POLYGON ((11.6455695 48.0984932, 11.6454863 48.0984753, 11.6454085 48.0983517, 11.6455292 48.0982711, 11.6455951 48.0982573, 11.6456285 48.09828, 11.645709 48.0984037, 11.6456929 48.0984341, 11.6455695 48.0984932))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3070749537, 3070749547, 3070749549, 3070749550, 3070749536, 3070749539, 3070749541, 3070745631, 3070749537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302792044,parking,"POLYGON ((11.6454475 48.0971744, 11.6453549 48.0970323, 11.6456021 48.0969604, 11.6456948 48.0971024, 11.6454475 48.0971744))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3070749548, 3070749542, 3070749545, 3070745632, 3070749548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303057071,parking,"POLYGON ((11.4626949 48.1829477, 11.4626583 48.1830695, 11.4628818 48.1830994, 11.4629184 48.1829775, 11.4626949 48.1829477))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3073572480, 3073572482, 3073572483, 3073572481, 3073572480]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303073261,parking,"POLYGON ((11.4385487 48.1709014, 11.4382655 48.1707123, 11.43768 48.1711077, 11.4380142 48.1713412, 11.4381136 48.1712608, 11.4381284 48.1711946, 11.4385487 48.1709014))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parkplatz Mitarbeiter; Abstellfläche für Container, kein ""Kundenparkplatz""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3073733852, 3073733847, 3073733849, 3073733854, 4682250074, 4682250075, 3073733852]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303127285,parking,"POLYGON ((11.4097796 48.1321548, 11.4102559 48.1322757, 11.4102824 48.1321891, 11.4098016 48.1320672, 11.4097796 48.1321548))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3074377599, 3074377602, 3074377600, 3074377598, 3074377599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303127286,parking,"POLYGON ((11.409156 48.1332365, 11.409634 48.1333574, 11.4096586 48.1332714, 11.4091815 48.1331455, 11.409156 48.1332365))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3074377630, 3074378038, 3074377632, 3074377625, 3074377630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303127287,parking,"POLYGON ((11.4091001 48.1342546, 11.4085955 48.134126, 11.408572 48.1342128, 11.4090727 48.1343434, 11.4091001 48.1342546))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3074378068, 3074378061, 3074378066, 3074378079, 3074378068]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,304214033,parking,"POLYGON ((11.70853 48.1331887, 11.7082785 48.133187, 11.7083035 48.1315929, 11.708555 48.1315947, 11.70853 48.1331887))",yes,,no,,Riemer See,surface,,,yes,,,,,,,,,,,,,,160,,,,,,,,,,,4,,,,,intermediate,paving_stones,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"[3087406855, 3087406854, 3087406847, 3087406848, 3087406855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,304289953,parking,"POLYGON ((11.4206086 48.13667, 11.4208088 48.1366864, 11.4208711 48.1363472, 11.4207715 48.136339, 11.4206709 48.1363308, 11.4206086 48.13667))",,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3088207981, 3088207982, 3088207979, 5586359700, 3088207977, 3088207981]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,304422359,parking,"POLYGON ((11.5322301 48.2151323, 11.5324978 48.215097, 11.532482 48.2150439, 11.5322144 48.2150791, 11.5322301 48.2151323))",customers,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3089561157, 3089561146, 3089561161, 3089561159, 3089561157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,304422364,parking,"POLYGON ((11.5310417 48.214908, 11.5312225 48.2148908, 11.531219 48.2148687, 11.5313169 48.2148564, 11.5312834 48.2147238, 11.5310052 48.2147477, 11.5310417 48.214908))",permissive,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3089561139, 3110295330, 3110295329, 3089561153, 3089561145, 3089561156, 3089561139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,304422366,parking,"POLYGON ((11.5307363 48.2153339, 11.5312223 48.2152817, 11.5312068 48.2152177, 11.5307208 48.2152699, 11.5307363 48.2153339))",customers,,no,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-16,,,,,,,,,,,,,,,,,"[3089561151, 3089561160, 3089561158, 3089561152, 3089561151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305294147,parking,"POLYGON ((11.5864895 48.1687902, 11.5864804 48.1688919, 11.586709 48.168901, 11.586693 48.1690788, 11.5872876 48.1691025, 11.5872941 48.1690296, 11.587093 48.1690216, 11.5871157 48.1687685, 11.5872997 48.1687759, 11.587309 48.1686721, 11.5867154 48.1686484, 11.5867078 48.1687327, 11.5866442 48.1687302, 11.5866383 48.1687961, 11.5864895 48.1687902))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3098994077, 3098994082, 3098994083, 3098994088, 3098994089, 3098994087, 3098994086, 3098994074, 3098994075, 3098994066, 3098994065, 3098994069, 3098994068, 3098994078, 3098994077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305412041,parking,"POLYGON ((11.5830397 48.1651261, 11.5829805 48.1651611, 11.5829498 48.1651799, 11.5830242 48.165228, 11.5831051 48.1651667, 11.5830397 48.1651261))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3100330853, 3100330852, 3100330854, 3100330851, 1282567902, 3100330853]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305763940,parking,"POLYGON ((11.5700503 48.2016254, 11.5701202 48.2020557, 11.5702551 48.202046, 11.5701852 48.2016157, 11.5700503 48.2016254))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3104263012, 3104263018, 3104263017, 3104263011, 3104263012]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306097060,parking,"POLYGON ((11.5784804 48.1631698, 11.5784748 48.1630635, 11.5785766 48.1630641, 11.5785767 48.1630568, 11.5786231 48.1630572, 11.5786735 48.1630605, 11.5786704 48.1631703, 11.5784804 48.1631698))",private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3109102031, 1260783496, 3109102229, 3109102032, 1260783480, 3109102730, 1279053786, 3109102031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306108069,parking,"POLYGON ((11.6222301 48.1064642, 11.6222478 48.1063091, 11.6221817 48.1063058, 11.6221872 48.1062576, 11.6218269 48.1062392, 11.621822 48.1062819, 11.6217298 48.1062772, 11.6217228 48.1063381, 11.6216539 48.1063346, 11.6216414 48.1064444, 11.6216387 48.1064681, 11.6216312 48.1065333, 11.6221461 48.1065596, 11.6221505 48.1065213, 11.6222232 48.106525, 11.6222301 48.1064642))",customers,,no,1,,multi-storey,,,yes,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,Seebauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2895094632, 672915240, 2895094644, 2895094636, 2895094633, 2895094625, 672915235, 672915232, 672915231, 3110112739, 2895094631, 3109255847, 3109255849, 3109255845, 3109255848, 2895094632]",parking,3,,,gabled,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306843954,parking,"POLYGON ((11.5856517 48.1663166, 11.585703 48.1663152, 11.5858616 48.1663112, 11.5858946 48.1663088, 11.5858987 48.1662205, 11.5859041 48.1661557, 11.5857929 48.1661664, 11.585672 48.1661844, 11.5856517 48.1663166))",private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1600194192, 3118498430, 1279188992, 1279189057, 1601228472, 3105832403, 3105832404, 3105832405, 1600194192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307288047,parking,"POLYGON ((11.5806818 48.1636797, 11.5808198 48.163657, 11.5809167 48.1639036, 11.5807382 48.1638971, 11.5807215 48.1639019, 11.5806818 48.1636797))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3123774729, 442086677, 442086678, 3123774430, 442086674, 3123774729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307305457,parking,"POLYGON ((11.5575044 48.1768621, 11.5574184 48.1769079, 11.5575191 48.1769362, 11.5575801 48.1769019, 11.5575441 48.1768747, 11.5575282 48.1768829, 11.5575044 48.1768621))",private,,no,,,surface,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"[3124053653, 3099353865, 3124053655, 3124053652, 9869041182, 9869041181, 3124053653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307306232,parking,"POLYGON ((11.5800509 48.1633373, 11.5802159 48.1633667, 11.5802271 48.1633454, 11.5802539 48.1632713, 11.5802598 48.1632553, 11.5803043 48.1632537, 11.5803047 48.1632343, 11.5803511 48.1632252, 11.5803782 48.1632217, 11.5802359 48.1631909, 11.5802008 48.1632528, 11.5800992 48.1632369, 11.5800837 48.1632759, 11.5800619 48.1633191, 11.5800509 48.1633373))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3124027893, 3124027796, 1261929981, 3124034070, 1261930030, 1261930047, 1261930092, 1261929953, 3124055430, 1279054187, 1279053453, 1279053933, 1279054075, 3112873634, 3124027893]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307308163,parking,"POLYGON ((11.5801331 48.1652677, 11.58014 48.1653478, 11.5805377 48.1653556, 11.580527 48.1653044, 11.580384 48.1652908, 11.5801331 48.1652677))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[442135989, 3124087268, 3124089852, 442135994, 442135993, 442135989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307308166,parking,"POLYGON ((11.5798897 48.1659972, 11.5799187 48.1660857, 11.5796486 48.1661242, 11.5796223 48.1660002, 11.5798897 48.1659972))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[442086549, 3124087364, 3124087270, 3124087573, 442086549]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
