element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,name,source,wheelchair,geometry,type,description,operator,toilets:wheelchair,wikidata,barrier,phone,website,email,addr:housename,language,old_name,old_shop,opening_hours,training,name:en,capacity,wikipedia,contact:phone,contact:email,contact:fax,contact:website,school,school:de,fax,internet_access,internet_access:fee,office,official_name,check_date,isced:level,operator:type,postal_code,note,alt_name,payment:credit_cards,payment:debit_cards,religion,level,wikimedia_commons,addr:suburb,grades,short_name,denomination,name:de,name:ru,fee,building:levels,roof:levels,height,mobile,shop,wheelchair:description,nodes,start_date,contact:city,contact:housenumber,contact:postcode,contact:street,building,roof:shape,school:type,designation,roof:colour,building:colour,est_height,roof:height,roof:material,architect,building:architecture,heritage,heritage:operator,heritage:ref,image,int_name,isced,noname,protect_class,sport,leisure,layer,name:etymology:wikidata,loc_name,polling_station,school:language,is_in:city,is_in:country_code,school:DE,ref:AEFE,landuse,website2,subject,min_age,name:ja,disused:name,disused:note,ways,url
way,117953689,,,,,,school,Maria-Theresia-Gymnasium,,no,"POLYGON ((11.5881712 48.1240653, 11.5883981 48.1244096, 11.5887164 48.1245815, 11.5888379 48.1246472, 11.5889737 48.1247206, 11.5889997 48.12472, 11.5890365 48.1246851, 11.58919 48.1245355, 11.5892539 48.1244743, 11.5890904 48.124399, 11.5890465 48.124332, 11.5888341 48.1240078, 11.5887678 48.1238958, 11.5886737 48.1239206, 11.5886125 48.1239369, 11.5885967 48.1239414, 11.5885116 48.1239659, 11.5881712 48.1240653))",,,,,Q1895591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1327735799, 1327735800, 1159423517, 3035273622, 1159423519, 3035273623, 3944728857, 3944672914, 1159423618, 1159423592, 9988158434, 1159423596, 1159423623, 3799455879, 1159423590, 9951986553, 9951986559, 1327735799]",,,,,,,,Sprachliches und Naturwissenschaftlich-technologisches Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118650822,,,,,,school,,,,"POLYGON ((11.6051192 48.133491, 11.6054209 48.1334716, 11.60679 48.1333659, 11.6068277 48.133741, 11.6066682 48.1337507, 11.6066736 48.1338621, 11.6062966 48.1338992, 11.6063067 48.134009, 11.6060233 48.1340353, 11.605226 48.1341035, 11.6051192 48.133491))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1334012761, 1333980172, 1334012750, 1183698168, 1183698055, 274617193, 1183698187, 1334016148, 1334016153, 1334012748, 1334012761]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118899972,,,,,,school,Rothpletzschule,,,"POLYGON ((11.5812632 48.1985812, 11.5822798 48.198609, 11.5824599 48.1968745, 11.581494 48.1967984, 11.5812632 48.1985812))",,Grundschule & Kindertagesstätte,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-03,,,,Umriss des Schulgelaendes,,,,,,,,,,,,,,,,,,,,"[1336496445, 1336496443, 1336496442, 1336496441, 1336496445]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119928818,,,,,,school,Grund- und Mittelschule an der Weilerstraße,,,"POLYGON ((11.5873577 48.1233677, 11.5870981 48.1229987, 11.5881785 48.1226983, 11.5884598 48.1231896, 11.5877035 48.1234117, 11.5876271 48.1232902, 11.5875073 48.1233251, 11.5873643 48.1233668, 11.5873577 48.1233677))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weilerschule,,,,,,,,,,,"[1345923544, 1345923547, 1345923545, 1345923546, 1345923542, 1344930578, 1345922743, 1344930583, 1345923544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120263258,,,,,,school,,,,"POLYGON ((11.5872255 48.1270869, 11.587394 48.1270353, 11.5887627 48.1266075, 11.5903588 48.1260702, 11.5889569 48.1254809, 11.588626 48.1252376, 11.5882713 48.1253932, 11.5882917 48.1254296, 11.5875883 48.1256265, 11.5868888 48.1257777, 11.5864819 48.1259011, 11.5872255 48.1270869))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1347477365, 1347477363, 1985186481, 1348902268, 1985186457, 1985186453, 1985186455, 1348902270, 1348902269, 1348902273, 1348902271, 1347477365]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120462483,,,,,,school,Grundschule an der Schwindstraße,,,"POLYGON ((11.5631598 48.1550797, 11.5637759 48.155, 11.5643577 48.1548369, 11.5637328 48.1538653, 11.5627598 48.1541374, 11.5629799 48.1546559, 11.5631598 48.1550797))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1350690130, 1350690115, 1350690124, 1350690122, 1350690118, 7653627477, 1350690130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122727543,München,DE,18,80804,Kraepelinstraße,school,Akademie des Städtischen Klinikums München,,,"POLYGON ((11.5748368 48.1752489, 11.5747215 48.1752434, 11.5747502 48.1749751, 11.5748655 48.1749806, 11.5748368 48.1752489))",,,Städtisches Kliniken München GmbH,,,,+49 89 3068 7701,,info@akademie-stkm.de,,,,,,,,,,,,,https://www.muenchen-klinik.de/akademie/ausbildung-schule/einrichtungen/kontakt/,,,+49 89 3068 7703,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"[1370579656, 1370579657, 1370579658, 1370579659, 1370579656]",,,,,,school,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123392751,,,,,,school,Grundschule an der Bad-Soden-Straße 27,,,"POLYGON ((11.581601 48.1854939, 11.582838 48.1854544, 11.5829507 48.1854911, 11.5829909 48.1857187, 11.5830204 48.1860379, 11.5824585 48.1860616, 11.5824886 48.1865417, 11.581022 48.1866007, 11.5809877 48.1865079, 11.5808765 48.1860531, 11.5808082 48.1856525, 11.5808029 48.1855836, 11.5808371 48.185551, 11.5808934 48.1855282, 11.581601 48.1854939))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1365590180, 1376198202, 1376198204, 10293225379, 1376198216, 10293225380, 1376198223, 1376198224, 1365590395, 1365590327, 1365590215, 10293225378, 1365590195, 1365590182, 1365590180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123537828,,,,,,school,Städtische Erich-Kästner-Realschule,,no,"POLYGON ((11.5550627 48.2170884, 11.5568631 48.2172248, 11.556855 48.2173052, 11.558011 48.2173928, 11.5581344 48.2163651, 11.5574987 48.2163151, 11.5574961 48.2161292, 11.5551005 48.2162752, 11.5550627 48.2170884))",,,,,,,,,,,,,,,,,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1377296917, 1377296941, 1377296931, 1377296919, 1377296926, 1377296943, 1377296939, 1377296946, 1377296917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123538949,,,,,,school,Grundschule an der Ittlingerstraße,Bing,,"POLYGON ((11.5561606 48.2104482, 11.5579898 48.2105411, 11.5581186 48.2094526, 11.5560935 48.2093739, 11.5561606 48.2104482))",,,,,,,,http://www.gsittlinger.musin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1377300354, 1377300349, 1377300346, 1377300344, 1377300354]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124010637,,,15,,Mühlbaurstraße,school,Gymnasium Max-Josef-Stift,,,"POLYGON ((11.6093602 48.142893, 11.6093041 48.1427037, 11.6091584 48.1412021, 11.6091989 48.1411404, 11.6093623 48.1409713, 11.6097354 48.1411297, 11.6100492 48.141246, 11.6105961 48.1414402, 11.6118246 48.1418447, 11.6116263 48.1421194, 11.6093602 48.142893))",,,,,,,,,,,,,,,,,,,+49 89 998435-0,sekretariat@maxjosefstift.de,+49 89 998435-155,https://www.maxjosefstift.de/start.html,,,,,,,,,2;3,,,Sprachliches und musisches Gymnasiummit Internat und Tagesheim,,,,,,,,,,,,,,,,,,,,"[1381323022, 1381323023, 1381323014, 1381323021, 1381323025, 1381323024, 1381323010, 1381323026, 1381323009, 1381323012, 1381323022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127871309,München,,6,80337,Tumblingerstraße,school,"Grundschule Tumblingerstraße, Fachschule für Kinderpflegerinnen",,yes,"POLYGON ((11.5603274 48.1274652, 11.5600674 48.127688, 11.5599842 48.1276862, 11.5599836 48.1278746, 11.560006 48.1280038, 11.5600231 48.1281047, 11.5600447 48.1282139, 11.5606105 48.1282143, 11.5606269 48.1282134, 11.5607598 48.1282059, 11.5608175 48.1282042, 11.5611598 48.1279263, 11.5603274 48.1274652))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang über Schulhof,"[1414327597, 5868252801, 1414327598, 5868252800, 2275470583, 1091830617, 1414327599, 3054125294, 3757065336, 3757065335, 3054125293, 1414327601, 1414327597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128070554,München,DE,35,81379,Boschetsrieder Straße,school,Grundschule an der Boschetsrieder Straße,,,"POLYGON ((11.5352 48.1000434, 11.5365959 48.1001746, 11.5366532 48.0998477, 11.5366822 48.0997012, 11.5369639 48.0997378, 11.5370849 48.0997527, 11.5370835 48.099746, 11.5370146 48.0994069, 11.5355581 48.099291, 11.5355214 48.099381, 11.5349376 48.0993627, 11.5352 48.1000434))",,,,,Q41184121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boschetsrieder Grundschule,,,,,,,,,,,,,,,,,,,"[1416086656, 1655785473, 1416086662, 122382369, 4259418710, 440836555, 7533288540, 1416086655, 4259418697, 4259418703, 1416086659, 1416086656]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129129708,München,DE,10,80469,Wittelsbacherstraße,school,Wittelsbacher Mittelschule,,yes,"POLYGON ((11.5700786 48.1246433, 11.5696334 48.1250301, 11.5704314 48.1254611, 11.5705434 48.1253611, 11.5708766 48.1250636, 11.5700786 48.1246433))",,,,,,,,http://www.hswitte.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1425312553, 1425312560, 1425312555, 10116880051, 1425312558, 1425312553]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135459432,,,24,,Fritz-Lutz-Straße,school,Grundschule an der Fritz-Lutz-Straße,,,"POLYGON ((11.6441067 48.1461331, 11.6440613 48.1457781, 11.6440113 48.1453655, 11.6441305 48.1452857, 11.6443367 48.1452538, 11.6444377 48.1452517, 11.6444242 48.1449567, 11.6444229 48.1448783, 11.6441295 48.1448789, 11.6440875 48.1450548, 11.6439631 48.1450691, 11.6432481 48.1451684, 11.6430382 48.1451975, 11.642981 48.1454121, 11.6429932 48.1456948, 11.6429937 48.1457019, 11.6429942 48.1457079, 11.6429969 48.1457333, 11.6429991 48.1457545, 11.6430371 48.1461936, 11.6436554 48.1461535, 11.643863 48.146145, 11.6441067 48.1461331))",,,,,,,,,,,,,,,,,,,,,,https://fls.edupage.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1002683417, 1676700730, 8138627779, 4985872331, 4985872330, 3880645455, 3880645452, 4985872327, 4985872328, 36163513, 1676700719, 8138627771, 1676700697, 416876652, 9418038586, 9418038581, 416876651, 9420408961, 1002683408, 1002683394, 388307020, 388307023, 1002683417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137682474,,,,,,school,Jules-Vernes-Campus,,,"POLYGON ((11.6296839 48.0914567, 11.629802 48.0914475, 11.6300503 48.0914281, 11.6300423 48.0913826, 11.6305491 48.0913431, 11.6304407 48.0906856, 11.6296534 48.0907596, 11.6297376 48.0911898, 11.6297046 48.0911924, 11.6297085 48.0912146, 11.6296801 48.0912168, 11.6296424 48.0912197, 11.6296839 48.0914567))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1509913910, 2349968359, 1509913903, 2349968357, 1509913888, 1509913879, 1509913884, 1509913886, 2349968342, 2349968348, 2349968347, 1509913887, 1509913910]",2013-09-13,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,de;fr,,,,,,,,,,,,,
way,138096037,München,DE,32,80809,Willi-Gebhardt-Ufer,school,Montessori-Schule im Olympiapark,,,"POLYGON ((11.5466698 48.1687752, 11.5461963 48.1686312, 11.5461224 48.1687394, 11.5465977 48.1688839, 11.5465493 48.1689547, 11.5460728 48.1688099, 11.545999 48.1689178, 11.5464773 48.1690632, 11.5464262 48.169138, 11.5459465 48.1689922, 11.5458771 48.1690938, 11.5463584 48.1692401, 11.5463103 48.1693106, 11.5458272 48.1691637, 11.5457552 48.1692691, 11.54624 48.1694165, 11.54619 48.1694895, 11.5457056 48.1693423, 11.5456334 48.169448, 11.5461195 48.1695958, 11.5460711 48.1696667, 11.5453919 48.1694603, 11.5453148 48.1695731, 11.5457013 48.1696906, 11.5461314 48.1698213, 11.5462074 48.16971, 11.5461128 48.1696812, 11.5461633 48.1696073, 11.5462557 48.1696354, 11.546328 48.1695297, 11.5462338 48.1695011, 11.5462807 48.1694325, 11.5463702 48.1694597, 11.5464422 48.1693543, 11.5463509 48.1693266, 11.5464003 48.1692544, 11.546489 48.1692814, 11.5465584 48.1691798, 11.546468 48.1691523, 11.5465208 48.1690751, 11.5466088 48.1691018, 11.5466825 48.1689939, 11.5465928 48.1689666, 11.5466407 48.1688965, 11.5467269 48.1689227, 11.5468008 48.1688146, 11.5467128 48.1687878, 11.5467603 48.1687183, 11.5468462 48.1687445, 11.5468983 48.1686683, 11.5462971 48.1684855, 11.5462434 48.1685642, 11.5467158 48.1687078, 11.5466698 48.1687752))",,,,,,,,https://monte-muenchen.de/,,,,,,,,Montessori School in the Olympic Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1513951864, 1513951859, 1513951862, 1513951868, 1513951872, 1513951866, 1513951870, 1513951877, 1513951881, 1513951874, 1513951879, 1513951885, 1513951889, 1513951883, 1513951887, 1513951893, 1513951898, 1513951891, 1513951895, 1513951902, 1513951905, 1513951896, 1513951901, 530620045, 1513951908, 1513951907, 1513951906, 1513951903, 1513951904, 1513951900, 1513951899, 1513951894, 1513951897, 1513951892, 1513951890, 1513951886, 1513951888, 1513951884, 1513951882, 1513951878, 1513951880, 1513951875, 1513951873, 1513951869, 1513951871, 1513951867, 1513951865, 1513951861, 1513951863, 293900369, 293900370, 1513951858, 1513951860, 1513951864]",,,,,,school,flat,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141138003,,,,,,school,Grund- und Mittelschule an der Stuntzstraße 55,,no,"POLYGON ((11.622595 48.1429435, 11.6237061 48.1427131, 11.6235889 48.1412276, 11.6232133 48.1411449, 11.6231612 48.1408249, 11.6222766 48.1410392, 11.6219039 48.1411191, 11.6220176 48.1417312, 11.6221256 48.1421405, 11.6222279 48.1423511, 11.622595 48.1429435))",,,,no,,,,,,,,,,,,,,,,,,https://www.stuntzschule.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aktuell sind größere Baumaßnahmen im Gange,"[1544998627, 1544998625, 1544998629, 1544998602, 1544998630, 1743955697, 1544998600, 1743955698, 1544998604, 1743955695, 1544998627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141171349,München,DE,61,81925,Elektrastraße,school,Wilhelm-Hausenstein-Gymnasium,,,"POLYGON ((11.6259222 48.1534968, 11.6273359 48.1534146, 11.627376 48.153393, 11.6269971 48.152309, 11.6271694 48.1522818, 11.6271347 48.1521888, 11.6276255 48.1521065, 11.627671 48.152067, 11.6277275 48.1519723, 11.6274859 48.1512152, 11.6261126 48.1514604, 11.6262393 48.1518136, 11.626094 48.1520056, 11.6261192 48.1520989, 11.6260871 48.1521982, 11.625972 48.1523035, 11.6259586 48.1524905, 11.6258472 48.1526666, 11.625866 48.1529332, 11.6259222 48.1534968))",,,,,Q2571481,,+49 89 9229969 0,https://www.whg.schule/,sekretariat@whg.musin.de,,,Gymnasium an der Englschalkinger Straße,,,,,,de:Wilhelm-Hausenstein-Gymnasium,,,,,,,+49 89 9229969 39,,,,,,,,,,,,,,,,,,WHG,,,,,,,,,,,"[1545397987, 1545398001, 1545397989, 1545397998, 1545397985, 1545397986, 1545397995, 1545397988, 1545397982, 1545397994, 1545397993, 2939804949, 2939804959, 1545397997, 2939804954, 2939804984, 1545397996, 1545398000, 1545397983, 1545397987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141425577,München,,21,81245,Oselstraße,school,Grundschule an der Oselstraße,,,"POLYGON ((11.4610343 48.1532862, 11.4609679 48.1532888, 11.4609193 48.1532919, 11.4608915 48.1532936, 11.4598256 48.1533606, 11.4594521 48.1525363, 11.4600732 48.1525183, 11.4600417 48.1523556, 11.4609168 48.1523684, 11.4609588 48.152667, 11.4610279 48.1532199, 11.4610343 48.1532862))",,,,,Q1550687,,,https://oselschule.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1547971478, 2460698170, 2468157809, 2460698173, 1547971484, 1547971413, 1547971411, 1547971405, 1547971406, 1665294385, 2460698159, 1547971478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,143939720,,,,,,school,Agilolfingerschule,,no,"POLYGON ((11.5656685 48.1156649, 11.5657617 48.1155799, 11.5659175 48.1153622, 11.5659153 48.1152472, 11.5659129 48.1152048, 11.5659082 48.1149593, 11.5659062 48.1149174, 11.5658965 48.1146216, 11.5658853 48.1146019, 11.5658586 48.1145915, 11.5654174 48.1145953, 11.5654169 48.114519, 11.565291 48.1145193, 11.5648655 48.1145208, 11.5648664 48.1145803, 11.5638097 48.1145825, 11.5637946 48.1154721, 11.5652947 48.1155484, 11.5654226 48.1155449, 11.5654799 48.1155748, 11.5655615 48.1156173, 11.5656685 48.1156649))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1575010355, 4567210664, 441257475, 1575044843, 1575047412, 1575047415, 1575098584, 1575098587, 1575100429, 1575098582, 1575047413, 1575047426, 1575047427, 1575048841, 1575048837, 1451933615, 1452932396, 1575048839, 1364765389, 1575018245, 1364765402, 1575010355]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144250108,,,,,,school,Förderschule an der Gilmstraße,,,"POLYGON ((11.5063702 48.1205288, 11.5063568 48.1203375, 11.5063538 48.1202941, 11.5064822 48.1202901, 11.5064827 48.1202975, 11.5065905 48.1202941, 11.5065889 48.1202715, 11.5067124 48.1202676, 11.5067173 48.1203377, 11.50673 48.1205189, 11.5066175 48.1205225, 11.5066191 48.1205451, 11.5064931 48.120549, 11.5064914 48.120525, 11.5063702 48.1205288))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1578201874, 2423053965, 1578201499, 4443022418, 4443022422, 4443022419, 4443022413, 1578202065, 1578201815, 1578202058, 1578202005, 1578202013, 1578201542, 1578201963, 1578201874]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144250123,,,,,,school,Grundschule an der Gilmstraße 46 & Sonderpädagogisches Förderzentrum München Mitte 3 — am Westpark,,,"POLYGON ((11.5054442 48.1209139, 11.5051343 48.1197161, 11.5057956 48.1196211, 11.5066184 48.1195808, 11.5066263 48.1197271, 11.5070436 48.1197159, 11.5070599 48.1200603, 11.5071277 48.1208715, 11.5068671 48.1208879, 11.5062286 48.1208513, 11.5054442 48.1209139))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1578201488, 1578201700, 1578201540, 1584362418, 1584362415, 1578201658, 1578202087, 1578201775, 1584362413, 1578201859, 1578201488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144250131,,,,,,school,Grundschule an der Gilmstraße,,,"POLYGON ((11.5069424 48.1203405, 11.5069259 48.1201038, 11.5068042 48.1201076, 11.5068026 48.120085, 11.5066766 48.1200889, 11.5066782 48.120111, 11.5065599 48.1201147, 11.5065709 48.120272, 11.5067124 48.1202676, 11.5067173 48.1203377, 11.5068142 48.1203347, 11.5068149 48.1203445, 11.5069424 48.1203405))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1578201734, 1578201680, 1578201772, 1578202027, 1578202081, 1578201741, 1578201507, 1578202071, 1578202065, 1578201815, 4443022424, 4443022428, 1578201734]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144336130,,,,,,school,Grundschule Burmesterstraße 23,,,"POLYGON ((11.6159768 48.2060263, 11.6166473 48.2059012, 11.6165748 48.2057154, 11.6167415 48.2056865, 11.6166563 48.205472, 11.6174968 48.2053118, 11.6171041 48.2044777, 11.616878 48.2039974, 11.6153062 48.2043746, 11.6159768 48.2060263))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1578766051, 1578766053, 1578766052, 1578816610, 1578816601, 1578766050, 2478975046, 1578766054, 1578766057, 1578766051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144346589,,,20,,Thelottstraße,school,Grundschule mit Tagesheim an der Thelottstraße 20,,,"POLYGON ((11.5615803 48.2242688, 11.5616897 48.2232961, 11.5636719 48.2233032, 11.5637711 48.2227904, 11.5648295 48.2229697, 11.5641509 48.2239025, 11.5633661 48.2238858, 11.5633223 48.2242913, 11.5615803 48.2242688))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[609942717, 1578944968, 1578944946, 1578944945, 1578944972, 1578944970, 1578944962, 609942718, 609942717]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144535794,,,,,,school,Grundschule an der Paulckestraße,,,"POLYGON ((11.5518608 48.2179441, 11.5519707 48.2171452, 11.5520619 48.2171488, 11.5521505 48.2164893, 11.5516735 48.2164536, 11.550571 48.2163712, 11.5503295 48.217915, 11.5518608 48.2179441))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1580874546, 1580874549, 1580874528, 1580874454, 6807814970, 288447426, 1580874523, 1580874546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144847539,,,,,,school,Grundschule am Hildegard-von-Bingen-Anger,,,"POLYGON ((11.5698534 48.2114782, 11.5708002 48.2115389, 11.5709638 48.2111958, 11.5710411 48.2109279, 11.5710652 48.2109297, 11.5713871 48.2101468, 11.5706205 48.2100018, 11.5702236 48.2099571, 11.5701452 48.2101236, 11.5701029 48.2101537, 11.5700653 48.210395, 11.5699863 48.2105476, 11.5698534 48.2114782))",,,,,,,,http://www.gshvbingen.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10095152145, 1583453831, 1583453832, 1583453829, 1583453824, 1583453823, 10095152188, 1583453825, 1583453827, 1583453826, 1583453822, 10095152146, 10095152145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144965080,,,,,,school,HPCA Otto Steiner Schule Außenstelle,Bing,,"POLYGON ((11.559145 48.2083081, 11.5591628 48.2082313, 11.5589388 48.2082083, 11.558921 48.2082851, 11.559145 48.2083081))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1584393245, 1584393248, 1584393246, 1584393247, 1584393245]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145736232,,,,,,school,Silvia-Görres-Schule,,,"POLYGON ((11.5818615 48.2115833, 11.581924 48.2115814, 11.581925 48.211596, 11.5822868 48.2115851, 11.5822808 48.2114972, 11.582233 48.2114986, 11.5822228 48.2113483, 11.5823224 48.2113453, 11.5823109 48.211176, 11.5819153 48.211188, 11.5819104 48.2111166, 11.5817031 48.2111228, 11.5817202 48.2113741, 11.5819222 48.211368, 11.5819288 48.2114639, 11.5818535 48.2114661, 11.5818615 48.2115833))",,,Lebenshilfe München Kinder und jugend GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1590916855, 1590916832, 1590916831, 1590916833, 1590916834, 1590916836, 1590916845, 1590916830, 1590916854, 1590916829, 1590916828, 1590916853, 1590916852, 1590916847, 1590916849, 1590916851, 1590916855]",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147028665,,,,,,school,Manzoschule,,yes,"POLYGON ((11.4826733 48.1834953, 11.4828216 48.1850007, 11.4828464 48.18515, 11.4829064 48.1855105, 11.4834532 48.1854199, 11.4838624 48.1853295, 11.4841974 48.1852509, 11.4838778 48.1834696, 11.4826733 48.1834953))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[391216400, 1602213849, 3374560840, 194583030, 391216410, 391216404, 194583028, 90223837, 391216400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147975936,,,,,,school,Grundschule an der Eversbuschstraße 182,,,"POLYGON ((11.4595822 48.1998285, 11.4593735 48.1998208, 11.4581882 48.1997636, 11.4581874 48.1990694, 11.4587464 48.1990741, 11.4588123 48.1986707, 11.4597657 48.1987313, 11.459635 48.1994927, 11.4595822 48.1998285))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1610921834, 1605418986, 1605418967, 1605418917, 1605418928, 1605418921, 1610921837, 1999179993, 1610921834]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150856997,,,,,,school,Grundschule an der Forstenrieder Allee,,,"POLYGON ((11.4961146 48.0857889, 11.4958172 48.0858277, 11.4954737 48.0859406, 11.495592 48.0861126, 11.495615 48.0861461, 11.4959141 48.0862322, 11.4959796 48.086255, 11.4971893 48.0866582, 11.4976094 48.0867795, 11.4977643 48.0865953, 11.4977575 48.0865638, 11.4978147 48.0865583, 11.4982788 48.0865615, 11.4980749 48.0856942, 11.4966776 48.085619, 11.4964704 48.0856102, 11.4962857 48.0856394, 11.4960863 48.0856588, 11.4960946 48.085697, 11.4961146 48.0857889))",,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1637245864, 1637245877, 1637245903, 3008598502, 1637245966, 3995343934, 3995343936, 1637246220, 1637246414, 1637246189, 1637246140, 1637246141, 1637246142, 1637245844, 1637245826, 6060208297, 1637245835, 2743437145, 1637245845, 1637245864]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
