element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,source,geometry,access,amenity,fee,parking,toilets:wheelchair,wheelchair,cuisine,diet:vegan,diet:vegetarian,name,opening_hours,phone,tourism,website,maxheight,note,check_date:opening_hours,shop,brand,brand:wikidata,brand:wikipedia,operator,surveillance,capacity,level,contact:website,description,office,sport,wikidata,addr:inclusion,disused:amenity,disused:parking,capacity:disabled,park_ride,check_date,operator:wikidata,height,lit,addr:place,changing_table,covered,wheelchair:description:de,contact:email,contact:fax,contact:phone,source:addr,drive_through,operator:type,ref,contact:facebook,contact:instagram,wheelchair:description,contact:youtube,atm,type,artist_name,start_date,postal_code,material,colour,wikimedia_commons,historic,nodes,architect,building,building:colour,building:levels,building:material,heritage,heritage:operator,internet_access,internet_access:fee,internet_access:password,internet_access:ssid,old_name,ref:lda,roof:colour,roof:levels,roof:shape,short_name,wikipedia,year_of_construction,fax,email,layer,toilets,addr:housename,diet:kosher,roof:height,roof:material,disused:shop,location,indoor_seating,outdoor_seating,alt_name,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,payment:edenred_ticket,payment:girocard,old_ref,heritage:website,lda:criteria,branch,payment:mastercard,payment:visa,stroller,addr:city:fa,atm:operator,nohousenumber,dog,elevator,diet:halal,self_checkout,disused:toilets,compressed_air,fuel:diesel,fuel:octane_91,fuel:octane_95,kiosk,building:levels:underground,smoking,takeaway,drink:club-mate,organic,roof:orientation,ele,ref:vatin,name:fa,name:ru,opening_hours:covid19,service,name:de,wholesale,payment:maestro,building:use,payment:cards,fascade:material,capacity:parent,capacity:women,fuel:octane_98,opening_hours:signed,url,payment:american_express,payment:apple_pay,payment:diners_club,payment:google_pay,payment:vpay,fuel:GTL_diesel,fuel:lpg,fuel:octane_100,owner,payment:coins,payment:notes,social_facility,origin,area,name:cs,name:sk,fuel:biodiesel,fuel:cng,fuel:e85,payment:v_pay,fixme,drink:coffee,building:part,fuel:e10,self_service,noaddress,building:architecture,contact:pinterest,roof:cover:material,air_conditioning,takeaway:covid19,culture,gay,lgbtq,disused,source:addr:housenumber,disused:building,access:covid19,delivery,fuel:HGV_diesel,heritage:ref,protection_status,source:building:levels,service:vehicle:car_repair,service:vehicle:oil_change,construction_date,min_height,craft,image,recycling:scrap_metal,recycling_type,second_hand,toilets:access,addr:floor,automated,addr:neighbourhood,noname,building:min_level,fuel:LH2,club,official_name,car_wash,abandoned:amenity,facebook,instagram,mobile,whatsapp,youtube,website:menu,social_facility:for,source:name,loc_name,community_centre,building:parts,zero_waste,construction,source:geometry,name:ja,name:en,name:signed,male,ref:shop:num,safety:hand_sanitizer:covid19,operator:legal,not:brand:wikidata,opening_date,sausage,ways,note:opening_hours,source:opening_hours,name:ko,name:es,name:fr,name:nl,name:tr
way,421810591,,,,,,,Geoportal Berlin / ALKIS,"POLYGON ((13.349822 52.5355683, 13.3497861 52.5355638, 13.3498237 52.5354536, 13.349894 52.5354622, 13.3499756 52.5354715, 13.3499028 52.535685, 13.3499003 52.5356925, 13.3497825 52.5356843, 13.349822 52.5355683))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4215436636, 4215436633, 4215436595, 4215436598, 4215436600, 4215436671, 4215436673, 4215436670, 4215436636]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,421829986,,,,,,,,"POLYGON ((13.332225 52.5066889, 13.3323169 52.5066497, 13.332317 52.5066496, 13.3323346 52.5066458, 13.3323347 52.5066458, 13.3323497 52.5066464, 13.3323499 52.5066465, 13.3323664 52.5066519, 13.3323665 52.5066519, 13.3323783 52.506663, 13.3324148 52.5066974, 13.3324842 52.506763, 13.3325364 52.5068124, 13.3325425 52.5068183, 13.3325566 52.506832, 13.3325687 52.5068437, 13.3325807 52.506855, 13.3325961 52.5068701, 13.3326728 52.5069554, 13.3330981 52.5074961, 13.333107 52.5075087, 13.3331078 52.5075237, 13.3331079 52.5075238, 13.3331018 52.5075354, 13.3331017 52.5075354, 13.3330898 52.5075454, 13.3329875 52.5075726, 13.3328492 52.5073918, 13.3328367 52.5073755, 13.3328246 52.5073595, 13.3328006 52.507329, 13.3327866 52.5073117, 13.3327848 52.5073095, 13.3327702 52.5072917, 13.3327698 52.5072915, 13.3327405 52.5072555, 13.3325854 52.5070663, 13.3325323 52.5070018, 13.3325272 52.5069947, 13.3325185 52.5069846, 13.33251 52.5069748, 13.3324971 52.5069596, 13.3324832 52.5069427, 13.332467 52.506923, 13.3323236 52.5067787, 13.3323236 52.5067785, 13.3323038 52.5067591, 13.3322927 52.5067481, 13.3322542 52.5067146, 13.332225 52.5066889))",,,,,,,,,,Zooterrassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glass,,,,"[220678102, 9633396017, 1123522599, 4207107458, 9633396117, 9633396018, 4207107459, 4207107461, 9633396019, 1123522606, 9633396020, 9633396027, 4207107472, 9633396219, 4207107479, 4207107484, 4215639391, 4207107489, 4207107502, 1123522597, 4207107525, 9633396025, 4207107526, 9633396218, 4207107527, 4207107528, 4215639428, 9633259719, 4206820425, 4206820421, 2781430509, 9633133919, 4206820415, 9633259219, 9633259017, 4215639415, 4215639399, 4206820344, 4442159119, 9633133917, 9633133817, 2781430274, 9633133719, 4206820330, 9633258517, 4206820323, 9633133617, 2781430267, 4206820319, 220678102]",,retail,,2,,,,,,,,,,,,flat,,,,,,1,,,,,tar_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,422272387,,,,,,,,"POLYGON ((13.6117675 52.5044138, 13.6117795 52.5045393, 13.6117948 52.5045388, 13.6118111 52.504709, 13.612047 52.5047006, 13.6120259 52.5044799, 13.6120068 52.5044806, 13.6119996 52.5044056, 13.6117675 52.5044138))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4220147871, 4220147879, 4220147878, 4220147884, 4220147883, 4220147874, 4220147875, 4220147870, 4220147871]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,423617385,,,,,,,Geoportal Berlin / ALKIS,"POLYGON ((13.3570736 52.5255315, 13.3570217 52.5255304, 13.3569956 52.52553, 13.3570006 52.5253579, 13.3569848 52.5253577, 13.3570108 52.5253259, 13.3569766 52.5253151, 13.357011 52.525274, 13.3571055 52.5253035, 13.3571481 52.5253168, 13.3571157 52.5253552, 13.3571314 52.5253601, 13.3571293 52.5253625, 13.3571779 52.5253777, 13.3571787 52.5254057, 13.3570736 52.5255315))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1208597400, 4231816087, 4231816086, 1202747236, 4231816028, 4231816015, 4231816008, 4231815989, 4231816004, 1208597185, 4231816029, 4231816030, 4231816033, 1208597565, 4231816056, 1208597400]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,423871577,,,,,,,Geoportal Berlin / ALKIS,"POLYGON ((13.3838443 52.5507063, 13.3838127 52.5507268, 13.3837984 52.5507179, 13.3837884 52.5507117, 13.3835691 52.550575, 13.3836935 52.5504976, 13.3838055 52.5505694, 13.3839311 52.5504902, 13.3840459 52.5505617, 13.3840655 52.5505742, 13.3840401 52.55059, 13.3840204 52.5505774, 13.3838256 52.5506966, 13.3838443 52.5507063))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4233891604, 4233891609, 4233891605, 10989090851, 4233891586, 4233891571, 4233891583, 4233891570, 4233891582, 4233891585, 4233891590, 4233891587, 4233891602, 4233891604]",,retail,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,423871619,,,,,,,Geoportal Berlin / ALKIS,"POLYGON ((13.3809102 52.5502377, 13.3809212 52.5502458, 13.3807993 52.5503156, 13.3805982 52.5504308, 13.3804959 52.5503628, 13.3809057 52.5501329, 13.380991 52.5501954, 13.3809102 52.5502377))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4233891509, 421931096, 4233891534, 4233891562, 421931088, 4233891379, 4233891495, 4233891509]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,425932207,,,,,,,,"POLYGON ((13.2102703 52.5593752, 13.2094159 52.5594844, 13.2090433 52.5593067, 13.2087906 52.5591845, 13.2091225 52.5589308, 13.2090696 52.5589053, 13.2091502 52.5588437, 13.2091978 52.5588073, 13.209357 52.5588842, 13.2093497 52.5588899, 13.2093163 52.5589153, 13.2094284 52.5589695, 13.2094662 52.558946, 13.2094768 52.5589383, 13.2095514 52.5589791, 13.2097333 52.5589537, 13.2097367 52.5589634, 13.2097476 52.5589941, 13.2099946 52.5589633, 13.2099733 52.5589003, 13.2104596 52.5588381, 13.2104815 52.5589021, 13.2117689 52.5587371, 13.2117957 52.5588161, 13.2117448 52.5588622, 13.2117726 52.5589431, 13.2118874 52.5589651, 13.2118501 52.5590309, 13.2119939 52.5590582, 13.2120292 52.5591523, 13.2102703 52.5593752))",,,,,,,,,,Maselake Areal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3716600455, 4252490045, 4252490046, 4252490048, 6005002648, 6005002647, 6005002646, 4252490049, 6005002649, 6005002645, 9343338276, 9343338286, 9343338277, 9343338285, 9343338278, 9343338283, 9343338279, 9343338282, 9343338297, 9343338288, 9343338287, 9343338295, 3716600457, 9343338293, 9343338292, 9343338291, 9343338290, 9343338289, 10006506607, 3716600454, 3716600455]",,retail,,2,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,426297583,,,,,,,,"POLYGON ((13.4177348 52.4985975, 13.4176682 52.4985982, 13.4175986 52.4983532, 13.4177411 52.4983252, 13.4177388 52.4984642, 13.4177348 52.4985975))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[667482282, 4256046868, 4256046869, 667482263, 667482273, 667482282]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,426297584,,,1,,Kottbusser Straße,,,"POLYGON ((13.4179376 52.4985994, 13.4179406 52.4984671, 13.4179394 52.4983263, 13.4180831 52.4983526, 13.4180116 52.498601, 13.4179376 52.4985994))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[667482283, 667482275, 667482264, 4256046870, 4256046871, 667482283]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,428386785,,,,,,,,"POLYGON ((13.3081496 52.6181061, 13.308558 52.6177489, 13.3087192 52.6176111, 13.3088309 52.6175156, 13.3088567 52.6175267, 13.3088905 52.6175413, 13.3089514 52.6174893, 13.3089895 52.6174567, 13.3089756 52.6174507, 13.3090184 52.6174141, 13.3086975 52.6172757, 13.3086463 52.6173194, 13.3085173 52.6174298, 13.3082828 52.6176302, 13.3078651 52.6179882, 13.3081496 52.6181061))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4274940507, 4994787621, 8679689721, 4994787622, 6423740912, 6095984490, 4819746856, 6095984489, 6095984488, 4274940505, 4274940504, 8679689720, 4994787623, 4994787625, 4274940506, 4274940507]",,retail,,4,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431211853,,,,,,,,"POLYGON ((13.5262149 52.4809238, 13.5262428 52.4809481, 13.5263685 52.4808945, 13.5263406 52.4808702, 13.5262149 52.4809238))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[4304568077, 4304568079, 4304568076, 4304568075, 4304568077]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431487800,,,,,,,,"POLYGON ((13.569834 52.5384967, 13.5704605 52.5383713, 13.5704603 52.5383111, 13.5704514 52.5380393, 13.5704462 52.5378815, 13.5701756 52.5378849, 13.5701794 52.5380407, 13.570186 52.5383125, 13.5698315 52.5383164, 13.5697093 52.5380864, 13.5695865 52.5378553, 13.5695018 52.5378721, 13.5696215 52.5381027, 13.569834 52.5384967))",,,,,,,,,,Besucherzentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4306969148, 4306969146, 4306973095, 7859299588, 4306971988, 4306973089, 7859293227, 4306973096, 4306973102, 6753672495, 4384503756, 4306969144, 5204618301, 4306969148]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431656512,,,,,,,Garmin Oregon 550,"POLYGON ((13.566243 52.5720934, 13.5663475 52.5720598, 13.5663268 52.572036, 13.5662223 52.5720696, 13.566243 52.5720934))",,,,,,yes,,,,ServiceStore DB,"Mo-Fr 05:00-19:00; Sa,Su 08:00-19:00",,,,,,,convenience,ServiceStore DB,Q84482517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4308835299, 4308835297, 4308835294, 4308835298, 4308835299]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://i.imgur.com/CL1tfl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,432763459,Berlin,DE,1,12435,Am Flutgraben,,,"POLYGON ((13.4503805 52.4967654, 13.450527 52.4968578, 13.4505806 52.4968263, 13.4504341 52.4967339, 13.4503805 52.4967654))",,bar,,,,no,,,,Club der Visionaere,,+49 30 69518942,,https://clubdervisionaere.com/,,,,,,,,,,,,,,,,Q5136437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4317213316, 4317213320, 4317213318, 4317213314, 4317213316]",,retail,,2,,,,,,,,,,,,,,de:Club der Visionaere,,,,,yes,,,,,,,no,yes,CDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,432763460,,,,,,,,"POLYGON ((13.4506618 52.4968701, 13.4505985 52.4969082, 13.4509008 52.4970942, 13.4509641 52.4970561, 13.4506618 52.4968701))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4317213321, 4317213323, 4317213326, 4317213324, 4317213321]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,432949970,Berlin,,259,12057,Karl-Marx-Straße,,,"POLYGON ((13.442636 52.4658766, 13.4427378 52.4656356, 13.4428713 52.4656565, 13.4428486 52.4657101, 13.4429353 52.4657237, 13.4429425 52.4657066, 13.4430805 52.4657282, 13.4430227 52.4658653, 13.4429002 52.4658461, 13.442909 52.4658253, 13.4427993 52.4658081, 13.442762 52.4658963, 13.442636 52.4658766))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4318738877, 4318738878, 4318738879, 4318738880, 4318738881, 4318738882, 4318738883, 4318738884, 4318738885, 4318738886, 4318738887, 4318738888, 4318738877]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,433399362,,,,,,,,"POLYGON ((13.7212989 52.4191293, 13.7214607 52.4191848, 13.7215015 52.4191404, 13.7213398 52.419085, 13.7212989 52.4191293))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4321761131, 4321761135, 4321761132, 4321761128, 4321761131]",,retail,,1,,,,,,,,,,,0,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,433399403,,,,,,,,"POLYGON ((13.7215737 52.4192503, 13.7217226 52.4193056, 13.7217732 52.4192549, 13.7216243 52.4191997, 13.7215737 52.4192503))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4321761139, 4321761144, 4321761140, 4321761136, 4321761139]",,retail,,1,,,,,,,,,,,0,saltbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,435776326,,,,,,,,"POLYGON ((13.2800107 52.5891709, 13.2799964 52.589169, 13.27995 52.5892312, 13.2798924 52.5892158, 13.2799347 52.589154, 13.2799212 52.5891492, 13.2799386 52.5891246, 13.2799279 52.5891179, 13.279973 52.5890672, 13.2799667 52.5890651, 13.2799942 52.5890335, 13.2800777 52.5890597, 13.2800494 52.5890937, 13.2800608 52.5890948, 13.2800203 52.5891587, 13.2800107 52.5891709))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4336719128, 4337962231, 4337962238, 4337962237, 4337962230, 4336719119, 4336719106, 4336719098, 4337962227, 4336719053, 4336719016, 4337962226, 4337962228, 3372222621, 3372222624, 4336719128]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,435988041,Berlin,DE,4,14129,Wiesenschlag,Nikolassee,,"POLYGON ((13.2181912 52.4271173, 13.2179067 52.4270475, 13.2178316 52.4271712, 13.2176159 52.4271203, 13.2177684 52.4268655, 13.2182716 52.4269886, 13.2181912 52.4271173))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[359053627, 359053629, 4338763196, 4338763193, 359053642, 359053644, 359053627]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,435988043,Berlin,DE,4,14129,Wiesenschlag,Nikolassee,Geoportal Berlin / Hauskoordinaten,"POLYGON ((13.2176159 52.4271203, 13.2178316 52.4271712, 13.2177316 52.4273361, 13.2179476 52.4274484, 13.2177939 52.4275518, 13.2174679 52.4273674, 13.2176159 52.4271203))",,,,,,,,,,Bio Company,Mo-Sa 08:00-20:00,,,,,,2022-07-01,supermarket,Bio Company,Q864179,de:Bio Company,,,,,https://www.biocompany.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4338763193, 4338763196, 359053632, 359053634, 359053637, 359053638, 4338763193]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437672216,,,,,,,,"POLYGON ((13.4527102 52.5445712, 13.4529572 52.5447965, 13.4532793 52.5446639, 13.453033 52.5444394, 13.4527102 52.5445712))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4354641391, 4354641393, 4354641392, 4354641288, 4354641391]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437672219,,,13A,,Chopinstraße,,,"POLYGON ((13.465507 52.5471945, 13.4653557 52.5471609, 13.4654304 52.5470357, 13.4655075 52.5470528, 13.4655275 52.5470195, 13.4656016 52.5470361, 13.465507 52.5471945))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6499783355, 6499783354, 6499783353, 6499783352, 6499783351, 6499783350, 6499783355]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437780958,,,,,,,,"POLYGON ((13.3652041 52.5429807, 13.3652477 52.5429565, 13.3652277 52.5429432, 13.3651842 52.5429675, 13.3652041 52.5429807))",,,,,,yes,,,,Back Baron,,,,,,,,bakery,,,,,,,-1,,,,,,,,,,,2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4355930622, 4355930620, 4355930619, 4355930621, 4355930622]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,439362293,,,,,,,,"POLYGON ((13.4931965 52.4193533, 13.4933534 52.4192351, 13.4932864 52.419202, 13.4931295 52.4193202, 13.4931965 52.4193533))",,,,,,,,,,Flemming & Klingbeil,Mo-Fr 09:00-18:00; Sa 09:00-13:00,+4930 3950613 1,,https://www.flemming-klingbeil.de/filialen/rudow,,,2023-02-05,hearing_aids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4369800366, 4369800362, 4369800361, 4369800365, 4369800366]",,retail,,,,,,,,,,,,,,,,,,+4930 3950613 2,rudow@flemming-klingbeil.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
