element_type,osmid,amenity,name,religion,wheelchair,geometry,denomination,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:phone,contact:website,operator,website,note,addr:housename,service_times,wheelchair:description,source,contact:email,description,name:ru,opening_hours,place_of_worship,start_date,name:de,name:en,check_date,level,name:fa,email,phone,fax,construction,wikidata,wikipedia,addr:inclusion,alt_name,contact:facebook,contact:fax,toilets:wheelchair,name:ar,name:ku,colour,man_made,contact:email_1,protestant,tourism,historic,church,name:bs,name:pt,short_name,contact:mobile,addr:unit,books,shop,name:tr,inscription,material,subject:wikidata,subject:wikipedia,network,internet_access,opening_hours:covid19,height,contact:deezer,contact:instagram,contact:spotify,contact:youtube,nodes,building,building:architecture,deanery,diocese,heritage,heritage:operator,heritage:website,parish,ref:lda,seamark:landmark:category,seamark:landmark:conspicuity,seamark:landmark:function,seamark:type,building:levels,roof:colour,roof:material,roof:orientation,roof:shape,ref,architect,building:colour,building:material,loc_name:de,loc_name:lb,min_height,roof:height,loc_name,tower:type,image,building:min_level,architect:wikidata,architect:wikipedia,bldam:criteria,operator:type,ref:bldam,year_of_construction,lda:criteria,name:etymology,name:etymology:wikidata,building:roof:height,building:roof:orientation,fee,name:he,name:it,name:nl,name:pl,name:uk,name:zh,alt_name:es,name:es,name:fr,name:sv,wikimedia_commons,internet_access:fee,source:building:levels,contact:tumblr,building:use,old_name,organisation,lda:inscription_date,url,fixme,construction_year,operator:description,roof:levels,opening_date,nohousenumber,toilets,toilets:access,member_of,check_date:opening_hours,heritage:description,air_conditioning,ele,addr:place,name:vi,preservation,smoking,name:af,name:be,name:cs,name:eu,name:hu,name:ko,name:no,name:ro,name:sk,official_name,subdenomination,name:ja,addr:district,date,survey:date,protect_class,building:facade:material,building:part,old_name:1957-1994,lit,noname,name:sr-Latn,description:de,name:et,reconstruction_date,layer,location,landuse,name:signed,ways,type
way,51382242,place_of_worship,Kirchengemeinde Schönow-Buschgraben,christian,,"POLYGON ((13.2592683 52.4133819, 13.2590769 52.4132523, 13.2592917 52.4131337, 13.2594825 52.4132629, 13.2594595 52.4132756, 13.2594715 52.4132837, 13.259506 52.4132647, 13.2595565 52.4132992, 13.2593838 52.4133946, 13.2593217 52.4133525, 13.2592683 52.4133819))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3912224481, 3912224469, 3912224461, 3912224470, 3912224473, 3912224474, 3912224471, 3912224476, 3912224482, 3912224479, 3912224481]",church,,,,4,lda,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09075620,,09075620,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,File:Kirche Schönow (Berlin-Zehlendorf).JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51511950,place_of_worship,Christi Himmelfahrt Kirche,christian,limited,"POLYGON ((13.3266835 52.4539965, 13.3265742 52.4538968, 13.3268291 52.4537925, 13.3268615 52.453822, 13.3268782 52.4538152, 13.3268662 52.4538042, 13.326898 52.4537909, 13.3269865 52.4538728, 13.3269536 52.4538869, 13.3269428 52.4538771, 13.3269265 52.4538838, 13.3269571 52.4539117, 13.3267938 52.4539786, 13.3267693 52.4539562, 13.3267589 52.4539605, 13.3267628 52.453964, 13.3266835 52.4539965))",greek_orthodox,Berlin,DE,32,12167,Mittelstraße,Steglitz,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3485838552, 3485838462, 3485838373, 3485838395, 3485838390, 3485838385, 3485838372, 3485838442, 3485838454, 3485838444, 3485838450, 3485838473, 3485838537, 3485838507, 3485838514, 3485838517, 3485838552]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51537546,place_of_worship,Pfingstkirche,christian,no,"POLYGON ((13.449702 52.5211973, 13.4497279 52.5211563, 13.4497211 52.5211546, 13.449733 52.5211372, 13.4495467 52.5210893, 13.4495523 52.5210812, 13.4494472 52.521055, 13.4494975 52.5209831, 13.4495214 52.520989, 13.4495945 52.5208792, 13.4496594 52.5208959, 13.4496939 52.5208451, 13.450032 52.5209311, 13.4498512 52.5211982, 13.4498298 52.5212298, 13.449702 52.5211973))",protestant,,,,,,,,https://pfingstkirche-berlin.de/,Evangelische Pfingst-Kirchengemeinde,,,,Su 10:00,,,,,,,,,,,,,,,,,,Q1600604,de:Pfingstkirche (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3457230016, 3457229994, 3457229992, 3457229988, 3457229963, 3457229961, 3457229949, 3457229898, 3457229903, 3457229803, 3457229817, 3457229681, 3457229842, 10569703056, 3457230030, 3457230016]",church,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51544687,place_of_worship,Sankt Johannes Evangelist Kirche,christian,yes,"POLYGON ((13.3501377 52.4514986, 13.3502063 52.451556, 13.3501897 52.4515609, 13.350181 52.4515641, 13.3501727 52.4515677, 13.3501662 52.4515707, 13.3501592 52.4515742, 13.3501538 52.4515775, 13.3501479 52.4515812, 13.3501429 52.4515848, 13.3501385 52.4515884, 13.3501348 52.4515916, 13.3501312 52.4515949, 13.3501281 52.4515981, 13.3501246 52.4516019, 13.3501209 52.451606, 13.3501179 52.4516103, 13.3501149 52.451615, 13.3501129 52.4516184, 13.3501107 52.4516226, 13.3501088 52.4516274, 13.3501077 52.4516315, 13.3499982 52.4516039, 13.3499841 52.4516261, 13.3495698 52.4515252, 13.3496717 52.4513655, 13.3497724 52.4513904, 13.34974 52.4514407, 13.3500753 52.4515245, 13.3501377 52.4514986))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11722072,de:St. Johannes Evangelist (Berlin-Steglitz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[659010248, 2783266330, 2783266332, 2783266335, 2783266337, 2783266339, 2783266342, 2783266345, 2783266346, 2783266347, 2783266348, 2783266349, 2783266350, 2783266351, 2783266352, 2783266354, 2783266355, 2783266356, 2783266357, 2783266358, 2783266360, 2783266363, 2783266353, 659010249, 659010250, 659010246, 2783266310, 2783266318, 2783266326, 659010248]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51563456,place_of_worship,Kirchengemeinde Berlin Mariendorf-Süd,christian,limited,"POLYGON ((13.3958965 52.4228087, 13.3959112 52.4227829, 13.3959572 52.4227026, 13.3959844 52.4226553, 13.3959905 52.4226452, 13.3961354 52.4226759, 13.3960397 52.4228383, 13.3958965 52.4228087))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3749439902, 3749439901, 3749439881, 3749439870, 3749439863, 3749439876, 3749439903, 3749439902]",church,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51688847,place_of_worship,St.-Thomas-Kirche,christian,limited,"POLYGON ((13.4265521 52.5051059, 13.4265472 52.5050976, 13.4265246 52.505103, 13.4265302 52.5051115, 13.426474 52.505126, 13.4264683 52.5051178, 13.4264508 52.5051226, 13.4264574 52.5051323, 13.4264472 52.505135, 13.4264369 52.5051199, 13.4264332 52.5051145, 13.4263894 52.5051255, 13.4263422 52.5051371, 13.4263478 52.5051452, 13.4263572 52.505159, 13.4263421 52.5051632, 13.4263361 52.5051533, 13.4263136 52.505159, 13.4263179 52.5051662, 13.426266 52.505179, 13.4262615 52.5051716, 13.4262373 52.5051778, 13.4262418 52.5051845, 13.4262307 52.505187, 13.4262386 52.5051996, 13.4262497 52.5051968, 13.4262737 52.5052308, 13.4262622 52.5052337, 13.4262713 52.5052471, 13.4262832 52.505244, 13.4262902 52.5052534, 13.4263122 52.5052481, 13.4263261 52.5052682, 13.4263194 52.5052696, 13.4263277 52.5052811, 13.4263342 52.5052796, 13.42635 52.5053036, 13.4263443 52.5053047, 13.4263523 52.5053167, 13.4263584 52.5053156, 13.4263754 52.5053401, 13.4263679 52.5053418, 13.4263699 52.5053459, 13.4263448 52.5053521, 13.4263421 52.5053475, 13.4263234 52.5053522, 13.4263261 52.5053569, 13.4263106 52.505361, 13.4263279 52.5053939, 13.4263406 52.5053973, 13.4263278 52.5054086, 13.4263192 52.5054207, 13.4263107 52.505419, 13.4263049 52.5054313, 13.4263129 52.5054329, 13.4263105 52.5054471, 13.4263105 52.5054619, 13.4263025 52.5054628, 13.4263078 52.5054763, 13.4263172 52.5054754, 13.4263247 52.5054886, 13.4263348 52.5054991, 13.4263272 52.5055019, 13.4263413 52.5055127, 13.4263478 52.5055102, 13.4263608 52.5055176, 13.4263784 52.5055248, 13.4263747 52.5055287, 13.4263934 52.5055348, 13.4263972 52.5055305, 13.4264149 52.5055342, 13.4264382 52.5055363, 13.4264345 52.5055446, 13.4264595 52.5055789, 13.4264749 52.5055747, 13.4264791 52.5055801, 13.4265009 52.5055738, 13.4264967 52.5055686, 13.4265113 52.5055644, 13.4265154 52.5055695, 13.4265225 52.5055675, 13.4265317 52.5055791, 13.4265426 52.5055886, 13.4265367 52.5055913, 13.4265483 52.5055991, 13.4265542 52.505596, 13.4265655 52.5056031, 13.4265765 52.5056081, 13.4265729 52.5056114, 13.4265861 52.505617, 13.4265904 52.5056135, 13.4266036 52.5056169, 13.4266168 52.5056196, 13.4266149 52.5056241, 13.426631 52.5056265, 13.4266332 52.5056224, 13.4266487 52.5056237, 13.426667 52.5056238, 13.4266667 52.5056283, 13.4266829 52.5056283, 13.4266834 52.5056232, 13.4266986 52.5056217, 13.4267118 52.5056194, 13.4267136 52.5056239, 13.4267312 52.5056195, 13.4267285 52.5056149, 13.4267425 52.5056108, 13.4267547 52.5056062, 13.4267583 52.5056094, 13.426772 52.5056031, 13.4267675 52.5055995, 13.4267774 52.5055939, 13.4267873 52.5055867, 13.4267932 52.5055891, 13.426803 52.5055802, 13.4267975 52.5055781, 13.4268052 52.5055681, 13.4268104 52.5055589, 13.4268166 52.5055606, 13.4268226 52.5055508, 13.4268153 52.5055492, 13.4268179 52.5055395, 13.4268179 52.5055297, 13.4268247 52.5055299, 13.426824 52.5055173, 13.426816 52.5055173, 13.4268127 52.5055062, 13.4268078 52.5054954, 13.4268137 52.5054941, 13.4268107 52.5054888, 13.4268236 52.5054864, 13.4268264 52.5054913, 13.4268471 52.5054865, 13.4268442 52.5054815, 13.4268613 52.5054778, 13.4268551 52.505469, 13.4268367 52.5054429, 13.4268327 52.5054371, 13.4268422 52.5054253, 13.4268491 52.5054146, 13.4268566 52.5054164, 13.4268633 52.5054051, 13.4268558 52.5054037, 13.4268568 52.505377, 13.4268636 52.5053761, 13.426858 52.5053621, 13.4268512 52.505363, 13.4268438 52.5053515, 13.4268359 52.5053418, 13.4268417 52.5053392, 13.4268292 52.5053292, 13.4268241 52.5053315, 13.4268096 52.5053225, 13.4267939 52.5053156, 13.4267981 52.505311, 13.4267787 52.5053053, 13.4267753 52.5053097, 13.426754 52.5053049, 13.4267317 52.5053023, 13.426738 52.5052948, 13.4267348 52.5052906, 13.4267172 52.5052669, 13.4267129 52.5052611, 13.4266927 52.5052661, 13.4266893 52.5052604, 13.4266698 52.505265, 13.4266723 52.5052687, 13.426649 52.5052741, 13.4266465 52.5052701, 13.426638 52.5052722, 13.4266227 52.5052483, 13.4266293 52.5052467, 13.426621 52.505234, 13.4266139 52.5052357, 13.4265954 52.5052102, 13.4266031 52.5052101, 13.4265949 52.5051979, 13.4265878 52.505201, 13.4265752 52.50518, 13.4265985 52.5051748, 13.426593 52.5051666, 13.4266035 52.5051643, 13.4265935 52.5051492, 13.4265825 52.5051519, 13.426561 52.5051188, 13.4265717 52.5051162, 13.4265628 52.5051032, 13.4265521 52.5051059))",protestant,,,,,,,,https://evkgk.de/page/3830/st-thomas-kirche,,,,,,,,,,,,,1869,,,,,,,,,,Q1573508,de:St.-Thomas-Kirche (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[659848429, 5747769708, 5747769709, 5747769710, 5747769714, 5747769711, 5747769712, 5747769713, 5747769802, 9884428066, 5747769809, 659848433, 5747769810, 9884428065, 5747769808, 5747769805, 5747769803, 5747769804, 5747769806, 5747769807, 5747769678, 5747769679, 659848427, 5747769680, 5747769681, 5747769682, 5747769686, 5747769683, 5747769684, 5747769685, 5747769687, 5747769688, 5747769669, 5747769667, 5747769668, 5747769670, 5747769665, 5747769663, 5747769664, 5747769666, 659848431, 5747769677, 5747769676, 5747769675, 5747769672, 5747769673, 5747769674, 659848439, 659848442, 5747769671, 5747769876, 659848437, 5747769759, 5747769760, 5747769875, 5747769874, 5747769781, 5747769757, 5747769758, 5747769780, 5747769779, 659848444, 5747769756, 5747769755, 5747769778, 659848446, 659848450, 5747769754, 5747769753, 5747769777, 5747769776, 659848448, 5747769773, 659848452, 5747769768, 5747769767, 5747769766, 5747769769, 5747769772, 5747769771, 5747769770, 5747769765, 659848456, 5747769752, 5747769871, 5747769764, 5747769762, 5747769763, 5747769870, 5747769869, 5747762207, 5747762205, 5747762206, 5747769868, 5747769867, 5747762204, 5747762203, 659848500, 5747769878, 5747769877, 5747769791, 5747762202, 5747769790, 5747769880, 5747769879, 5747769789, 5747762201, 5747769788, 5747769882, 5747769881, 5747769787, 5747762200, 5747769786, 5747769782, 5747769883, 5747769645, 5747762199, 5747769785, 5747769784, 5747769783, 659848497, 5747762198, 5747769646, 5747769775, 5747769774, 659848502, 5747769761, 659848482, 5747769647, 659848493, 5747769651, 5747769649, 5747769648, 5747769650, 659848480, 9884428053, 9884428051, 659848491, 5747769654, 659848487, 5747769653, 5747769652, 5747769885, 659848489, 5747769887, 5747769886, 659848468, 5747769888, 5747769891, 5747769890, 5747769889, 5747769655, 5747769894, 659848470, 5747769892, 5747769893, 5747769658, 5747769656, 5747769657, 659848474, 9884428055, 9884428057, 659848476, 5747769661, 5747769659, 5747769660, 5747769662, 5747769698, 5747769697, 2058070484, 5747769695, 5747769694, 5747769693, 5747769696, 5747769691, 5747769690, 5747769689, 5747769692, 5747769707, 5747769706, 5747769704, 5747769703, 5747769702, 5747769705, 5747769701, 5747769700, 5747769699, 659848429]",church,,,,4,lda,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09031197,,09031197,,,,,,,,,,,Friedrich Adler,,,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,File:St.-Thomas-Kirche - Berlin - Portalansicht.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51760717,place_of_worship,Institutskirche St. Afra,christian,yes,"POLYGON ((13.3974304 52.5453516, 13.3974332 52.5453472, 13.3974033 52.5453407, 13.3973928 52.5453432, 13.3973892 52.5453376, 13.3973962 52.5453359, 13.3973933 52.5453155, 13.3973803 52.5453119, 13.3973845 52.5453064, 13.3973947 52.5453092, 13.3974238 52.5452935, 13.3973869 52.5452838, 13.3973697 52.5452925, 13.3973634 52.5452878, 13.3973805 52.5452792, 13.3973621 52.5452552, 13.3973366 52.5452556, 13.397336 52.5452496, 13.3973619 52.5452491, 13.3973736 52.5452266, 13.3973613 52.5452166, 13.3973692 52.545213, 13.3973798 52.5452215, 13.3974217 52.5452126, 13.3974226 52.5451993, 13.3974327 52.5451996, 13.3974318 52.5452138, 13.3974687 52.5452216, 13.3974696 52.5451973, 13.3974581 52.5451939, 13.3974625 52.5451885, 13.3974725 52.5451915, 13.3974995 52.5451785, 13.3974987 52.5451713, 13.3975088 52.5451708, 13.3975095 52.5451775, 13.3975391 52.5451828, 13.3975367 52.5451704, 13.3975467 52.5451697, 13.3975493 52.545183, 13.3975872 52.545192, 13.3977866 52.5452408, 13.3978373 52.5452533, 13.3978165 52.5452849, 13.3978634 52.545296, 13.3978526 52.5453118, 13.3978459 52.5453101, 13.3978362 52.5453242, 13.397843 52.5453259, 13.3978387 52.5453321, 13.3978319 52.5453305, 13.397808 52.5453653, 13.3978148 52.545367, 13.3978113 52.5453722, 13.3978045 52.5453704, 13.3977837 52.5454007, 13.3977461 52.5453918, 13.3977258 52.5454225, 13.3976779 52.545411, 13.3975989 52.5453922, 13.3974304 52.5453516))",roman_catholic,Berlin,DE,31,13355,Graunstraße,Gesundbrunnen,+493020606680,,,http://kirchensuchmaschine.diomira.de/kirchenprofil/st_afra_berlin.htm?CSSID={uDx%2BGHt66Pk%2FYkzSxM5JRYOPsdtwkwKwsjwckjesNsc|~|},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3941527730, 3941527728, 3941527720, 3941527724, 3941527716, 3941527714, 3941527681, 3941527676, 3941527666, 3941527671, 3941527651, 3941527646, 3941527649, 3941527648, 3941527643, 3941527618, 3941527621, 3941527609, 3941527606, 3941527577, 3941527565, 3941527560, 3941527572, 3941527559, 3941527528, 3941527529, 3941527561, 3941527573, 3941527524, 3941527520, 3941527513, 3941527515, 3941527494, 3941527487, 3941527486, 3941527492, 3941527504, 3941527484, 3941527482, 3941527505, 3941527516, 3941527596, 3941527614, 3941527647, 3941527656, 3941527675, 3941527672, 3941527691, 3941527697, 3941527707, 3941527704, 3941527743, 3941527745, 3941527751, 3941527749, 3941527112, 3941527104, 3941527150, 3941527135, 3941527105, 3941527730]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51785680,place_of_worship,Emmaus-Kirche,christian,yes,"POLYGON ((13.4308244 52.4998642, 13.4308819 52.4998754, 13.430848 52.4999439, 13.4308217 52.4999399, 13.4308208 52.4999328, 13.4307841 52.499937, 13.4307866 52.4999441, 13.4307247 52.4999547, 13.4307212 52.4999507, 13.4307124 52.4999474, 13.4307052 52.499954, 13.4307266 52.4999627, 13.4307116 52.4999745, 13.4307218 52.4999803, 13.4307044 52.4999917, 13.4307132 52.4999973, 13.4306978 52.5000062, 13.4307053 52.5000122, 13.4306887 52.5000227, 13.4306976 52.5000283, 13.4306811 52.5000363, 13.4306888 52.5000428, 13.4306719 52.5000528, 13.4306805 52.5000595, 13.4306669 52.5000701, 13.4306742 52.5000752, 13.4306592 52.5000856, 13.4306678 52.5000927, 13.430652 52.5001029, 13.4306609 52.5001091, 13.4306457 52.5001193, 13.430652 52.5001257, 13.4306388 52.5001348, 13.4306466 52.5001403, 13.4306269 52.5001511, 13.4306193 52.5001468, 13.4306128 52.5001503, 13.4306338 52.5001633, 13.430635 52.5001628, 13.4307017 52.5002056, 13.4307034 52.5002048, 13.4307187 52.500215, 13.4308357 52.5002347, 13.4309831 52.5002082, 13.430981 52.5002042, 13.4309701 52.5002064, 13.4309644 52.5001919, 13.4309772 52.5001898, 13.430973 52.5001775, 13.430984 52.5001764, 13.4309799 52.5001611, 13.4309912 52.5001594, 13.4309868 52.5001438, 13.4309989 52.5001431, 13.4309928 52.5001284, 13.4310064 52.5001274, 13.4310005 52.5001131, 13.4310141 52.5001099, 13.4310093 52.5000983, 13.4310226 52.5000947, 13.4310155 52.5000804, 13.4310293 52.5000774, 13.431024 52.5000654, 13.4310348 52.5000634, 13.4310284 52.5000495, 13.4310438 52.5000475, 13.4310395 52.5000319, 13.4310513 52.50003, 13.4310478 52.5000149, 13.4310681 52.5000122, 13.4310655 52.5000055, 13.4310463 52.5000081, 13.4309788 52.4999656, 13.430985 52.4999511, 13.43097 52.4999484, 13.4309784 52.4999314, 13.4309864 52.4999151, 13.4309998 52.4999177, 13.4310096 52.4998963, 13.4310411 52.4999023, 13.4310539 52.4998733, 13.4311178 52.4998844, 13.4311765 52.4998758, 13.4311944 52.4998869, 13.431211 52.4998785, 13.4311914 52.4998671, 13.4312049 52.4998392, 13.4312317 52.4998363, 13.4312279 52.4998243, 13.4312019 52.4998264, 13.4311684 52.4998057, 13.4311785 52.4997905, 13.4311618 52.4997859, 13.4311514 52.4997979, 13.431109 52.4997892, 13.431121 52.4997628, 13.4310685 52.4997534, 13.431072 52.4997464, 13.4310955 52.4997397, 13.4310876 52.4997307, 13.4310696 52.4997362, 13.4310568 52.4997335, 13.4310505 52.4997444, 13.4310326 52.4997508, 13.4309996 52.4997444, 13.4309625 52.4997382, 13.4309554 52.4997277, 13.4309607 52.4997173, 13.4309471 52.499715, 13.4309372 52.4997057, 13.4309219 52.4997118, 13.4309367 52.499722, 13.4309338 52.4997279, 13.430886 52.4997198, 13.4308705 52.4997475, 13.4308291 52.4997396, 13.43083 52.4997251, 13.4308108 52.4997248, 13.4308086 52.4997394, 13.4307591 52.4997458, 13.430743 52.4997355, 13.4307309 52.4997436, 13.4307482 52.4997557, 13.4307338 52.4997854, 13.4307068 52.4997895, 13.4307109 52.4998014, 13.4307361 52.4997977, 13.4307768 52.4998265, 13.4307833 52.4998245, 13.4308119 52.4998298, 13.4308105 52.4998329, 13.4308357 52.4998377, 13.4308244 52.4998642))",protestant,Berlin,DE,8,10997,Lausitzer Platz,Kreuzberg,,https://www.emmaus.de/,,,,,,,,,,,,,,,,,,,,,,,Q1338502,de:Emmauskirche (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[660785913, 660785912, 660785928, 5747769001, 5747768999, 5747769000, 5747770400, 5747770401, 660785904, 5747770278, 5747770279, 5747770280, 5747770392, 5747770275, 5747770390, 5747770391, 5747770389, 5747770276, 5747770387, 5747770388, 5747770385, 5747770386, 5747770384, 5747770277, 5747770271, 5747770272, 5747770270, 5747770273, 5747770269, 5747770383, 5747770267, 5747770268, 5747770266, 5747768989, 5747768987, 5747768988, 660785905, 5747770281, 5747770284, 5747770282, 5747770283, 660785906, 660785932, 5747768992, 5747768990, 5747768991, 660785931, 5747770380, 5747770381, 5747770378, 5747770379, 5747770377, 5747770264, 5747770374, 5747770375, 5747770373, 5747770376, 5747770372, 5747770265, 5747768964, 5747768965, 5747768962, 5747768963, 5747768961, 5747768966, 5747768959, 5747768960, 5747768958, 5747768993, 5747768957, 5747770262, 660785927, 660785929, 5747768998, 5747768996, 660785930, 5747768995, 5747768994, 660785919, 660785920, 660785917, 660785918, 660785922, 5747769003, 5747769002, 660785926, 660785925, 5747769005, 5747769004, 660785921, 660785924, 5747769006, 5747769007, 660785923, 660785915, 660785916, 5747770291, 5747770290, 5747770286, 5747770285, 5747770287, 5747770288, 5747770289, 5747770292, 886003822, 1994994765, 5747769011, 5747769009, 5747769008, 5747770293, 5747770294, 5747769010, 660785908, 660785907, 660785909, 660785910, 5747769013, 5747769014, 5747769015, 660785903, 5747769016, 5747769017, 5747770395, 660785900, 5747770396, 5747770397, 660785902, 660785901, 5747770399, 5747770398, 1897830307, 660785914, 660785913]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51869996,place_of_worship,Sankt-Agnes-Kapelle,christian,,"POLYGON ((13.2259579 52.5838632, 13.2259455 52.5837465, 13.2260373 52.5837417, 13.2260377 52.5837355, 13.2261869 52.5837299, 13.2261873 52.5837356, 13.2262859 52.5837311, 13.2262881 52.5837548, 13.2263121 52.5837542, 13.2263136 52.5837677, 13.2263278 52.5837664, 13.2263535 52.5837876, 13.2263369 52.5838099, 13.2263197 52.5838099, 13.2263214 52.5838274, 13.2262959 52.5838287, 13.2262997 52.5838502, 13.2259579 52.5838632))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3891470569, 3891470096, 3891470095, 3891463107, 3891470093, 3891470094, 3891469123, 3891470099, 3891470098, 3891470757, 3891469125, 3891469980, 3891463836, 3891463108, 3891463109, 3891464264, 3891463485, 3891470569]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51869998,place_of_worship,Jesus-Christus-Kirche,christian,,"POLYGON ((13.2265693 52.5814423, 13.2265647 52.581441, 13.2265556 52.5814498, 13.2265535 52.5814553, 13.2265529 52.5814584, 13.2265654 52.5815782, 13.2264318 52.5815821, 13.2264217 52.5814812, 13.2264459 52.5814798, 13.2264486 52.5814602, 13.2264539 52.581441, 13.2264644 52.5814174, 13.2264825 52.58139, 13.226466 52.5813859, 13.2265141 52.5813077, 13.2265166 52.5813036, 13.2266066 52.5813253, 13.2268322 52.5813797, 13.2268192 52.5813997, 13.2268584 52.5814101, 13.2268289 52.5814519, 13.2267914 52.5814425, 13.2267811 52.5814585, 13.2265881 52.581414, 13.2265693 52.5814423))",protestant,Berlin,DE,1;3,13505,Schwarzspechtweg,Konradshöhe,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,1938,,,,,,,,,,Q1456331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2947863443, 2947861957, 2947863444, 2947862249, 2947863446, 2947861273, 2947843260, 2947861959, 2947859310, 2947862058, 2947862246, 2947861956, 2947861953, 2947862054, 2947857117, 2947859373, 2947862052, 2947859492, 2947859494, 2947859376, 2947861958, 2947859308, 2947859500, 2947857511, 2947863443]",yes,,,,4,lda,,,09012355,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51908637,place_of_worship,Offenbarungskirche,christian,yes,"POLYGON ((13.4613876 52.5071928, 13.4613589 52.5071723, 13.4612943 52.5072059, 13.4613229 52.5072264, 13.4612492 52.5072648, 13.461313 52.5073107, 13.4613123 52.5073323, 13.4613422 52.5073337, 13.4614212 52.5073899, 13.4615228 52.5073377, 13.4615186 52.5073345, 13.46179 52.5071954, 13.4617442 52.5071638, 13.4617108 52.507182, 13.4617019 52.5071753, 13.461727 52.5071468, 13.4617227 52.5071135, 13.4616836 52.5070865, 13.4616299 52.5070767, 13.4615791 52.5070932, 13.4613876 52.5071928))",protestant,Berlin,DE,31-37,10245,Simplonstraße,Friedrichshain,+49 30 2910870,http://www.boxhagen-stralau.de/,,,,,,,own investigation,,,,,,,,,,,,,,,,Q1488703,de:Offenbarungskirche (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3928005917, 3928005907, 3928005922, 3928005924, 3928005937, 3928005955, 3928005968, 3928005969, 3928006000, 3928005974, 3928005970, 3928005918, 3928005900, 3928005909, 3928005908, 3928005894, 3928005874, 3928005860, 3928005556, 3928005864, 3928005917]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
