element_type,osmid,geometry,barrier,opening_hours,access,lit,name,tourism,website,wheelchair,bicycle,foot,note,addr:city,addr:housenumber,addr:postcode,addr:street,phone,toilets:wheelchair,wheelchair:description,description,dog,fee,operator,addr:country,addr:suburb,level,source,artist_name,start_date,historic,loc_name,leisure,leaf_cycle,leaf_type,natural,wikidata,height,wikimedia_commons,image,surface,contact:website,landuse,nodes,name:etymology:wikidata,name:etymology:wikipedia,protection_title,wikipedia,alt_name,architect,architect:wikidata,architect:wikipedia,heritage,heritage:operator,heritage:website,lda:criteria,lda:inscription_date,name:he,name:ru,reconstruction_date,ref:lda,name:be,postal_code,smoothness,old_name,short_name,layer,sport,boundary,protect_class,place,name:en,opening_hours:covid19,de:strassenschluessel,historic:garden:type,historic:leisure,reg_name,name:fa,smoking,old_name:etymology:wikidata,old_name:etymology:wikipedia,short_protection_title,payment:coins,bldam:criteria,official_name,proposed:name,proposed:name:etymology:wikidata,proposed:name:start_date,source:description,building,denomination,religion,check_date:opening_hours,esperanto,name:etymology,operator:type,area,dogs,cemetery:end_date,name:ja,email,cutting,name:2017-03-12--,ref:whc,whc:criteria,whc:inscription_date,garden:type,nudism,was:landuse,building:levels,roof:shape,noname,roof:material,construction,year_of_construction,landcover,abandoned:amenity,ref:bldam,note:contact:website,website:de,whatsapp,ways,type,name:de,name:ko
way,1174242656,"POLYGON ((13.5511861 52.5681955, 13.5511023 52.5681755, 13.5510948 52.5681872, 13.5510658 52.5681803, 13.5510734 52.5681685, 13.5509049 52.5681283, 13.5508972 52.5681403, 13.5508647 52.5681325, 13.5508723 52.5681209, 13.5507068 52.5680814, 13.5506991 52.5680933, 13.5506677 52.5680858, 13.5506755 52.5680737, 13.5505142 52.5680352, 13.5505062 52.5680476, 13.550423 52.5680277, 13.550935 52.5672241, 13.5507484 52.5671794, 13.5506776 52.5671617, 13.5506924 52.5671394, 13.5508024 52.5670544, 13.5510214 52.5670088, 13.5510664 52.5669991, 13.5510837 52.567026, 13.5510355 52.567036, 13.5511011 52.5671527, 13.5517757 52.5670127, 13.5519683 52.5673553, 13.5521523 52.5673171, 13.5522085 52.5673057, 13.552084 52.5674543, 13.5520358 52.5674397, 13.5519247 52.5674061, 13.5518643 52.5673878, 13.5516226 52.5676808, 13.5513828 52.5679687, 13.5514006 52.5679746, 13.551383 52.5679958, 13.5513642 52.5679901, 13.5513406 52.5680186, 13.5513603 52.5680246, 13.5513048 52.5680919, 13.5513246 52.5680979, 13.5513082 52.5681177, 13.5512931 52.5681131, 13.5512687 52.5681428, 13.5514836 52.5682083, 13.5513806 52.5683575, 13.5512051 52.5683205, 13.5511985 52.5683312, 13.5511118 52.5683104, 13.5511861 52.5681955))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[9141575663, 9141575664, 9141575665, 9141575666, 9141575667, 9141575668, 9141575669, 9141575670, 9141575671, 9141575672, 9141575673, 9141575674, 9141575675, 9141575676, 9141575677, 276280425, 276280422, 276280423, 10910987175, 10910987174, 10704469485, 10910987176, 10910987112, 10910987113, 276280481, 276280480, 276280479, 276280493, 276280492, 10910987162, 10910987161, 276280458, 10910987199, 276280457, 6732345495, 6732345512, 6732345511, 6732345498, 6732345497, 6732345496, 6732345499, 6732345510, 6732345508, 6732345507, 6732345509, 276280460, 276280459, 10910987160, 10910987159, 10910987158, 276280361, 9141575663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1174245507,"POLYGON ((13.5577005 52.5678064, 13.5580344 52.5677247, 13.5579917 52.5676475, 13.5579504 52.5676562, 13.5579561 52.5676663, 13.557853 52.5676879, 13.5578469 52.5676771, 13.5578191 52.5676829, 13.5576797 52.5674362, 13.5577146 52.5674289, 13.5577079 52.5674169, 13.5578081 52.567396, 13.5578151 52.5674083, 13.5578524 52.5674005, 13.5579059 52.5674952, 13.5579207 52.5674921, 13.5579555 52.5675537, 13.5579407 52.5675568, 13.5579512 52.5675754, 13.5586191 52.5674358, 13.5586255 52.5674462, 13.5586798 52.5674348, 13.5586856 52.5674451, 13.558767 52.5674281, 13.5587613 52.567418, 13.5588626 52.5673969, 13.5588685 52.5674073, 13.5589547 52.5673893, 13.558949 52.5673794, 13.5590557 52.5673571, 13.5590619 52.5673682, 13.5591666 52.5673464, 13.5591554 52.5673264, 13.5591389 52.5673298, 13.5591038 52.5672667, 13.5591199 52.5672634, 13.5590974 52.567223, 13.559081 52.5672264, 13.5590467 52.5671648, 13.559064 52.5671613, 13.5590381 52.5671149, 13.5590207 52.5671185, 13.558989 52.5670617, 13.5590074 52.5670579, 13.5589827 52.5670136, 13.5589652 52.5670173, 13.558932 52.5669578, 13.5589487 52.5669543, 13.5589366 52.5669327, 13.5583715 52.5670484, 13.5577375 52.5671786, 13.5567009 52.56739, 13.5566442 52.5672874, 13.5565132 52.567314, 13.5564496 52.5673939, 13.5566262 52.5674483, 13.5565976 52.5674826, 13.5565854 52.5674788, 13.5565392 52.5675342, 13.5565523 52.5675382, 13.5565059 52.5675938, 13.5564911 52.5675892, 13.5564448 52.5676446, 13.5564581 52.5676487, 13.5564337 52.5676779, 13.5573439 52.5679626, 13.5573692 52.5679328, 13.5573881 52.5679387, 13.5574275 52.5678923, 13.5574082 52.5678862, 13.5574556 52.5678303, 13.5574757 52.5678366, 13.5575149 52.5677905, 13.5574945 52.5677841, 13.5575229 52.5677507, 13.5577005 52.5678064))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[276220288, 2844616580, 276220320, 10911016815, 10911016816, 10911016818, 10911016817, 276220321, 276220322, 10911016811, 10911016812, 10911016814, 10911016813, 276220319, 10911016810, 10911016808, 10911016807, 10911016809, 10911016875, 10911016874, 276220353, 10911016788, 10911016787, 10911016786, 10911016789, 10911016790, 10911016782, 10911016781, 10911016783, 10911016785, 10911016784, 276220316, 10911016774, 10911016775, 10911016773, 10911016771, 10911016770, 10911016772, 10911016776, 10911016761, 10911016762, 10911016763, 10911016769, 10911016764, 10911016765, 10911016766, 10911016768, 10911016767, 276220317, 10911016870, 2853605886, 276220068, 276220065, 10911016869, 276220128, 276220129, 10911016856, 10911016857, 10911016858, 10911016859, 10911016863, 10911016862, 10911016860, 10911016861, 10911016873, 10911016872, 10911016825, 10911016824, 10911016826, 10911016821, 10911016822, 10911016823, 10911016819, 10911016820, 276220287, 276220288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1174456392,"POLYGON ((13.5605218 52.5687024, 13.5606102 52.5689166, 13.5605014 52.5688827, 13.5604908 52.5688954, 13.5604629 52.5688867, 13.5603906 52.5689726, 13.5603693 52.568966, 13.5603409 52.5689997, 13.5602616 52.5689755, 13.5602719 52.5689631, 13.5602163 52.568946, 13.5602374 52.5689208, 13.5602933 52.5688544, 13.5593554 52.5685493, 13.5593734 52.5685289, 13.5585881 52.5682893, 13.5585254 52.568369, 13.5584586 52.5683485, 13.5584515 52.5683571, 13.5583947 52.5683396, 13.5584024 52.5683303, 13.5583516 52.5683147, 13.5583947 52.5682632, 13.5584084 52.5682674, 13.5584564 52.5682097, 13.5584433 52.5682057, 13.5584855 52.5681549, 13.5585022 52.5681601, 13.5585489 52.5681039, 13.5585321 52.5680988, 13.5585711 52.5680518, 13.5585868 52.5680567, 13.5586118 52.5680266, 13.5584351 52.5679724, 13.5587129 52.5679105, 13.55877 52.5680152, 13.559784 52.5678106, 13.5598194 52.5678749, 13.559804 52.567878, 13.5598399 52.5679432, 13.5598536 52.5679404, 13.5598826 52.5679931, 13.5598684 52.567996, 13.5599012 52.5680555, 13.5599141 52.5680529, 13.5599417 52.5681029, 13.5599273 52.5681058, 13.5599456 52.5681389, 13.5599874 52.5681303, 13.5600055 52.5681625, 13.560021 52.5681593, 13.5600599 52.5682283, 13.5600464 52.5682311, 13.5600628 52.5682603, 13.5600769 52.5682573, 13.560101 52.5683001, 13.5600872 52.5683029, 13.5601212 52.5683633, 13.5601362 52.5683602, 13.5601586 52.5684001, 13.5601431 52.5684033, 13.5601783 52.5684659, 13.5601918 52.5684631, 13.5602142 52.5685029, 13.5602002 52.5685059, 13.5602347 52.5685672, 13.5602487 52.5685643, 13.560272 52.5686057, 13.5602585 52.5686085, 13.5602946 52.5686727, 13.5603076 52.56867, 13.5603293 52.5687085, 13.5603155 52.5687113, 13.5603326 52.5687417, 13.5605218 52.5687024))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[2849056812, 9113717935, 9113717936, 9113717937, 276218801, 9113718016, 9113718015, 276218804, 2849079497, 9113718010, 2849079490, 9113717938, 10913137073, 10913137072, 10913137071, 10913137070, 10913137069, 9113717985, 9113717986, 9113717987, 9113717988, 9113717989, 9113718000, 9113717999, 9113717998, 9113717997, 9113717996, 9113717995, 9113717994, 9113717993, 9113717992, 9113717991, 9113717990, 276218706, 276218714, 276218717, 276218716, 10913137009, 10913137010, 10913137018, 10913137011, 10913137012, 10913137013, 10913137017, 10913137016, 10913137014, 10913137015, 2849056807, 2849056811, 10913137022, 10913137020, 10913137019, 10913137021, 10913137029, 10913137024, 10913137023, 10913137028, 10913137027, 10913137026, 10913137025, 10913137042, 10913137033, 10913137031, 10913137030, 10913137032, 10913137041, 10913137038, 10913137037, 10913137039, 10913137040, 10913137035, 10913137034, 10913137036, 2849056806, 2849056812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1174457251,"POLYGON ((13.5545502 52.5682936, 13.5546725 52.5683235, 13.5549478 52.5683149, 13.5550311 52.5682215, 13.554826 52.5681582, 13.5548056 52.568152, 13.5548306 52.568122, 13.5548509 52.5681282, 13.554863 52.5681138, 13.5548456 52.5681084, 13.5549024 52.5680405, 13.554882 52.5680342, 13.5549088 52.5680022, 13.5549291 52.5680085, 13.5549437 52.5679909, 13.5549233 52.5679847, 13.5550037 52.567888, 13.554967 52.5678765, 13.5555989 52.5671065, 13.5556428 52.5671194, 13.55566 52.5671247, 13.5558198 52.5671738, 13.5558942 52.5670314, 13.555702 52.5670705, 13.5552761 52.5662967, 13.5544313 52.566469, 13.5547943 52.5671207, 13.5546228 52.567156, 13.5546067 52.5671593, 13.5545637 52.5672098, 13.5547386 52.5672638, 13.5541003 52.568029, 13.5541704 52.5680507, 13.5541772 52.5680407, 13.5541973 52.5680166, 13.5546612 52.5681591, 13.5546404 52.5681841, 13.5546339 52.5681938, 13.5545502 52.5682936))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[276279827, 10913139644, 10913139645, 2856276183, 2856276184, 10913146911, 10913146912, 10913146913, 2856276182, 2856276176, 10913146917, 10913146916, 10913146915, 10913146914, 10913146922, 10913146910, 10913139651, 10913139650, 10913139648, 10913139696, 2856276175, 2856276177, 10913139695, 269907399, 276279273, 276279272, 276279355, 276279359, 10913139658, 276279541, 276279542, 276279543, 10913146933, 10913146932, 10913139647, 10913139646, 10913146923, 276279828, 276279827]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1174457614,"POLYGON ((13.5528415 52.5672129, 13.5528764 52.5671704, 13.5528935 52.5671669, 13.5530712 52.56713, 13.5528787 52.5667873, 13.5535512 52.5666461, 13.5538145 52.5671118, 13.5539838 52.5670764, 13.5539402 52.5672146, 13.5537729 52.5671632, 13.5537531 52.5671571, 13.5531094 52.5679314, 13.5530676 52.5679827, 13.5530904 52.5679898, 13.5530351 52.5680559, 13.5530649 52.5680651, 13.5530506 52.5680822, 13.553026 52.5680746, 13.5529989 52.5681069, 13.5532183 52.5681747, 13.5531442 52.5682562, 13.5529182 52.5681937, 13.5528337 52.5681672, 13.5528229 52.5681799, 13.5527941 52.5681709, 13.5528044 52.5681587, 13.5526459 52.568109, 13.5526354 52.5681213, 13.5526069 52.5681124, 13.552617 52.5681005, 13.552454 52.5680494, 13.5524437 52.5680615, 13.5523748 52.5680399, 13.5530171 52.5672695, 13.5528415 52.5672129))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[276279908, 10913149517, 276280267, 276280266, 276279961, 276279962, 276279863, 276279860, 276279890, 276279889, 10913149539, 10913149530, 10913149538, 10913149537, 2856487788, 2856489828, 10913149531, 10913149532, 276279892, 276279891, 10913149505, 10913149506, 10913149507, 10913149508, 10913149509, 10913149510, 10913149511, 10913149512, 10913149513, 10913149514, 10913149515, 10913149516, 276279910, 276279907, 276279908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1174458956,"POLYGON ((13.3909283 52.488487, 13.3909987 52.4884957, 13.3910136 52.4885013, 13.3910293 52.4885195, 13.3915483 52.4884664, 13.391463 52.488163, 13.3913556 52.4877739, 13.3910106 52.4878106, 13.3907492 52.4878384, 13.390857 52.4882288, 13.3909283 52.488487))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[9772738124, 9772738151, 636008652, 9772704308, 636008655, 10913157252, 636008650, 10913157253, 636008647, 10913157254, 9772738124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1175252399,"POLYGON ((13.2794163 52.4481314, 13.2797152 52.4480538, 13.2802503 52.449042, 13.2802637 52.449109, 13.2802664 52.4491769, 13.2802356 52.4492284, 13.2800129 52.4494548, 13.2794537 52.449194, 13.2793504 52.4491589, 13.2792029 52.4491262, 13.2791372 52.4490657, 13.2791372 52.449006, 13.2788777 52.4489542, 13.2788928 52.4487458, 13.2786192 52.4487384, 13.2786159 52.4486919, 13.278596 52.4486287, 13.2785631 52.4485493, 13.2784539 52.4483849, 13.2794163 52.4481314))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[9271803101, 10921059014, 10921059015, 10921059016, 10921059017, 10921059018, 10921059019, 10921059020, 10921059021, 10921059022, 10921059023, 10921059024, 10921059025, 10921059026, 10921059027, 9271803099, 9271803098, 9271803097, 9271803096, 9271803101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1177535753,"POLYGON ((13.3487293 52.4493597, 13.3486918 52.4493814, 13.348737 52.4494325, 13.3487967 52.449607, 13.3488886 52.4495681, 13.3488493 52.4494541, 13.3488202 52.4494578, 13.3487293 52.4493597))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[10939395470, 10939395469, 10939395468, 10939395467, 10939395466, 10939395465, 10939395464, 10939395470]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1178765230,"POLYGON ((13.3237218 52.410399, 13.3225946 52.4103206, 13.3225205 52.4103044, 13.3224819 52.410273, 13.3224621 52.4102344, 13.3224651 52.4102018, 13.322473 52.4101831, 13.3227358 52.4099443, 13.323766 52.410345, 13.3237218 52.410399))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[10951569404, 10951569398, 10951569397, 10951569396, 10951569395, 10951569394, 10951569393, 249174175, 249174184, 10951569404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1182219658,"POLYGON ((13.4772053 52.510921, 13.4772111 52.5109043, 13.4772235 52.5108811, 13.4772632 52.5108234, 13.4773243 52.5108392, 13.4774841 52.5106357, 13.4774969 52.5106194, 13.4776408 52.5104362, 13.4775876 52.5104197, 13.4775795 52.5104112, 13.4776581 52.5103101, 13.4776709 52.5102936, 13.4776883 52.5102713, 13.4777491 52.5101944, 13.477754 52.5101909, 13.4777602 52.5101901, 13.4777663 52.5101909, 13.4778202 52.5102067, 13.4781692 52.5103074, 13.4787844 52.5104846, 13.4788114 52.5104891, 13.4788366 52.5104901, 13.4788301 52.5105192, 13.478536 52.5108605, 13.4783582 52.5109652, 13.4781798 52.5110424, 13.4779276 52.51113, 13.4777465 52.5109375, 13.4777365 52.5109246, 13.4776904 52.5109056, 13.4775989 52.5109121, 13.4775105 52.5109234, 13.4774253 52.5109364, 13.4773327 52.510959, 13.477278 52.5109351, 13.4772053 52.510921))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[3781138175, 10978703718, 10978703719, 3781138169, 3781138170, 10978703634, 10978703633, 3781136139, 10978703636, 3781136138, 10978703632, 10978703625, 10978703631, 10978703630, 10978703629, 10978703628, 3781136129, 10978703626, 10978703602, 880425285, 10978703588, 10978703589, 10978703627, 880425287, 880425288, 3781138182, 10978703682, 10978703681, 10978703679, 10978703680, 10978703678, 10978703677, 10978703676, 10978703675, 10978703674, 3781138175]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1182219659,"POLYGON ((13.4777035 52.5112078, 13.4777359 52.511249, 13.4774266 52.5113482, 13.477348 52.5113734, 13.477321 52.5112793, 13.4773702 52.5112585, 13.4773545 52.5112046, 13.4773489 52.5111854, 13.4772955 52.5110029, 13.4772866 52.5109962, 13.4772992 52.510973, 13.4773408 52.5110115, 13.4775243 52.5110957, 13.4776103 52.5111391, 13.4776663 52.5111727, 13.4777035 52.5112078))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[3781138186, 431349318, 3781138190, 3781138191, 3781138189, 3781138188, 10978703661, 10978703660, 3781138178, 10978703671, 10978703670, 10978703701, 10978703700, 10978703699, 10978703698, 3781138186]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1182583933,"POLYGON ((13.4981691 52.5609986, 13.4976496 52.5615327, 13.4975366 52.5616495, 13.4975772 52.5616621, 13.4977549 52.5616588, 13.497822 52.5615948, 13.4977003 52.561551, 13.4980202 52.561222, 13.4982108 52.5610254, 13.4981691 52.5609986))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[10981509679, 8429552150, 7737001902, 10981509682, 10981509681, 10981509680, 10981509687, 10981509686, 8429552152, 10981509679]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4618,"POLYGON ((13.346475 52.4554672, 13.3466685 52.4566742, 13.3466075 52.4589409, 13.3468353 52.4589509, 13.3468519 52.4584987, 13.34749 52.4585057, 13.3480584 52.4585119, 13.3478273 52.4588785, 13.3479647 52.4588435, 13.3481169 52.4588196, 13.3483468 52.4587992, 13.3484046 52.4587637, 13.3484288 52.4586225, 13.3485392 52.4579353, 13.3485786 52.4572764, 13.3485738 52.45643, 13.3484613 52.455192, 13.3483725 52.4546127, 13.3482666 52.4539465, 13.3478557 52.4539537, 13.3473406 52.453964, 13.3463952 52.454033, 13.3463629 52.4540354, 13.3462457 52.4540429, 13.3462701 52.4541942, 13.346475 52.4554672), (13.3481605 52.4577905, 13.3473956 52.4577931, 13.3470007 52.457784, 13.347073 52.456602, 13.3474534 52.4566026, 13.3482225 52.4566037, 13.3481605 52.4577905), (13.3478753 52.4542262, 13.3482148 52.4563729, 13.3474446 52.4564163, 13.3470671 52.4564376, 13.3467434 52.454294, 13.3471348 52.4542706, 13.3478753 52.4542262), (13.3470205 52.4583551, 13.3469918 52.4583546, 13.3470086 52.4579924, 13.3477071 52.4580044, 13.3476872 52.458436, 13.3472755 52.4584289, 13.3470173 52.4584245, 13.3470195 52.4583771, 13.3470205 52.4583551), (13.3478321 52.4582625, 13.347791 52.4582614, 13.3478058 52.4580543, 13.3478806 52.4580563, 13.3480268 52.4580602, 13.348012 52.4582673, 13.3478321 52.4582625))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[[[1001926570, 5471294861, 369969396, 1001926667, 2780726812, 2780727113], [2780727113, 241881550, 3989330638, 3989327714, 539267249, 241881552, 3989331217, 3989331227, 5471328008, 241881554, 241881567, 5471328007, 241881565, 241881562, 88456051, 88456053, 5471294850, 9518995492, 528303928, 5471294860, 1001926570], [241881532, 241881534, 10893648825, 241881536, 241881537, 10893648824, 241881532], [241881539, 241881541, 10893648827, 241881544, 241881546, 10893648826, 241881539], [4659037627, 9505753852, 4659037626, 4659037625, 4659037624, 5471328006, 5471328005, 5471328004, 4659037627], [5213186531, 5213186530, 9505753850, 5213186529, 5213186528, 9505753846, 5213186531]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[22566026, 766167150, 22566024, 22566025, 471747353, 538602079]",multipolygon,,
relation,36841,"POLYGON ((13.3657579 52.4532865, 13.3660845 52.4535135, 13.3654945 52.453996, 13.3654894 52.4540001, 13.3665307 52.4544286, 13.3665148 52.4542194, 13.3669173 52.4541383, 13.3669665 52.454128, 13.3670152 52.4540547, 13.3670652 52.4539924, 13.3670799 52.4539757, 13.3670449 52.4539652, 13.3670824 52.4539243, 13.3671284 52.4538863, 13.36713 52.4538822, 13.3671442 52.453872, 13.3671681 52.45386, 13.3672276 52.453841, 13.3672611 52.4538352, 13.3672994 52.4538335, 13.367355 52.4538352, 13.3673825 52.4538411, 13.3674083 52.4538505, 13.367429 52.4538622, 13.3674529 52.4538803, 13.3674767 52.4539216, 13.367507 52.4539515, 13.3675344 52.4539721, 13.3675565 52.4539845, 13.3676004 52.4540041, 13.3676129 52.4539892, 13.3678146 52.4540356, 13.3681367 52.4541144, 13.3682769 52.4541472, 13.3683655 52.454173, 13.3684963 52.4542101, 13.3686268 52.4542525, 13.368815 52.4539495, 13.3689232 52.4539826, 13.3691604 52.4540552, 13.3691797 52.4540241, 13.3691992 52.4539928, 13.3692379 52.4539305, 13.3693082 52.4538179, 13.369393 52.4536831, 13.369448 52.4535936, 13.3696037 52.4533703, 13.3697671 52.453083, 13.3697405 52.4530016, 13.3696598 52.4529915, 13.3695981 52.4529881, 13.3695272 52.4529813, 13.3694338 52.4529327, 13.3693564 52.4528904, 13.3682115 52.4520208, 13.3674294 52.4524041, 13.3668375 52.4519601, 13.3668449 52.4518806, 13.366836 52.4518165, 13.3668051 52.4517446, 13.3667306 52.4516512, 13.3666511 52.4515905, 13.3665102 52.4515159, 13.3664234 52.4514902, 13.3663551 52.45147, 13.3663244 52.4514649, 13.3662324 52.4514496, 13.366124 52.451443, 13.3659954 52.4514479, 13.3658538 52.4514699, 13.3657224 52.4515098, 13.3656236 52.4515553, 13.3655507 52.4515977, 13.365496 52.45164, 13.3654496 52.4516902, 13.3654133 52.4517399, 13.3653792 52.4518123, 13.3653639 52.4518877, 13.3653768 52.4519813, 13.3654129 52.4520619, 13.365461 52.4521554, 13.3655218 52.4522482, 13.3655948 52.4523374, 13.3657173 52.4524537, 13.3657629 52.4524856, 13.3663808 52.4529229, 13.3659095 52.4531562, 13.3659526 52.4531875, 13.3659137 52.4532048, 13.3657877 52.4532655, 13.3657579 52.4532865), (13.3687096 52.4535311, 13.3686991 52.453489, 13.3686513 52.453406, 13.3685962 52.4533406, 13.3692537 52.4530916, 13.3693796 52.4530431, 13.3694185 52.4530801, 13.3694324 52.4530814, 13.3694652 52.4530899, 13.3694575 52.4530991, 13.3696026 52.4531461, 13.3693996 52.4534728, 13.3692868 52.4536544, 13.3691426 52.4536368, 13.3687169 52.4535849, 13.3687096 52.4535311))",,,,,Marienhöhe,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[[[4114799379, 4114799344, 4114799340, 4114799336, 1618817930, 2289196525, 4114799019, 1618817928, 4114798848, 2289196474, 4114798774, 1618817907, 4114798695, 2289196409, 2289196389, 4114798652, 2289196370, 4114798638, 4114798630, 1618817900, 4114798606, 2289196341, 2289196335, 4114798603, 5587644808, 1618817892, 5587644807, 2289196354, 1618817904, 4114798645, 1618817925, 4114798672, 2289196427, 2289196447, 303367208, 4114798749, 4114799166, 4114799194, 4114799233, 4114799239, 4114799240, 4114799252, 4114799297, 4114799397, 4114799441, 5587672656, 5587672660, 5587672659, 5587672658, 5587672657, 303367085, 9961566529, 1822394397, 4114799714, 4114799700, 4114799588, 4114799583, 4114799576, 4114799565, 4114799547, 4114799555, 4114799544, 4114799541, 4114799533, 4114799522, 4114799506, 4114799500, 4114799493, 4114799488, 4114799484, 4114799482, 4114799483, 4114799487, 4114799498, 4114799502, 4114799510, 4114799512, 4114799524, 4114799537, 4114799542, 4114799550, 4114799570, 4114799579, 9961566531, 2289196696, 1641960498, 2289196675, 4114799464, 2289196587, 4114799384, 4114799379], [4114799440, 9961566528, 4114799455, 5587672655, 4114799334, 4114799311, 4114799304, 4114799302, 4114799301, 4114799281, 1822394312, 4114799392, 4114799409, 4114799426, 4114799431, 4114799440]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[48990543, 409588412]",multipolygon,,
