element_type,osmid,amenity,brand,brand:wikidata,brand:wikipedia,opening_hours,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,name,man_made,surveillance,operator,railway,access,parking,atm,wheelchair:description,capacity,fee,source,barrier,note,tourism,check_date,material,operator:wikidata,operator:wikipedia,postal_code,ref,name:signed,check_date:opening_hours,cuisine,diet:vegan,diet:vegetarian,takeaway,contact:website,office,addr:inclusion,description,survey:date,disused:shop,dispensing,phone,shop,website,internet_access,disused:amenity,outdoor_seating,smoking,addr:housename,craft,note:de,opening_hours:signed,url,toilets:wheelchair,contact:phone,ref:vatin,social_facility,contact:mobile,wikidata,wikipedia,leisure,source:addr,air_conditioning,indoor_seating,opening_hours:kitchen,toilets,drive_through,contact:email,contact:fax,healthcare,healthcare:speciality,historic,fixme,wikimedia_commons,start_date,operator:type,park_ride,short_name,building,height,layer,min_height,roof:colour,roof:height,roof:material,roof:shape,nodes,building:levels,brothel:saunaclub,email,roof:levels,building:material,building:colour,heritage,heritage:operator,lda:criteria,ref:lda,alt_name,architect,architect:wikidata,architect:wikipedia,building:architecture,name:en,name:fr,nohousenumber,old_name,image,heritage:website,branch,kids_area,internet_access:fee,building:min_level,construction_date,internet_access:operator,fax,sport,post_office:brand,post_office:brand:wikidata,post_office:type,compressed_air,fuel:GTL_diesel,fuel:HGV_diesel,fuel:biogas,fuel:cng,fuel:diesel,fuel:octane_100,fuel:octane_91,fuel:octane_95,building:cladding,automated,opening_hours:self_service,self_service,official_name,railway:ref,railway:signal_box,club,religion,cafe,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,research_institution,atm:operator,payment:bancomat,payment:coins,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:visa,heritage:operator:short,mapillary,source:name,source:url,denomination,payment:credit_cards,payment:debit_cards,heritage:ref,year_of_construction,opening_hours:covid19,building:use,building:levels:underground,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:oil_change,facebook,ele,asb,telecom,noaddress,internet_access:ssid,payment:cash,website2,disused:brand,disused:contact:website,service,contact:facebook,contact:instagram,contact:twitter,drink:club-mate,owner,pumping_station,onkz,opening_hours:url,climbing:boulder,indoor,political_party:abbreviation,political_party:name,government,ref:bufa,addr:place,access:covid19,delivery:covid19,drive_through:covid19,car_wash,fuel:adblue,fuel:e10,fuel:lpg,fuel:octane_102,fuel:octane_98,fuel:e85,name:de,repair,gambling,note:noaddress,source:geometry,source:noaddress,opening_hours:office,was:office,roof:orientation,culture,payment:dkv,payment:uta,mobile,fuel:charcoal,fuel:e5,fuel:heating_oil,fuel:wood,diet:halal,diet:kosher,payment:american_express,was:building,frequency,power,substation,voltage,microbrewery,product,building:roof,roof:direction,drink:beer,drink:liquor,drink:wine,studio,fascade:colour,second_hand,disused:name,service_times,origin,payment:cards,computer:parts,computer:repair,computer:sales,wholesale,construction,crematorium,protection_title,source:shape,subject:wikidata,subject:wikipedia,truck_wash,community_centre,name:ja,elevator,elevator:access,service:vehicle:body_repair,service:vehicle:painting,name_alt,int_name,member_of,delivery,substance,building:part,climbing:bolted,climbing:length,climbing:sport,outdoor,waterway,not:name,building:facade:material,max_level,min_level,socket,socket:schuko,toilets:access,payment:others,sausage,noname,source:toilets:wheelchair,heritage:since,roof,trade,type,ways,building:roof:shape,building:parts,loc_name,construction:office
way,684979781,,,,,,,"POLYGON ((13.434677 52.5035225, 13.4346598 52.5035069, 13.4345587 52.5034087, 13.4347472 52.5033331, 13.4348421 52.5034244, 13.4346921 52.503486, 13.4347126 52.5035091, 13.434677 52.5035225))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6418169433, 6418169434, 6418169435, 4483887011, 4485305060, 6418169432, 6418169431, 6418169433]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,684979812,,,,,,,"POLYGON ((13.4338859 52.5029059, 13.4338439 52.5028622, 13.4338342 52.5028511, 13.4338361 52.5028453, 13.4339679 52.502794, 13.4339605 52.502786, 13.4339633 52.5027787, 13.4339935 52.5027671, 13.4340032 52.5027684, 13.4340124 52.5027772, 13.4341484 52.5027254, 13.4342056 52.502784, 13.434051 52.5028434, 13.4338859 52.5029059))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6418169625, 6418169626, 6418169624, 6418169623, 6418169622, 6418169621, 6418169620, 6418169619, 6418169618, 6418169617, 439702827, 6418169616, 6418169589, 6418169625]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,684979813,,,,,,,"POLYGON ((13.4339601 52.5026943, 13.4339299 52.5026651, 13.4340448 52.5026209, 13.4340749 52.5026503, 13.4339601 52.5026943))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6418169639, 6418169638, 6418169637, 4483887010, 6418169639]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,684979886,,,,,,,"POLYGON ((13.4285837 52.5067646, 13.4287149 52.5069434, 13.428583 52.5069795, 13.4284491 52.5067968, 13.4285837 52.5067646))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6418170584, 6418170794, 6418170793, 6418170685, 6418170584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,684985775,,,,,,,"POLYGON ((13.4351203 52.5039514, 13.4351556 52.5039873, 13.4350868 52.5040143, 13.4350497 52.5039806, 13.4351203 52.5039514))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6418234232, 6418169391, 6418169390, 6418169389, 6418234232]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,684985776,,,,,,,"POLYGON ((13.4350098 52.5039964, 13.4350595 52.5040435, 13.43498 52.5040739, 13.4349325 52.5040289, 13.4350098 52.5039964))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6418169388, 6418169387, 6418169386, 6418169382, 6418169388]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,684985777,,,,,,,"POLYGON ((13.4348863 52.5039854, 13.4348339 52.5039337, 13.4347747 52.5039558, 13.4347384 52.503921, 13.4346781 52.5038615, 13.4348097 52.503814, 13.4348993 52.5039, 13.4350192 52.5038539, 13.4350746 52.5039066, 13.4348863 52.5039854))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6418234234, 6418169385, 6418234235, 6418169396, 6418169395, 6418169394, 6418169393, 6418169392, 6418234233, 6418234234]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,684985778,,,,,,,"POLYGON ((13.4347747 52.5039558, 13.4347044 52.503982, 13.4346704 52.5039469, 13.4347384 52.503921, 13.4347747 52.5039558))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6418234235, 6418169402, 6418169403, 6418169396, 6418234235]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,688126220,,,,,,,"POLYGON ((13.566208 52.5218956, 13.5663969 52.5218673, 13.5666197 52.5218326, 13.5665707 52.5217133, 13.566166 52.5217755, 13.566208 52.5218956))",,,,,,,Haus 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6451623596, 6451623595, 6451623598, 6451623599, 6451623600, 6451623596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,688126223,,,,,,,"POLYGON ((13.5673541 52.5230473, 13.5676848 52.5230027, 13.5676661 52.5229512, 13.5676419 52.5228848, 13.5675885 52.5227379, 13.5675649 52.522673, 13.5675454 52.5226197, 13.5672147 52.5226642, 13.5673541 52.5230473))",,,,,,,Haus 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6451623601, 6451623602, 6499198911, 6499198910, 6499198907, 6499198906, 6451623603, 6451623604, 6451623601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,688131611,,,,,,,"POLYGON ((13.5708069 52.5216578, 13.5707745 52.5215735, 13.5710028 52.521541, 13.5710352 52.5216253, 13.5708069 52.5216578))",,,,,,,Haus 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[811022440, 811022459, 6451699961, 6451699962, 811022440]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,688895881,,,,,,,"POLYGON ((13.5674107 52.5234148, 13.5673424 52.5232185, 13.567481 52.5232009, 13.5675493 52.5233959, 13.5674107 52.5234148))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6461779414, 6461779415, 6461779416, 6461779417, 6461779414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,689135998,,,,,,,"POLYGON ((13.3611941 52.5615265, 13.3611744 52.5616255, 13.3611512 52.5616245, 13.3610718 52.5616214, 13.3610736 52.5616118, 13.3610897 52.5615253, 13.3611941 52.5615265))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6464583806, 2951743743, 2951743741, 2951743740, 2951743736, 6464583807, 6464583806]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,689135999,,,,,,,"POLYGON ((13.3609626 52.5614764, 13.3609808 52.561478, 13.3610959 52.5614917, 13.3610897 52.5615253, 13.3610736 52.5616118, 13.3609996 52.5616052, 13.3609943 52.5615292, 13.3609627 52.5615259, 13.3609626 52.5614764))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6464583808, 1273747882, 2951743103, 6464583807, 2951743736, 2951742818, 2951742809, 6464583809, 6464583808]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,689718977,,,,,,,"POLYGON ((13.3755446 52.499333, 13.37557 52.4993887, 13.3756913 52.4993681, 13.3757053 52.4993962, 13.3759051 52.4993955, 13.3758389 52.4992626, 13.375677 52.4989334, 13.3754959 52.4989667, 13.375359 52.4989924, 13.375355 52.4990043, 13.3753793 52.4990555, 13.3753311 52.4990635, 13.3753841 52.499168, 13.3755236 52.4991436, 13.3756131 52.4993214, 13.3755446 52.499333))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[4876921957, 4876921954, 4876921955, 4876921953, 4876921946, 4876921945, 1792936521, 1792936527, 1792936530, 2295806210, 4876921947, 4876921948, 4876921949, 4876921950, 4876921951, 4876921957]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690327842,,,,,,,"POLYGON ((13.3808621 52.5659241, 13.3808507 52.5659239, 13.3808437 52.5659673, 13.3807905 52.5659641, 13.3807766 52.5660552, 13.3805723 52.5660433, 13.3805723 52.5660456, 13.3805673 52.5660456, 13.3805897 52.5659044, 13.3805949 52.5659047, 13.3805944 52.5659072, 13.3806661 52.5659114, 13.38068 52.5658173, 13.3807638 52.5657567, 13.3807616 52.5657546, 13.3807639 52.5657525, 13.3807673 52.565754, 13.3810183 52.5655726, 13.3811057 52.5656174, 13.3810883 52.5656304, 13.3811311 52.5656521, 13.3812077 52.5656919, 13.3811164 52.5657576, 13.3810513 52.565724, 13.381006 52.565757, 13.3810142 52.5657618, 13.3809177 52.5658315, 13.3809206 52.5658334, 13.3809178 52.5658352, 13.3809147 52.5658337, 13.3808707 52.5658655, 13.3808621 52.5659241))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6476584949, 6476584948, 6476584947, 6476584946, 6476584945, 6476584944, 6476584943, 6476584942, 6476584941, 6476584940, 6476584939, 6476584938, 6476584937, 6476584936, 6476584935, 6476584934, 6476584933, 6476584932, 6476584931, 6476584930, 6476584915, 6476584929, 6476584928, 6476584927, 6476584926, 6476584925, 6476584924, 6476584923, 6476584922, 6476584921, 6476584920, 6476584949]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690327862,,,,,,,"POLYGON ((13.3835099 52.5678119, 13.3835732 52.5678314, 13.3835804 52.5678336, 13.3836459 52.5677549, 13.3835755 52.5677333, 13.3835099 52.5678119))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6476585229, 2953567750, 6476585228, 6476585227, 6476585226, 6476585229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690644074,,,,,,,"POLYGON ((13.3794245 52.5649055, 13.3793047 52.5649179, 13.3793169 52.5649615, 13.3794366 52.5649491, 13.3794245 52.5649055))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6480007591, 6480007589, 6480007588, 6480007587, 6480007591]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690644075,,,,,,,"POLYGON ((13.3796847 52.5649805, 13.3796774 52.564953, 13.3796583 52.5648823, 13.3794384 52.5649044, 13.3794245 52.5649055, 13.3794366 52.5649491, 13.3794509 52.5650037, 13.3796847 52.5649805))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[5150816775, 5150816774, 5150816785, 5150816796, 6480007591, 6480007587, 6480007590, 5150816775]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690650847,,,,,,,"POLYGON ((13.3799921 52.566352, 13.3799996 52.566331, 13.380009 52.5663045, 13.3800109 52.5662992, 13.3804332 52.5663547, 13.3804233 52.5663825, 13.3804144 52.5664075, 13.3799921 52.566352))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6480045718, 9603861598, 10957725834, 2953565737, 2953565180, 9603857964, 6480045717, 6480045718]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690655631,,,,,,,"POLYGON ((13.3796065 52.5646887, 13.3795834 52.5646028, 13.3798024 52.5645803, 13.3798246 52.5646726, 13.3796065 52.5646887))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[3644691225, 3644691221, 3644691220, 5150816767, 3644691225]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690787341,,,,,,,"POLYGON ((13.3800095 52.4110956, 13.3799476 52.4112528, 13.3799314 52.4112939, 13.3802795 52.4113449, 13.3803576 52.4111466, 13.3803254 52.4111418, 13.3802951 52.4111374, 13.3800095 52.4110956))",,,,,,,,works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[3684329213, 3684329287, 6481443182, 6481443183, 6481443184, 6481442035, 3684329229, 3684329213]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692426447,,,,,,,"POLYGON ((13.4555917 52.5450623, 13.4556131 52.5450698, 13.4558712 52.5451579, 13.4558776 52.5451505, 13.455938 52.5450851, 13.4558689 52.545061, 13.4558952 52.5450317, 13.4558311 52.5450101, 13.4558057 52.5450379, 13.4556585 52.5449887, 13.4555917 52.5450623))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6499782979, 3303685484, 6499782978, 6499782977, 6499782976, 6499782975, 6499782974, 6499783525, 6499783526, 3303685480, 6499782979]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692426448,,,,,,,"POLYGON ((13.4555309 52.5451581, 13.4556131 52.5450698, 13.4555917 52.5450623, 13.4555697 52.5450865, 13.4555128 52.5451492, 13.4555107 52.5451515, 13.4555309 52.5451581))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6499782981, 3303685484, 6499782979, 6499783535, 6499783532, 6499782980, 6499782981]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
