element_type,osmid,access,barrier,name,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,contact:phone,operator,website,wheelchair,contact:email,contact:website,opening_hours,smoking,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:xing,contact:youtube,name:en,phone,wikidata,wikipedia,internet_access,internet_access:fee,not:name,old_name,operator:type,start_date,source,alt_name,name:de,short_name,short_name:en,alt_name_1,short_name:de,toilets:wheelchair,url,name:zh,addr:housename,addr:room,description,note,isced:level,image,internet_access:ssid,email,nodes,description:en,landuse,old_name:2009--2021-09-30,building,building:levels,operator:wikidata,roof:shape,type,operator:wikipedia,heritage,heritage:operator,heritage:website,roof:levels,roof:colour,denomination,religion,wikimedia_commons,building:name,ref:lda,contact:fax,name:cs,building:architecture,building:cladding,building:facade:colour,branch,ref,campus,ways,name:etymology:wikidata,lda:criteria
way,103425572,,,FB Veterinärmedizin,"POLYGON ((13.2872069 52.4538787, 13.2870651 52.4537097, 13.2868675 52.4537713, 13.2870094 52.4539402, 13.2870391 52.453931, 13.287125 52.4540334, 13.2872929 52.453981, 13.2872069 52.4538787))",Berlin,DE,34,14195,Brümmerstraße,Dahlem,university,,Freie Universität Berlin,,,,http://www.vetmed.fu-berlin.de/einrichtungen/institute/we04/index.html,,,,,,,,,,,,,,,,,,,Geoportal Berlin / k5_2012_sw_sued.zip,Institut für Tierernährung,,,,,,,,,,,,,,,,,"[1194230783, 1194229690, 1194229040, 1194230768, 1194230844, 1194229238, 1194229115, 1194230783]",,,,university,2,,,,,,,,1,,,,,,,,,,,,,,,,,
way,103716582,,,FB Geschichts- und Kulturwissenschaften,"POLYGON ((13.2889727 52.4473302, 13.2889015 52.4473938, 13.2890775 52.4474669, 13.2891137 52.4474334, 13.2891269 52.4474411, 13.2891443 52.4474438, 13.28916 52.4474425, 13.289181 52.447438, 13.2892792 52.4474797, 13.2893747 52.447393, 13.2890523 52.447259, 13.288995 52.4473102, 13.2889356 52.4472862, 13.2889556 52.4472674, 13.2888485 52.4472251, 13.2887795 52.44729, 13.2888866 52.4473323, 13.288914 52.4473065, 13.2889727 52.4473302))",Berlin,,26/28,14195,Ehrenbergstraße,,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2504634811, 1197436861, 1197438458, 1197439043, 1197438802, 1197435659, 1197441239, 1197434138, 1197439848, 1197437534, 1197433824, 2504634810, 2504634807, 2504634806, 2504634805, 2504634808, 2504634812, 2504634809, 2504634811]",,,,university,3,,gabled,,,,,,1,,,,,,,,,,,,,,,,,
way,106510348,,,"FB Biologie, Chemie, Pharmazie","POLYGON ((13.3015091 52.4664688, 13.3014957 52.4664329, 13.3017903 52.466392, 13.3018037 52.466428, 13.3015091 52.4664688))",Berlin,,6-8,14195,Albrecht-Thaer-Weg,Dahlem,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,Institut für Angewandte Genetik,,,,Lager,,,,,,,,,,,,,"[1225357775, 1225357508, 1225360017, 1225358490, 1225357775]",,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106510482,,,"FB Biologie, Chemie, Pharmazie","POLYGON ((13.3003296 52.4658942, 13.3000552 52.4659429, 13.3001452 52.466131, 13.3004196 52.4660823, 13.3003296 52.4658942))",Berlin,,6-8,14195,Albrecht-Thaer-Weg,Dahlem,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,Institut für Angewandte Genetik,,,,Georg-Mendel-Gewächshaus,,,,,,,,,,,,,"[1225358029, 1225357755, 1225360225, 1225358767, 1225358029]",,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125192737,,,"FB Biologie, Chemie, Pharmazie","POLYGON ((13.3062541 52.4594152, 13.3061825 52.4594024, 13.3061613 52.4594493, 13.3060587 52.4594569, 13.3061344 52.4598128, 13.3064097 52.4597882, 13.3063478 52.4594947, 13.3062733 52.4594999, 13.3062541 52.4594152))",Berlin,DE,1/3,14195,Königin-Luise-Straße,Steglitz,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,Institut für Zoologie,,,,Neubau,,,,,,,,,,,,,"[1391111065, 2849531627, 1391111084, 1391111077, 1391111200, 1391111096, 1391111166, 1391111131, 1391111065]",,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127723136,,,Universität der Künste Berlin - Fakultät Gestaltung,"POLYGON ((13.3577663 52.4904658, 13.3597604 52.4907145, 13.3595837 52.4911817, 13.3588659 52.4910887, 13.3582243 52.4910056, 13.3578281 52.4909579, 13.3577663 52.4904658))",Berlin,DE,5-2,10823,Grunewaldstraße,Schöneberg,university,,Universität der Künste Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr unakkurat,,,,,"[264103037, 1413030373, 1413030377, 10904589348, 5743011910, 122469237, 264103037]",,,,,,Q55038,,,,,,,,,,,,,,,,,,,,,,,,
way,140978872,,,Universität der Künste Berlin,"POLYGON ((13.334198 52.4966835, 13.3342025 52.4965031, 13.3343645 52.4965046, 13.3343604 52.496685, 13.334272 52.4966844, 13.334198 52.4966835))",,,,,,,university,,,https://www.udk-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3229469037, 3229468983, 3229468985, 3229469039, 3229469038, 3229469037]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150510855,,,"Charité Centrum 3 für Zahn-, Mund- und Kieferheilkunde / Außenstandort Aßmannshauser Straße 4-6","POLYGON ((13.3128886 52.4777625, 13.3133057 52.477068, 13.3136386 52.4764183, 13.3135323 52.4763433, 13.3124938 52.4762868, 13.3117175 52.476297, 13.3117664 52.4774229, 13.3120633 52.4774234, 13.3121621 52.4774235, 13.3122848 52.4774335, 13.312213 52.4776022, 13.3125696 52.4776868, 13.3128886 52.4777625))",Berlin,DE,4-6,14197,Aßmannshauser Straße,Wilmersdorf,university,,Charité – Universitätsmedizin Berlin,https://zahnmedizin.charite.de/,yes,,https://zahnmedizin.charite.de,,,,,,,,,Charité Center 3 Institute for Dental and Craniofacial Sciences / Campus Aßmannshauser Straße 4-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1634130455, 5346648838, 1634130447, 1634130445, 1634130441, 1634130443, 1634130449, 5901941341, 5346648837, 1634130451, 1634130453, 5901941352, 1634130455]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156066224,,,Humboldt-Universität Sportzentrum Adlershof,"POLYGON ((13.5222625 52.4234338, 13.5222458 52.4233051, 13.5224015 52.4232053, 13.5224043 52.4228997, 13.5223513 52.4227869, 13.5223423 52.4220781, 13.5223863 52.4220521, 13.5245127 52.4217499, 13.5252948 52.4216412, 13.5258028 52.4229692, 13.5254185 52.4230201, 13.5230243 52.4233339, 13.5222625 52.4234338))",Berlin,DE,18,12524,Rudower Straße,Altglienicke,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1683679872, 1683679861, 1683679850, 1683679776, 1683679731, 1683679673, 2063579217, 1653119510, 1683679663, 1683679787, 1683679814, 1683679864, 1683679872]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,172290294,,,FB Politik- und Sozialwissenschaften,"POLYGON ((13.2760657 52.4492077, 13.2757587 52.4494777, 13.2757028 52.4495269, 13.275511 52.4496956, 13.2753554 52.4496299, 13.2755607 52.4494493, 13.2754219 52.4493907, 13.275448 52.4493678, 13.2755837 52.4494252, 13.2759071 52.4491408, 13.2760657 52.4492077))",Berlin,DE,55,14195,Garystraße,Dahlem,university,,Freie Universität Berlin,,yes,,,,,,,,,,,FU Institute for East European Studies,,,,,,,,,,,Osteuropa-Institut,,Osteuropa-Institut,East European Studies,,,,,,,,,,,,,,"[345130844, 8194851367, 8194851376, 345130843, 345130840, 8194851365, 8194851363, 8194851364, 8194851366, 345130841, 345130844]",,,,university,4,,,,,,,,,,,,,,,,,,,,,,,,,
way,174910521,,,Humboldt-Universität zu Berlin,"POLYGON ((13.2992267 52.4686458, 13.3001325 52.4684968, 13.3002488 52.4684777, 13.3017579 52.4682326, 13.3032104 52.4679985, 13.303235 52.4679806, 13.3031023 52.4674313, 13.3030507 52.4669021, 13.3030683 52.4665315, 13.3012555 52.4668289, 13.3006416 52.466921, 13.3006049 52.4669265, 13.3001577 52.4669919, 13.2997027 52.4670635, 13.2996695 52.4670676, 13.2988744 52.4652507, 13.2987464 52.465232, 13.2982669 52.4651315, 13.2982187 52.4651392, 13.298057 52.4652743, 13.2979582 52.4653553, 13.297573 52.4656795, 13.29716 52.4660188, 13.2967594 52.4663363, 13.2963043 52.4667102, 13.2958017 52.4671468, 13.2953022 52.4675576, 13.294857 52.4679232, 13.2954697 52.4681953, 13.2950291 52.4685616, 13.2950287 52.4685618, 13.2951844 52.4687265, 13.2952561 52.4688205, 13.295321 52.468916, 13.2954192 52.4691026, 13.295525 52.4693127, 13.2955548 52.4693203, 13.2963089 52.4691799, 13.2966831 52.4691068, 13.2971471 52.4690064, 13.29773 52.468893, 13.2977922 52.4688817, 13.2980455 52.468841, 13.2985308 52.4687615, 13.2992267 52.4686458))",,,,,,,university,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1855546259, 10819337808, 1494052509, 1494052504, 1706147655, 10819337876, 1855564130, 1706147590, 1855546253, 1855564128, 1857013932, 1857013933, 1857026727, 1857013938, 1855546255, 1855564121, 2452738632, 5319055625, 1855564120, 2452738633, 1641532802, 5319055624, 5319055623, 2453777624, 1855564127, 2453777638, 1857026741, 325087838, 325087839, 325087840, 1857026765, 10819337857, 10819337856, 325087841, 1857026768, 10819337858, 325087842, 10819337860, 10819337859, 1855564136, 1857026766, 10819337861, 6305136292, 325087843, 1855546259]",,,,,,,,,,,,,,,,,,,,,Humboldtova univerzita v Berlíně,,,,,,,,,
way,174912854,,,Freie Universität Berlin,"POLYGON ((13.2996695 52.4670676, 13.2997027 52.4670635, 13.3001577 52.4669919, 13.3006049 52.4669265, 13.3006416 52.466921, 13.3012555 52.4668289, 13.3030683 52.4665315, 13.3031848 52.4659443, 13.3032434 52.4656487, 13.3007187 52.4654472, 13.29975 52.4653666, 13.2991612 52.465294, 13.2989673 52.465267, 13.2988744 52.4652507, 13.2996695 52.4670676))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1855546255, 1857013938, 1857026727, 1857013933, 1857013932, 1855564128, 1855546253, 1895630063, 1706147734, 1855564124, 1855564123, 1855564122, 5319055528, 1855564121, 1855546255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238709112,,,,"POLYGON ((13.2850645 52.4523381, 13.2854823 52.4520035, 13.2847858 52.451677, 13.2844229 52.4520198, 13.2850645 52.4523381))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3736494804, 733557828, 2465128769, 3736494800, 3736494804]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,269001492,,,"FB Biologie, Chemie, Pharmazie","POLYGON ((13.3575548 52.451695, 13.357586 52.4517017, 13.3575825 52.4517079, 13.3577825 52.4517506, 13.3577734 52.4517664, 13.3577876 52.4517694, 13.3577962 52.4517545, 13.3578309 52.4517619, 13.3577975 52.4518199, 13.3578118 52.451823, 13.3578155 52.4518165, 13.3579145 52.4518377, 13.357815 52.4520106, 13.3575894 52.4519624, 13.3576388 52.4518765, 13.3574727 52.4518411, 13.3575062 52.4517827, 13.3574085 52.4517619, 13.3574241 52.4517347, 13.3575202 52.4517552, 13.3575548 52.451695))",Berlin,,31,12169,Kelchstraße,Steglitz,university,,Freie Universität Berlin,,yes,,,,,,,,,,,,,,,,,,,,,,Institut für Pharmazie,,,,,,,,,,,,,,,,,"[622920931, 2742834270, 2742834271, 2742834273, 2742834277, 2742834278, 2742834274, 622920961, 622920956, 2742834282, 2742834280, 622920964, 622920962, 622920947, 622920951, 622920937, 622920942, 622920933, 2742834272, 2742834275, 622920931]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,280924689,,,"FB Biologie, Chemie, Pharmazie","POLYGON ((13.3062541 52.4594152, 13.3066735 52.4594901, 13.3066808 52.4594749, 13.3067262 52.4594829, 13.3067192 52.4594974, 13.3069618 52.4595406, 13.3070167 52.4594264, 13.3067707 52.4593825, 13.3067625 52.4593996, 13.3067184 52.4593918, 13.3067266 52.4593747, 13.306436 52.4593229, 13.3061463 52.4592712, 13.3061427 52.4592787, 13.3061077 52.4593515, 13.306091 52.4593861, 13.3060995 52.4593876, 13.3061825 52.4594024, 13.3062541 52.4594152))",Berlin,DE,1/3,14195,Königin-Luise-Straße,Steglitz,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,Institut für Zoologie,,,,Altbau,,,,,,,,,,,,,"[1391111065, 2849531630, 2849531816, 2849531723, 2849531725, 2279835628, 2279835629, 2849531623, 2849531815, 2849531625, 2849531622, 9880839315, 2279835632, 2849532302, 2849531620, 2279835631, 2849531624, 2849531627, 1391111065]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299619564,,fence,Hochschule für Schauspielkunst Ernst Busch,"POLYGON ((13.3827888 52.5332738, 13.3827352 52.5332532, 13.3820763 52.5330007, 13.3823543 52.5327531, 13.3821076 52.5326493, 13.3827089 52.5321114, 13.3827122 52.5321126, 13.3828316 52.5321575, 13.3828999 52.5321382, 13.3829298 52.5321159, 13.3829692 52.532077, 13.3834824 52.5322692, 13.3837074 52.5323535, 13.3837389 52.532364, 13.3837878 52.5323823, 13.3827888 52.5332738))",,,,,,,university,,,https://www.hfs-berlin.de/,yes,,,,,,,,,,,,,Q895796,de:Hochschule für Schauspielkunst „Ernst Busch“ Berlin,,,,,,,,,,,,,,yes,,,,,,,,,,,"[305555427, 4219347037, 305555315, 2423100949, 305555312, 305495691, 4219346902, 305555431, 3036406403, 4219346904, 4219346897, 8951841159, 7527389688, 4219346935, 4219346940, 305555427]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305575198,,,FB Politik- und Sozialwissenschaften,"POLYGON ((13.2759822 52.4487346, 13.2758725 52.4486457, 13.2759234 52.4486232, 13.2759186 52.44862, 13.2759699 52.4485976, 13.2759739 52.4486008, 13.2760217 52.4485806, 13.276131 52.448669, 13.2759822 52.4487346))",Berlin,DE,45,14195,Garystraße,Dahlem,university,,Freie Universität Berlin,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3102144218, 3102155600, 3102144214, 3102112192, 3102145303, 3102134112, 3102155807, 3102145305, 3102144218]",,,,university,1,,,,,,,,,,,,,,,,,,,,,,,,,
way,310879730,,,Telekom Innovation,"POLYGON ((13.3199631 52.5131917, 13.3200158 52.5131951, 13.320019 52.5131717, 13.3200303 52.5131723, 13.3201046 52.5131764, 13.3201192 52.5131332, 13.3201449 52.5130571, 13.3201562 52.5130235, 13.3201583 52.5130172, 13.3201656 52.5129667, 13.320177 52.512898, 13.3201821 52.51279, 13.320184 52.5127484, 13.320108 52.5127422, 13.320108 52.5127172, 13.3200528 52.512715, 13.3200469 52.5127363, 13.3199709 52.5127339, 13.3199554 52.5127781, 13.3199447 52.5128083, 13.3199438 52.5128105, 13.3199269 52.5128526, 13.3199176 52.5128852, 13.319915 52.5128981, 13.3199084 52.5129307, 13.3199075 52.5129352, 13.3198988 52.5129914, 13.3198965 52.5130063, 13.3198964 52.5130333, 13.3198963 52.5130616, 13.3198961 52.5131204, 13.3198959 52.5131625, 13.3199672 52.5131665, 13.3199631 52.5131917))",Berlin,DE,7,10587,Ernst-Reuter-Platz,Charlottenburg,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3163317207, 3163317208, 3163317205, 3163869618, 3163317206, 3163869614, 3163869601, 3163317202, 3163869596, 3163826149, 3163317199, 3163869581, 3163317195, 3163317194, 3163317191, 1140481616, 3163826141, 3163826140, 3163869574, 3163826144, 3166435520, 3163317197, 3163317198, 3163869586, 3166435539, 3163317200, 3163869592, 3163317201, 3163869598, 3163869603, 3163869607, 3163317203, 3163317204, 3163317207]",,,,office,,,flat,,,,,,,black,,,,,,,,modern,concrete,grey,,,,,,
way,322450024,,,FB Veterinärmedizin,"POLYGON ((13.2877385 52.4597211, 13.2877316 52.4595542, 13.2881436 52.4595479, 13.2881445 52.4595685, 13.2882496 52.4595669, 13.2882517 52.4596178, 13.2881392 52.4596195, 13.2881431 52.4597149, 13.2877385 52.4597211))",Berlin,DE,49,14195,Königin-Luise-Straße,Dahlem,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,Stallgebäude,,,,Haus 2,,,,,,,,,,,,,"[3292198657, 3292198658, 3292198659, 3292198660, 3292208461, 3292208462, 3292208463, 3292208464, 3292198657]",,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,
way,395847556,,,,"POLYGON ((13.3161917 52.4386268, 13.3175196 52.4383805, 13.3183072 52.4382672, 13.3178372 52.4375342, 13.3174244 52.4376046, 13.3159562 52.4378695, 13.3159057 52.4379266, 13.3161917 52.4386268))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[335850404, 3984299790, 335850403, 3986463033, 3986463055, 3986464038, 3986464046, 335850404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,395847562,,,Forschungseinrichtung für experimentelle Medizin,"POLYGON ((13.3172856 52.4374726, 13.3182772 52.4372976, 13.3183512 52.4372011, 13.3185094 52.4371724, 13.3186689 52.437223, 13.318958 52.4371718, 13.3182303 52.4364556, 13.3172166 52.4356645, 13.3158254 52.436028, 13.3160927 52.4362882, 13.316539 52.4367249, 13.3167264 52.436908, 13.3171906 52.437489, 13.3172856 52.4374726))",Berlin,,6-10,12207,Krahmerstraße,,university,,Charité – Universitätsmedizin Berlin,,,,,,,,,,,,,,,Q62669101,de:Forschungseinrichtung für experimentelle Medizin,,,,Zentrale Tierlaboratorien der Freien Universität Berlin,,,,Mäusebunker,,,,,,,,,,,,,,,,,"[3986463023, 3986462992, 3986463614, 3986463611, 516155184, 516155192, 301712513, 3986463290, 3986463316, 6035987324, 6035987320, 3986463586, 3986463027, 3986463023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,465440334,,,Freie Universität Berlin,"POLYGON ((13.2953138 52.4604835, 13.2954149 52.4615678, 13.2937767 52.4618682, 13.2933156 52.4607848, 13.2953138 52.4604835))",Berlin,DE,20,14195,Koserstraße,Dahlem,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,Fachbereichsübergreifend,,,,,,,,,,,,,,,,,"[7563615874, 4604033834, 3864942897, 1638850299, 7563615874]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,465440336,,,"Institut für Biologie, Pflanzenphysiologie und Mikrobiologie","POLYGON ((13.3022788 52.45828, 13.3013427 52.4581117, 13.3004083 52.4579458, 13.3010011 52.4573671, 13.3016393 52.4567474, 13.3027884 52.4578551, 13.3024136 52.4580013, 13.3022788 52.45828))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4604033840, 8507851266, 4604033836, 314249580, 4604033835, 4604033839, 8507851268, 4604033840]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,478630630,,,Jacob und Wilhelm Grimm Zentrum,"POLYGON ((13.3900195 52.5207107, 13.3903709 52.5201692, 13.391798 52.5202697, 13.3917015 52.5208156, 13.3906058 52.5207463, 13.3900195 52.5207107))",,,,,,,university,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,"[4718423668, 4718423669, 4718423670, 4718423671, 9954757777, 4718423668]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,547950667,,,FB Philosophie und Geisteswissenschaften,"POLYGON ((13.287842 52.4499851, 13.2879857 52.4495034, 13.2882724 52.4495059, 13.2884868 52.4495249, 13.2887065 52.4495592, 13.2889688 52.4496159, 13.2889937 52.4496274, 13.2890084 52.4496423, 13.2890009 52.4496613, 13.2889771 52.4496818, 13.288243 52.450213, 13.287842 52.4499851))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1638830139, 9271782839, 9271782859, 9271782860, 9271782864, 9271782861, 9271782865, 9271782866, 9271782867, 9271782862, 9271782863, 1638830139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,633752404,,,Technische Universität Berlin,"POLYGON ((13.3855126 52.5391154, 13.3857271 52.5388776, 13.3855817 52.53875, 13.384987 52.5382304, 13.3844045 52.53852, 13.3843437 52.5385502, 13.3844912 52.538664, 13.3845491 52.5387046, 13.3845781 52.5387243, 13.3849173 52.5389862, 13.38497 52.539028, 13.3851915 52.5391945, 13.3853071 52.539068, 13.3853216 52.5390522, 13.3855126 52.5391154))",Berlin,DE,76,13355,Ackerstraße,Gesundbrunnen,university,,,https://www.tu.berlin/,,,,,,,,,,,,,,,,,,,,,,,,,TU Berlin,,,,,,,,,,,,,,,"[5982111241, 1889673386, 1889673379, 1889673370, 6292887861, 5982111240, 1889673377, 676144199, 1889673378, 1889673390, 1889673393, 1889673396, 1889673394, 1889673395, 5982111241]",,,,,,,,,,,,,,,,,,,,,,,,,"Campus Berlin-Wedding, Standort Ackerstraße",ACK,,,,
way,634256702,,,,"POLYGON ((13.315092 52.457039, 13.3161876 52.4565962, 13.3162784 52.4566796, 13.3169225 52.4572715, 13.3159604 52.4576603, 13.3157123 52.4574324, 13.3155788 52.4574863, 13.315092 52.457039))",,,,,,,university,,Technische Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ökosystemkunde/Pflanzenökologie, Klimatologie, Biodiversitätsdynamik terrestrischer Ökosysteme",,,,,"[5986033801, 5986033800, 8222990805, 5986033799, 5986033798, 5986033797, 5986033796, 5986033801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,641308856,,,FU Institut f. Pharmazie,"POLYGON ((13.3579698 52.4521755, 13.3580155 52.4521031, 13.3584237 52.4514444, 13.3585537 52.4511617, 13.3584354 52.4511306, 13.3568879 52.4513858, 13.3572007 52.4518253, 13.3579698 52.4521755))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6039836042, 2742834285, 2742834257, 2742834239, 622920929, 6039836044, 6039836043, 6039836042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,685739920,,,VICTORIA | Internationale Hochschule,"POLYGON ((13.3776123 52.5049172, 13.3775689 52.5048413, 13.3779123 52.5047671, 13.3779604 52.5048429, 13.3781624 52.5051812, 13.3779466 52.505216, 13.3777846 52.5052422, 13.377777 52.5052246, 13.3777424 52.5051505, 13.3776123 52.5049172))",Berlin,,24/25,10963,Bernburger Straße,,university,,F+U Unternehmensgruppe,https://www.victoria-hochschule.de/,,,https://www.victoria-hochschule.de/,,,,,,,,,,,Q17123645,de:Victoria – Internationale Hochschule,yes,,,,private,,,,,VICTORIA,,,,,,,,,,,,,,,"[635284943, 7046165109, 7046165108, 635276995, 635277016, 2175049205, 5260318856, 635284979, 635284961, 635284943]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690171013,,,Alice-Salomon-Hochschule,"POLYGON ((13.6065551 52.5369293, 13.6064849 52.536909, 13.6060491 52.5367964, 13.6058977 52.5367572, 13.6058324 52.5367403, 13.6057461 52.5368605, 13.6055649 52.5371229, 13.6056151 52.5371568, 13.6057401 52.5372413, 13.6063304 52.5376402, 13.6063974 52.5376855, 13.6064759 52.5373091, 13.60654 52.5370017, 13.6065551 52.5369293))",Berlin,DE,5,12627,Alice-Salomon-Platz,Hellersdorf,university,,,https://www.ash-berlin.eu/,yes,,,,,,,,,,,,+49 30 99245 0,Q2646956,de:Alice Salomon Hochschule Berlin,,,,,,,,,,,,,,yes,,,,,,,,,,,"[6475013137, 308703031, 9763760955, 5103492351, 308703033, 3021117659, 308703035, 9763760954, 9763760956, 308703036, 6475013136, 9763760952, 9763760953, 6475013137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,705175020,,,TU Berlin - Gebäudekomplex Gärungsgewerbe-Biotechnologie,"POLYGON ((13.3435915 52.5455721, 13.3433046 52.545419, 13.3430392 52.5452883, 13.3428908 52.5452097, 13.342895 52.5452066, 13.3428253 52.5451696, 13.3428092 52.5451808, 13.3427341 52.5451408, 13.3427495 52.5451301, 13.3426733 52.5450895, 13.3426665 52.5450942, 13.3425202 52.5450164, 13.3425236 52.545014, 13.3420169 52.5447445, 13.342004 52.5447535, 13.3418519 52.5446726, 13.3418615 52.5446659, 13.3416359 52.5445459, 13.3417361 52.5444763, 13.3417599 52.5444889, 13.3419246 52.5443717, 13.3417567 52.544284, 13.3421399 52.5440149, 13.3423929 52.5441494, 13.3420548 52.5443874, 13.3421458 52.5444378, 13.3419364 52.5445828, 13.3421752 52.5447098, 13.3425612 52.5444315, 13.3427044 52.5445058, 13.3423381 52.5447695, 13.3423564 52.5447793, 13.3423626 52.544775, 13.342394 52.5447916, 13.3423885 52.5447954, 13.3424207 52.5448125, 13.3424786 52.5447722, 13.3426533 52.5448651, 13.3425994 52.5449026, 13.34268 52.5449455, 13.3428297 52.5448414, 13.3429411 52.5449006, 13.3429097 52.5449224, 13.3429905 52.5449654, 13.3430093 52.5449523, 13.3430198 52.5449579, 13.3430233 52.5449555, 13.343065 52.5449777, 13.3430604 52.5449809, 13.343072 52.5449871, 13.3430883 52.5449749, 13.3433123 52.5450934, 13.3435535 52.5452398, 13.3437682 52.545348, 13.3436124 52.5454638, 13.3436244 52.5454786, 13.3436397 52.5454905, 13.3436412 52.5455046, 13.3436242 52.5455254, 13.3436458 52.54554, 13.3435915 52.5455721))",,,,,,,university,,,https://www.lmtc.tu-berlin.de/menue/ueber_uns/standorte/standort_seestrasse/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fachgebiete Brauwesen und Lebensmittelverfahrenstechnik,,,,,,"[296397212, 296397203, 5224665610, 5224665611, 5224666735, 5224666736, 5224666737, 5224666738, 2836037677, 5224666740, 5224666741, 5224666742, 5224666743, 5224666744, 5224666745, 5224666746, 5224666747, 5224666748, 5224666749, 5224666753, 5224666754, 5224666755, 5224666756, 5224666757, 5224666750, 5224666751, 5224666752, 5224665607, 5224665606, 5224665605, 5224665613, 5224665614, 5224665615, 5224665616, 5224665617, 5224665618, 5224665619, 5224665620, 5224666721, 5224666722, 5224666723, 5224666724, 5224666725, 5224666726, 5224666727, 5224666728, 5224666729, 5224666730, 5224666731, 5224666732, 5224665608, 5224665609, 296397204, 296397205, 296397206, 296397207, 296397208, 296397209, 296397210, 296397211, 296397212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
