element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,wheelchair,access,source,contact:website,name,addr:housename,amenity,note,opening_hours,check_date,height,min_height,tourism,capacity,nodes,building,building:levels,roof:levels,building:shape,leisure,postal_code,roof:colour,roof:shape,sport,website,wikidata,wikimedia_commons,wikipedia,operator,roof:material,short_name,wheelchair:description,community_centre,phone,contact:phone,heritage,heritage:operator,internet_access,internet_access:fee,lda:criteria,ref:isil,ref:lda,toilets:wheelchair,building:colour,addr:inclusion,contact:email,contact:fax,fee,name:en,name:nl,alt_name,building:material,brand,brand:wikidata,office,social_facility,social_facility:for,name:de,source:addr,start_date,government,alt_name:es,construction:tourism,name:fr,name:ru,old_name,community_centre:for,roof:height,year_of_construction,building:facade:material,email,image,opening_hours:signed,architect,architect:wikidata,operator:wikidata,operator:wikipedia,ref,building:use,building:name,theatre:genre,description,smoking,nohousenumber,check_date:opening_hours,noname,building:min_level,denomination,religion,healthcare,facebook,fax,max_age,min_age,museum,name:fa,operator:type,fixme,layer,source:height,disused:building,contact:facebook,disused:information,disused:name,disused:tourism,disused:amenity,disused:community_centre:for,instagram,changing_table,drinking_water,noaddress,unisex,wheelchair:step_height,building:architecture,castle_type,heritage:website,historic,roof:orientation,emergency,name:es,name:he,name:it,description:de,ways,type,official_name,not:historic,not:name,blind:description:de,name:prefix,townhall:type
way,340896649,"POLYGON ((13.4946338 52.5067236, 13.494616 52.5066929, 13.4945777 52.5066265, 13.494696 52.5066017, 13.4947201 52.5066399, 13.494726 52.5066385, 13.4947596 52.5066967, 13.4946338 52.5067236))",,,,,,,,,,,Jugend und Familienzentrum,,,,,,,,,,"[3481252960, 5683850142, 3481252936, 3481252924, 5683850138, 5683850137, 3481252951, 3481252960]",civic,2,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351913260,"POLYGON ((13.5500366 52.4367083, 13.5501681 52.4367726, 13.5502992 52.436677, 13.5504716 52.4367606, 13.5505892 52.4366701, 13.5504066 52.436582, 13.5502754 52.43652, 13.5500366 52.4367083))",,,,,,,,,,,,,,,,,,,,,"[1364897439, 3577165924, 3577165916, 3577165922, 1364896270, 3577165912, 1364897013, 1364897439]",civic,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,354928834,"POLYGON ((13.7307657 52.4016134, 13.7305477 52.401596, 13.7305896 52.4013998, 13.7305445 52.4013962, 13.7305521 52.4013607, 13.7306214 52.4013662, 13.730668 52.4011485, 13.7306088 52.4011438, 13.7306342 52.4010248, 13.7311537 52.4010662, 13.7311348 52.4011543, 13.7308023 52.4011278, 13.7307498 52.4013731, 13.730816 52.4013783, 13.7307657 52.4016134))",Berlin,,1,12559,Am Kaniswall,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,"[3605778310, 3605778311, 3605778312, 3605778313, 3605778314, 3605778315, 3605778316, 3605778317, 3605778318, 3605778319, 3605778320, 3605778321, 3605778322, 3605778323, 3605778310]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,361077035,"POLYGON ((13.3961267 52.5420925, 13.3957644 52.5419908, 13.3959206 52.541785, 13.3962828 52.5418867, 13.3961267 52.5420925))",Berlin,,28,13355,Demminer Straße,,,,,,Olof-Palme-Zentrum,,,,,,,,,,"[3655988188, 3655988189, 3655988190, 3655988191, 3655988188]",civic,2,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,364729874,"POLYGON ((13.4715643 52.4295598, 13.4715165 52.4295807, 13.4714825 52.42961, 13.4714659 52.4296445, 13.4714685 52.4296804, 13.47149 52.4297138, 13.4715281 52.4297412, 13.4715787 52.4297595, 13.4716363 52.4297667, 13.4716946 52.4297622, 13.4717473 52.4297463, 13.4717887 52.4297209, 13.4718144 52.4296885, 13.4718215 52.4296529, 13.4718093 52.4296177, 13.4717791 52.4295869, 13.4717341 52.4295638, 13.4716793 52.4295508, 13.4716206 52.4295494, 13.4715643 52.4295598))",,,,,,,,,,,,,,,,,,,,,"[3687765412, 3687765413, 3687765414, 3687765415, 3687765416, 3687765417, 3687765418, 3687765419, 3687765401, 3687765402, 3687765405, 3687765406, 3687765407, 3687765408, 3687765409, 3687765410, 3687765411, 3687765403, 3687765404, 3687765412]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365890521,"POLYGON ((13.509829 52.4977421, 13.5098014 52.497685, 13.5098087 52.4976837, 13.5097697 52.4976027, 13.5094873 52.4976532, 13.5095254 52.4977322, 13.509699 52.4977012, 13.5097129 52.49773, 13.5097275 52.4977603, 13.509829 52.4977421))",,,,,Balatonstraße,,yes,,,,,Nebenhaus,,,,,,,,,"[3698931665, 5292000031, 5292000032, 895461028, 895461032, 895461035, 895461036, 7601925867, 895461039, 3698931665]",civic,1,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366146634,"POLYGON ((13.3556616 52.6005242, 13.3556803 52.6005535, 13.3556749 52.6005637, 13.3556831 52.6006051, 13.3557369 52.6006217, 13.355766 52.6006197, 13.3557414 52.6006355, 13.3557253 52.6006494, 13.355713 52.6006634, 13.3557042 52.6006765, 13.3557657 52.600689, 13.3557697 52.6006813, 13.3557791 52.600669, 13.3557877 52.600661, 13.3558086 52.6006725, 13.3558166 52.6006647, 13.3558276 52.6006566, 13.3558367 52.6006513, 13.3558476 52.6006462, 13.3558651 52.6006401, 13.3558873 52.6006353, 13.3559042 52.6006334, 13.3559247 52.600633, 13.3559432 52.6006344, 13.355948 52.6006136, 13.3559214 52.6006106, 13.3559009 52.6006098, 13.3558798 52.6006101, 13.3558579 52.6006119, 13.3558682 52.6005919, 13.3559014 52.6005651, 13.3558739 52.6005209, 13.3558723 52.6004914, 13.355798 52.6004704, 13.3557045 52.6004847, 13.3556616 52.6005242))",,,,,,,,,,,,,community_centre,,Mo-Fr 14:00-19:00,,,,,,"[3701370152, 6565597050, 6565597051, 3701370167, 6565597052, 3701370170, 6565597049, 6565597048, 3701370177, 3701370182, 3701370187, 6565597042, 6565597043, 6565597044, 3701370178, 6565597036, 6565597047, 6565597035, 6565597046, 6565597045, 6565597038, 3701370175, 6565597037, 3701370174, 3701370169, 6565597039, 6565597040, 6565597041, 3701370168, 3701370164, 3701370160, 3701370154, 3701370142, 3701370139, 3701370141, 3701370152]",civic,1,,,,,,,,,,,,Bund Deutscher PfadfinderInnen Landesverband Berlin e.V.,,,,youth_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,child;juvenile,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366490019,"POLYGON ((13.4289021 52.5822886, 13.4292529 52.5823073, 13.4292669 52.5822203, 13.4293358 52.5822244, 13.4293463 52.5821588, 13.4292774 52.5821547, 13.4293127 52.5819347, 13.4291076 52.5819238, 13.4290704 52.5821425, 13.4289307 52.5821353, 13.4289021 52.5822886))",Berlin,DE,120,13127,Pasewalker Straße,,,,,,,,,,,,,,,,"[3704695415, 3704695416, 3053374535, 4704135292, 4704135291, 4704135293, 3704695412, 3704695411, 3704695414, 3704695413, 3704695415]",civic,3,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,367478734,"POLYGON ((13.3071073 52.4935347, 13.3071283 52.4935411, 13.3071598 52.4935029, 13.3071762 52.4935079, 13.3072019 52.4934766, 13.3071742 52.4934681, 13.3072567 52.4933678, 13.3072948 52.4933794, 13.3073645 52.4932948, 13.3072707 52.4932662, 13.3072336 52.4933112, 13.3071631 52.4932897, 13.3071107 52.4933534, 13.3071398 52.4933623, 13.3070802 52.4934346, 13.3070515 52.4934696, 13.3070926 52.4934822, 13.307061 52.4935206, 13.3071073 52.4935347))",,,,,,,,,,,,,,,,,,,,,"[559255893, 3713982060, 5333150683, 3713982058, 3713982052, 3713982048, 3713982032, 3713982033, 3713981424, 3713981421, 3713982027, 3713981423, 3713982030, 5333150684, 559255899, 559255898, 559255897, 559255894, 559255893]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,368605741,"POLYGON ((13.3080718 52.5138607, 13.3080718 52.5138819, 13.3080886 52.513908, 13.3081438 52.5139229, 13.3082069 52.5139273, 13.3082128 52.5138656, 13.3082452 52.5138668, 13.3082468 52.5138324, 13.3081477 52.5138288, 13.3080718 52.5138607))",,,,,,,,,,,,,,,,,,,,,"[2715780726, 3724579787, 3724579788, 3724579791, 3724579792, 1019320727, 3724579786, 3724579783, 1019320670, 2715780726]",civic,1,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372698750,"POLYGON ((13.6170346 52.5422712, 13.6168599 52.5422858, 13.6168351 52.5421761, 13.6170098 52.5421615, 13.617016 52.5421888, 13.6170346 52.5422712))",,,,,,,,,,,,,,,,,,,,,"[642384676, 642384655, 642384651, 642384659, 642384678, 642384676]",civic,2,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372698751,"POLYGON ((13.617016 52.5421888, 13.617284 52.5421665, 13.6173029 52.54225, 13.6173088 52.5422762, 13.6170407 52.5422986, 13.6170346 52.5422712, 13.617016 52.5421888))",,,,,,,,,,,,,,,,,,,,,"[642384678, 642384671, 642384683, 642384664, 642384657, 642384676, 642384678]",civic,3,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372752145,"POLYGON ((13.4820146 52.6226711, 13.4819722 52.622646, 13.4819461 52.6226205, 13.4819355 52.6225967, 13.4819316 52.6225719, 13.481831 52.6225732, 13.4818927 52.6226732, 13.48186 52.6226802, 13.4818727 52.6227033, 13.4820146 52.6226711))",,,,,,,,,,,,,,,,,,,,,"[3763025973, 7366834457, 7366834456, 7366834455, 3763025971, 2964220537, 2964220568, 2964220575, 2964220587, 3763025973]",civic,1,,,,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372866793,"POLYGON ((13.4311716 52.5378374, 13.4311334 52.537795, 13.43112 52.5377995, 13.431032 52.5377018, 13.43113 52.5376691, 13.4313228 52.5376047, 13.4314148 52.5377066, 13.4313603 52.5377248, 13.4313935 52.5377616, 13.4311716 52.5378374))",Berlin,DE,105,10405,Danziger Straße,Prenzlauer Berg,,,,,,,,,,,,,,,"[1396037752, 2728025931, 2728025932, 2728025928, 1334978482, 2728025927, 2728025929, 2728025930, 1396037737, 1396037752]",civic,2,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372873785,"POLYGON ((13.4066547 52.5645444, 13.4066352 52.5645554, 13.4065731 52.5645175, 13.4065888 52.5645067, 13.4064544 52.5644289, 13.4063876 52.5644693, 13.406631 52.5646117, 13.4066971 52.5645708, 13.4066547 52.5645444))",,,,,,,,,,,,,,,,,,,,,"[333787799, 5434053398, 5434053399, 5434053400, 333787800, 333787801, 3764362475, 3764362474, 333787799]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379802681,"POLYGON ((13.4841712 52.5020282, 13.4841963 52.5019122, 13.4845235 52.5019355, 13.4845806 52.5018122, 13.484702 52.501617, 13.4848217 52.5014783, 13.4844654 52.5013092, 13.4845861 52.5012112, 13.4850029 52.5014231, 13.4849225 52.5015102, 13.4849837 52.5015295, 13.4848619 52.5016765, 13.4848217 52.5017444, 13.4847819 52.5018023, 13.4847034 52.5019695, 13.4846355 52.5019588, 13.4846069 52.5020563, 13.4841712 52.5020282))",,,,,,,,,,,,,,,,,,,,,"[3831443915, 3831443916, 3831443917, 3836099095, 3836099089, 3831443918, 3831443921, 3831443922, 3831443923, 3831443924, 3831443919, 3836099090, 520894893, 3836099094, 3836099101, 3836099100, 3831443920, 3831443915]",civic,4,1,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379855408,"POLYGON ((13.3805678 52.4295414, 13.3805661 52.4295319, 13.3803542 52.4295457, 13.3803559 52.4295552, 13.3798564 52.429588, 13.3798622 52.4296209, 13.3797715 52.4296268, 13.3797951 52.4297604, 13.3798857 52.4297544, 13.3798908 52.4297835, 13.3804911 52.4297441, 13.3805006 52.4297976, 13.380583 52.4297922, 13.3805732 52.429737, 13.3809648 52.4297113, 13.3809588 52.4296769, 13.3811133 52.4296668, 13.3811075 52.429634, 13.3811004 52.4296344, 13.3810922 52.4295881, 13.3811012 52.4295875, 13.3810932 52.4295423, 13.3809398 52.4295523, 13.3809337 52.4295175, 13.3805678 52.4295414))",,,,,,,,,,,,,,,,,,,,,"[2841098716, 2841098714, 2841098809, 2841098718, 277780419, 2841098811, 2841098719, 2841098722, 2841098920, 3832024294, 342412893, 340408732, 2841098723, 342412898, 342412901, 342412904, 277780422, 3832024205, 2841098813, 3832024169, 2841098810, 277780421, 2841098918, 2841098807, 2841098716]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,381241376,"POLYGON ((13.3455024 52.4882171, 13.3455462 52.4881115, 13.3458233 52.4881544, 13.3458281 52.4881493, 13.3458486 52.4881526, 13.3458675 52.4881557, 13.3458554 52.4881836, 13.3460105 52.4882088, 13.3459623 52.4882777, 13.3458322 52.4882556, 13.3458273 52.4882673, 13.3455024 52.4882171))",Berlin,DE,77,10825,Martin-Luther-Straße,Schöneberg,limited,,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/thomas-dehler-bibliothek/,Thomas-Dehler-Bibliothek,,library,,"Tu,Th 17:00-19:00; Sa 12:00-14:00; PH,Su,Mo off; We,Fr 15:00-19:00",,,,,,"[3844742873, 3844742789, 3844742830, 3844742821, 4682876597, 3844742831, 3844742845, 3844742865, 3844742910, 3844742895, 3844742904, 3844742873]",civic,1,0,,,,grey,flat,,,,,,Freundeskreis der Thomas-Dehler-Bibliothek e.V.,,,,,,+49 30 902776496,,,,,,,,,white,,,+49 30 902776496,,,,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,381646707,"POLYGON ((13.4029668 52.4958955, 13.4029591 52.495844, 13.4031197 52.4958337, 13.4031237 52.4958559, 13.4031428 52.4958553, 13.4031494 52.4958848, 13.4029668 52.4958955))",,,,,,,,,,,,,,,,,,,,,"[3848199330, 3848199308, 3848199300, 3848199314, 3848199312, 3848199326, 3848199330]",civic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,383560170,"POLYGON ((13.4908021 52.501178, 13.4907608 52.5011067, 13.4909009 52.5010766, 13.4909427 52.5010676, 13.4910125 52.5010527, 13.4910538 52.501124, 13.4908021 52.501178))",,,,,,,,,,,"Jugendzentrum ""Lücke""",,,,,,,,,,"[3868399879, 3868399845, 5473485729, 5473485731, 3868399813, 3868399852, 3868399879]",civic,2,1,,,,,gabled,,,,,,,,,,youth_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,387248838,"POLYGON ((13.4021369 52.5686573, 13.4019567 52.5686185, 13.4018761 52.568757, 13.4017943 52.5688867, 13.40199 52.5689223, 13.4021369 52.5686573))",,,,,,,,,,,,,,,,,,,,,"[745911883, 3331187058, 2796169868, 3331187072, 3905666778, 745911883]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,404408438,"POLYGON ((13.5003104 52.5183274, 13.5003111 52.5184018, 13.5007307 52.5184017, 13.5008559 52.5183903, 13.5008758 52.5185212, 13.5010147 52.518519, 13.5010276 52.518373, 13.5010665 52.5183698, 13.5010663 52.5183013, 13.5008395 52.5182773, 13.5006999 52.5182884, 13.5006932 52.518259, 13.5005414 52.518243, 13.5005216 52.5183098, 13.5003104 52.5183274))",Berlin,DE,38,10365,Gotlindestraße,Lichtenberg,yes,,,,HolzHaus,,,,,,,,,130,"[4060811989, 4060811993, 4060811994, 4060811992, 4060811996, 4060811995, 4060811991, 4060811990, 4060810685, 4060810688, 4066864240, 4060810683, 4060810682, 4060810687, 4060811989]",civic,1,,,,,,flat,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,443038405,"POLYGON ((13.5471411 52.4623715, 13.547222 52.4623607, 13.5471698 52.4622149, 13.5470889 52.4622257, 13.5471411 52.4623715))",,,,,,,,,,,,,toys_rental,,,,,,,,"[4406823158, 4406823157, 4406823155, 4406823156, 4406823158]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,457462522,"POLYGON ((13.4268784 52.541483, 13.426938 52.541546, 13.4271014 52.5414897, 13.4270418 52.5414266, 13.4268784 52.541483))",,,,,,,,,,,,,,,,,,,,,"[5782268795, 4536055105, 4536055104, 5782268794, 5782268795]",civic,1,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,482062998,"POLYGON ((13.5399229 52.4601574, 13.5397724 52.4601979, 13.5396785 52.4600684, 13.5394037 52.4601424, 13.5392938 52.4599908, 13.539719 52.4598763, 13.5399229 52.4601574))",,,,,,,,,,,Kleine Schwimmhalle Wuhlheide,,,,,,,,,,"[364054237, 4749399668, 364054230, 364054232, 364054233, 364054236, 364054237]",civic,1,,,sports_hall,,,gabled,swimming,,,,,Berliner Bäder-Betriebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488415195,"POLYGON ((13.4905934 52.5010467, 13.4907938 52.500972, 13.4908309 52.5009582, 13.4907683 52.500896, 13.4905308 52.5009844, 13.4905934 52.5010467))",,,,,,,,,,,,,,,,,,,,,"[4807192528, 5473485730, 4807192527, 4807192526, 4807192525, 4807192528]",civic,1,,,,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,528481057,"POLYGON ((13.5908762 52.5315154, 13.5910099 52.5314669, 13.5911543 52.5316131, 13.5912165 52.5316617, 13.5912674 52.5317328, 13.5911017 52.5317757, 13.5910487 52.5317007, 13.5910208 52.5316596, 13.5908762 52.5315154))",Berlin,,159,12619,Hellersdorfer Straße,,,,,,Informationszentrum Marzahn-Hellersdorf / Touristinformation,,,,,,,,,,"[5135656072, 5135656071, 5135656070, 5135656069, 5135656068, 5135656067, 5135656066, 5135656065, 5135656072]",civic,1,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,534271378,"POLYGON ((13.4358039 52.4880016, 13.4355822 52.4877718, 13.4353459 52.4878559, 13.435425 52.4879403, 13.4355048 52.4880255, 13.4351894 52.4881395, 13.4352485 52.4882, 13.4358039 52.4880016))",Berlin,DE,9,12045,Rütlistraße,Neukölln,,,,http://campusruetli.de/stadtteilzentrum/,Stadtteilzentrum,Haus E - Stadtteilzentrum,community_centre,,,,,,,,"[5181850424, 5181850423, 5181850422, 1650235890, 5181849520, 5181849519, 5181850421, 5181850424]",civic,2,,,,,,flat,,,,,,,,,,family_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,537790978,"POLYGON ((13.3525396 52.5243114, 13.3525199 52.524314, 13.3525127 52.524294, 13.3524691 52.5242997, 13.3524942 52.5243677, 13.352511 52.5243694, 13.3525148 52.5243631, 13.3525566 52.5243571, 13.3525396 52.5243114))",,,,,,,,,,,,,,,,,,,,,"[325122251, 5206927153, 5206927152, 5206927151, 5206927150, 3335658907, 3335658906, 3335658905, 325122251]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,546129892,"POLYGON ((13.5073098 52.4949489, 13.5071622 52.4946446, 13.507404 52.4946011, 13.5074675 52.4947321, 13.5073932 52.4947455, 13.5074108 52.4947817, 13.5076962 52.4947304, 13.5077628 52.4948675, 13.5073098 52.4949489))",Berlin,,60A,10319,Dolgenseestraße,Friedrichsfelde,,,,,,,,,,,,,,,"[5277787281, 5277787280, 5277787279, 5899745740, 5899745739, 5277787278, 5277787277, 5277787276, 5277787281]",civic,1,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,547670250,"POLYGON ((13.4132183 52.5214976, 13.4133106 52.5214404, 13.4132188 52.5213855, 13.4131264 52.5214427, 13.4132183 52.5214976))",,,,,,,yes,,,,Wache am Alexanderplatz,,police,,24/7,,,,,,"[5291685029, 5291685030, 5291685031, 5293086237, 5291685029]",civic,1,,,,,grey,flat,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,569047952,"POLYGON ((13.4909427 52.5010676, 13.4908309 52.5009582, 13.4907938 52.500972, 13.4909009 52.5010766, 13.4909427 52.5010676))",,,,,,,,,,,,,,,,,,,,,"[5473485731, 4807192527, 5473485730, 5473485729, 5473485731]",civic,1,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,579938166,"POLYGON ((13.4856453 52.4962575, 13.4855303 52.4961657, 13.4856681 52.4961013, 13.4857832 52.4961931, 13.4856453 52.4962575))",Berlin,DE,8,10317,Hauptstraße,Rummelsburg,,,,,,,,,,,,,,,"[3342923514, 3342923489, 3342923472, 3342923497, 3342923514]",civic,2,1,,,,,gabled,,,,,,,,,,,,,4,lda,,,Gesamtanlage,,09096040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,579938167,"POLYGON ((13.4859476 52.4963243, 13.4859524 52.4963281, 13.4859941 52.4963086, 13.4860184 52.496328, 13.4859767 52.4963474, 13.4860628 52.4964163, 13.4859248 52.4964807, 13.4858095 52.4963886, 13.4859476 52.4963243))",Berlin,DE,8,10317,Hauptstraße,Rummelsburg,,,,,,,,,,,,,,,"[3342923540, 3342923541, 3342923535, 3342923542, 3342923546, 3342923564, 3342923582, 3342923557, 3342923540]",civic,2,1,,,,,gabled,,,,,,,,,,,,,4,lda,,,Gesamtanlage,,09096040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
