element_type,osmid,barrier,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,email,fax,name,phone,school,website,wheelchair,wikidata,wikipedia,contact:fax,contact:phone,contact:website,contact:email,note,grades,entrance,source,operator,school:de,isced:level,name:etymology:wikidata,old_name,operator:type,toilets:wheelchair,addr:inclusion,check_date,opening_hours,level,ref,name:en,wheelchair:description,short_name,source_ref,lastcheck,addr:housename,alt_name,description,name:de,check_date:opening_hours,office,capacity,fee,fixme,historic,image,name:ru,start_date,surveillance,website:ru,contact:facebook,name:sv,name:zh,denomination,religion,school:DE,healthcare,craft,height,nodes,postal_code,leisure,name:etymology:wikipedia,building,building:colour,building:material,roof:colour,roof:material,building:levels,name:signed,roof:levels,polling_station,roof:shape,official_name,layer,heritage,heritage:operator,lda:criteria,ref:lda,proposed:name,heritage:website,noname,max_age,min_age,type,url,note:de,name:ja,language:de,language:en,after_school,institution:support,landuse,name:start_date,phone:de,phone:en,institution:pedagogy,lunch,fence_type,website:operator,designation,wikimedia_commons,preschool,contact:instagram,contact:email_1,opening_hours:office,sport,name:fr,ref:AEFE,brand,language:gr,vocational,boundary,protect_class,pedagogy,loc_name,source:outline,language:it,network,network:short,name:etymology,language:pt,survey:date,operator:short,year,language:fr,temporary,old_name:1860,old_name:1942,old_name:1960,old_name:1993-2012,old_name:2,ways
way,108543581,,"POLYGON ((13.3581739 52.5417504, 13.3575829 52.5416096, 13.3575332 52.5415989, 13.3578014 52.5411824, 13.3578502 52.5411951, 13.3578616 52.5411974, 13.3582553 52.5412947, 13.3584395 52.54134, 13.3585504 52.5413672, 13.3586098 52.5412755, 13.3586766 52.5412936, 13.3588347 52.5413334, 13.3589328 52.5411868, 13.3589819 52.5411131, 13.359031 52.5410395, 13.3591419 52.541068, 13.3592924 52.5411052, 13.3594038 52.5411333, 13.359305 52.5412796, 13.35931 52.5412959, 13.3592195 52.5414335, 13.3588021 52.5420678, 13.3584079 52.541974, 13.3580756 52.5418949, 13.3581739 52.5417504))",Berlin,DE,18-19,13353,Tegeler Straße,Wedding,school,bggs-berlin@web.de,+49 30 45308415,Brüder-Grimm-Grundschule,+49 30 4530840,,https://bggs-berlin.de/,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[531571364, 270678950, 1245136042, 1245136040, 3123738885, 1222977431, 372877269, 1270522259, 3123738896, 3123738892, 531571426, 3123738894, 531571422, 2778668969, 531571416, 531571414, 531571410, 531571631, 531571447, 1270522325, 1245136038, 270678949, 1210169989, 531571454, 531571364]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109704622,,"POLYGON ((13.2865518 52.4786523, 13.2875419 52.477818, 13.2878579 52.4779621, 13.2878284 52.4779874, 13.2879786 52.4780621, 13.2881208 52.4779719, 13.288106 52.4777885, 13.2884378 52.4777738, 13.2886323 52.4792723, 13.2879968 52.4793125, 13.2879217 52.4788906, 13.2879064 52.4788045, 13.287031 52.4788605, 13.2865518 52.4786523))",,,,,,,school,,,Carl-Orff-Grundschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1255203455, 1255203457, 10875901466, 10875901479, 10875901478, 10875901468, 10875901480, 1255203460, 10875901481, 10875901482, 10875901467, 5322157006, 1255203446, 1255203455]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109980303,,"POLYGON ((13.2808198 52.4918783, 13.2813785 52.4908283, 13.2821213 52.4909692, 13.2822836 52.4916346, 13.281894 52.491659, 13.281936 52.4919482, 13.2812964 52.4919852, 13.2811049 52.4919252, 13.2808721 52.4918758, 13.2808198 52.4918783))",Berlin,DE,2-6,14193,Herbertstraße,Grunewald,school,,,Walther-Rathenau-Gymansium,,,,no,Q2547053,,,+49 30 8902990,http://www.wrs-berlin.de/,,,,,,,,,Q135645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1257649384, 1257649381, 1257649385, 1257649387, 1257649386, 1257649383, 1257649382, 5319050830, 5319050829, 1257649384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110642163,,"POLYGON ((13.2926779 52.4831168, 13.2926095 52.4829154, 13.2925834 52.4828488, 13.2925471 52.4827319, 13.2928869 52.4826851, 13.2928474 52.48257, 13.2928962 52.4825282, 13.2941467 52.4823714, 13.2942157 52.4824026, 13.2943675 52.48286, 13.2943819 52.4829032, 13.2926779 52.4831168))",Berlin,DE,3,14199,Kranzer Straße,Schmargendorf,school,info@sekundarschule-wilmersdorf.de,+49 30/89784591-29,Sekundarschule Wilmersdorf,+49 30 89784591-0,Oberschule,http://www.sekundarschule-wilmersdorf.de,,,,+49 30 89784591-29,+49 30 89784591-11,http://www.sekundarschule-wilmersdorf.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1263062289, 5387382420, 1022597188, 1022597222, 1263062286, 534900445, 534900449, 534904012, 5387382534, 5387382419, 1263062291, 1263062289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110656840,,"POLYGON ((13.293087 52.4770814, 13.2930826 52.4770363, 13.2930662 52.4769183, 13.2930662 52.4769137, 13.2930275 52.4766143, 13.2930182 52.4765423, 13.293016 52.4765257, 13.2930144 52.4765103, 13.292992 52.4763315, 13.293086 52.4763203, 13.2930914 52.4763118, 13.2930635 52.4762786, 13.2932889 52.476202, 13.2935963 52.4761001, 13.2939258 52.4759937, 13.2938218 52.475873, 13.294812 52.4755375, 13.2950081 52.4756014, 13.2951762 52.4769761, 13.293087 52.4770814))",,,,,,,school,,,Alt-Schmargendorf-Grundschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1263167816, 527373986, 527370017, 5290057654, 5290057511, 5290057510, 1263167825, 5290057626, 662856031, 5290057685, 5290057682, 5290057683, 527369990, 1263167828, 1263167826, 1263167820, 1263167818, 5290057667, 1263167822, 1263167816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111541400,,"POLYGON ((13.2802622 52.4848765, 13.2817094 52.48418, 13.2819264 52.4843657, 13.2820037 52.4845354, 13.2820399 52.48456, 13.2829064 52.4844106, 13.2835171 52.4849248, 13.2819476 52.4852121, 13.2813114 52.4854307, 13.2812307 52.485369, 13.2808002 52.4853001, 13.2802622 52.4848765))",Berlin,DE,20A,14193,Delbrückstraße,Grunewald,school,,,Grunewald Grundschule,,,https://grunewald-grundschule.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1270521333, 1270521336, 1270521320, 1270521321, 1270521324, 1270521337, 1270521323, 1270521322, 1270521334, 1270521316, 1270521353, 1270521333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111541493,,"POLYGON ((13.2760304 52.4851276, 13.2768433 52.4846774, 13.2771762 52.4849307, 13.2774823 52.4848049, 13.2778297 52.4850706, 13.2775331 52.4852099, 13.2777195 52.4853524, 13.2768368 52.4857596, 13.2760304 52.4851276))",Berlin,DE,16-20,14193,Lassenstraße,Grunewald,school,,,Hildegard-Wegscheider-Gymnasium,,,http://www.hwos.de,no,Q1618304,,,,,,,,,,,,,,,,,,,,,,,,HWG,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1270522038, 1270522040, 5319046809, 5319046806, 5319046807, 5319046808, 1270522039, 1270522037, 1270522038]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111657919,,"POLYGON ((13.3426005 52.5573681, 13.3430546 52.5571076, 13.3434903 52.5573811, 13.3437925 52.5571997, 13.3440264 52.557353, 13.3437115 52.5575285, 13.3441419 52.5578076, 13.3436133 52.5581023, 13.3426005 52.5573681))",,,,,,,school,,+4930 457985 16,Lessing-Oberschule (Gymnasium),+4930 457985 0,,http://lessing-gymnasium-berlin.de/,,Q1820911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1271581441, 1271581340, 1271581374, 293417346, 293417335, 293417336, 3178668810, 3178668951, 1271581441]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111872672,,"POLYGON ((13.3571005 52.5561627, 13.3573022 52.556292, 13.3575151 52.5564197, 13.3576556 52.5564996, 13.3577839 52.5565696, 13.3579608 52.5566617, 13.3577301 52.5568716, 13.3576675 52.5569476, 13.3576268 52.5570289, 13.357615 52.5570708, 13.3576012 52.5571637, 13.3574766 52.5572225, 13.3573525 52.5572847, 13.3572615 52.5573887, 13.3571246 52.5574157, 13.3569004 52.5576179, 13.3565408 52.5575386, 13.3562651 52.5574282, 13.3559147 52.5573199, 13.3556319 52.5571361, 13.3554235 52.5569984, 13.355268 52.5569027, 13.3553075 52.5568765, 13.3546906 52.5564502, 13.3545906 52.5563804, 13.3545603 52.556321, 13.3545395 52.556208, 13.3546667 52.5561608, 13.355749 52.5555726, 13.3557719 52.5555856, 13.3560197 52.5554475, 13.3571005 52.5561627))",,,,,,,school,,,Gottfried-Röhl-Grundschule,,,,no,Q23786702,,,,,,,,,,,,,Q111988569,,,,,,,,,,,,,,,,,,,,,,,,,,1964,,,,,,,,,,,,"[4202278816, 4202278828, 4202278838, 4202278846, 4202278848, 1273712618, 4202278856, 4202278859, 4202278861, 4202278864, 4202278869, 4202278870, 1273712615, 1273712434, 4202278879, 1273712432, 1273712427, 4202278880, 4202278876, 4202278867, 276901848, 1273712428, 276901849, 4202278841, 276901850, 1273712538, 4202278820, 4202278815, 4202275364, 4202275365, 278789972, 4202278816]",,,,,,,,,,,,,,,,4,lda,Gesamtanlage,09030331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112503208,,"POLYGON ((13.3178235 52.5252542, 13.3176618 52.5252855, 13.31746 52.525309, 13.31745 52.5253419, 13.3166829 52.5253346, 13.3166833 52.5252815, 13.316541 52.5252705, 13.3163797 52.5252483, 13.3165357 52.524805, 13.3165697 52.5247087, 13.316598 52.5246296, 13.316773 52.5246521, 13.3168562 52.5246631, 13.3172814 52.5246666, 13.3173492 52.5246535, 13.3174991 52.5246241, 13.3175183 52.5246201, 13.3178427 52.5245497, 13.3179428 52.5245767, 13.3180749 52.5248306, 13.3181017 52.5248814, 13.3185039 52.5256552, 13.3180798 52.5256526, 13.3180761 52.5256435, 13.3180522 52.5256373, 13.3180303 52.5256324, 13.3178427 52.5252893, 13.3178235 52.5252542))",Berlin,DE,6,10553,Neues Ufer,Moabit,school,,,Heinrich von Stephan Gemeinschaftsschule,,,,no,Q47523609,,,,http://www.hvstephan-gemsch.de/,,,,,,,,,,,,,,,,,,,,,,,,Heinrich-von-Stephan - Reformpädagogische Gemeinschaftsschule,,,,,,,,,,,,,,,,,,,,,,,"[437289236, 29954950, 2735389074, 2735389083, 2735389079, 2735389068, 29954951, 29954952, 3130900197, 3128916179, 3128916181, 3128916180, 3130900199, 3130900200, 3128467761, 29954954, 2735389043, 1278513872, 2718217954, 4703997428, 2725091307, 1278513881, 2723998745, 2723998743, 2723998742, 2732677840, 5771726155, 437289236]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113373757,,"POLYGON ((13.3035258 52.6126949, 13.3035186 52.6127893, 13.3035125 52.6129661, 13.3035148 52.6133536, 13.3035165 52.6134183, 13.3035185 52.6136485, 13.3035293 52.6136503, 13.3039771 52.6136498, 13.3039442 52.6141037, 13.3041949 52.6141098, 13.3042261 52.6141107, 13.3042567 52.6136491, 13.3048207 52.6136115, 13.3050209 52.6135997, 13.3050291 52.6133884, 13.3055269 52.6134066, 13.3055787 52.6129168, 13.305592 52.6127601, 13.3044928 52.6127325, 13.3044849 52.612335, 13.304515 52.6121514, 13.3042393 52.612137, 13.3036087 52.6121052, 13.3035332 52.6125953, 13.3035304 52.6126077, 13.3035258 52.6126949))",,,,,,,school,buero@gustav-dreyer-schule.de,+4930 405086 20,Gustav-Dreyer-Schule,+4930 405086 0,,http://www.gustav-dreyer-schule.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1285829757, 9158098180, 9158098181, 9158098179, 9158098178, 1285829914, 9158098177, 1285829680, 1285829701, 886678494, 9158098187, 1285829673, 9158098182, 1285829746, 1285829753, 1285829565, 886678490, 1285829836, 2131444777, 5693399310, 9483974808, 9483974809, 9483974810, 9483974812, 9483974811, 1285829757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116619771,,"POLYGON ((13.3510994 52.599811, 13.3510833 52.5999578, 13.3513749 52.5999734, 13.3514333 52.5993332, 13.352632 52.5993772, 13.3526437 52.5993013, 13.3527625 52.598491, 13.3526097 52.5984833, 13.352659 52.5981984, 13.352342 52.5981838, 13.352118 52.5981803, 13.351908 52.5981702, 13.3519411 52.5979165, 13.3517642 52.5979059, 13.3511212 52.5978776, 13.3510788 52.5981643, 13.3510457 52.598426, 13.3510266 52.5984642, 13.3509303 52.5992501, 13.3508935 52.5994704, 13.350851 52.599802, 13.3510994 52.599811))",,,,,,,school,tmo.slt@t-online.de,+4930 41476367 99,Thomas-Mann-Oberschule,+4930 41476367 0,,http://www.tmo-berlin.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1770040415, 1478018853, 6637907290, 1134242148, 6637907288, 279307090, 279306812, 1314277582, 624711892, 624711887, 624711880, 624711944, 1314277589, 527286269, 527286262, 1477970338, 527286307, 1477970324, 305608967, 418406926, 1770040414, 1770040415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116676564,,"POLYGON ((13.392205 52.5388415, 13.3928445 52.5390292, 13.3931086 52.5391062, 13.39343 52.5392008, 13.3940477 52.5393782, 13.3940991 52.5393943, 13.3941652 52.5393064, 13.3948367 52.5384439, 13.3948666 52.538319, 13.3950319 52.5381118, 13.3945291 52.5379694, 13.3936962 52.5377323, 13.3936846 52.5377356, 13.3936729 52.5377459, 13.393645 52.5377391, 13.3933577 52.5376548, 13.3931351 52.5379379, 13.3930775 52.537921, 13.3930594 52.5379211, 13.3929143 52.5380774, 13.392205 52.5388415))",Berlin,DE,57,13355,Stralsunder Straße,Gesundbrunnen,school,verwaltung@ernst-reuter-schule.berlin,+4930 46777991 6,Ernst-Reuter-Schule,+4930 46777991 0,,https://ernst-reuter-schule.berlin/,yes,Q110943739,,,,,,,7-13,,,"Senatsverwaltung für Bildung, Jugend und Familie",,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1314767025, 2818298305, 1889765669, 1889753817, 260611619, 3924082061, 3924081938, 3924081681, 3924081556, 1314767027, 1889732681, 1889732662, 5926960891, 5926960892, 1314767026, 1889765662, 2818291191, 5926960893, 2818291190, 1889765664, 1314767025]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116793883,,"POLYGON ((13.3922143 52.5383636, 13.3923197 52.5382431, 13.3921235 52.5381796, 13.3920182 52.5383001, 13.3922143 52.5383636))",,,,,,,school,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1315894511, 1895947683, 1315894510, 1315894507, 1315894511]",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116793884,,"POLYGON ((13.3902193 52.5379513, 13.3901362 52.5379256, 13.3898992 52.5378524, 13.3894816 52.5377234, 13.3895495 52.537642, 13.3898248 52.5373125, 13.3902648 52.5374485, 13.3906758 52.5375771, 13.3908944 52.5376409, 13.3909844 52.5376576, 13.3914617 52.5378062, 13.3922245 52.5380413, 13.3922612 52.5380534, 13.3923843 52.5380963, 13.392452 52.5381198, 13.3924267 52.5381467, 13.3923197 52.5382431, 13.3922143 52.5383636, 13.3920716 52.5385191, 13.3918485 52.5387754, 13.3914756 52.5386661, 13.3914166 52.5386479, 13.3913548 52.5386288, 13.3904826 52.5383593, 13.3901885 52.5382684, 13.3900025 52.5382109, 13.3902193 52.5379513))",Berlin,DE,42,13355,Strelitzer Straße,Gesundbrunnen,school,,,Gustav-Falke-Schule,,,,limited,,,,+49 30 467 779960,http://www.gustav-falke-g.cidsnet.de,gfg@gustav-falke-g.cidsnet.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1368885761, 1898343670, 1889594108, 1315894516, 1889576003, 1315894508, 1889576000, 1889576001, 1889576004, 1218245940, 1889594106, 1889594113, 1218245889, 1889768616, 1315894512, 1889732705, 1895947683, 1315894511, 1885279916, 1315894515, 1895947690, 1885279918, 1895947689, 1895947685, 1898343678, 1898343676, 1368885761]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118377362,,"POLYGON ((13.5494321 52.4344505, 13.5490455 52.4343016, 13.5487286 52.4341867, 13.5479649 52.4338938, 13.5475049 52.4342396, 13.5475546 52.4342577, 13.5477218 52.4343214, 13.5477379 52.4343271, 13.5480256 52.4344376, 13.5483764 52.4345719, 13.5484277 52.4345915, 13.5482125 52.4347551, 13.5479736 52.4349367, 13.5476238 52.4352687, 13.5481821 52.4354896, 13.5487687 52.4357272, 13.5496404 52.4350305, 13.5502839 52.4352954, 13.5507089 52.4349567, 13.5495961 52.4345116, 13.5496911 52.4344123, 13.5498221 52.434461, 13.5499046 52.4343739, 13.5501317 52.4344522, 13.5502126 52.4343628, 13.5503342 52.4344048, 13.5505137 52.4342257, 13.5499003 52.433987, 13.5494321 52.4344505))",,,,,,,school,,,Anna-Seghers-Oberschule,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10066647983, 5837745934, 5837745935, 1625633815, 1331326410, 261654048, 261654045, 10056174890, 6350068321, 6350068319, 1331326412, 6350068315, 6350068320, 1331326415, 3503424266, 1331326418, 1946315865, 1946315869, 535084673, 10066647975, 10066647976, 10066647977, 10066647978, 10066647979, 10066647980, 10066647981, 535084643, 10066647982, 10066647983]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120445503,,"POLYGON ((13.2796194 52.5881929, 13.2792241 52.5880807, 13.2793462 52.5879169, 13.2783582 52.5876485, 13.2784784 52.58744, 13.2791331 52.5875811, 13.2792223 52.5874383, 13.2798139 52.5876031, 13.2799509 52.5876418, 13.2800207 52.5876617, 13.2796194 52.5881929))",,,,,,,school,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1350487227, 2121056773, 2121056802, 1350487222, 2121056787, 2121056790, 1350487213, 3222411787, 3222411795, 1350487217, 1350487227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120944949,,"POLYGON ((13.3651063 52.588582, 13.3652875 52.5881337, 13.365288 52.588102, 13.3652916 52.5880173, 13.3652995 52.5876646, 13.3661416 52.5876745, 13.3661262 52.5881466, 13.3658602 52.5881785, 13.3658939 52.5882306, 13.3657225 52.5886744, 13.3651063 52.588582))",Berlin,,49,13158,Schillerstraße,,school,,,SchuleEins Filiale Wilhelmsruh,+49 30 47036911,,https://www.schuleeins.de,,,,,,https://pankowerfruechtchen.de/horteins/wilhelmsruh/,,,,,,Pankower Früchtchen gGmbH,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1354877498, 1354877480, 2624727736, 5922014680, 1354877509, 1354877483, 1354877479, 5922014681, 1354877511, 1354877489, 1354877498]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120945735,,"POLYGON ((13.1547721 52.5467893, 13.1552592 52.5490664, 13.15852 52.5487165, 13.1606014 52.5484816, 13.1601481 52.5464278, 13.1583853 52.5466385, 13.1563518 52.5468774, 13.1558543 52.5468738, 13.1547721 52.5467893))",,,,,,,school,,,Grundschule im Beerwinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1354897567, 1354897559, 1354897582, 1354897555, 1354897563, 1354897561, 1354897566, 2798855832, 1354897567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120946280,,"POLYGON ((13.1457793 52.5412043, 13.1458097 52.5415309, 13.1458328 52.5415313, 13.1458865 52.5415322, 13.1462713 52.5415299, 13.1466911 52.5415309, 13.1466841 52.5412008, 13.1457793 52.5412043))",,,,,,,school,,,Zeppelin-Grundschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1354903961, 1354903959, 6501811818, 2874926303, 2874925903, 1354903957, 1354903946, 1354903961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120946753,,"POLYGON ((13.1669506 52.5228293, 13.1668805 52.5227651, 13.1666296 52.5222146, 13.1664937 52.5219546, 13.1691864 52.5213889, 13.1694609 52.5213312, 13.1697854 52.52192, 13.1695135 52.5219771, 13.1686568 52.522157, 13.1688515 52.5224693, 13.168891 52.5225392, 13.1689538 52.5226497, 13.169068 52.5230233, 13.1669506 52.5228293))",,,,,,,school,,,Christian Morgenstern Grundschule,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1354920044, 4931860772, 4931860773, 1354920079, 7460765181, 1354920077, 1354920073, 7460765180, 1354920069, 2895506950, 2895507675, 1354920083, 1354920081, 1354920044]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120947523,,"POLYGON ((13.2390404 52.5076021, 13.2389095 52.5082995, 13.2382321 52.5082608, 13.2380497 52.5089956, 13.237044 52.508904, 13.2359009 52.5087998, 13.2359907 52.5083295, 13.235814 52.5083124, 13.2359651 52.507533, 13.2354842 52.5075005, 13.2354999 52.5074022, 13.2390404 52.5076021))",,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1354928259, 7502918112, 1354928258, 1354928256, 7505625764, 1354928257, 1354928260, 1354928262, 7502918132, 7502918134, 7502918133, 1354928259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121034430,,"POLYGON ((13.2736034 52.541681, 13.2731424 52.5404466, 13.2733976 52.5404077, 13.273358 52.5402935, 13.273785 52.5402313, 13.2739272 52.5402089, 13.2745484 52.5401069, 13.2757433 52.5399106, 13.2761136 52.5412767, 13.275752 52.5413252, 13.2754586 52.5413737, 13.2752085 52.5414203, 13.2748464 52.5414971, 13.2745012 52.5415642, 13.2742461 52.5416038, 13.2740497 52.5416308, 13.2736034 52.541681))",Berlin,DE,32,13629,Jungfernheideweg,Charlottenburg-Nord,school,,,Robert-Reinick-Grundschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1355639811, 1355639810, 1418640513, 3706577725, 5660330739, 5660330740, 5660330741, 714280505, 3706577745, 5660330738, 5660330737, 3706577747, 5660330736, 3706577752, 5660330735, 3706577753, 1355639811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121105167,,"POLYGON ((13.2530486 52.5114514, 13.2531265 52.5112653, 13.2531971 52.511143, 13.2535538 52.5107514, 13.2536547 52.5105418, 13.2537061 52.510363, 13.2536659 52.510344, 13.2533711 52.5103778, 13.2531175 52.5104218, 13.2529354 52.5104667, 13.252987 52.5105498, 13.2530532 52.5106489, 13.2531478 52.5108014, 13.2529022 52.5108559, 13.2527473 52.5108894, 13.2523911 52.5109661, 13.2521934 52.5113581, 13.2516347 52.5116346, 13.2514028 52.5118098, 13.2528555 52.5117365, 13.2529329 52.5117206, 13.253016 52.5116439, 13.2530221 52.51155, 13.2530486 52.5114514))",,,,,,,school,info@herz-jesu-schule.de,+4930 3300701 29,Katholische Herz-Jesu Schule,+4930 3300701 0,,https://herz-jesu-schule.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catholic,christian,,,,,"[1356472123, 1356472091, 1356472094, 7501632058, 7501632057, 7501632056, 7501632055, 7501632054, 7501632053, 7501632052, 1308257931, 1308257978, 1356472095, 1356472119, 1356472115, 598809951, 858011034, 6187468665, 858011083, 6187468664, 10295838012, 10295838014, 10295838013, 1356472123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121105448,,"POLYGON ((13.2563996 52.5155643, 13.2563208 52.5157737, 13.2565663 52.5158044, 13.2564586 52.5161686, 13.2560513 52.5161288, 13.255658 52.5160793, 13.255835 52.515501, 13.2563996 52.5155643))",Berlin,DE,23,14052,Olympische Straße,Westend,school,,,Schele Schule,+49 30 449 90,,http://schele-schule.de/,,Q1486887,de:Schele-Schule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6902543345, 1356488598, 1356488605, 1356474973, 3046742679, 1356474968, 1356474979, 6902543345]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
