element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,operator,website,wheelchair,check_date:opening_hours,community_centre,community_centre:for,contact:phone,contact:website,description,opening_hours,fax,health_facility:type,lgbtq,phone,provided_for:homosexual,check_date,opening_hours:signed,operator:type,club,sport,disused,short_name,wikidata,access,alt_name,contact:email,contact:email_1,contact:name,fee,identity,indoor,interaction,internet_access,internet_access:fee,mode_of_organisation:decision_making,mode_of_organisation:hierarchy_chef,mode_of_organisation:members,mode_of_organisation:ownership_structure,mode_of_organisation:purpose,mode_of_organisation:scale_of_activity,mode_of_organisation:self_managed,owner,payment:cash,payment:donations,production_input:knowledge:free_licence,production_input:knowledge:p2p_licence,production_input:knowledge:public_domain,production_input:money:crowdfunding,production_input:money:gift,production_input:natural_recources:democratic,production_input:natural_recources:fair,production_input:natural_recources:regional,production_input:natural_resources:sustainable,production_input:supply_chain:fair,production_input:work:ilo_standards,provides,smoking,smoking:outside,source,start_date,wheelchair:description,drink:coffee,second_hand,note,level,toilets:wheelchair,contact:twitter,leisure,contact:fax,email,barrier,culture,contact:facebook,image,name:de,name:en,addr:housename,gay:women,gay,lgbtq:men,wikipedia,office,fetish:bdsm,fetish:bears,fetish:leather,fetish:rubber,fetish:sneakers,fetish:uniform,max_age,min_age,network,contact:phone:booking,opening_hours:covid19,description:de,is_in:city,is_in:country,is_in:country_code,name:fr,name:ro,education,facebook,instagram,twitter,youtube,religion,name:ar,fixme,changing_table,toilets,denomination,addr:floor,description:target_group,contact:instagram,contact:telegram,room,wheelchair:description:de,noname,opening_hours:url,operator:wikidata,wikimedia_commons,craft,height,shop,wheelchair:ramp,description:en,service:bicycle:diy,service:bicycle:repair,operator:short,social_facility:for,currency:EUR,currency:others,language:de,name:etymology:wikidata,brand,brand:wikidata,function,name:pl,name:et,nodes,building,building:colour,roof:shape,building:levels,heritage,heritage:operator,lda:criteria,ref:lda,roof:levels,designation,postal_code,roof:colour,heritage:website,roof:height,building:part,official_name,amenity:old,name:old,building:use,building:levels:underground,queer,addr:inclusion,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,building:material,old_name,addr:unit,source:height,architect,heritage:description,protect_class,roof:material,landuse,building:name,building:number,military,addr:place,contact:mobile,contact:webcam,social_facility,protection_title,toilets:unisex,name:ja,proposed,loc_name,nohousenumber,addr:district,addr:state,addr:subdistrict,area,ways,type
way,121816135,"POLYGON ((13.5132365 52.4546846, 13.5131957 52.4546371, 13.5131768 52.4546431, 13.5131416 52.4546023, 13.5131174 52.4546101, 13.5130915 52.45458, 13.5131121 52.4545734, 13.5130917 52.4545496, 13.5131804 52.4545211, 13.5131723 52.4545117, 13.5132264 52.4544943, 13.5132344 52.4545036, 13.5132691 52.4544925, 13.5133206 52.4545523, 13.5133417 52.4545456, 13.5133658 52.4545736, 13.5133541 52.4545773, 13.5134009 52.4546318, 13.5132365 52.4546846))",,,,,,,community_centre,Villa offensiv - Nachbarschaftshaus,offensiv'91 e.V.,https://offensiv91.de/stadtteilarbeit/villa-offensiv/,limited,,community_hall,family;homosexual;immigrant;juvenile;lgbtq;multigeneration;woman,,,,,,,,+49 30 6390 2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villa@offensiv91.de,,,,https://offensiv91.de/wp-content/uploads/2020/06/97557006_1934545780036501_8720742863291285504_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1362773508, 3676201587, 1362773480, 3676201585, 3676201586, 3540728152, 3676201583, 1362773529, 3676201580, 3676201579, 3676201577, 3676201578, 1362773512, 3676201582, 3676201581, 3676201584, 1362773487, 1362773492, 1362773508]",yes,,,3,,,,,,,,,,,,,,,,,,,,,,,Villa Obrikat,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121840587,"POLYGON ((13.4090502 52.5323175, 13.4091963 52.5322646, 13.4091473 52.5322145, 13.4090012 52.5322674, 13.4090502 52.5323175))",,,,,,,community_centre,Platzhaus,Leute am Teute e.V.,http://www.leute-am-teute.de/,yes,,,,,,,"""Gehört zum Verein Leute am Teute. Kann für Veranstaltungen gebucht werden, hat aber keine reguläre Öffnungszeiten.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1362968796, 1362968794, 1362968793, 1362968795, 1362968796]",shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122705125,"POLYGON ((13.1390676 52.5298181, 13.1390113 52.5297093, 13.1384867 52.5298098, 13.138543 52.5299186, 13.1390676 52.5298181))",Berlin,DE,3,13591,Schulstraße,Staaken,community_centre,Jona's Haus,,https://stiftung-jona.de/,,,youth_centre,child;juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1370393982, 1370393975, 1370393981, 2872433757, 1370393982]",yes,,,,4,lda,Baudenkmal,09080604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125226198,"POLYGON ((13.4759295 52.5545121, 13.475903 52.5542918, 13.4762832 52.5542748, 13.4763097 52.5544951, 13.4759295 52.5545121))",,,,,,,community_centre,Tanzwerkstatt No Limit,Tanzwerkstatt No Limit e.V.,,,,youth_centre,juvenile,,http://tanzwerkstatt-nolimit.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3332291925, 3332291831, 3332291827, 3332291919, 3332291925]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125758995,"POLYGON ((13.4310369 52.5380242, 13.4311929 52.538051, 13.4312624 52.5380315, 13.4312748 52.5380463, 13.4313742 52.5380615, 13.4313966 52.5380539, 13.4314522 52.5379493, 13.4316192 52.5378924, 13.4316193 52.5378749, 13.4315057 52.5377414, 13.4314778 52.5377328, 13.4313935 52.5377616, 13.4311716 52.5378374, 13.4311082 52.5378591, 13.4310428 52.5378814, 13.4309949 52.5379741, 13.4310369 52.5380242))",Berlin,DE,101,10405,Danziger Straße,Prenzlauer Berg,community_centre,Die Wabe,,http://www.wabe-berlin.de,,,events_venue,,,,,"""depends on the program""",,,,+4930902953850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,"[87020462, 87021172, 87020463, 1396037777, 1396037780, 1396037779, 1396037768, 1396037762, 1396037757, 1396037734, 1396037733, 1396037737, 1396037752, 87020469, 249267343, 87020461, 87020462]",civic,,,2,,,,,,,,,,,,,,,,,,,,,,,,,estimate,,,,,,,,,,,,,,,,,,,,,,,,
way,127059058,"POLYGON ((13.5756013 52.4412992, 13.5756634 52.4412993, 13.5756634 52.4412908, 13.5759728 52.4412913, 13.5759729 52.441273, 13.576148 52.4412733, 13.5761483 52.4412089, 13.5760599 52.4412087, 13.5758255 52.4412075, 13.575826 52.4411882, 13.5757408 52.4411869, 13.5757405 52.4412071, 13.5756034 52.4412062, 13.5756013 52.4412992))",Berlin,DE,42,12557,Gartenstraße,Köpenick,community_centre,Waschhaus,Der Cöpenicker e. V.,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1407046024, 5208953673, 5208953672, 1407046022, 1407046013, 1407046011, 1407045952, 1407045953, 5208953671, 5208953668, 5208953669, 5208953670, 1407045976, 1407046024]",yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128272270,"POLYGON ((13.334731 52.4609882, 13.3344461 52.4609903, 13.3341015 52.4610057, 13.3340349 52.4610847, 13.3342873 52.4613917, 13.3343353 52.4613762, 13.334341 52.4613664, 13.3344563 52.4613068, 13.3345104 52.4612791, 13.334573 52.4612437, 13.3348002 52.4612589, 13.3348172 52.4610513, 13.3347229 52.461045, 13.334731 52.4609882))",Berlin,DE,9,12157,Jeverstraße,Steglitz,community_centre,Jugend- und Familienzentrum JeverNeun,,,yes,,youth_centre;family_centre,child;juvenile;family,+49 30 79747803,https://jeverneun.nbhs.de/,,,,,,,,,,,,,,,,,,jeverneun@nbhs.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 79747805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[646617252, 3763477755, 1417922976, 1633140269, 1633140270, 646607813, 646607819, 1417922978, 646607812, 1417922983, 646617249, 3763479957, 3763477756, 646617252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130062561,"POLYGON ((13.3368881 52.4739348, 13.3368881 52.4739868, 13.3370503 52.4739844, 13.3370809 52.4740026, 13.3370807 52.4740612, 13.3373057 52.4740604, 13.3373086 52.4739367, 13.3372863 52.4739363, 13.3372876 52.4739237, 13.3372507 52.4739025, 13.3371799 52.473904, 13.3371716 52.4738993, 13.337131 52.4738763, 13.3368528 52.4738763, 13.3368532 52.4739345, 13.3368881 52.4739348))",Berlin,DE,20a,12159,Stierstraße,Friedenau,community_centre,Seniorenfreizeitstätte Stierstraße,Bezirksamt Tempelhof-Schöneberg von Berlin,,,,community_hall,senior,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1433660024, 1433660028, 1433660027, 5225057201, 1433660030, 1433660029, 7546074515, 5752194786, 5752194787, 5225057202, 5752194788, 2409074925, 5225057203, 1433660022, 1433660025, 1433660024]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130637474,"POLYGON ((13.320721 52.4791095, 13.3210337 52.4791083, 13.32116 52.4791078, 13.3211604 52.4791483, 13.3211608 52.4791837, 13.3211756 52.4791836, 13.3211758 52.4791972, 13.3209644 52.4791984, 13.320722 52.479199, 13.320721 52.4791095))",,,,,,,community_centre,Vaterunserkirche Gemeindehaus,,,,,parish_hall,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1438198521, 1438198661, 1438198482, 5170092468, 5345618725, 5345618726, 1438198636, 364332906, 1438198678, 1438198521]",yes,,gabled,5,yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131234574,"POLYGON ((13.4526408 52.5482614, 13.4526463 52.5482522, 13.4525981 52.5482418, 13.4526 52.5482384, 13.4525881 52.5482358, 13.4525953 52.5482233, 13.4526072 52.5482259, 13.4526426 52.5481622, 13.452784 52.5481929, 13.4527324 52.5482821, 13.4526408 52.5482614))",Berlin,DE,4,13088,Mahlerstraße,Weißensee,community_centre,Familienzentrum Weißensee,,,yes,,community_hall,,+49 30 91147690,http://www.familienzentrum-weissensee.de,,"Mo,Tu,Th 10:00-18:00; We 10:00-19:00",,,,,,2020-12-24,,,,,,,,,,info@familienzentrum-weissensee.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 91147691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2927052316, 2927043778, 2927047937, 2927043777, 2927052406, 2927043774, 2927050353, 2927050776, 2927050780, 2927052409, 2927052316]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132721690,"POLYGON ((13.4444657 52.5515746, 13.4444887 52.5516017, 13.444756 52.5519164, 13.4447784 52.5519437, 13.4448054 52.5519765, 13.444808 52.5519797, 13.4448426 52.5520203, 13.4448683 52.5520525, 13.444968 52.5521698, 13.4450024 52.5522103, 13.4450168 52.5522272, 13.4450969 52.5523228, 13.445404 52.5522346, 13.4454317 52.5522272, 13.4454638 52.552217, 13.4457108 52.5521448, 13.4456219 52.5520377, 13.4450788 52.5513846, 13.4448422 52.5514573, 13.4446764 52.5512517, 13.444287 52.5513682, 13.4443573 52.5514481, 13.4444657 52.5515746))",,,,,,,community_centre,Maxim,Bezirksamt Pankow von Berlin,,limited,,youth_centre,child;juvenile,+49 30 92376457,http://www.im-maxim.de/,,Mo-Th 13:00-21:00; Su 12:00-20:00,,,,,,,,,,,,,,,,info@im-maxim.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 92376458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2918379321, 2918379324, 1460261235, 2918376172, 1460261245, 1460261243, 6518490637, 1460577842, 2918376197, 9869622549, 1461097285, 1460112890, 1460261268, 1460495404, 1460261267, 1460112888, 5640082129, 1460112876, 1460112877, 1460112870, 1460112875, 9869622548, 2918379321]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132917076,"POLYGON ((13.4378086 52.4910435, 13.4378522 52.491088, 13.4378597 52.4910852, 13.4379267 52.4911535, 13.437857 52.4911788, 13.437844 52.4911656, 13.4377538 52.4911984, 13.4377011 52.4911446, 13.4377097 52.4911415, 13.4376648 52.4910958, 13.4378086 52.4910435))",Berlin,DE,14a,10999,Ratiborstraße,Kreuzberg,community_centre,Kreuzberger Kinderstiftung,,,limited,,club_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"File:Berlin, Kreuzberg, Ratiborstrasse 14A, Kinderstiftung Kreuzberg.jpg",,,,,,,,,,,,,,,,,,,"[1462220533, 7926032293, 7926032294, 1462220683, 9961517142, 9961517143, 1462220690, 7926032291, 7926032292, 1462220627, 1462220533]",residential,,gabled,1,4,lda,Baudenkmal,09031224,1,,,,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09031224,,,,,,,,,,,,,brick,,,,Wilhelm Germelmann,Aufseherwohnhaus der Königlichen Wasserbauinspektion Berlin I,22,,,,,,,,,,,,,,,,,,,,,
way,134397159,"POLYGON ((13.5044165 52.5026314, 13.5045752 52.5026119, 13.5045635 52.5025765, 13.5045233 52.5025814, 13.5045209 52.5025743, 13.5044446 52.5025837, 13.5044472 52.5025913, 13.5044049 52.5025965, 13.5044165 52.5026314))",,,,,,,community_centre,TC Rotation Friedrichsfelde e.V.,TC Rotation Friedrichsfelde e.V.,,,2023-06-10,club_home,athlete,,http://tc-rotation.de/,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1477769744, 1477769743, 1477769741, 5859443826, 5859443827, 5859443828, 5859443829, 1477769742, 1477769744]",pavilion,,flat,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,134688991,"POLYGON ((13.4026884 52.576679, 13.4026851 52.5766846, 13.4026781 52.5766829, 13.4027036 52.5766424, 13.4026764 52.5766349, 13.4026933 52.5766083, 13.4027205 52.5766144, 13.4027446 52.5765761, 13.4029571 52.5766237, 13.4029518 52.5766323, 13.4029685 52.5766351, 13.4029345 52.5766902, 13.4029188 52.5766859, 13.4028939 52.5767262, 13.4026884 52.576679))",Berlin,DE,10,13156,Stille Straße,Niederschönhausen,community_centre,Stille Straße 10,Stille Straße 10 e. V.,,,,,,,http://stillestrasse.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3593067079, 3593067083, 3593067082, 3593067055, 3593067047, 3593067037, 2957915637, 3593067019, 3593067045, 3593067046, 3593067048, 3593067089, 3593067085, 3593067301, 3593067079]",detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141612906,"POLYGON ((13.4754649 52.494835, 13.4755477 52.4947751, 13.4754809 52.4947435, 13.4753997 52.494801, 13.4754649 52.494835))",,,,,,,community_centre,Haus am See,,,yes,2022-10-07,club_home,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1550137745, 1550137669, 1550137652, 1550137713, 1550137745]",bungalow,,skillion,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142835462,"POLYGON ((13.6285768 52.5208614, 13.6286767 52.5208098, 13.6287249 52.5208444, 13.628798 52.5208067, 13.6287146 52.5207469, 13.6288144 52.5206953, 13.6287316 52.5206359, 13.6286348 52.5206858, 13.628644 52.5206924, 13.6285742 52.5207285, 13.6285528 52.5207132, 13.6284466 52.520768, 13.6285768 52.5208614))",Berlin,,35,12623,Albrecht-Dürer-Straße,,community_centre,Gemeindehaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1563061310, 1563061309, 5235189450, 5235189451, 5235189446, 5235189447, 5235189449, 5235189448, 5235189452, 5235189453, 1563061307, 1563061308, 1563061310]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142905066,"POLYGON ((13.4187139 52.4697959, 13.4186143 52.4702045, 13.4200678 52.4703429, 13.4200632 52.470366, 13.4199893 52.4707355, 13.4199854 52.4707548, 13.4193058 52.4706467, 13.4184215 52.4705019, 13.4175384 52.4703617, 13.4173085 52.4702212, 13.4172509 52.4700992, 13.4164698 52.4696011, 13.4187139 52.4697959))",Berlin,,174,12051,Oderstraße,,community_centre,"Interkulturelles Kinder-, Jugend- und Familienzentrum ""Kinderwelt am Feld""",Jugendamt Neukölln & Diakonie Jugend- und Familienhilfe Simeon gGmbH,http://www.kinderwelt-neukoelln.de/,,,,child;juvenile,,,,,,,,+493062607781,,,,,,,,Kinderwelt am Feld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team@kinderwelt-neukoelln.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[196016765, 196016768, 1514611635, 7105589753, 10048112068, 1563662343, 5479193081, 5479193080, 431622780, 431622779, 1983425403, 1563662338, 196016765]",,,,,,,,,,,,,,,,,,,,,,,,,,,Interkulturelles Kinder- und Elternzentrum „Am Tower“,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,
way,143861035,"POLYGON ((13.3133074 52.4483207, 13.3132666 52.4483677, 13.3129993 52.4482794, 13.3130631 52.448207, 13.3132261 52.4482616, 13.3132671 52.4482742, 13.313321 52.4482114, 13.3132675 52.4481953, 13.3132601 52.4482041, 13.3131593 52.4481746, 13.3130909 52.4481522, 13.3131323 52.4481056, 13.3132062 52.4481193, 13.3132429 52.4481401, 13.3132639 52.4481466, 13.313274 52.4481342, 13.313337 52.448169, 13.3133577 52.4481752, 13.3133743 52.4481547, 13.3134612 52.4481814, 13.3134642 52.4481778, 13.3135312 52.4481989, 13.3134456 52.4482984, 13.3135163 52.4483206, 13.3136071 52.4482153, 13.3136197 52.4482184, 13.3136303 52.4482058, 13.3137224 52.4482251, 13.3137095 52.4482495, 13.3137128 52.4482508, 13.3136512 52.4483663, 13.3136227 52.4483577, 13.3135992 52.4483859, 13.313488 52.4483492, 13.3134903 52.4483469, 13.3134414 52.4483311, 13.3134166 52.4483586, 13.3133398 52.4483346, 13.3133423 52.4483318, 13.3133074 52.4483207))",Berlin,DE,17,12203,Gardeschützenweg,Lichterfelde,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3987007872, 3987007893, 3987007655, 3987007629, 3987007651, 3987007653, 3987007630, 3987007623, 3987007627, 3987007614, 3987007610, 3987007599, 3987007603, 3987007606, 3987007607, 3987007605, 3987007613, 3987007615, 3987007611, 3987007618, 3987007616, 3987007626, 3987007859, 3987007871, 3987007631, 3987007632, 3987007628, 3987007633, 3987007641, 3987007642, 3987007892, 3987007887, 3987007900, 3987007884, 3987007881, 3987007875, 3987007888, 3987007877, 3987007876, 3987007872]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147124225,"POLYGON ((13.4799644 52.5270434, 13.4801224 52.5270405, 13.4801317 52.527232, 13.4801326 52.5272518, 13.4799745 52.5272546, 13.4799736 52.5272348, 13.4799644 52.5270434))",Berlin,DE,160,10367,Herzbergstraße,Fennpfuhl,community_centre,Jugendclub TUBE,,,,,youth_centre,juvenile,,,,Mo-Fr 13:00-19:00,,,,,,,,,,,,,Q1548920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tube,,,,de:Jugendclub BBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1603311351, 1603311350, 1603311352, 5014630832, 5014630833, 1603311353, 1603311351]",service,,flat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147395091,"POLYGON ((13.3601122 52.4994899, 13.3600735 52.4993752, 13.3601975 52.4993596, 13.360208 52.4993881, 13.3604126 52.4993616, 13.3604384 52.4994374, 13.3602323 52.4994636, 13.3602356 52.4994732, 13.3601122 52.4994899))",Berlin,DE,27,10783,Frobenstraße,Schöneberg,community_centre,KJFE Villa Schöneberg (Jugendzentrum),Outreach,http://outreach9.spinnenwerk.de/~outreach0815/teams/schoeneberg-nord/kjfe-villa-schoeneberg.html,,,youth_centre,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3343659674, 3343659658, 3343659655, 3343659662, 3343659656, 3343659668, 3343659670, 3343659672, 3343659674]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148002471,"POLYGON ((13.3567342 52.4726037, 13.3571441 52.4725937, 13.3571277 52.4723435, 13.3567207 52.4723535, 13.3567271 52.4724506, 13.3568573 52.4724474, 13.356861 52.4725037, 13.3567279 52.4725069, 13.3567342 52.4726037))",,,,,,,community_centre,FC Internationale Berlin,,http://www.inter-berlin.de/,,,club_home,,,,,,,,,,,,,,sport,soccer,,,Q1387189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/fc.internationale.berlin/,,,,,,,,de:FC Internationale Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1611108839, 1611108837, 1611108832, 2645840077, 1611108833, 2645840080, 2645840084, 2645840087, 1611108839]",yes,,flat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153760074,"POLYGON ((13.4351234 52.4869822, 13.4344296 52.4872339, 13.4343408 52.4872662, 13.4339886 52.4869057, 13.4344127 52.4867633, 13.4344241 52.486775, 13.4345025 52.4868567, 13.4348475 52.4867372, 13.4349353 52.4868308, 13.4350117 52.4869168, 13.4350336 52.4869107, 13.4351234 52.4869822))",,,,,,,community_centre,Jugendfreizeitheim Manege,,,,,youth_centre,juvenile,,http://campusruetli.de/manege/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1664049731, 8887913137, 1664049742, 1650235906, 1664049712, 1650235907, 7616405070, 595631834, 1650265291, 1650235916, 8887913183, 1664049731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,158419808,"POLYGON ((13.477628 52.5259577, 13.4778402 52.5259584, 13.47784 52.5259782, 13.4778757 52.5260033, 13.4779514 52.5260036, 13.4779997 52.5259787, 13.4779999 52.5259563, 13.4783461 52.5259574, 13.4783458 52.5259919, 13.4784484 52.5259923, 13.4784487 52.5259595, 13.4786182 52.5259601, 13.4786193 52.5258427, 13.4779029 52.5258403, 13.4777926 52.52584, 13.4776291 52.5258394, 13.477628 52.5259577))",,,,,,,community_centre,Haus der Generationen,,,,,,multigeneration,+49 30 9860199911,https://rbo-inmitten.berlin/kultur-begegnung/begegnungsstaette-im-haus-der-generationen/,,,,,,,,,no,,,,,,,,,hdg@rbo-inmitten.berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1706143739, 4296699735, 4296699741, 4729824556, 4296699742, 4729824557, 4296699736, 4296699737, 4296699739, 4296699740, 4296699738, 1706143742, 1706143729, 2182052401, 2182052409, 1706143727, 1706143739]",civic,,flat,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
