element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,description,name,opening_hours,ref:isil,toilets:wheelchair,website,wheelchair,wheelchair:description,wikidata,geometry,contact:phone,check_date:opening_hours,contact:website,internet_access,internet_access:fee,internet_access:operator,wikipedia,addr:housename,contact:email,note,operator,wheelchair:description:de,phone,name:en,ref,email,changing_table,kids_area:indoor,toilets,toilets:access,level,alt_name,opening_hours:covid19,access,entrance,source,fax,service:copy,addr:place,layer,name:etymology:wikidata,contact:fax,air_conditioning,operator:type,operator:wikidata,operator:wikipedia,check_date,fixme,old_name,books:language:de,books:language:en,books:language:es,books:language:fr,books:language:ru,dog,indoor,language:de,language:en,language:others,name:it,smoking,wheelchair:description:en,wheelchair:description:eo,facebook,loc_name,min_age,name:fr,fee,tourism,books,name:de,description:de,short_name,image,start_date,nodes,building,roof:shape,building:levels,heritage,heritage:operator,lda:criteria,ref:lda,roof:levels,building:colour,building:material,roof:colour,survey:date,construction,wikimedia_commons,postal_code,heritage:website,short_name:en,roof:material,building:architecture,height,architect,building:min_level,min_height,name:ru,building:part,blind:description:de,alt_name_1,official_name,room,research_institution,addr:district,ways,architect:wikidata,name:es,name:he,name:ja,name:ko,name:pl,name:tr,name:zh,type
node,9347421347,Berlin,DE,45,12357,Alt-Rudow,Rudow,library,,Gertrud-Haß-Bibliothek,"Mo,Tu,Th 13:00-19:00; We,Fr 10:00-15:00; Sa,Su,PH off",,,,yes,,,POINT (13.4943156 52.4189356),+49 30 902391940,2023-02-05,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/gertrud-hass-bibliothek/,,,,,,rudow@stadtbibliothek-neukoelln.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9780942686,Berlin,DE,2B,10997,Mariannenplatz,Kreuzberg,library,,Kollektivbibliothek,,,,,,,,POINT (13.4230798 52.5037159),,,https://kollektivbibliothek.noblogs.org/,,,,,,,,,,,,,,,,,,,,,,,,,,Marielle-Franco-Platz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10197004045,,,152,10623,Straße des 17. Juni,,library,,Bereichsbibliothek Architektur und Kunstwissenschaft,Mo-Fr 11:00-20:00,,,,,,,POINT (13.3240024 52.5133684),,,,,,,,,,,,,+493031422414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,12183522,Berlin,DE,29-31,13403,Auguste-Viktoria-Allee,Reinickendorf,library,,Stadtteilbibliothek Reinickendorf West,"Tu,Th 13:00-18:00",none,,,,,,"POLYGON ((13.3154144 52.5715554, 13.3155148 52.571542, 13.3155101 52.571529, 13.3157751 52.5714936, 13.3157602 52.5714523, 13.3156912 52.5712616, 13.3155048 52.5712865, 13.3155316 52.5713607, 13.3154518 52.5713714, 13.3154253 52.571298, 13.3153261 52.5713112, 13.3154144 52.5715554))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[110425748, 3366449010, 3366449009, 110425749, 1237008719, 110425753, 313200360, 313200357, 313200358, 313200359, 110425754, 110425748]",library,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,16112544,Berlin,DE,1,10961,Blücherplatz,Kreuzberg,library,,Amerika-Gedenkbibliothek,Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-17:00; PH off,DE-109,yes,,yes,,Q467903,"POLYGON ((13.3925348 52.4967515, 13.3926776 52.4967715, 13.3930885 52.4968381, 13.3931363 52.4967398, 13.3931488 52.4967126, 13.3932616 52.4967313, 13.3933725 52.4964832, 13.3933418 52.4964781, 13.3933039 52.4964718, 13.3932866 52.4964692, 13.3930291 52.496426, 13.3930123 52.4964635, 13.3929819 52.4964594, 13.3925033 52.4963942, 13.3921566 52.4963633, 13.391802 52.4963459, 13.3917851 52.4965287, 13.3916565 52.4965234, 13.3916484 52.4966057, 13.3920899 52.4966324, 13.3923332 52.4966549, 13.3924169 52.4966642, 13.3924579 52.4966687, 13.3924364 52.4967363, 13.3924348 52.4967415, 13.3925348 52.4967515))",+49 30 90226 0,,http://zlb.de/,wlan,no,,de:Amerika-Gedenkbibliothek,,,,Stiftung Zentral- und Landesbibliothek Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[825188323, 6469647471, 162435080, 6770112284, 599527269, 599527265, 162435085, 9782141629, 2144331933, 9782141658, 599527267, 599527266, 10678950900, 162435096, 4530637739, 162435102, 162435059, 825188251, 162435061, 825188350, 6469647480, 10913906619, 162435068, 10913849343, 162435074, 825188323]",civic,,6,4,lda,Baudenkmal,09031119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22495442,Berlin,DE,19,13507,Karolinenstraße,Tegel,library,,Humboldt-Bibliothek,Mo-Fr 11:00-19:00; Sa 11:00-16:00,DE-B714,,,yes,,Q27926646,"POLYGON ((13.2799443 52.5918845, 13.2800661 52.5919128, 13.2811521 52.5921643, 13.2812625 52.5919888, 13.2805037 52.5918125, 13.2805203 52.5917896, 13.2801966 52.5917233, 13.2801868 52.5917389, 13.2800527 52.5917077, 13.2799443 52.5918845))",,2022-06-26,,wlan,,,de:Humboldt-Bibliothek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[241508200, 1043048276, 241508201, 241508202, 9822089396, 9822089395, 9822089394, 9822089397, 241508204, 241508200]",library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23462698,Berlin,DE,40,10827,Hauptstraße,Schöneberg,library,,Theodor-Heuss-Bibliothek,Mo-Fr 10:00-19:00; Sa 11:00-16:00,DE-B704,,,yes,,Q28681428,"POLYGON ((13.3506768 52.4842392, 13.3501353 52.4839742, 13.350165 52.4839516, 13.3501601 52.4839496, 13.3502174 52.483906, 13.3502506 52.4838813, 13.3502796 52.4838957, 13.3503139 52.4838685, 13.3506382 52.4840271, 13.3506033 52.4840536, 13.350636 52.4840698, 13.3507715 52.483967, 13.3507855 52.4839737, 13.3508279 52.4839385, 13.3508994 52.4839737, 13.3509504 52.4839987, 13.3509056 52.4840329, 13.350931 52.4840452, 13.3507487 52.4841843, 13.3506768 52.4842392))",+49 30 902774574,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/mittelpunktbibliothek-schoeneberg/,wlan,,,,,,,,,,,,,,,,,,Mittelpunktbibliothek Schöneberg,,,,,,,,,,+49 30 902772814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3858738901, 3858738714, 3858738706, 3858738705, 3858738694, 3858738689, 3858738692, 3858738683, 3858738743, 3858738858, 3858738866, 3858738709, 3858738713, 3858738703, 6326882093, 3858738725, 3858738745, 3858738750, 4682876583, 3858738901]",civic,flat,2,,,,,,#6e4e47,brick,#a1a7a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24027160,Berlin,DE,2,10713,Brandenburgische Straße,Wilmersdorf,library,WLAN frei für 30 Minuten,Dietrich-Bonhoeffer-Bibliothek,Mo-Fr 12:00-19:00; Sa 11:00-16:00,,,,yes,,Q55153027,"POLYGON ((13.3198757 52.4873589, 13.3198884 52.4870496, 13.3198896 52.4870197, 13.3198906 52.4869952, 13.3199971 52.4869369, 13.3200149 52.4869484, 13.3200406 52.486965, 13.3201486 52.4870349, 13.3201509 52.4870363, 13.3201815 52.4870402, 13.3201767 52.487061, 13.3202033 52.4870632, 13.3201925 52.4873607, 13.3201009 52.4873595, 13.3201004 52.4873619, 13.320082 52.4873622, 13.3198993 52.4873586, 13.3198757 52.4873589))",+49 30 902915900;+49 30 902915900907,,https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/weiterbildung-und-kultur/bibliotheken/dietrichbonhoefferbibliothek-201474.php,wlan,yes,QSC AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3857825381, 3857824627, 10139518224, 3857824585, 3857824504, 10139518223, 3857824542, 3857824615, 3857824616, 3857824619, 3857824641, 3857824643, 3857825387, 3857825385, 3857825391, 3857825390, 3857825384, 3857825381]",commercial,,5,,,,,0,,,,2022-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24035294,Berlin,DE,14a,10247,Frankfurter Allee,Friedrichshain,library,WLAN frei für 30 Minuten; Abdeckung: im gesamten Gebäude und im unmittelbaren Außenbereich,Bezirkszentralbibliothek Friedrichshain-Kreuzberg Pablo Neruda,Mo-Th 10:00-19:00; Fr 10:00-17:00; Sa 11:00-16:00,DE-B458,yes,,yes,,,"POLYGON ((13.4565796 52.5146503, 13.4565559 52.5145521, 13.4575241 52.5144529, 13.4575493 52.5145498, 13.4574272 52.5145636, 13.4574423 52.5146181, 13.4572524 52.5146371, 13.4572226 52.51464, 13.4572079 52.5145862, 13.4571638 52.5145915, 13.4565796 52.5146503))",,2023-05-06,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/bezirkszentralbibliothek-frankfurter-allee/,wlan,no,Daphi GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinrich-Hertz-Oberschule,,,,,,,,,,,,,,,,,,,,,,,,,,,"[260669678, 260669680, 260669681, 5691773422, 260669683, 260669684, 4376542893, 2952145939, 2952145938, 651347930, 260669678]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24725699,Berlin,DE,11;13,13407,Stargardtstraße,Reinickendorf,library,Bibliothek,Stadtteilbibliothek Reinickendorf Ost,"Mo,Fr 13:00-18:00; Tu-Th,Sa,Su off",,yes,,yes,,Q106653783,"POLYGON ((13.3601317 52.5659917, 13.3601742 52.5658942, 13.359847 52.5658414, 13.3599101 52.5657072, 13.3597784 52.5656851, 13.3597456 52.5657595, 13.3591456 52.5656625, 13.3590978 52.5657739, 13.3594338 52.5658301, 13.3594319 52.5658335, 13.3594424 52.5658357, 13.3594258 52.5658747, 13.3594281 52.5658751, 13.3594336 52.565876, 13.3594364 52.5658734, 13.3595255 52.5658871, 13.3595238 52.565891, 13.3596094 52.5659049, 13.3595742 52.5659867, 13.3596772 52.5660042, 13.3597193 52.565923, 13.3601317 52.5659917))",+49 30 451988980,,https://www.berlin.de/stadtbibliothek-reinickendorf/bibliotheken/bibliothek-am-schaefersee/artikel.336756.php,wlan,,,,,,,,,,,,,,,,,,Bibliothek am Schäfersee,,,,Geoportal Berlin / ALKIS Berlin - Gebäude,,,,,Q694034,+49 30 4519889825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,"[268736832, 268736834, 5401617024, 5401617023, 5401617022, 5401617025, 268736835, 5401617027, 5401617026, 5401617017, 5401617016, 5401617015, 9864451100, 8769385847, 8769385846, 8769385845, 268736837, 5401617018, 5401617019, 5401617020, 5401617021, 268736832]",library,flat,1,4,lda,Baudenkmal,09012387,,,,,,yes,Category:Bibliothek am Schäfersee,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25041070,Berlin,DE,17B,,Havemannstraße,Marzahn,library,,"Stadtbibliothek ""Heinrich von Kleist""","Mo,Tu 13:00-18:00; We,Fr 09:00-14:00; Th 13:00-19:00",,,https://www.berlin.de/bibliotheken-mh/bibliotheken/stadtteilbibliothek-heinrich-von-kleist/,,,Q108747059,"POLYGON ((13.5738932 52.5683629, 13.5739098 52.5683817, 13.5739389 52.5683722, 13.5739526 52.5683876, 13.5741473 52.5683239, 13.5739997 52.5681572, 13.573808 52.5682199, 13.5738513 52.5682688, 13.5738217 52.5682784, 13.5738932 52.5683629))",,,,,,,,,,,,,+49 30 9339380,,,bibl.service@ba-mh.berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[272421225, 8241192740, 8241192741, 272421226, 272421227, 272421228, 8241192739, 8241192738, 272421229, 272421225]",commercial,flat,1,,,,,,,,,,,,12689,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27996127,Berlin,DE,6,14195,Van't-Hoff-Straße,Dahlem,library,,Bibliothek des Fachbereichs Rechtswissenschaft,,DE-188-808,,,,,Q61768424,"POLYGON ((13.2831599 52.4471585, 13.2827617 52.446911, 13.2828347 52.446865, 13.282766 52.4468268, 13.2827379 52.4468112, 13.2828576 52.4467472, 13.2829352 52.4467939, 13.2831085 52.4466918, 13.2832831 52.4467901, 13.2832991 52.4467787, 13.2833301 52.446782, 13.2835044 52.4469422, 13.2833841 52.4470094, 13.2834159 52.4470357, 13.2833956 52.4470448, 13.2833737 52.4470506, 13.283351 52.4470555, 13.2833053 52.4470526, 13.2832774 52.4470432, 13.2831599 52.4471585))",,,,,,,,,,,Freie Universität Berlin,,,,,,,,,,,,,,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Van%C2%B4t-Hoff-Stra%C3%9Fe_6_Berlin-Dahlem.jpg,,"[307423089, 307423090, 307423091, 2463869144, 307423092, 308218668, 307423095, 307423096, 1014505272, 1014505275, 307423097, 307423098, 1014505251, 307423099, 1014505248, 1014505264, 1014505266, 1014505254, 307423102, 307423089]",yes,,,4,lda,Baudenkmal,"09075440,T",,,,,,,,,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075440,,,,,,,,,,,,,,,,,,,,,,,,,
way,28492570,Berlin,DE,"86,87,88",10623,Fasanenstraße,Charlottenburg,library,"The Volkswagen-Haus contains the Zentralbibliothek of Technische Universität Berlin, but its Address is only Universitätsbibliothek (UB)",Universitätsbibliothek TU Berlin (Zentralbibliothek),Mo-Fr 09:00-22:00; Sa 10:00-18:00,DE-B170,yes,http://www.ub.tu-berlin.de/,yes,,Q28650451,"POLYGON ((13.3305481 52.5106677, 13.3302175 52.5102382, 13.3300535 52.510025, 13.3306184 52.509864, 13.3308829 52.5102085, 13.3310646 52.5104434, 13.3313674 52.5108305, 13.3307973 52.5109916, 13.3305481 52.5106677))",,2023-04-20,http://www.ub.tu-berlin.de/,wlan,,,,BIB,,,Technische Universität Berlin;Universität der Künste Berlin,,,,,,,,,,,Volkswagen-Haus mit der Zentralbibliothek der TU;Universitätsbibliothek der UdK Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UB TU Berlin,,,"[3215791511, 1837631936, 3779302558, 3779310094, 2784054069, 3204454747, 313020934, 3779302560, 3215791511]",university,flat,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30087814,Berlin,DE,107,12277,Marienfelder Allee,Marienfelde,library,,Stadtteilbibliothek Marienfelde,"Mo,Fr 10:00-15:00; Tu,Th 12:00-18:00",,,,,,,"POLYGON ((13.3666323 52.4166564, 13.3667286 52.4167744, 13.3669763 52.4166975, 13.3670626 52.4168009, 13.366815 52.4168778, 13.366888 52.4169627, 13.3666814 52.4170265, 13.3666072 52.4169422, 13.3665758 52.4169523, 13.3664899 52.4168494, 13.3665243 52.4168386, 13.3664275 52.41672, 13.3666323 52.4166564))",,,,,,,,,,,,,+49 30 902774144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[331396200, 331396204, 331396206, 331396207, 331396205, 331396202, 2402213289, 2402213287, 2402213288, 331396211, 331396208, 2402213285, 331396200]",office,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30877096,Berlin,DE,39,14195,Garystraße,Dahlem,library,,Universitätsbibliothek der Freien Universität Berlin,Mo-Fr 09:00-20:00,DE-188,,,limited,"Vorraum über Ihnesstraße, Hillfe ev. durch Angestellte",Q2496344,"POLYGON ((13.2770852 52.4484547, 13.2770559 52.4484285, 13.2775059 52.448218, 13.277488 52.4482035, 13.2775572 52.448171, 13.2777568 52.4483336, 13.2774924 52.4484561, 13.2775581 52.4485075, 13.2775856 52.4484961, 13.2776546 52.448555, 13.2778977 52.4484428, 13.2778252 52.4483822, 13.2780988 52.4482551, 13.277848 52.448049, 13.2777434 52.447964, 13.2776676 52.4478999, 13.2775031 52.4479747, 13.2773395 52.4480491, 13.2773877 52.4480878, 13.2768971 52.4483155, 13.2768607 52.448288, 13.2769125 52.4482646, 13.2768643 52.4482267, 13.2767965 52.4482583, 13.2767682 52.4482369, 13.2766373 52.4482975, 13.2767473 52.4483857, 13.2768723 52.4483279, 13.2769387 52.4483795, 13.2769545 52.4483918, 13.2768322 52.448452, 13.2769347 52.4485292, 13.2770512 52.4484715, 13.2770852 52.4484547))",,,http://www.ub.fu-berlin.de,wlan,,,,,,,Universitätsbibliothek der Freien Universität Berlin,,,University Library,,,,,,,,,,,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,university,Q2496344,de:Universitätsbibliothek der Freien Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,Universitätsbibliothek der Freien Universität Berlin,,UB,,,"[343311303, 343311281, 343311277, 343311282, 343311283, 343311270, 343311271, 1778932282, 1778932286, 343311273, 343311274, 343311269, 343311268, 638908704, 638908705, 343311266, 4645567557, 343311276, 343311279, 343311280, 1016956876, 1016956807, 1016956842, 1016956783, 343311285, 343311286, 343311287, 343311288, 4645567558, 343311289, 343311290, 343311292, 343311293, 343311303]",university,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31046932,,,,,,,library,,FU Institut für Soziologie,,,,,yes,,,"POLYGON ((13.2765306 52.4494045, 13.276303 52.4493087, 13.2761811 52.449257, 13.2760657 52.4492077, 13.2759071 52.4491408, 13.2759241 52.4491241, 13.2757869 52.4490689, 13.2759333 52.4489454, 13.2759925 52.4489733, 13.2760186 52.4489541, 13.2761199 52.4489856, 13.2762144 52.4490257, 13.2764892 52.449218, 13.2763909 52.4493092, 13.2765591 52.4493821, 13.2765306 52.4494045))",,,,,,,,,,,Universitätsbibliothek der Freien Universität Berlin,,,FU Institute of Sociology,,,,,,,,,,,,,,,,,,,,university,Q2496344,de:Universitätsbibliothek der Freien Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,Soziologie,,,"[1354220661, 1933780458, 1933780464, 345130844, 345130841, 8194851386, 345130849, 345130846, 8194851385, 8194851384, 8194851383, 345130850, 345130845, 635710177, 635710184, 1354220661]",yes,,,,,,,,,,,,,,,,Sociology,,,,,,,,,,,,,,,,,,,,,,,,
way,31626352,Berlin,DE,60,10315,Alt-Friedrichsfelde,Friedrichsfelde,library,,HWR Bibliothek Campus Lichtenberg,,,,,yes,"Behinderten-WC außerhalb der Bibliothek vorhanden, PC-Arbeitsplätze rollstuhlgerecht, Bücherregale auf der 1. Etage zu schmal, obere Regalreihe für rollstuhlfahrer zu hoch, keine automatische Türöffner.",Q28738909,"POLYGON ((13.5262363 52.5081028, 13.5263507 52.5081032, 13.5264063 52.5081031, 13.5265207 52.5081031, 13.5265248 52.5077942, 13.5262344 52.5077936, 13.5262363 52.5081028))",+49 30 308 77- 25 98,,http://www.hwr-berlin.de/service/bibliothek/campus-lichtenberg/,,,,,6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[353869196, 517757269, 517757267, 353869197, 353869198, 353869200, 353869196]",yes,flat,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,
way,37588849,Berlin,DE,8,10318,Treskowallee,Karlshorst,library,,Haus B Bibliothek Campus Treskowallee,,,no,,limited,"Barrierefreier Zugang über Hof am Atrium mit Klingel für Rollifahrer, Personal kommt runter, Behinderten-WC im Nachbargebäude A",,"POLYGON ((13.5261738 52.4925043, 13.5262443 52.492521, 13.526237 52.4925324, 13.5263672 52.4925633, 13.5263347 52.4926142, 13.5263622 52.4926208, 13.5262313 52.4928253, 13.5261902 52.4928156, 13.5261745 52.4928401, 13.5260404 52.4928083, 13.5260473 52.4927976, 13.5259891 52.4927838, 13.5261245 52.4925722, 13.5261478 52.4925358, 13.5261529 52.492537, 13.5261738 52.4925043))",+49 30 50190,,http://www.htw-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[440635306, 9378870356, 9378870357, 4110032066, 440635307, 4110032069, 440635308, 4110034650, 4110034651, 4110034649, 4110032070, 440635305, 9378870369, 4110032067, 9378870358, 440635306]",school,flat,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37739166,Berlin,DE,2,10999,Adalbertstraße,Kreuzberg,library,,Mittelpunktbibliothek Adalbertstraße,Mo-Th 11:00-19:00; Fr 11:00-17:00; Sa 11:00-16:00,,yes,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/mittelpunktbibliothek-wilhelm-liebknecht-namik-kemal/,yes,,Q28733429,"POLYGON ((13.4185093 52.4996971, 13.4183359 52.4997425, 13.4184743 52.4999363, 13.4184944 52.4999651, 13.4186655 52.4999202, 13.4185093 52.4996971))",,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[442649828, 442649830, 2117488548, 442649831, 442649829, 442649828]",residential,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37975301,Berlin,DE,37,12247,Bruchwitzstraße,Lankwitz,library,,Stadtteilbibliothek Lankwitz,"Mo,Tu,Th,Fr 11:00-19:00; We 11:00-16:00",,no,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/stadtteilbibliothek-lankwitz,no,,,"POLYGON ((13.3508094 52.435916, 13.3508549 52.4359493, 13.3509328 52.4360024, 13.3507582 52.4360982, 13.3507376 52.4360841, 13.3504712 52.4362282, 13.3503193 52.4361238, 13.3505033 52.4360242, 13.3505608 52.4360637, 13.350643 52.4360192, 13.3506323 52.4360118, 13.3508094 52.435916))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[446039579, 2149262394, 446039580, 2738936580, 446039582, 446039584, 446039586, 446039588, 2738936579, 2738936577, 2738936576, 446039579]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38358625,Berlin,DE,14,14195,Boltzmannstraße,Dahlem,library,,Archiv der Max-Planck-Gesellschaft,,DE-B1518,,,,,,"POLYGON ((13.2776815 52.4469778, 13.2776398 52.4469419, 13.2775876 52.446962, 13.2775024 52.4468855, 13.2775534 52.4468635, 13.2775489 52.4468577, 13.2778005 52.4467567, 13.2778012 52.4467527, 13.2778028 52.4467489, 13.2778055 52.4467454, 13.2778093 52.4467421, 13.2778139 52.4467394, 13.2778193 52.4467372, 13.2778253 52.4467357, 13.2778316 52.4467348, 13.277838 52.4467347, 13.2778443 52.4467354, 13.2778503 52.4467364, 13.2781014 52.446637, 13.2782319 52.4467552, 13.2780032 52.4468487, 13.2780261 52.4468542, 13.278029 52.4468714, 13.2780102 52.4468873, 13.2779596 52.4469066, 13.2779336 52.4469095, 13.2779096 52.4469052, 13.2779034 52.44689, 13.2776815 52.4469778))",,,,,,,de:Archiv der Max-Planck-Gesellschaft,,,,,,,,,,,,,,,,,,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://commons.wikimedia.org/wiki/File:Dahlem_Boltzmannstra%C3%9Fe_Archiv_der_Max-Planck-Gesellschaft.JPG,,"[3907467287, 3907467134, 3907467270, 3907466852, 3907466832, 3907466827, 3907466589, 3907466581, 3907466575, 3907466572, 3907466570, 3907466565, 3907466560, 3907466456, 3907466453, 3907466451, 3907466455, 3907466558, 3907466116, 3907466586, 3907466813, 3907466825, 3907466838, 3907466854, 3907467094, 3907467103, 3907467091, 3907467059, 3907467287]",yes,,,4,lda,Baudenkmal,09075310,,,,,,,,,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075310,,,,,,,,,,,,,,,,,,,,,,,,,
way,43041469,Berlin,DE,1-2,10115,Hessische Straße,Mitte,library,,Zweigbibliothek Campus Nord,Mo-Fr 09:00-20:00; Sa 11:00-19:00,DE-11-97,,https://www.ub.hu-berlin.de/standorte/campus-nord,yes,,,"POLYGON ((13.3812356 52.5285786, 13.3813721 52.5284086, 13.3809856 52.5282938, 13.3809218 52.5283733, 13.3808538 52.528458, 13.3811266 52.528539, 13.3809784 52.5287236, 13.3809096 52.5287032, 13.3808803 52.5287397, 13.3808521 52.5287313, 13.3808238 52.5287228, 13.3808327 52.5287111, 13.3808074 52.5287038, 13.380841 52.5286608, 13.3807918 52.5286466, 13.3807758 52.528667, 13.3806416 52.5286282, 13.3805982 52.5286838, 13.3805859 52.5286802, 13.3805513 52.5287244, 13.380564 52.5287281, 13.3805176 52.5287874, 13.3805558 52.5287984, 13.3805459 52.5288111, 13.3806115 52.5288301, 13.3806209 52.5288181, 13.3807067 52.528843, 13.3807467 52.5287919, 13.3807286 52.5287866, 13.3807698 52.528734, 13.3808061 52.5287449, 13.3808355 52.5287536, 13.3810627 52.5288211, 13.3811625 52.5286968, 13.3814628 52.528786, 13.3814389 52.5288159, 13.3816537 52.5288797, 13.3816785 52.5288487, 13.3819822 52.5289389, 13.3818846 52.5290605, 13.3820831 52.5291194, 13.3821312 52.5290595, 13.3820543 52.5290366, 13.3822459 52.5287979, 13.382321 52.5288202, 13.3823687 52.5287608, 13.3821716 52.5287023, 13.3820721 52.5288262, 13.3817176 52.5287209, 13.3817646 52.5286623, 13.3817751 52.5286655, 13.3817832 52.5286553, 13.3818545 52.5285665, 13.3818693 52.5285481, 13.3817309 52.528507, 13.3816848 52.5285644, 13.3816702 52.5285826, 13.3815941 52.5285599, 13.3815423 52.5286245, 13.3816 52.5286417, 13.3815854 52.5286599, 13.3816041 52.5286655, 13.3815895 52.5286837, 13.3812356 52.5285786))",+49-30-20933232,2022-06-16,,wlan,no,,,,,Zur Nutzung der Garderobenschränke bitte ein Vorhängeschloss mitbringen.,Universitätsbibliothek der Humboldt-Universität zu Berlin,,+49 30 209399600,,,cano@ub.hu-berlin.de,,,,,,,,,,,+49 30 209399601,yes,,,,,,university,Q1407819,,,,1. Chemisches Institut der Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,"[539186006, 539186007, 539186010, 3268805173, 539186011, 539186012, 539186013, 539186014, 539186015, 5071731338, 539186016, 9891315487, 1245793332, 1187060124, 9891315486, 9891315485, 1187060180, 9891315482, 9891315484, 9891315483, 9891315481, 1187060098, 9891315476, 9891315477, 9891315478, 9891315475, 1187060084, 9891315479, 9891315480, 1245793344, 1187060089, 5071731339, 1187060100, 539186017, 1187060133, 1187060179, 1187060082, 1187060091, 539186018, 539186019, 539186020, 539186021, 539186022, 539186023, 539186024, 539186003, 539186004, 539186005, 1245793342, 1184076377, 1184076368, 1187060152, 1187060126, 1184076372, 1184076359, 1217725805, 1245793338, 1187060108, 1187060120, 9834150162, 1245793321, 9834150161, 1184076379, 539186006]",university,,3,4,lda,,09011074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
