element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:phone,contact:website,name,operator,tourism,website,wheelchair,wheelchair:description,wikidata,geometry,cuisine,email,outdoor_seating,phone,smoking,opening_hours,addr:suburb,created_by,payment:credit_cards,blind:description:de,checkout,contact:fax,internet_access,opening_hours:breakfast,brand,brand:wikidata,diet:vegetarian,wheelchair:description:de,internet_access:fee,internet_access:operator,disused:amenity,fax,biergarten,toilets:wheelchair,description,old_name,indoor_seating,url,note,short_name,buffet,payment:coins,payment:contactless,payment:girocard,payment:notes,takeaway,diet:fish,diet:meat,website:menu,capacity,check_date,level,opening_hours:kitchen,delivery,was:name,contact:facebook,source,entrance,access:covid19,delivery:covid19,drive_through:covid19,opening_hours:covid19,takeaway:covid19,alt_name,check_date:opening_hours,diet:vegan,opening_hours:signed,organic,lunch,lunch:buffet,diet:organic,smoking:outside,award:michelin,brand:wikipedia,reservation:email,min_age,ref,start_date,lastcheck,parking,toilets:access,toilets:changing_table,toilets:fee,toilets:scheme,payment:cash,beer_garden,changing_table,changing_table:location,last_checked,delivery:partner,brewery,air_conditioning,contact:instagram,restaurant,disused:shop,payment:american_express,payment:mastercard,payment:visa,name:de,name:en,drive_in,drive_through,indoor,payment:cards,payment:cryptocurrencies,fixme,craft,bar,reservation,historic_name,payment:debit_cards,addr:state,designation,microbrewery,diet:halal,diet:kosher,contact:mobile,toilets,outdoor_seating:capacity,old_operator,old_website,yelp,access,source:capacity,check_date:diet:vegan,is_in,last_check,was:amenity,was:cuisine,was:operator,was:website,source:ref,operator:website,payment:electronic_purses,name:zh,diet:non-vegetarian,diet:nut_free,diet:pescetarian,branch,payment:maestro,name:--2022-10,internet_access:type,source:name,owner,addr:housename,drinks,diet:dairy_free,diet:gluten_free,diet:lactose_free,opening_hours:url,drink:whisky,drink:wine,internet_access:ssid,payment:visa_debit,payment:visa_electron,opening_days,name:--2016,name:2016-09-09--,stars,breakfast,drink,board_games,drink:club-mate,contact:url,addr:subdistrict,building,contact:wheelchair,payment:db_konzernausweis,operator:type,image,mobile,self_service,cocktails,layer,planned,currency:XBT,diet:chicken,diet:healthy,diet:lacto_vegetarian,diet:local,diet:mediterranean,diet:ovo_vegetarian,payment:lightning,payment:lightning_contactless,payment:onchain,survey:date,facebook,nodes,shop,building:levels,roof:levels,check_date:diet:vegetarian,note:opening_hours,roof:shape,source:roof:shape,opening_hours:restaurant,live_music,club,name:--2015-02,name:2015-06-13--2017,name:2018-01--2020-06,name:2020-07--,drink:coffee,castle_type,historic,wikipedia,stroller,roof:note,addr:place,official_name,ref:vatin,building:levels:underground,roof:material,loc_name,smoking:description:de,outdoor_seating:comfort,room,ways,type
node,3790162034,,,,,,restaurant,,,,,,,,,,,POINT (9.1549865 48.8267996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3790162258,,,,,,restaurant,,,,Restaurant il Sole,,,https://restaurant-il-sole-zuffenhausen.business.site/,,,,POINT (9.1518061 48.828341),italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3802664385,Stuttgart,,15,70372,Teinacher Straße,restaurant,,,,Namaskar,,,http://namaskaronline.de,,,,POINT (9.2215741 48.810526),indian,,,+49 711 91463570,,"Mo-Su 12:00-14:00, 17:30-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://namaskaronline.de/speisekarte.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3804827048,,,,,,restaurant,,+49 711 12688390,,Trattoria da Fernando,,,http://www.trattoria-fernando.de/,no,steps at the entrance,,POINT (9.1667237 48.7756025),italian,,,,,"Mo-Fr 12:00-14:30,18:00-23:00; Sa 18:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3805477886,Stuttgart,DE,47,70173,Eberhardstraße,restaurant,info@umamiramen.de,+49 71139680769,https://umamiramen.de/,Umami Ramen,,,,no,,,POINT (9.1775383 48.7731155),ramen;japanese;asian,,yes,,,Mo-Su 11:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3814508008,,,,,,restaurant,,,,Da Luigi,,,,yes,,,POINT (9.1593319 48.8089242),italian,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3814578843,,,,,,restaurant,,,,Makamba,,,http://www.restaurant-makamba.de/,no,,,POINT (9.1769203 48.7698698),african,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3823437457,Stuttgart,DE,62B,70176,Silberburgstraße,restaurant,,,,Tabano,,,http://tabano.de,no,,,POINT (9.1610641 48.7813423),italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3839981949,,,,,,restaurant,,,,Okyanus,,,,,,,POINT (9.2123373 48.8079438),turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3843819963,Stuttgart,,7,70372,Felgergasse,restaurant,,,,Sophies Brauhaus,,,http://www.sophies-brauhaus.de/,,,,POINT (9.2147679 48.8037613),,,yes,+49 711 90797286,,"Mo-Th 11:30-22:00; Fr 11:30-22:30; Sa 10:30-22:30, Su 11:30-21:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3845708477,,,,,,restaurant,,,,Gaststätte Traube,,,,,,,POINT (9.2104277 48.8084619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3848398839,,,,,,restaurant,,,,Kebab Kitchen,,,,,,,POINT (9.2148198 48.8041609),,,,,,"Mo-Th 12:00-20:00; Fr,Sa 12:00-21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3867961490,Stuttgart,DE,45,70173,Calwer Straße,restaurant,,,,Stadtbesen!,,,https://stadtbesen.com/,,,,POINT (9.1728665 48.7749534),,,,+49 711 2397824,,"Tu-Th 16:00-24:00, Fr 12:00-01:00, Sa,Su 10:00-01:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3874393291,Stuttgart,,8,70329,Trollingerstraße,restaurant,,,,Tina'sTrollingerstub,,,http://www.trollingerstub.de,,,,POINT (9.278746 48.7769849),regional,,,+49 711 88299505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3877884102,Stuttgart,DE,291,70469,Heilbronner Straße,restaurant,,,,New Shanghai,,,http://www.new-shanghai-restaurant.de/,yes,,,POINT (9.1791913 48.8129157),asian,info@new-shanghai-restaurant.de,yes,+49 711 86060788,outside,"Mo-Sa 11:30-15:00,17:30-23:00; Su,PH 11:30-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3885555550,,,,,,restaurant,,,,Taj Mahal,,,,no,,,POINT (9.1584876 48.7623534),indian,,,,,,,,,,,,,,,,,,,,,,,,,Pomm&Fred;La Rucola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3885555562,,,,,,restaurant,,,,WIP! Sushi Lounge,,,,,,,POINT (9.1821935 48.7744178),sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3892593327,Stuttgart,,10,70173,Rotebühlplatz,restaurant,,+49 711 99792777,http://www.abaccos-steakhouse.de/,Abacco’s Steakhouse,,,,yes,,,POINT (9.172872 48.7747477),steak_house,,yes,,outside,"Su-Th 11:30-23:30, Fr-Sa 11:30-00:30",,,,,,,no,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3894985410,Stuttgart,DE,34,70567,Schelmenwasen,restaurant,,,,SW34,,,,yes,,,POINT (9.1695842 48.7077529),,,yes,,,Mo-Fr 08:00-16:00,Fasanenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3915816025,Stuttgart,DE,76,70176,Johannesstraße,restaurant,,,http://www.cafestoeckle.de,Stöckle,,,,limited,,,POINT (9.1595411 48.7806311),,,,,,"Mo-Fr 08:00-23:00; Sa 08:00-18:00; Su,PH 10:00-18:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3955284391,Stuttgart,,28,70469,Leobener Straße,restaurant,,,,Oishi Sushi,,,https://www.oishi-sushi-feuerbach.de/,limited,,,POINT (9.1634399 48.8101535),japanese;sushi,,,,no,"Tu-Fr 11:30-14:45, 17:00-23:00; Sa-Su 13:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,50,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3961147450,,,,,,restaurant,,,,Büffel & Koi,,hotel,,limited,"Am Eingang eine Stufe ca. 10 cm hoch. Rest ebenerdig. Toilette nicht rollstuhlgerecht (Herrentoilette ist ebenerdig im Erdgeschoss, aber schmal, Damentoilette im Keller nur über Treppe zu erreichen)",,POINT (9.1009929 48.7333665),japanese;vietnamese,,terrace,,,"Mo 17:00-23:00; Tu-Th 11:00-15:00, 17:00-23:00; FR-Sa 17:00-25:00; Su 12:00-15:00,17:00-23:00",,,,,,,,,,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,yes,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3979898659,Stuttgart,DE,36,70437,Zabergäustraße,restaurant,,,,Restaurant Café Mozart,,,http://www.restaurant-mozart.com/index.php,,,,POINT (9.1809606 48.835373),,,,+49 711 873929,,,Zuffenhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3996660757,Stuttgart,DE,9,70199,Benckendorffstraße,restaurant,,,,Pizza Pavone,,,http://www.pizzaservice-pavone.de/,no,,,POINT (9.1515357 48.7592743),pizza,,,+49 711 3417949,,"Mo-Fr 11:00-13:30,16:30-23:30, Sa 16:30-23:00, Su,PH 12:00-23:30",,,,,,,,,,,,,,,,+49 711 4709162,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4035473284,Stuttgart,DE,209,70327,Ulmer Straße,restaurant,,,,MERAM,,,,yes,,,POINT (9.2327906 48.7788391),turkish,,,+49 711 93316745,outside,Mo-Fr 09:00-21:00; Sa 09:00-22:00; Su 10:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,25,,,,no,,https://www.facebook.com/Meram-Restaurant-Grillhaus-170336903314998/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4051978997,,,,,,restaurant,,,,Levante,,,,,,,POINT (9.1601213 48.7728189),,,,,,"PH,Tu-Su 11:30-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4051989404,,,,,,restaurant,,,,Trattoria Pizzeria Regenbogen,,,,no,,,POINT (9.1626527 48.7730302),italian,,,,,"Mo-Fr 11:30-14:30,17:30-23:30; Sa 17:00-23:30",,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4104546703,Stuttgart,,32,70469,Grazer Straße,restaurant,,,,Das Weinsberg,,,https://www.stadthotel-weinsberg.de/restaurant/,limited,,,POINT (9.160122 48.8098884),regional,,,+49 711 135460,outside,,,,,,,,,,,,,,,,,+49 711 13546 66,,no,,,,,,,,,,,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4119079243,,,,,,restaurant,,,,KuRoSe,,,,no,,,POINT (9.1668825 48.7733214),japanese,,,,,"Tu-Su 11:30-15:00,18:00-22:00; PH 18:00-22:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4125271034,,,,,,restaurant,,,,Yuoki,,,https://www.yuoki.de/,limited,,,POINT (9.1749158 48.8336507),japanese,,,+49 711 55077118,,"Mo-Sa 11:30-15:00,17:30-23:30; Su,PH 11:30-23:30",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4125988194,,,,,,restaurant,,,,Ristorante Isola Bella,,,,,,,POINT (9.1979353 48.7853703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4157681654,Stuttgart,DE,114,70193,Schwabstraße,restaurant,,,,Girasole,,,,yes,,,POINT (9.157125 48.7810658),italian,,,+49 711 2220651,,"Mo-Fr 11:30-14:30,17:30-24:00; PH,Sa,Su 17:30-23:30",,,,,,,,,,,,,,,,+49 711 8703354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4162557219,,,,,,restaurant,,,,La Bamboo,,,https://labamboo-stuttgart.de/,no,,,POINT (9.1556 48.7781931),sinhalese,,,+49 711 6332820,,"Mo,We,Fr 17:00-23:00; Tu,Th 11:30-14:30,17:00-23:00; Sa,Su 11:30-15:30,17:00-23:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo,We,Fr 17:00-22:00; Tu,Th 11:30-14:00,17:00-22:00; Sa,Su 11:30-15:00,17:00-22:00",,,,,,,,,,,,2022-04-05,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4162557250,,,,,,restaurant,,,,Rösch,,,http://www.restaurant-roesch.de/,no,,,POINT (9.1477268 48.7748909),regional,,no,,,"Mo off; Tu-Sa 11:30-15:00,18:00+; Su 11:30-15:00",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4197636624,Stuttgart,DE,51,70376,Emil-Kiemlen-Weg,restaurant,,,,Restaurant Flori,,,https://www.restaurant-flori.de/,,,,POINT (9.2014153 48.8151374),regional;balkan,,,+49 711 81070179,,"Mo-Sa 11:30-14:30, 17:00-22:00; Su, PH 11:00-22:00",,,,,,,,,,,,,,,,,,,Turnbund Bad Cannstatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4208931399,Stuttgart,DE,,70190,,restaurant,,,,Viertel,,,http://www.restaurant-viertel.de,,,,POINT (9.1949577 48.7869419),german,,,+49 711 23085038,,"Mo-Fr 11:00-15:00,17:00-22:00; Sa 15:00-22:00; Su off",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4225713690,Stuttgart,DE,100,70372,Mercedesstraße,restaurant,,,,Restaurant im Mercedes-Benz Museum,,,https://automuseum-stuttgart.de/gastronomie,yes,,,POINT (9.2325937 48.7879848),international,,yes,+49 711 1730000,,Tu-Su 10:00-19:00,,,,,,,wlan,,,,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4231856690,,,,,,restaurant,,,,Siegel's 711,,,,,,,POINT (9.1547424 48.8334517),,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4239004186,Stuttgart,,36,70174,Jägerstraße,restaurant,,,,Kasino LBS Südwest,,,,,,,POINT (9.175695 48.7856672),,,,,,"Mo-Fr 07:45-10:00, 11:30-13:45",,,,,,,,,,,,,,,,,,,"Kantine (1. Stock) mit Selbstbedienungscafe (2. Stock), auch offen für Mitarbeiter verschiedener benacharter Unternehmen und Organisationoen",,,,,,,,,,,,,,,,,1; 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,LBS Landesbausparkasse Südwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
