element_type,osmid,created_by,geometry,amenity,name,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,website,barrier,wikidata,source,access,note,operator,url,level,email,phone,opening_hours,contact:email,contact:fax,contact:phone,nodes,building,building:levels,roof:levels,roof:shape,school,school:DE,fax,area,denomination,religion,wikipedia,roof:material,type,addr:suburb,old_name,alt_name,description,leisure,toilets:wheelchair,roof:colour,disused:shop,was:name,start_date,school:de,school_type,fixme,name:de,name:fr,ref:AEFE,contact:website,historic,image,building:name,isced:level,official_name,building:parts,short_name,designation,source:geometry,grades,layer,loc_name,ways
way,31845654,,"POLYGON ((9.2282412 48.8277122, 9.2286237 48.8277079, 9.2286181 48.8274896, 9.2282355 48.8274939, 9.2282412 48.8277122))",school,Steinhaldenfeldschule,,Stuttgart,DE,31,70378,Damaschkestraße,,,,,,,,,,,,,,,,"[356524670, 356524672, 356524674, 356524675, 356524670]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32260011,,"POLYGON ((9.1611294 48.7656772, 9.1611254 48.7656813, 9.1611329 48.7656845, 9.16107 48.7657475, 9.1612877 48.7658419, 9.1616154 48.7655135, 9.1613974 48.7654189, 9.1612344 48.7655821, 9.1612274 48.7655791, 9.1611834 48.7656231, 9.1611294 48.7656772))",school,Schickhardt-Realschule,no,Stuttgart,DE,30,70199,Schickhardtstraße,http://www.schickhardt-realschule.de/,,,,,,,,,,,,,,,"[1209565369, 8927688793, 8927688792, 362427816, 362427817, 362427818, 362427815, 8927688791, 8927688790, 1209565755, 1209565369]",school,4,1,hipped,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32482860,,"POLYGON ((9.2008134 48.775857, 9.201234 48.7763718, 9.201664 48.7762413, 9.2014983 48.7760104, 9.2013967 48.7758141, 9.2013512 48.7757965, 9.2008735 48.7758214, 9.2008134 48.775857))",school,Ev. Heidehof-Gymnasium,,,,,,,,,,,,,,,,,,,,,,"[365212924, 365212925, 365212926, 365212927, 365212928, 1175146879, 1376800245, 365212924]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32482861,,"POLYGON ((9.2011838 48.7761708, 9.2012236 48.7761606, 9.2012711 48.7761481, 9.2012723 48.77615, 9.201413 48.776113, 9.2014758 48.7760971, 9.2013369 48.7758636, 9.2011319 48.7759165, 9.201134 48.7759202, 9.201048 48.7759424, 9.2011838 48.7761708))",school,,,Stuttgart,DE,26,70184,Planckstraße,,,,,,,,,,,,,,,,"[365212930, 8888661178, 8888661181, 8888661180, 8888661177, 365212931, 365212932, 8888661183, 8888661182, 365212933, 365212930]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32906270,,"POLYGON ((9.2018733 48.769439, 9.2023024 48.7693202, 9.2027548 48.7693116, 9.2036878 48.7696019, 9.2036188 48.7698039, 9.2032723 48.7704176, 9.2021126 48.7705155, 9.202003 48.7700888, 9.2019677 48.7696256, 9.2018733 48.769439))",school,Fuchsrainschule,,Stuttgart,DE,25,70186,Gablenberger Weg,https://fuchsrainschule.de/,,,,,,,,,,,,,,,"[370595578, 370595579, 257088621, 257088620, 370595586, 370595588, 370595590, 848211771, 370595592, 370595578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32909948,,"POLYGON ((9.1998407 48.7753495, 9.199854 48.775384, 9.1998648 48.7753877, 9.1998727 48.7753931, 9.1998748 48.7754003, 9.199872 48.7754075, 9.1998657 48.7754144, 9.1998791 48.7754494, 9.1998516 48.775454, 9.1998617 48.7754802, 9.1998354 48.7754846, 9.1998403 48.7754974, 9.1996954 48.7755216, 9.199642 48.7753827, 9.1996644 48.7753789, 9.1997237 48.7753691, 9.1998114 48.7753544, 9.1998407 48.7753495))",school,,,Stuttgart,DE,50,70184,Heidehofstraße,,,,,,,,,,,,,,,,"[370627569, 8888661365, 8888661360, 8888661358, 8888661359, 8888661361, 8888661364, 370627572, 1175146662, 8888661362, 8888661363, 1175146864, 370627575, 370627578, 8888661325, 8888661320, 8888661318, 370627569]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34018290,,"POLYGON ((9.1625177 48.7790092, 9.1617436 48.7787459, 9.1616999 48.7788018, 9.1616419 48.7788758, 9.1619105 48.7789672, 9.1619434 48.7789251, 9.162461 48.7791011, 9.1624117 48.7791641, 9.1624929 48.7791917, 9.1625232 48.779153, 9.162655 48.7791978, 9.1627428 48.7790858, 9.1626833 48.7790656, 9.1625321 48.7790141, 9.1625177 48.7790092))",school,Friedrich-Eugens-Gymnasium,,Stuttgart,DE,86,70176,Silberburgstraße,https://www.feg-stuttgart.de/,,Q1457752,,,,,,,,,,,,,"[389823094, 389823024, 9519509680, 389823025, 389823027, 389823029, 389823031, 389823032, 389823034, 389823036, 389823038, 389823040, 389823093, 2484977660, 389823094]",school,4,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34112294,,"POLYGON ((9.1637407 48.778064, 9.1639414 48.778128, 9.1639702 48.7781372, 9.1639885 48.778143, 9.1637988 48.7784012, 9.1637864 48.7783972, 9.163689 48.7785296, 9.163644 48.7785153, 9.1636418 48.7785183, 9.1634452 48.7784555, 9.1637344 48.7780619, 9.1637407 48.778064))",school,Berufsfachschule für Altenpflege,,Stuttgart,DE,93,70176,Silberburgstraße,https://www.wohlfahrtswerk.de/bildungszentrum/ausbildungen/pflegeausbildung/,,,,,,Wohlfahrtswerk für Baden-Württemberg,,,,,,,,,"[391024600, 391024605, 9214822096, 1251902458, 391024606, 9214822116, 391024608, 9214850617, 391024609, 391024611, 9214850618, 391024600]",yes,,,gabled,,,,,,,,,,,,,,,,,yes,GV-Gebrauchswarenvermittlungsstelle Stuttgart e.K.,,,,,,,,,,,,,,,,,,,,,
way,34112963,,"POLYGON ((9.1640319 48.7809143, 9.1640946 48.780935, 9.164623 48.7811089, 9.1645995 48.7811399, 9.1646643 48.7811612, 9.1646976 48.7811166, 9.1647104 48.7811005, 9.164761 48.7810337, 9.1647542 48.7810315, 9.1648214 48.7809428, 9.1646988 48.7809024, 9.1646321 48.7809904, 9.1642612 48.7808683, 9.1644085 48.7806739, 9.1644575 48.7806094, 9.1643152 48.7805625, 9.1643143 48.7805637, 9.1641174 48.7808235, 9.164104 48.7808191, 9.1640319 48.7809143))",school,Gewerbliche Schule im Hoppenlau,no,Stuttgart,DE,17,70176,Rosenbergstraße,https://www.hoppenlau.de/,,Q1520486,,,,,,,,,,,,,"[391030264, 3125752467, 1251902558, 1251902231, 391030265, 2484932867, 2484932866, 9232483630, 9232483629, 391030266, 1251901946, 1251902094, 391030267, 1357439170, 1251902457, 9232483631, 391030269, 2484932859, 2484932857, 391030264]",yes,,,,,,,,,,,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,
way,35433285,,"POLYGON ((9.2466757 48.7709766, 9.2468918 48.7707614, 9.2473019 48.7708906, 9.2473457 48.7708279, 9.2475532 48.7705307, 9.2476101 48.7704939, 9.2476415 48.770445, 9.2476546 48.7704245, 9.2476981 48.7703543, 9.2477515 48.770289, 9.2468237 48.7699763, 9.2463126 48.7705827, 9.2463052 48.7705915, 9.2459275 48.7710396, 9.2461631 48.7711227, 9.2465299 48.7710921, 9.2466757 48.7709766))",school,Wilhelmsschule Wangen,,Stuttgart,DE,9,70327,Hedelfinger Straße,,,,,,,,,,,,,,,,"[415636665, 415636670, 3397050595, 6785882167, 415636671, 1324397846, 6785882160, 6785882159, 415636672, 415636673, 415636674, 6785882128, 6785882130, 415636663, 415636664, 1324398026, 415636665]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38889536,,"POLYGON ((9.1233635 48.7380338, 9.1231902 48.738121, 9.1233071 48.7382764, 9.1235169 48.7384534, 9.1235702 48.7385374, 9.1235565 48.7388465, 9.1236759 48.7388453, 9.124175 48.7389979, 9.1240648 48.7391376, 9.1240199 48.7391556, 9.1239834 48.7391707, 9.1239386 48.7391724, 9.1238956 48.7391574, 9.1238733 48.7391309, 9.1238758 48.7390728, 9.1237604 48.7390531, 9.1237473 48.7390904, 9.1236427 48.7390913, 9.1236231 48.7391286, 9.1236363 48.7391711, 9.1237804 48.7392654, 9.1238023 48.7392518, 9.123935 48.7393429, 9.124059 48.7392574, 9.1240462 48.7392491, 9.1241644 48.7391602, 9.124173 48.7391669, 9.1243063 48.7390622, 9.1243156 48.7390674, 9.1244576 48.7389602, 9.1243177 48.7388667, 9.1242281 48.7389175, 9.1241462 48.7388939, 9.1241791 48.7388499, 9.1240836 48.7388052, 9.1241049 48.7387608, 9.1239923 48.7387265, 9.1239986 48.7387183, 9.123883 48.7386819, 9.1238853 48.7386716, 9.1237271 48.7386096, 9.1237357 48.7385946, 9.1236549 48.7384387, 9.1236832 48.7384088, 9.123671 48.7383834, 9.1237652 48.7383258, 9.1234673 48.7380941, 9.1233635 48.7380338))",school,Michael-Bauer-Schule,,Stuttgart,DE,5,70563,Othellostraße,,,Q56477191,Yahoo,,,,,,,,,,,,"[461972116, 461972117, 461972118, 461972119, 461972120, 461972121, 881444672, 881444692, 461972123, 881444564, 8662553260, 461972124, 881445038, 881444730, 461972125, 881445195, 881444912, 461972126, 881444750, 461972127, 881444435, 881444930, 461972128, 881444627, 881445108, 8662553261, 8662553262, 8662553263, 8662553264, 461972130, 461972131, 461972132, 881444856, 881445148, 461972133, 461972134, 8662553259, 8662553258, 8662553257, 8662553256, 461972135, 881444499, 8662553255, 8662553254, 461972136, 461972137, 461972139, 461972116]",school,3,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40401731,,"POLYGON ((9.1009171 48.7234794, 9.1009074 48.7235084, 9.1006236 48.7243276, 9.1001681 48.7241765, 9.0993069 48.7239403, 9.098817 48.7237843, 9.0988493 48.7237234, 9.0988721 48.7235417, 9.098918 48.7233563, 9.0989336 48.7232967, 9.09901 48.7231048, 9.0992887 48.7227096, 9.0994435 48.7225065, 9.1000902 48.722626, 9.1005038 48.7227955, 9.1009298 48.7228988, 9.1009171 48.7234794))",school,Pestalozzischule,limited,Stuttgart,,60,70565,Krehlstraße,https://www.pestalozzischule-stuttgart.de/,,,,,,,,,,,,,,,"[244307285, 488538329, 488538330, 476658166, 427102593, 130031839, 484737296, 130031838, 987037225, 987037193, 987037237, 987037211, 987037220, 244307303, 244307304, 244307305, 244307285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40403292,,"POLYGON ((9.1039921 48.7237257, 9.1038454 48.7234659, 9.1037578 48.7233102, 9.103687 48.7227528, 9.1042323 48.7227666, 9.1044339 48.7227619, 9.105948 48.7228105, 9.1059884 48.722853, 9.1060761 48.7231043, 9.106121 48.7231953, 9.1063 48.7235901, 9.1047131 48.7238724, 9.1046139 48.7236262, 9.1039921 48.7237257))",school,Robert-Koch Realschule,no,Stuttgart,DE,21,70563,Vischerstraße,https://www.robert-koch-realschule.de/,,,,,,,,,,,,,,,"[242537110, 485009125, 485009121, 485009119, 485009133, 485009136, 3663691983, 3663691984, 3663691987, 3663691988, 3663691991, 3992684056, 488538339, 242537110]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42498833,,"POLYGON ((9.1221925 48.7329249, 9.1222762 48.7329133, 9.1223469 48.7329056, 9.1225632 48.7329222, 9.1232169 48.7329008, 9.1232374 48.7328837, 9.1232183 48.7328541, 9.1231686 48.7328264, 9.1226828 48.7327313, 9.1227465 48.7325717, 9.1227918 48.7324773, 9.1227466 48.7324694, 9.1222807 48.7323832, 9.1221277 48.7323572, 9.1220199 48.7329363, 9.1221925 48.7329249))",school,Österfeldschule Außenstelle Liasweg,,,,,,,,,,,,,,,,,,,,,,"[530717217, 530716175, 530716177, 530716180, 530716187, 530716185, 530716186, 530716184, 530716178, 530716179, 530716173, 530716165, 530716182, 530717215, 242537081, 530717217]",,,,,primary,,,,,,,,,,,,,,,,,,,Grundschule,,,,,,,,,,,,,,,,,,,
way,42580110,,"POLYGON ((9.1302164 48.7322649, 9.1302776 48.7318205, 9.1303907 48.7318267, 9.1304284 48.7313855, 9.1302823 48.7312985, 9.1292069 48.7312115, 9.1290472 48.7312427, 9.1290006 48.7312532, 9.1289171 48.7312722, 9.128756 48.7313668, 9.1273803 48.7314197, 9.1273867 48.7321602, 9.127385 48.732196, 9.1274452 48.7322132, 9.1274358 48.7322394, 9.1274322 48.7322506, 9.127385 48.7322479, 9.1273809 48.7322993, 9.127267 48.732777, 9.1272503 48.7328567, 9.1275109 48.7328804, 9.1275 48.7329323, 9.1279017 48.7330295, 9.1294264 48.7331521, 9.1297924 48.7330137, 9.1302164 48.7322649))",school,Schulzentrum Hengstäcker,yes,,,,,,,fence,,,,,,,,,,,,,,"[531969649, 531969602, 531969644, 531969622, 531969578, 531968351, 9864495875, 9864495874, 2879320016, 531968461, 531968374, 531968386, 10743331192, 10743331190, 6113686069, 10743331189, 10743331191, 531968438, 528377857, 528377847, 528377850, 528377852, 1552276648, 531968630, 531969724, 531969649]",,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
way,42626311,,"POLYGON ((9.1657832 48.7647531, 9.1657879 48.7647426, 9.1654893 48.7646843, 9.1655086 48.7646411, 9.1653184 48.7646042, 9.1652991 48.7646473, 9.1649534 48.7645797, 9.164926 48.7646408, 9.1648967 48.7646351, 9.1647986 48.7648532, 9.1648576 48.7648647, 9.164821 48.7649464, 9.1650129 48.7649838, 9.1651075 48.7647729, 9.1656027 48.7648696, 9.165512 48.7650713, 9.1656923 48.7651066, 9.1656936 48.7651038, 9.1659283 48.7651503, 9.1659397 48.7651253, 9.1659723 48.7651318, 9.1660407 48.7651021, 9.166131 48.76512, 9.166189 48.7649903, 9.1662432 48.7648659, 9.1661331 48.7648451, 9.1661433 48.7648217, 9.1661088 48.7647817, 9.1660266 48.7647639, 9.165968 48.7647892, 9.1657832 48.7647531))",school,Evangelisches Mörike-Gymnasium Evangelische Mörike-Realschule,,Stuttgart,DE,30,70178,Arminstraße,https://www.emgr-stuttgart.de/,,Q1381362,,,,,,,sekretariat@emgr-stuttgart.de,,,,,,"[2458442088, 1363068825, 2458442085, 2458442083, 2458442069, 2458442080, 532551235, 2458442078, 2458442074, 532551240, 2458442105, 1363068832, 2458442114, 1363068830, 2458442111, 2458442117, 8919874540, 8919874541, 2458442132, 2458442126, 2458442129, 2458442120, 2458442123, 8919874526, 2458442108, 2458442103, 2458442100, 2458442095, 2458442091, 2458442098, 2458442088]",,4,,,,,,,,,de:Evangelisches Mörike-Gymnasium Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42739779,,"POLYGON ((9.1298888 48.731103, 9.1302332 48.7309414, 9.1302222 48.7309158, 9.1297729 48.7298687, 9.1295169 48.7294453, 9.1293375 48.729055, 9.1292014 48.7288809, 9.1291648 48.7288864, 9.1280258 48.7290993, 9.128499 48.7305785, 9.128614 48.730971, 9.1286744 48.7311038, 9.1290591 48.7311316, 9.1298888 48.731103))",school,Freie Evangelische Schule Stuttgart,yes,,,,,,,,,,,,,,,,,,,,,"[531969560, 531969541, 10633864556, 4858063864, 4858063875, 2911955940, 531967993, 10746972168, 531967191, 242537074, 534443079, 10695018414, 534443081, 531969560]",,,,,,,,,protestant,christian,,,,,,,,,yes,,,,,,Grundschule;Hauptschule;Realschule,,,,,,,,,,,,,,,,,,
way,43694648,,"POLYGON ((9.1789175 48.7596768, 9.1788582 48.7597327, 9.1789479 48.7597741, 9.1789315 48.7597896, 9.178889 48.75977, 9.1788786 48.7597801, 9.1788602 48.7597967, 9.1787914 48.7598618, 9.1788525 48.7598903, 9.1788481 48.7598945, 9.1789061 48.7599212, 9.1789007 48.7599262, 9.1789665 48.759957, 9.1789712 48.7599525, 9.1790806 48.760003, 9.1791837 48.759906, 9.1791631 48.7598965, 9.1791845 48.7598764, 9.1792395 48.7599018, 9.1793374 48.7598097, 9.1792333 48.7597617, 9.1791855 48.7598066, 9.179149 48.7597898, 9.1791533 48.7597858, 9.1789175 48.7596768))",school,Ev. Ferienwaldheim Altenberg,,Stuttgart,DE,62,70180,Altenbergstraße,https://www.waldheim-altenberg.de/,,,,,Nicht Schule. Welches Tag passt besser?,,,,,,,,,,"[552984813, 1131265475, 1131268095, 1131266936, 1131267899, 8911888813, 8911888816, 552984815, 8911888821, 8911888819, 8911888820, 8911888818, 8911888817, 8911888822, 552984816, 552984817, 8911888824, 8911888823, 552984818, 552984820, 1131267255, 1131265923, 8911888826, 8911888825, 552984813]",yes,,,,,,,,,,,,,,,,,,,,,,,,,Howto tag?,,,,,,,,,,,,,,,,,
way,44527042,,"POLYGON ((9.1105489 48.7322236, 9.1112463 48.7322157, 9.1117707 48.7322819, 9.1117374 48.7323925, 9.1117801 48.7323997, 9.1116309 48.7328935, 9.1114877 48.7329013, 9.110265 48.7327615, 9.1103539 48.7324646, 9.1105374 48.7324718, 9.1105489 48.7322236))",school,Österfeldschule,no,Stuttgart,,27,70563,Katzenbachstraße,https://www.oesterfeldschule.de/,,,,,,,,,,,,,,,"[565605181, 565605194, 565605204, 565605210, 565605218, 565605227, 565605232, 565605246, 565605254, 565605263, 565605181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44527627,,"POLYGON ((9.1092823 48.7332312, 9.1088924 48.7331685, 9.1089179 48.733079, 9.1090561 48.7331007, 9.1090668 48.7330649, 9.1091144 48.7330702, 9.1092509 48.7327537, 9.1094759 48.7327938, 9.1093618 48.7330896, 9.1093404 48.7330866, 9.1092823 48.7332312))",school,Österfeldschule,,Stuttgart,DE,21,70563,Pfarrhausstraße,,,,Yahoo,,,,,,,,,,,,"[565612761, 565612790, 8790292424, 8790292422, 8790292421, 8790292423, 565612804, 565612768, 8790292411, 8790292412, 565612761]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45837632,,"POLYGON ((9.1157511 48.8089702, 9.1156494 48.8089383, 9.1156433 48.8089113, 9.1153824 48.8089147, 9.1149764 48.8089134, 9.1149422 48.8085499, 9.1144175 48.8085381, 9.1142014 48.8085406, 9.1138325 48.8087071, 9.1137071 48.8087637, 9.1129775 48.8087001, 9.1128414 48.8093825, 9.1144963 48.8096677, 9.114654 48.8096948, 9.1151896 48.8096113, 9.1162377 48.809552, 9.1162419 48.809348, 9.1162356 48.8090243, 9.1158445 48.8089488, 9.1157511 48.8089702))",school,Wolfbuschschule,,Stuttgart,DE,76,70499,Köstlinstraße,http://www.wbs.s.bw.schule.de,,,,,,,http://www.wbs.s.bw.schule.de/,,poststelle@s-wolfbusch.schule.bwl.de,+49 711 216-4365,,,,,"[1191894864, 10870834625, 10870834626, 1191895617, 1191895673, 1191896216, 1191896662, 1191896297, 3848843132, 583400187, 583400188, 583400189, 1191896727, 583400190, 583400192, 583400193, 1191896054, 10870834623, 10870834622, 1191894864]",,,,,,,+49 711 216-4358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45837754,,"POLYGON ((9.115419 48.8094728, 9.115417 48.8090906, 9.1154169 48.8090756, 9.1154166 48.8090218, 9.1157188 48.8090211, 9.11572 48.8092474, 9.1157212 48.8094721, 9.115419 48.8094728))",school,,,Stuttgart,DE,77,70499,Köstlinstraße,,,,,,,,,,,,,,,,"[583401169, 10870834634, 10870834631, 583401157, 583400186, 1387924080, 583401159, 583401169]",yes,,,,,,,,,,,,,Weilimdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45837764,,"POLYGON ((9.1148575 48.8093769, 9.1144644 48.8093671, 9.1139665 48.8092943, 9.1140867 48.808954, 9.1138414 48.8089187, 9.1138032 48.8090142, 9.1138735 48.8090248, 9.1137313 48.8094189, 9.1144253 48.809519, 9.1145264 48.8095197, 9.1145264 48.8096629, 9.114667 48.809662, 9.114665 48.8095207, 9.1148529 48.809522, 9.1148575 48.8093769))",school,,,Stuttgart,DE,76,70499,Köstlinstraße,,,,,,,,,,,,,,,,"[583401556, 583401557, 583402281, 583402282, 583402283, 1191895720, 1191894997, 583401559, 583401560, 1191896006, 1191896476, 1191894320, 1191895324, 583401561, 583401556]",yes,,,,,,,,,,,,,Weilimdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46657538,,"POLYGON ((9.1694279 48.7452432, 9.1698854 48.7453805, 9.1697579 48.7455571, 9.1701121 48.745682, 9.1701774 48.7457576, 9.170473 48.7458619, 9.1708682 48.7452695, 9.1711665 48.7453552, 9.1712282 48.7452618, 9.1709491 48.7451816, 9.1710457 48.7450356, 9.170948 48.7450075, 9.1710302 48.7448832, 9.1699913 48.7445845, 9.1699157 48.7446988, 9.1697889 48.7446623, 9.1694279 48.7452432))",school,Filderschule,,Stuttgart,,61,70597,Leinfeldener Straße,https://www.filderschule.de/,,,,,,,,,,,,,,,"[265074424, 596323118, 596323122, 265074425, 596323146, 596323152, 1104882995, 1104883717, 1104884450, 1104884219, 1104884663, 1104884325, 1104884392, 596323089, 596323091, 596323087, 265074424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47262031,,"POLYGON ((9.1390745 48.778717, 9.1393179 48.7789112, 9.1393507 48.7789159, 9.1393876 48.7789038, 9.1397167 48.7786869, 9.1395701 48.7786273, 9.1395117 48.7786605, 9.1394244 48.7785946, 9.1393932 48.7786088, 9.1393395 48.7785861, 9.1393139 48.7785724, 9.1392787 48.7785619, 9.1392106 48.7785692, 9.1391361 48.7785972, 9.1390256 48.7786621, 9.1390745 48.778717))",school,Schule im Sonnigen Winkel,,,,,,,,,,,,,,,,,,,,,,"[602206383, 602206386, 3425313053, 3425313052, 602206387, 3425313046, 3425313047, 3425313042, 3425313045, 3425313041, 3425313040, 602206385, 3425313039, 3425313043, 3425313048, 602206383]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51858047,,"POLYGON ((9.2063386 48.7230641, 9.2067239 48.7230489, 9.2066922 48.7226837, 9.2066084 48.7226879, 9.2064282 48.7226938, 9.2064382 48.7228036, 9.2063297 48.722808, 9.2063424 48.7229468, 9.205906 48.7229642, 9.2059164 48.7230781, 9.2062785 48.7230637, 9.2062717 48.7229886, 9.2063315 48.7229862, 9.2063386 48.7230641))",school,Grundschule Birkach,,Stuttgart,DE,11,70599,Moosheimer Straße,,,,yahoo,,,,,,,,,,,,"[661630771, 661631120, 661631107, 2958150657, 1409432492, 661630757, 661630756, 6120092337, 6120092339, 6120092342, 6120092340, 6120092341, 6120092338, 661630771]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59993417,,"POLYGON ((9.19342 48.7949408, 9.1934686 48.7950078, 9.1934984 48.7949984, 9.1936833 48.7952395, 9.1938544 48.7954894, 9.1939365 48.795463, 9.1939624 48.7954547, 9.1938177 48.7951666, 9.1937239 48.7950274, 9.1936219 48.7948966, 9.1935251 48.7949271, 9.1935137 48.7949114, 9.19342 48.7949408))",school,Kolping Bildungszentrum,yes,Stuttgart,DE,30,70191,Rosensteinstraße,,,,Bing,,,,,,,,,,,,"[745810176, 1304764283, 745810202, 4812233320, 745810173, 4812233838, 745810187, 745810200, 4812233319, 745810168, 1304764290, 1304764238, 745810176]",school,7,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67342143,,"POLYGON ((9.2322374 48.7419159, 9.2323373 48.7419627, 9.232411 48.7418942, 9.2326541 48.7420081, 9.2329568 48.741727, 9.2328216 48.7416637, 9.2327854 48.7416973, 9.2325125 48.7415695, 9.2324379 48.7416388, 9.2323593 48.741602, 9.2325859 48.7413915, 9.2324467 48.7413263, 9.2321624 48.7415904, 9.2320018 48.7415152, 9.2323372 48.7412038, 9.2321174 48.7411009, 9.2320372 48.7411753, 9.2321224 48.7412153, 9.2317303 48.7415793, 9.2322083 48.7418032, 9.2323421 48.7416789, 9.2324422 48.7417258, 9.2322374 48.7419159))",school,Grundschule Heumaden,,Stuttgart,DE,19,70619,Lange Morgen,http://www.gs-heumaden.de/,,,,,,,,,,+49-711-443910,,,,,"[813401912, 813401869, 813401918, 813401958, 813401875, 813401929, 813401985, 813401934, 813401847, 813401911, 813401961, 813401858, 813401915, 813401972, 813401891, 813401923, 813401974, 813401895, 813401948, 813401994, 813401908, 813401954, 813401912]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,72401392,,"POLYGON ((9.2287958 48.8274011, 9.2305015 48.8273898, 9.2305063 48.8277001, 9.2301492 48.8277025, 9.2301529 48.8279467, 9.2288043 48.8279557, 9.2287958 48.8274011))",school,Helene-Schoettle-Schule,,Stuttgart,,88,70378,Kolpingstraße,https://www.helene-schoettle-schule.de/,,,,,,,,,,,,,,,"[859867327, 859867320, 3445156658, 3445156659, 859867325, 859867323, 859867327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,77501662,,"POLYGON ((9.2531466 48.7545348, 9.2531408 48.7544796, 9.2532305 48.7544756, 9.2532602 48.7547141, 9.2529277 48.7547294, 9.2525989 48.754794, 9.2525373 48.7546705, 9.2531466 48.7545348))",school,Steinenbergschule,,Stuttgart,DE,3,70329,Am Steinenberg,,,,,,,,,,steinenbergschule@stuttgart.de,,,,,,"[912136898, 912136901, 912136902, 912136903, 912136904, 912136905, 912136906, 912136898]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,78355745,,"POLYGON ((9.2077926 48.7803526, 9.2082506 48.7803182, 9.2082824 48.7803991, 9.2090081 48.7803352, 9.2089173 48.7800617, 9.2090576 48.7800172, 9.2088684 48.7797023, 9.2088212 48.7796797, 9.2082663 48.7797342, 9.2077111 48.7797969, 9.2076663 48.7798285, 9.2077926 48.7803526))",school,Grund- und Werkrealschule Gablenberg,no,Stuttgart,,25,70186,Pflasteräckerstraße,https://www.gws-gablenberg.de/,,,,,,,,,,,,,,,"[919775422, 3097480902, 3097480903, 919775420, 4108541700, 4108541697, 5698451788, 919775423, 5698451790, 5698451789, 919775421, 919775422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,81113902,,"POLYGON ((9.074851 48.7355062, 9.0747206 48.7355746, 9.0747851 48.7356298, 9.0747525 48.7356463, 9.0749066 48.7357782, 9.0751214 48.7356691, 9.0750416 48.7356008, 9.0751032 48.7355695, 9.0750483 48.7355225, 9.0755514 48.735564, 9.0755762 48.7354333, 9.0755175 48.7354284, 9.0756207 48.7348841, 9.0752578 48.7348542, 9.0752701 48.7347896, 9.0751347 48.7347784, 9.0750971 48.7349765, 9.0751735 48.7349828, 9.0751668 48.735018, 9.074803 48.734988, 9.0747814 48.735102, 9.0746929 48.7350947, 9.0746768 48.7351795, 9.0749824 48.7352048, 9.0749688 48.7352762, 9.0748958 48.7352702, 9.074851 48.7355062))",school,Patch Middle School,,,,,,,https://www.dodea.edu/PatchMS/index.cfm,,,,,,,,,,,,,,,"[945298456, 945298473, 945298379, 945298507, 945298519, 945298490, 945298438, 945298517, 945298523, 945298474, 945298482, 945298362, 945298527, 945298388, 945298369, 945298448, 945298401, 945298497, 945298407, 945298501, 945298467, 945298351, 945298512, 945298375, 945298360, 945298429, 945298456]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
