element_type,osmid,amenity,denomination,name,religion,wheelchair,geometry,website,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,opening_hours,source,entrance,tourism,contact:website,level,old_name,service_times,office,operator,wikidata,wikipedia,denomination:de,short_name,toilets:wheelchair,check_date,access,addr:suburb,club,note,description,start_date,network,url,alt_name,contact:phone,name:source,official_name,official_name:source,fee,historic,nodes,building,building:material,height,roof:material,roof:orientation,roof:shape,email,fax,phone,architect,building:architecture,image,roof:colour,building:levels,ref,roof:direction,source:roof:shape,architect:1811-1944,architect:1955-,former:location,name:-1808,name:1811-,wikimedia_commons,building:start_date,roof:levels,name:signed,contact:email,denomination:wikipedia,name:en,building:colour,consecrationname,roof:height,source:addr,name:de,wheelchair:description,ele,year_of_construction,place_of_worship,architect:wikidata,name:ro,source:geometry,building:name,deanery,diocese,name:etymology:wikidata,air_conditioning,internet_access,loc_name,note:height,FIXME,inside,ways,payment:cards,payment:credit_cards,payment:debit_cards,type
way,97719498,place_of_worship,christ_scientist,"Erste Kirche Christi, Wissenschaftler, Stuttgart, e.V.",christian,,"POLYGON ((9.1654009 48.7617868, 9.1653675 48.7617622, 9.1653974 48.7617446, 9.1653619 48.7617184, 9.1653306 48.7617369, 9.1652933 48.7617093, 9.165257 48.7617306, 9.1652385 48.7617169, 9.1652338 48.7617197, 9.1652397 48.761724, 9.1652246 48.7617329, 9.1652201 48.7617297, 9.1652134 48.7617337, 9.1652182 48.7617372, 9.165202 48.7617468, 9.1651977 48.7617436, 9.165191 48.7617475, 9.1651956 48.7617509, 9.1651808 48.7617596, 9.1651765 48.7617564, 9.1651694 48.7617606, 9.1651739 48.761764, 9.1651581 48.7617733, 9.1651543 48.7617705, 9.1651475 48.7617745, 9.1651516 48.7617774, 9.1651368 48.7617862, 9.1651326 48.7617831, 9.1651269 48.7617864, 9.1651313 48.7617897, 9.1651156 48.7617989, 9.1651107 48.7617953, 9.1651042 48.7617991, 9.1651092 48.7618028, 9.1650951 48.7618111, 9.1650919 48.7618088, 9.1650855 48.7618126, 9.1650891 48.7618152, 9.165073 48.7618246, 9.1650694 48.761822, 9.1650646 48.7618248, 9.1650684 48.7618277, 9.1650499 48.7618386, 9.1650456 48.7618354, 9.16504 48.7618387, 9.1650446 48.761842, 9.1650285 48.7618515, 9.1650242 48.7618484, 9.1650189 48.7618516, 9.1650234 48.7618549, 9.1650078 48.761864, 9.1650042 48.7618613, 9.1649995 48.7618641, 9.1650033 48.761867, 9.1649845 48.761878, 9.1649804 48.761875, 9.1649749 48.7618782, 9.1649792 48.7618814, 9.1649751 48.7618837, 9.164981 48.761888, 9.1649854 48.7618854, 9.1650086 48.7619025, 9.165005 48.7619045, 9.1650094 48.7619078, 9.1650135 48.7619053, 9.1650345 48.7619208, 9.1650304 48.7619233, 9.1650348 48.7619265, 9.1650395 48.7619237, 9.1650587 48.761938, 9.1650552 48.76194, 9.1650596 48.7619433, 9.1650637 48.7619409, 9.1650838 48.7619557, 9.1650799 48.761958, 9.1650845 48.7619614, 9.1650891 48.7619588, 9.1651136 48.7619769, 9.1651086 48.7619798, 9.1651123 48.7619826, 9.1651166 48.7619801, 9.1651201 48.7619827, 9.1651252 48.7619797, 9.1651215 48.761977, 9.1651382 48.7619672, 9.1651415 48.7619696, 9.1651479 48.7619659, 9.1651441 48.7619631, 9.1651586 48.7619546, 9.1651621 48.7619571, 9.165167 48.7619542, 9.1651633 48.7619514, 9.1651818 48.7619405, 9.1651846 48.7619426, 9.1651895 48.7619397, 9.1651864 48.7619373, 9.1652034 48.7619273, 9.1652062 48.7619293, 9.1652124 48.7619256, 9.1652092 48.7619233, 9.1652256 48.7619136, 9.1652284 48.7619157, 9.1652333 48.7619128, 9.1652303 48.7619106, 9.1652465 48.7619011, 9.1652495 48.7619033, 9.1652538 48.7619008, 9.1652504 48.7618982, 9.1652677 48.761888, 9.1652705 48.7618901, 9.1652759 48.7618869, 9.1652727 48.7618846, 9.1652894 48.7618747, 9.1652923 48.7618769, 9.1652984 48.7618733, 9.1652951 48.7618709, 9.1653103 48.761862, 9.1653136 48.7618644, 9.1653203 48.7618604, 9.1653166 48.7618577, 9.1653319 48.7618488, 9.1653347 48.7618508, 9.1653411 48.7618471, 9.1653379 48.7618447, 9.1653538 48.7618353, 9.1653568 48.7618375, 9.1653627 48.761834, 9.1653594 48.7618315, 9.1653755 48.7618221, 9.1653784 48.7618243, 9.1653841 48.761821, 9.1653658 48.7618075, 9.1654009 48.7617868))",http://www.christian-science-stuttgart.de/,Stuttgart,DE,89,70180,Liststraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2648316886, 2648316885, 2648316884, 2648316881, 2648316883, 2648316880, 2648316882, 1131266370, 6481607368, 6481607369, 6481607370, 6481607366, 6481607367, 6481607371, 6481607372, 6481607364, 6481607365, 6481603374, 6481603375, 6481603373, 6481607363, 6481603376, 6481603377, 6481603371, 6481603372, 6481603378, 6481603379, 6481603369, 6481603370, 6481603380, 6481603381, 6481603368, 6481603382, 6481603383, 6481607373, 6481603366, 6481603367, 6481607374, 6481607375, 6481603364, 6481603365, 6481607376, 6481607377, 6481607361, 6481607362, 6481607378, 6481607379, 6481607359, 6481607360, 6481607380, 6481607381, 6481607357, 6481607358, 6481607382, 6481607926, 1131266709, 6481607925, 6481608012, 6481608013, 6481607924, 6481607927, 6481608011, 6481607885, 6481603384, 6481608010, 6481608009, 6481607887, 6481607886, 6481608008, 6481608007, 6481607889, 6481607888, 6481608006, 6481608005, 6481607891, 6481607890, 6481608004, 6481607923, 6481607384, 6481607383, 1131268319, 6481607893, 6481607892, 6481607922, 6481607921, 6481607986, 6481607985, 6481607920, 6481607919, 6481607988, 6481607987, 6481607918, 6481607917, 6481607990, 6481607989, 6481607916, 6481607915, 6481607992, 6481607991, 6481607914, 6481608003, 6481607895, 6481607894, 6481608002, 6481608001, 6481607897, 6481607896, 6481608000, 6481607999, 6481607899, 6481607898, 6481607998, 6481607997, 6481607901, 6481607900, 6481607996, 6481607995, 6481607903, 6481607902, 6481607994, 6481607913, 6481607905, 6481607904, 6481607912, 6481607911, 6481607907, 6481607906, 6481607910, 6481607909, 6481607908, 1131264723, 2648316887, 2648316886]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The First Church of Christ, Scientist, Stuttgart, e.V.",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98771217,place_of_worship,roman_catholic,Sankt Antonius,christian,limited,"POLYGON ((9.131701 48.7409598, 9.1315979 48.7409339, 9.1316431 48.7408558, 9.1316116 48.7408478, 9.1317197 48.7406609, 9.1317752 48.7406749, 9.1317739 48.7406772, 9.1318668 48.7407006, 9.1317824 48.7408465, 9.1317786 48.740877, 9.1317332 48.7409555, 9.1317073 48.740949, 9.131701 48.7409598))",http://www.st.antoniuskaltental.de/,Stuttgart,DE,25,70569,Burgstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1142721826, 1142721992, 1142723156, 1142723446, 1142722598, 1142721542, 1142722756, 1142721399, 8393582835, 8393582836, 8393582843, 8393582842, 1142721826]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99349915,place_of_worship,catholic,St. Nikolauskirche,christian,yes,"POLYGON ((9.1954449 48.7875144, 9.1954375 48.7875166, 9.1954422 48.7875233, 9.1954516 48.7875205, 9.1954584 48.78753, 9.1954503 48.7875325, 9.1954567 48.7875415, 9.1954644 48.7875392, 9.1954882 48.7875729, 9.1954782 48.787576, 9.1954837 48.7875837, 9.195492 48.7875811, 9.1955162 48.7876154, 9.1955082 48.7876178, 9.1955146 48.7876269, 9.1955237 48.7876241, 9.195546 48.7876557, 9.1955357 48.7876588, 9.1955423 48.7876681, 9.1955496 48.7876659, 9.195574 48.7877005, 9.1955632 48.7877038, 9.195566 48.7877077, 9.1955621 48.7877089, 9.1955602 48.7877063, 9.1955481 48.78771, 9.1955498 48.7877124, 9.1955394 48.7877156, 9.1955449 48.7877235, 9.1955527 48.7877211, 9.1955762 48.7877545, 9.1955683 48.7877569, 9.1955735 48.7877643, 9.195586 48.7877605, 9.1955878 48.787763, 9.1955957 48.7877605, 9.1956045 48.7877578, 9.1956165 48.7877624, 9.1956291 48.7877642, 9.1956405 48.7877624, 9.195649 48.787758, 9.1956535 48.787752, 9.1956527 48.7877431, 9.1956626 48.7877401, 9.1956711 48.7877522, 9.1956901 48.7877464, 9.1957039 48.7877659, 9.1956955 48.7877685, 9.1957044 48.787781, 9.1957122 48.7877786, 9.195723 48.7877939, 9.1957266 48.787799, 9.1957132 48.7878031, 9.1957188 48.7878111, 9.1957306 48.7878075, 9.1957438 48.7878195, 9.1957629 48.7878296, 9.1957833 48.7878347, 9.1957818 48.7878442, 9.195795 48.7878458, 9.1957974 48.7878355, 9.1958184 48.787833, 9.1958317 48.7878294, 9.1958466 48.7878236, 9.1958561 48.7878179, 9.1958698 48.7878231, 9.1958771 48.7878158, 9.1958639 48.7878101, 9.1958674 48.7878028, 9.1958706 48.7877914, 9.1958705 48.7877852, 9.1958687 48.7877774, 9.1958613 48.7877675, 9.1958758 48.7877631, 9.1958699 48.7877548, 9.1958585 48.7877583, 9.195844 48.7877377, 9.1958532 48.7877349, 9.1958469 48.7877259, 9.1958389 48.7877283, 9.1958209 48.7877027, 9.1958387 48.7876972, 9.1958323 48.7876881, 9.1958434 48.7876847, 9.1958488 48.7876896, 9.1958577 48.7876935, 9.1958698 48.7876935, 9.1958802 48.7876897, 9.1958872 48.7876844, 9.1958893 48.7876783, 9.1958887 48.7876708, 9.1959001 48.7876673, 9.1959092 48.7876646, 9.1959073 48.7876619, 9.1959198 48.7876581, 9.1959155 48.787652, 9.1959093 48.7876539, 9.1958865 48.7876216, 9.1958922 48.7876198, 9.1958872 48.7876127, 9.1958781 48.7876154, 9.1958759 48.7876123, 9.1958679 48.7876148, 9.1958689 48.7876162, 9.195858 48.7876196, 9.1958556 48.7876162, 9.1958467 48.787619, 9.1958232 48.7875856, 9.1958331 48.7875826, 9.195827 48.7875741, 9.1958183 48.7875767, 9.1957941 48.7875425, 9.195806 48.7875388, 9.1957992 48.7875293, 9.1957906 48.7875319, 9.1957672 48.7874988, 9.1957758 48.7874961, 9.1957706 48.7874888, 9.1957626 48.7874912, 9.1957391 48.7874578, 9.195747 48.7874553, 9.1957416 48.7874478, 9.1957325 48.7874505, 9.1957247 48.7874394, 9.1957333 48.7874368, 9.1957279 48.7874291, 9.195719 48.7874318, 9.195718 48.7874304, 9.1956657 48.7874464, 9.1956623 48.7874415, 9.1956505 48.7874451, 9.195644 48.7874359, 9.1956275 48.787441, 9.1956335 48.7874495, 9.1955752 48.7874674, 9.1955263 48.7874823, 9.1955189 48.7874718, 9.1955009 48.7874773, 9.1955071 48.7874861, 9.195498 48.7874888, 9.1955013 48.7874935, 9.1954429 48.7875114, 9.1954449 48.7875144))",,Stuttgart,DE,120,70190,Werastraße,,,,,,,,,,,,,,,,,,,,,,1896,,https://www.stuttgart.de/item/show/305802/1/dept/118542?,,,,,,,,"[1149163423, 6479086698, 4769925730, 4769925729, 4769924009, 4769924010, 4769924014, 4769924013, 4769923722, 4769923723, 4769923728, 4769923726, 4769925731, 4769925732, 4769925736, 4769925735, 4769925739, 4769925740, 4769925149, 4769925148, 6479086653, 6479086654, 6479086655, 6479086656, 1149163391, 6479086657, 6479086658, 1149163241, 4769925157, 4769925156, 4769925924, 4769925925, 4769925927, 6479086651, 6479086652, 6146698944, 1149163348, 1149163427, 6146698947, 6146698946, 4769925926, 6146698945, 4769925922, 4769925921, 4769925923, 1149163269, 6051682826, 6051682824, 6051682825, 6051682827, 6051683098, 6479086649, 6479086650, 6051683097, 1149163336, 1149163393, 4769925743, 1149163309, 4769925744, 4769925745, 1149163320, 1149163379, 6479086786, 4769925742, 4596662694, 4769925741, 4769925930, 4769925929, 6146699308, 1149163376, 6146699307, 4769925928, 6051683094, 1149163231, 6051683095, 6051683096, 6051682831, 6051682829, 6051682828, 6051682830, 1149163440, 4769925155, 4769925153, 4769925152, 4769925154, 6146698941, 6146698940, 6146698939, 6146698938, 4769925151, 4769925150, 4596661487, 6479086705, 6479086706, 1149163287, 6479086787, 4769925737, 4769925734, 4769925733, 6479086699, 6479086700, 6479086701, 6479086702, 1149163245, 6479086703, 6479086704, 1149163305, 4769923729, 4769923727, 4769923724, 4769923725, 4769924016, 4769924015, 4769924008, 4769924012, 4769925728, 4769925727, 4769925724, 4769925725, 4769925530, 4769925529, 4769925525, 4769925526, 4769925523, 4769925522, 1149163368, 6479086785, 6479086584, 6051683091, 4769925527, 6051683090, 4769925521, 4769925524, 4769925528, 4596661483, 4769925723, 4769925721, 4769925722, 6051683092, 4769925726, 6051683093, 6479086697, 1149163423]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1642423,,,,,,,,,,,,,,,,,
way,99941253,place_of_worship,lutheran,Dachswaldkirche,christian,yes,"POLYGON ((9.1236073 48.7472619, 9.1232608 48.747109, 9.1232106 48.7471599, 9.1231864 48.7471838, 9.123587 48.7473605, 9.1236634 48.7472852, 9.1237427 48.7473202, 9.1238353 48.7472289, 9.1237019 48.7471701, 9.123625 48.747247, 9.1236073 48.7472619))",,Stuttgart,DE,16,70569,Barchetstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1155314782, 1155314247, 5260309527, 1155314440, 1155314526, 1155313996, 1155313828, 1155314600, 1155314828, 5260309526, 1155314782]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100297971,place_of_worship,romanian_orthodox,Jesu Christi Geburt,christian,,"POLYGON ((9.1602584 48.8394952, 9.1604475 48.8394836, 9.1604751 48.8396786, 9.160833 48.8396566, 9.1608489 48.8397687, 9.160302 48.8398023, 9.1602584 48.8394952))",,Stuttgart,DE,104,70435,Stammheimer Straße,,,,,http://parohia-stuttgart.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1159303483, 1159303466, 1159303523, 1159303481, 1159303582, 1159303465, 1159303483]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nașterea Domnului,,,,,,,,,,,,,,,,
way,100303483,place_of_worship,protestant,Johanneskirche,christian,limited,"POLYGON ((9.1755021 48.8316677, 9.1755388 48.8315746, 9.1757922 48.8316179, 9.1757872 48.8316307, 9.1758815 48.8316469, 9.1758465 48.8317356, 9.1757367 48.8317168, 9.17574 48.8317084, 9.1755021 48.8316677))",,Stuttgart,DE,13,70435,Marbacher Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1159425512, 1159425562, 1159425547, 1159425506, 1159425531, 1159425597, 6478969653, 6478969654, 1159425512]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100305721,place_of_worship,catholic,St. Antonius von Padua,christian,,"POLYGON ((9.1716108 48.8331211, 9.1715941 48.8330865, 9.1715773 48.8330901, 9.1715735 48.8330821, 9.1715859 48.8330795, 9.1715566 48.8330191, 9.1715437 48.8330218, 9.1715394 48.8330128, 9.1715587 48.8330087, 9.1715419 48.8329739, 9.1715703 48.8329679, 9.1715653 48.8329575, 9.1716065 48.8329489, 9.1716101 48.8329564, 9.1716231 48.8329536, 9.171625 48.8329575, 9.1716561 48.8329509, 9.1716542 48.8329468, 9.1716638 48.8329448, 9.1716661 48.8329495, 9.1717242 48.8329373, 9.1717224 48.8329334, 9.1717327 48.8329313, 9.1717349 48.8329358, 9.171778 48.8329267, 9.1717762 48.8329231, 9.1717875 48.8329207, 9.1717896 48.832925, 9.1718373 48.8329149, 9.1718352 48.8329105, 9.1718457 48.8329084, 9.171848 48.8329132, 9.1719103 48.8329002, 9.1719276 48.832936, 9.1719315 48.8329352, 9.1719356 48.8329436, 9.1719507 48.8329419, 9.1719638 48.8329433, 9.1719763 48.8329477, 9.1719874 48.8329554, 9.1719938 48.832968, 9.1719948 48.832975, 9.1719934 48.8329803, 9.1719921 48.8329857, 9.1719873 48.8329917, 9.1719741 48.8330004, 9.1719612 48.8330052, 9.1719653 48.8330136, 9.1719473 48.8330174, 9.1719622 48.8330482, 9.1719112 48.8330589, 9.171915 48.8330667, 9.1719033 48.8330692, 9.1719004 48.8330633, 9.1718592 48.8330719, 9.1718619 48.8330775, 9.1718485 48.8330803, 9.1718456 48.8330743, 9.1718009 48.8330837, 9.1718033 48.8330888, 9.1717927 48.833091, 9.1717897 48.8330848, 9.1717463 48.8330939, 9.1717492 48.8330999, 9.1717373 48.8331025, 9.1717343 48.8330963, 9.1716908 48.8331054, 9.1716929 48.8331097, 9.1716796 48.8331124, 9.1716829 48.8331192, 9.1716412 48.833128, 9.1716353 48.833116, 9.1716108 48.8331211))",http://www.kath-suedgemeinden-stuttgart.de/index.php?id=45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1159483786, 6478970992, 6478970989, 6478970988, 6478970990, 6478970987, 6478970986, 6478970985, 6478970991, 1159483737, 6478970878, 6478970922, 6478970921, 6478970783, 6478970784, 6478970932, 6478970931, 6478970916, 6478970915, 6478970930, 6478970929, 6478970914, 6478970913, 6478970928, 6478970927, 6478970782, 6478970781, 6478970926, 1159484115, 1159484125, 1159483734, 1634967599, 1634967601, 1159483763, 1634967607, 1634967609, 6478970806, 6478970804, 6478970805, 6478970903, 6478970904, 6478970803, 6478970905, 6478970802, 1159483806, 1634967614, 1634967617, 1159484130, 1634967620, 1634967622, 6478970925, 6478970776, 6478970777, 6478970778, 6478970908, 6478970906, 6478970907, 6478970912, 6478970909, 6478970910, 6478970911, 6478970773, 6478970779, 6478970774, 6478970775, 6478970780, 6478970924, 6478970917, 6478970918, 6478970919, 6478970920, 6478970923, 1159483786]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100305723,place_of_worship,protestant,Pauluskirche,christian,no,"POLYGON ((9.1729731 48.8314616, 9.1729746 48.831466, 9.1729778 48.8314655, 9.1729859 48.831489, 9.1729703 48.8314913, 9.1729698 48.8314899, 9.1729588 48.8314916, 9.1729693 48.8315218, 9.1729777 48.8315205, 9.172977 48.8315185, 9.1729884 48.8315168, 9.1729942 48.8315336, 9.1729821 48.8315354, 9.1729844 48.8315422, 9.1729963 48.8315404, 9.1730003 48.8315518, 9.172982 48.8315546, 9.1729809 48.8315515, 9.1729699 48.8315531, 9.1729826 48.8315897, 9.1729929 48.8315882, 9.1729923 48.8315863, 9.173009 48.8315838, 9.1730125 48.831594, 9.1730026 48.8315955, 9.1730051 48.8316027, 9.1730142 48.8316014, 9.1730186 48.8316142, 9.1730131 48.831615, 9.1730154 48.8316218, 9.173019 48.8316212, 9.1730201 48.8316245, 9.1730302 48.831623, 9.1730291 48.8316199, 9.1730941 48.8316102, 9.173088 48.8316162, 9.1730869 48.8316157, 9.1730836 48.8316188, 9.1731162 48.8316342, 9.1731199 48.8316311, 9.1731187 48.8316305, 9.1731237 48.8316262, 9.1731361 48.8316657, 9.1731243 48.831668, 9.1731206 48.8316654, 9.1731141 48.8316653, 9.173112 48.8316688, 9.1731141 48.8316724, 9.1731088 48.8316753, 9.1731004 48.8316764, 9.1731068 48.8316947, 9.173116 48.8316933, 9.1731218 48.8316954, 9.173121 48.831699, 9.1731243 48.8317016, 9.1731297 48.8317014, 9.1731324 48.8316983, 9.1731421 48.8316968, 9.1731476 48.8317128, 9.1731436 48.8317134, 9.1731452 48.831718, 9.1731706 48.8317142, 9.1731723 48.8317191, 9.1731763 48.8317185, 9.1731778 48.8317228, 9.1731961 48.83172, 9.1731948 48.8317163, 9.1732687 48.8317053, 9.1732705 48.8317105, 9.1732875 48.831708, 9.1732859 48.8317034, 9.173291 48.8317026, 9.1732889 48.8316968, 9.1733152 48.8316928, 9.1733161 48.8316952, 9.1733255 48.8316938, 9.1733237 48.8316886, 9.1733201 48.8316892, 9.173307 48.8316512, 9.1733137 48.8316502, 9.1733116 48.8316443, 9.1733011 48.8316459, 9.1733017 48.8316476, 9.1732945 48.8316486, 9.1732805 48.8316082, 9.1732894 48.8316114, 9.1732886 48.8316124, 9.1732951 48.8316148, 9.1733148 48.8315922, 9.1733101 48.8315902, 9.1733094 48.8315909, 9.1733037 48.8315886, 9.173365 48.8315794, 9.1733657 48.8315816, 9.1733745 48.8315803, 9.1733733 48.8315768, 9.1733783 48.831576, 9.1733759 48.8315688, 9.1733729 48.8315692, 9.1733691 48.8315583, 9.1733792 48.8315567, 9.1733768 48.8315498, 9.1733675 48.8315512, 9.1733639 48.8315409, 9.1733817 48.8315383, 9.1733826 48.8315408, 9.1733925 48.8315393, 9.1733792 48.8315009, 9.1733711 48.8315021, 9.1733723 48.8315055, 9.173354 48.8315083, 9.1733504 48.8314979, 9.1733612 48.8314963, 9.1733581 48.8314874, 9.1733486 48.8314888, 9.1733449 48.8314789, 9.1733484 48.8314782, 9.1733478 48.8314763, 9.1733514 48.8314757, 9.1733487 48.8314679, 9.1733441 48.8314686, 9.1733436 48.831467, 9.1733404 48.8314675, 9.1733344 48.8314502, 9.1733385 48.8314496, 9.1733367 48.8314442, 9.1733329 48.8314447, 9.1733316 48.8314409, 9.1733243 48.831442, 9.1733253 48.8314448, 9.173262 48.8314543, 9.1732609 48.8314511, 9.1732119 48.8314584, 9.1732052 48.831439, 9.1732104 48.8314382, 9.173208 48.8314313, 9.1732033 48.831432, 9.1732022 48.8314288, 9.1731939 48.83143, 9.1731945 48.831432, 9.1731069 48.8314451, 9.1731048 48.831439, 9.1730943 48.8314405, 9.1730966 48.831447, 9.1730922 48.8314477, 9.1730932 48.8314506, 9.1730577 48.8314559, 9.1730564 48.8314522, 9.1730527 48.8314528, 9.1730505 48.8314465, 9.1730403 48.831448, 9.1730418 48.8314523, 9.1729856 48.8314607, 9.1729842 48.8314569, 9.1729766 48.831458, 9.1729776 48.8314609, 9.1729731 48.8314616))",,Stuttgart,DE,15,70435,Unterländer Straße,,,,,,,,,,,Q107501919,,,,,,,Zuffenhausen,,,,,,,,,,,,,,"[1159484033, 6478969665, 6478970563, 6478970564, 6478970561, 6478969666, 6478970560, 6478970559, 6478969667, 6478970562, 6478970565, 6478969681, 6478969678, 6478969679, 6478969680, 6478970729, 6478970727, 6478969668, 6478970726, 6478969682, 6478969669, 6478970728, 6478970734, 6478970733, 6478970731, 6478970730, 6478970732, 1159484143, 6478970717, 6478970718, 6478970557, 6478970719, 6478970735, 6478970558, 1159484196, 6478970569, 6478970723, 6478970720, 6478970721, 6478970722, 6478970568, 6478970570, 6478970741, 6478970739, 6478970725, 6478970724, 6478970737, 6482339766, 6478970736, 6478970576, 6478970575, 6478970574, 6478970573, 6478970572, 6478970571, 6478969673, 6478970738, 6478970740, 1159483973, 6478970582, 6478970581, 6478970583, 6478969657, 6478970580, 6478970578, 6478970577, 6478970579, 6478970745, 6478970743, 6478970742, 6478969656, 6478969655, 6478970744, 6478970786, 6478970785, 6478969677, 6478970584, 1159484211, 6478969683, 6478969674, 6478969684, 6478969675, 6478969676, 6478970885, 6478970797, 6478970764, 6478970716, 6478969672, 6478969670, 6478969671, 6478970765, 1159484217, 1159484200, 6478970759, 6478970758, 6478970757, 6478969659, 6478969658, 6478970760, 6478970761, 6478970756, 6478970902, 6478970762, 6478970763, 6478970901, 6478970899, 6478970897, 6478970896, 6478970898, 6478970900, 6478970799, 6478970798, 6478970893, 6478970755, 6478970894, 6488984287, 6478970895, 6488984288, 6478970753, 6478969660, 6478969661, 6478970752, 6478970754, 6478970751, 6478969662, 6478970706, 6478970707, 6478970750, 6478970749, 6478970800, 6478970801, 1159483829, 1159484046, 6478970748, 6478970747, 6478970708, 6478970709, 6478970710, 6478970711, 1159484023, 6478970892, 6478970886, 6478970887, 6478970712, 6478970713, 6478970890, 6478970714, 6478970715, 6478970891, 6478970888, 6478970889, 6478970746, 6478970567, 6478970566, 6478969663, 6478969664, 1159484033]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100464355,place_of_worship,protestant,Evangelische Kirche Mönchfeld,christian,,"POLYGON ((9.2225935 48.8429123, 9.2225265 48.8429168, 9.2224186 48.8427943, 9.2226061 48.8427248, 9.2228045 48.8427782, 9.2227796 48.8428205, 9.2230183 48.8430637, 9.2228984 48.8431162, 9.2227766 48.8429982, 9.2226845 48.842909, 9.2226527 48.8429105, 9.2226466 48.842916, 9.2226218 48.8429171, 9.2225997 48.842918, 9.2225935 48.8429123))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1161419336, 1161419220, 1161419000, 1161419376, 1161419074, 1161419287, 1161419212, 1161419131, 3238001795, 1161419187, 6482338868, 6482338869, 3238001796, 6482338870, 1161419336]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101678298,place_of_worship,catholic,Herz Jesu,christian,limited,"POLYGON ((9.2125947 48.7813044, 9.2126078 48.7812988, 9.2126293 48.7813115, 9.2127304 48.7813732, 9.2127484 48.7813842, 9.2128208 48.7813331, 9.2128535 48.7813537, 9.2129366 48.7812965, 9.2129023 48.7812748, 9.2129563 48.7812376, 9.2128553 48.7811739, 9.2128653 48.7811671, 9.2128256 48.7811421, 9.2128186 48.7811469, 9.2124758 48.780931, 9.212449 48.7809495, 9.2124338 48.7809399, 9.2123001 48.781032, 9.2123134 48.7810404, 9.2122813 48.7810625, 9.2125694 48.7812434, 9.2125509 48.7812471, 9.2125336 48.7812556, 9.2125269 48.7812652, 9.2125223 48.7812776, 9.212527 48.7812897, 9.2125397 48.7813014, 9.2125537 48.781306, 9.2125747 48.7813086, 9.2125947 48.7813044))",http://www.katholisch-stuttgart-ost.de/,Stuttgart,DE,1,70186,Schurwaldstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1372355658, 1372355661, 1372355692, 8891300905, 1372355706, 1372355676, 1372355682, 1372355659, 1372355655, 1372355632, 6479086582, 6479086580, 6479086581, 6479086583, 1372355624, 1372355625, 1173944880, 1173945037, 1372355627, 1372355629, 1372355651, 1372355653, 1372355656, 1372355662, 6479086579, 6479086578, 6479086577, 1372355673, 1372355671, 1372355658]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
