element_type,osmid,man_made,geometry,amenity,automated,name,self_service,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,note,old_name,opening_hours,operator,start_date,tourism,wheelchair,access,cuisine,phone,website,email,fax,office,description,layer,source,smoking,brand,brand:wikidata,building,shop,fixme,alt_name,addr:unit,wikidata,wikipedia,nodes,building:levels,outdoor_seating,roof:shape,roof:colour,roof:levels,brand:wikipedia,check_date:opening_hours,loc_name,payment:account_cards,toilets:wheelchair,height,roof:material,craft,building:colour,contact:website,ref,atm,disused:shop,source:geometry,short_name,parking_space,wheelchair:description:de,official_name,building:material,building:name,wheelchair:description,building:levels:underground,owner,phone:mobile,contact:email,contact:fax,contact:phone,leisure,nohousenumber,rental,frequency,location,power,voltage,architect,heritage,url,building:min_level,fuel:diesel,fuel:e10,fuel:octane_95,fuel:octane_98,payment:credit_cards,building:part,construction:start_date,branch,noaddress,name:official,image,ways,type,opening_date,fee,wikimedia_commons,second_hand
way,205089296,,"POLYGON ((9.2123357 48.813293, 9.2124343 48.8133647, 9.2123934 48.8133883, 9.2124558 48.8134352, 9.2124356 48.8134468, 9.212527 48.8135155, 9.2125521 48.813501, 9.2126176 48.8135502, 9.2126562 48.8135279, 9.2127805 48.8136212, 9.2127376 48.813646, 9.2128379 48.8137213, 9.2129957 48.8136302, 9.2128666 48.8135333, 9.2129014 48.8135132, 9.2124898 48.813204, 9.2124434 48.8132308, 9.2123357 48.813293))",,,diconium GmbH,,Stuttgart,,11,70376,Rommelstraße,,,,,,,,,,,,+49 711 2992-0,https://diconium.com/,info@diconium.com,,,,,,,,,commercial,,,,,,,"[2150607247, 1576551711, 1576551712, 1576551713, 1576551714, 1576551716, 584877698, 3870326254, 3870326251, 1285601149, 1285601151, 584877702, 584877705, 1576551717, 1576551715, 584877708, 584877712, 2150607247]",3,,many,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206569558,,"POLYGON ((9.2383643 48.7742838, 9.2382731 48.7743692, 9.2383307 48.774413, 9.2384278 48.774487, 9.238247 48.7745857, 9.2382323 48.7745746, 9.2381303 48.7746326, 9.2379922 48.774548, 9.2378906 48.774621, 9.2379804 48.7746928, 9.2379585 48.7747058, 9.2381237 48.7748301, 9.2381764 48.7748697, 9.2383051 48.7749666, 9.2383231 48.7749699, 9.2383433 48.7749666, 9.2384112 48.7749274, 9.2386395 48.7747958, 9.2388401 48.7746802, 9.2389002 48.7746455, 9.2389116 48.7746321, 9.2389054 48.7746193, 9.2387978 48.7745363, 9.2385707 48.7743873, 9.2385488 48.7744008, 9.2385257 48.7743867, 9.2384481 48.7743372, 9.2383643 48.7742838))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3387459566, 8865113481, 9537238168, 8865113478, 8865113479, 8865113480, 8865113483, 1316624890, 1316624292, 8865113482, 2165886102, 2811586376, 3612438729, 8865113471, 2165886098, 8865113470, 2796683962, 2796683963, 3323445061, 8865113469, 2165886101, 8865113468, 3514698999, 8865113484, 8865113485, 3514699000, 9537238169, 3387459566]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219287026,works,"POLYGON ((9.2248014 48.7827329, 9.2250527 48.7824958, 9.2253594 48.7826427, 9.2255632 48.7827353, 9.2253323 48.7829509, 9.225112 48.7828485, 9.2251835 48.7827817, 9.2250157 48.7827037, 9.2249236 48.7827897, 9.2248014 48.7827329))",,,Manfred Kunze GmbH,,Stuttgart,DE,28,70188,Franz-Wachter-Straße,,,,,,,,,,,,,http://www.manfred-kunze.de/,,,,,,,,,,commercial,,,,,,,"[2284612259, 2284612251, 7379139656, 2284612260, 2284612265, 2284612264, 2284612261, 2284612258, 2284612262, 2284612259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219287027,,"POLYGON ((9.2254014 48.7826046, 9.2258773 48.7828322, 9.2261885 48.7825498, 9.2257156 48.7823235, 9.2254889 48.7825252, 9.2254014 48.7826046))",,,Getränkemarkt am Gaskessel,,Stuttgart,DE,154,70188,Ulmer Straße,,,,,Mo-Fr 06:00-19:00; Sa 07:00-16:00; PH off,,,,yes,,,+49 711 461011,http://getraenkemarkt-am-gaskessel.de/,info@getraenkemarkt-am-gaskessel.de,+49 711 461018,,,,,,,,commercial,beverages,,,,,,"[2284612257, 2284612263, 2284612255, 2284612243, 7379139657, 2284612257]",2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,220784394,,"POLYGON ((9.1803588 48.7894822, 9.180361 48.789505, 9.1803636 48.7895326, 9.1803251 48.7895342, 9.1803426 48.7897156, 9.1803825 48.789714, 9.180389 48.7897812, 9.1803956 48.7898499, 9.1805979 48.7898414, 9.1805625 48.7894732, 9.1805592 48.7894391, 9.1804811 48.7894424, 9.1804505 48.7894437, 9.1804538 48.7894782, 9.1803588 48.7894822))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1242455866, 3318198395, 2934564481, 2934564482, 2934566002, 2934566001, 6548357150, 1242455542, 1242455688, 2352513250, 1242456254, 3318198397, 2298721947, 2934564474, 1242455866]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,222661935,,"POLYGON ((9.1718654 48.8209133, 9.1719249 48.8208879, 9.1719614 48.820935, 9.1719818 48.8209946, 9.1719757 48.8210509, 9.1721778 48.8213032, 9.1721058 48.8213267, 9.171967 48.8213721, 9.1717452 48.8211054, 9.1717044 48.8210563, 9.1716881 48.8210367, 9.1716759 48.821022, 9.1715956 48.8210498, 9.1715681 48.8210202, 9.1715263 48.8209715, 9.171726 48.820848, 9.1718811 48.820751, 9.1719352 48.8207879, 9.1718252 48.8208632, 9.1718654 48.8209133))",,,,,,,,,,,,,,,,,,,,,,,,,,,,"LGL, www.lgl-bw.de",,,,commercial,,,,,,,"[2316027054, 2316027052, 2316027055, 2316027061, 2316027065, 582942202, 2316027075, 582942198, 2316027070, 2316027066, 2316027063, 2316027062, 2316027064, 582942200, 1595479197, 1595479185, 582942201, 1595479180, 1595479187, 2316027054]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224759445,,"POLYGON ((9.1911925 48.8181843, 9.1911297 48.8181568, 9.1910301 48.8181132, 9.1911509 48.8179927, 9.1913134 48.8180638, 9.1911925 48.8181843))",,,,,Stuttgart,DE,5,70376,Mahatma-Gandhi-Straße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[671319158, 4156328754, 2335543171, 1196707501, 671319033, 671319158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228926543,,"POLYGON ((9.2255513 48.811953, 9.226205 48.8122072, 9.2262972 48.8121043, 9.2256435 48.8118502, 9.2255513 48.811953))",,,,,Stuttgart,DE,19,70372,Sichelstraße,,,ehemaliges Gebäude einer Privatschule,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2375771793, 2375771801, 2375771796, 2375771791, 2375771793]",3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,232326559,,"POLYGON ((9.1604578 48.7848439, 9.160498 48.7847375, 9.1603047 48.7846754, 9.1601855 48.7848383, 9.1602803 48.7848671, 9.1602904 48.7848257, 9.1604578 48.7848439))",,,,,Stuttgart,DE,38,70174,Hölderlinstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1237659602, 1237659758, 1237660480, 1237660133, 1237659706, 2406855202, 1237659602]",3,,flat,,,,,,,,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238533192,,"POLYGON ((9.2438568 48.7716447, 9.2437379 48.7715974, 9.2436601 48.7716595, 9.2437769 48.7717136, 9.2438568 48.7716447))",restaurant,,Spelunkerei,,Stuttgart,DE,2,70327,Wolfeggstraße,,,,,We-Su 17:00-23:00; Su 11:00-15:00,,,,,,regional,+491786014336,https://www.spelunke-stuttgart.de/bc/,info@spelunke-stuttgart.de,,,,,,,,,commercial,,,,,,,"[2463575013, 2463575014, 2463575015, 2463575016, 2463575013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,240467018,,"POLYGON ((9.1638221 48.7827438, 9.1641037 48.7828264, 9.1640604 48.7828907, 9.1640854 48.782898, 9.1640672 48.782925, 9.1639539 48.7828914, 9.1639706 48.7828688, 9.1638883 48.7828426, 9.1638699 48.7828655, 9.1637494 48.7828219, 9.1638148 48.782741, 9.1638221 48.7827438))",,,,,Stuttgart,DE,57/1,70174,Seidenstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2482017557, 2482017573, 2482017586, 2482017588, 2482017590, 2482017587, 2482017582, 2482017579, 2482017583, 2482017572, 9236367067, 2482017557]",4,,flat,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,240467042,,"POLYGON ((9.1640672 48.782925, 9.1641396 48.7829462, 9.1641934 48.7828663, 9.1641353 48.7828488, 9.1641429 48.7828379, 9.1641037 48.7828264, 9.1640604 48.7828907, 9.1640854 48.782898, 9.1640672 48.782925))",,,,,Stuttgart,DE,57,70174,Seidenstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2482017590, 2482017591, 2482017581, 2482017577, 2482017575, 2482017573, 2482017586, 2482017588, 2482017590]",4,,flat,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,240483160,,"POLYGON ((9.158829 48.7804503, 9.1587531 48.7804258, 9.1587611 48.7804148, 9.1588078 48.7803506, 9.1588851 48.7803746, 9.158829 48.7804503))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[394840505, 2482147476, 2482147471, 2482147473, 394840506, 394840505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,251057894,,"POLYGON ((9.2361405 48.8198624, 9.2361453 48.8197858, 9.2362227 48.8197879, 9.2362196 48.8198367, 9.2363444 48.8198401, 9.2363465 48.8198075, 9.2364272 48.8198097, 9.236424 48.8198475, 9.2364185 48.8199284, 9.2364186 48.8199475, 9.236258 48.8199431, 9.2362612 48.8198907, 9.2362047 48.8198892, 9.2362063 48.8198642, 9.2361405 48.8198624))",,,,,Stuttgart,DE,44,70378,Steinhaldenstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2573498557, 2573498558, 2573498559, 2573498560, 2573498561, 2573498562, 2573498563, 2573498577, 2573498571, 2573498564, 2573498565, 2573498566, 2573498568, 2573498570, 2573498557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285767877,,"POLYGON ((9.1259698 48.7227246, 9.1260063 48.7228041, 9.1260508 48.7229011, 9.1259799 48.7229153, 9.126002 48.7229633, 9.1260737 48.722949, 9.1261901 48.7232027, 9.1262368 48.7231934, 9.1262441 48.7232092, 9.1264059 48.7231769, 9.1263161 48.7229812, 9.1261792 48.7226828, 9.1259698 48.7227246))",,,Fitness Express Club Vaihingen,,Stuttgart,DE,60,70565,Industriestraße,,,,,Mo-Fr 06:00-23:00; Sa 10:00-20:00; Su 09:00-20:00,,,,,,,,https://www.fitnessexpress-clubs.de/vaihingen,,,,,,,outside,,,commercial,,,,,,,"[2894042421, 314753328, 2894042442, 2894042444, 2894042449, 2894042447, 2894042471, 2894042470, 2894042472, 2894042468, 2894042453, 2894042420, 2894042421]",4,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288267155,,"POLYGON ((9.1603816 48.773312, 9.1603312 48.7732953, 9.1603233 48.7733057, 9.1602832 48.7732975, 9.1603378 48.7732101, 9.1604102 48.7732333, 9.160405 48.7732567, 9.1603926 48.7733108, 9.1603916 48.7733153, 9.1603816 48.773312))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8903605883, 2918254546, 2918254550, 2918254547, 2918254532, 1276251982, 2918254542, 8903605875, 8903605882, 8903605883]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288763724,,"POLYGON ((9.1664877 48.7821467, 9.1664638 48.7821795, 9.1664613 48.7821787, 9.1663728 48.7823001, 9.1663775 48.7823016, 9.1663738 48.7823066, 9.1663322 48.7822934, 9.1662822 48.7822776, 9.16613 48.7822256, 9.1661483 48.7821989, 9.1662352 48.7820797, 9.1662064 48.7820706, 9.1662141 48.78206, 9.1662236 48.7820631, 9.1664 48.7821189, 9.1664488 48.7821343, 9.1664877 48.7821467))",,,,,Stuttgart,DE,3,70174,Hoppenlaustraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2923194100, 9232810624, 9232810621, 9232810623, 9232810622, 2923194911, 2923194910, 2923194908, 2923194904, 2923194902, 2923194099, 2923194096, 2923194093, 2923194094, 1434787888, 1434787952, 2923194100]",3,,flat,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,289109873,,"POLYGON ((9.1727215 48.7730187, 9.1727711 48.7730549, 9.1726628 48.7731146, 9.1726386 48.7730944, 9.1726273 48.7731013, 9.1726048 48.7730835, 9.1727215 48.7730187))",fast_food,,Ya Sham,,Stuttgart,DE,22,70178,Marienstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1230365433, 2926609464, 2926609467, 2926609465, 1230365632, 1230365511, 1230365433]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,289293182,,"POLYGON ((9.171453 48.7684725, 9.1714691 48.768467, 9.1714497 48.7684422, 9.1714348 48.7684472, 9.1714141 48.7684206, 9.1713608 48.7684387, 9.1713326 48.768448, 9.1713268 48.7684637, 9.1713891 48.7685432, 9.1715303 48.7687193, 9.1715736 48.768773, 9.1716225 48.7687559, 9.1716772 48.7687367, 9.1716339 48.768683, 9.1716241 48.768673, 9.1715229 48.7685418, 9.1715118 48.7685306, 9.1714969 48.7685358, 9.1714781 48.7685123, 9.1714831 48.768511, 9.171453 48.7684725))",,,,,,,,,,,,,,,,1891,,,,,,,,,,,,,,,,commercial,,,,,,,"[2928366820, 2928366818, 2928366814, 2928366815, 2928366813, 4184347069, 2928366817, 4362198392, 4187394869, 4187394871, 2928366845, 4184347068, 2928366840, 4187394870, 4362198409, 4362198402, 2928366828, 2928366829, 4187394868, 8909878007, 2928366820]",2,,,red,,,,,,,,roof_tiles,,yellow,,,,,,,,,,stone,,,,,,,,,,,,,,,,Emil Mayer,4,http://www.bauforschung-bw.de/objekt/id/181662010519/ehem-polizeiwache-in-70178-stuttgart-stuttgart-sued/,,,,,,,,,,,,,,,,,,
way,292105013,,"POLYGON ((9.166389 48.7796186, 9.1661121 48.7795375, 9.1663689 48.7791567, 9.1662831 48.7791316, 9.1663443 48.7790408, 9.1663896 48.779054, 9.1664942 48.7788989, 9.166536 48.7789112, 9.1665371 48.7789096, 9.1667657 48.7789765, 9.1668086 48.7789891, 9.166789 48.7790182, 9.166803 48.7790223, 9.1666137 48.7793031, 9.1666018 48.7792996, 9.1665216 48.7794185, 9.1665059 48.779414, 9.1664926 48.7794101, 9.1664684 48.7794458, 9.1664818 48.7794498, 9.1664993 48.7794549, 9.1664156 48.779579, 9.166389 48.7796186))",,,Rosenberghöfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2956266791, 5194295510, 9215481878, 9215481873, 9215481874, 9215481875, 9215481877, 9215481876, 2922768823, 3386134193, 9215481880, 9215481879, 2956266793, 9215481881, 9215481886, 9215481885, 9215481871, 9215481882, 9215481883, 9215481872, 9215481884, 3661181425, 2956266791]",7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,293473301,,"POLYGON ((9.1488702 48.7565834, 9.1490361 48.7564456, 9.1491132 48.7564843, 9.1491324 48.7565102, 9.1490944 48.7565414, 9.1490564 48.7565724, 9.1488702 48.7565834))",,,,,Stuttgart,DE,19/1,70199,Bachwiesenstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2970744067, 2970744064, 8936832037, 2970744065, 8999686539, 2970744066, 2970744067]",,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,293473302,,"POLYGON ((9.1488636 48.7566531, 9.1490743 48.7566407, 9.1490665 48.756583, 9.1490579 48.7565835, 9.1488558 48.7565954, 9.1488636 48.7566531))",,,,,Stuttgart,DE,19/2,70199,Bachwiesenstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2970744071, 2970744070, 2970744068, 8999686538, 2970744069, 2970744071]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,294508456,,"POLYGON ((9.1752926 48.7792844, 9.1753448 48.7792777, 9.1753836 48.7792799, 9.1754159 48.7792874, 9.1754451 48.7792999, 9.1754645 48.7793172, 9.1753807 48.7793474, 9.1753721 48.7793419, 9.1753592 48.779337, 9.1753435 48.7793397, 9.1752926 48.7792844))",,,Theo Zwei,,Stuttgart,DE,2,70174,Theodor-Heuss-Straße,,,Eventlocation,,,,,,,,,+49 711 61 55 35 54,http://www.catering-guide-stuttgart.de/location/party-weller-location-13.html,,,,,,,,,,commercial,,,,,,,"[1254603205, 2981055530, 2983098490, 2981055532, 2983098491, 2981055531, 7916947068, 7916947069, 7916947070, 1254603494, 1254603205]",1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306919688,,"POLYGON ((9.1611257 48.8149807, 9.1613663 48.8151232, 9.1613998 48.8150986, 9.1613896 48.8150925, 9.1614991 48.8150124, 9.1614625 48.8149907, 9.1614898 48.8149708, 9.1615951 48.8150331, 9.1616192 48.8150155, 9.1615193 48.8149563, 9.1615392 48.8149417, 9.1613023 48.8148014, 9.1612682 48.8148264, 9.1612765 48.8148313, 9.161199 48.814888, 9.1611638 48.8148671, 9.1610954 48.8149171, 9.1611353 48.8149407, 9.1611423 48.8149356, 9.1611767 48.8149559, 9.161168 48.8149623, 9.1611585 48.8149567, 9.1611257 48.8149807))",,,Bosch - Fe213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3119484333, 3119484334, 9416508091, 9416508092, 3119484335, 3119484336, 9416508090, 9416508088, 9416508087, 9416508089, 3119484337, 3119484338, 9416508085, 9416508086, 3119484339, 3119484340, 3119484341, 9416508096, 9416508095, 3119484342, 9416508094, 9416508093, 3119484333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306919704,,"POLYGON ((9.1596673 48.8139535, 9.1597415 48.8138472, 9.1597321 48.8138445, 9.1595794 48.813798, 9.1595202 48.8137802, 9.159446 48.8138865, 9.1596673 48.8139535))",,,,,Stuttgart,DE,43,70469,Steiermärker Straße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3119484387, 9367402878, 3119484388, 3119484391, 3119484390, 3119484389, 3119484387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307223745,,"POLYGON ((9.1859602 48.7752382, 9.1859698 48.7752347, 9.1860069 48.7752742, 9.1860107 48.7752729, 9.1860573 48.7753205, 9.1860542 48.7753217, 9.1860986 48.7753656, 9.1860456 48.7753817, 9.1860437 48.775379, 9.1859356 48.7754118, 9.1859401 48.7754182, 9.1858091 48.775458, 9.1858042 48.775451, 9.1856962 48.7754838, 9.1856978 48.7754861, 9.1856434 48.7755026, 9.1856379 48.7754948, 9.1855466 48.7755225, 9.1855635 48.7755467, 9.1854422 48.7755835, 9.1854293 48.7755651, 9.1853562 48.7755873, 9.1853497 48.775598, 9.1853357 48.7755935, 9.1852568 48.7756175, 9.1852459 48.7756018, 9.1852252 48.7756081, 9.1851889 48.7755562, 9.1851723 48.7755553, 9.1851807 48.7755444, 9.185145 48.7754934, 9.185161 48.7754881, 9.1851641 48.7754829, 9.1851604 48.7754776, 9.1851522 48.7754762, 9.1851458 48.7754783, 9.1849762 48.7752358, 9.1849831 48.7752337, 9.1849871 48.7752283, 9.1849839 48.7752233, 9.1849745 48.7752215, 9.1849275 48.7752358, 9.184954 48.7752737, 9.1849574 48.7752807, 9.1849545 48.7752879, 9.1849487 48.7752927, 9.184942 48.7752951, 9.1849366 48.7752959, 9.1849265 48.7752948, 9.1849192 48.7752924, 9.184913 48.7752861, 9.1847 48.7753508, 9.1846465 48.775337, 9.1845746 48.7752342, 9.1845682 48.7752362, 9.184558 48.775236, 9.184546 48.7752321, 9.1845396 48.775224, 9.1845435 48.7752169, 9.18455 48.7752102, 9.1846064 48.7751931, 9.184611 48.7751875, 9.1846079 48.7751827, 9.1845983 48.7751814, 9.1845681 48.7751905, 9.1845318 48.7751386, 9.1845426 48.7751353, 9.1845542 48.7751068, 9.1845487 48.7751016, 9.1847889 48.7749878, 9.1847991 48.7749879, 9.1848119 48.7749944, 9.184827 48.7749886, 9.1848248 48.7749809, 9.1848248 48.7749744, 9.1848291 48.7749685, 9.1848367 48.7749648, 9.1848469 48.774963, 9.1848566 48.774964, 9.1848659 48.7749674, 9.1848724 48.7749714, 9.1848854 48.7749663, 9.1848848 48.7749561, 9.1849084 48.7749489, 9.1849177 48.774957, 9.1849403 48.7749501, 9.1849236 48.7749275, 9.185239 48.7747808, 9.1852432 48.7747849, 9.1852492 48.7747865, 9.1852556 48.7747855, 9.1852605 48.7747828, 9.1852618 48.7747782, 9.1852593 48.7747727, 9.1852474 48.7747564, 9.1854089 48.7747079, 9.185414 48.774718, 9.1854369 48.774723, 9.1854512 48.7747167, 9.185547 48.7748152, 9.1855246 48.774825, 9.1855305 48.7748308, 9.1855606 48.7748176, 9.1855679 48.774824, 9.1855775 48.7748198, 9.1855867 48.7748203, 9.1855944 48.7748218, 9.1855999 48.7748248, 9.1856048 48.7748311, 9.1856055 48.7748377, 9.1856023 48.7748451, 9.1855932 48.7748492, 9.1856051 48.7748613, 9.1856115 48.7748614, 9.1856199 48.7748576, 9.1856338 48.7748719, 9.1856214 48.7748771, 9.1856464 48.7749048, 9.1856403 48.7749073, 9.1858341 48.7751082, 9.1858242 48.7751176, 9.1858294 48.775123, 9.185668 48.7751918, 9.1856579 48.7751819, 9.185644 48.7751884, 9.185501 48.7750373, 9.1854491 48.7750585, 9.1855074 48.7751388, 9.1854994 48.7751412, 9.1854968 48.7751481, 9.1855006 48.7751539, 9.1853218 48.7752064, 9.1853653 48.7752698, 9.1854097 48.7753368, 9.1855289 48.7753673, 9.1855339 48.7753762, 9.1855533 48.7753715, 9.1855483 48.7753624, 9.1856304 48.7753374, 9.1859602 48.7752382))",,,Allianz Versicherung,,,,,,,,,,,,,,,,,,,,,,insurance,,,,,Allianz,Q487292,commercial,,,,,,,"[3123168448, 3813329028, 3123168455, 8893449329, 8893449328, 8893449330, 8893449327, 8893449326, 8893449331, 8893449323, 8893449321, 8893449322, 8893449324, 8893449320, 8893449318, 8893449319, 8893449325, 8893449317, 8893449314, 8893449315, 8893449316, 8893449310, 8893449284, 8893449311, 8893449312, 8893449313, 3123168457, 8893449305, 8893449283, 8893449306, 8893449304, 8893449303, 8893449281, 8893449280, 8893449282, 8893449307, 3123168446, 8893449272, 8893449271, 8893449270, 8893449309, 3123168447, 3123168450, 8893449278, 8893449274, 8893449275, 8893449273, 8893449276, 8893449277, 8893449279, 8893449308, 3123168454, 3123168453, 3123168444, 3123168441, 3813329027, 8893449269, 8893449268, 3813329026, 3813329025, 3813329024, 8893449267, 8893449266, 3123168439, 3123168440, 3123168437, 8893449335, 8893449336, 3123168434, 3813329019, 8893449339, 8893449338, 8893449337, 8893449302, 8893449300, 8893449298, 8893449296, 8893449297, 8893449299, 8893449301, 3813329018, 3813329017, 3813329014, 3813329015, 3813329016, 3813329012, 3813329011, 3813328999, 8893449295, 8893449294, 8893449293, 8893449292, 8893449291, 8893449340, 3813328997, 3123168306, 3123168310, 3813328996, 3123168308, 3813329004, 3813329001, 3813329002, 3813329003, 3813329005, 8893449341, 8893449289, 8893449286, 8893449287, 8893449288, 8893449290, 8893449342, 8893449346, 8893449345, 8893449285, 8893449343, 8893449344, 3813329006, 3813329007, 3813329008, 3123168436, 8893449348, 8893449347, 8893449350, 8893449349, 3123168442, 3123168430, 3123168432, 8893449353, 8893449352, 8893449351, 3123168438, 3123168443, 3123168449, 3123168451, 3123168456, 8893449333, 8893449332, 8893449334, 3123168452, 3123168448]",4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313075648,,"POLYGON ((9.1756078 48.8171935, 9.1754554 48.8171509, 9.1752731 48.817434, 9.1752061 48.8175379, 9.1751337 48.8175177, 9.1751131 48.8175496, 9.1750831 48.8175412, 9.1750472 48.817597, 9.175302 48.8176681, 9.1756078 48.8171935))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3189977592, 3189977589, 3189977599, 3189977603, 3189977602, 3189977605, 3189977604, 3189977606, 3189977607, 3189977592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313313628,,"POLYGON ((9.1760295 48.8164949, 9.1756042 48.8163418, 9.1759525 48.8161654, 9.1760915 48.816216, 9.1759722 48.8163344, 9.1761252 48.8164003, 9.1760295 48.8164949))",,,viastore,,,,,,Magirusstraße,,,,,,,,,,,,,,,,company,,,,,,,commercial,,,,,,,"[3192231220, 3192231215, 3192231213, 3192231214, 3192231216, 3192231219, 3192231220]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314314302,,"POLYGON ((9.165299 48.8120792, 9.1652117 48.8122038, 9.1653815 48.8122555, 9.1654689 48.8121309, 9.1653867 48.8121059, 9.165299 48.8120792))",,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,commercial,,,,,,,"[1353694576, 3203644409, 3203644410, 1353694579, 3203644412, 1353694576]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
way,317197790,,"POLYGON ((9.2805836 48.7757178, 9.2806815 48.7756859, 9.2806395 48.7756297, 9.2805415 48.7756616, 9.2805836 48.7757178))",,,,,,,9a,,Luise-Benger-Straße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3234373761, 3234373762, 3234373763, 3234373764, 3234373761]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
