element_type,osmid,access,amenity,capacity,fee,name,opening_hours,phone,website,wheelchair,geometry,level,brand,brand:wikidata,brand:wikipedia,check_date:opening_hours,shop,operator,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,source,addr:suburb,building:levels,check_date,disused:name,disused:shop,contact:email,contact:phone,contact:website,opening_hours:covid19,toilets:wheelchair,office,url,craft,cuisine,diet:vegetarian,indoor_seating,outdoor_seating,email,payment:coins,payment:girocard,payment:mastercard,payment:notes,payment:visa,second_hand,opening_hours:signed,note,supervised,internet_access,name:de,name:en,branch,description,ref,clothes,alt_name,payment:american_express,wheelchair:description:de,inscription,wikidata,wikipedia,nodes,building,roof:levels,start_date,old_name,roof:colour,roof:shape,toilets,loc_name,opening_hours:lastcheck,nohousenumber,fax,fixme,phone:check_date,roof:material,architect,source:date,building:levels:underground,smoking,abandoned:amenity,drink:club-mate,payment:cash,payment:credit_cards,source:roof:shape,building:colour,religion,compressed_air,contact:facebook,delivery:covid19,takeaway:covid19,zero_waste,shop:1996-04--2015-05-13,diet:gluten_free,architect:wikidata,official_name,payment:diners_club,payment:jcb,payment:others,roof:orientation,building:reg_name,addr:housename,disused:amenity,short_name,addr:district,addr:province,addr:subdistrict,image,roof:note,payment:debit_cards,contact:fax,height,smoking:outside,ref:vatin,bicycle_parking,covered,noaddress,service:bicycle:rental,service:bicycle:repair,drive_through,takeaway,source:name,layer,last_checked,architect:website,construction:start_date,owner,building:material,organic,tenant,healthcare,healthcare:speciality,temporary,ways,type,dog
way,298852626,,,,,,,,,,"POLYGON ((9.1783811 48.7757595, 9.1784083 48.7757424, 9.1784455 48.7757665, 9.1784167 48.7757862, 9.1784312 48.7757946, 9.1784361 48.7757974, 9.1784725 48.7757724, 9.1785343 48.77573, 9.1785218 48.775721, 9.1783796 48.7756232, 9.1783181 48.7756515, 9.1783811 48.7757595))",,,,,,,,Stuttgart,DE,10A,70173,Marktplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8899402465, 8899402461, 8899402460, 8899402463, 8899402432, 8899402458, 8899402443, 8899402459, 1059524993, 1059525668, 3028148870, 8899402465]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,298852627,,,,,,,,,,"POLYGON ((9.1783871 48.7757854, 9.1782141 48.7758014, 9.1782118 48.775774, 9.1782031 48.7757747, 9.1781941 48.7756767, 9.1782196 48.7756697, 9.178308 48.7756368, 9.1783181 48.7756515, 9.1783811 48.7757595, 9.1783754 48.7757638, 9.1784167 48.7757862, 9.1783875 48.7757898, 9.1783871 48.7757854))",,,,,,,,Stuttgart,DE,10,70173,Marktplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1059527049, 1059524591, 8899402456, 8899402457, 1059525094, 3028148627, 3337361240, 3028148870, 8899402465, 8899402464, 8899402463, 8899402462, 1059527049]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305166872,,,,,,,,,,"POLYGON ((9.2082244 48.7850119, 9.2082324 48.7848022, 9.2080447 48.7847992, 9.2080394 48.7849445, 9.208061 48.7849448, 9.2080595 48.7849853, 9.2080376 48.7849849, 9.2080341 48.7850823, 9.2080799 48.785083, 9.2080795 48.7850937, 9.2081442 48.7850937, 9.2081468 48.7850592, 9.208165 48.7850597, 9.208167 48.7850389, 9.2081952 48.7850208, 9.2082244 48.7850119))",,,,,,,,Stuttgart,DE,77/2,70188,Ostendstraße,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379114717, 3097482649, 3097482648, 8880169117, 8880169114, 8880169115, 8880169116, 1379114729, 8880169118, 1379114743, 8880169098, 8880169113, 8880169097, 8880169096, 8880169099, 1379114717]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305166873,,,,,,,,,,"POLYGON ((9.2085895 48.7849034, 9.2082244 48.7850119, 9.2081952 48.7850208, 9.208167 48.7850389, 9.208165 48.7850597, 9.2081468 48.7850592, 9.2081442 48.7850937, 9.2080795 48.7850937, 9.2080588 48.7850937, 9.2080574 48.7851242, 9.2081353 48.7851581, 9.2081784 48.7851451, 9.2081699 48.7851328, 9.2081863 48.7851279, 9.2082069 48.7851576, 9.2083307 48.7851205, 9.2083507 48.7851494, 9.2084157 48.7851299, 9.2083973 48.7851032, 9.2086709 48.7850211, 9.2085895 48.7849034))",,,,,,,,Stuttgart,DE,77/3,70188,Ostendstraße,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3097482650, 1379114717, 8880169099, 8880169096, 8880169097, 8880169113, 8880169098, 1379114743, 8880169108, 8880169109, 8880169110, 8880169111, 8880169112, 1379116537, 1379116532, 8880169106, 8880169105, 8880169104, 8880169107, 3097482651, 3097482650]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307152622,,,,,,,,,,"POLYGON ((9.194966 48.7738589, 9.1949692 48.7739203, 9.1949609 48.7739204, 9.194958 48.7738117, 9.1949649 48.7738114, 9.1949645 48.7738013, 9.1950707 48.7737885, 9.1950715 48.7738349, 9.195072 48.7738567, 9.194966 48.7738589))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1358206505, 8888265323, 8888265324, 3122169211, 8888265322, 8888265321, 3122169210, 8888265320, 3122169212, 1358206505]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,317845595,,,,,,,,,,"POLYGON ((9.1932956 48.7249869, 9.1937642 48.7250427, 9.1938268 48.724814, 9.1933582 48.7247581, 9.1932956 48.7249869))",,,,,,,,Stuttgart,DE,64,70599,Im Asemwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3241591478, 3241591480, 3241591470, 3241591466, 3241591478]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,320210751,,,,,,,,,,"POLYGON ((9.1613072 48.8120733, 9.1613773 48.8120929, 9.161369 48.8121057, 9.1613717 48.8121065, 9.1613315 48.8121688, 9.1612588 48.8121486, 9.1613072 48.8120733))",,,,,,,,Stuttgart,DE,71C,70469,Wiener Straße,Bing,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3267106063, 9367058686, 9367058687, 1581466399, 1581466408, 3267106065, 3267106063]",retail,0,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321193764,,,,,,,,,,"POLYGON ((9.2150749 48.7838198, 9.215121 48.7838801, 9.2151767 48.7838616, 9.2151305 48.7838013, 9.2150749 48.7838198))",,,,,,,,Stuttgart,DE,224,70188,Landhausstraße,Bing,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3279242987, 3279242989, 3279242988, 3279242985, 3279242987]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325138122,,,,,Deutsches Haus,,,,,"POLYGON ((9.174533 48.7722347, 9.1745831 48.7723293, 9.1746133 48.7723215, 9.1746218 48.7723364, 9.1746341 48.7723384, 9.1746881 48.7723255, 9.1747007 48.7723494, 9.1747521 48.7723377, 9.1747913 48.7723226, 9.1750799 48.7721337, 9.1749421 48.7720411, 9.1748315 48.772116, 9.1748395 48.7721212, 9.1748171 48.7721359, 9.1747701 48.7721667, 9.1747663 48.7721641, 9.1747001 48.7722093, 9.1746834 48.7722007, 9.174533 48.7722347))",,,,,,,,Stuttgart,DE,13,70178,Tübinger Straße,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1246315344, 3318031117, 3318031122, 3318031123, 8905340188, 8905340189, 8905340187, 3318031124, 3318031118, 3318031097, 3318031080, 3318031092, 3318031096, 8905340171, 8905340178, 3318031099, 3318031104, 1246315290, 1246315344]",retail,0,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325863116,,,,,,,,,,"POLYGON ((9.1761154 48.7681894, 9.1761925 48.7681208, 9.1763226 48.7681842, 9.1762455 48.7682529, 9.1761154 48.7681894))",,,,,,,,Stuttgart,DE,1,70180,Mittelstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[297244882, 3324820568, 3324820574, 3324820576, 297244882]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327016521,,,,,Mittnachtbau,,,,,"POLYGON ((9.1758391 48.7761974, 9.1759232 48.7762838, 9.1760014 48.7762543, 9.1759572 48.7762063, 9.1758976 48.7761415, 9.1758176 48.7760568, 9.1757203 48.775949, 9.1757058 48.7759341, 9.175617 48.7758286, 9.1754462 48.7759105, 9.1754969 48.7759592, 9.1754296 48.7759902, 9.1755036 48.7760601, 9.175558 48.7760332, 9.175617 48.7760965, 9.175685 48.7761696, 9.1757454 48.7762354, 9.1758391 48.7761974))",,,,,,,,Stuttgart,DE,46,70173,Königstraße,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1940760,,"[3337321192, 1057852311, 1057852763, 9826627075, 7473266398, 8962416186, 8962416187, 7473266397, 1057852025, 3337321183, 3337321184, 3337321185, 3337321187, 3337321186, 3337321188, 3337321191, 3337323994, 3337321192]",retail,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327033456,,,,,,,,,,"POLYGON ((9.1782424 48.7762287, 9.1782795 48.7763254, 9.1782909 48.7763228, 9.1785274 48.7762618, 9.1784925 48.7761828, 9.1782424 48.7762287))",,,,,,,,Stuttgart,DE,10,70173,Kirchstraße,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3337448257, 3337448260, 1059524693, 1059525716, 1059525150, 3337448257]",retail,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327033457,,,,,,,,,,"POLYGON ((9.1779113 48.7763072, 9.1778236 48.7763579, 9.1778656 48.7763887, 9.1779273 48.7764367, 9.1780148 48.7763851, 9.1779113 48.7763072))",,,,,,,,Stuttgart,DE,4,70173,Stiftstraße,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3337448259, 595752741, 4621979053, 595752740, 1059525583, 3337448259]",retail,1,,,,hipped,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327049131,,,,,Breuninger Hochhaus,,,,,"POLYGON ((9.180298 48.7748217, 9.1803897 48.7747704, 9.1803584 48.7747481, 9.1806274 48.7745938, 9.1806509 48.7746131, 9.1806977 48.7745888, 9.1806888 48.7745813, 9.1807489 48.7745504, 9.1807547 48.7745475, 9.1807145 48.7745173, 9.1807066 48.7745231, 9.180655 48.7744844, 9.1806472 48.7744892, 9.1805089 48.7743932, 9.1805002 48.7743977, 9.1804947 48.7743913, 9.1804872 48.774386, 9.1804798 48.7743825, 9.1804722 48.7743789, 9.1804613 48.774377, 9.1804479 48.7743764, 9.1804355 48.7743771, 9.1804229 48.7743793, 9.1800349 48.7746001, 9.1800651 48.7746243, 9.180081 48.7746362, 9.1800739 48.7746403, 9.1802077 48.7747426, 9.1801993 48.7747471, 9.1802857 48.7748112, 9.180298 48.7748217))",,,,,,,,Stuttgart,DE,3,70173,Marktstraße,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3337603232, 1059525003, 1059526071, 120664370, 8905593808, 8905593806, 8905593805, 8905593775, 1059525409, 8905593795, 8905593796, 8905593797, 8905593798, 8905593799, 8905593800, 8905593774, 8905593769, 8905593768, 8905593770, 8905593771, 8905593772, 8905593773, 120664372, 120664376, 1059525867, 8905593803, 8905593804, 8905593801, 8905593802, 4339002036, 3337603232]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
way,327074711,,,,,,,,,,"POLYGON ((9.1729895 48.778027, 9.1728871 48.7779308, 9.1727442 48.7779975, 9.1728526 48.7780978, 9.1728839 48.7780813, 9.1728796 48.7780771, 9.1729491 48.7780454, 9.1729895 48.778027))",,,,,,,,Stuttgart,DE,26B,70174,Büchsenstraße,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1869023835, 3337863881, 3337863882, 3337863883, 8907852039, 8907852040, 8907851997, 1869023835]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,331120161,,,,,,,,,,"POLYGON ((9.1329507 48.7425166, 9.1331353 48.7426224, 9.1332662 48.7425084, 9.1332247 48.7424827, 9.1331327 48.7425511, 9.1330078 48.7424791, 9.1329507 48.7425166))",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3381786464, 3381786469, 3381786463, 1131552989, 1131552916, 2647775169, 3381786464]",retail,0,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,331708568,,,,,,,,,,"POLYGON ((9.1818248 48.7344958, 9.1816533 48.7344575, 9.1817113 48.7343447, 9.1817771 48.7343594, 9.1818001 48.7343148, 9.1819057 48.7343383, 9.1818248 48.7344958))",,,,,,,,,,209,,Hoffeldstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1316573315, 3388046975, 3388046954, 3388046957, 3388046943, 3388046948, 1316573315]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,
way,332307647,,,,,,,,,,"POLYGON ((9.1596089 48.7140049, 9.1596831 48.7135021, 9.1597455 48.7135062, 9.1601472 48.7135319, 9.1606077 48.7135615, 9.1606857 48.7135665, 9.1606116 48.7140693, 9.1604467 48.7140587, 9.1597298 48.7140127, 9.1596089 48.7140049))",,,,,,,,Stuttgart,DE,20,70565,Europaplatz,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3394215092, 3394215086, 3394215019, 3394215020, 3394215021, 3394215087, 3394215293, 3437133040, 3437133038, 3394215092]",retail,0,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,332310984,,,,,,,,,,"POLYGON ((9.2170745 48.7416386, 9.2169648 48.7416977, 9.2170431 48.7417609, 9.2170646 48.7417783, 9.217071 48.7417749, 9.2171744 48.7417192, 9.2170745 48.7416386))",,,,,,,,Stuttgart,DE,6,70619,Mendelssohnstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3394288224, 1089282161, 3394288231, 1089278463, 3394288233, 3394288228, 3394288224]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,332316384,,,,,,,,,,"POLYGON ((9.2194991 48.7397057, 9.2189837 48.7397076, 9.2189826 48.7396107, 9.2189823 48.7395576, 9.2189808 48.7393663, 9.2194962 48.7393644, 9.2194991 48.7397057))",,,,,,,,Stuttgart,DE,81,70619,Schemppstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[131888550, 131888552, 5512162502, 5512162500, 131888554, 3394345044, 131888550]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333923167,,,,,Blumenhaus Appich,Mo-Fr 08:30-18:00; Sa 08:30-14:00; Su[2] 10:30-12:30; PH off,,,,"POLYGON ((9.1832282 48.7971266, 9.1832351 48.7971758, 9.1833482 48.797169, 9.1833413 48.7971197, 9.1832282 48.7971266))",,,,,,florist,,Stuttgart,DE,120/1,70191,Heilbronner Straße,,,,,,,,,https://gaertnerei-koch.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3409718892, 3409718894, 3409718893, 3409718891, 3409718892]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,335805826,,,,,Sanitär Wahl GmbH Ausstellung,Mo-Fr 09:00-18:30; Sa 09:00-16:00; Su 11:00-16:00,+49 711 6 56 59 0,http://www.sanitaer-wahl.de,,"POLYGON ((9.1403583 48.769175, 9.1404164 48.7691494, 9.1404252 48.7691582, 9.1406903 48.7690414, 9.14063 48.7689894, 9.14063 48.7689761, 9.1406082 48.7689508, 9.1405889 48.7689466, 9.1405462 48.7689647, 9.1405455 48.7689807, 9.1402772 48.7690986, 9.1402659 48.7690859, 9.1402386 48.7690553, 9.1400289 48.7691503, 9.1402124 48.7693234, 9.140419 48.7692332, 9.1404111 48.7692271, 9.1403583 48.769175))",,,,,,,,Stuttgart,DE,16,70197,Unter dem Birkenkopf,,,,,,,,,,,,,,,,,,,ausstellung-stgt@sanitaer-wahl.de,,,,,,,,,,,,,,,,,,,,,,,"[631876597, 631876582, 631876589, 3429214358, 3429214355, 3429214353, 3429214351, 3429214350, 3429214352, 631876573, 631876570, 7978103410, 631876564, 631876547, 631876554, 3429214362, 3429214361, 631876597]",retail,,,,,,,,,,+49 711 6 56 59 - 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337049227,,,,,,,,,,"POLYGON ((9.1122273 48.7295047, 9.1124124 48.7295064, 9.1124379 48.7295063, 9.1124246 48.7296304, 9.1123956 48.72964, 9.1123905 48.7296854, 9.112374 48.7296943, 9.1122284 48.7296857, 9.1122278 48.729696, 9.1121654 48.7296939, 9.112166 48.7296847, 9.1121682 48.7296476, 9.1122266 48.7296488, 9.1122273 48.7296168, 9.1122324 48.7296168, 9.1122378 48.7295609, 9.1122229 48.7295605, 9.1122273 48.7295047))",,,,,,,,Stuttgart,DE,1,70563,Hauptstraße,,Vaihingen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3441463274, 1078393632, 3441463275, 3441463284, 3441463285, 3441463292, 8922119970, 3441463288, 3441467894, 3441467893, 10123416459, 3441463286, 3441463287, 8922119966, 8922119967, 8922119969, 8922119968, 3441463274]",retail,2,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337049229,,,,,,,,,,"POLYGON ((9.111304 48.7296195, 9.1113092 48.72943, 9.1113442 48.7294113, 9.1113446 48.729392, 9.1113459 48.7293211, 9.1115177 48.7293211, 9.1115177 48.72943, 9.1114995 48.7294425, 9.1114727 48.7294609, 9.1114727 48.7296192, 9.111304 48.7296195))",,,,,,,,Stuttgart,DE,1,70563,Sigmundtstraße,,Vaihingen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3441463282, 3441463267, 3441463266, 8741913175, 3441463264, 3441463265, 3441463268, 8741913174, 3441463271, 3441463281, 3441463282]",retail,1,,,,quadruple_saltbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337049233,,,,,,,,,,"POLYGON ((9.111581 48.7296876, 9.1115594 48.7296876, 9.1115595 48.7297244, 9.1115052 48.7297245, 9.1115052 48.729733, 9.1113044 48.7297334, 9.111304 48.7296195, 9.1114727 48.7296192, 9.1115808 48.729619, 9.111581 48.7296876))",,,,,,,,Stuttgart,DE,11,70563,Hauptstraße,,Vaihingen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3441463291, 3441463290, 3441467897, 3441467898, 3441467899, 3441467900, 3441463282, 3441463281, 3441463280, 3441463291]",retail,2,,,,quadruple_saltbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,337049238,,,,,,,,,,"POLYGON ((9.1120475 48.7295038, 9.1120478 48.7295514, 9.1116583 48.7295524, 9.1116584 48.7295685, 9.111613 48.7295686, 9.1116133 48.7296202, 9.1115808 48.729619, 9.111581 48.7296876, 9.1117801 48.7296871, 9.1117802 48.7296998, 9.1121129 48.729699, 9.1121128 48.7296862, 9.1121118 48.7295036, 9.1120475 48.7295038))",,,,,,,,Stuttgart,DE,5,70563,Hauptstraße,,Vaihingen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1078393645, 3441463276, 3441463277, 3441463278, 3441463279, 3441463283, 3441463280, 3441463291, 3441463289, 3441467896, 3441467895, 10123416460, 3441463273, 1078393645]",retail,2,,,,quadruple_saltbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,338929921,,,,,,,,,,"POLYGON ((9.2202137 48.8097723, 9.2202857 48.8097233, 9.2202883 48.8097145, 9.2202143 48.8096648, 9.2201329 48.8097198, 9.2202137 48.8097723))",,,,,,,,Stuttgart,DE,35,70372,Schmidener Straße,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3461102710, 1395874958, 8873685970, 1395874930, 3461102709, 3461102710]",retail,2,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350447238,,,,,,,,,,"POLYGON ((9.1669334 48.8169112, 9.1670457 48.8169123, 9.1670469 48.8168608, 9.1669128 48.8168595, 9.1669122 48.8168881, 9.1669339 48.8168883, 9.1669334 48.8169112))",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3561917584, 3561917585, 3561917586, 3561917587, 3561917588, 3561917589, 3561917584]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,354129423,,,,,,,,,,"POLYGON ((9.180385 48.833933, 9.1803807 48.8340183, 9.1801795 48.8340108, 9.1801412 48.8339277, 9.180385 48.833933))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1159357715, 1159357672, 1159357625, 1159357608, 1159357715]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,354129424,,,,,,,,,,"POLYGON ((9.1827844 48.8336169, 9.1824714 48.8335935, 9.1824669 48.83362, 9.1824635 48.8336395, 9.1825295 48.8336445, 9.182521 48.8336936, 9.182768 48.8337121, 9.1827797 48.8336439, 9.1827844 48.8336169))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3599130308, 3599130307, 3993820315, 3599130309, 3599130310, 3599130313, 3599130314, 3993820317, 3599130308]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,361641795,,,,,Sailer,Mo-Fr 06:45-20:00; Sa 06:45-18:00,,https://www.baeckerei-sailer.de/,limited,"POLYGON ((9.2266754 48.814772, 9.2267574 48.8148089, 9.2268443 48.8147252, 9.2267623 48.8146882, 9.2267451 48.8147048, 9.2266754 48.814772))",,,,,,bakery,,Stuttgart,DE,126,70374,Hofener Straße,,,1,,,,,,,,,,,,,,,,,,,,,,,,"Falsche Angabe der PLZ ""70372"" auf Website - Richtig laut DPAG/Stuttgart-GIS ist ""70374""",,,,,,,,,,,,,,,"[3660964803, 3660964804, 3660964802, 3660964801, 3660964796, 3660964803]",retail,,2013-12-06,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,362091471,,,,,,,,,,"POLYGON ((9.1067335 48.7178861, 9.1067235 48.7178355, 9.1064581 48.7178584, 9.1064311 48.7178608, 9.1064361 48.7178859, 9.1065408 48.7178769, 9.1065434 48.7178897, 9.1066039 48.7178845, 9.1066064 48.7178971, 9.1067335 48.7178861))",,,,,,,,,,2a,,Osterbronnstraße,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3664692633, 3664692632, 1716839326, 469403231, 3664692634, 7973849279, 7973849278, 7973849277, 7973849280, 3664692633]",retail,0,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,363449073,,,,,,,,,,"POLYGON ((9.1954286 48.7888459, 9.1954185 48.7888401, 9.1952542 48.788745, 9.195246 48.7887402, 9.1952827 48.7887136, 9.1952542 48.7886981, 9.1952612 48.7886938, 9.1953598 48.7886184, 9.1953793 48.7886409, 9.195389 48.7886329, 9.1955199 48.7887784, 9.195518 48.7887799, 9.1954286 48.7888459))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3676156264, 8881413387, 8881413384, 3676156262, 8881413395, 8881413396, 5298256342, 3676156261, 8881413394, 8881413393, 3676156263, 8881413392, 3676156264]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
