element_type,osmid,amenity,geometry,wheelchair,access,wheelchair:description,operator,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,level,email,fax,name,opening_hours,phone,shop,website,brand,nodes,brand:wikidata,brand:wikipedia,building,internet_access,short_name,toilets:wheelchair,alt_name,building:levels,roof:levels,check_date:opening_hours,cuisine,roof:shape,contact:phone,contact:website,old_name,toilets,takeaway,diet:vegan,diet:vegetarian,description,craft,disused:shop,name:ko,wikidata,changing_table,drink:club-mate,building:colour,building:levels:underground,building:material,height,roof:colour,roof:material,source,source:height,access:covid19,drive_through:covid19,opening_hours:covid19,heritage,heritage:operator,start_date,contact:facebook,contact:instagram,contact:mobile,clothes,motorcycle:clothes,motorcycle:parts,addr:suburb,building:min_level,layer,roof:height,architect,wikimedia_commons,wikipedia,noaddress,branch,contact:email,diet:halal,diet:kosher,contact:fax,healthcare,opening_hours:signed,nohousenumber,not:brand:wikidata,trade,check_date,disused:kiosk,disused:name,disused:opening_hours,outdoor_seating,reservation,smoking,note:building:levels,air_conditioning,currency:EUR,diet:gluten_free,diet:healthy,diet:lactose_free,diet:local,diet:meat,diet:mediterranean,diet:non-vegetarian,image,membership,payment:cash,payment:coins,payment:credit_cards,payment:debit_cards,payment:girocard,payment:maestro,payment:mastercard,payment:visa,ref:vatin,second_hand,stroller,cash_withdrawal,internet_access:fee,loc_name,name:de,opening_hours:url,self_checkout,breakfast,drive_through,ice_cream,indoor_seating,leisure,note,addr:housename,noname,ways,type
way,29105262,,"POLYGON ((8.677414 50.1496864, 8.6776047 50.1496783, 8.6776707 50.1496727, 8.6777372 50.1496561, 8.677763 50.1496202, 8.677774 50.1495802, 8.6775296 50.1495856, 8.6775209 50.1494421, 8.6775915 50.1494387, 8.6775807 50.1493076, 8.677555 50.1493057, 8.6775452 50.1491852, 8.6777948 50.1491829, 8.6777891 50.1490183, 8.6779199 50.1490138, 8.6779087 50.1488606, 8.6773618 50.1488687, 8.677414 50.1496864))",,,,,,,,,,,,,,,,,,,"[1647845963, 320147470, 320147482, 320147479, 320147481, 320147480, 320147472, 2115847129, 2115847127, 2115847123, 2115847122, 320147473, 320147474, 320147476, 320147477, 320147478, 1647845959, 1647845963]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29107263,,"POLYGON ((8.6795952 50.1477595, 8.6797996 50.1477935, 8.6800969 50.1477146, 8.6801672 50.1476548, 8.6800013 50.1475977, 8.6800986 50.1475408, 8.6800294 50.1474922, 8.6805421 50.1471924, 8.6801304 50.1469032, 8.6799788 50.1469919, 8.6800415 50.1470359, 8.6796707 50.1472527, 8.6799311 50.1474355, 8.6798899 50.1474596, 8.6797077 50.1473978, 8.6796452 50.1474734, 8.6794268 50.1473993, 8.6793791 50.147524, 8.6795022 50.1477146, 8.6795952 50.1477595))",,,,,Frankfurt am Main,DE,7,60435,Karl-von-Drais-Straße,,,,,,,,,,"[320175007, 320175017, 320175019, 320175004, 320175035, 320175045, 320175031, 320175021, 320175023, 320175026, 320175030, 320175033, 320175043, 320175042, 320175039, 320175037, 320175005, 320175013, 320175015, 320175007]",,,retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29107515,,"POLYGON ((8.6814756 50.1476374, 8.6815525 50.14743, 8.6814994 50.1474234, 8.6815178 50.1473738, 8.6813204 50.1473437, 8.6813022 50.147393, 8.6812424 50.1473828, 8.6811655 50.1475902, 8.6814756 50.1476374))",,,,,Frankfurt am Main,DE,5,60435,Karl-von-Drais-Straße,,,,,,,,,,"[320179457, 320179459, 320179463, 320179466, 320179468, 320179464, 320179461, 320179458, 320179457]",,,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29249266,,"POLYGON ((8.5879892 50.0989652, 8.5880308 50.0989676, 8.5880749 50.0989835, 8.5881139 50.0990167, 8.5881236 50.0990585, 8.5879079 50.0997504, 8.5878968 50.0997719, 8.5878756 50.0997896, 8.5878476 50.0998044, 8.5878197 50.0998132, 8.587788 50.0998178, 8.5866452 50.0998001, 8.5866099 50.0997937, 8.5865828 50.0997827, 8.586556 50.0997631, 8.5865375 50.0997382, 8.5865353 50.0997125, 8.5865461 50.0996886, 8.5867493 50.0990358, 8.5867606 50.0990125, 8.5867812 50.0989913, 8.5868165 50.0989752, 8.5868514 50.098966, 8.5879892 50.0989652))",yes,,,,Frankfurt am Main,DE,683,65933,Mainzer Landstraße,,,,Griesheim-Center,,,mall,,,"[321680497, 321680499, 5332074140, 321680500, 321680501, 321680502, 1685748377, 321680503, 321680504, 321680505, 321680506, 321680508, 1685748385, 321680509, 1685748376, 321680510, 1685748373, 321680511, 321680512, 1685748372, 321680513, 321680514, 321680515, 321680497]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29254444,,"POLYGON ((8.6690979 50.1440773, 8.6689357 50.1440484, 8.668969 50.1439707, 8.6690126 50.1438711, 8.6690515 50.143878, 8.6691249 50.1438921, 8.6691481 50.1438963, 8.6691697 50.1439118, 8.6690979 50.1440773))",,,,,Frankfurt am Main,,328a,60320,Eschersheimer Landstraße,,,,,,,,,,"[321727641, 321727643, 321727647, 321727644, 321727648, 321727653, 3188927638, 321727642, 321727641]",,,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29255717,,"POLYGON ((8.6691604 50.1419857, 8.668976 50.1421928, 8.6690394 50.142231, 8.6690486 50.1422158, 8.6691102 50.1422278, 8.6692779 50.1420229, 8.6691604 50.1419857))",,,,,Frankfurt am Main,DE,322,60320,Eschersheimer Landstraße,,,,,,,,,,"[321740415, 321740416, 321740417, 321735636, 321740418, 321740419, 321740415]",,,retail,,,,,1,0,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29255720,,"POLYGON ((8.6692762 50.1418732, 8.6691662 50.1418352, 8.6693738 50.1416078, 8.6694783 50.1416396, 8.6693045 50.1418367, 8.6692762 50.1418732))",,,,,Frankfurt am Main,,312,60320,Eschersheimer Landstraße,,,,,,,,,,"[321740430, 321740431, 321740432, 321740433, 321740422, 321740430]",,,retail,,,,,1,0,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29255723,,"POLYGON ((8.669493 50.14152, 8.6693574 50.1414747, 8.6695327 50.1412812, 8.6696632 50.1413217, 8.6695102 50.141499, 8.669493 50.14152))",,,,,Frankfurt am Main,,302,60320,Eschersheimer Landstraße,,,,,,,,,,"[321740445, 321740446, 321863921, 321863923, 321740436, 321740445]",,,retail,,,,,1,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29255726,,"POLYGON ((8.6696798 50.1411482, 8.669689 50.1411387, 8.669859 50.1409444, 8.6697359 50.1409, 8.6695568 50.1411038, 8.6696798 50.1411482))",,,,,Frankfurt am Main,,292,60320,Eschersheimer Landstraße,,,,,,,,,,"[321740464, 321740454, 321864875, 321864876, 321740467, 321740464]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29255788,,"POLYGON ((8.6698536 50.1407927, 8.6697306 50.1407478, 8.6699129 50.1405637, 8.670014 50.1405974, 8.6698638 50.1407825, 8.6698536 50.1407927))",,,,,Frankfurt am Main,,278,60320,Eschersheimer Landstraße,,,,,,,,,,"[321740781, 321740783, 321869416, 321869417, 321740470, 321740781]",,,retail,,,,,1,0,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29255835,,"POLYGON ((8.6700506 50.1404417, 8.6699343 50.1403921, 8.6700898 50.1402123, 8.6701885 50.140247, 8.6700597 50.1404288, 8.6700506 50.1404417))",,,,,,,264,60320,Eschersheimer Landstraße,,,,,,,,,,"[321741358, 321741361, 321870249, 321870250, 321741354, 321741358]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29279032,,"POLYGON ((8.6777478 50.1408846, 8.6777871 50.1408289, 8.6779783 50.140884, 8.6781985 50.1409231, 8.6781751 50.1409819, 8.6779462 50.1409419, 8.6777478 50.1408846))",,,,,Frankfurt am Main,DE,290a,60320,Marbachweg,,,,,,,,,,"[321982408, 321982410, 321982413, 321982414, 321982416, 321982418, 321982408]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29280495,,"POLYGON ((8.6819193 50.1417678, 8.6818862 50.1418298, 8.6821044 50.1418777, 8.6821374 50.1418156, 8.6819193 50.1417678))",,,,,Frankfurt am Main,DE,244a,60320,Marbachweg,,,,,,,,,,"[321995367, 321995369, 321995370, 321995368, 321995367]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29280534,,"POLYGON ((8.6814852 50.1416645, 8.681447 50.1417324, 8.6816346 50.1417758, 8.6816406 50.1417651, 8.681657 50.141736, 8.6816728 50.1417079, 8.6814852 50.1416645))",,,,,Frankfurt am Main,DE,252a,60320,Marbachweg,,,,,,,,,,"[321995903, 321995905, 321995906, 321995907, 321995910, 321995904, 321995903]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29415349,,"POLYGON ((8.6714569 50.137309, 8.6713884 50.137298, 8.671328 50.1372866, 8.6714067 50.1371247, 8.6715314 50.1371525, 8.6714569 50.137309))",yes,,,,Frankfurt am Main,DE,228,60320,Eschersheimer Landstraße,,,,Getränke Oase,Mo-Fr 09:00-19:30; Sa 09:00-16:30,,beverages,,,"[324194170, 3797060825, 324194172, 324194173, 324194171, 324194170]",,,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29418106,,"POLYGON ((8.67175 50.1360458, 8.6716389 50.136036, 8.6716643 50.1359171, 8.6717755 50.1359269, 8.67175 50.1360458))",,,,,Frankfurt am Main,,216,60320,Eschersheimer Landstraße,,,,,,,,,,"[324224514, 324224520, 324224521, 324224517, 324224514]",,,retail,,,,,2,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30005178,,"POLYGON ((8.6406171 50.12165, 8.6406352 50.1216621, 8.6403818 50.1218173, 8.6401438 50.1216576, 8.6400762 50.1216122, 8.6399791 50.1215471, 8.6399015 50.1214965, 8.6401442 50.1213478, 8.6402335 50.1214063, 8.6402442 50.1213998, 8.6405152 50.1215816, 8.6406171 50.12165))",,,,,Frankfurt am Main,,43,60486,Schloßstraße,,,,,,,,,,"[2522596999, 330325538, 330325543, 2729053845, 2729053828, 2522596981, 2522596974, 2522596965, 2522596995, 2522596993, 2522597003, 2522596999]",,,retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30073921,,"POLYGON ((8.6468371 50.1165722, 8.6469353 50.1164226, 8.6470437 50.1164525, 8.6472261 50.1165004, 8.6472973 50.1165418, 8.6473654 50.1165813, 8.6472263 50.1166046, 8.6470565 50.1166328, 8.6468371 50.1165722))",,,,,,,,,,,,,,,,,,,"[2747817103, 331248173, 9825316415, 331248187, 9825316410, 331248190, 2747817109, 331248185, 2747817103]",,,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30122241,,"POLYGON ((8.6836425 50.134519, 8.6836328 50.1346016, 8.6834765 50.1345941, 8.6834862 50.1345115, 8.6836425 50.134519))",,,,,Frankfurt am Main,,199,60320,Eckenheimer Landstraße,,,,,,,,,,"[331942922, 3786307933, 3786307932, 331942924, 331942922]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30122243,,"POLYGON ((8.6837177 50.1338485, 8.6837063 50.1339305, 8.683555 50.1339218, 8.6835664 50.1338398, 8.6837177 50.1338485))",,,,,Frankfurt am Main,,191,60320,Eckenheimer Landstraße,,,,Kreuder,,,,,,"[331942932, 384792202, 384792199, 331942935, 331942932]",,,retail,,,,,1,0,,,flat,+49 69 595471,https://kreuder-frankfurt.de/,,,,,,,stonemason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30122245,,"POLYGON ((8.6837483 50.1335446, 8.6837382 50.1336184, 8.6836351 50.1336126, 8.6836452 50.1335388, 8.6837483 50.1335446))",,,,,Frankfurt am Main,,187,60320,Eckenheimer Landstraße,,,,Pietät am Dornbusch,,,funeral_directors,,,"[331942938, 384792197, 384792195, 331942941, 331942938]",,,retail,,,,,1,0,,,flat,+49 69 77035757,https://www.pietaet-am-dornbusch.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30132692,,"POLYGON ((8.6844471 50.1318117, 8.684448 50.1317543, 8.6845328 50.1317549, 8.6845325 50.1317726, 8.6845002 50.1317724, 8.6844996 50.1318121, 8.6844471 50.1318117))",,,,,,,188,,Eckenheimer Landstraße,,,,,,,,,,"[332050631, 332050633, 5535487748, 29595851, 5535487747, 332050632, 332050631]",,,retail,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30132693,,"POLYGON ((8.68434 50.1322156, 8.6843447 50.1321253, 8.6843667 50.1321241, 8.6844799 50.1321265, 8.6844793 50.1322186, 8.68434 50.1322156))",,,,,Frankfurt am Main,,188,60318,Eckenheimer Landstraße,,,,,,,,,,"[332050636, 332050638, 332050646, 332050639, 332050637, 332050636]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30132694,,"POLYGON ((8.6844799 50.1321265, 8.6844934 50.131888, 8.6844633 50.1318936, 8.6844193 50.1319012, 8.6844064 50.1319198, 8.6843884 50.1319591, 8.6843667 50.1321241, 8.6844799 50.1321265))",,,,,Frankfurt am Main,,186,60318,Eckenheimer Landstraße,,,,,,,,,,"[332050639, 332050641, 332050643, 332050644, 332050645, 1518398748, 332050646, 332050639]",,,retail,,,,,1,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30303106,,"POLYGON ((8.689898 50.156338, 8.6899191 50.1562808, 8.6899398 50.156284, 8.6899355 50.1562956, 8.6899764 50.1563019, 8.6899191 50.1564566, 8.6898575 50.1564472, 8.6898615 50.1564366, 8.689898 50.156338))",,,,,,,,,,,,,,,,,,,"[334110437, 1189894016, 1189893173, 334107152, 1189894465, 334111104, 334111099, 334110422, 334110437]",,,retail,,,,,1,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30414214,,"POLYGON ((8.6906469 50.1510541, 8.6907709 50.1510717, 8.6907963 50.1509843, 8.6909015 50.1509993, 8.6909229 50.1509373, 8.6908207 50.1509229, 8.6908551 50.150828, 8.6907312 50.1508104, 8.6906469 50.1510541))",,,,,,,,,,,,,autopro,Mo-Fr 08:00-17:30; Sa 08:00-13:00,,car_repair,,,"[335654588, 335654590, 335654593, 335654596, 335654597, 335654595, 335654591, 335654589, 335654588]",,,retail,,,,,1,0,,,,+49 69 543284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30476094,,"POLYGON ((8.6923644 50.1543197, 8.6926551 50.1536503, 8.6924826 50.1536195, 8.692414 50.1537777, 8.6922233 50.1537437, 8.6921662 50.1538751, 8.692226 50.1538858, 8.6920828 50.1542156, 8.6922681 50.1542487, 8.6922464 50.1542987, 8.6923644 50.1543197))",yes,,,,Frankfurt am Main,,6,60435,Weilbrunnstraße,,,,Netto Marken-Discount,Mo-Sa 07:00-21:00,,supermarket,https://www.netto-online.de,Netto Marken-Discount,"[6709714033, 336252752, 6709714029, 336252753, 6709714030, 6709714031, 6709714032, 336252754, 6709714035, 6709714034, 6709714033]",Q879858,de:Netto Marken-Discount,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30653001,,"POLYGON ((8.6292604 50.1549869, 8.6290535 50.1549932, 8.6290343 50.1547352, 8.6292412 50.1547289, 8.6292604 50.1549869))",,,,,Frankfurt am Main,DE,41,60439,Bernadottestraße,,,,,,,,,,"[338990524, 338990526, 338990527, 338990525, 338990524]",,,retail,,,,,1,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30653020,,"POLYGON ((8.6275391 50.1520769, 8.6274314 50.1522173, 8.6273292 50.1521851, 8.6273431 50.152167, 8.6272274 50.1521306, 8.6272518 50.1520988, 8.6270834 50.1520457, 8.6271529 50.1519552, 8.6275391 50.1520769))",,,,,Frankfurt am Main,DE,172,60439,In der Römerstadt,,,,,,,,,,"[1516808861, 1516808867, 338990661, 338990662, 338990663, 338990665, 338990651, 338990652, 1516808861]",,,retail,,,,,1,,,,flat,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30826511,,"POLYGON ((8.6281047 50.0777637, 8.6281093 50.0776237, 8.6286641 50.0776314, 8.6286594 50.0777714, 8.6281047 50.0777637))",,,,,,,,,,,,,,,,,,,"[342327854, 342327855, 342327857, 342327858, 342327854]",,,retail,,,,,1,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30826528,,"POLYGON ((8.6273383 50.0777555, 8.6278497 50.0777577, 8.6278507 50.0776678, 8.6273393 50.0776655, 8.6273383 50.0777555))",,,,,Frankfurt am Main,,44-48,60528,Lyoner Straße,,,,,,,,,,"[342327989, 342327990, 342327991, 342327993, 342327989]",,,retail,,,,,1,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30877926,,"POLYGON ((8.6721934 50.1351231, 8.6722061 50.135048, 8.6723402 50.1350572, 8.6723275 50.1351324, 8.6721934 50.1351231))",,,,,Frankfurt am Main,DE,41,60320,Humserstraße,,,,Nähatelier Änderungsschneiderei,Mo-Fr 09:00-19:00; Sa 09:00-14:00,,tailor,,,"[343316586, 343316588, 343316590, 343316587, 343316586]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30951895,,"POLYGON ((8.6183158 50.1637048, 8.6183148 50.1638519, 8.6190256 50.1638539, 8.6190266 50.1637068, 8.6183158 50.1637048))",,,,,Frankfurt am Main,DE,6c,60439,Thomas-Mann-Straße,,,,,,,,,,"[344142104, 344142106, 344142107, 344142105, 344142104]",,,retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31341267,,"POLYGON ((8.7472483 50.14424, 8.7475816 50.1443098, 8.7475781 50.1443159, 8.7476283 50.1443265, 8.7474828 50.1446085, 8.747432 50.1445978, 8.747309 50.1448426, 8.747126 50.1448034, 8.747088 50.1448756, 8.7469398 50.1448445, 8.7472483 50.14424))",yes,,,,Frankfurt am Main,DE,16,60388,Victor-Slotosch-Straße,,,,ALDI Süd,Mo-Sa 07:00-21:00; PH off,,supermarket,,ALDI Süd,"[349058626, 10288053761, 10288053760, 349058627, 1306010570, 1306010003, 349058628, 349058629, 349058625, 1306010451, 349058626]",Q41171672,en:Aldi,retail,,,,,1,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31341594,,"POLYGON ((8.7474491 50.1434839, 8.7478842 50.1430349, 8.7478179 50.1430086, 8.7477818 50.1430458, 8.7475076 50.1429367, 8.7474378 50.1430088, 8.7473725 50.1429828, 8.7472922 50.1430657, 8.7472997 50.1430687, 8.7470509 50.1433254, 8.7474491 50.1434839))",yes,,,,Frankfurt am Main,DE,16,60388,Röntgenstraße,,,,Lidl,Mo-Sa 07:00-21:00; PH off,,supermarket,,Lidl,"[349061874, 4444166298, 4444166295, 4444166297, 349061879, 1306010716, 10253688437, 10253688436, 1306010327, 349061883, 349061874]",Q151954,en:Lidl,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31549588,,"POLYGON ((8.6215151 50.1659361, 8.6214535 50.1659616, 8.6213479 50.1660061, 8.6212199 50.1658819, 8.6213938 50.1658105, 8.6215151 50.1659361))",,,,,Frankfurt am Main,DE,1,60439,Praunheimer Weg,,,,,,,,,,"[353038104, 353038119, 353038107, 1664121992, 353038105, 353038104]",,,retail,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31551291,,"POLYGON ((8.6217944 50.1692057, 8.6220884 50.1690643, 8.6223204 50.1692622, 8.6222393 50.1693012, 8.6220971 50.1691799, 8.6219562 50.1692476, 8.6219759 50.1692642, 8.6219038 50.1692989, 8.6217944 50.1692057))",,,,,,,1,,Krautgartenweg,,,,,,,,,,"[353054538, 353054537, 353054543, 353054544, 353054539, 353054540, 1664123013, 10124785376, 353054538]",,,retail,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31580754,,"POLYGON ((8.618517 50.1671491, 8.6186167 50.1671258, 8.6185868 50.1670807, 8.6187107 50.1670508, 8.6186712 50.1669825, 8.6184508 50.1670348, 8.618517 50.1671491))",,,,,Frankfurt am Main,DE,34,60439,Weißkirchener Weg,,,,,,,,,,"[353381276, 353381281, 353381283, 353381286, 353381288, 353381278, 353381276]",,,retail,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31726963,,"POLYGON ((8.6399453 50.1549913, 8.6399694 50.1549706, 8.6398403 50.1549209, 8.6398199 50.1549164, 8.6398011 50.1549175, 8.639782 50.1549251, 8.6395874 50.1551702, 8.6396172 50.1551793, 8.6397096 50.1552068, 8.6397828 50.1551294, 8.6398005 50.1551385, 8.6398965 50.1550453, 8.6399453 50.1549913))",,,,,Frankfurt am Main,DE,90,60439,In der Römerstadt,,,,,,,,,,"[354968941, 354968936, 354968937, 401562297, 401562299, 354968938, 354968935, 354968953, 354968939, 3211151958, 3211151960, 354968940, 354968941]",,,retail,,,,,1,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32239426,,"POLYGON ((8.6408036 50.1626239, 8.6407475 50.1624297, 8.6409774 50.1624077, 8.6412808 50.1624951, 8.6413013 50.1625649, 8.6408036 50.1626239))",,,,,Frankfurt am Main,DE,16,60439,Zeilweg,,,,,,,,,,"[361524478, 361524481, 361524484, 361524483, 361524480, 361524478]",,,retail,,,,,2,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
