element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,cuisine,diet:kosher,name,phone,website,wheelchair,geometry,microbrewery,addr:country,addr:suburb,contact:email,contact:phone,contact:website,opening_hours,source,source:date,wheelchair:description,operator,smoking,toilets:wheelchair,email,fax,indoor_seating,outdoor_seating,website:menu,diet:vegan,diet:vegetarian,check_date:opening_hours,opening_hours:signed,old_name,diet:non-vegetarian,payment:cash,payment:ec,biergarten,contact:fax,gay,level,opening_hours:kitchen,payment:american_express,payment:girocard,payment:visa,reservation,toilets,toilets:access,takeaway,delivery,description,name:ko,capacity,fixme,name:de,old_name:it,removed:cuisine,strapline,internet_access,man_made,contact:mobile,check_date,payment:mastercard,alt_name,cafe,cuisine:crossover,note,contact:facebook,kids_area,rooms,tourism,smoking:outside,check_date:diet:vegetarian,payment:credit_cards,payment:debit_cards,diet:halal,dog,payment:cards,service:electricity,drink:club-mate,delivery:covid19,opening_hours:covid19,takeaway:covid19,bar,drive_through:covid19,brand,brand:wikidata,short_name,name:zh,access,brand:wikipedia,addr:housename,loc_name,payment:cheque,payment:cryptocurrencies,payment:electronic_purses,payment:wire_transfer,start_date,branch,brand:contact:facebook,brand:contact:website,brand:start_date,brand:strapline,breakfast,cocktails,drive_through,happy_hours,happy_hours:note,happy_hours:url,menu:url,opening_hours:note,opening_hours:url,website:reservation,contact:instagram,operator:type,mobile,air_conditioning,url,name:en,entrance,payment:coins,payment:maestro,cuisine:de,addr:floor,survey:date,building,diet:meat,internet,operator:wikidata,stars,payment:diners_club,payment:discover_card,payment:jcb,diet:lacto_vegetarian,check_date:currency:XBT,currency:XBT,diet:dairy_free,diet:lactose_free,payment:lightning,payment:lightning_contactless,payment:onchain,access:covid19,food,internet_access:fee,restaurant,drink:coffee,wikidata,diet:gluten_free,diet:pescetarian,kitchen_hours,source:note,changing_table,sustenance,payment:account_cards,internet_access:operator,opening_hours:breakfast,payment:v_pay,surveillance,brewery,diet:raw,payment:notes,payment:visa_debit,payment:visa_electron,shop,delivery:partner,payment:apple_pay,payment:google_pay,self_service,name:ja,wheelchair:description:en,ele,contact:foursquare,contact:pinterest,contact:tripadvisor,contact:twitter,contact:yelp,contact:youtube,diet:ayurvedic,layer,disused:name:en,description:access,description:access:en,ref:vatin,currency:EUR,currency:USD,diet:mediterranean,diet:nut_free,payment:contactless,description:en,operator:alt_name,name:ar,organic,note:de,lunch,contact:whatsapp,dinner,outdoor_seating:capacity,nodes,building:levels,roof:levels,roof:shape,diet:healthy,wheelchair:description:de,building:part,indoor,room,breakfast:brunch,weather_protection
node,2683677760,,,,,restaurant,regional,,Klaane Sachsehäuser,,,limited,POINT (8.6904433 50.1048615),,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2683677761,,,,,restaurant,indian,,Moti Mahal,,,,POINT (8.6922165 50.1048259),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2683953145,,,,,restaurant,,,Lokalbahnhof,,https://www.lokalbahnhof.info/,limited,POINT (8.6902972 50.1030857),,,,,,,"Su-Th 10:00-24:00, Fr,Sa 10:00-01:00",,,,,separated,no,,,yes,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2686476719,,,,,restaurant,,,Casa Nova Enoteca e Griglia,,,no,POINT (8.6715302 50.0940416),,,,,,,"Su-Fr 12:00-15:00,18:00-24:00; Sa 18:00-24:00",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2686568518,,,,,restaurant,italian,,Carisma,,,yes,POINT (8.673643 50.092125),,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2696906999,Frankfurt am Main,12-22,60327,Europa-Allee,restaurant,steak_house,,BLOCK HOUSE,+49 69 78079474,https://www.block-house.de/,yes,POINT (8.6501776 50.109073),,DE,,,,,"Su-Th 12:00-22:00; Fr,Sa 12:00-23:00",,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK HOUSE,Q320430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2706991138,,,,,restaurant,italian,,Roma,,,no,POINT (8.6843233 50.0966448),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2706991161,,,,,restaurant,italian,,Ristorante Colosseo,,,no,POINT (8.681116 50.0953931),,,,,,,"Tu-Su 12:00-14:30,18:00-23:00",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2707752973,,,,,restaurant,italian,,Italia 90,,,no,POINT (8.6919431 50.1009585),,,,,,,Mo-Su 11:00-23:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2707752974,,,,,restaurant,vietnamese,,Viet Rice,+49 69 96237582,http://www.vietrice-ffm.de,no,POINT (8.6921776 50.1010406),,,,,,,"Mo-Fr 11:30-15:00,17:00-22:00, Su,PH 12:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2707752975,,,,,restaurant,thai,,Udon Thai Imbiss,+49 69 66379714,,limited,POINT (8.6915588 50.1010101),,,,,,,Tu-Sa 12:00-22:00; Su 15:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2712358400,Frankfurt am Main,257,60488,In der Römerstadt,restaurant,italian,,Pizzeria Antico,,,,POINT (8.6235686 50.1511145),,DE,Praunheim,,+49 69 76758065,https://www.pizzeria-antico-frankfurt-am-main.de,Tu-Su 16:00-22:15,https://www.pizzeria-antico-frankfurt-am-main.de,2022-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722086359,Frankfurt am Main,283,60385,Berger Straße,restaurant,italian,,Ristorante La Duchessa,,,,POINT (8.7135332 50.1298807),,,,,,,Mo-Fr 11:30-23:00;Sa 17:00-23:00;Su 11:30-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2724277150,Frankfurt am Main,213,60385,Berger Straße,restaurant,vietnamese,,Viet PHO,,,no,POINT (8.7087173 50.1269639),,,,vietphoberger@yahoo.com,+49 69 96866822,https://www.vietpho.eu,"Tu-Fr 11:00-22:30; Sa 11:00-23:00; PH,Su 12:00-22:00; Mo off",,,,,,,,,,,,,,2023-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2724277154,,,,,restaurant,italian,,Il Gambero Ristorante-Pizzeria,,,limited,POINT (8.7083856 50.1267398),,,,,,,Mo-Sa 11:30-22:00; Su off,,,,,,,,,,,,,,2023-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2735800881,Frankfurt am Main,,60327,,restaurant,german;burger;ice_cream;breakfast;french;steak_house,,Alex,,https://www.dein-alex.de/frankfurt-skyline-plaza,yes,POINT (8.652836 50.1090165),,DE,,,,,Mo-Th 08:30-00:00; Fr-Sa 08:30-02:00; Su 09:00-00:00,,,,,outside,yes,,,,yes,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2743590538,Frankfurt am Main,1,60386,Alfred-Pfaff-Straße,restaurant,mediterranean,,Diva,+49 69 420 970 880,http://www.diva-bar.de/,yes,POINT (8.7292434 50.1329066),,DE,,,,,Mo-Su 11:00-23:00,,,,,,yes,mail@diva-bar.de,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2745879219,,,,,restaurant,italian,,Trattoria Paparazzi,,,no,POINT (8.7118484 50.1336891),,,,info@paparazzi-ffm.de,+49 69 68977340,https://www.paparazzi-ffm.de/,Tu-Su 17:00-23:00; Mo off,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2752157993,,,,,restaurant,pizza,,Ristorante Punto Pasta,,,no,POINT (8.6606987 50.1079689),,,,,,,,,,,,,,,,,,,,,2023-03-09,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2752158647,Frankfurt am Main,6,60329,Ottostraße,restaurant,,,Wenzhou,,,no,POINT (8.6606313 50.1080551),,DE,,,,,"Su-Fr 11:30-15:00,17:30-22:00; Sa 13:00-15:00,17:30-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2752165880,,,,,restaurant,moroccan,,Tatie,+49 69 138 178 28,,limited,POINT (8.663294 50.1085235),,,,,,,Mo-Sa 10:00-22:00; Su 15:00-22:00,,,ebenerdige nicht-automatische Tür,,outside,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de-de.facebook.com/Tatiefooddrinks/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2752188998,,,,,restaurant,mexican,no,La Mex Lounge,,,no,POINT (8.6679777 50.1080922),,,,,,,Mo-Su 10:30-02:00,,,,,outside,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2771998136,Frankfurt am Main,106,60598,Darmstädter Landstraße,restaurant,japanese;vietnamese,,sushi live,,http://sushi-live.de,,POINT (8.6906465 50.0973427),,DE,,,,,Mo-Fr 11:30-23:00; Sa 16:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all you can eat from 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2801580765,Frankfurt am Main,29,60599,Hainer Weg,restaurant,steak_house,,Main Diner,+49 69 66058025,https://www.main-diner.de/,,POINT (8.6933243 50.0989019),,,,,,,Mo-Su 17:30-00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2801580766,Frankfurt am Main,9,60599,Hainer Weg,restaurant,spanish;tapas,,Espanita,+49 69 69599669,http://www.espanita-restaurante.de/,no,POINT (8.6926934 50.1001355),,,,,,,Mo-Su 17:30-23:30,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2819332854,Frankfurt am Main,17,60549,"The Squaire, Ebene 5 West",restaurant,international,,ALEX,+49 69 6380 9540,https://www.dein-alex.de/dein-alex-frankfurt-squaire,limited,POINT (8.5682215 50.052821),,,,,,,"Mo-Fr 08:00-23:00; Sa, Su, Ph 09:00-22:00",,,Rollstuhltaugliche Toilette ist nur im öffentlichen Bereich des Squaire bis 22:00 offen,ALEX Gaststätten GmbH & Co. KG,no,,,,,,,no,yes,,,,,,,,+49 69 6380954-29,,4,,yes,,yes,,,,,,,,,,,,,,wlan,,,2022-05-22,yes,,,,,,,,,,,,,,,,,,,,,,,ALEX,Q18018122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,5,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,yes,,,Telekom,"Mo-Fr 08:00-11:30; Sa, 09:00-13:00; Su, Ph 09:00-14:30",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2819332855,,,,,restaurant,chinese,,Jing Jing Restaurant,,http://jingjing-asia.de/,,POINT (8.5678299 50.0527589),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2819332857,Frankfurt am Main,,60549,"The Squaire, Ebene 5 West",restaurant,bavarian,,Paulaner,+49 69 64355 2222,http://www.paulaner-thesquaire.de,limited,POINT (8.5678572 50.0524022),,,,,,,,,,Rollstuhltaugliche Toilette ist nur im öffentlichen Bereich des Squaire bis 22:00 offen,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2823666398,Frankfurt am Main,22a,60385,Buchwaldstraße,restaurant,regional,,Der Buchwald,+49 69 46 00 32 72,,,POINT (8.7155074 50.1296853),,DE,,info@der-buchwald.de,+49 69 46003272,http://www.der-buchwald.de,Tu-Sa 17:00-00:00; Su 17:00-22:00; Mo off,,,,,,,,+49 69 94 54 96 90,,,,,,,,,,,,,+49 69 94549690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2824787960,Frankfurt am Main,13,60599,Lettigkautweg,restaurant,indian;italian,,Pizzeria Napolista,,https://pizzeria-napolista.de,,POINT (8.7027355 50.0989022),,,,,,,"Mo 17:00-22:30; Tu-Fr 11:30-14:30,17:00-22:30; Sa-Su 15:00-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2829277105,Frankfurt am Main,97,60316,Berger Straße,restaurant,vietnamese,,Antru Noodle Bar & More - Vietnam Restaurant,+496927273222,https://vietnam-restaurant.net,no,POINT (8.7004424 50.1227011),,,,,,,Mo-Sa 11:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2829882358,,,,,restaurant,pizza,,Pizzeria Da Stefano,,,no,POINT (8.7375014 50.1305325),,,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2830197212,,,,,restaurant,japanese,,Shinjuku Sushi,,,no,POINT (8.6988582 50.1199098),,,,,+49 69 36602496,http://shinjukusushi.just-deliver.de/,"Mo-Fr 11:00-15:00,17:00-22:00; PH,Su 16:00-22:00; Sa off",,,,,,,,,yes,no,,,,2022-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2830219962,Frankfurt am Main,57,60316,Berger Straße,restaurant,kebab,,Berger Kebap,,,limited,POINT (8.6967212 50.1209006),,,,,,,11:30-23:30,,,stufenloser Zugang,,no,no,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,no,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2830340731,,,,,restaurant,regional,,Suppengrün,,,no,POINT (8.6941969 50.119447),,,,,,,Mo-Sa 11:30-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2830340732,Frankfurt am Main,14,60316,Berger Straße,restaurant,indian,,Taste of India,,,no,POINT (8.6931564 50.1190431),,,,,,,Mo-Su 11:00-23:00,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-09,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2844961801,Frankfurt am Main,297,60385,Berger Straße,restaurant,pizza,,Pizzeria Markoni,,,,POINT (8.714194 50.1305707),,,,,,,"We,Th,Su,Mo 12:00-22:00; Fr,Sa 12:00-23:00; Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2864050601,,,,,restaurant,pizza,,Pizzeria la Locanda,,,,POINT (8.6687038 50.0881154),,,,,,,Tu-Su 16:30-23:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2866252501,,,,,restaurant,asian,,Mai fresh asia Bistro,+49 691 67736999,www.maifresh.de,,POINT (8.6458959 50.0868433),,,,,,,Mo-Fr 11:30-20:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2884932853,,,,,restaurant,,,The Lobby,,,,POINT (8.6668818 50.1124441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2884935679,Frankfurt am Main,1,60325,Zimmerweg,restaurant,,,Isoletta,,http://www.embassy-frankfurt.de/,limited,POINT (8.6661029 50.1118738),,,,,,,Mo-Fr 11:30-23:00; Sa 17:30-24:00; Su off,,,,,,no,,,,,,,,,,,,,,,,,,"Mo-Fr 11:30-15:00, 17:00-22:30; Sa 17:30-23:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2886595778,,1,60599,Babenhäuser Landstraße,restaurant,italian,,Casa Isoletta,,https://www.isoletta.de,limited,POINT (8.6920673 50.0870322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
