element_type,osmid,geometry,amenity,brothel:eros_center,name,ref,toilets:wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,level,addr:country,phone,shop,website,wheelchair,fixme,source,contact:email,contact:phone,contact:website,office,short_name,wikidata,wikipedia,building,building:levels,building:use,man_made,description,historic,power,nodes,alt_name,height,layer,note,smoking,start_date,addr:housename,building:cladding,building:facade:material,building:levels:underground,roof:shape,wikimedia_commons,building:roof,tourism,nohousenumber,brand,brand:wikidata,brand:wikipedia,email,fax,internet_access,rooms,old_name,building:part,operator,official_name,roof:levels,building:colour,roof:colour,building:material,operator:wikidata,operator:wikipedia,telecom,brothel:saunaclub,name:shs,wheelchair:description,opening_hours:signed,area,noname,emergency,toilets,compressed_air,fuel:cng,fuel:diesel,fuel:e10,fuel:lpg,fuel:octane_95,fuel:octane_98,source:geometry,automated,self_service,year_of_construction,architect,heritage,heritage:operator,internet_access:fee,name:he,seamark:landmark:conspicuity,seamark:landmark:name,seamark:type,disused:amenity,disused:name,outdoor_seating,healthcare,second_hand,roof:orientation,generator:method,generator:output:hot_water,generator:source,architect:wikidata,building:architecture,building:min_level,noaddress,check_date,disused:shop,source:outline,craft,type,ways,addr:suburb,defibrillator:location
way,553786132,"POLYGON ((8.6670059 50.1899218, 8.6673031 50.1899238, 8.6673027 50.1899463, 8.6677715 50.1899495, 8.6677788 50.1895077, 8.6675159 50.1895059, 8.6673838 50.1894422, 8.6674243 50.1894078, 8.6672912 50.1893436, 8.6668262 50.1897386, 8.6668741 50.1897639, 8.6669205 50.1897841, 8.6670081 50.1897847, 8.6670059 50.1899218))",,,,,,Frankfurt am Main,734,60437,Homburger Landstraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[5345153675, 5345153676, 5345153677, 5345153678, 5345153679, 5345153680, 5345153681, 5345153682, 5345153683, 5345153684, 6181629131, 5345153685, 5345153686, 5345153675]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,567184079,"POLYGON ((8.7175453 50.1130553, 8.7175473 50.1130528, 8.7176714 50.1130949, 8.717897 50.1128213, 8.7181054 50.1128919, 8.7177903 50.1132741, 8.7174576 50.1131614, 8.7175453 50.1130553))",,,,,,Frankfurt am Main,138,60314,Hanauer Landstraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[5460462470, 10259652442, 5460462471, 5460462472, 5460462473, 5460462474, 5460462481, 5460462470]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,567184080,"POLYGON ((8.7172926 50.1131053, 8.7173804 50.1129993, 8.7175453 50.1130553, 8.7174576 50.1131614, 8.7172926 50.1131053))",,,,,,Frankfurt am Main,160a,60314,Hanauer Landstraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[5460462475, 5460462476, 5460462470, 5460462481, 5460462475]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,567184081,"POLYGON ((8.7172926 50.1131053, 8.7171263 50.1130486, 8.717482 50.1126192, 8.7176485 50.1126757, 8.7173804 50.1129993, 8.7172926 50.1131053))",,,,,,Frankfurt am Main,160,60314,Hanauer Landstraße,,,,,,,,,,,,,,,,,commercial,6,,,,,,"[5460462475, 5460462477, 5460462478, 5460462479, 5460462476, 5460462475]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572841903,"POLYGON ((8.6852417 50.1633125, 8.6855786 50.1630198, 8.6852748 50.1628762, 8.6849378 50.1631689, 8.6852417 50.1633125))",,,,,,Frankfurt am Main,31,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[5503257982, 5503257981, 5503257980, 5503257979, 5503257982]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,573614276,"POLYGON ((8.7333297 50.1177262, 8.7334278 50.1176278, 8.7339163 50.1178279, 8.7338182 50.1179263, 8.73356 50.1178206, 8.7335219 50.1178051, 8.7333297 50.1177262))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,4,,,,,,"[5508508762, 5508508763, 5508508779, 5508508781, 5508508760, 5508508761, 5508508762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,573614278,"POLYGON ((8.7336288 50.116527, 8.7337732 50.1165865, 8.7336773 50.1166827, 8.7336724 50.1166804, 8.7335472 50.1168061, 8.7334754 50.1168789, 8.7333677 50.116834, 8.7335857 50.1166145, 8.7335552 50.1166017, 8.7336288 50.116527))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,3,,,,,,"[5508508771, 5508508772, 5508508777, 10255638807, 3641222623, 1799780425, 5508508775, 5508508773, 5508508774, 5508508771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,573614279,"POLYGON ((8.7338121 50.116736, 8.7337259 50.1168138, 8.733679 50.1168619, 8.7335472 50.1168061, 8.7336724 50.1166804, 8.7336773 50.1166827, 8.7338121 50.116736))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,2,,,,,,"[5508508776, 5508508770, 5508508769, 3641222623, 10255638807, 5508508777, 5508508776]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,573614280,"POLYGON ((8.7334534 50.1176017, 8.7334278 50.1176278, 8.7339163 50.1178279, 8.7338182 50.1179263, 8.733899 50.1179604, 8.7340232 50.1178354, 8.7334534 50.1176017))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[5508508786, 5508508763, 5508508779, 5508508781, 5508508782, 611065614, 5508508786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,590616780,"POLYGON ((8.6422718 50.1015209, 8.6424009 50.1015728, 8.6422038 50.1017819, 8.6420496 50.1017221, 8.6422438 50.1015096, 8.6422718 50.1015209))",,,Gallus Theater,,,Frankfurt am Main,15,60326,Kleyerstraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1587488727, 1587488734, 1587488859, 1587488807, 5638672323, 1587488727]",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,593473646,"POLYGON ((8.6720993 50.1137199, 8.672142 50.1137865, 8.6721316 50.1137892, 8.6721474 50.1138138, 8.672122 50.1138205, 8.672262 50.1140398, 8.6728137 50.1139324, 8.6728045 50.1139114, 8.6728082 50.1139108, 8.6727948 50.1138806, 8.6727456 50.1137736, 8.6727051 50.1137818, 8.6726647 50.1136938, 8.672517 50.1137221, 8.6723807 50.113757, 8.6723623 50.1137293, 8.6723757 50.1137258, 8.6723861 50.1137418, 8.6724291 50.1137306, 8.6724186 50.1137145, 8.6724292 50.1137115, 8.6724245 50.113705, 8.6724194 50.1136997, 8.6724122 50.1136943, 8.6724064 50.113691, 8.6724008 50.1136879, 8.6723918 50.1136853, 8.6723804 50.1136825, 8.6723675 50.1136807, 8.6723547 50.1136805, 8.6723423 50.1136811, 8.6723321 50.113683, 8.6723182 50.1136609, 8.6722853 50.11367, 8.6720993 50.1137199))",,,,,,Frankfurt am Main,74,60311,Neue Mainzer Straße,,,DE,,,,,,,,,,,,,,commercial,6,,,,,,"[865200381, 5661549454, 5661549453, 9831930120, 5661549452, 5661549450, 5661549449, 9831922613, 9831922614, 5661549443, 1576518216, 5661549448, 9831930138, 5661549447, 5661549446, 9831930136, 9831930135, 9831930132, 9831930131, 9831930133, 9831930134, 9831930123, 9831930122, 9831930124, 9831930121, 9831930125, 9831930126, 9831930127, 9831930128, 9831930129, 9831930130, 9831930137, 5661549445, 865200499, 865200381]",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,593473647,"POLYGON ((8.6729407 50.1139639, 8.6729758 50.1140729, 8.6729842 50.1141023, 8.6730108 50.1141854, 8.6730256 50.1141828, 8.6731843 50.11416, 8.6731113 50.1139309, 8.6729407 50.1139639))",,,,,,Frankfurt am Main,1,60313,Luginsland,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[5661549462, 9831930168, 5661549463, 1852774985, 1852774981, 1852774971, 5661549455, 5661549462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,593473648,"POLYGON ((8.6724662 50.1142999, 8.6726096 50.1142688, 8.6726604 50.1142593, 8.6726641 50.1142587, 8.6726252 50.1141728, 8.6729842 50.1141023, 8.6729758 50.1140729, 8.6729407 50.1139639, 8.6729357 50.1139648, 8.6723314 50.1140808, 8.672461 50.1142914, 8.6724662 50.1142999))",,,,,,Frankfurt am Main,80,60311,Neue Mainzer Straße,,,DE,,,,,,,,,,,,,,commercial,6,,,,,,"[1852775036, 1852775025, 2543811991, 5661549465, 5661549464, 5661549463, 9831930168, 5661549462, 9831930163, 5661549461, 9831930167, 1852775036]",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,598133203,"POLYGON ((8.6727154 50.1116315, 8.6731684 50.1118072, 8.673395 50.1115665, 8.6734018 50.1115672, 8.673408 50.1115672, 8.6734154 50.111565, 8.6734202 50.111561, 8.6734221 50.1115568, 8.6734209 50.1115521, 8.6734172 50.1115488, 8.6734138 50.1115467, 8.6734566 50.1115013, 8.6730041 50.1113259, 8.6727154 50.1116315))",,,Omniturm,,,Frankfurt am Main,16-18,60312,Große Gallusstraße,,,DE,,,,,,,,,,,,Q15107362,en:Omniturm,commercial,45,,,,,,"[5693304089, 5693304088, 9833144850, 9833144848, 9833144846, 9833144845, 9833144843, 9833144842, 9833144844, 9833144847, 9833144849, 5693304087, 5693304086, 5693304089]",,183,,,,,,,,,,Category:Omniturm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608123613,"POLYGON ((8.708088 50.1115599, 8.7080931 50.1116399, 8.7081724 50.1116375, 8.7081852 50.1115569, 8.708088 50.1115599))",,,,,,Frankfurt am Main,97,60314,Hanauer Landstraße,,,DE,,,,,,,,,,,,,,commercial,1,,,,,,"[5762090920, 5762090919, 5762090918, 5762090917, 5762090920]",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-02,yes,,,,,,
way,611609332,"POLYGON ((8.6532269 50.1100902, 8.6537687 50.1105937, 8.6541117 50.1104429, 8.6535712 50.1099386, 8.6532269 50.1100902))",,,ONE,,,Frankfurt am Main,1,60327,Brüsseler Straße,,,DE,,,,,,http://www.caimmo.com/de/portfolio/projekt/one,,,,,,,,commercial,49,,,,,,"[5790092407, 5790092406, 5790092418, 2618352017, 5790092407]",,185,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,617371654,"POLYGON ((8.7165704 50.112719, 8.7167088 50.112766, 8.7169172 50.1125138, 8.7171599 50.1125963, 8.7168613 50.1129577, 8.7164801 50.1128282, 8.7165704 50.112719))",,,,,,Frankfurt am Main,152,60314,Hanauer Landstraße,,,,,,,,,,,,,,,,,commercial,7,,,,,,"[5836049765, 5836049764, 5836049763, 5836049762, 5836049761, 5836049760, 5836049765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,617583089,"POLYGON ((8.5793376 50.1297514, 8.5794514 50.1297897, 8.5799452 50.1299558, 8.5800461 50.1299897, 8.5802266 50.129769, 8.5795182 50.1295308, 8.5793376 50.1297514))",,,,,,Frankfurt am Main,16,65936,Adolph-Prior-Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[5837932092, 5837932085, 5837932086, 5837932091, 5837932090, 5837932089, 5837932092]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,617583090,"POLYGON ((8.5796867 50.1304039, 8.5799542 50.1300769, 8.5798694 50.1300484, 8.5793756 50.1298824, 8.5792849 50.1298519, 8.5790173 50.1301789, 8.5796867 50.1304039))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[5837932096, 5837932093, 5837932087, 5837932088, 5837932094, 5837932095, 5837932096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620133305,"POLYGON ((8.6852175 50.1637407, 8.6854826 50.1638662, 8.6857027 50.1636756, 8.6854376 50.16355, 8.6852175 50.1637407))",,,,,,Frankfurt am Main,27,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[5859310114, 5859310113, 5859310112, 5859310111, 5859310114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620133308,"POLYGON ((8.684945 50.1636116, 8.6852175 50.1637407, 8.6854376 50.16355, 8.6851651 50.163421, 8.684945 50.1636116))",,,,,,Frankfurt am Main,27a,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,2,,,,,,"[5859310116, 5859310114, 5859310111, 5859310115, 5859310116]",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620133310,"POLYGON ((8.6846733 50.1634829, 8.684945 50.1636116, 8.6851651 50.163421, 8.6848934 50.1632922, 8.6846733 50.1634829))",,,,,,Frankfurt am Main,27b,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,3,,,,,,"[5859310118, 5859310116, 5859310115, 5859310117, 5859310118]",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620133311,"POLYGON ((8.6873196 50.1633921, 8.6873478 50.1633563, 8.6874036 50.1633743, 8.6874866 50.1632688, 8.6866152 50.1629875, 8.686504 50.1631289, 8.6873196 50.1633921))",,,,,,Frankfurt am Main,21,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[5859310119, 2450612422, 2450612427, 319199226, 319199228, 5859310120, 5859310119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620133312,"POLYGON ((8.6860199 50.1629601, 8.6862704 50.1630669, 8.6864311 50.1629114, 8.6861573 50.1628163, 8.6860199 50.1629601))",,,,,,Frankfurt am Main,29c,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[5859310123, 5859310124, 5859310122, 5859310121, 5859310123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620133313,"POLYGON ((8.6858379 50.1631507, 8.6861012 50.163244, 8.6862704 50.1630669, 8.6860199 50.1629601, 8.6858379 50.1631507))",,,,,,Frankfurt am Main,29b,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[5859310125, 5859310126, 5859310124, 5859310123, 5859310125]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620133314,"POLYGON ((8.6856715 50.163325, 8.6859338 50.1634255, 8.6861012 50.163244, 8.6858379 50.1631507, 8.6856715 50.163325))",,,,,,Frankfurt am Main,29a,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[5859310127, 5859310128, 5859310126, 5859310125, 5859310127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620133315,"POLYGON ((8.685504 50.1635002, 8.6857653 50.1636021, 8.6859338 50.1634255, 8.6856715 50.163325, 8.685504 50.1635002))",,,,,,Frankfurt am Main,29,60433,August-Schanz-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[5859310130, 5859310129, 5859310128, 5859310127, 5859310130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620369477,"POLYGON ((8.5873549 50.0982193, 8.5872399 50.0985652, 8.5875429 50.0986066, 8.5876579 50.0982608, 8.5873549 50.0982193))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[5861246656, 5861246655, 5861246654, 5861246653, 5861246656]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,620369478,"POLYGON ((8.5874599 50.0969907, 8.5886699 50.0971495, 8.5888445 50.0966022, 8.588387 50.0965421, 8.5883649 50.0966115, 8.5879997 50.0965636, 8.5879788 50.096629, 8.5876823 50.0965901, 8.5876715 50.0966242, 8.5875807 50.0966123, 8.5874599 50.0969907))",,,Equinix FR6,FR6,,Frankfurt am Main,110,65933,Lärchenstraße,,,,,,https://www.equinix.de/locations/germany-colocation/frankfurt-data-centers/fr6/,,,,,,,,,,,commercial,,,,,,,"[5861246666, 5861246665, 5861246664, 5861246663, 5861246662, 5861246661, 5861246660, 5861246659, 5861246658, 5861246657, 5861246666]",,,,,,2017-06-29,,,,,flat,,,,,,,,,,,,,,Equinix,,,,,,Q851641,en:Equinix,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,668112886,"POLYGON ((8.7180299 50.1133558, 8.7183871 50.1134787, 8.7185881 50.1135458, 8.7188025 50.1136204, 8.7188487 50.1136364, 8.7189425 50.1135227, 8.7189002 50.1135081, 8.7188618 50.1134951, 8.7186928 50.1134373, 8.7182984 50.113303, 8.7184104 50.1131663, 8.7182338 50.1131065, 8.7180299 50.1133558))",,,,,,Frankfurt am Main,166,60314,Hanauer Landstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[6256263746, 5523442052, 5523442053, 6256305380, 677347062, 6256263744, 6256305381, 9547804002, 9547804000, 6256263743, 6256263742, 6256263741, 6256263746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,668115618,"POLYGON ((8.7159953 50.112663, 8.7163672 50.1127895, 8.7166787 50.112412, 8.7164234 50.1123249, 8.7162444 50.1125421, 8.7161283 50.1125023, 8.7159953 50.112663))",,,,,,Frankfurt am Main,150,60314,Hanauer Landstraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1111888968, 6256313610, 6256313609, 6256313608, 10259652455, 1111888965, 1111888968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,680629308,"POLYGON ((8.6513593 50.1166892, 8.6513267 50.1164915, 8.6518489 50.1163997, 8.6519643 50.1166621, 8.6513593 50.1166892))",,,21 West,,,Frankfurt am Main,21,60325,Senckenberganlage,,,,,,,,position estimated,,,,,,,,,commercial,6,,,,,,"[6373186986, 6373186987, 6373186988, 6373186989, 6373186986]",Twenty One West,21,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,glass,,,,,,,,,,,,,,,,,,,,,,,Architekturbüro Cyrus Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,719657644,"POLYGON ((8.5822047 50.1265787, 8.5817238 50.1266797, 8.5817375 50.1267065, 8.5816621 50.1267223, 8.5815841 50.1265696, 8.5821404 50.1264528, 8.5822047 50.1265787))",,,MK Netzdiensts FRA2,,,Frankfurt am Main,23,65936,Wilhelm-Fay-Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[6755634645, 8664172789, 8664172788, 6755634646, 6755634647, 6755634648, 6755634645]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,767731622,"POLYGON ((8.7168362 50.1297957, 8.7168443 50.1298344, 8.7167928 50.1298391, 8.7167135 50.1298456, 8.7165659 50.1298343, 8.7165815 50.1297928, 8.7167062 50.1298069, 8.7168362 50.1297957))",,,,,,Frankfurt am Main,38,60385,Buchwaldstraße,,,,,,,,,,,,,,,,,commercial,1,,,,,,"[1276230404, 2469337118, 2469337119, 7168017406, 7168017407, 1278423950, 1276230702, 1276230404]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,773869136,"POLYGON ((8.6411813 50.1935933, 8.641092 50.1935076, 8.6412514 50.1934341, 8.6413408 50.1935198, 8.6411813 50.1935933))",,,,,,Frankfurt am Main,23,60437,Wilhelm-Gutbrod-Straße,,,,,,,,,,,,,,,,,commercial,2,,,,,,"[7223478878, 7223478879, 7223478880, 7223478881, 7223478878]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840635116,"POLYGON ((8.7078528 50.122379, 8.7078623 50.1224497, 8.7078734 50.1225314, 8.708044 50.1225219, 8.7080226 50.1223642, 8.7078521 50.1223737, 8.7078528 50.122379))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1273312551, 1273313057, 7844140479, 7844140480, 7844140481, 9815704226, 1273312551]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846203300,"POLYGON ((8.6406767 50.1939094, 8.6410538 50.1937266, 8.6407818 50.1934966, 8.6404047 50.1936794, 8.6406767 50.1939094))",,,,,,,25,,Wilhelm-Gutbrod-Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[7894892585, 7894892586, 7894892587, 7894892588, 7894892585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,854827558,"POLYGON ((8.5766147 50.1282817, 8.5768116 50.1283661, 8.5767231 50.128451, 8.5777907 50.1289083, 8.5778854 50.1288174, 8.5780876 50.1289041, 8.577546 50.1294236, 8.5773464 50.1293381, 8.5773581 50.1293269, 8.5762962 50.1288719, 8.5762824 50.1288851, 8.5760773 50.1287972, 8.5766147 50.1282817))",,,CyrusOne: Frankfurt III,,,Frankfurt am Main,45,65936,Wilhelm-Fay-Straße,,,,,,,,,,,,,,,,,commercial,4,,,,,,"[7972588087, 7972587783, 7972587781, 7972587780, 7972587782, 7972587784, 7972588086, 9078281062, 9078281060, 9078281061, 9078281063, 7972588085, 7972588087]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estimated,,,,,
way,864589978,"POLYGON ((8.7215567 50.1111761, 8.7215189 50.111223, 8.7214356 50.1111953, 8.7214734 50.1111485, 8.7215567 50.1111761))",,,Studio Serkan Goeren,,,Frankfurt am Main,18,60314,Schmickstraße,,,,,,,,,,,,,,,,,commercial,4,,,,,,"[8058709843, 8058709844, 8058709845, 8058709846, 8058709843]",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,881085490,"POLYGON ((8.6862102 50.1638021, 8.686172 50.1637868, 8.6861397 50.16382, 8.6858734 50.1637135, 8.6862665 50.1633104, 8.6865708 50.1634321, 8.6862102 50.1638021))",,,ABG,,,,23a,,August-Schanz-Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8194849133, 8194849134, 8194849135, 8194849136, 8194849137, 2450612447, 8194849133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887871067,"POLYGON ((8.5846666 50.1270016, 8.5852748 50.1268811, 8.5853041 50.1269419, 8.5855951 50.1275458, 8.5849869 50.1276662, 8.5847213 50.1271151, 8.5846666 50.1270016))",,,Rechenzentrum Digital Realty,,,Frankfurt am Main,24a,65936,Wilhelm-Fay-Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8254914025, 8254914026, 9078371604, 8254914027, 8254914028, 9078371603, 8254914025]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887871068,"POLYGON ((8.5844525 50.127044, 8.5844824 50.1271061, 8.5847729 50.127709, 8.5841723 50.127828, 8.5838518 50.1271629, 8.5844525 50.127044))",,,Rechenzentrum Digital Realty,,,Frankfurt am Main,24b,65936,Wilhelm-Fay-Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8254914029, 9078371600, 8254914030, 8254914031, 8254914036, 8254914029]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,926305227,"POLYGON ((8.7529771 50.1338334, 8.753064 50.1338488, 8.7530983 50.1337694, 8.7530114 50.1337539, 8.7529771 50.1338334))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,1,,,,,,"[8596024726, 8596024725, 8596024724, 8596024723, 8596024726]",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,945382772,"POLYGON ((8.4890279 50.098301, 8.4891135 50.0983291, 8.4892092 50.0982089, 8.4891235 50.0981808, 8.4890279 50.098301))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8752191666, 8752191663, 8752191664, 8752191665, 8752191666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
