element_type,osmid,amenity,denomination,name,religion,wheelchair,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,wikidata,toilets:wheelchair,addr:country,email,fax,phone,service_times,website,wikipedia,alt_name,entrance,name:en,operator,short_name,description,source,note,url,name:bs,building,contact:facebook,name:ru,tourism,level,nodes,alt_name:en,building:levels,building:material,historic,name:fr,name:zh,seamark:landmark:category,seamark:landmark:conspicuity,seamark:landmark:function,seamark:type,wikimedia_commons,architect,architect:wikidata,building:architecture,layer,start_date,name:ko,heritage,heritage:operator,old_name,contact:website,source:addr,wheelchair:description,image,opening_hours,diocese,roof:shape,architect:wikipedia,addr:housename,year_of_construction,building:colour,building:part,roof:colour,roof:levels,building:use,heritage:ref,heritage:website,contact:email,long_name,height,source:height,roof:height,ways,type,addr:street:en,alt_name:ur,name:ur
way,69482507,place_of_worship,protestant,Lukaskirche,christian,,"POLYGON ((8.6766328 50.1014786, 8.6765923 50.1014629, 8.6766137 50.1014398, 8.6762496 50.1013029, 8.6761954 50.1013606, 8.6762428 50.1013793, 8.6761613 50.1014633, 8.6761201 50.1014466, 8.6760793 50.1014899, 8.6761693 50.1015247, 8.6761795 50.1015142, 8.6764389 50.1016157, 8.6764327 50.1016218, 8.6765223 50.1016565, 8.6765584 50.101619, 8.6765754 50.1016262, 8.6766443 50.1016087, 8.6766788 50.101569, 8.6766706 50.1015315, 8.6766071 50.1015062, 8.6766328 50.1014786))",,,,,Q1876998,,,,,,,,,,,,,,,WSV,,,,church,,,,,"[831906480, 2407196801, 2407196788, 831906404, 2407196766, 831906987, 831906492, 2407252256, 831906847, 9477034359, 9477034360, 9477034358, 9477034357, 831906854, 831906584, 831907049, 2407196827, 2407196820, 831906742, 831906956, 831906480]",,,,,,,tower,conspicuous,church,landmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,69872548,place_of_worship,protestant,Evangelische Kirche Sindlingen,christian,,"POLYGON ((8.5162271 50.0831443, 8.516287 50.0831622, 8.516294 50.0831542, 8.5163695 50.0831775, 8.5163638 50.0831857, 8.51645 50.0832113, 8.5164821 50.0831692, 8.5165005 50.0831738, 8.5165347 50.0831656, 8.5165534 50.0831369, 8.5165839 50.0831445, 8.5166077 50.0831111, 8.5165297 50.0830883, 8.5165183 50.0831047, 8.5163034 50.08304, 8.5162984 50.083047, 8.5163016 50.083048, 8.5162271 50.0831443))",Frankfurt am Main,46,65931,Sindlinger Bahnstraße,,,,,,,,,,,,,,,,WSV,,,,yes,,,,,"[835247448, 835247491, 835247483, 835247474, 835247463, 835247455, 835247443, 835247434, 835247425, 835247471, 835247461, 835247453, 835247440, 835247431, 835247422, 835247413, 835247499, 835247448]",,,,,,,tower,conspicuous,church,landmark,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
way,71324413,place_of_worship,catholic,Deutschordenskirche,christian,,"POLYGON ((8.6878419 50.1065966, 8.6877907 50.1064729, 8.6877945 50.1064672, 8.6878507 50.1064659, 8.6878664 50.1064722, 8.6879243 50.1064726, 8.6879263 50.1064488, 8.688053 50.1064512, 8.6882162 50.1064574, 8.6882212 50.1064542, 8.6882301 50.1064593, 8.688337 50.1064598, 8.6883572 50.1064729, 8.6883577 50.1064945, 8.6883499 50.1065012, 8.6883854 50.1065241, 8.6883971 50.1065211, 8.6884018 50.1065289, 8.6883876 50.106533, 8.6883871 50.1065617, 8.6883986 50.106566, 8.6883956 50.106574, 8.6883794 50.10657, 8.6883423 50.1065934, 8.6883492 50.1066021, 8.6883407 50.1066056, 8.6883315 50.1065942, 8.6882879 50.106593, 8.6882882 50.1066045, 8.6882756 50.1066042, 8.6882765 50.1065932, 8.6882284 50.1065919, 8.6882279 50.1066037, 8.6882153 50.1066034, 8.6882158 50.1065919, 8.6881687 50.1065908, 8.6881685 50.1066023, 8.6881557 50.1066022, 8.6881559 50.1065905, 8.6881316 50.10659, 8.6881314 50.1066066, 8.6880972 50.1066062, 8.6880905 50.1066019, 8.6880422 50.106601, 8.6878419 50.1065966))",Frankfurt am Main,7,60594,Brückenstraße,Q1206439,,,,,,,http://pfarrei-deutschorden.de,de:Deutschordenskirche (Frankfurt),,,,,,,WSV,,,,yes,,,attraction,,"[420782423, 9477034377, 848774875, 9477034379, 9477034378, 9477034380, 9477034381, 1478148864, 1478148850, 9477034382, 848774866, 1842067219, 848774868, 1842067220, 1842067221, 1842067223, 1842067222, 848774874, 1842067224, 1842067225, 1842067226, 1842067227, 848774877, 1842067231, 1842067236, 1842067239, 848774881, 1842067235, 1842067244, 1842067243, 1842067234, 1842067233, 1842067242, 1842067241, 1842067232, 1842067230, 1842067238, 1842067237, 1842067229, 1842067228, 1842067246, 1842067245, 1842067240, 420782424, 420782423]",,,,,,,tower,conspicuous,church,landmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,72569775,place_of_worship,,Nikolauskapelle,christian,,"POLYGON ((8.755216 50.1552791, 8.7551583 50.1553509, 8.7552143 50.1553699, 8.7553396 50.1554109, 8.7553864 50.155399, 8.7554114 50.1553681, 8.7553946 50.1553383, 8.755216 50.1552791))",Frankfurt am Main,,60388,,Q18197431,,,,,,,,de:Nikolauskapelle (Frankfurt-Bergen),,,,,,,,,,,yes,,,,,"[861349237, 861350043, 861349962, 861349745, 861349909, 861349621, 861349549, 861349237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,73519885,place_of_worship,smartism,Sri Katpaga Vinayakar Temple,hindu,,"POLYGON ((8.7295249 50.11435, 8.7296532 50.1143915, 8.7296453 50.1144021, 8.7297083 50.1144222, 8.7296586 50.1144828, 8.7295881 50.1145696, 8.7295271 50.1145493, 8.7295439 50.1145272, 8.7294167 50.1144875, 8.7295249 50.11435))",Frankfurt am Main,26,60314,Intzestraße,,,,,,,,,,,,,,,,,,,,yes,,,,,"[871213387, 871213365, 871213047, 871213199, 871213226, 871213287, 871213406, 871213104, 871213230, 871213387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,82949657,place_of_worship,methodist,Christuskirche,christian,limited,"POLYGON ((8.6943304 50.1204767, 8.6943048 50.1204966, 8.6943457 50.1205172, 8.6943532 50.1205116, 8.6943738 50.1204963, 8.6944076 50.1205132, 8.6944026 50.120518, 8.6944135 50.1205232, 8.694419 50.1205189, 8.6944496 50.1205342, 8.6944444 50.1205387, 8.6944545 50.1205436, 8.6944597 50.1205393, 8.6944886 50.1205537, 8.6944829 50.1205579, 8.6944934 50.1205636, 8.6944996 50.1205592, 8.6945277 50.1205732, 8.6945222 50.1205775, 8.6945344 50.1205835, 8.6945401 50.1205794, 8.6945779 50.1205983, 8.6946161 50.120568, 8.6946264 50.120573, 8.6946332 50.1205675, 8.6946271 50.1205643, 8.6946385 50.1205552, 8.6946494 50.1205456, 8.6946558 50.1205479, 8.694663 50.1205421, 8.6946549 50.120538, 8.6946916 50.1205074, 8.6946505 50.1204869, 8.6946551 50.1204833, 8.6946449 50.1204785, 8.6946406 50.1204819, 8.6946152 50.1204693, 8.6946191 50.1204659, 8.6946083 50.1204602, 8.6946039 50.1204636, 8.6945738 50.1204486, 8.694578 50.1204451, 8.6945682 50.1204398, 8.6945634 50.1204434, 8.6945331 50.1204283, 8.6945373 50.1204249, 8.6945292 50.1204207, 8.6945248 50.1204241, 8.694496 50.1204098, 8.6945006 50.1204062, 8.6944975 50.1204045, 8.6944913 50.1204011, 8.694487 50.1204045, 8.6944583 50.1203902, 8.6944615 50.1203877, 8.6944508 50.120382, 8.6943304 50.1204767))",Frankfurt am Main,13,60316,Merianplatz,,,,,,,,,,,,,,,"Evangelical Methodist Christuskirche, formerly Zionskirche: Neo-Gothic sacred building designed by Carl Baresel and Carl Julius Bauer ; Brick hall with facade tower.",,,,,yes,,,,,"[8788038905, 8788038906, 965135021, 9484910093, 1484927285, 9484910089, 9484910059, 9484910058, 9484910088, 9484910087, 9484910061, 9484910060, 9484910086, 9484910085, 9484910063, 9484910062, 9484910084, 9484910083, 9484910065, 9484910064, 9484910082, 1484927290, 9484910120, 9484910118, 9484910117, 9484910119, 8788038896, 9484910123, 9484910122, 9484910121, 9484910124, 1484927287, 9484910080, 9484910066, 9484910067, 9484910081, 9484910078, 9484910068, 9484910069, 9484910079, 9484910076, 9484910070, 9484910071, 9484910077, 9484910074, 9484910072, 9484910073, 9484910075, 9484910116, 9484910115, 1484927278, 8788038895, 1484927276, 8788038903, 31046087, 965134958, 8788038905]",,,,,,,,,,,,,,,,,,4,LfDH,,,,,,,,,,,1888,,,,,,,,,,,,,,,,,
way,84760716,place_of_worship,protestant,Apostelgemeinde,christian,,"POLYGON ((8.5813761 50.1075893, 8.581343 50.1076384, 8.5813316 50.1076553, 8.5812983 50.1077048, 8.5810426 50.1076341, 8.5811203 50.1075185, 8.5813761 50.1075893))",Frankfurt am Main,1,65934,Heusingerstraße,,,,,,,,,,,,,,,,,,,,yes,,,,,"[984429684, 3878194550, 3878194553, 984429803, 984428786, 984428731, 984429684]",,2,,,,,,,,,,,,,,,,,,,,,,,,,gabled,,,,white,yes,#222222,2,,,,,,,,,,,,,
way,86258190,place_of_worship,protestant,,christian,,"POLYGON ((8.640143 50.0943212, 8.6400979 50.0943788, 8.6399313 50.0943251, 8.6399764 50.0942676, 8.640143 50.0943212))",,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,"[1001277133, 1001278400, 1001278662, 1001279021, 1001277133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,86342178,place_of_worship,catholic,Sankt Gallus,christian,,"POLYGON ((8.6401146 50.1023465, 8.6402502 50.1023562, 8.6402586 50.1023076, 8.6405038 50.1023251, 8.6405094 50.1022926, 8.6405276 50.1021882, 8.6406747 50.1021987, 8.6407669 50.1022053, 8.6407804 50.1021272, 8.6406937 50.1021211, 8.640594 50.102114, 8.64061 50.1020383, 8.6406201 50.10199, 8.6401984 50.1019456, 8.640181 50.1019995, 8.6400799 50.1019916, 8.6400643 50.1020816, 8.6402137 50.1020923, 8.6401824 50.1022726, 8.640128 50.1022687, 8.6401146 50.1023465))",Frankfurt am Main,297,60326,Mainzer Landstraße,,,DE,,,,,,,,,,,,,,,,,yes,,,,,"[1003013212, 1003013750, 1003014098, 1003013460, 10559620371, 1003014102, 10559620373, 1003013464, 1003013292, 10559620380, 1003013762, 10559620378, 1003013288, 1003014101, 1003014010, 1003013673, 1003013432, 1003013737, 1003013159, 1003013917, 1003013212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,86531808,place_of_worship,protestant,Friedenskirche,christian,limited,"POLYGON ((8.6321475 50.1040925, 8.6321554 50.1040624, 8.6322058 50.1038715, 8.6323064 50.1038825, 8.632315 50.1038675, 8.6323328 50.1038631, 8.6324582 50.1038767, 8.6324717 50.1038839, 8.6324706 50.1039003, 8.632543 50.1039081, 8.6324936 50.1040955, 8.6324847 50.1041291, 8.6321475 50.1040925))",,,,,Q20170867,,,,,,,,,,,,,,,,,,,church,,,,,"[1005719798, 1552514252, 1005720446, 1552514031, 1552514001, 1552513999, 1552514023, 1552514034, 1552514039, 1005720317, 1552514325, 1005720171, 1005719798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,88509057,place_of_worship,catholic,Sankt Antonius Kirche,christian,limited,"POLYGON ((8.6090285 50.1256229, 8.6090472 50.1256323, 8.6090435 50.1256373, 8.6090526 50.1256403, 8.6090567 50.1256357, 8.609083 50.1256375, 8.6090849 50.1256432, 8.6090946 50.1256419, 8.6090932 50.1256364, 8.6091144 50.1256324, 8.6091206 50.1256369, 8.6091289 50.125633, 8.6091235 50.1256283, 8.6091394 50.1256167, 8.6091483 50.1256189, 8.6091527 50.1256125, 8.6091447 50.1256106, 8.6091493 50.1255948, 8.6091593 50.1255953, 8.6091599 50.1255903, 8.6091965 50.1255822, 8.6091996 50.1255729, 8.6091831 50.1255431, 8.6091905 50.1255412, 8.6091861 50.1255339, 8.6091789 50.1255356, 8.6091628 50.1255064, 8.6091714 50.1255043, 8.6091671 50.1254965, 8.6091585 50.1254986, 8.6091431 50.1254708, 8.6091506 50.125469, 8.6091465 50.125462, 8.6091392 50.1254638, 8.6091225 50.1254336, 8.609131 50.1254316, 8.609127 50.1254249, 8.6091187 50.1254268, 8.609102 50.1253964, 8.6091102 50.1253946, 8.6091065 50.1253873, 8.6090999 50.1253887, 8.6090852 50.1253615, 8.6090932 50.1253598, 8.6090892 50.1253522, 8.6090812 50.125354, 8.6090657 50.1253252, 8.6090739 50.125323, 8.6090704 50.1253163, 8.609062 50.1253184, 8.6090588 50.1253125, 8.6090511 50.125314, 8.6090538 50.1253192, 8.6090133 50.1253286, 8.6090033 50.1253103, 8.6089766 50.1253168, 8.6089656 50.1252959, 8.6089719 50.1252942, 8.6089666 50.1252861, 8.608959 50.1252882, 8.608956 50.1252831, 8.608879 50.1253015, 8.6088813 50.125306, 8.6088709 50.1253084, 8.6088758 50.125317, 8.6088866 50.1253146, 8.6088978 50.1253351, 8.6088692 50.1253421, 8.608879 50.1253586, 8.6088413 50.1253678, 8.608837 50.1253607, 8.6088257 50.1253642, 8.6088295 50.1253707, 8.6088222 50.1253726, 8.6088248 50.1253772, 8.6088315 50.1253754, 8.6088481 50.125406, 8.6088403 50.1254079, 8.6088448 50.1254151, 8.6088521 50.1254135, 8.6088666 50.1254402, 8.6088594 50.1254419, 8.6088641 50.1254499, 8.608871 50.1254485, 8.6088868 50.1254778, 8.6088802 50.1254792, 8.6088852 50.1254878, 8.6088916 50.1254866, 8.6089067 50.1255145, 8.6088998 50.125516, 8.6089046 50.1255241, 8.6089111 50.1255227, 8.6089253 50.125549, 8.6089187 50.1255504, 8.6089242 50.1255599, 8.6089305 50.1255586, 8.6089455 50.1255865, 8.6089001 50.1255971, 8.6089266 50.1256449, 8.6090125 50.1256259, 8.6090109 50.1256225, 8.6090181 50.1256208, 8.6090201 50.1256244, 8.6090285 50.1256229))",,,,,Q607005,,,,,,,,de:Antoniuskirche (Rödelheim),,,,,,,,,,,yes,,,,,"[1028001816, 1028001729, 9477314262, 9477314261, 9477314289, 9477314288, 9477314260, 9477314259, 1028001512, 1028001553, 9477314258, 9477314257, 1028001808, 1028001633, 9477314286, 9477314285, 9477314287, 1028001648, 9477314283, 9477314284, 9477314282, 1028001846, 9477314255, 9477314217, 9477314218, 9477314256, 9477314254, 9477314219, 9477314220, 9477314253, 9477314252, 9477314221, 9477314222, 9477314251, 9477314281, 9477314223, 9477314224, 9477314250, 9477314279, 9477314225, 9477314226, 9477314280, 9477314249, 9477314227, 9477314228, 9477314276, 9477314275, 9477314272, 9477314273, 9477314274, 1028001538, 9477314278, 9477314277, 1028001746, 1028001769, 1028001559, 1028001820, 9477314267, 9477314268, 9477314269, 9477314270, 9477314266, 9477314265, 9477314263, 9477314264, 9477314271, 1028001872, 1028001688, 1028001620, 9477314299, 9477314298, 9477314297, 9477314296, 9477314294, 9477314295, 1028001897, 9477314248, 9477314229, 9477314230, 9477314247, 9477314246, 9477314231, 9477314232, 9477314245, 9477314244, 9477314233, 9477314234, 9477314243, 9477314242, 9477314235, 9477314236, 9477314241, 9477314240, 9477314237, 9477314238, 9477314239, 1028001784, 1028001889, 1028001721, 9477314293, 9477314291, 9477314290, 9477314292, 1028001816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,
way,90062542,place_of_worship,catholic,Mutter vom Guten Rat,christian,,"POLYGON ((8.6445195 50.0864127, 8.6445568 50.0864175, 8.6445537 50.0864275, 8.6447764 50.086458, 8.644771 50.0864744, 8.6447614 50.0865039, 8.6447515 50.086534, 8.6447508 50.0865417, 8.6447537 50.0865475, 8.6447553 50.0865533, 8.6447627 50.0865606, 8.6447702 50.0865657, 8.644782 50.0865701, 8.6447913 50.086572, 8.6448069 50.0865727, 8.6448187 50.0865703, 8.6448287 50.0865658, 8.6448361 50.086561, 8.6448448 50.0865529, 8.644848 50.0865462, 8.6448606 50.086511, 8.6448683 50.0864855, 8.6448857 50.0864282, 8.6448693 50.0864261, 8.6448726 50.0864149, 8.6449327 50.086226, 8.644945 50.0861876, 8.6449922 50.0860363, 8.6449241 50.086028, 8.6446369 50.0859931, 8.6445909 50.0859875, 8.6445832 50.0860149, 8.6446383 50.0860212, 8.6445195 50.0864127))",Frankfurt am Main,25,60528,Kniebisstraße,,,DE,,,,,http://www.mutter-vom-guten-rat.de,,,,,,,,WSV,,,,yes,,,,,"[1043848664, 1043848657, 1043848662, 1045705051, 10723672001, 10723671998, 1045705057, 9477180264, 1045705062, 9477180265, 1045705035, 9477180266, 9477180263, 9477180262, 9477180261, 9477180260, 9477180259, 9477180267, 1045705037, 1043848665, 1045695365, 10697378150, 9477180270, 9477180271, 1045695359, 10697378153, 10697378156, 1043848656, 10702103869, 10723672003, 1043848659, 9477180268, 9477180269, 1043848664]",,,,,,,tower,conspicuous,church,landmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92059900,place_of_worship,catholic,Sankt Stephanus,christian,,"POLYGON ((8.6680494 50.197464, 8.6679962 50.1975051, 8.6678244 50.1973631, 8.6678257 50.1973368, 8.6678298 50.1972708, 8.667877 50.1972231, 8.6679416 50.197193, 8.6679714 50.1971835, 8.6680161 50.1971746, 8.6680526 50.1971893, 8.6681134 50.1972161, 8.6681963 50.1972759, 8.6682228 50.1973386, 8.6682055 50.197398, 8.6681518 50.1974402, 8.6680854 50.197467, 8.6680494 50.197464))",,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,"[1069300907, 1069301100, 1069300690, 1069301186, 1069301241, 1069300857, 1069301107, 1069300697, 1464184350, 1069300890, 1069301136, 1069300754, 1069301014, 1069301168, 1069300796, 1069301049, 1069300907]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93446122,place_of_worship,evangelical,Ichthys-Gemeinde Frankfurt e.V.,christian,,"POLYGON ((8.5680357 50.0975385, 8.5674511 50.0971282, 8.567247 50.0972479, 8.5678316 50.0976582, 8.5680357 50.0975385))",Frankfurt am Main,7,65934,Nieder Kirchweg,,,,,,,,https://www.ichthys.de/,,,,,,,,Bing,,,,yes,,,,,"[1083337953, 1083337956, 1083337930, 1083337959, 1083337953]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95165817,place_of_worship,protestant,Evangelische Stadtkirche,christian,no,"POLYGON ((8.5441161 50.0990885, 8.544159 50.0990841, 8.5441585 50.0990804, 8.5443089 50.0990653, 8.5443101 50.099069, 8.5443534 50.0990645, 8.5443673 50.0991189, 8.5443623 50.0991192, 8.5443819 50.0991978, 8.5443981 50.0991975, 8.5444141 50.0991988, 8.5444323 50.0992034, 8.5444445 50.0992083, 8.5444546 50.0992146, 8.5444611 50.0992208, 8.5444697 50.0992301, 8.5444738 50.0992377, 8.5444752 50.0992472, 8.5444741 50.099256, 8.5444721 50.0992631, 8.5444677 50.0992717, 8.5444599 50.0992796, 8.5444499 50.0992874, 8.544438 50.0992936, 8.5444251 50.0992982, 8.5444116 50.0993009, 8.5443993 50.099302, 8.5444038 50.0993046, 8.5444075 50.0993072, 8.5444093 50.0993123, 8.5444087 50.0993175, 8.5444044 50.0993219, 8.5443991 50.099325, 8.5443917 50.0993261, 8.5443863 50.0993261, 8.5443788 50.0993249, 8.5443813 50.099333, 8.5443818 50.0993395, 8.5443815 50.099347, 8.5443767 50.0993566, 8.5443704 50.0993642, 8.5443589 50.0993744, 8.5443447 50.0993819, 8.5443307 50.0993861, 8.5443176 50.0993886, 8.5443028 50.0993894, 8.5442881 50.0993892, 8.5442734 50.0993868, 8.5442611 50.0993831, 8.5442496 50.0993785, 8.5442393 50.0993717, 8.5442318 50.099365, 8.544226 50.0993582, 8.5442235 50.0993521, 8.5442215 50.0993454, 8.5442153 50.0993494, 8.5442103 50.0993506, 8.5442032 50.0993509, 8.5441964 50.0993501, 8.5441906 50.0993475, 8.5441848 50.0993436, 8.544182 50.0993379, 8.5441826 50.0993342, 8.5441843 50.099331, 8.5441883 50.0993254, 8.5441733 50.0993261, 8.544162 50.0993256, 8.5441471 50.0993231, 8.5441347 50.0993195, 8.5441228 50.0993147, 8.5441126 50.0993089, 8.5441032 50.0993024, 8.5440945 50.0992926, 8.5440897 50.0992853, 8.5440869 50.0992769, 8.5440865 50.0992687, 8.544089 50.0992596, 8.544092 50.0992521, 8.544099 50.0992433, 8.5441079 50.0992357, 8.5441176 50.0992302, 8.5441292 50.0992252, 8.5441404 50.0992227, 8.5441549 50.0992206, 8.5441364 50.0991426, 8.544128 50.0991431, 8.5441161 50.0990885))",,,,,Q1247797,,,,,,,,,,,,,,,WSV,,,,church,,,,,"[1103977933, 9477180561, 9477180562, 9477180564, 9477180563, 1103977875, 1870314871, 1870314872, 1103978059, 1103978009, 1103977901, 9477180541, 9477180542, 1103978097, 1103977873, 1103977897, 1103977952, 1103978014, 1103977932, 1103978091, 1103978038, 1103977925, 1103978041, 1103977986, 1103978081, 1103978114, 1103977879, 9477180544, 9477180547, 9477180545, 9477180546, 1103978007, 1103977928, 9477180543, 1103977923, 1103978043, 9477180548, 9477180549, 1103978031, 1103977869, 1103977980, 1103977929, 1103978094, 9477180550, 1103977983, 1103978072, 1103978109, 1103977927, 1103977900, 1103977878, 1103977976, 1103977957, 1103978036, 1103977906, 1103978068, 1103977898, 9477180552, 9477180553, 9477180554, 9477180555, 1103978001, 9477180556, 9477180551, 1103977955, 1103977867, 9477180557, 1103977953, 1103977921, 1103978062, 1103977982, 1103978040, 1103978042, 1103977895, 1103978088, 1103978118, 9477180558, 1103977881, 1103977950, 1103977954, 9477180559, 1103977973, 1103978084, 9477180560, 1103978034, 1870314873, 1870314874, 1103977933]",,,,,,,tower,conspicuous,church,landmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95837701,place_of_worship,catholic,Sankt Bonifatius,christian,yes,"POLYGON ((8.6770555 50.0981093, 8.6770748 50.0980641, 8.6771007 50.0980692, 8.6771337 50.0979961, 8.6772889 50.0980251, 8.6772575 50.0980975, 8.6775728 50.0981563, 8.6776244 50.0981656, 8.6776222 50.098171, 8.6777359 50.0981915, 8.6777456 50.0981935, 8.6777276 50.0982331, 8.6777152 50.0982602, 8.6776751 50.0982527, 8.6776726 50.098258, 8.677665 50.0982566, 8.6776581 50.0982718, 8.677666 50.0982733, 8.6776636 50.0982785, 8.6776555 50.098277, 8.6776493 50.0982906, 8.6776578 50.0982921, 8.6776555 50.0982972, 8.6776944 50.0983045, 8.6776818 50.098332, 8.6776641 50.0983715, 8.6775237 50.0983449, 8.6775205 50.0983519, 8.6769878 50.0982537, 8.6770129 50.0982014, 8.6769889 50.0981504, 8.6770555 50.0981093))",,,,,,,,,,,,,,,,,,,,,Barrierefreier Zugang (Aufzug) an der rechten Seite der Kirche hinter einer Metalltür.,,,yes,,,,,"[1110646562, 1110646389, 2409312752, 2409312727, 1110646536, 1110646565, 1110646484, 9850704916, 9850704917, 1110646492, 9850704927, 9850704915, 1110646561, 1110646532, 9850704924, 9850704921, 9850704920, 9850704923, 9850704922, 9850704919, 9850704918, 9850704925, 9850704926, 1110646575, 9850704914, 1110646524, 9850704928, 9850704929, 1110646427, 1110646476, 1110646589, 1110646562]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
