element_type,osmid,barrier,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:fax,contact:phone,contact:website,isced:level,name,operator,operator:type,ref,wheelchair,alt_name,wikidata,addr:country,preschool,school:type,description,email,office,opening_hours,phone,website,grades,after_school,min_age,note,isced,nodes,name:etymology:wikidata,toilets:wheelchair,wikipedia,start_date,landuse,area,fence,name:en,religion,loc_name,short_name,wikipedia:de,addr:housename,building,building:levels,roof:levels,ref:AEFE,old_name,construction,wheelchair:description,alt,roof:shape,capacity,fee,image,name:fr,name:de,name:etymology,ways,type
way,12164912,,"POLYGON ((8.6638295 50.1580801, 8.6620955 50.1572073, 8.6610383 50.158144, 8.6618503 50.1585424, 8.6630035 50.1583277, 8.6638295 50.1580801))",Frankfurt am Main,4,60433,Victor-Gollancz-Weg,school,poststelle.johann-hinrich-wichern-schule@stadt-frankfurt.de,+49 69 21232753,+49 69 21235134,https://sites.google.com/view/johann-hinrich-wichern-schule,1;2A,Johann-Hinrich-Wichern-Schule,Stadt Frankfurt am Main,public,4614,,,,DE,,,,,,,,,,,,,,"[110298034, 110298042, 110298050, 110298060, 110298069, 110298034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13988533,,"POLYGON ((8.6567615 50.1097245, 8.6567508 50.1097563, 8.6567867 50.1098295, 8.6568899 50.1100444, 8.6573133 50.10996, 8.6573459 50.1099894, 8.6575313 50.1099062, 8.6579994 50.1096962, 8.6580287 50.1096831, 8.6579771 50.1096364, 8.6573014 50.1092901, 8.6568337 50.1096661, 8.6567615 50.1097245))",Frankfurt am Main,34-38,60327,Ludwigstraße,school,schulleitung@falkschule.de,,+49 69 21233526,,2A,Falkschule,Stadt Frankfurt am Main,public,5010,,,,DE,,,,,,,,,,,,,,"[132556174, 1163662401, 1163662938, 132556205, 5777332199, 132556196, 569216133, 569216141, 132556191, 132556185, 132556182, 1163663597, 132556174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23429253,,"POLYGON ((8.6452501 50.1241294, 8.6443456 50.1246579, 8.6449386 50.1250228, 8.6457228 50.1245749, 8.6457397 50.1245054, 8.6452501 50.1241294))",Frankfurt am Main,71,60487,Falkstraße,school,poststelle.franckeschule@stadt-frankfurt.de,+49 69 212 34480,+49 69 212 35282,https://francke.frankfurt.schule.hessen.de/,1,Franckeschule,Stadt Frankfurt am Main,public,3132,,,,,,,,,,,,,,,,,1,"[253746191, 253746192, 8858929976, 2472449946, 253746196, 253746191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23450316,,"POLYGON ((8.5045264 50.1018633, 8.5040215 50.1021437, 8.5041445 50.1022022, 8.5037121 50.1024098, 8.5027169 50.1020708, 8.5029334 50.1018225, 8.5021641 50.1015418, 8.5028681 50.1007718, 8.5045264 50.1018633))",Frankfurt am Main,70,65931,Lenzenbergstraße,school,poststelle.adolf-reichwein-schule@stadt-frankfurt.de,+49 69 21231632,+49 69 21230790,www.ars-zeilsheim.de,1,Adolf-Reichwein-Schule,,public,3124,limited,,,,,elementary,,,,,,,,,,,,"[253964707, 2296282018, 2296282024, 253964372, 253964373, 476502700, 7322084248, 7322084247, 253964707]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23623372,,"POLYGON ((8.6327302 50.1536341, 8.6321624 50.1536086, 8.6320721 50.1539441, 8.6321945 50.1540107, 8.6322506 50.1542826, 8.6339425 50.1541817, 8.6341062 50.1539667, 8.6341873 50.1536994, 8.6341757 50.1536033, 8.6341488 50.1535019, 8.6340335 50.1533954, 8.6336955 50.1532888, 8.632907 50.1531084, 8.6327302 50.1536341))",Frankfurt am Main,120e,60439,In der Römerstadt,school,poststelle.roemerstadtschule@stadt-frankfurt.de,+49 69 21232009,+49 69 21234978,http://roemerstadt.frankfurt.schule.hessen.de/,1,Römerstadtschule,Stadt Frankfurt am Main,public,3149,,,Q47507451,DE,,,,,,,,,,,,,,"[4876573174, 255895648, 255895651, 255895653, 255895656, 255895658, 2636158019, 255895646, 4876573169, 4876573170, 4876573171, 4876573172, 4876573173, 4876573174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26925632,,"POLYGON ((8.7503386 50.0959929, 8.7504189 50.0960703, 8.7505037 50.0961439, 8.7505916 50.0962171, 8.7506855 50.0962885, 8.750784 50.0963568, 8.7509723 50.0964826, 8.7510579 50.0965405, 8.7510985 50.0965694, 8.7511991 50.0966539, 8.7512353 50.096684, 8.7511634 50.0966812, 8.7510272 50.096797, 8.7509489 50.0968974, 8.7510901 50.0970215, 8.75114 50.0970646, 8.7513577 50.0972567, 8.7514021 50.0972961, 8.7513977 50.097301, 8.7512745 50.0975322, 8.7512155 50.0976051, 8.7512102 50.0976654, 8.7511916 50.0976647, 8.7501122 50.0976234, 8.7496057 50.0976047, 8.7498718 50.0970184, 8.7499845 50.0968084, 8.7502091 50.0964894, 8.7497195 50.0959811, 8.7501312 50.0958558, 8.7502313 50.0958764, 8.750263 50.0959144, 8.7503386 50.0959929))",Offenbach am Main,11,63069,Brandsbornstraße,school,poststelle@leibniz.offenbach.schulverwaltung.hessen.de,+49 69 80652745,+49 69 80652635,https://leibniz.offenbach.schule.hessen.de,2A;3A,Leibnizschule,,,5137,,,Q1813813,,,,,,,,,,5-13,,,,,"[10780465406, 3439685685, 10780465409, 10780465410, 10780465408, 10780465411, 295034816, 10780465414, 10780465415, 10780465413, 10780465412, 295034817, 2012877489, 2012877560, 2012877878, 2012877889, 705133810, 705133811, 295034820, 10780465416, 2012654513, 10780465417, 94206797, 3439685684, 9878744941, 3029817758, 94206799, 9878744945, 3029817751, 94206802, 2012876998, 10780465398, 10780465406]",,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
way,28528727,,"POLYGON ((8.5551725 50.1069191, 8.5555328 50.1070065, 8.5554258 50.1072116, 8.555254 50.1071723, 8.5549345 50.1077365, 8.5534216 50.1074348, 8.5539172 50.1066009, 8.5540817 50.1066347, 8.5544365 50.1067172, 8.554498 50.1067304, 8.5544804 50.1067567, 8.5545124 50.1067641, 8.5546224 50.1067895, 8.554749 50.1068215, 8.5551725 50.1069191))",Frankfurt am Main,4,65929,Breuerwiesenstraße,school,poststelle.helene-lange-schule@stadt-frankfurt.de,+49 69 21245766,+49 69 21245503,https://hela-frankfurt.de/,2A;3A,Helene-Lange-Schule,Stadt Frankfurt am Main,public,5107,,,Q1601924,,,,,,,,,,,,,,,"[313374766, 60474899, 2107774251, 2107774248, 60474898, 60474897, 313374762, 1197262502, 1197263933, 2107774158, 2107774166, 1197262307, 1197262228, 2107774176, 313374766]",,,de:Helene-Lange-Schule (Frankfurt am Main),,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28730193,,"POLYGON ((8.6650866 50.1304883, 8.6642315 50.130454, 8.6631825 50.1304176, 8.6629182 50.1304193, 8.6630036 50.1291739, 8.6635177 50.1292102, 8.6646536 50.1293464, 8.6653853 50.1293778, 8.6654289 50.1295512, 8.6664613 50.1297115, 8.6659585 50.1308377, 8.6653721 50.1307979, 8.6653088 50.1306882, 8.6652615 50.1306233, 8.6651874 50.1305412, 8.6650866 50.1304883))",Frankfurt am Main,41,60323,Siolistraße,school,poststelle.philipp-holzmann-schule@stadt-frankfurt.de,+49 69 21230791,+49 69 21234422,https://www.philipp-holzmann-schule.de/,3B,Philipp-Holzmann-Schule,Stadt Frankfurt am Main,public,6269,,,,,,,,,,,,,,,,,,"[315884579, 7205130158, 2637722064, 9238696380, 2637722051, 1480413880, 2637722031, 564726237, 564726236, 315884585, 315884587, 6899722690, 9979797570, 9979797568, 9979797569, 315884579]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29254451,,"POLYGON ((8.6708664 50.1435211, 8.6708493 50.1435597, 8.670789 50.1436955, 8.6705436 50.1436507, 8.6706038 50.1435152, 8.6704703 50.1434918, 8.6704124 50.1436223, 8.6701591 50.1435761, 8.670217 50.1434457, 8.6700783 50.1434209, 8.6700212 50.1435495, 8.6697701 50.1435037, 8.669827 50.1433755, 8.6696904 50.1433501, 8.6696319 50.1434819, 8.6693795 50.1434359, 8.6694387 50.1433025, 8.6694558 50.1432639, 8.6708664 50.1435211))",Frankfurt am Main,27,60320,Fritz-Tarnow-Straße,school,poststelle.viktor-frankl-schule@stadt-frankfurt.de,+49 69 21232058,+49 69 21235132,http://www.viktor-frankl-schule.de/,,Viktor-Frankl-Schule,Stadt Frankfurt am Main,public,4601,yes,,,DE,,,,,,,,,,,,,,"[321727680, 321727682, 321727696, 321727697, 321727689, 321727688, 321727694, 321727695, 321727687, 321727686, 321727692, 321727693, 321727685, 321727684, 321727690, 321727691, 321727683, 321727681, 321727680]",,yes,,,,,,,,,,,,school,,,,,,,,,,,,,,,,
way,31055366,,"POLYGON ((8.65492 50.1638576, 8.6544734 50.163833, 8.6539181 50.1637978, 8.6540135 50.1631412, 8.6543118 50.1629913, 8.6550808 50.1630528, 8.65492 50.1638576))",Frankfurt am Main,17,60433,Im Uhrig,school,poststelle.fried-luebbecke-schule@stadt-frankfurt.de,+49 69 21238338,+49 69 21238754,http://www.fls-frankfurt.de/,1,Fried-Lübbecke-Schule,Stadt Frankfurt am Main,public,3169,,,,,,,,,,,,,,,,,,"[345217728, 345218723, 30079228, 345217730, 427594349, 345217732, 345217728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33637707,,"POLYGON ((8.6823319 50.1358026, 8.6813316 50.1357125, 8.6809867 50.1356808, 8.6808407 50.1364946, 8.6826061 50.1366656, 8.6827018 50.1362304, 8.6830671 50.1362599, 8.6833106 50.1362223, 8.6833422 50.1358765, 8.6823319 50.1358026))",Frankfurt am Main,27,60320,Kühhornshofweg,school,sekretariat@heinrich-kleyer-schule.de,+49 69 21240515,+49 69 21235148,https://www.heinrich-kleyer-schule.de/,3B,Heinrich-Kleyer-Schule,Stadt Frankfurt am Main,public,6257,yes,,,,,,,,,,,,,,,,,"[384826631, 384826630, 384826633, 384826634, 384826635, 1945065055, 3786308559, 1945065056, 1945065054, 384826631]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33889702,,"POLYGON ((8.694165 50.1043095, 8.6941744 50.1042489, 8.6941687 50.1042485, 8.6941833 50.1041546, 8.6943175 50.1041632, 8.6943127 50.1041937, 8.6944294 50.1042012, 8.6944365 50.1041559, 8.6946122 50.1041672, 8.6946051 50.1042122, 8.6947251 50.1042199, 8.6947295 50.1041915, 8.6948641 50.1042001, 8.6948506 50.1042866, 8.6948462 50.1042863, 8.694836 50.1043519, 8.6946746 50.1043416, 8.694675 50.1043391, 8.6943269 50.1043169, 8.6943265 50.1043198, 8.694165 50.1043095))",Frankfurt am Main,24,60594,Willemerstraße,school,poststelle.deutschherrenschule@stadt-frankfurt.de,+49 69 21234563,+49 69 21235335,https://www.deutschherrenschule.de/,2A,Deutschherrenschule,Stadt Frankfurt am Main,public,5003,,,,DE,,,,,,,,,,,,,,"[388293555, 9854358707, 9854358706, 388293558, 388293561, 388293563, 388293565, 388293567, 388293571, 388293574, 388293576, 388293578, 388293592, 9854358701, 9854358700, 388293595, 9854358702, 9854358703, 9854358705, 9854358704, 388293555]",,,,,,,,,,,,,Deutschherrenschule,school,4,1,,,,,,,,,,,,,,
way,34254248,,"POLYGON ((8.5347806 50.1113293, 8.5342582 50.1111162, 8.5340627 50.1112184, 8.5337118 50.1110762, 8.5345635 50.1102638, 8.5354742 50.110661, 8.5347806 50.1113293))",Frankfurt am Main,5,65929,Legienstraße,school,poststelle.ludwig-erhard-schule@stadt-frankfurt.de,+49 69 21243666,+49 69 21243900,http://www.les-frankfurt.de/,3B,Ludwig-Erhard-Schule,Stadt Frankfurt am Main,public,6265,,,,,,,,,,,,,,,,,,"[392852704, 392852705, 392852706, 392852707, 392852708, 392852709, 392852704]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34591057,,"POLYGON ((8.6251299 50.1654915, 8.6254981 50.165917, 8.6261211 50.1666993, 8.6267158 50.1666154, 8.62735 50.1665366, 8.626586 50.1655958, 8.6263642 50.1653083, 8.626214 50.1653447, 8.6262286 50.1653798, 8.6258553 50.1654456, 8.625466 50.1654404, 8.6251299 50.1654915))",Frankfurt am Main,60,60439,Niederurseler Landstraße,school,poststelle.heinrich-kromer-schule@stadt-frankfurt.de,+49 69 21232752,+49 69 21234287,http://www.heinrich-kromer-schule.de/,1,Heinrich-Kromer-Schule,Stadt Frankfurt am Main,public,3112,no,,Q14545261,DE,,,,,,,,,,,,,,"[401562764, 401562765, 293897513, 2541085356, 401562766, 401562767, 353037509, 9974624493, 353037547, 353037545, 1661119792, 401562764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,36581979,,"POLYGON ((8.6457009 50.1582346, 8.6456651 50.1582445, 8.645555 50.1582804, 8.6454697 50.1583083, 8.6453913 50.1583357, 8.6453422 50.158273, 8.6450351 50.1583756, 8.6450658 50.1584149, 8.6452892 50.1586993, 8.6455051 50.1589722, 8.6457292 50.1588998, 8.6458329 50.1588659, 8.6461206 50.1587734, 8.6459284 50.1585268, 8.6458505 50.1584289, 8.6457009 50.1582346))",Frankfurt am Main,13,60439,Heddernheimer Kirchstraße,school,schulleitung@robert-schumann-schule.frankfurt.schulverwaltung.hessen.de,+49 69 21232099,+49 69 21238734,http://www.robert-schumann-schule.de/,1,Robert-Schumann-Schule,Stadt Frankfurt am Main,public,3107,,,,DE,,,,,,,,,,,,,,"[425855705, 365941044, 3207940237, 365941047, 3207940246, 3207940233, 3207940257, 365941055, 365941057, 425855707, 365941078, 365941075, 425855708, 365941063, 365941050, 425855705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38358627,,"POLYGON ((8.6715926 50.2000723, 8.6708123 50.1999059, 8.6705003 50.1998386, 8.6700965 50.2005625, 8.6711805 50.2008032, 8.671214 50.2007466, 8.6712952 50.2005944, 8.6715926 50.2000723))",Frankfurt am Main,10,60437,An der Walkmühle,school,poststelle.michael-grzimek-schule@stadt-frankfurt.de,+49 69 21245550,+49 69 21245544,https://michael-grzimek.frankfurt.schule.hessen.de/,1,Michael-Grzimek-Schule,Stadt Frankfurt am Main,public,3667,no,,,,,,,,,,,,,,,,,"[453181609, 1465444910, 453181611, 453181613, 453181614, 9990663019, 9990663020, 453181609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40138036,,"POLYGON ((8.5435606 50.105364, 8.5418033 50.1045011, 8.5423532 50.103992, 8.5427697 50.1041646, 8.5428035 50.1041338, 8.5428409 50.1040997, 8.543601 50.104437, 8.5433952 50.1046349, 8.5440292 50.1049444, 8.5435606 50.105364))",Frankfurt am Main,2,65929,Michael-Stumpf-Straße,school,poststelle.friedrich-dessauer-gymnasium@stadt-frankfurt.de,+49 69 212 45793,+49 69 21245607,https://www.fdg-frankfurt.de/,3A,Friedrich-Dessauer-Gymnasium,Stadt Stadt Frankfurt am MainFrankfurt am Main,public,5218,yes,,Q1457712,,,,,,,,,,,,,,,"[483083581, 483083584, 483083597, 5653716553, 5653716544, 5653716552, 483083610, 483083613, 483083616, 483083581]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40359720,,"POLYGON ((8.6997779 50.1152052, 8.6997486 50.1152311, 8.6997205 50.1152495, 8.6996872 50.1152675, 8.6996575 50.1152817, 8.6996192 50.1152936, 8.6995633 50.1153058, 8.69952 50.1153119, 8.6993887 50.1153161, 8.6992413 50.1153196, 8.6991603 50.1153225, 8.6991219 50.1153244, 8.6990591 50.1153274, 8.6990671 50.115261, 8.6990957 50.1150531, 8.699102 50.1150034, 8.6991519 50.1146396, 8.6991592 50.114586, 8.6991778 50.1144492, 8.6991825 50.1144152, 8.6992124 50.1141958, 8.6992158 50.1141695, 8.6992209 50.1141332, 8.6992364 50.114005, 8.6989568 50.1139929, 8.6989901 50.1136616, 8.6990189 50.1134635, 8.6993508 50.1134568, 8.6994213 50.1134554, 8.6995381 50.1134531, 8.6995472 50.1134528, 8.6995412 50.1134967, 8.6995176 50.1136455, 8.6995114 50.1136838, 8.6995049 50.1137288, 8.6994988 50.1137708, 8.6995915 50.1138069, 8.6997662 50.11382, 8.6997303 50.1139385, 8.6998189 50.1140673, 8.7003441 50.1141896, 8.7003288 50.1142181, 8.6997996 50.1151768, 8.6997779 50.1152052))",Frankfurt am Main,6-8,60316,Bernhard-Grzimek-Allee,school,poststelle.heinrich-von-gagern-gymnasium@stadt-frankfurt.de,+49 69 21240537,+49 69 21235150,https://hvgg.de/,2A;3A,Heinrich-von-Gagern-Gymnasium,Stadt Frankfurt am Main,public,5110,limited,,Q1596484,,,,,,,,,,,,,,,"[487332125, 9817439908, 9817439909, 8447219683, 8447219682, 9817439910, 8447219681, 8447219680, 8447219679, 622515330, 622515331, 622498571, 487332128, 6015903060, 9817439870, 9817439871, 9817439882, 9817439883, 9817439891, 9817439887, 9817439892, 9817439897, 487331739, 487332133, 487332137, 622522369, 487332142, 9817452646, 9817452647, 9817452649, 622514817, 9817452671, 9817452672, 622514816, 9817452639, 6494140940, 487332149, 622514819, 622511052, 622511056, 487332154, 622522436, 8447219686, 487332125]",,no,de:Heinrich-von-Gagern-Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44178399,fence,"POLYGON ((8.6132095 50.1408006, 8.6126425 50.1414513, 8.6123531 50.1417834, 8.6123414 50.1418366, 8.6126207 50.1419471, 8.6129954 50.1415596, 8.6131524 50.1416199, 8.6135279 50.1417777, 8.6139381 50.1419368, 8.6140299 50.1418388, 8.6140518 50.141812, 8.6140718 50.1418095, 8.6140946 50.141807, 8.6142034 50.1416497, 8.6142863 50.1413452, 8.6141952 50.1408852, 8.6141933 50.1408751, 8.6141089 50.1405283, 8.6138633 50.1404501, 8.6135294 50.1404638, 8.6134797 50.1404639, 8.6132095 50.1408006))",Frankfurt am Main,4,60488,Praunheimer Hohl,school,poststelle.ebelfeldschule@stadt-frankfurt.de,+49 69 21230195,+49 69 21235598,https://ebelfeldschule.de/,1,Ebelfeldschule,Stadt Frankfurt am Main,public,3137,limited,,,,,,,,,,,,,,,,,"[302686593, 8404603294, 3168923379, 561202826, 113623592, 3168923366, 8404603295, 3168923370, 113623588, 2394159270, 5395287935, 5395287937, 5395287936, 113623582, 1526383719, 7346833822, 113623572, 1526383654, 7340972461, 5313678483, 7340972460, 302686593]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48802584,,"POLYGON ((8.6465563 50.1150563, 8.6467755 50.1153754, 8.6483023 50.1147158, 8.6479493 50.1142651, 8.6463253 50.1147201, 8.6465563 50.1150563))",Frankfurt am Main,23,60486,Hamburger Allee,school,poststelle.gutenbergschule@stadt-frankfurt.de,+49 69 212 39089,+49 69 21233556,https://www.gutenbergschule.eu,3B,Gutenbergschule,Stadt Frankfurt am Main,public,,no,,Q28549959,,,,,,,,,,,,,,,"[9961347099, 619783487, 619783489, 9961347100, 9961347098, 9961347099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48802587,,"POLYGON ((8.6455052 50.1153557, 8.6450872 50.1153883, 8.6450049 50.1153963, 8.644432 50.1154547, 8.6444113 50.1156008, 8.6449964 50.1161416, 8.6457407 50.1158251, 8.645582 50.1156786, 8.6457606 50.1155976, 8.6455395 50.1153881, 8.6455052 50.1153557))",Frankfurt am Main,43,60486,Hamburger Allee,school,poststelle.bonifatiusschule@stadt-frankfurt.de,+49 69 21235486,+49 69 21233527,http://bonifatiusschule-frankfurt.de/,1,Bonifatiusschule,,public,3168,yes,,,,,,,,,,,,,,,,,"[619213858, 2742693656, 619213859, 2742693672, 9959324578, 331231192, 2742693728, 2742693712, 619213875, 2742693654, 619213858]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51408317,fence,"POLYGON ((8.6068013 50.1348504, 8.6071289 50.1351032, 8.6067265 50.1355012, 8.6076008 50.1358789, 8.6088033 50.1351059, 8.6076016 50.1342849, 8.6075279 50.134236, 8.6074879 50.1342094, 8.6072091 50.1344696, 8.6068013 50.1348504))",Frankfurt am Main,11,60488,Gontardstraße,school,secretariat@lfvh.net,,+49 69 7474980,https://www.lfvh.net/,1,Lycée Français Victor Hugo,Agence pour l'enseignement Francais à l'étranger (AEFE),private,4324,yes,Französische Schule Lycee Victor Hugo,Q19572742,,,,,,,,,,,,,,,"[656284477, 1533064811, 1533064818, 656284480, 656284503, 1533064804, 1533064794, 656284472, 5554839611, 656284477]",,,,,,,,,,,,,,,,,025O04,,,,,,,,,,,,,
way,51415017,fence,"POLYGON ((8.610797 50.1341784, 8.6108335 50.1341369, 8.6109504 50.1340041, 8.6103359 50.1337684, 8.6087055 50.1330318, 8.6076204 50.1341081, 8.6076436 50.1342134, 8.6090617 50.1351541, 8.6097806 50.1353924, 8.6099722 50.1351636, 8.610797 50.1341784))",Frankfurt am Main,3,60488,Kollwitzstraße,school,poststelle.liebigschule@stadt-frankfurt.de,+49 69 21239480,+49 69 21239479,http://www.liebigschule-frankfurt.de/,2A;3A,Liebigschule,Stadt Frankfurt am Main,public,5113,,,Q100251640,,,,,,,,,,,,,,,"[656344254, 8407624113, 8407624114, 656344225, 656344219, 10212412642, 656344197, 656344227, 656344229, 8407664217, 656344254]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53004785,,"POLYGON ((8.6298411 50.132139, 8.629974 50.1318885, 8.6300038 50.1318373, 8.6297286 50.1317709, 8.6302516 50.1308878, 8.6315012 50.1311735, 8.6312646 50.1315713, 8.6309665 50.1320974, 8.6307585 50.1320561, 8.6305826 50.1323287, 8.6298411 50.132139))",Frankfurt am Main,8-12,60488,Langweidenstraße,school,oka@jisf.de,+49 69 976711955,+49 69 97671190,https://jisf.de/,1;2A,Japanische Internationale Schule,Japanische Internationale Schule Frankfurt e. V.,private,,,,Q16964317,,,,,,,,,,,,,,,"[671414321, 1728297484, 671414305, 671414293, 671414281, 671414310, 302688718, 671414333, 671414335, 3228453911, 671414321]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54171254,,"POLYGON ((8.6901744 50.1268153, 8.689483 50.1267415, 8.6894206 50.1269875, 8.6901175 50.1270995, 8.6901744 50.1268153))",,,,,school,,,,,3B,Berufliche Schulen Berta Jourdan (Glauburgschule),,,,no,,,,,,,,,,,,,,,,,"[683281156, 683281153, 683281154, 683281155, 683281156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61334664,,"POLYGON ((8.6503959 50.0979887, 8.6511485 50.096959, 8.6512405 50.0968038, 8.6499559 50.0964938, 8.6496356 50.0969655, 8.6491843 50.097638, 8.6503959 50.0979887))",Frankfurt am Main,295,60327,Gutleutstraße,school,,,,,,,,,,,,,DE,,,,,,,,,,,,,,"[305264724, 305264726, 1780252934, 305264730, 9968073931, 305264731, 305264724]",,,,,education,,,,,,,,,,,,,,,,,,,,,,,,,
way,69659401,,"POLYGON ((8.6844827 50.099605, 8.6843754 50.0997013, 8.6843682 50.0997081, 8.6841331 50.0999219, 8.6841209 50.0999326, 8.6840335 50.1000136, 8.6840032 50.1000425, 8.6827753 50.0994866, 8.6827649 50.0994784, 8.6827572 50.0994702, 8.6827528 50.0994606, 8.6827555 50.0994502, 8.6827605 50.0994415, 8.6830481 50.0990696, 8.6832508 50.0990441, 8.6836634 50.099228, 8.6836589 50.099232, 8.6836965 50.099249, 8.6837015 50.0992445, 8.6839008 50.0993352, 8.683896 50.0993395, 8.6839432 50.099361, 8.6839473 50.0993573, 8.6841462 50.0994477, 8.6841425 50.0994511, 8.6841902 50.0994727, 8.684195 50.0994684, 8.6843929 50.0995584, 8.6843887 50.0995622, 8.6844827 50.099605))",Frankfurt am Main,87,60594,Schweizer Straße,school,poststelle.freiherr-vom-stein-schule@stadt-frankfurt.de,+49 69 21231895,+49 69 21233841,https://freiherr-vom-stein.de/,2A;3A,Freiherr-vom-Stein-Schule,Stadt Frankfurt am Main,public,5112,limited,,Q1454389,DE,,,,,,,,https://freiherr-vom-stein.de/,,,,,,"[823485792, 823486296, 9849057488, 9849057489, 823486071, 823485900, 823486090, 9849057496, 9849057492, 9849057493, 9849057494, 9849057495, 833272451, 833272455, 2673080357, 833272449, 823485949, 9849057501, 9849057502, 9849057505, 9849057504, 9849057503, 9849057506, 9849057500, 9849057498, 9849057497, 9849057499, 9849057507, 9849057508, 823485792]",,,de:Freiherr-vom-Stein-Schule (Frankfurt am Main),,,,,,,,,,,,,,,,,,,,,,,,,,,
way,72089723,,"POLYGON ((8.5902648 50.1036309, 8.590953 50.1036516, 8.591015 50.1033721, 8.5911493 50.1027668, 8.5913144 50.1027598, 8.591276 50.1033746, 8.5912356 50.104021, 8.5902648 50.1039468, 8.5902648 50.1036309))",Frankfurt am Main,4,65933,Eichhörnchenpfad,school,info@michael-schule-frankfurt.de,+49 69 939955820,+49 69 93995580,http://www.michael-schule-frankfurt.de,1;2A;3A,Michael-Schule,Heilpädagogischer Verein „Haus Michael“ e. V.,private,4604,yes,,,,,,,,,,,,,,,,,"[857069687, 757386309, 2328158860, 857069703, 857069697, 2328158859, 269376771, 757459746, 857069687]",,,,,,,,,,,,,Waldorf-Förderschule,,,,,,,,,,,,,,,,,
way,74128092,,"POLYGON ((8.6136544 50.080301, 8.6113944 50.0799608, 8.6114923 50.0787968, 8.6125628 50.0788789, 8.613982 50.0790156, 8.6139362 50.0792573, 8.6140311 50.0792726, 8.6136544 50.080301))",Frankfurt am Main,21,60529,Zur Waldau,school,info@cvw-schule.de,+49 69 21232806,+49 69 21232810,https://cvw-schule.de/,2A,Carl-von-Weinberg-Schule,,public,6107,yes,,,DE,,,,,,,,,,,,,,"[61787128, 1913087844, 1913087820, 1913087822, 61775633, 9956955481, 1913087833, 61787128]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,75078042,,"POLYGON ((8.7019826 50.1176155, 8.701989 50.1176136, 8.7024963 50.1174647, 8.7022331 50.1171047, 8.7013824 50.1172747, 8.7011374 50.117397, 8.7012403 50.1174884, 8.7013187 50.1175641, 8.7013751 50.1176243, 8.7014488 50.1177116, 8.7015058 50.1177843, 8.7015662 50.1178623, 8.7016424 50.1179713, 8.7017369 50.117944, 8.7017766 50.1179326, 8.701863 50.1179076, 8.7021395 50.1178281, 8.7021329 50.1178192, 8.7020029 50.117643, 8.7019826 50.1176155))",Frankfurt am Main,6-12,60316,Wittelsbacherallee,school,poststelle.igs-herder@stadt-frankfurt.de,+49 69 21240536,+49 69 21235334,http://igs-herder.de/,2A,IGS Herder,Stadt Frankfurt am Main,public,4386,no,Herderschule,Q1323926,,,,,,,,,,,,,,,"[886121081, 10178949436, 1124750358, 886121016, 9815808502, 886120989, 9815808496, 9815808497, 9815808498, 9815808499, 9815808501, 9815808500, 886121012, 10178949458, 10178949460, 10178949461, 1124750368, 10178949433, 10178949434, 886121081]",,,de:Herderschule Frankfurt am Main,,,,,,,,,,,,,,,,,,,,,,,,,,,
