element_type,osmid,geometry,amenity,wheelchair,brand,brand:wikidata,brand:wikipedia,check_date,name,operator,ref,website,fee,source,layer,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,shop,note,check_date:opening_hours,opening_hours,addr:suburb,level,survey:date,nodes,building,building:levels,roof:levels,roof:shape,unimainz:buildingId,phone,short_name,wikidata,wikimedia_commons,wikipedia,opening_hours:signed,toilets,smoking,building:material,height,branch,roof:colour,email,alt_name,company,office,leisure,not:brand:wikidata,description,official_name,source:geometry,healthcare,healthcare:speciality,opening_hours:covid19,toilets:wheelchair,cuisine,takeaway,contact:phone,contact:website,url,nohousenumber,gambling,building:colour,craft,source:position,note:de,start_date,addr:housename,second_hand,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:inspection,noaddress,outdoor_seating,diet:vegan,diet:vegetarian,roof:material,source_date,atm,source:date,social_facility:for,trade,delivery,drive_through,fax,disused:amenity,cafe,fuel:diesel,fuel:octane_95,fuel:octane_98,contact:fax,fixme,housename,seasonal,commercial,location,construction,opening_date,roof:type,ways,type
way,98520569,"POLYGON ((8.2375299 49.9672548, 8.2374824 49.9673499, 8.2375681 49.9674308, 8.2376991 49.9675544, 8.237772 49.9676231, 8.2379259 49.9676375, 8.23807 49.9675723, 8.2381984 49.9673531, 8.2380436 49.9672017, 8.2376771 49.9671924, 8.2375299 49.9672548))",,,,,,,,,,,,Bing,,Mainz,DE,12-14,55128,Am Schleifweg,,,,,,,,"[1139735074, 4548987868, 7781362821, 7781362820, 1139734804, 1139734959, 1139734781, 1139734911, 1139735082, 1139734896, 1139735074]",commercial,1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98528041,"POLYGON ((8.2562652 49.9645643, 8.2563272 49.9644438, 8.25664 49.9645104, 8.256578 49.9646309, 8.2562652 49.9645643))",,,,,,,Triona GmbH,,,http://www.triona.de,,survey,,Mainz,,15a,55129,Dekan-Laist-Straße,,,,,,1,,"[1139863157, 1139862985, 1139863112, 1139863034, 1139863157]",commercial,2,,,,+49 6131/5015380,,,,,,,,,,,,info@triona.de,,,,,,,,,,,,,,,,,http://www.triona.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100010917,"POLYGON ((8.2691278 50.0041325, 8.2695173 50.0044456, 8.2699243 50.0042364, 8.2694237 50.0038341, 8.2689977 50.0040528, 8.2689861 50.0040587, 8.2689752 50.0040643, 8.2688868 50.00411, 8.2689979 50.0041993, 8.2690865 50.0041538, 8.2690975 50.0041481, 8.269109 50.0041422, 8.2691278 50.0041325))",,,,,,,Allianzhaus,,,,,,,Mainz,,,55116,,,,,,,,,"[1156302226, 1156302254, 1156302250, 1156302223, 3966662432, 5816261965, 5816261963, 3966662433, 3966662436, 5816261964, 3966662434, 5816261978, 1156302226]",commercial,6,0,flat,,,,,,,,,,sandstone,,,grey,,,,,,,,,,,,,,,,,,,,,#b9817b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101852661,"POLYGON ((8.2351226 49.9737968, 8.2352576 49.9738996, 8.2355291 49.9737522, 8.2355556 49.9737724, 8.2356393 49.9737269, 8.2355937 49.9736922, 8.2355638 49.9737085, 8.2354962 49.973657, 8.2353577 49.9737321, 8.2353094 49.9736953, 8.2351226 49.9737968))",,,,,,,Hans-Martin Klein GmbH,,,https://www.klein-mainz.de/,,,,Mainz,DE,113,55128,Hans-Böckler-Straße,,,,,,,,"[1175852449, 1175852440, 1175852330, 1175852429, 1175852414, 1175852424, 1175852378, 1175852346, 1175852337, 1175852371, 1175852449]",commercial,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101852669,"POLYGON ((8.2354012 49.974043, 8.2360214 49.9737375, 8.2359009 49.9736363, 8.2352806 49.9739417, 8.2354012 49.974043))",,,,,,,,,,,,,,,,111,,Hans-Böckler-Straße,,,,,,,,"[1175852361, 1175852436, 1175852451, 1175852446, 1175852361]",commercial,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102709559,"POLYGON ((8.2924571 49.9830195, 8.2926134 49.9829114, 8.2924383 49.9828068, 8.292282 49.9829149, 8.2924571 49.9830195))",,,,,,,Ernst Moschinski GmbH,,,,,,,Mainz,DE,10,55130,Alexander-Diehl-Straße,,,,,,,,"[1186260038, 1186260055, 1186260052, 1186260031, 1186260038]",commercial,2,2,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105267768,"POLYGON ((8.2459755 50.0100938, 8.2460026 50.0100737, 8.2459718 50.0100566, 8.2460532 50.0099961, 8.2460674 50.010004, 8.246083 50.0100126, 8.2461114 50.0099915, 8.2465334 50.0102259, 8.2463965 50.0103277, 8.2459755 50.0100938))",,,,,,,DB Netz AG,DB Netz AG,,https://www.dbnetze.com/,,,,Mainz,DE,54,55122,Mombacher Straße,,,,,,,,"[1213095753, 3980029941, 3980029939, 1696857494, 3980039385, 3980029938, 3980029937, 1213095752, 1213095720, 1213095753]",commercial,5,,flat,,,,,,,,,,plaster,,,silver,,,,,,,,,,,,,,,,,,,,,white,,,"Altbau 2013 abgerissen, 2014/2015 Neubau",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,114806890,"POLYGON ((8.2110413 49.9976746, 8.2108603 49.9978868, 8.2115156 49.9981276, 8.2116141 49.9981771, 8.2117833 49.9983288, 8.211869 49.9982918, 8.2117772 49.9982281, 8.2119023 49.9981664, 8.21213 49.9980315, 8.2119106 49.9979201, 8.2115793 49.9977951, 8.2114813 49.9978433, 8.2110413 49.9976746))",coworking_space,,,,,,Mainzer Innovations- und Gründerzentrum,Mainzer Innovations- und Gründerzentrum GmbH,,,yes,,,Mainz,DE,3,55124,An der Ochsenwiese,,,,,,,,"[1299545069, 1299545324, 1299545022, 2706085073, 1299545137, 1299545099, 1299545218, 2706085072, 1299545330, 1299545398, 1299545146, 1299545265, 1299545069]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,115323473,"POLYGON ((8.2277964 49.9695958, 8.227824 49.9695796, 8.2278541 49.969562, 8.2279256 49.9695201, 8.2280122 49.9694694, 8.2278139 49.9693293, 8.2277239 49.969382, 8.2276557 49.9694219, 8.2276272 49.9694386, 8.2275981 49.9694557, 8.2277964 49.9695958))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1303462662, 1303462687, 6469817125, 6469817102, 1303462681, 1303462693, 6469817101, 6469817124, 1303462667, 1303462710, 1303462662]",commercial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116481134,"POLYGON ((8.2459051 50.0204872, 8.2458706 50.0204511, 8.2458611 50.0204548, 8.2457666 50.020356, 8.2456216 50.0204132, 8.2456014 50.0203921, 8.2453157 50.0205049, 8.245369 50.0205607, 8.2453358 50.0205738, 8.2453523 50.020591, 8.2452963 50.0206132, 8.2453757 50.0206962, 8.2459051 50.0204872))",,,,,,,Werner & Mertz GmbH Forschung & Entwicklungszentrum,Werner & Mertz GmbH,,,,,,Mainz,,96,55120,Rheinallee,,,,,,,,"[1313026340, 2037617139, 2037617141, 1313026332, 1313026328, 1313026334, 1313026325, 1313026338, 2037617151, 2037617156, 1313026321, 1313026335, 1313026340]",commercial,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116481135,"POLYGON ((8.2452299 50.021876, 8.2452646 50.0219119, 8.2460967 50.0215814, 8.245525 50.0209873, 8.2446929 50.0213179, 8.244791 50.0214198, 8.2452299 50.021876))",,,,,,,Logistikzentrum 1,Werner & Mertz GmbH,,,,,,Mainz,,96,55120,Rheinallee,,,,,,,,"[2037617276, 1313026302, 1313026312, 1313026343, 1313026298, 2037617208, 2037617276]",commercial,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116807270,"POLYGON ((8.2441044 50.0208398, 8.2450778 50.0204516, 8.245192 50.0205698, 8.2451432 50.0205893, 8.2448042 50.0207245, 8.2442186 50.020958, 8.2441044 50.0208398))",,,,,,,,,,,,,,Mainz,,96,55120,Rheinallee,,,,,,,,"[1316024233, 1316024234, 1316024231, 2037617155, 2037617168, 1316024229, 1316024233]",commercial,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122138517,"POLYGON ((8.2605218 50.0013068, 8.2607778 50.001299, 8.2607711 50.0012069, 8.2607687 50.0011743, 8.2605126 50.0011821, 8.260516 50.0012287, 8.2605215 50.0013027, 8.2605218 50.0013068))",,,,,,,,,,,,,,Mainz,DE,17,55116,Bahnhofstraße,,,,,,,,"[1192377430, 1365542773, 1717979352, 1365542771, 1192377434, 1416745338, 1416745343, 1192377430]",commercial,6,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122494500,"POLYGON ((8.2686439 50.0008327, 8.2678422 50.0008889, 8.2678414 50.0008052, 8.2678957 50.0007883, 8.2679275 50.0008292, 8.2685488 50.0006302, 8.2686439 50.0008327))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1368677284, 1368677287, 1368677283, 1368677282, 2450879893, 1368677278, 1368677284]",commercial,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125398954,"POLYGON ((8.2440051 49.9879088, 8.2440507 49.9878206, 8.2439079 49.9877901, 8.2439201 49.9877671, 8.2436969 49.9877184, 8.2436236 49.9878575, 8.243847 49.9879062, 8.2438618 49.9878782, 8.2440051 49.9879088))",,,,,,,,,,,,Bing,,Mainz,DE,19,55128,Albert-Schweitzer-Straße,,,,,,,,"[1392923832, 1392923828, 1392923796, 1392923795, 1392923833, 1392923783, 1392923811, 1392923794, 1392923832]",commercial,2,1,pyramidal,,,,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126867516,"POLYGON ((8.2630562 50.010403, 8.2628871 50.0102805, 8.2637377 50.0097955, 8.263862 50.0098855, 8.2639084 50.0099192, 8.2631615 50.0103432, 8.2630562 50.010403))",,,,,,,,,,,,Bing,,,,41,,Rheinallee,,,,,,,,"[1405239154, 1405239157, 1405239178, 1405239164, 1405239151, 3933938457, 1405239154]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131973496,"POLYGON ((8.2349974 50.0222213, 8.2348099 50.0220679, 8.2345822 50.0221746, 8.2345164 50.022121, 8.2343473 50.0222099, 8.2342891 50.0221592, 8.2341827 50.0222029, 8.2345212 50.0224633, 8.2349974 50.0222213))",,,,,,,,,,,,,,Mainz,DE,10,55120,Industriestraße,,,,,,,,"[1452037039, 1452037040, 10026766637, 10026766635, 10026766636, 10026766634, 1452037072, 1452037061, 1452037039]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137647069,"POLYGON ((8.2382109 49.9688047, 8.2382467 49.9686571, 8.2387173 49.9687044, 8.2386422 49.9690143, 8.2384333 49.9689929, 8.2384608 49.9688859, 8.2384226 49.9688818, 8.238375 49.968842, 8.23838 49.9688217, 8.2382109 49.9688047))",,,,,,,,,,,,Bing,,Mainz,DE,23,55128,Drechslerweg,,,,,,,,"[1509665182, 1509665159, 1509665162, 1509665226, 1509665207, 1509665189, 1509665187, 6123428482, 1509665186, 1509665182]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137647072,"POLYGON ((8.238194 49.9691926, 8.2383478 49.9692064, 8.2383901 49.9690124, 8.2382362 49.9689986, 8.238194 49.9691926))",,,,,,,,,,,,Bing,,Mainz,DE,21,55128,Drechslerweg,,,,,,,,"[1509665239, 1509665240, 1509665218, 1509665215, 1509665239]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137647074,"POLYGON ((8.2375868 49.9687189, 8.2376142 49.9686102, 8.237961 49.9686463, 8.2379336 49.968755, 8.2375868 49.9687189))",,,,,,,,,,,,Bing 2012,,Mainz,DE,17,55128,Drechslerweg,,Lüning Bäckerei,,,,,,"[1509665169, 1509665154, 1509665156, 1509665181, 1509665169]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138332520,"POLYGON ((8.2395293 49.9671364, 8.2396643 49.967183, 8.2396223 49.9672333, 8.2398933 49.9673269, 8.240176 49.9669883, 8.2398411 49.9668726, 8.2396869 49.9670573, 8.2396158 49.9670328, 8.2395293 49.9671364))",,,Brillux,Q917229,de:Brillux,,Brillux,Brillux GmbH & Co. KG,,https://www.brillux.de/unternehmen/niederlassungen/deutschland/niederlassung/details/68/,,Bing 2012;survey,,Mainz,DE,7,55128,Am Schleifweg,paint,,,Mo-Fr 07:00-16:30; Fr 07:00-16:00,Bretzenheim,,,"[1516667931, 2050573581, 2050573588, 1516667936, 1516667937, 1516667938, 2050573579, 2050573577, 1516667931]",commercial,2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139297016,"POLYGON ((8.2517916 50.0185319, 8.2523675 50.0189294, 8.2521734 50.0190455, 8.2515974 50.018648, 8.2517916 50.0185319))",,,,,,,,,Gebäude B25,,,,,Mainz,DE,88,55120,Rheinallee,,,,,,,,"[1527115499, 1527115491, 1527115489, 1527115486, 1527115499]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebäude B25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145160378,"POLYGON ((8.2337935 49.9663146, 8.2341711 49.9662005, 8.2343021 49.9663797, 8.2343139 49.9663761, 8.2343616 49.9663615, 8.2344199 49.9663436, 8.234363 49.9662669, 8.234632 49.9661843, 8.2346894 49.9662616, 8.234715 49.9662537, 8.2347534 49.9662419, 8.2345471 49.9659641, 8.2358896 49.9655517, 8.23603 49.9657408, 8.2358916 49.9657833, 8.2361706 49.9661591, 8.2356355 49.9663235, 8.235838 49.9665963, 8.2353784 49.9667375, 8.2352037 49.9667903, 8.2352447 49.9668464, 8.2350632 49.9669013, 8.2350003 49.9668153, 8.2350463 49.9668014, 8.2348571 49.9665425, 8.2344882 49.966654, 8.2347385 49.9669966, 8.2343726 49.9671072, 8.2337935 49.9663146))",,,Mercedes-Benz,Q36008,en:Mercedes-Benz,,Mercedes-Benz Niederlassung Mainz,Daimler AG,,https://www.mercedes-benz-mainz.de/,,,,Mainz,,1,55128,Mercedesstraße,car,,,Mo-Fr 07:00-20:00; Sa 07:00-16:00; Su 10:00-18:00,,,,"[1585920965, 1585921106, 1585920933, 3854262338, 3854262337, 3854262336, 3854262332, 3854262328, 3854262331, 3854262330, 1585921082, 1585921037, 1585921279, 1585920967, 1585921327, 1585920953, 1585921214, 1585921179, 3854262672, 1585921125, 1585921264, 1585921187, 1585921267, 1585921127, 1585921221, 1585921113, 1585921038, 1585921005, 1585920965]",commercial,,,,,+49 6131 367 0,,,,,,,,,,,,,Daimler AG Niederlassung Mainz,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145160383,"POLYGON ((8.2336154 49.9660724, 8.2335943 49.9660452, 8.2334376 49.9660956, 8.2332782 49.9658906, 8.2333144 49.9658789, 8.2332682 49.9658195, 8.2333975 49.9657779, 8.2334574 49.9658549, 8.2335828 49.9658146, 8.2337497 49.9660292, 8.2336154 49.9660724))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1585921017, 3854262321, 3854262324, 3854262315, 3854262314, 1585921142, 3854262309, 3854262312, 1585920951, 1585920964, 1585921017]",commercial,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145815633,"POLYGON ((8.2909591 49.9859345, 8.2912789 49.9857307, 8.2911601 49.9856536, 8.2908403 49.9858575, 8.2909591 49.9859345))",restaurant,yes,,,,,Café Vivo,,,https://cafe-vivo.de/,,,,Mainz,DE,40,55131,Göttelmannstraße,,,,"We-Fr 11:30-21:30; Sa, Su 10:00-19:00",,,2020-10-18,"[1591495226, 1591495224, 1591495223, 1591495225, 1591495226]",commercial,2,,,,+49 6131 6178818,,,,,,,,,,,,info@cafe-vivo.de,,,,,,,,,,,,yes,german,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146459812,"POLYGON ((8.2737983 49.9991032, 8.2737365 49.9992878, 8.2738056 49.9992953, 8.2739579 49.9993098, 8.2740001 49.99913, 8.2738802 49.9991144, 8.2738617 49.9991117, 8.2738522 49.9991105, 8.2737983 49.9991032))",cafe,no,,,,,Dom-Café,,,http://www.domcafemainz.de/,,,,Mainz,,12-16,55116,Markt,,,2022-06-04,"Mo,We,Th 09:30-18:00; Tu,Fr,Sa 08:30-18:00; Su off",,0,,"[5834213309, 1597503688, 5832860541, 1597503692, 5834213315, 5834213317, 5832860542, 5693188895, 5834213309]",commercial,2,,mansard,,+49 6131 222365,,,,,,,no,,,,,domcafemainz@t-online.de,,,,,,,,,,,,,,,,,,,,#d49782,,,,,,,,,,,yes,yes,yes,slate,,,,,,,,,,,,,,,,,,,,,,,,
way,148394452,"POLYGON ((8.2264037 50.0253862, 8.2267702 50.0258478, 8.2265259 50.0259283, 8.2265595 50.0259706, 8.2268463 50.0258761, 8.2269786 50.0260427, 8.2265812 50.0261737, 8.2263342 50.0258626, 8.2263587 50.0258545, 8.2260733 50.025495, 8.2264037 50.0253862))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1615008187, 1615008235, 1615008256, 1615008262, 1615008248, 1615008267, 1615008278, 1615008242, 1615008238, 1615008194, 1615008187]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148394456,"POLYGON ((8.224974 50.0257972, 8.2252562 50.0257049, 8.2254649 50.0259699, 8.2252688 50.026034, 8.2255531 50.026395, 8.2255808 50.0264302, 8.2255685 50.0264342, 8.2250676 50.0265979, 8.2249018 50.0263873, 8.2248616 50.0264004, 8.2247147 50.026214, 8.2247332 50.0262079, 8.224587 50.0260224, 8.2250358 50.0258757, 8.224974 50.0257972))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1615008229, 1615008221, 1615008261, 1615008266, 1615008297, 1615008303, 1615008304, 1615008323, 1615008296, 1615008298, 1615008283, 1615008282, 1615008265, 1615008247, 1615008229]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148394470,"POLYGON ((8.2256149 50.0264931, 8.225815 50.0264276, 8.2257409 50.0263336, 8.2255531 50.026395, 8.2255808 50.0264302, 8.2255685 50.0264342, 8.2256149 50.0264931))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1615008315, 1615008301, 1615008293, 1615008297, 1615008303, 1615008304, 1615008315]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148530850,"POLYGON ((8.2327777 50.0240737, 8.232822 50.0240845, 8.2331745 50.0239671, 8.2331939 50.0239273, 8.233108 50.0238146, 8.232853 50.0238965, 8.2328255 50.0238639, 8.2328913 50.0238402, 8.2328409 50.0237693, 8.2328115 50.0237326, 8.2329932 50.0236723, 8.2328477 50.02349, 8.2329552 50.0234544, 8.2328744 50.0233533, 8.2327686 50.0233884, 8.2327382 50.0233504, 8.2323138 50.0234911, 8.2325998 50.0238492, 8.2327777 50.0240737))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1616230420, 1616230423, 1616230405, 1616230402, 1616230387, 1616230397, 1616230393, 1616230391, 1616230384, 1616230380, 1616230372, 1616230360, 1616230358, 1616230337, 1616230348, 1616230334, 1616230361, 1616230392, 1616230420]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148895380,"POLYGON ((8.2714367 49.99845, 8.2713485 49.9985799, 8.2713377 49.9985934, 8.2714272 49.9986187, 8.271617 49.9986754, 8.2717904 49.9987273, 8.2719792 49.9987837, 8.2720347 49.9988003, 8.2720419 49.9987879, 8.2721785 49.9988283, 8.2721498 49.9988684, 8.2720525 49.9990056, 8.2722687 49.9990681, 8.2723147 49.9990035, 8.2723669 49.9989302, 8.2725542 49.9986669, 8.2723152 49.9985857, 8.272156 49.9985332, 8.2720248 49.9984949, 8.2720519 49.9984638, 8.2716886 49.9983302, 8.271632 49.998405, 8.2717556 49.9984443, 8.2717239 49.998486, 8.271698 49.9984783, 8.2717081 49.9984662, 8.2715856 49.9984283, 8.2715692 49.9984507, 8.2715429 49.9984808, 8.2714367 49.99845))",,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,"[1619546540, 1671343353, 1619546558, 1619546559, 9697168507, 9697168511, 9697168513, 6089583344, 1671343356, 571409909, 1622610720, 1619546563, 1619546564, 1885925148, 1622610729, 1619546561, 1619546557, 1619546555, 1619546554, 1619546548, 1619546539, 1619546541, 1619546544, 1619546553, 1619546551, 1619546549, 1619546542, 1619546546, 1619546552, 1619546540]",commercial,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,
way,148895387,"POLYGON ((8.2715508 49.998091, 8.2715083 49.9980174, 8.2717832 49.9979339, 8.2718311 49.9980068, 8.2715508 49.998091))",,,,,,,,,,,,HiRes aerial imagery,,,,8,,Bischofsplatz,,,,,,,,"[1619546518, 1619546511, 1619546504, 1619546510, 1619546518]",commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,
way,149065351,"POLYGON ((8.2716641 49.9975307, 8.2716588 49.9974185, 8.2715051 49.9973714, 8.2714976 49.997388, 8.2714478 49.9973816, 8.2714298 49.9974077, 8.2714061 49.9974467, 8.2713994 49.9974572, 8.2716641 49.9975307))",bank,,,,,,Pax-Bank,,,,,HiRes aerial imagery,,,,10,,Eppichmauergasse,,,,,,,,"[1620923758, 1620923734, 1620923719, 1620923725, 1620923722, 2453933574, 2453933580, 1620923740, 1620923758]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2003-04-16,,,,,,,,,,,,,,,,,,,,,
way,149065357,"POLYGON ((8.2732274 49.9973118, 8.2732034 49.9972973, 8.2732648 49.9972357, 8.2733266 49.9972698, 8.2732762 49.9973163, 8.2732691 49.9973192, 8.2732509 49.9973249, 8.2732274 49.9973118))",,,,,,,,,,,,HiRes aerial imagery,,Mainz,DE,21,55116,Kirschgarten,,,,,,,,"[1620923706, 1620923692, 1620923669, 1620923687, 1620923707, 1620923708, 1620923709, 1620923706]",commercial,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,
way,149461658,"POLYGON ((8.2666128 50.0002664, 8.2667472 50.0001914, 8.2666697 50.0001338, 8.2665356 50.0002093, 8.2666128 50.0002664))",,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,"[1624308839, 1624308827, 1624308814, 1624308830, 1624308839]",commercial,1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,
way,149461662,"POLYGON ((8.2667472 50.0001914, 8.2668647 50.000126, 8.2667872 50.0000685, 8.2666697 50.0001338, 8.2667472 50.0001914))",,,,,,,,,,,,HiRes aerial imagery,,,,1,,Welschnonnengasse,,,,,,,,"[1624308827, 1624308805, 1624308789, 1624308814, 1624308827]",commercial,1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,
way,150330274,"POLYGON ((8.2166756 50.019966, 8.2166572 50.0199626, 8.2167515 50.0197531, 8.2169363 50.0197875, 8.2168796 50.0199134, 8.216842 50.0199969, 8.2166756 50.019966))",,,,,,,,,,,,,,Mainz,DE,31 b,55120,Am Lemmchen,,,,,,,,"[2325853095, 2325853094, 2325853090, 2325853091, 3891743134, 1632511842, 2325853095]",commercial,2,,flat,,,,,,,,,,concrete,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,
way,150409387,"POLYGON ((8.2657179 50.0011659, 8.2655375 50.0010177, 8.2654946 50.0010392, 8.2653991 50.0009607, 8.2653527 50.0009841, 8.265305 50.001008, 8.2652879 50.0009939, 8.2652808 50.0009975, 8.2651621 50.0010572, 8.2652376 50.0011192, 8.2651887 50.0011438, 8.2653958 50.001314, 8.2654505 50.0012865, 8.2656348 50.0011939, 8.2656783 50.0012296, 8.2657509 50.0011931, 8.2657179 50.0011659))",,,,,,,,,,,,HiRes aerial imagery,,,,,,Große Bleiche,,,,,,,,"[1633262490, 1633262478, 1633262482, 1633262466, 4528208434, 1633262476, 1633262472, 1633262473, 1633262484, 1633262488, 3473283271, 3473283270, 1633262497, 1633262491, 4549979434, 1146148432, 1633262490]",commercial,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,
way,150409388,"POLYGON ((8.2658226 50.0013482, 8.265752 50.0012902, 8.2658424 50.001243, 8.2659148 50.001302, 8.2658226 50.0013482))",,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,"[1633262499, 1633262498, 1633262496, 1146148412, 1633262499]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,
