element_type,osmid,geometry,layer,wheelchair,access,amenity,fee,maxheight,name,parking,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,operator,survey:date,nodes,building,building:levels,opening_hours,shop,toilets,building:material,height,roof:levels,roof:material,roof:shape,start_date,wikidata,wikimedia_commons,wikipedia,addr:suburb,brand,brand:wikidata,brand:wikipedia,source,website,roof:colour,toilets:wheelchair,alt_name,cuisine,diet:vegan,diet:vegetarian,email,indoor_seating,opening_hours:covid19,outdoor_seating,phone,building:colour,roof:orientation,source:maxheight,addr:housename,building:min_level,check_date:opening_hours,max_level,min_level,landuse,not:brand:wikidata,payment:cash,payment:credit_cards,payment:maestro,payment:mastercard,payment:visa,disused:shop,source:geometry,branch,disused,short_name,check_date,dispensing,fax,self_service,url,club,description,sport,payment:apple_pay,payment:debit_cards,payment:google_pay,wheelchair:description,source_date,roof:height,access:covid19,delivery:covid19,takeaway:covid19,smoking,old_name,wholesale,fixme,indoor,level,note:editor,fuel:lpg,nohousenumber,delivery,takeaway,company,office,ref:vatin,service:bicycle:bicycle,service:bicycle:ebike,service:bicycle:parts,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,service:bicycle:sales,service:bicycle:second_hand,service:bicycle:service,service:bicycle:tools,stroller,ways,type,building:use
way,140890210,"POLYGON ((8.204471 50.0016036, 8.2045839 50.0016278, 8.2046111 50.0015753, 8.2044982 50.0015511, 8.204471 50.0016036))",,,,,,,,,Mainz,DE,6,55124,Kapellenstraße,,,,"[1542604908, 1542604910, 1542604906, 1542604904, 1542604908]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144432816,"POLYGON ((8.264244 49.9956309, 8.2642476 49.9955938, 8.2641335 49.9955105, 8.2641805 49.995482, 8.2642731 49.9954258, 8.2645669 49.995617, 8.2644612 49.9956864, 8.2643652 49.9956471, 8.264244 49.9956309))",,,,,,,,,Mainz,,3,55131,Drususstraße,,,,"[290485573, 2487105516, 1579716717, 290784289, 1579716715, 290485575, 290485574, 2487105518, 290485573]",retail,1,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148163277,"POLYGON ((8.2304525 50.0255361, 8.2307956 50.0254265, 8.2308964 50.0255566, 8.2308138 50.025583, 8.2307862 50.0255474, 8.2305257 50.0256306, 8.2304525 50.0255361))",,,,,,,,,Mainz,,120,55120,Rheinallee,,,,"[1612629504, 1612629502, 9923979419, 9923979418, 9923979417, 1612629507, 1612629504]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148530857,"POLYGON ((8.2295942 50.0249536, 8.2296001 50.0249516, 8.229614 50.0249694, 8.2296846 50.0249465, 8.2296695 50.0249273, 8.2299443 50.0248382, 8.229996 50.0248214, 8.2302441 50.024741, 8.2301935 50.0246766, 8.2302423 50.0246608, 8.2301945 50.0246, 8.2301416 50.0246172, 8.229854 50.0242511, 8.2292071 50.0244608, 8.2295942 50.0249536))",,,,,,,,,,,,,,,,,"[1616230580, 1616230579, 1616230584, 1616230576, 1616230573, 1616230555, 1616230552, 1616230535, 1616230525, 1616230519, 1616230503, 1616230507, 1616230453, 1616230479, 1616230580]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148530883,"POLYGON ((8.23245 50.0242726, 8.2325661 50.0242349, 8.2324478 50.024084, 8.2323209 50.0241253, 8.2323631 50.0241791, 8.2323739 50.0241756, 8.23245 50.0242726))",,,,,,,,,,,,,,,,,"[1616230456, 1616230448, 1616230421, 1616230427, 1616230438, 1616230436, 1616230456]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148639811,"POLYGON ((8.2756196 49.9997438, 8.2756933 49.9995921, 8.2757629 49.9996064, 8.2757461 49.9996414, 8.2756894 49.9997578, 8.2756196 49.9997438))",,,,,,,,,,,,,,,,,"[253750798, 5835144114, 5835144110, 1617150655, 1617150660, 253750798]",retail,2.5,,,,,,0,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149461652,"POLYGON ((8.2647174 50.0001724, 8.2643451 50.0003851, 8.2645571 50.0005571, 8.2646705 50.0005019, 8.2646085 50.0004538, 8.2647701 50.0003677, 8.2647159 50.0003256, 8.2647829 50.0002902, 8.2648109 50.0003069, 8.2648624 50.0002763, 8.2647174 50.0001724))",,,,,,,,,,,,,,,,,"[1624308822, 1624308871, 1624308879, 2450645103, 2450645094, 2450645090, 2450645088, 2450645083, 2450645084, 1624308847, 1624308822]",retail,6,,,,,,0,,flat,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149493884,"POLYGON ((8.2448509 49.9818957, 8.2450126 49.9818747, 8.2449875 49.9819242, 8.2448509 49.9818957))",,,,,,,,,Mainz,DE,4,55128,Bahnstraße,,,,"[1624596162, 1624596159, 1624596164, 1624596162]",retail,1,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149814257,"POLYGON ((8.1957196 49.954548, 8.1956396 49.9546168, 8.1951784 49.9543935, 8.1953016 49.9542875, 8.1954508 49.9543597, 8.1954612 49.9543508, 8.1955337 49.9543859, 8.19548 49.954432, 8.1957196 49.954548))",,,,,,,,,Mainz,DE,58,55127,Rilkeallee,,,,"[1627582909, 1627582933, 1627582900, 1627582888, 1627582894, 1627582892, 1627582897, 1627582903, 1627582909]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149814285,"POLYGON ((8.2006394 49.9591524, 8.2007896 49.9592006, 8.2008475 49.9591253, 8.2006955 49.9590766, 8.2006833 49.9590924, 8.2003938 49.9589996, 8.2003488 49.959058, 8.2004505 49.9590906, 8.2004565 49.9590829, 8.2005094 49.9590998, 8.2006459 49.9591424, 8.2006394 49.9591524))",,,,,,,,,,DE,4a,55127,Hindemithstraße,,,,"[1627583274, 1627583286, 1627583266, 1627583236, 1627583255, 1627583206, 1627583234, 1627583252, 1627583249, 1627583261, 8814251862, 1627583274]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154593466,"POLYGON ((8.2760553 50.0004521, 8.276031 50.0004869, 8.2758973 50.0004485, 8.2759004 50.0004441, 8.2759063 50.0004458, 8.2759184 50.0004286, 8.275903 50.0004242, 8.2759179 50.0004028, 8.2759501 50.0004121, 8.2759444 50.0004202, 8.2760553 50.0004521))",,,,,,,,,Mainz,DE,51,55116,Rheinstraße,,,,"[1671205442, 1671205459, 1671205440, 1671205435, 1671205438, 1671205432, 1671205431, 1671205420, 1671205425, 1671205429, 1671205442]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154593468,"POLYGON ((8.276031 50.0004869, 8.2759787 50.0005634, 8.2759707 50.0005675, 8.2759602 50.0005714, 8.2759508 50.0005728, 8.27594 50.0005725, 8.2759256 50.0005698, 8.2757902 50.000533, 8.2758383 50.0004658, 8.2758658 50.0004741, 8.2758688 50.0004719, 8.2758723 50.0004698, 8.2758775 50.0004695, 8.2758824 50.00047, 8.2758973 50.0004485, 8.276031 50.0004869))",,,,,,,,,Mainz,DE,53,55116,Rheinstraße,,,,"[1671205459, 1671205466, 1671205468, 1671205479, 1671205489, 1671205481, 1671205476, 1671205462, 1671205445, 1671205458, 1671205456, 1671205453, 1671205447, 1671205454, 1671205440, 1671205459]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154615738,"POLYGON ((8.2719697 49.9999603, 8.2719677 49.9999204, 8.2719643 49.9998549, 8.271981 49.9998331, 8.271959 49.9998241, 8.2720515 49.9997017, 8.2720714 49.9996733, 8.2723575 49.9997884, 8.2723358 49.9998128, 8.2723164 49.9998352, 8.2722307 49.9999258, 8.2722314 49.9999526, 8.2719697 49.9999603))",,,,,,,,,Mainz,DE,1,55116,Schöfferstraße,,,,"[1671343600, 1885925175, 1671343573, 1671343562, 1671343556, 2453933601, 7279103218, 2450595260, 2453933605, 1671343563, 1671343587, 1671343594, 1671343600]",retail,3,,,,,,,,double_saltbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154615739,"POLYGON ((8.2750206 49.9996336, 8.2751187 49.9996545, 8.2750121 49.9998655, 8.2749205 49.9998471, 8.274913 49.9998658, 8.2748228 49.9998483, 8.2749365 49.9996194, 8.2750206 49.9996336))",,,,,,,,,Mainz,DE,1,55116,Seilergasse,,,,"[1562361736, 1671343518, 1671343574, 1671343567, 1671343575, 1671343568, 1671343516, 1562361736]",retail,3,,,,,,0,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154615741,"POLYGON ((8.272422 50, 8.2724246 49.9999973, 8.2725084 49.9999104, 8.2723164 49.9998352, 8.2722307 49.9999258, 8.2722314 49.9999526, 8.2722885 49.9999509, 8.272422 50))",,,,,,,,,Mainz,DE,13,55116,Schusterstraße,,,,"[1671343603, 5519035908, 1671343584, 1671343563, 1671343587, 1671343594, 1671343592, 1671343603]",retail,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154615747,"POLYGON ((8.2722469 50.0001896, 8.272334 50.0000953, 8.272201 50.0000446, 8.2719775 50.0000507, 8.2719832 50.0001401, 8.272114 50.0001358, 8.2722469 50.0001896))",,,,,,,,,Mainz,DE,17,55116,Schusterstraße,,,,"[1671343611, 1671343608, 1671343605, 1671343606, 1671343610, 1671343609, 1671343611]",retail,2,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154615751,"POLYGON ((8.2722469 50.0001896, 8.2721233 50.0003202, 8.2720084 50.0002728, 8.2720356 50.0002454, 8.271983 50.0002218, 8.2719832 50.0001401, 8.272114 50.0001358, 8.2722469 50.0001896))",,,,,,,,,Mainz,DE,19,55116,Schusterstraße,,,,"[1671343611, 1671343616, 1671343615, 1671343614, 1671343613, 1671343610, 1671343609, 1671343611]",retail,4,,,,,,1,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154615753,"POLYGON ((8.2742534 49.9997437, 8.2746007 49.9997758, 8.2747355 49.9997868, 8.2747379 49.9997699, 8.2747627 49.9996958, 8.2746152 49.999685, 8.2746194 49.9996578, 8.2746274 49.9995995, 8.2746345 49.9995992, 8.2746453 49.9995289, 8.2744605 49.9995303, 8.2740381 49.999527, 8.2740051 49.9995352, 8.2739736 49.9995585, 8.2739569 49.999704, 8.2742601 49.9997239, 8.2742534 49.9997437))",,,,,,,,,Mainz,DE,19-29,55116,Markt,,,,"[1671343541, 1671343544, 1671343546, 5795671344, 1671343527, 1671343525, 1671343520, 1671343510, 1671343509, 1671343491, 257301580, 5795671343, 1671343498, 1671343502, 1671343529, 1671343533, 1671343541]",retail,4,,,,,,1.5,,mansard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154615766,"POLYGON ((8.272691 49.9997943, 8.2725588 49.9998677, 8.2723894 49.9998011, 8.2724853 49.9997026, 8.272691 49.9997943))",,,,,,,,,Mainz,DE,7,55116,Schusterstraße,,,,"[1671343549, 1671343577, 830478121, 1671343528, 1671343549]",retail,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,155286505,"POLYGON ((8.2884252 49.9767499, 8.2887482 49.9763823, 8.2884674 49.9762809, 8.2881466 49.9766505, 8.2884252 49.9767499))",,,,,,,,,,,1,,Max-Hufschmidt-Straße,,,,"[1676877328, 1786256550, 2021301543, 2021301643, 1676877328]",retail,2,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157468974,"POLYGON ((8.2463714 50.0087867, 8.2467126 50.0089509, 8.2464895 50.0091423, 8.2461483 50.0089781, 8.2463714 50.0087867))",,,,casino,,,Spielstation,,Mainz,,46,55122,Mombacher Straße,,,,"[1696857276, 1696857299, 1696857312, 1696857306, 1696857276]",retail,,,,,,,,,,,,,,,,,,,www.spielstation.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157469005,"POLYGON ((8.2471485 50.0086653, 8.2474073 50.0084602, 8.247188 50.0083459, 8.2469283 50.0085517, 8.2470179 50.0085991, 8.2471485 50.0086653))",,,,,,,Vergölst,,Mainz,,42,55122,Mombacher Straße,,,,"[1696857227, 1696857170, 1696857158, 1696857178, 1696857183, 1696857227]",retail,,,tyres,,,,,,,,,,,,Vergölst,Q1673875,de:Vergölst,,https://vergoelst.de/MAINZ,,,,,,,,,,,+49 6131 31055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159802720,"POLYGON ((8.2666758 49.9896037, 8.2666821 49.9897915, 8.2665193 49.9897931, 8.2665052 49.9895034, 8.2666669 49.9894861, 8.2666758 49.9896037))",,,,,,,,,Mainz,DE,20,55131,Pariser Straße,,,,"[1719051934, 1719051946, 1719051947, 3379461236, 3379461235, 1719051934]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160043713,"POLYGON ((8.2630266 49.9976222, 8.2632696 49.9975046, 8.2632379 49.9974759, 8.2631989 49.9974463, 8.2629145 49.9972014, 8.2626715 49.997319, 8.2630266 49.9976222))",,,,,,,,,,,,,,,,,"[1721050313, 1721050308, 3278178162, 3278178161, 1721050302, 1721050305, 1721050313]",retail,3,,,,,,1,slate,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160645262,"POLYGON ((8.2511596 49.9470423, 8.2508757 49.9477726, 8.2516258 49.9478933, 8.2515492 49.9480905, 8.252667 49.9482703, 8.2526348 49.948353, 8.253442 49.9484828, 8.2534734 49.9484019, 8.2542512 49.9485269, 8.2543294 49.9483256, 8.2544243 49.9480752, 8.2534388 49.9479205, 8.2534678 49.947844, 8.2530871 49.9477842, 8.2529356 49.9477592, 8.2529047 49.9478367, 8.2520142 49.9476896, 8.2521228 49.9474173, 8.2522033 49.9472103, 8.2511596 49.9470423))",1,yes,,,,,Möbel Martin,,,,12,,Barcelona-Allee,,,,"[1726897709, 1726897714, 1726897718, 1726897720, 1726897722, 1726897724, 1726897726, 1726897725, 1726897727, 1726897723, 1726897719, 1726897717, 1726897716, 1872510582, 1726897713, 1726897715, 1726897712, 1872510569, 1726897710, 1726897709]",retail,4,"Mo-Th 10:00-19:00; Fr,Sa 10:00-20:00",furniture,,,,,,,2012-08-14,,,,,Möbel Martin,Q15836030,de:Möbel Martin,survey,https://www.moebel-martin.de/standorte/mainz/,,,,,,,,,,,,,,,,,2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,164818106,"POLYGON ((8.2807547 49.9644099, 8.2807122 49.9641853, 8.2807402 49.9641585, 8.2807998 49.9641393, 8.2808202 49.9642819, 8.2810624 49.9642667, 8.2810938 49.9643549, 8.2809314 49.9643835, 8.2807547 49.9644099))",,,,,,,Bachhof,,,,,,,,,,"[1764225066, 1764225036, 6765182268, 1764225034, 1764225053, 1764225052, 1764225062, 1764225067, 1764225066]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166718766,"POLYGON ((8.2692428 50.0010737, 8.2693432 50.0010814, 8.2693432 50.0011029, 8.2694274 50.0011105, 8.2694282 50.0010914, 8.2694692 50.0010939, 8.2694812 50.0010252, 8.2692383 50.0009981, 8.2692401 50.0010525, 8.2692428 50.0010737))",,,,,,,,,Mainz,,7,55116,Stadthausstraße,,,,"[1781687961, 2452218075, 2452218079, 2452218081, 2452218076, 1781687963, 1781687957, 1781687955, 1781687959, 1781687961]",retail,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,168996303,"POLYGON ((8.2158081 50.0107652, 8.2162063 50.0107725, 8.2163837 50.0106888, 8.216395 50.0104899, 8.2162308 50.0104887, 8.2162233 50.0105275, 8.2159742 50.0105336, 8.2159704 50.0106791, 8.2159176 50.0106779, 8.2159119 50.0105785, 8.2158402 50.0105833, 8.2158081 50.0107652))",,yes,,,,,REWE Getränkemarkt,,Mainz,,27,55124,An der Krimm,,REWE,,"[1801738175, 1801738176, 1801738174, 1801738171, 2046700212, 2046700215, 1801738172, 2046700225, 2046700224, 2046700219, 2046700220, 1801738175]",retail,,,beverages,,,,,,,,,,,,REWE Getränkemarkt,Q57519344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,177879664,"POLYGON ((8.2673162 49.9890454, 8.267284 49.9889953, 8.2669715 49.9890782, 8.2670037 49.9891284, 8.2673162 49.9890454))",,,,,,,Lotto Goldgrube und Post,,Mainz,,2,55131,An der Goldgrube,,,,"[1882894155, 1882894151, 1882894157, 1882894159, 1882894155]",retail,1,Mo-Fr 06:00-18:00; Sa 08:00-14:00,kiosk,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,+49 6131 2123191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,178224299,"POLYGON ((8.2702033 50.0008339, 8.270353 50.0008389, 8.2703611 50.0008794, 8.2704801 50.000881, 8.2705107 50.0008401, 8.2701791 50.0005666, 8.2699258 50.0007088, 8.2697572 50.0008017, 8.2697569 50.0008241, 8.2699123 50.0008188, 8.270065 50.0008151, 8.2702066 50.0008088, 8.2702033 50.0008339))",,,,,,,,,,,,,,,,,"[1885925234, 2452218067, 3881729375, 1885925229, 1885925224, 1885925195, 1885925209, 1885925220, 3881729377, 3881729376, 3881729381, 1885925221, 1885925234]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,179970814,"POLYGON ((8.2803483 49.9633755, 8.2802073 49.9633948, 8.2801686 49.9632778, 8.2803097 49.9632585, 8.2803143 49.9632724, 8.2803483 49.9633755))",,,,,,,,,Mainz,DE,2,55129,Am Schinnergraben,,,,"[1904180874, 1904180875, 1904180871, 1904180870, 9312728010, 1904180874]",retail,1,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,181030256,"POLYGON ((8.2203162 50.0202521, 8.2203231 50.0200726, 8.2204317 50.0200743, 8.2204248 50.0202539, 8.2203162 50.0202521))",,,,,,,,,,,,,,,,,"[1914731705, 1914731700, 1914731701, 1914731706, 1914731705]",retail,1,,convenience,,,,,,flat,,,,,,,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,182015343,"POLYGON ((8.3002928 49.9789507, 8.3003867 49.9789331, 8.3004144 49.9789711, 8.3005007 49.9789484, 8.3004432 49.9788363, 8.3003719 49.9787826, 8.3004579 49.9787411, 8.3002885 49.9786175, 8.3001379 49.9787048, 8.3001855 49.9787446, 8.3002928 49.9789507))",,yes,,,,,CAP-Markt,,Mainz,DE,5,55130,Radweg,,,,"[1923602606, 1923602599, 1923602609, 1923602603, 1923602579, 1923602569, 1923602562, 1923602549, 1923602557, 1923602563, 1923602606]",retail,,Mo-Fr 07:00-20:00; Sa 07:00-18:00,supermarket,,,,,,,,,,,,CAP,Q1022827,de:CAP (Markt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191540817,"POLYGON ((8.2937625 49.9779185, 8.2940281 49.977603, 8.2942458 49.9776831, 8.2940108 49.9779758, 8.2939973 49.9780026, 8.2937625 49.9779185))",,,,,,,Atlas Supermarkt,,Mainz,DE,42,55130,Friedrich-Ebert-Straße,Netto zum 17.12.2011 ausgezogen. Siehe http://www.allgemeine-zeitung.de/region/mainz/stadtteile/weisenau/11453880.htm,,,"[523761460, 2021265442, 2021265448, 735989390, 523761467, 523761460]",retail,3,Mo-Sa 08:00-20:00,supermarket,,,,,,,,,,,,,,,,https://de-de.facebook.com/atlas.supermarkt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191891295,"POLYGON ((8.2893828 49.9770618, 8.2899559 49.9772702, 8.2902106 49.9769805, 8.2896375 49.9767721, 8.2893828 49.9770618))",,,,,,,,,Mainz,DE,12,55130,Weberstraße,,,,"[2024537987, 2024537989, 2024537986, 2024537985, 2024537987]",retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,193041490,"POLYGON ((8.2161821 50.0248843, 8.2159429 50.0249235, 8.2159139 50.0248506, 8.2156929 50.0248868, 8.2155207 50.0244532, 8.2156686 50.024429, 8.215631 50.0243344, 8.2158705 50.0242952, 8.2159996 50.02462, 8.2160724 50.0246081, 8.2161821 50.0248843))",,,,,,,,,Mainz,DE,188,55120,Hauptstraße,,,,"[2035711417, 2035711420, 2035711414, 2035711418, 2035711399, 2035711397, 2035711391, 2035711389, 2035711403, 2035711402, 2035711417]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,193041493,"POLYGON ((8.2168729 50.0243587, 8.2165256 50.0244206, 8.216655 50.0247183, 8.2169995 50.0246565, 8.2168729 50.0243587))",,,,,,,,,,,,,,,,,"[2035711393, 2035711396, 2035711408, 2035711404, 2035711393]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,193041498,"POLYGON ((8.2174887 50.0247601, 8.2177691 50.0247086, 8.2174363 50.0239429, 8.217151 50.0239941, 8.2171827 50.0240671, 8.2174887 50.0247601))",,,,,,,,,,,,,,,,,"[2035711409, 2035711407, 2035711367, 2035711369, 2035711374, 2035711409]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,193041499,"POLYGON ((8.2167754 50.0241402, 8.2163699 50.024213, 8.2164649 50.0244315, 8.2165256 50.0244206, 8.2168729 50.0243587, 8.2167754 50.0241402))",,,,,,,,,Mainz,DE,186,55120,Hauptstraße,,,,"[2035711378, 2035711382, 2035711398, 2035711396, 2035711393, 2035711378]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,193041502,"POLYGON ((8.2169995 50.0246565, 8.2170774 50.0248356, 8.2174887 50.0247601, 8.2171827 50.0240671, 8.2167754 50.0241402, 8.2168729 50.0243587, 8.2169995 50.0246565))",,,,,,,,,Mainz,DE,184,55120,Hauptstraße,,,,"[2035711404, 2035711412, 2035711409, 2035711374, 2035711378, 2035711393, 2035711404]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194440984,"POLYGON ((8.2785676 49.9596072, 8.2784422 49.959591, 8.2783549 49.9598703, 8.2784803 49.9598865, 8.2785136 49.9597936, 8.2785676 49.9596072))",,,,,,,,,Mainz,DE,14a,55129,Heuerstraße,,,,"[2049437876, 2049437872, 2049437920, 2049437926, 3110718979, 2049437876]",retail,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194441584,"POLYGON ((8.2781516 49.9598046, 8.2783356 49.9598526, 8.2783801 49.9597092, 8.2782174 49.9596734, 8.2781516 49.9598046))",,,,,,,,,,,,,,,,,"[2049442873, 2049442875, 2049442872, 2049442871, 2049442873]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
