element_type,osmid,addr:postcode,amenity,cuisine,name,opening_hours,phone,website,geometry,addr:city,addr:country,addr:housenumber,addr:street,brand,brand:wikidata,brand:wikipedia,diet:vegan,diet:vegetarian,email,indoor_seating,operator,outdoor_seating,smoking,takeaway,wheelchair,fax,url,contact:email,contact:fax,contact:phone,toilets:wheelchair,access:covid19,description:covid19,drive_through:covid19,opening_hours:covid19,takeaway:covid19,check_date:opening_hours,opening_hours:signed,description,wheelchair:description,source,created_by,delivery:covid19,reservation,note,survey:date,check_date,payment:credit_cards,payment:maestro,payment:mastercard,payment:visa,delivery,diet:dairy_free,diet:egg_free,diet:lactose_free,diet:pescetarian,level,tourism,alt_name,diet:gluten_free,changing_table,website:menu,short_name,internet_access,air_conditioning,payment:debit_cards,name:de,phone:mobile,survey_date,toilets,internet_access:fee,payment:cash,opening_days,opening_season,designation,check_date:diet:vegetarian,contact:website,addr:suburb,old_name,diet:halal,check_date:website,disused:website,note:website,addr:housename,capacity,contact:facebook,shop,opening_hours:kitchen,name:en,contact:instagram,name:ja,name:ko,changing_table:location,kids_area,start_date,cash_withdrawal:foreign_cards,payment:contactless,payment:cryptocurrencies,payment:electronic_purses,toilets:access,contact:mobile,diet:meat,fast_food,lunch,lunch:menu:choices,lunch:menu:course:drink,lunch:menu:course:main,lunch:menu:course:soup,lunch:menu:delivery,lunch:menu:price,lunch:menu:takeaway,lunch:saladbar,self_service,bar,nodes,building,building:levels,indoor,room,layer,note:editor,building:colour,building:material,building:use,roof:shape
node,1930543645,55116,restaurant,,Mexico Lindo,"PH,Su-Th 11:00-23:30; Fr,Sa 11:00-24:00",+49 6131 228060,https://www.mexicolindo.de/,POINT (8.26789 50.0018822),,,17,Adolf-Kolping-Straße,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1933598602,55116,restaurant,,Stadthaus-Schänke,Mo-Sa 11:00-22:30; Su off; PH off,+49 6131 22 58 45,http://www.stadthausschaenke-mainz.de/,POINT (8.2703694 50.0012573),Mainz,DE,1,Stadionerhofstraße,,,,no,no,,,,yes,no,,yes,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2109472577,,restaurant,italian,Zur Turnhalle,"11:30-14:30, 17:30-23:00; Tu off",+49 6131 7208926,,POINT (8.3001709 49.9803778),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2123878293,55122,restaurant,german,Casino-Restaurant Taubertsberg,Mo-Fr 07:00-15:15,+49 1512 7613533,http://hofmann-catering.de,POINT (8.2571517 50.000142),Mainz,DE,,Wallstraße,,,,,yes,,,"Hofmann Catering, Thomas Hofmann",,,,yes,,,,,,,,,,,,2022-06-04,,,,,,,,,,,,,,,,,,,,,,Hofmann Catering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2126144107,,restaurant,italian;pizza,Milano,"Tu-Fr 11:00-14:30,17:00-22:30, Sa 17:00-23:00, Su,PH 11:30-22:00",,http://www.mainz-milano.de,POINT (8.2634706 49.9900928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2135265803,,restaurant,pizza,Pizza Hut,"Mo-Th 11:00-22:00; Fr,Sa 11:00-23:00; Su 12:00-22:00",,https://pizzahut.de/restaurants-express/portraits-der-restaurants/schusterstrasse-mainz/,POINT (8.2730217 49.9997247),,,,,Pizza Hut,Q191615,en:Pizza Hut,,yes,,,,,,,yes,,,,,,no,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filiale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2150699229,55116,restaurant,,Alrayan,"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 11:00-22:00",,,POINT (8.2625451 50.002503),Mainz,,16,Kaiserstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2156413592,55122,restaurant,italian,Mediterraneo,"Su-Fr 11:30-14:30,17:30-23:00; Sa off",,,POINT (8.246068 50.0035293),Mainz,DE,3,Am Judensand,,,,,yes,,yes,Gannouf,yes,,,no,,,mediterraneo_mz@gmx.de,+49 6131 5864199,+49 6131 5703454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://mediterraneo-mainz.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2156413597,55122,restaurant,thai,Red Chilli,"Tu-Fr,Su 12:00-15:00,18:00-21:00; Sa 18:00-21:00",+49 6131 5702652,http://www.redchilli-thai.de,POINT (8.2458964 50.0034793),Mainz,DE,3,Am Judensand,,,,,yes,,yes,Pajongwat Artanong,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Chilli Thai Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2158755393,55124,restaurant,italian,Il Quadrifoglio,"Su-Fr 12:00-14:15,18:00-23:00; Sa 18:00-23:00",+49 6131 45195,https://www.quadrifoglio-mainz.de/,POINT (8.2050018 50.0004476),,,,,,,,,,info@quadrifoglio-mainz.de,,Emilio Palluci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.quadrifoglio-mainz.de/restaurant/speisekarte.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2158755394,55124,restaurant,italian_pizza;italian;pizza,La Casetta,"Tu-Su 11:00-14:30,17:00-23:00",+49 6131 467199,http://www.la-casetta-mainz.com/,POINT (8.2043132 50.000901),,,,,,,,,,info@la-casetta-mainz.com,,Herr Scaravelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2158755395,55124,restaurant,greek,Zum Gutenberg,"Mo-Sa 17:00-22:00; PH,Su 11:30-14:30,17:30-22:30",+49 6131 44449,http://www.zum-gutenberg.de/,POINT (8.2040394 50.0005148),,DE,,,,,,,,info@zum-gutenberg.de,yes,,yes,,,,+49 6131 669734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2183115070,,restaurant,asian,Gautor Korea Restaurant,"We-Su 12:00-14:30, Tu-Su 18:00-23:00",,https://gautor-korea.de/,POINT (8.2663746 49.9947708),,,,,,,,no,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2183118259,,restaurant,german;french;italian;regional,Restaurant am Gautor,"Apr-Oct: Mo-Su,PH 12:00-23:00, Nov-Mar: Mo-Fr 12:00-15:00,17:00-23:00, Nov-Mar: Sa 17:00-23:00, Nov-Mar: Su 12:00-23:00",+49 6131 222 000,,POINT (8.2677318 49.9945811),,,,,,,,no,yes,,yes,Meher Hamida,yes,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2303549057,55130,restaurant,german,Goldene Ente,Mo-Fr 17:00-24:00,+49 6131 861160,http://goldene-ente-laubenheim.de,POINT (8.3112283 49.9614784),,,2,Oppenheimer Straße,,,,,,info@goldene-ente-laubenheim.de,,Martina & Oliver Grimm,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2383090690,,restaurant,pizza,Bistrorante Midi,"Mo-Sa 11:30-14:30,17:30-23:00",+49 6131 235800,http://www.bistrorante-midi.de/,POINT (8.2714513 50.0032898),,,,,,,,no,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.bistrorante-midi.de/40668.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2384819190,55126,restaurant,german,Fontana Stuben,Tu-Su 11:00+,+49 6131 472349,http://www.fontana-stuben.de/,POINT (8.1720821 49.9951429),Mainz,DE,87,Waldthausenstraße,,,,,,,,Rita Kohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2387932535,55118,restaurant,italian,di Alessa,"Mo-Tu 10:30-14:00, 17:00-24:00; Fr 10:30-14:00, 17:00-02:00; Sa 15:30-02:00; Su 11:30-23:00",+49 6131 9710999,https://www.di-alessa-ristorante.de/,POINT (8.2602428 50.0104748),Mainz,DE,14,Feldbergstraße,,,,,yes,,,,yes,outside,yes,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2407687709,55129,restaurant,german,Zur Kegelbahn,"Tu-Sa 17:00-22:00; Su 11:00-14:30,17:00-22:00",,http://www.hechtsheimer-kegelbahn.de,POINT (8.2784936 49.9584958),Mainz,DE,87,Ringstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zur Kegelbahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2444605892,55116,restaurant,,Dagobert,"Mo-Th 17:30-23:00; Fr-Sa 17:30-00:00; Su,PH 17:30-22:00",+49 6131 4640250,https://weinbar-dagobert.de/,POINT (8.2796782 49.9948733),Mainz,DE,11,Dagobertstraße,,,,,,info@weinbar-dagobert.de,,,yes,,,no,,,,,,,,,,,,,,Weine und feine Küche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2493717942,55128,restaurant,italian,Vis a Vis,"Mo-Fr 11:00-14:30, 17:00-23:00; Sa 17:00-23:00; Su 11:00-14:30, 17:00-23:00",+49 6131 363786,http://www.pizzeria-vis-a-vis.de/,POINT (8.2391626 49.9824492),,,15,Martin-Kirchner-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2513488536,55116,restaurant,regional,Weinhaus Lösch,We-Su 15:00-23:00,,,POINT (8.2763973 49.9953524),Mainz,DE,9,Jakobsbergstraße,,,,,,,,,yes,,,limited,,,reservierung@weinhaus-loesch.de,,+49 131 2154222,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.weinhaus-loesch.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2527612175,,restaurant,japanese,Happy Sumo,"Mo-Sa 11:30-15:00,17:00-22:00; Su 15:00-22:00",,,POINT (8.2776818 49.9937861),,,,,,,,,yes,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.happysumo-mainz.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2553150328,,restaurant,regional,Leiter'che,"We-Su 17:00-22:00; Fr, Su 11:30-14:00",,,POINT (8.2374959 49.9828944),,,,,,,,,yes,,,,,,,,,,,,+49 6131 366238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.leiterche.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2843575819,55116,restaurant,,Zenz Wirtshaus,Mo-Su 11:00-24:00,+49 6131 5543834,https://www.zenz-wirtshaus.de/,POINT (8.260324 50.0016225),Mainz,DE,4,Bahnhofplatz,,,,no,only,mainz@zenz-wirtshaus.de,,,yes,outside,,no,,,,,,,,,,,,2023-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2864899626,55116,restaurant,african,Madiba Afrika,Tu-Su 17:00-24:00,+49 6131 3045125,,POINT (8.2771142 49.9986904),Mainz,,6,Heugasse,,,,yes,yes,,yes,,yes,no,,yes,,,,,,,,,,,,2022-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2912463381,55128,restaurant,italian;fish,Zum Olivenbaum,"Mo-Sa 11:30-14:30,17:30-23:00; Su 11:30-14:30,17:30-22:00",,https://www.zum-olivenbaum.de/,POINT (8.256954 49.9813219),Mainz,,67d,Alfred-Mumbächer-Straße,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2939671456,55131,restaurant,pizza,Pizzeria & Bistro Lupo,"We-Mo 11:00-14:30,17:00-22:30; Tu off",+49 6131 51150,http://www.pizzeria-bistro-lupo.de/,POINT (8.2602682 49.9896672),Mainz,,24,Stahlbergstraße,,,,,,,yes,,no,,,no,+49 6131 51150,,,,,,,,,,,2022-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2939671457,55131,restaurant,german;greek,Stahlberg Klause,"Tu-Fr,Su 11:00-14:30,17:00-23:00, Sa 17:00-23:00",+49 6131 573034,http://www.stahlbergklause.de/,POINT (8.2601964 49.9896225),Mainz,,22,Stahlbergstraße,,,,no,yes,stahlbergklause@hotmail.de,yes,,no,,,no,+49 6131 6290697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3025705946,55118,restaurant,,Möhren Milieu,Fr-Su 10:00-20:00; Tu-Th 10:00-18:00,,https://www.moehren-milieu.de/,POINT (8.2614134 50.0045527),Mainz,,5,Adam-Karrillon-Straße,,,,only,yes,,,,yes,no,yes,yes,,,,,,,,,,,,,,,,,,,,Kleines veganes Geschläft im Restaurant;Little vegan shop inside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,https://www.facebook.com/MoehrenMilieu,food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3069292610,55116,restaurant,portuguese,Cafe Portugal,"Mo-Su 18:00-24:00; Su,PH 12:00-15:00",+49 6131 227019,http://www.cafeportugal.de/,POINT (8.2650199 50.0031867),Mainz,DE,7,Heidelbergerfaßgasse,,,,no,yes,,,,,,,yes,,,,,,no,,,,,,,,,,,,,,,,2023-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Su 18:00-23:00, Su,PH 12:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3087296724,55116,restaurant,french;regional,Weinhaus Bluhm,Tu-Fr 17:00-24:00; Sa 12:00-24:00,+49 6131 4906343,https://weinhaus-bluhm.de/,POINT (8.2734256 49.9965777),Mainz,DE,1,Badergasse,,,,no,yes,weinhaus-bluhm@gmx.de,,,,,no,limited,,,,,,no,,,,,,2021-12-28,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3098855786,,restaurant,italian,Al Cortile,"11:45-15:00,18:00-01:00",+49 6131 617878,http://www.alcortile.de/,POINT (8.2746976 49.9964404),,,,,,,,,,,,Giuseppe Dato,,outside,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3162580641,,restaurant,asian,Nam Hai,11:30-14:30; 17:30-13:00; Su 12:00-23:30; Mo off,+49-6131-4806715,,POINT (8.3140259 49.9624152),,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3227413493,55126,restaurant,pizza,Pizzeria Bacio da Vito,,+49 6131 9302021,https://www.pizzeria-baciodavito.de/,POINT (8.1770126 49.9957015),Mainz,,51,Sertoriusring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3293154577,,restaurant,steak_house;persian,Persisches Restaurant Kababsara,Mo-Th 17:00-22:00; Fr-Sa 17:00-23:00; Su 12:00-22:00,+49 6131 6988077,https://persischesrestaurant-mainz.de/,POINT (8.1802272 49.9845319),,,,,,,,,,info@persichesrestaurant-mainz.de,,Wahid Memarhosseini,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3295567493,55126,restaurant,german,Zum Babbelnit,Fr-We 11:30-23:00,+49 6131 40000,http://www.babbelnit.de,POINT (8.1778744 49.9834843),,,22,Kurmainzstraße,,,,,,babbelnit@t-online.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3295572924,55126,restaurant,italian,Il Mondo,"Su,Tu-Fr 12:00-14:30,18:00-23:00; Sa 18:00-23:00",+49 6131 604352,http://www.ilmondo-mainz.de/,POINT (8.178066 49.9834898),Mainz,DE,24,Kurmainzstraße,,,,,,info@ilmondo-mainz.de,,Antonio Maiurano,yes,no,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3301997561,55116,restaurant,italian,Trattoria Peperoncino,"Mo-Su 12:00-15:00,18:00-23:00",+49 6131 5540377,https://www.peperoncino-mainz.de/,POINT (8.2675461 49.9989582),Mainz,DE,1,Emmeransstraße,,,,yes,yes,,,,yes,,,limited,,,,,,no,,,,,,2022-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3413393398,55118,restaurant,regional,Weinhaus Droschkenstube,We-Th 17:00-24:00; Fr-Sa 17:00-01:00,+49 6131 6351631,https://droschkenstube-mainz.de/,POINT (8.2574266 50.0046895),Mainz,DE,6,Aspeltstraße,,,,,,info@droschkenstube-mainz.de,,Droschkenstube Betriebsgesellschaft mbH,yes,outside,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3467606185,55120,restaurant,,Inas Treff,,,,POINT (8.2295785 50.0203702),Mainz,,1,Bernhard-Winter-Straße,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3507771693,55116,restaurant,flammkuchen,Kamin,Mo-Su 17:00-01:00+,+49 6131 6277887,https://www.kamin-mainz.de/,POINT (8.2795859 49.9951215),Mainz,,8-10,Kapuzinerstraße,,,,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,2023-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3603430304,55116,restaurant,italian,L'Osteria,"Mo-Sa 11:30-23:00; PH,Su 12:00-22:00",+49 6131 6937440,https://losteria.net/de/restaurants/restaurant/mainz/,POINT (8.2774628 49.9938388),Mainz,DE,7,Holzhofstraße,L'Osteria,Q17323478,de:L’Osteria,,yes,mainz@losteria.de,yes,,yes,,,yes,+49 6131 6937441,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3647530456,55116,restaurant,regional,Weinstube Rote Kopf,Su-Fr 18:00-24:00; Sa 11:30-24:00,+49 6131 231013,http://www.rotekopf.de/,POINT (8.2759031 49.9997197),Mainz,DE,4,Rotekopfgasse,,,,,,,,,yes,outside,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3719828619,55118,restaurant,regional,Goldener Hirsch,Mo-Su 17:00+,+49 6131 210 80 20,https://www.goldener-hirsch-mainz.de/,POINT (8.2582259 50.0064369),Mainz,DE,16,Nackstraße,,,,,,post@hirsch-mz.de,,,yes,outside,,limited,,,,,,no,,,,,,2022-11-28,,die Toilette ist im Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3725805200,55130,restaurant,italian,La Rustica,,,,POINT (8.292434 49.9832952),Mainz,,14,Alexander-Diehl-Straße,,,,,,,,,,outside,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weisenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3758955209,,restaurant,burger,Burgerladen,"Mo-Th 12:00-21:00; PH,Su 14:00-21:00; Fr,Sa 12:00-22:00",+49 6131 8866744,,POINT (8.2727108 50.0007809),,,,,,,,,yes,,,,yes,,yes,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3764906514,,restaurant,,Bratwurst Glöckle,"Mo-Fr 10:30-22:30, Sa 10:00-23:00, Su,PH 11:30-20:30",+49-6131-224204,http://www.bratwurst-gloeckle-mainz.de,POINT (8.2724458 50.0001938),Mainz,,18-20,Schusterstraße,,,,,,info@bratwurst-gloeckle-mainz.de,yes,,yes,,,limited,+49-6131-232872,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3788204837,,restaurant,german,Karcher Hof,,+49 6131 5848233,,POINT (8.2739553 49.9783984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3837735728,55116,restaurant,,Lagallerie,"Tu-Sa 11:30-14:30,18:00-23:30; Su,Mo off",+49 6131 6969414,http://www.lagallerie-mainz.de/,POINT (8.267394 49.995676),Mainz,DE,29,Gaustraße,,,,no,yes,genuss@lagallerie-mainz.de,,Jutta Janosch-Rubel,,,,limited,,,,,,yes,,,,,,2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3860931740,55126,restaurant,german,Adler,"Tu-Su 12:00-14:00,18:00-22:00",+49 6131 40447,https://www.hotel-adler-finthen.de/,POINT (8.1744687 49.9836022),,,1,Flugplatzstraße,,,,,,info@hotel-adler-finthen.de,,Klaus Rathgeber,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Rückseite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3867839758,,restaurant,,Weingut Eva Vollmer,,,,POINT (8.2346612 49.9143507),,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3881698257,55116,restaurant,regional,Brauhaus zur Sonne,Tu-Th 11:30-21:00; Fr-Sa 11:30-22:00; Su 17:00-21:00,,http://www.brauhauszursonne.de/,POINT (8.2709615 50.0006913),Mainz,,2,Sonnengäßchen,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,no,,,,,,,,,,,,,,,,,,Margo’s Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3901018631,55116,restaurant,african;ethiopian,Im Herzen Afrikas,"Tu-Sa 18:00+, Sa 16:00-18:00+",,https://im-herzen-afrikas.de/,POINT (8.2678874 49.9965065),Mainz,,38,Gaustraße,,,,yes,yes,,,,no,no,no,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
