element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,denomination,name,phone,religion,service_times,website,wheelchair,geometry,created_by,building,wikidata,wikipedia,alt_name,start_date,source,note,addr:housename,baby_feeding,email,old_name,toilets:wheelchair,level,description,inscription,memorial,opening_hours,nodes,building:architecture,deanery,diocese,heritage,heritage:operator,historic,name:de,name:es,year_of_construction,building:colour,building:levels,height,roof:colour,roof:levels,roof:material,roof:shape,image,architect,architect:wikidata,building:material,fixme,parish,source:heritage,wikimedia_commons,name:fr,short_name,wheelchair:description,roof:orientation,name:en,contact:phone,contact:website,loc_name,roof:height,building:architect,operator,addr:suburb,designation,url,fax,language:it,source_date,air_conditioning,alt_name_1,alt_name_2,name:it,name:pl,internet_access,landuse,name:tr,name:ar,operator:website,name:etymology:wikidata,denomination:de,name:mk,place_of_worship:type,ways,name:ro,type
way,201826216,,,,55118,Synagogenplatz,place_of_worship,,Neue Synagoge Mainz,,jewish,,http://www.jgmainz.de/synagoge.htm,yes,"POLYGON ((8.2591132 50.0090825, 8.2591046 50.0089091, 8.259285 50.0088175, 8.2593709 50.0088815, 8.2595599 50.0088828, 8.2596118 50.0088829, 8.2597724 50.0088832, 8.259773 50.0087562, 8.2595605 50.0087557, 8.2594376 50.0087518, 8.2592937 50.0086475, 8.2589403 50.0088098, 8.2589248 50.0088169, 8.2589318 50.008949, 8.2589393 50.00909, 8.2591132 50.0090825))",,synagogue,Q870253,de:Neue Synagoge Mainz,,2010-09-03,,,,,,,,,,,,,"[2118444266, 2118444262, 873813397, 2118444258, 5733332486, 6755414141, 2118444260, 5733332487, 2118444254, 2455634835, 2118444249, 8398319503, 2118444256, 4405969048, 2118444264, 2118444266]",,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203248265,Mainz,DE,,,,place_of_worship,roman_catholic,St. Albertus,,christian,,,,"POLYGON ((8.2469351 49.9974436, 8.2467561 49.9974029, 8.2468353 49.9972591, 8.2470558 49.9973092, 8.246979 49.9974487, 8.2469625 49.9974449, 8.2469351 49.9974436))",,church,,,,,,,,,,,no,,,,,,"[2132414269, 2132414267, 2132414255, 261258502, 2132414271, 2132414270, 2132414269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,207503770,Mainz,,1,55127,Daniel-Brendel-Straße,place_of_worship,catholic,Maria Königin,,christian,,,,"POLYGON ((8.1913998 49.9752173, 8.1916448 49.9752367, 8.1916892 49.975277, 8.1916805 49.9753101, 8.1916157 49.9753402, 8.191376 49.9753132, 8.1913998 49.9752173))",,church,,,,,,,,,,,,,,,,,"[2177561538, 2177561536, 2177561540, 2177561535, 2177561539, 2177561537, 2177561538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,207649040,Mainz,DE,,55116,Karmeliterstraße,place_of_worship,roman_catholic,Karmeliterkirche,,christian,,,,"POLYGON ((8.2732733 50.002638, 8.2732453 50.002724, 8.2732114 50.0028272, 8.2732012 50.00287, 8.2734208 50.002903, 8.2734339 50.0028604, 8.2736386 50.0028924, 8.2736914 50.0028736, 8.2737108 50.0028316, 8.2736761 50.0027932, 8.2735969 50.0027803, 8.2734677 50.0027593, 8.2734915 50.0026873, 8.273496 50.0026733, 8.2732733 50.002638))",,church,Q3585896,de:Karmeliterkirche (Mainz),,1320,,,,,,,,,,,,,"[2179037259, 2179037265, 2179037332, 2179037349, 2179037363, 2179037347, 2179037360, 2179037351, 2179037336, 2179037284, 2179037281, 2179037273, 2179037262, 4403870808, 2179037259]",gothic,Dekanat Mainz-Stadt,Bistum Mainz,,,,,,,white,,,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,215391785,Mainz,DE,46,55126,Rosmerthastraße,place_of_worship,catholic,Kath. Kirche St. Hedwig,,christian,,,,"POLYGON ((8.1760911 49.9950931, 8.176167 49.9950942, 8.1761772 49.9950875, 8.1761944 49.9950984, 8.1762362 49.9950711, 8.1762666 49.9950698, 8.1762859 49.9950824, 8.1763012 49.9950727, 8.1763397 49.995073, 8.1763401 49.9950515, 8.1763514 49.9950446, 8.1763381 49.9950356, 8.1763908 49.9950032, 8.176391 49.9949825, 8.176416 49.9949826, 8.1764279 49.9949747, 8.1764268 49.9949583, 8.1764152 49.9949517, 8.1763879 49.9949514, 8.1763874 49.9949335, 8.1762043 49.9949316, 8.1761142 49.9949862, 8.176114 49.9950374, 8.1760777 49.9950373, 8.1760775 49.9950836, 8.1760911 49.9950931))",,yes,,,,,,,,,,,,,,,,,"[2248092942, 9028902968, 2595907871, 2595907872, 2595907863, 7242188337, 2595907870, 7242188334, 7242188335, 2248092937, 7242188336, 2595907854, 2595907847, 2595907841, 2595907842, 7242188338, 7242188339, 2595907840, 2595907834, 2248092920, 2595907829, 2248092921, 2595907857, 2595907856, 2595907868, 2248092942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,217274259,Mainz,,4,55128,Backhaushohl,place_of_worship,roman_catholic,St. Achatius,,christian,,,no,"POLYGON ((8.2530877 49.988525, 8.2531478 49.9886699, 8.2531675 49.9886668, 8.2531787 49.9886937, 8.2532147 49.9887047, 8.2532249 49.9887309, 8.2532349 49.9887566, 8.2532518 49.9887539, 8.2532565 49.9887598, 8.2532639 49.9887642, 8.2532731 49.9887669, 8.2532833 49.9887675, 8.2532931 49.9887659, 8.2533016 49.9887623, 8.2533077 49.9887571, 8.2533109 49.9887508, 8.2533107 49.9887443, 8.2533235 49.9887423, 8.2533132 49.988716, 8.2533032 49.9886904, 8.2533255 49.9886688, 8.2533141 49.9886414, 8.2533317 49.9886384, 8.2532716 49.9884935, 8.2531838 49.9885085, 8.2530877 49.988525))",,church,Q828587,de:St. Achatius (Mainz),,,Bing,,,,,,,,,,,,"[2265542202, 2265542206, 2265542205, 2265542210, 2265542209, 5739800624, 2265542212, 5738870255, 5738870258, 5738870259, 5738870260, 5738870261, 5738870262, 5738870263, 5738870269, 5738870270, 5738870254, 2265542211, 5739800623, 2265542208, 2265542207, 2265542204, 2265542203, 2265542201, 6837321218, 2265542202]",,,,4,gdke,,,,,white,,,darkgrey,,,,https://commons.wikimedia.org/wiki/File:St_Achatius_Zahlbach.jpg,,,plaster,,,,Category:St. Achatius (Mainz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,226313556,,,,55124,Kapellenstraße,place_of_worship,catholic,14-Nothelfer-Kapelle,,christian,,,no,"POLYGON ((8.1987008 50.0074277, 8.1987922 50.0073748, 8.1985652 50.0072129, 8.1985194 50.0072395, 8.1984738 50.0072659, 8.1987008 50.0074277))",,church,,de:Vierzehn-Nothelfer-Kapelle (Mainz-Gonsenheim),,,,,,,,,,,,,,,"[2351626200, 2351626199, 2351626197, 261738771, 2351626198, 2351626200]",,,,,,,,,,,,,,,,,File:Vierzehn-Nothelfer-Kapelle-Mainz-Gonsenheim.jpg,,,,,,,,,,,,,,,,,,,,,http://www.bistummainz.de/pfarreien/dekanat-mainz-stadt/gonsenheim_st_stephan/Orte/Kapelle.html,,,,,,,,,,,,,,Q219014,,,,,,
way,227211178,,,,55127,Marc-Chagall-Straße,place_of_worship,protestant,Evangelische Kirche in Drais,,christian,,http://www.evkirchefinthendrais.de/,,"POLYGON ((8.191431 49.9718466, 8.1915441 49.9718708, 8.191572 49.9718768, 8.1916294 49.9717657, 8.1914884 49.9717355, 8.191431 49.9718466))",,church,,,,,,,,,,,yes,,,,,,"[2359250806, 2359250812, 652813292, 2359250804, 2359250801, 2359250806]",,,,,,,,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,233232807,Mainz,DE,4,55126,Kirchgasse,place_of_worship,catholic,St. Martin,,christian,,,,"POLYGON ((8.1742555 49.9866535, 8.1746047 49.9868209, 8.1746594 49.9868408, 8.1746965 49.9868375, 8.1747153 49.9868196, 8.1747124 49.9868006, 8.1747217 49.9867942, 8.174755 49.9868071, 8.1748101 49.9867994, 8.1748428 49.9867696, 8.1748349 49.9867367, 8.1748021 49.9867244, 8.1748115 49.9867179, 8.1748387 49.9867162, 8.1748649 49.9866941, 8.1748636 49.98667, 8.1748197 49.98665, 8.1748232 49.986647, 8.1747779 49.9866263, 8.1747869 49.9866186, 8.1747327 49.9865932, 8.1747248 49.9866, 8.1746551 49.9865653, 8.174672 49.986551, 8.1746473 49.9865374, 8.174621 49.986524, 8.1746037 49.9865385, 8.1744677 49.9864702, 8.174415 49.9865119, 8.1743595 49.9864835, 8.1742941 49.9865367, 8.1743388 49.9865594, 8.1743118 49.9865852, 8.1742555 49.9866535))",,church,,,,,,,,,,,,,,,,,"[2415860883, 2415860845, 2415860956, 2415860952, 8856189641, 8856189640, 2415860947, 2415860878, 2415860926, 2415860920, 5113453435, 5113453434, 7676496493, 2415860914, 2415860915, 2415860912, 7676496492, 7676496491, 2415860899, 7676496490, 7676496489, 7676496488, 7676496487, 7676496486, 5204667371, 7676496485, 7676466284, 2415860867, 2415860855, 2415860826, 2415860974, 2415860865, 5204667370, 2415860883]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,233788530,,,,,,place_of_worship,protestant,Pauluskirche,,christian,,,limited,"POLYGON ((8.2527034 50.0102507, 8.2527313 50.0102339, 8.2527448 50.010158, 8.2529835 50.0101684, 8.2529888 50.0102253, 8.2530398 50.0102615, 8.2530371 50.0102942, 8.2529862 50.0103183, 8.2528601 50.0103097, 8.2528574 50.0102839, 8.2528279 50.0102822, 8.2527868 50.0103182, 8.2527034 50.0102507))",,church,,,,,,,,,,,,,,,,,"[2421243598, 2421243594, 2421243595, 2421243590, 2421243589, 2421243592, 2421243597, 2421243596, 2421243593, 2421243599, 2421243600, 2362889917, 2421243598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237655352,Mainz,,1,55118,Gartenfeldstraße,place_of_worship,,Freireligiöse Gemeinde Mainz,,free_religious,,,,"POLYGON ((8.2623428 50.0042261, 8.2623094 50.0041928, 8.2622767 50.0041603, 8.2624902 50.0040717, 8.2625563 50.0041374, 8.2624198 50.0041941, 8.2623428 50.0042261))",,yes,,,,,,,,,,,,,,,,,"[2455270682, 2455270679, 2455270673, 2455270659, 2455270671, 2455270680, 2455270682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.freireligioese-gemeinde-mainz.de,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237910174,Mainz,,2,55118,Wallaustraße,place_of_worship,new_apostolic,Neuapostolische Kirche,,christian,,,yes,"POLYGON ((8.2644601 50.0076826, 8.2645838 50.0077449, 8.2645649 50.0077604, 8.2645778 50.0077734, 8.2645918 50.0077875, 8.2645229 50.0078264, 8.2644991 50.007809, 8.2644378 50.0078593, 8.2644611 50.007871, 8.2644049 50.0079088, 8.2642557 50.007831, 8.2642971 50.0077927, 8.264315 50.0078017, 8.2644601 50.0076826))",,public,,,,,,,,,,,,,,,,,"[2457816404, 2457816406, 2457816407, 2457816409, 2457816410, 2457816415, 2457816413, 2457816418, 2457816420, 2457816423, 2457816416, 2457816411, 2457816412, 2457816404]",,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248095019,Mainz,DE,32,55128,Bahnstraße,place_of_worship,roman_catholic,,,christian,,,,"POLYGON ((8.2467371 49.9828483, 8.2468343 49.9827088, 8.2470451 49.9827696, 8.2469511 49.9829046, 8.2468861 49.9828858, 8.2468548 49.9829308, 8.2467933 49.982913, 8.2468215 49.9828726, 8.2467371 49.9828483))",,chapel,,,,,,,,,,,,,,,,,"[2549400691, 2549400627, 2549400642, 2549400736, 2549400714, 2549400765, 2549400742, 2549400705, 2549400691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248988920,Mainz,DE,153,55120,Hauptstraße,place_of_worship,roman_catholic,St. Nikolaus,,christian,,,,"POLYGON ((8.2224413 50.0226163, 8.2226778 50.0225502, 8.2226905 50.0225708, 8.2227633 50.0225523, 8.2227407 50.0225157, 8.2226679 50.0225343, 8.2226609 50.0225156, 8.2227636 50.0224785, 8.222755 50.022451, 8.2227413 50.0224233, 8.2226712 50.0224357, 8.222606 50.0223321, 8.2225115 50.0223505, 8.2224533 50.0222996, 8.222307 50.0223403, 8.2223275 50.0223988, 8.2222424 50.0224357, 8.222304 50.0225308, 8.2223111 50.0225884, 8.2224093 50.0225839, 8.2224413 50.0226163))",,church,Q19309386,,,,,,,,,,,,,,,,"[2556931112, 2556931074, 2556931084, 2556931070, 2556931053, 2556931061, 2556931051, 2556931032, 9612705168, 2556931001, 2556931000, 3358855963, 3358855964, 2556930918, 2556930934, 2556930978, 2556931010, 2556931059, 2556931097, 2556931092, 2556931112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248989194,Mainz,DE,65,55120,Hauptstraße,place_of_worship,roman_catholic,Herz-Jesu,,christian,,,,"POLYGON ((8.2307464 50.0199208, 8.2308226 50.0198779, 8.2307831 50.0198464, 8.2308908 50.0197866, 8.2309289 50.0198153, 8.2310059 50.0197696, 8.2308747 50.019675, 8.2308908 50.0196651, 8.230731 50.0195511, 8.2306607 50.0195487, 8.2306277 50.0195695, 8.2305712 50.0195384, 8.2305045 50.0195421, 8.2304547 50.0195723, 8.2304437 50.0196071, 8.2303968 50.019633, 8.2303799 50.0196208, 8.2303044 50.0196575, 8.2303118 50.0197489, 8.2303623 50.0197781, 8.2303909 50.0197626, 8.2304232 50.0197673, 8.2304305 50.0197918, 8.230539 50.0198732, 8.2306225 50.0198294, 8.2307464 50.0199208))",,church,,,,1911,,,,,,,,,,,,,"[2556929918, 2556929913, 2556929907, 2556929888, 2556929899, 2556929885, 2556929866, 2556929863, 2556929845, 2556929844, 2556929848, 2556929842, 2556929843, 2556929849, 2556929853, 2556929856, 2556929855, 2556929861, 2556929879, 2556929886, 2556929880, 2556929884, 2556929891, 2556929911, 2556929901, 2556929918]",,,,,,,,,,,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/ca/Herz-Jesu_Mombach.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,269641289,Mainz,DE,31,55130,Pfarrer-Goedecker-Straße,place_of_worship,catholic,Maria Heimsuchung,,christian,,,,"POLYGON ((8.3103029 49.9645017, 8.3104365 49.9645017, 8.3104365 49.9644679, 8.3104365 49.9644468, 8.3104675 49.9644468, 8.3104675 49.9644223, 8.3105339 49.9644223, 8.3105339 49.9642835, 8.3104922 49.9642835, 8.3104922 49.9642554, 8.3104643 49.9642554, 8.3104643 49.9641483, 8.3102763 49.9641483, 8.3102763 49.9642774, 8.3102035 49.9642774, 8.3102035 49.9644215, 8.3102693 49.9644215, 8.3102693 49.9644415, 8.3103029 49.9644415, 8.3103029 49.9644784, 8.3103029 49.9645017))",,church,Q30323253,,,,,,,,,,,,,,,,"[2748043852, 2748043853, 10657918545, 2748043848, 2748043850, 2748043840, 2748043842, 2748043826, 2748043823, 2748043814, 2748043812, 2748043798, 2748043797, 2748043819, 2748043818, 2748043837, 2748043838, 2748043844, 2748043846, 10657918544, 2748043852]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291799760,Mainz,DE,16,55129,Senefelderstraße,place_of_worship,,Evangelische Kirche,,christian,,,yes,"POLYGON ((8.2526132 49.9137295, 8.2526539 49.9137433, 8.2527011 49.9137461, 8.2527484 49.9137447, 8.2527762 49.913735, 8.2527977 49.9137226, 8.2527988 49.9136311, 8.25276 49.9136266, 8.252772 49.9134946, 8.2526668 49.9134891, 8.2526668 49.9134683, 8.2525534 49.9134663, 8.2525467 49.9136093, 8.2526208 49.9136102, 8.2526132 49.9137295))",,yes,,,,,,,,,,,yes,,,,,,"[2953063435, 2953063434, 2953063439, 2953063441, 2953063437, 2953063438, 2953063442, 2953063440, 2953061930, 2953061931, 2953061932, 2953063433, 2953063436, 2953061929, 2953063435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebersheim,,,,,,,,,,,,,,,,,,,,,,
way,301444170,Mainz,,15,55118,Barbarossaring,place_of_worship,,Türkisches Kulturzentrum,,muslim,,,limited,"POLYGON ((8.2507969 50.0096597, 8.2505978 50.0098281, 8.2504679 50.0097609, 8.2506636 50.0095942, 8.2507969 50.0096597))",,yes,,,,,,,,,,,,,,,,,"[3054993412, 2465279257, 2465279254, 3054993411, 3054993412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,310672623,,,,,,place_of_worship,,Trauerhalle,,christian,,,,"POLYGON ((8.3096633 49.9653121, 8.3095955 49.965195, 8.3094797 49.9652227, 8.3095474 49.9653399, 8.3096633 49.9653121))",,chapel,,,,,,,,,,,,,,,,,"[3161303059, 3161303057, 3161303058, 3161303060, 3161303059]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330825052,Mainz,DE,2,55124,Zur Oberlache,place_of_worship,free_evangelical,enChristo,+49 6131 1430720,christian,,https://www.enchristo.de/,,"POLYGON ((8.2125636 49.9969423, 8.2127029 49.9967716, 8.2127192 49.9967515, 8.212946 49.996828, 8.2127904 49.9970187, 8.2125636 49.9969423))",,church,,,,,,,,,,,,,,,,,"[1194755824, 3378281261, 3378281263, 1194755774, 1194755852, 1194755824]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEGW,,,,,
way,332877897,Mainz,DE,1,55126,Huttenstraße,place_of_worship,protestant,Evangelische Kirche,,christian,,,,"POLYGON ((8.1752087 49.9903904, 8.1752862 49.9902514, 8.1753767 49.9902722, 8.1753703 49.9902837, 8.1754747 49.9903077, 8.1755875 49.9903337, 8.1755784 49.9903499, 8.1755959 49.990354, 8.1756287 49.9903783, 8.1756131 49.9904069, 8.17557 49.9904107, 8.1755526 49.9904067, 8.1755424 49.990425, 8.1754367 49.9904006, 8.175367 49.9903846, 8.1753462 49.990422, 8.1752087 49.9903904))",,yes,,,,,,,,,,,,,,,,,"[3399926878, 3399926879, 7242443073, 7242443074, 7242443083, 3399926880, 3399926883, 3399926884, 7242443075, 7242443076, 3399926885, 3399926886, 3399926887, 8904695123, 7242443072, 7242443071, 3399926878]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351183566,,,,,,place_of_worship,,Kreuzkapelle,,christian,,,,"POLYGON ((8.2198449 50.022765, 8.2199009 50.0227671, 8.2199049 50.0227238, 8.2198489 50.0227217, 8.2198449 50.022765))",,chapel,,,,1814,,,,,,,,,,,,24/7,"[3569165104, 3569165105, 3569165103, 3569165102, 3569165104]",,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382885956,,,58,55127,Hebbelstraße,place_of_worship,protestant,Maria-Magdalena,,christian,,,limited,"POLYGON ((8.1953692 49.95778, 8.1954138 49.9576624, 8.1953777 49.9576567, 8.1953947 49.9576118, 8.1952944 49.9575961, 8.1952894 49.9576092, 8.1952314 49.9576001, 8.1952239 49.9576199, 8.1950525 49.957593, 8.1949873 49.9577653, 8.1951366 49.9577887, 8.1951528 49.9577461, 8.1953692 49.95778))",,church,,,,,,,,,,,,,,,,,"[3860940848, 3860940841, 3860940839, 3860940834, 3860940830, 3860940833, 3860940831, 3860940835, 3860940829, 4471302967, 4471302966, 4471302965, 3860940848]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,383437969,,DE,24,,Ober-Olmer Straße,place_of_worship,catholic,Maria-Hilf-Kapelle,,christian,,,no,"POLYGON ((8.1893966 49.9732647, 8.1895269 49.9732425, 8.1895052 49.9731901, 8.189375 49.9732124, 8.1893966 49.9732647))",,chapel,,,,,,,,,,,,,,,,,"[3867074488, 3867074485, 3867074479, 3867074482, 3867074488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,392488813,Mainz,,,55129,August-Horch-Straße,place_of_worship,orthodox,Sankt Nikolaus Kirche,+49 171 2112711,christian,,http://sveti-nikola.de,,"POLYGON ((8.2532198 49.9598592, 8.2532695 49.9598582, 8.2532695 49.9598593, 8.2533075 49.9598585, 8.2533084 49.9598784, 8.2533362 49.9598877, 8.2533368 49.9599038, 8.2533101 49.9599141, 8.253311 49.9599337, 8.253273 49.9599345, 8.2532731 49.9599356, 8.2532234 49.9599366, 8.2532233 49.9599354, 8.2531595 49.9599366, 8.2531592 49.9599288, 8.2531223 49.9599295, 8.2531218 49.9599177, 8.2531118 49.9599179, 8.2531109 49.9599001, 8.2531101 49.9598822, 8.2531201 49.959882, 8.2531194 49.9598681, 8.2531563 49.9598674, 8.253156 49.9598615, 8.2532198 49.9598603, 8.2532198 49.9598592))",,church,Q23563153,de:Kirche Heiliger Nikolaus (Mainz-Hechtsheim),Kirche Heiliger Nikolaus,2015,,,,,,,,,,,,,"[3957064101, 3957064100, 3957064111, 3957064103, 3957064112, 3957064108, 3957064114, 3957064096, 3957064106, 3957064119, 3957064113, 3957064118, 3957064107, 3957064099, 3957064117, 3957064110, 3957064094, 3957064109, 3957064095, 3957064115, 3957064092, 3957064098, 3957064104, 3957064097, 3957064116, 3957064101]",,,,,,,Sankt Nikolaus Kirche,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Skt_Nikolaus_Mainz.JPG,,,,,,,,,,,,Saint Nicolas Church,,,,,,,,,,,,,,,,,,,,,,,,,Македонска Православна Црковна Општина Свети Никола,,,,
way,450630674,,,,,,place_of_worship,,,,christian,,,,"POLYGON ((8.1754853 49.9873305, 8.1755831 49.9872259, 8.1755974 49.9872308, 8.1756105 49.9872169, 8.1756465 49.9872127, 8.1756787 49.9872233, 8.1756893 49.9872497, 8.1756771 49.987262, 8.1756901 49.9872673, 8.175588 49.9873752, 8.1755465 49.9873588, 8.1754853 49.9873305))",,yes,,,,,,,,,,,,,,,,,"[4475498429, 4475498430, 4475498431, 4475498432, 4475498433, 4475498434, 4475498435, 8936857756, 8936857757, 4475498436, 3440503558, 4475498429]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,457715921,,,,,,place_of_worship,catholic,Wegekapelle Koppernweg,,christian,,,,"POLYGON ((8.3056765 49.9573642, 8.3056494 49.957347, 8.3056739 49.957331, 8.305701 49.9573483, 8.3056765 49.9573642))",,yes,,,,,,,,,,,,,,,,,"[4538158961, 4538158960, 4538158959, 4538158958, 4538158961]",,,,,,wayside_chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shrine,,,
way,508678309,,,,,,place_of_worship,protestant,Inselkirche,,christian,,,no,"POLYGON ((8.2149067 50.0041148, 8.2149314 50.0041215, 8.214937 50.0041135, 8.2149529 50.0041206, 8.2149719 50.0041232, 8.2149909 50.0041209, 8.2150072 50.0041141, 8.2150181 50.0041039, 8.2150222 50.0040917, 8.2150186 50.0040795, 8.2150081 50.004069, 8.2149921 50.004062, 8.2149732 50.0040594, 8.2149786 50.0040501, 8.2149524 50.004043, 8.2149533 50.0040384, 8.2149465 50.0040229, 8.2149311 50.0040102, 8.2149092 50.0040023, 8.2148843 50.0040003, 8.2148602 50.0040046, 8.2148433 50.0040131, 8.2147723 50.0039938, 8.2147597 50.0040128, 8.2147381 50.0040455, 8.2147251 50.0040652, 8.2148053 50.0040871, 8.2148055 50.0040899, 8.2148165 50.0041049, 8.2148357 50.0041162, 8.2148602 50.0041218, 8.2148861 50.004121, 8.2149067 50.0041148))",,church,,,,,,,,,,,,,,,,,"[4979358748, 4979358756, 4979358770, 4979358771, 4979358779, 4979358772, 4979358773, 4979358774, 4979358775, 4979358776, 4979358777, 4979358778, 4979358780, 4979358757, 4979358749, 4979358764, 4979358765, 4979358766, 4979358767, 4979358768, 4979358769, 4979358750, 4979358758, 4979358753, 4979358752, 4979358755, 4979358747, 4979358759, 4979358760, 4979358761, 4979358762, 4979358763, 4979358748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,556568775,Mainz,,15,55129,Curiestraße,place_of_worship,,Bosnische Moschee,,muslim,,,,"POLYGON ((8.2661255 49.9704779, 8.2663305 49.9705305, 8.2663699 49.9705597, 8.2663833 49.9705521, 8.2663965 49.9705444, 8.2664974 49.9704882, 8.2664496 49.9704365, 8.2664072 49.97042, 8.2663574 49.9704002, 8.2663113 49.9704262, 8.2661924 49.970395, 8.2661723 49.9704284, 8.2661539 49.9704273, 8.2661255 49.9704779))",,mosque,,,,,,,,,,,,,,,,,"[5368924652, 5368924653, 5368924654, 5368924662, 5368924663, 5368924655, 5368924656, 5368924668, 5368924657, 5368924658, 5368924659, 5368924660, 5368924661, 5368924652]",,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,722868565,Mainz,,,55116,Hintere Christofsgasse,place_of_worship,,St. Josefskapelle,,christian,,,,"POLYGON ((8.272048 50.0016484, 8.2721016 50.0016599, 8.272213 50.0016255, 8.2722156 50.0015799, 8.2721688 50.0015308, 8.2720853 50.0015162, 8.2720522 50.0015277, 8.2720134 50.0015377, 8.2719929 50.0015922, 8.272048 50.0016484))",,chapel,Q1542413,de:Kapellen in Mainz,St. Josefskapelle,1715,https://www.kuladig.de/Objektansicht/O-118771-20150320-7,,,,,,,,,,,,"[1156200783, 1156200712, 1156200608, 6780552131, 6780552130, 6780552129, 6780535133, 6780535132, 6780535131, 1156200783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,2912867,Mainz,,317,55120,Westring,place_of_worship,coptic_orthodox,St. Kyrillos Koptisch-orthodoxe Kirche Mainz,,christian,,,,"POLYGON ((8.2192409 50.0178807, 8.2192451 50.0175313, 8.2187089 50.0175286, 8.2187047 50.0178781, 8.2192409 50.0178807), (8.2188133 50.01781, 8.2188158 50.017598, 8.2189714 50.0175988, 8.2189689 50.0178108, 8.2188133 50.01781))",,church,,,,,,,,,,,,,,,,,"[[[2294003284, 2294003285, 2294003276, 2294003275, 2294003284], [2294003283, 2294003278, 2294003277, 2294003282, 2294003283]]]",,,,,,,St. Kyrillos Koptisch-orthodoxe Kirche Mainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,koptische Kirche,,,,,,,,,,,,,,,,,,,,,"[220271320, 220271321]",Biserica coptă „Sfântul Chiril” Mainz,multipolygon
