element_type,osmid,addr:housenumber,addr:postcode,addr:street,geometry,addr:city,amenity,operator,nodes,building,name,tourism,website,addr:country,building:levels,social_facility,internet_access,rooms,wheelchair,email,internet_access:fee,old_name,opening_hours,phone,roof:levels,roof:shape,addr:place,addr:source,addr:suburb,ways,type
way,467162317,,,,"POLYGON ((7.7110984 49.4254123, 7.7111754 49.4255008, 7.7112901 49.4254586, 7.7112401 49.425401, 7.7112902 49.4253826, 7.7112633 49.4253516, 7.711216 49.425369, 7.7110984 49.4254123))",,,,"[4618161424, 4618161419, 4618161418, 4618161417, 4618161416, 4618161415, 4618161423, 4618161424]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162318,,,,"POLYGON ((7.7110229 49.4253255, 7.7110984 49.4254123, 7.711216 49.425369, 7.7111658 49.4253113, 7.7112148 49.4252933, 7.7111895 49.4252643, 7.7111298 49.4252862, 7.7110229 49.4253255))",,,,"[4618161425, 4618161424, 4618161423, 4618161422, 4618161421, 4618161420, 4618161447, 4618161425]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162319,,,,"POLYGON ((7.7111881 49.4256004, 7.7112194 49.4256985, 7.7113499 49.4256808, 7.7113294 49.4256165, 7.7113841 49.4256091, 7.7113733 49.4255754, 7.7113095 49.425584, 7.7111881 49.4256004))",,,,"[4618161430, 4618161437, 4618161431, 4618161429, 4618161428, 4618161427, 4618161426, 4618161430]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162320,,,,"POLYGON ((7.7112194 49.4256985, 7.7112512 49.425798, 7.7112599 49.4257969, 7.7113806 49.4257806, 7.7113599 49.4257155, 7.7114175 49.4257077, 7.7114065 49.4256732, 7.7113499 49.4256808, 7.7112194 49.4256985))",,,,"[4618161437, 4618161436, 4618161406, 4618161435, 4618161434, 4618161433, 4618161432, 4618161431, 4618161437]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162321,,,,"POLYGON ((7.7108601 49.4251529, 7.7109358 49.4252401, 7.711051 49.4251977, 7.7110009 49.42514, 7.7110484 49.4251225, 7.7110228 49.4250931, 7.7109656 49.4251141, 7.7108601 49.4251529))",,,,"[4618161442, 4618161449, 4618161443, 4618161441, 4618161440, 4618161439, 4618161438, 4618161442]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162322,,,,"POLYGON ((7.7109358 49.4252401, 7.7110132 49.4253291, 7.7110229 49.4253255, 7.7111298 49.4252862, 7.7110787 49.4252274, 7.7111287 49.4252089, 7.7111025 49.4251788, 7.711051 49.4251977, 7.7109358 49.4252401))",,,,"[4618161449, 4618161448, 4618161425, 4618161447, 4618161446, 4618161445, 4618161444, 4618161443, 4618161449]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162323,,,,"POLYGON ((7.7106849 49.4249216, 7.7106053 49.4248336, 7.7107199 49.4247897, 7.7107722 49.4248476, 7.7108224 49.4248283, 7.7108497 49.4248585, 7.7107993 49.4248778, 7.7106849 49.4249216))",,,,"[4618161459, 4618161454, 4618161453, 4618161452, 4618161451, 4618161450, 4618161458, 4618161459]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162324,,,,"POLYGON ((7.7107629 49.4250079, 7.7106849 49.4249216, 7.7107993 49.4248778, 7.7108508 49.4249346, 7.7108984 49.4249164, 7.710925 49.4249458, 7.7108686 49.4249674, 7.7107629 49.4250079))",,,,"[4618161460, 4618161459, 4618161458, 4618161457, 4618161456, 4618161455, 4618161523, 4618161460]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162325,,,,"POLYGON ((7.7123394 49.4229949, 7.7123353 49.4230968, 7.7124664 49.423099, 7.7124691 49.4230326, 7.7125267 49.4230336, 7.7125281 49.4229981, 7.7124503 49.4229968, 7.7123394 49.4229949))",,,,"[4618161466, 4618161465, 4618161464, 4618161463, 4618161462, 4618161461, 4618161470, 4618161466]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162326,,,,"POLYGON ((7.7123249 49.422895, 7.712321 49.4229946, 7.7123394 49.4229949, 7.7124503 49.4229968, 7.7124529 49.4229306, 7.7125111 49.4229315, 7.7125124 49.4228981, 7.7124353 49.4228968, 7.7123249 49.422895))",,,,"[4618161472, 4618161471, 4618161466, 4618161470, 4618161469, 4618161468, 4618161467, 4618161476, 4618161472]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162327,,,,"POLYGON ((7.7123075 49.4227944, 7.7123035 49.4228946, 7.7123249 49.422895, 7.7124353 49.4228968, 7.7124379 49.4228309, 7.7124946 49.4228318, 7.7124959 49.4227976, 7.7124174 49.4227963, 7.7123075 49.4227944))",,,,"[4618161478, 4618161477, 4618161472, 4618161476, 4618161475, 4618161474, 4618161473, 4618161481, 4618161478]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162328,,,,"POLYGON ((7.7124233 49.4226931, 7.7124773 49.422694, 7.7124758 49.4227313, 7.71242 49.4227303, 7.7124174 49.4227963, 7.7123075 49.4227944, 7.7122824 49.422794, 7.7122865 49.4226908, 7.7124233 49.4226931))",,,,"[4618161485, 4618161484, 4618161483, 4618161482, 4618161481, 4618161478, 4618161480, 4618161479, 4618161485]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162329,,,,"POLYGON ((7.7133447 49.422941, 7.7133457 49.4229093, 7.7133716 49.4229096, 7.7133738 49.4228388, 7.713175 49.4228362, 7.7131739 49.4228703, 7.7132292 49.422871, 7.7132271 49.4229395, 7.7133447 49.422941))",,,,"[4618161497, 4618161492, 4618161491, 4618161490, 4618161489, 4618161488, 4618161487, 4618161486, 4618161497]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162330,,,,"POLYGON ((7.7133211 49.4230433, 7.7133222 49.423009, 7.7133425 49.4230092, 7.7133447 49.422941, 7.7132271 49.4229395, 7.7131533 49.4229385, 7.7131522 49.422974, 7.7132074 49.4229748, 7.7132053 49.4230418, 7.7133211 49.4230433))",,,,"[4618161504, 4618161499, 4618161498, 4618161497, 4618161486, 4618161496, 4618161495, 4618161494, 4618161493, 4618161504]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162331,,,,"POLYGON ((7.7131309 49.4230408, 7.7132053 49.4230418, 7.7133211 49.4230433, 7.713318 49.4231441, 7.7131836 49.4231424, 7.7131857 49.4230762, 7.7131298 49.4230754, 7.7131309 49.4230408))",,,,"[4618161505, 4618161493, 4618161504, 4618161503, 4618161502, 4618161501, 4618161500, 4618161505]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162332,,,,"POLYGON ((7.7109944 49.425036, 7.7108315 49.4250984, 7.7107531 49.4250117, 7.7107629 49.4250079, 7.7108686 49.4249674, 7.7109205 49.4250248, 7.7109678 49.4250066, 7.7109944 49.425036))",,,,"[4618161526, 4618161525, 4618161524, 4618161460, 4618161523, 4618161522, 4618161521, 4618161526]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162334,,,,"POLYGON ((7.7100453 49.424229, 7.7099871 49.4243244, 7.7101126 49.4243568, 7.7101509 49.424294, 7.7102028 49.4243074, 7.7102227 49.4242748, 7.7101701 49.4242612, 7.7100453 49.424229))",,,,"[4618161547, 4618161542, 4618161541, 4618161540, 4618161539, 4618161538, 4618161546, 4618161547]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162335,,,,"POLYGON ((7.7101017 49.4241367, 7.7100453 49.424229, 7.7101701 49.4242612, 7.7102064 49.4242018, 7.71026 49.4242157, 7.7102801 49.4241827, 7.7102284 49.4241694, 7.7101017 49.4241367))",,,,"[4618161549, 4618161547, 4618161546, 4618161545, 4618161544, 4618161543, 4618161550, 4618161549]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162336,,,,"POLYGON ((7.7103348 49.4240884, 7.7103157 49.4241197, 7.7102665 49.424107, 7.7102284 49.4241694, 7.7101017 49.4241367, 7.7101589 49.424043, 7.7103348 49.4240884))",,,,"[4618161553, 4618161552, 4618161551, 4618161550, 4618161549, 4618161548, 4618161553]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162337,,,,"POLYGON ((7.7107053 49.4245936, 7.7106356 49.4247085, 7.7104918 49.4246715, 7.7105409 49.4245907, 7.7106348 49.4246148, 7.7106555 49.4245807, 7.7107053 49.4245936))",,,,"[4618161557, 4618161556, 4618161561, 4618161567, 4618161555, 4618161554, 4618161557]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162338,,,,"POLYGON ((7.7103996 49.4245546, 7.7104194 49.424522, 7.710374 49.4245104, 7.7103544 49.4245425, 7.710255 49.424517, 7.7102057 49.424598, 7.7103506 49.4246353, 7.7103996 49.4245546))",,,,"[4618161563, 4618161560, 4618161559, 4618161558, 4618161574, 4618161568, 4618161562, 4618161563]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162339,,,,"POLYGON ((7.7105409 49.4245907, 7.7105619 49.4245561, 7.7105114 49.4245431, 7.7104902 49.4245779, 7.7103996 49.4245546, 7.7103506 49.4246353, 7.7104918 49.4246715, 7.7105409 49.4245907))",,,,"[4618161567, 4618161566, 4618161565, 4618161564, 4618161563, 4618161562, 4618161561, 4618161567]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162340,,,,"POLYGON ((7.710255 49.424517, 7.7102755 49.4244831, 7.7102247 49.4244701, 7.7102049 49.4245027, 7.7101062 49.4244773, 7.7100563 49.4245596, 7.7102057 49.424598, 7.710255 49.424517))",,,,"[4618161574, 4618161573, 4618161572, 4618161571, 4618161570, 4618161569, 4618161568, 4618161574]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162342,,,,"POLYGON ((7.7129605 49.4225762, 7.7130584 49.4225775, 7.7130573 49.4226142, 7.7131106 49.4226149, 7.7131144 49.4224894, 7.7129631 49.4224875, 7.7129605 49.4225762))",,,,"[4618161583, 4618161582, 4618161581, 4618161580, 4618161579, 4618161586, 4618161583]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162343,,,,"POLYGON ((7.7129594 49.4226121, 7.7129605 49.4225762, 7.7129631 49.4224875, 7.7128076 49.4224855, 7.712805 49.4225735, 7.7129052 49.4225748, 7.7129041 49.4226114, 7.7129594 49.4226121))",,,,"[4618161587, 4618161583, 4618161586, 4618161593, 4618161599, 4618161585, 4618161584, 4618161587]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162344,,,,"POLYGON ((7.7126519 49.4225728, 7.7126508 49.4226078, 7.7125933 49.4226071, 7.7125944 49.4225705, 7.7124935 49.4225692, 7.7124961 49.4224815, 7.7126546 49.4224836, 7.7126519 49.4225728))",,,,"[4618161595, 4618161592, 4618161591, 4618161590, 4618161589, 4618161588, 4618161594, 4618161595]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162345,,,,"POLYGON ((7.712805 49.4225735, 7.7128039 49.4226101, 7.7127517 49.4226094, 7.7127528 49.4225741, 7.7126519 49.4225728, 7.7126546 49.4224836, 7.7128076 49.4224855, 7.712805 49.4225735))",,,,"[4618161599, 4618161598, 4618161597, 4618161596, 4618161595, 4618161594, 4618161593, 4618161599]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162346,,,,"POLYGON ((7.7141521 49.4233621, 7.7142819 49.4234169, 7.714215 49.423484, 7.7141774 49.4235216, 7.7141329 49.4235028, 7.7141633 49.4234724, 7.714078 49.4234364, 7.7141521 49.4233621))",,,,"[4618161617, 4618161612, 4618161611, 4618161610, 4618161609, 4618161608, 4618161616, 4618161617]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162347,,,,"POLYGON ((7.7141521 49.4233621, 7.714078 49.4234364, 7.7140484 49.423466, 7.7140037 49.4234471, 7.7140337 49.423417, 7.7139497 49.4233815, 7.7140233 49.4233077, 7.7141521 49.4233621))",,,,"[4618161617, 4618161616, 4618161615, 4618161614, 4618161613, 4618161620, 4618161619, 4618161617]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162348,,,,"POLYGON ((7.7138142 49.423324, 7.7139053 49.4233624, 7.7138755 49.4233922, 7.7139201 49.4234111, 7.7139497 49.4233815, 7.7140233 49.4233077, 7.7138876 49.4232504, 7.7138142 49.423324))",,,,"[4618161624, 4618161623, 4618161622, 4618161621, 4618161620, 4618161619, 4618161618, 4618161624]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162349,,,,"POLYGON ((7.7138236 49.4238274, 7.7136922 49.423773, 7.7137643 49.4236992, 7.713793 49.4236699, 7.7138375 49.4236883, 7.7138088 49.4237176, 7.7138958 49.4237536, 7.7138305 49.4238204, 7.7138236 49.4238274))",,,,"[4618161628, 4618161635, 4618161629, 4618161627, 4618161626, 4618161625, 4618161640, 4618161641, 4618161628]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162350,,,,"POLYGON ((7.7136922 49.423773, 7.7135626 49.4237193, 7.713628 49.4236524, 7.7136653 49.4236144, 7.7137093 49.4236326, 7.7136787 49.4236638, 7.7137643 49.4236992, 7.7136922 49.423773))",,,,"[4618161635, 4618161634, 4618161633, 4618161632, 4618161631, 4618161630, 4618161629, 4618161635]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162351,,,,"POLYGON ((7.7139621 49.4238749, 7.7138305 49.4238204, 7.7138958 49.4237536, 7.7139326 49.423716, 7.7139782 49.4237349, 7.7139481 49.4237656, 7.7140341 49.4238012, 7.7139621 49.4238749))",,,,"[4618161642, 4618161641, 4618161640, 4618161639, 4618161638, 4618161637, 4618161636, 4618161642]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162352,,,,"POLYGON ((7.7142915 49.4240193, 7.7141611 49.4239652, 7.7142333 49.4238915, 7.714262 49.4238621, 7.7143065 49.4238806, 7.7142771 49.4239106, 7.7143631 49.4239462, 7.7142971 49.4240136, 7.7142915 49.4240193))",,,,"[4618161647, 4618161654, 4618161648, 4618161646, 4618161645, 4618161644, 4618161643, 4618161664, 4618161647]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162353,,,,"POLYGON ((7.7141611 49.4239652, 7.7140315 49.4239115, 7.714097 49.4238447, 7.7141343 49.4238066, 7.7141782 49.4238248, 7.7141477 49.423856, 7.7142333 49.4238915, 7.7141611 49.4239652))",,,,"[4618161654, 4618161653, 4618161652, 4618161651, 4618161650, 4618161649, 4618161648, 4618161654]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162354,,,,"POLYGON ((7.7145588 49.424122, 7.7144283 49.424068, 7.7145004 49.4239944, 7.7145296 49.4239646, 7.7145736 49.4239829, 7.7145446 49.4240125, 7.714631 49.4240483, 7.7145588 49.424122))",,,,"[4618161659, 4618161665, 4618161660, 4618161658, 4618161657, 4618161656, 4618161655, 4618161659]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162355,,,,"POLYGON ((7.7144283 49.424068, 7.7142971 49.4240136, 7.7143631 49.4239462, 7.7143992 49.4239093, 7.7144445 49.423928, 7.7144144 49.4239588, 7.7145004 49.4239944, 7.7144283 49.424068))",,,,"[4618161665, 4618161664, 4618161643, 4618161663, 4618161662, 4618161661, 4618161660, 4618161665]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162358,,,,"POLYGON ((7.7150543 49.4244465, 7.7149462 49.4243732, 7.7150445 49.4243118, 7.7151164 49.4243605, 7.7151549 49.4243365, 7.7151912 49.4243611, 7.7151469 49.4243887, 7.7150543 49.4244465))",,,,"[4618161686, 4618161685, 4618161684, 4618161683, 4618161682, 4618161681, 4618161690, 4618161686]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162359,,,,"POLYGON ((7.7151549 49.4245247, 7.7150466 49.4244513, 7.7150543 49.4244465, 7.7151469 49.4243887, 7.715219 49.4244375, 7.7152562 49.4244143, 7.7152924 49.4244389, 7.7152442 49.4244689, 7.7151549 49.4245247))",,,,"[4618161692, 4618161691, 4618161686, 4618161690, 4618161689, 4618161688, 4618161687, 4618161693, 4618161692]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162360,,,,"POLYGON ((7.7151479 49.4245291, 7.715255 49.4246016, 7.715352 49.4245411, 7.7153907 49.4245169, 7.7153542 49.4244921, 7.7153148 49.4245168, 7.7152442 49.4244689, 7.7151549 49.4245247, 7.7151479 49.4245291))",,,,"[4618161699, 4618161698, 4618161697, 4618161696, 4618161695, 4618161694, 4618161693, 4618161692, 4618161699]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162361,,,,"POLYGON ((7.7154291 49.4247103, 7.715418 49.4247172, 7.7153103 49.4246433, 7.7154494 49.4245576, 7.7154851 49.4245821, 7.7154452 49.4246067, 7.7155171 49.4246561, 7.7154291 49.4247103))",,,,"[4618161710, 4618161705, 4618161704, 4618161703, 4618161702, 4618161701, 4618161700, 4618161710]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162362,,,,"POLYGON ((7.7155347 49.4247828, 7.7154291 49.4247103, 7.7155171 49.4246561, 7.7155675 49.424625, 7.7156032 49.4246495, 7.7155622 49.4246748, 7.7156321 49.4247228, 7.7155347 49.4247828))",,,,"[4618161715, 4618161710, 4618161700, 4618161709, 4618161708, 4618161707, 4618161706, 4618161715]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162363,,,,"POLYGON ((7.715641 49.4248557, 7.7155347 49.4247828, 7.7156321 49.4247228, 7.7156712 49.4246987, 7.7157073 49.4247235, 7.7156678 49.4247478, 7.7157379 49.424796, 7.715641 49.4248557))",,,,"[4618161716, 4618161715, 4618161706, 4618161714, 4618161713, 4618161712, 4618161711, 4618161716]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162364,,,,"POLYGON ((7.7182813 49.4268492, 7.7183356 49.4269571, 7.7183459 49.4269549, 7.7184018 49.427066, 7.7184812 49.4270491, 7.7184744 49.4270355, 7.718523 49.4270252, 7.7184195 49.4268198, 7.71841 49.4268218, 7.7182813 49.4268492))",,,,"[4618161724, 4618161723, 4618161722, 4618161721, 4618161720, 4618161719, 4618161718, 4618161717, 4618161734, 4618161724]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162365,,,,"POLYGON ((7.7182309 49.4267533, 7.7181767 49.4267648, 7.7181604 49.4267324, 7.7182147 49.4267208, 7.7181814 49.4266547, 7.7183118 49.426627, 7.7183614 49.4267255, 7.7182309 49.4267533))",,,,"[4618161732, 4618161729, 4618161728, 4618161727, 4618161726, 4618161725, 4618161733, 4618161732]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162366,,,,"POLYGON ((7.7182267 49.4268608, 7.7182813 49.4268492, 7.71841 49.4268218, 7.7183614 49.4267255, 7.7182309 49.4267533, 7.7182629 49.4268167, 7.7182102 49.426828, 7.7182267 49.4268608))",,,,"[4618161735, 4618161724, 4618161734, 4618161733, 4618161732, 4618161731, 4618161730, 4618161735]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162367,,,,"POLYGON ((7.71811 49.426505, 7.7180504 49.4265204, 7.7180713 49.4265544, 7.7181252 49.4265405, 7.7181633 49.4266028, 7.7182883 49.4265705, 7.7182294 49.4264741, 7.71811 49.426505))",,,,"[4618161745, 4618161741, 4618161740, 4618161739, 4618161738, 4618161737, 4618161736, 4618161745]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162368,,,,"POLYGON ((7.7181776 49.4263788, 7.718235 49.4264727, 7.7182294 49.4264741, 7.71811 49.426505, 7.7180726 49.4264439, 7.7180212 49.4264572, 7.7180012 49.4264245, 7.7180613 49.4264089, 7.7181776 49.4263788))",,,,"[4618161747, 4618161746, 4618161736, 4618161745, 4618161744, 4618161743, 4618161742, 4618161749, 4618161747]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162369,,,,"POLYGON ((7.7180009 49.4263147, 7.7179484 49.4263283, 7.7179695 49.4263628, 7.7180244 49.4263486, 7.7180613 49.4264089, 7.7181776 49.4263788, 7.7181857 49.4263767, 7.7181277 49.4262819, 7.7180009 49.4263147))",,,,"[4618161753, 4618161752, 4618161751, 4618161750, 4618161749, 4618161747, 4618161748, 4618161754, 4618161753]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162370,,,,"POLYGON ((7.7180701 49.4261876, 7.7178881 49.4262347, 7.7179086 49.4262683, 7.7179638 49.426254, 7.7180009 49.4263147, 7.7181277 49.4262819, 7.7180701 49.4261876))",,,,"[4618161758, 4618161757, 4618161756, 4618161755, 4618161753, 4618161754, 4618161758]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162371,,,,"POLYGON ((7.7178501 49.4260749, 7.7178933 49.4261322, 7.7178426 49.4261484, 7.7178681 49.4261822, 7.7180392 49.4261276, 7.7179705 49.4260365, 7.7178501 49.4260749))",,,,"[4618161763, 4618161762, 4618161761, 4618161760, 4618161759, 4618161765, 4618161763]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162372,,,,"POLYGON ((7.71778 49.4259825, 7.7178255 49.4260429, 7.7177739 49.4260593, 7.7177982 49.4260915, 7.7178501 49.4260749, 7.7179705 49.4260365, 7.7179007 49.425944, 7.7178926 49.4259466, 7.71778 49.4259825))",,,,"[4618161769, 4618161768, 4618161767, 4618161766, 4618161763, 4618161765, 4618161764, 4618161771, 4618161769]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162373,,,,"POLYGON ((7.7177044 49.4258954, 7.7177487 49.4259542, 7.7176974 49.4259705, 7.7177207 49.4260014, 7.71778 49.4259825, 7.7178926 49.4259466, 7.717825 49.425857, 7.7178224 49.4258578, 7.7177044 49.4258954))",,,,"[4618161775, 4618161774, 4618161773, 4618161772, 4618161769, 4618161771, 4618161770, 4618161781, 4618161775]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162374,,,,"POLYGON ((7.7178224 49.4258578, 7.7177044 49.4258954, 7.7176458 49.4259141, 7.7176189 49.4258785, 7.7176718 49.4258616, 7.7176293 49.4258052, 7.7177529 49.4257657, 7.7178224 49.4258578))",,,,"[4618161781, 4618161775, 4618161780, 4618161779, 4618161778, 4618161777, 4618161776, 4618161781]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162375,,,,"POLYGON ((7.7199816 49.4295946, 7.719984 49.4297117, 7.7199944 49.4297116, 7.7199967 49.429827, 7.7200799 49.4298262, 7.7200796 49.4298098, 7.7201315 49.4298094, 7.7201271 49.4295934, 7.7201168 49.4295935, 7.7199816 49.4295946))",,,,"[4618161791, 4618161788, 4618161787, 4618161786, 4618161785, 4618161784, 4618161783, 4618161782, 4618161792, 4618161791]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162376,,,,"POLYGON ((7.7199234 49.4294945, 7.7201147 49.4294929, 7.7201168 49.4295935, 7.7199816 49.4295946, 7.7199803 49.4295295, 7.7199241 49.42953, 7.7199234 49.4294945))",,,,"[4618161794, 4618161793, 4618161792, 4618161791, 4618161790, 4618161789, 4618161794]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162377,,,,"POLYGON ((7.7199426 49.4294346, 7.7201333 49.4294223, 7.7201181 49.4293225, 7.7199808 49.4293313, 7.7199908 49.4293969, 7.7199374 49.4294003, 7.7199426 49.4294346))",,,,"[4618161799, 4618161798, 4618161801, 4618161797, 4618161796, 4618161795, 4618161799]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162378,,,,"POLYGON ((7.7199675 49.4292298, 7.7199776 49.4292962, 7.7199174 49.4293001, 7.7199227 49.4293351, 7.7199808 49.4293313, 7.7201181 49.4293225, 7.7201027 49.4292211, 7.7200926 49.4292218, 7.7199675 49.4292298))",,,,"[4618161805, 4618161804, 4618161803, 4618161802, 4618161797, 4618161801, 4618161800, 4618161807, 4618161805]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162379,,,,"POLYGON ((7.719943 49.4291284, 7.7199534 49.4291966, 7.7198988 49.4292002, 7.719904 49.4292339, 7.7199675 49.4292298, 7.7200926 49.4292218, 7.7200771 49.4291197, 7.7200719 49.4291201, 7.719943 49.4291284))",,,,"[4618161811, 4618161810, 4618161809, 4618161808, 4618161805, 4618161807, 4618161806, 4618161812, 4618161811]",residential,,,,,,,,,,,,,,,,,,,,,
way,467162380,,,,"POLYGON ((7.7198793 49.4291325, 7.7198742 49.4290986, 7.7199273 49.4290951, 7.7199168 49.4290263, 7.7200562 49.4290173, 7.7200719 49.4291201, 7.719943 49.4291284, 7.7198793 49.4291325))",,,,"[4618161817, 4618161816, 4618161815, 4618161814, 4618161813, 4618161812, 4618161811, 4618161817]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172710,,,,"POLYGON ((7.7140193 49.4291627, 7.7140264 49.4291684, 7.713895 49.4292369, 7.7138203 49.4291763, 7.7139097 49.4291297, 7.7138936 49.4291167, 7.7139356 49.4290947, 7.7139416 49.4290996, 7.7140193 49.4291627))",,,,"[4618247884, 4618247879, 4618247878, 4618247877, 4618247876, 4618247875, 4618247874, 4618247883, 4618247884]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172712,,,,"POLYGON ((7.7141587 49.42909, 7.7140193 49.4291627, 7.7139416 49.4290996, 7.7140334 49.4290518, 7.7140204 49.4290413, 7.7140681 49.4290165, 7.7140914 49.4290354, 7.7141587 49.42909))",,,,"[4618247885, 4618247884, 4618247883, 4618247882, 4618247881, 4618247880, 4618247890, 4618247885]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172714,,,,"POLYGON ((7.714301 49.4290258, 7.7141662 49.4290961, 7.7141587 49.42909, 7.7140914 49.4290354, 7.7141829 49.4289877, 7.7141673 49.428975, 7.7142106 49.4289524, 7.7142267 49.4289655, 7.714301 49.4290258))",,,,"[4618247892, 4618247891, 4618247885, 4618247890, 4618247889, 4618247888, 4618247887, 4618247886, 4618247892]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172718,,,,"POLYGON ((7.7145365 49.4293505, 7.7146198 49.4293072, 7.7146029 49.4292935, 7.7146428 49.4292727, 7.714577 49.4292193, 7.7144971 49.4292609, 7.7144611 49.4292316, 7.7144179 49.4292541, 7.7144535 49.429283, 7.7145365 49.4293505))",,,,"[4618247919, 4618247903, 4618247902, 4618247901, 4618247900, 4618247899, 4618247898, 4618247897, 4618247918, 4618247919]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172720,,,,"POLYGON ((7.714058 49.4294485, 7.7141801 49.4295477, 7.7142995 49.4294856, 7.7142133 49.4294155, 7.714135 49.4294563, 7.7140991 49.4294271, 7.714058 49.4294485))",,,,"[4618247907, 4618247906, 4618247913, 4618247908, 4618247905, 4618247904, 4618247907]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172722,,,,"POLYGON ((7.7142995 49.4294856, 7.7144229 49.4294213, 7.7144142 49.4294143, 7.7143376 49.429352, 7.7142572 49.4293939, 7.7142206 49.4293642, 7.7141776 49.4293865, 7.7142133 49.4294155, 7.7142995 49.4294856))",,,,"[4618247913, 4618247912, 4618247920, 4618247914, 4618247911, 4618247910, 4618247909, 4618247908, 4618247913]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172724,,,,"POLYGON ((7.7144142 49.4294143, 7.7145365 49.4293505, 7.7144535 49.429283, 7.7143735 49.4293246, 7.7143369 49.4292949, 7.7142944 49.429317, 7.7143376 49.429352, 7.7144142 49.4294143))",,,,"[4618247920, 4618247919, 4618247918, 4618247917, 4618247916, 4618247915, 4618247914, 4618247920]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172725,,,,"POLYGON ((7.713491 49.4287276, 7.7135505 49.428849, 7.7136963 49.4288188, 7.7136543 49.4287332, 7.7135589 49.428753, 7.7135414 49.4287172, 7.713491 49.4287276))",,,,"[4618247924, 4618247923, 4618247930, 4618247925, 4618247922, 4618247921, 4618247924]",residential,,,,,,,,,,,,,,,,,,,,,
