element_type,osmid,amenity,name,operator:wikidata,geometry,wheelchair,operator,addr:city,addr:housenumber,addr:postcode,addr:street,website,description,email,grades,operator:type,phone,contact:website,isced:level,max_age,min_age,short_name,alt_name,contact:instagram,name:etymology:wikidata,old_name,contact:phone,office,nodes,wikidata,wikipedia,building,addr:country,toilets:wheelchair,addr:suburb,contact:fax,contact:email,contact:twitter,name:fr,short_name:fr,wikimedia_commons,denomination,area,source,polling_station,polling_station:ref,historic,image,name:en,institution:pedagogy,contact:facebook,school:de,ways,building:levels,roof:shape,type
way,498254040,school,Friedrich-Joachim-Stengel-Schule,,"POLYGON ((6.9609532 49.2521644, 6.9619582 49.252395, 6.9621347 49.2520057, 6.9619514 49.2519705, 6.9619784 49.2518608, 6.9619325 49.2517288, 6.9613123 49.2517781, 6.9612383 49.2517834, 6.9612033 49.2517869, 6.9611709 49.2517939, 6.9611493 49.2518238, 6.9609532 49.2521644))",,Regionalverband Saarbrücken,,,,,,Förderschule geistige Entwicklung,,,public,,http://www.friedrich-joachim-stengel-schule.de,,,,,,,,,+49 681 9714010,,"[4897112088, 4897112089, 4897112090, 4897112091, 4897112092, 4897112093, 4897112094, 4897112095, 4897112096, 4897112097, 4897112098, 4897112088]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,514149227,school,Sankt-Barbara-Grundschule,,"POLYGON ((6.9137258 49.2604114, 6.9145673 49.2606688, 6.914171 49.2612456, 6.9132986 49.2609794, 6.9137258 49.2604114))",,Landeshauptstadt Saarbrücken,Saarbrücken,1-3,66126,Kirchstraße,,,,,,,https://typo3.lpm-saarland.de/grundschule_altenkessel/sankt-barbara-schule/willkommen,1,,,,,,,,,,"[5023822935, 5023822936, 5023822934, 5023822933, 5023822935]",,,,DE,,,,,,,,,,,,,,,,,,,,,,,
way,556836792,school,Maria-Montessori-Grundschule,,"POLYGON ((6.9752834 49.2582367, 6.9752185 49.2581568, 6.9750204 49.2579594, 6.9748622 49.2578351, 6.9746449 49.2577669, 6.9746476 49.2575375, 6.9745135 49.2575393, 6.974492 49.2579489, 6.9742694 49.2579472, 6.974264 49.2580584, 6.9743645 49.2580589, 6.9743625 49.2581597, 6.9744319 49.2581603, 6.9748035 49.2581635, 6.9750771 49.2581695, 6.9751413 49.2581709, 6.9751497 49.2581598, 6.9751642 49.2581536, 6.9751854 49.2581534, 6.9752009 49.2581606, 6.9752077 49.2581733, 6.9752397 49.2581917, 6.9752834 49.2582367))",,Stadt Saarbrücken,Saarbrücken,28,66113,Am Hof,,,,,public,,,,,5,,,,,,,,"[5371043439, 7820744470, 5371043440, 5371043441, 5371043442, 5371043443, 5371043444, 5371043445, 5371043446, 5371043447, 1424172769, 773579503, 6333343247, 773579500, 7653666319, 7820744475, 7820744454, 7820744479, 7820744477, 7820765002, 7820744478, 7820744482, 5371043439]",,,,,,,,,,,,,,,,,,,,,montessori,,,,,,
way,650298245,school,Gebundene Ganztagsgrundschule Dellengarten,,"POLYGON ((6.9802737 49.2312859, 6.9802841 49.2312873, 6.9804911 49.2313078, 6.980721 49.231331, 6.9807357 49.2313323, 6.9807336 49.2313417, 6.9811727 49.2313971, 6.9811798 49.2313758, 6.9812752 49.231388, 6.9813179 49.2313935, 6.9813274 49.2313619, 6.9813547 49.2313662, 6.9813935 49.2313716, 6.981462 49.2313817, 6.9814855 49.2313134, 6.9815132 49.2313172, 6.9815665 49.2311714, 6.9816425 49.2310158, 6.9815994 49.2310064, 6.9816128 49.2309765, 6.9816253 49.2309465, 6.9819279 49.23102, 6.981958 49.2309712, 6.9816535 49.2308849, 6.9814835 49.2308368, 6.9813366 49.230798, 6.9811384 49.2307671, 6.9809871 49.23075, 6.9808405 49.2307409, 6.9807745 49.2307411, 6.9807283 49.2307422, 6.9805924 49.2307512, 6.9804133 49.2307621, 6.9804059 49.2307913, 6.9803109 49.2311457, 6.9802984 49.231199, 6.9802959 49.2312087, 6.9802932 49.2312175, 6.9802737 49.2312859))",,Landeshauptstadt Saarbrücken,Saarbrücken,2,66117,Dellengartenstraße,http://www.gtgs-dellengarten.com/,,,,public,,,1,,,GTGS Dellengarten,,,,,,,"[10119597477, 4685506665, 10119559909, 10119559888, 10119559889, 1017839141, 1017839193, 1373692990, 7395657087, 5777700705, 1395861812, 10968107811, 10968107821, 1395861810, 1395861811, 7347470639, 1395856069, 1395856068, 7347470623, 1395886611, 7347470628, 7348779526, 7347470585, 1395858213, 1395858210, 9992599762, 1395858221, 7347470625, 7347470596, 7348779503, 7348779504, 7348779495, 6100891641, 1175402188, 7395718201, 1175404408, 4685506676, 10119597459, 10119597477]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,714739712,school,Gemeinschaftsausbildungsstätte Saarbrücken-Halberg,,"POLYGON ((7.0283849 49.2139829, 7.0292103 49.2139287, 7.0292151 49.2140048, 7.0291933 49.2143076, 7.029179 49.214364, 7.0291255 49.2146292, 7.028938 49.2146105, 7.0289071 49.2146224, 7.0288782 49.2146364, 7.0288442 49.214576, 7.0283513 49.2145681, 7.0283551 49.2145138, 7.0283849 49.2139829))",,,,,,,,,,,,,,,,,,,,,,,,"[2940818340, 9708248691, 9708248693, 9708248694, 1269506177, 1269506172, 1269506072, 1808643004, 1269506118, 1269506182, 9707999032, 2940820695, 2940818340]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,766638493,school,Grundschule Turmschule,,"POLYGON ((7.0364343 49.2790818, 7.0367978 49.278768, 7.0370257 49.2788804, 7.0370015 49.2789013, 7.0370717 49.2789239, 7.0371307 49.2789425, 7.0371865 49.2788731, 7.0374439 49.2789875, 7.0377047 49.2790378, 7.0376896 49.2790691, 7.0377307 49.2790767, 7.0376366 49.2792941, 7.0375877 49.2792851, 7.0375806 49.2793092, 7.0375734 49.2793333, 7.0376135 49.279341, 7.0374989 49.2795938, 7.0374721 49.2796442, 7.0374104 49.2796901, 7.0373198 49.2797273, 7.0372964 49.2797071, 7.0372575 49.2797238, 7.0371017 49.279592, 7.0367823 49.2793207, 7.0367703 49.279309, 7.0366077 49.2791673, 7.0364343 49.2790818))",,Landeshauptstadt Saarbrücken,,,,,http://turmschule-dudweiler.de/,,,,,,,1,,,,Freiwillige Ganztagsgrundschule Dudweiler,,,,,,"[1017659304, 1017659204, 1017659260, 9982271056, 9982093755, 9982093756, 7160171159, 7160171160, 9982093758, 9982093757, 1565974921, 1565974945, 9982093760, 9982093759, 9982093761, 9982093762, 9982093763, 7160171163, 7160171164, 7160171165, 9982093764, 7160171166, 1017659378, 1017659451, 9982093765, 7160171168, 1017659304]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,784131477,school,Schule in den Grasgärten - Förderschule Lernen,Q6805,"POLYGON ((6.915843 49.2482088, 6.9157848 49.2480522, 6.9155171 49.2474071, 6.9148059 49.2475295, 6.9147677 49.2475789, 6.9151107 49.2483504, 6.915843 49.2482088))",,Regionalverband Saarbrücken,,,,,,,,,,,http://www.schule-in-den-grasgaerten.de/,,,,,,,,,+49 6898 81826,,"[3565514314, 5015370188, 5015370201, 10017033701, 7324750445, 7324750448, 3565514314]",,,,,,,+49 6898 81821,,,,,,,,,,,,,,,,,,,,
way,877635147,school,Grundschule und Ganztagsgrundschule Saarbrücken-Brebach-Fechingen Wiedheck,,"POLYGON ((7.049859 49.2114639, 7.0494213 49.2116195, 7.049288 49.2114595, 7.0482847 49.2118888, 7.0481419 49.2121891, 7.0485125 49.2125414, 7.0488875 49.2130288, 7.0489499 49.2130172, 7.0490491 49.2129944, 7.0491511 49.2129594, 7.0492557 49.2129191, 7.0502159 49.212453, 7.0502374 49.212425, 7.050232 49.2123952, 7.0501891 49.2123409, 7.0501891 49.2123093, 7.0502213 49.2122848, 7.0505012 49.2121687, 7.049859 49.2114639))",,Landeshauptstadt Saarbrücken,Saarbrücken,38,66130,Peter-und-Paul-Straße,,,,,public,,https://www.wiedheckschule.de/,1,,,,Wiedheckschule,,,,,,"[8165596614, 8165596615, 8165596612, 8165596597, 669799336, 515339078, 8165596598, 8165596639, 8165596638, 8165596637, 8165596636, 8165596635, 8165596634, 8165596633, 8165596632, 8165596631, 8165596630, 1116780891, 8165596614]",,,,DE,,,,,,,,,,,,,,,,,,,,,,,
way,880065963,school,KBBZ Halberg,,"POLYGON ((7.0469867 49.2063699, 7.046991 49.2063948, 7.0470082 49.2064942, 7.0470336 49.2065828, 7.0470822 49.2066883, 7.0471513 49.2068079, 7.0465855 49.2068322, 7.0466172 49.207404, 7.0460123 49.2074195, 7.0458271 49.2074591, 7.0452618 49.207375, 7.0451691 49.2070245, 7.0456185 49.2062079, 7.0469867 49.2063699))",,,,,,,,,,,,,http://www.kbbz-halberg.de/,,,,,,,,,,,"[4546490006, 9791228555, 9791228600, 4720642563, 4720642564, 4720642565, 8186366644, 4421907363, 9632349668, 4421907367, 4421907366, 4421907365, 4421887212, 4546490006]",Q1737061,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996074598,school,Aschbachschule,,"POLYGON ((6.9121093 49.2376217, 6.9119078 49.2383428, 6.9118541 49.238402, 6.9116331 49.2385129, 6.9115102 49.2384563, 6.9108617 49.2382146, 6.9098455 49.2379099, 6.9100349 49.2376111, 6.9103524 49.2371524, 6.911285 49.2373021, 6.9115635 49.2374723, 6.9121093 49.2376217))",,,,,,,,,,,,,,,,,,,,,,,,"[252365782, 9197706709, 9197706708, 1274053933, 1274053988, 9197706707, 9197706706, 147948343, 252365781, 416474905, 147948342, 252365782]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1003496351,school,Ganztagsgrundschule Saarbrücken-Scheidt,,"POLYGON ((7.0527658 49.2493627, 7.0531172 49.249413, 7.053456 49.2493102, 7.0535277 49.2492574, 7.0537256 49.2491114, 7.0536049 49.2489959, 7.0535311 49.2488952, 7.0534808 49.2487869, 7.0534775 49.2487795, 7.0534752 49.2487745, 7.0534525 49.2486893, 7.0534324 49.248611, 7.053352 49.2485608, 7.0529808 49.2485984, 7.0528371 49.2485051, 7.0527057 49.2484197, 7.0526671 49.2483971, 7.0520301 49.2488021, 7.0524346 49.2491078, 7.0527658 49.2493627))",,Landeshauptstadt Saarbrücken,,,,,,,,,public,,http://www.grundschule-scheidt.de/,1,,,,,,,,,,"[384650526, 9260166956, 9260166955, 10659694359, 9260166954, 9260166953, 9267212508, 10659694350, 9267212507, 9260166937, 10659694325, 9260166934, 384641266, 384641292, 384641294, 410837614, 9260166952, 384650522, 384650524, 384650526]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1037449009,school,Günter-Wöhe-Gymnasium für Wirtschaft,,"POLYGON ((6.9833034 49.2323303, 6.9833034 49.2323907, 6.9841585 49.2323844, 6.9841554 49.2322455, 6.9841302 49.2322081, 6.9841465 49.2320526, 6.984153 49.231975, 6.9841564 49.2319416, 6.9841597 49.2319139, 6.9841027 49.2319044, 6.9840609 49.2318974, 6.9837454 49.2318449, 6.9836544 49.2318297, 6.9834482 49.2317954, 6.9834323 49.2318422, 6.9833808 49.2320623, 6.9833747 49.2320833, 6.9833678 49.2321078, 6.9833269 49.2322422, 6.9833034 49.2323303))",,,,,,,,,,,,,http://www.gwg-sbr.de/,,,,,,,,,,,"[6502750681, 9556981229, 814707141, 4934300864, 814707138, 9906557412, 4934300866, 9573068000, 1151276656, 6502750801, 6502750794, 6502750792, 6565234327, 6565234333, 6502750684, 6502750683, 6502750787, 814743790, 814762698, 6502750681]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1083334492,school,Ganztagsgrundschule Saarbrücken Füllengarten,,"POLYGON ((6.9298384 49.2465236, 6.9293328 49.2465577, 6.9293582 49.2468309, 6.9281767 49.2468379, 6.9281632 49.2465236, 6.9280491 49.2463319, 6.9282409 49.2463018, 6.9282349 49.2461229, 6.9282369 49.2460377, 6.9283997 49.2460351, 6.9285239 49.2459418, 6.9285576 49.245859, 6.928556 49.2458295, 6.9285508 49.2457251, 6.9286974 49.2457224, 6.9288189 49.2457202, 6.9289674 49.2457174, 6.9289717 49.2458197, 6.9290247 49.2458185, 6.9290263 49.2458482, 6.9290552 49.2459169, 6.9296238 49.2458573, 6.9298384 49.2465236))",,Landeshauptstadt Saarbrücken,,,,,,,,,public,,http://www.gs-füllengarten.de/,1,,,,,,,,,,"[9928127661, 9928127660, 9928127659, 9928127658, 1271846200, 1271846197, 1271846194, 1271846201, 1271846199, 1271846191, 1271846193, 9928127700, 1275723095, 1275723154, 9928127667, 9928127665, 1275723141, 1275723155, 9928127703, 9928127704, 9928127657, 9928127656, 9928127661]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1090490579,school,GS / ERS Klarenthal,,"POLYGON ((6.8981744 49.2297298, 6.8987534 49.2298741, 6.8986945 49.2299514, 6.8987648 49.2299723, 6.8987985 49.2299823, 6.8989051 49.2300102, 6.8993039 49.230109, 6.8996353 49.2294803, 6.8995629 49.2294696, 6.8996797 49.2288786, 6.8991069 49.2287844, 6.898897 49.2291849, 6.8987812 49.2291561, 6.8987383 49.2292296, 6.8986887 49.2292172, 6.8986183 49.2291997, 6.898636 49.2291598, 6.8984426 49.2291215, 6.8984338 49.2291428, 6.8984122 49.2291951, 6.8983969 49.229232, 6.8983869 49.2292562, 6.8983631 49.2293016, 6.8983806 49.2293046, 6.8983962 49.2293073, 6.898212 49.2296581, 6.8981744 49.2297298))",,,,,,,,,,,,,,,,,,,,,,,,"[257945820, 257945829, 768010122, 878663635, 878663647, 878654496, 878663631, 878669766, 9988313792, 878669757, 1022186164, 1016535907, 1016535870, 1016535499, 9998428043, 305933758, 305933759, 257945822, 9998413532, 9998413531, 9998413530, 9998413556, 9998413557, 10960795258, 9998413558, 9998413529, 257945820]",,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1388058,school,Technisch-gewerbliches Berufsbildungszentrum 2 Saarbrücken — Außenstelle Malstatt,,"POLYGON ((6.9680578 49.2395144, 6.9679632 49.2392964, 6.967955 49.2392979, 6.967949 49.2392793, 6.9679371 49.2392813, 6.967185 49.239414, 6.9671706 49.2394166, 6.9673747 49.2399059, 6.9676291 49.2398584, 6.9681581 49.2397612, 6.9680736 49.2395526, 6.9680578 49.2395144), (6.9674802 49.2397953, 6.9673507 49.2394827, 6.9678549 49.2393931, 6.9679844 49.2397058, 6.9674802 49.2397953))",,,,,,,,,,,,,https://www.tgbbz2.de/,,,,TGBBZ2,,,,,,,"[[[1116008076, 1116008292, 1116008409, 1116008104, 1116008076], [1116008326, 8657606827, 1116007861, 1116007822, 1116007621, 10902652134, 7530037389, 1116008252, 1116007605, 1116007741, 1116007947, 1116008326]]]",,,yes,,,,,,,,,,,,,,,,,,,,,"[96277021, 125528422]",2,flat,multipolygon
relation,11494144,school,"Grundschule St. Arnual, Arnulfschule",,"MULTIPOLYGON (((7.0165329 49.2182782, 7.0165584 49.218213, 7.0165638 49.2181968, 7.0165902 49.2181191, 7.016617 49.2180254, 7.0166044 49.2180236, 7.0166657 49.2178424, 7.0165373 49.2178229, 7.016529 49.2178533, 7.0164656 49.2178469, 7.0164021 49.2178405, 7.0163772 49.2179471, 7.0162343 49.2179251, 7.0161732 49.217894, 7.016159 49.2179079, 7.0161451 49.2179224, 7.0160744 49.2179892, 7.016065 49.2179985, 7.0163214 49.218106, 7.0163179 49.2181524, 7.0162524 49.2182049, 7.0165329 49.2182782)), ((7.0169739 49.219164, 7.0170417 49.2191149, 7.0172468 49.2189663, 7.0174013 49.2188637, 7.017308 49.2188283, 7.01658 49.2186025, 7.0165297 49.2185887, 7.0163031 49.2189543, 7.0163755 49.2189757, 7.0169739 49.219164)))",limited,Landeshauptstadt Saarbrücken,Saarbrücken,15,66119,Arnulfstraße,,,,,public,,http://www.arnulfschule.de/,1,,,,,,,,,,"[[[7697245851, 2186303212, 2186303208, 4591243666, 7697245863, 9563098963, 9563098953, 7697245852, 7697542859, 7697245851], [7671641440, 8888627300, 8888642036, 1026034148, 9943572470, 9943572499, 1026034190, 1026034225, 7671641477, 7671661089, 7671641450, 7671641459, 7671661085, 7672174265, 1026034220, 1076731567, 8888627280, 1076731979, 7671661092, 7671641474, 7671661096, 7671641440]]]",,,,,,,,,,,,,,,,,,,,,,,,"[208314290, 821682950]",,,multipolygon
