element_type,osmid,wheelchair,wheelchair:description,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,surveillance,surveillance:type,surveillance:zone,old_name,contact:website,name,tourism,operator,note,level,fixme,nodes,addr:country,alt_name,brand:wikidata,building,opening_hours,shop,short_name,building:levels,roof:shape,contact:phone,contact:email,contact:fax,office,wikidata,cuisine,outdoor_seating,roof:levels,operator:wikidata,website,disused:shop,roof:orientation,building:colour,building:use,smoking,roof:colour,automated,brand,self_service,opening_hours:signed,building:roof,air_conditioning,internet_access,internet_access:fee,start_date,delivery,takeaway,phone,source,atm,disused,addr:suburb,diet:vegetarian,second_hand,service:vehicle:air_conditioning,service:vehicle:body_repair,service:vehicle:brakes,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:electrical,service:vehicle:glass,service:vehicle:inspection,service:vehicle:new_car_sales,service:vehicle:oil_change,service:vehicle:used_car_sales,lottery,payment:cash,payment:cryptocurrencies,payment:mastercard,payment:paypal,payment:visa,brand:wikipedia,building:material,indoor_seating,ways,type,addr:housename
way,366635870,yes,,"POLYGON ((6.9645491 49.2511917, 6.9641814 49.2510475, 6.9641586 49.2510395, 6.9640543 49.2511453, 6.9640091 49.251127, 6.9639451 49.251102, 6.9638844 49.2510783, 6.9639129 49.2510492, 6.9636962 49.2509607, 6.9636647 49.2509904, 6.9636412 49.2509808, 6.9636157 49.2509711, 6.9635538 49.2510397, 6.9634923 49.2510163, 6.9634636 49.2510054, 6.9635303 49.250938, 6.9635617 49.2509058, 6.9636508 49.2508133, 6.9633999 49.2507459, 6.9632991 49.2508573, 6.9631828 49.2509967, 6.963079 49.2511172, 6.963115 49.2511309, 6.9641959 49.2515668, 6.9645491 49.2511917))",Saarbrücken,2a,66113,Rastpfuhl,,,,,,,,,,,,,"[3706265842, 3706340637, 4911154595, 4911154596, 9165618443, 9165618418, 7710256989, 7710256990, 7710256991, 7710256992, 9165618442, 10844838888, 10844860548, 10844860515, 3706265845, 10844860441, 10844860488, 4911154592, 3706265848, 7710256997, 7710257001, 3706265849, 5794030904, 3706265850, 3706265842]",DE,,,commercial,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,400963280,,,"POLYGON ((6.9737202 49.2136211, 6.9739533 49.2135852, 6.9738596 49.2133223, 6.9736265 49.2133582, 6.9736473 49.2134166, 6.9737202 49.2136211))",Saarbrücken,10A,66117,Untertürkheimer Straße,,,,,,,H1,,,,,,"[4034492402, 4034492401, 4034492398, 4034492391, 9788234913, 4034492402]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,401174994,limited,,"POLYGON ((6.9580153 49.2049822, 6.958062 49.2050013, 6.9580901 49.2050122, 6.9581295 49.2049686, 6.958055 49.2049384, 6.9580153 49.2049822))",Saarbrücken,149,66117,Metzer Straße,,,,,,,Toto-Lotto,,,,0,,"[4036243742, 10728039335, 938405253, 4036243740, 4036243743, 4036243742]",,,,commercial,"Mo-Sa 07:00-19:00; PH,Su closed",kiosk,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
way,401590986,,,"POLYGON ((7.0236454 49.1965894, 7.0234817 49.1967312, 7.0236559 49.1968162, 7.0238196 49.1966743, 7.0236454 49.1965894))",Saarbrücken,5,66119,Am Felsbrunnen,,,,,,,Werner,,,,,,"[1070510369, 4039984456, 1070509907, 1070508726, 1070510369]",,,,commercial,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454674207,,,"POLYGON ((6.964026 49.2352954, 6.9639337 49.2357008, 6.9641427 49.235721, 6.9642053 49.235727, 6.9642977 49.2353217, 6.964026 49.2352954))",,,,,,,,,,,Götten Buswerkstatt,,,,,,"[4512116641, 4512116645, 10688958044, 4512116640, 4512116639, 4512116641]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,454674212,yes,,"POLYGON ((6.9654058 49.2326513, 6.9647632 49.2326225, 6.9644622 49.232609, 6.9644556 49.232672, 6.9644261 49.2329299, 6.9643769 49.2333596, 6.9650763 49.2333942, 6.9651215 49.2330199, 6.9653656 49.2330288, 6.9654058 49.2326513))",Saarbrücken,68,66117,Gersweilerstraße,,,,,,https://www.moemax.de/filiale/moemax-saarbruecken/DS,mömax,,,,,,"[4512116634, 6600652307, 4512116631, 6600652316, 9915189981, 4512116637, 4512116638, 6600652311, 4512116636, 4512116634]",DE,,Q56388481,commercial,Mo-Fr 10:00-20:00; Sa 09:00-19:00,furniture,,,flat,+49 681 3839410,fil.ds@moemax.de,,,,,,,,,,,,,,,,Mömax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,yes,yes,yes,,,,,,
way,457492647,,,"POLYGON ((6.9866395 49.245408, 6.9867042 49.2453765, 6.9867302 49.2453639, 6.9866771 49.2453266, 6.9866079 49.2453041, 6.9865503 49.2453308, 6.9866395 49.245408))",,,,,,,,,,,,,,,,,"[4536305176, 4536305174, 4536305175, 6052284657, 4536305168, 4536305170, 4536305176]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499015487,yes,,"POLYGON ((6.9627881 49.2519363, 6.9628882 49.2519572, 6.9629244 49.2518834, 6.9628182 49.2518613, 6.9626739 49.2518312, 6.9626486 49.2518829, 6.9626378 49.2519049, 6.9627881 49.2519363))",,,,,,,,,,,Saar Möbel,,,,0,,"[1359653255, 4903434472, 4903434473, 4903434471, 1033326906, 9165618430, 1359653254, 1359653255]",,,,commercial,,furniture,,1,flat,+49 1573 5598171,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499031245,,,"POLYGON ((6.9633999 49.2507459, 6.9636218 49.2505204, 6.9636727 49.2504678, 6.9636853 49.2504547, 6.9637873 49.2504949, 6.9639127 49.2505456, 6.963897 49.2505597, 6.9636508 49.2508133, 6.9633999 49.2507459))",Saarbrücken,2,66113,Rastpfuhl,,,,,,,,,,,,,"[3706265848, 7710257003, 4903566709, 8492660531, 8492660563, 4895494754, 8492660602, 4911154592, 3706265848]",DE,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499031246,,,"POLYGON ((6.9636853 49.2504547, 6.9637873 49.2504949, 6.9639127 49.2505456, 6.9641706 49.2502652, 6.9641547 49.2502586, 6.9640602 49.2502189, 6.9640001 49.2501764, 6.9639507 49.2502113, 6.9638135 49.2503132, 6.9637997 49.2503286, 6.9637775 49.2503535, 6.9636853 49.2504547))",Saarbrücken,1,66113,Rastpfuhl,,,,,,,,,,,,,"[8492660531, 8492660563, 4895494754, 4903566710, 9088753206, 4903566711, 4903566712, 8492801743, 4903566713, 7710257004, 7710256999, 8492660531]",DE,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542947208,yes,Der Haupteingang (Gebäuderückseite) ist barrierefrei.,"POLYGON ((7.0059475 49.2459571, 7.0060246 49.2459546, 7.0060703 49.2459536, 7.0061092 49.2459528, 7.0061097 49.2459884, 7.0061782 49.2459867, 7.006263 49.2460608, 7.0062818 49.246089, 7.006223 49.2463209, 7.0062964 49.2463272, 7.0062894 49.2463704, 7.0063683 49.2463765, 7.0063496 49.246471, 7.0062963 49.2464675, 7.0062348 49.2464635, 7.0062008 49.2466668, 7.0061961 49.2466954, 7.0058581 49.2466696, 7.0059115 49.2463055, 7.0059557 49.2460942, 7.0059587 49.2460799, 7.0059475 49.2459571))",Saarbrücken,65,66123,Dudweiler Landstraße,,,,,,https://www.koelle-zoo.de/erlebnismaerkte/saarbruecken/,Kölle Zoo,,,,,,"[1098412738, 5237298252, 9866655656, 1098410776, 2291448806, 2291448854, 9867019558, 1098413744, 1098413800, 1098410321, 6317249992, 6317249991, 5248978477, 6317249994, 5248978476, 9466847080, 1098410002, 1098413827, 1098412481, 5585388130, 1098414711, 1098412738]",DE,,Q76606192,commercial,"Mo-Sa 09:00-20:00; PH,Su closed",pet,,,,+49 681 9103190,,,,,,,,,,,,,,,,,Kölle Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Kölle Zoo Holding,,,,,
way,563461473,,,"POLYGON ((7.0351221 49.285135, 7.0350404 49.2850586, 7.0351034 49.2850299, 7.0350563 49.2849859, 7.0352307 49.2849065, 7.0352632 49.2849369, 7.0353145 49.2849135, 7.0354049 49.2849979, 7.0353648 49.2850162, 7.0354026 49.2850515, 7.0352687 49.2851124, 7.0352369 49.2850827, 7.0351221 49.285135))",Saarbrücken,33a,66125,Fischbachstraße,,,,,,,,,,,,,"[5429891281, 5429891282, 5429891283, 5429891284, 5429891285, 5429891286, 5429891287, 5429891288, 5429891289, 5429891290, 5429891291, 5429891292, 5429891281]",,,,commercial,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,581422582,,,"POLYGON ((7.006034 49.2510142, 7.0059222 49.2510241, 7.0059353 49.2510817, 7.0059429 49.2511151, 7.006006 49.2511274, 7.0060212 49.2511256, 7.0060943 49.2511171, 7.0061113 49.2511152, 7.006086 49.2510093, 7.006034 49.2510142))",Saarbrücken,159,66123,Dudweiler Landstraße,,,,,,,,,,,,,"[5563208669, 5563208674, 6470309682, 5563208673, 5563208672, 6470309681, 6470309679, 5563208671, 5563208658, 5563208669]",,,,commercial,,,,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607830581,,,"POLYGON ((7.0176875 49.2133698, 7.017676 49.2133991, 7.017753 49.2134109, 7.0178084 49.2132748, 7.0177283 49.2132616, 7.0177155 49.2132958, 7.0176875 49.2133698))",Saarbrücken,198,66119,Saargemünder Straße,,,,,,,,,,,,,"[5759691729, 8613189041, 5759692606, 5759692607, 5759692608, 5759690640, 5759691729]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,609838781,,,"POLYGON ((6.9604019 49.2070772, 6.9603371 49.2070961, 6.9602386 49.206953, 6.9603008 49.2069327, 6.9603684 49.2070293, 6.9604019 49.2070772))",Saarbrücken,1B,66117,Am Hauptfriedhof,,,,,,,,,,,,,"[1270809475, 1270809477, 5775994401, 5775994402, 8151303211, 1270809475]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,610033047,,,"POLYGON ((6.9772633 49.2316003, 6.9772787 49.231684, 6.977378 49.2316761, 6.9774343 49.2316712, 6.9774186 49.231586, 6.9773433 49.2315926, 6.9772633 49.2316003))",Saarbrücken,29-31,66117,Deutschherrnstraße,,,,,,,,,,,,,"[5777713755, 5777712638, 8081921488, 5777712639, 5777712632, 5777712633, 5777713755]",,,,commercial,,,,1,flat,,,,,,,,,,,,,gray,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stone,,,,
way,612057377,,,"POLYGON ((6.9781517 49.2337301, 6.9781582 49.2336279, 6.9781593 49.2335878, 6.9782436 49.2335897, 6.9782422 49.233616, 6.9782374 49.2337073, 6.9782361 49.233732, 6.9781517 49.2337301))",Saarbrücken,31,66117,Heuduckstraße,,,,,,,,,,,,,"[7016843616, 1039755373, 5794234954, 5794234955, 7016843617, 7016901417, 5794234956, 7016843616]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,636405183,,,"POLYGON ((6.9444814 49.2390441, 6.9443351 49.2390841, 6.9442677 49.2389817, 6.944186 49.2388575, 6.944169 49.2388317, 6.9442397 49.2388119, 6.9443139 49.2387913, 6.9444814 49.2390441))",Saarbrücken,32,66115,Burbacher Straße,,,,,,,,,,,,,"[1140685244, 6001453216, 6001456124, 8010735338, 6001456122, 8010735316, 1147904095, 1140685244]",DE,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,636405187,,,"POLYGON ((6.9443351 49.2390841, 6.9442677 49.2389817, 6.9441394 49.2390161, 6.9440326 49.2388334, 6.9438894 49.2388692, 6.9440633 49.2391583, 6.9443351 49.2390841))",,,,,,,,,,,,,,,,,"[6001453216, 6001456124, 6001456125, 6001456126, 6001456127, 6001456128, 6001453216]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,641656507,,,"POLYGON ((7.0375738 49.2824001, 7.0375861 49.2823782, 7.0375984 49.2823563, 7.0376844 49.2823768, 7.0376786 49.2823871, 7.0376598 49.2824206, 7.0375738 49.2824001))",Saarbrücken,1a,66125,Rehbachstraße,,,,,,,,,,,,,"[6042316387, 10096380169, 6042316388, 6042316389, 10096380170, 6042316390, 6042316387]",,,,commercial,,,,1,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659069215,yes,,"POLYGON ((7.005607 49.2334206, 7.0057134 49.2333924, 7.0057193 49.2334042, 7.0058103 49.233565, 7.0059838 49.2335234, 7.0058777 49.2333344, 7.0062844 49.2332401, 7.0061214 49.2329513, 7.0060655 49.2329638, 7.0060305 49.2329717, 7.005997 49.2329801, 7.0058275 49.2326782, 7.0057414 49.2326988, 7.0056619 49.2327163, 7.0058231 49.2329846, 7.005831 49.2329979, 7.0057784 49.2330104, 7.005716 49.2330258, 7.005428 49.2330953, 7.005607 49.2334206))",Saarbrücken,1,66121,Halbergstraße,,,,,,,AOK Rheinland-Pfalz/Saarland - Landesdirektion Saarland,,,,,,"[1077033595, 9458878261, 2282552613, 1077032825, 1077033392, 1077032161, 1077032330, 1077033314, 9458878229, 1425404758, 1077032899, 1077034103, 7223490995, 1077034205, 9664131699, 2282552609, 7223451429, 9664131691, 1077033376, 1077033595]",,,Q2632331,commercial,"Mo-Th 08:00-16:00; Fr 08:00-15:00; PH,Sa-Su closed",,,7,,,,,insurance,,,,0,,https://rps.aok.de/,,,,,,,,AOK Rheinland-Pfalz/Saarland,,,,,,,,,,+49 681 60010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,697134048,,,"POLYGON ((7.0274387 49.221167, 7.027288 49.2211115, 7.0271132 49.2213134, 7.0271853 49.2213397, 7.0272679 49.2213697, 7.0274387 49.221167))",,,,,,,,,,,,,,,,,"[1076861112, 1076860913, 1076861639, 8017185736, 1076862018, 1076861112]",,,,commercial,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,697134054,,,"POLYGON ((7.0268076 49.2221505, 7.0266688 49.2223408, 7.0267287 49.2223599, 7.0268674 49.2221696, 7.0268076 49.2221505))",,,,,,,,,,,,,,,,,"[6547546264, 6547546261, 6547546262, 6547546263, 6547546264]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,697134055,,,"POLYGON ((7.0264703 49.2222878, 7.0266259 49.2223422, 7.0267841 49.2221441, 7.0266286 49.2220898, 7.0264703 49.2222878))",,,,,,,,,,,,,,,,,"[6547546268, 6547546267, 6547546266, 6547546265, 6547546268]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,697134075,,,"POLYGON ((7.026678 49.2239966, 7.026353 49.2239198, 7.0263345 49.223956, 7.0263153 49.2239962, 7.0262978 49.224029, 7.0261623 49.2239971, 7.0261187 49.224075, 7.0260844 49.2241365, 7.0262434 49.2241741, 7.0265409 49.2242445, 7.0266607 49.2240335, 7.026678 49.2239966))",,,,,,,,,,,,,,,,,"[1076861115, 1076861701, 8002014604, 8002014605, 1076861895, 1076861908, 7973638156, 1076862045, 7993815196, 1076862093, 6547546225, 1076861115]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,743365689,yes,,"POLYGON ((6.9605422 49.2369106, 6.9606231 49.2368883, 6.9607154 49.2368628, 6.9604662 49.2364778, 6.9603737 49.2365029, 6.9602928 49.236525, 6.9605422 49.2369106))",Saarbrücken,17,66115,Käthe-Kollwitz-Straße,car_wash,,,,,https://www.waschwerk-sb.de/,Waschwerk Saarbrücken Saarterrassen,,,,,,"[6958128467, 9139112662, 6958128468, 6958128469, 9139112663, 6958128470, 6958128467]",,,,commercial,"Mo-Sa 06:00-22:00; PH,Su closed",,,,flat,,,,,,,,,,,,,red;gray,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,746231842,,,"POLYGON ((7.0112907 49.2301969, 7.0117046 49.2301218, 7.012095 49.2300509, 7.0120763 49.2300122, 7.0120332 49.2299174, 7.0120148 49.2299208, 7.0119939 49.2299246, 7.0117998 49.2295272, 7.0117917 49.2295083, 7.01177 49.2294568, 7.0117601 49.2294319, 7.0116141 49.229454, 7.0113864 49.2294877, 7.0113542 49.2294924, 7.0113201 49.2294975, 7.0112052 49.2295147, 7.0112193 49.229555, 7.0110752 49.2295813, 7.0110798 49.2295961, 7.0111606 49.2297688, 7.0113034 49.2300557, 7.0112745 49.2300613, 7.01124 49.230068, 7.0112907 49.2301969))",,,,,,,,,,,,,,,,,"[2271951291, 2271951297, 1383351680, 7538940570, 5236861148, 9330630628, 5236861149, 7522298775, 7522298774, 5236861137, 6983382719, 1327576741, 5236861138, 5236861139, 5236861140, 2271991086, 7431159032, 5236861144, 6983382718, 7431159074, 1076975646, 1327569032, 9330630619, 2271951291]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,749109339,,,"POLYGON ((6.9868078 49.2431504, 6.9870169 49.2431362, 6.9869602 49.2427706, 6.9872126 49.2427543, 6.9872693 49.2431195, 6.9874335 49.2431086, 6.9873576 49.2426193, 6.9870663 49.2426379, 6.9867318 49.2426607, 6.9867335 49.2426714, 6.9868078 49.2431504))",Saarbrücken,11,66113,Europaallee,,,,,,,,,,,,,"[7005365922, 7005365923, 7005365924, 7005365925, 7005365926, 7005365927, 8558020611, 8779430086, 8558020545, 10767210931, 7005365922]",,,,commercial,,,,6,flat,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,753657602,,,"POLYGON ((6.9763918 49.2418817, 6.9763941 49.2418666, 6.9764008 49.2418223, 6.9764466 49.241825, 6.976479 49.2418269, 6.9764804 49.2418172, 6.976482 49.2418071, 6.97652 49.24181, 6.976707 49.2418218, 6.976698 49.2419003, 6.9763918 49.2418817))",,,,,,,,,,,,,,,,,"[7041446146, 9581378423, 7041446147, 9581378425, 9581378427, 9581378424, 9581378428, 9581378419, 7041446148, 7041446149, 7041446146]",,,,commercial,,,,2,flat,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,755599480,,,"POLYGON ((6.9459009 49.2448669, 6.9461128 49.2448669, 6.9461048 49.2446182, 6.9458956 49.2446252, 6.9459009 49.2448669))",,,,,,,,,,,,,,,,,"[7057725701, 7057725702, 7057725703, 7057725704, 7057725701]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,755599481,,,"POLYGON ((6.9461936 49.2447531, 6.9465235 49.2447496, 6.9465315 49.244613, 6.9461855 49.2446165, 6.9461936 49.2447531))",,,,,,,,,,,,,,,,,"[7057725705, 7057725706, 7057725707, 7057725708, 7057725705]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,760728121,,,"POLYGON ((6.9716094 49.2122505, 6.9718982 49.2122046, 6.9717226 49.2117339, 6.9714664 49.2118533, 6.9714863 49.211908, 6.9715863 49.2121863, 6.9716094 49.2122505))",,,,,,,,,,,EVS Neubau,,,,,,"[7106615755, 9781539959, 7106615759, 7106615762, 1015502647, 1015502597, 7106615755]",,,,commercial,,,,6,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,764564440,,,"POLYGON ((6.9637826 49.2367165, 6.9638453 49.2364134, 6.9635137 49.2363841, 6.9635081 49.2363836, 6.9634969 49.2363826, 6.9634955 49.2363893, 6.9634637 49.2365429, 6.9634623 49.2365496, 6.9634577 49.2365719, 6.9634371 49.2366713, 6.9634341 49.2366857, 6.9637826 49.2367165))",Saarbrücken,17,66115,Wiesenstraße,,,,,,,Alexander Bürkle,,,,,,"[7142580680, 7142580681, 10000461733, 10000363428, 7142580682, 10000363429, 10000363431, 10000363432, 10000363433, 10000363430, 7142580683, 7142580680]",,,,commercial,,,,3,,+49 681 954517-0,saarbruecken@alexander-buerkle.de,+49 681 954517-90,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,776607086,,,"POLYGON ((7.0173065 49.2413455, 7.0175187 49.2412363, 7.0174867 49.2412095, 7.0174418 49.2411724, 7.0174097 49.2411469, 7.0173333 49.2411881, 7.0172707 49.2412213, 7.0172027 49.2412576, 7.0173065 49.2413455))",,110,,Ilsestraße,,,,,,,,,,,,,"[10003262993, 7246072505, 7246072503, 7246072502, 7246072504, 8222991282, 8222991310, 2216508861, 10003262993]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,857389192,,,"POLYGON ((7.0275318 49.2211199, 7.0275794 49.2210659, 7.0276297 49.2210839, 7.0276663 49.2210977, 7.0276225 49.2211535, 7.0275318 49.2211199))",,,,,,,,,,,,,,,,,"[1076861243, 7993717710, 8002014643, 8017184879, 8017184882, 1076861243]",,,,commercial,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,871370127,,,"POLYGON ((7.0269467 49.2230676, 7.0268572 49.223067, 7.0268566 49.2229647, 7.0269367 49.2229631, 7.0269467 49.2230676))",,,,,,,,,,,,,,,,,"[8116457598, 8116457603, 8116463729, 8116457575, 8116457598]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,873193071,,,"POLYGON ((7.0368504 49.2284646, 7.0368735 49.2284599, 7.0369938 49.2284356, 7.036977 49.2283982, 7.0369584 49.2283579, 7.0369243 49.2283656, 7.0369457 49.2284145, 7.0368389 49.2284352, 7.0368504 49.2284646))",,,,,,,,,,,,,,,,,"[8131574004, 9505967749, 8131574008, 8131576421, 8131574001, 8131574016, 366083275, 366083274, 8131574004]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,879396231,limited,,"POLYGON ((7.0063836 49.2260472, 7.0064636 49.2260236, 7.0064486 49.2260018, 7.0063688 49.2260254, 7.0063836 49.2260472))",,,,,biergarten,,,,,,Ulanen Pavillon,,,,,,"[8180578906, 8180578902, 8180578897, 8180578905, 8180578906]",,,,commercial,,,,1,flat,,,,,,,,,,,,,brown,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,880001464,,,"POLYGON ((7.0242441 49.2272233, 7.0241971 49.2273065, 7.0240295 49.2272715, 7.0240751 49.2271866, 7.0242441 49.2272233))",,,,,,,,,,,,,,,,,"[8185747575, 8185747574, 8185747573, 8185747572, 8185747575]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,884208207,,,"POLYGON ((7.016016 49.2399847, 7.0160477 49.2399318, 7.0159524 49.2399074, 7.0159202 49.2399611, 7.0159488 49.2399684, 7.016016 49.2399847))",,,,,,,,,,,,,,,,,"[8223037525, 8223037558, 8222991285, 8223037543, 2216244847, 8223037525]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,884208213,,,"POLYGON ((7.0145662 49.2396219, 7.0145348 49.2396117, 7.0145292 49.2396189, 7.0145006 49.2396525, 7.0145978 49.2396847, 7.0146165 49.2396597, 7.0145539 49.2396389, 7.0145662 49.2396219))",,,,,,,,,,,,,,,,,"[8223037527, 8222991309, 8222991316, 8222991313, 8222991279, 8222991307, 1094123558, 8223037527]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,950230911,,,"POLYGON ((6.9793475 49.2400008, 6.9792913 49.2400999, 6.979472 49.2401393, 6.9794934 49.2400991, 6.9795031 49.240081, 6.979514 49.2400606, 6.9795248 49.2400403, 6.9794333 49.2400199, 6.9793475 49.2400008))",Saarbrücken,13,66115,Auf der Werth,,,,,,,,,,,,,"[8796907144, 1100470247, 1100470378, 8999427618, 5646528255, 5646528253, 1100470456, 8796907139, 8796907144]",,,,commercial,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,975366195,,,"POLYGON ((6.9422356 49.236708, 6.9422672 49.2367844, 6.9427021 49.236709, 6.9426705 49.2366326, 6.9425306 49.2366555, 6.9424302 49.2366738, 6.9422356 49.236708))",Saarbrücken,50,66117,Burbacher Straße,,,,,,,,,,,,,"[1015560086, 2981942721, 8023693013, 1015560134, 9831945266, 902735456, 1015560086]",DE,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
