element_type,osmid,amenity,taxi,geometry,access,barrier,traffic_sign,parking,wheelchair,highway,lit,hgv,description,fee,access:conditional,foot,foot:conditional,note,note:access,surveillance,name,bicycle,motorcar,capacity,surface,emergency,maxheight,start_date,website,motor_vehicle,motorcycle,trailer,vehicle,wheelchair:description,opening_hours,level,layer,operator,maxwidth,private,park_ride,supervised,ref,bus,addr:city,addr:housenumber,addr:postcode,addr:street,contact:website,indoor,fixme,addr:country,brand,covered,kiss_ride,maxstay,operator:type,operator:wikidata,capacity:disabled,disabled,markings,nodes,paving_stones:material,orientation,building,brand:wikidata,name:fr,maxweight,smoothness,max_level,min_level,maxstay:conditional,parking:authentication:disc:conditional,access:note,zone,maxstay:monitoring,parking:authentication:disc,source,parking_disc,wikimedia_commons,fee:conditional,building:levels,roof:levels,roof:shape,capacity:parent,capacity:women,parking:orientation,alt_name,contact:phone,charge,old_name,building:use,authentication:disc,denomination,religion,ruins,charge:conditional,location,building:colour,payment:cash,area,building:part,landuse,service,park,parking:restriction:conditional,parking:zone,toilets:wheelchair,phone,restriction:conditional,capacity:tourist_bus,tourist_bus,authentication:disc:conditional,charge:note,building:min_level,wikidata,parking:condition,parking:condition:residents,restriction,skateboard,restriction:taxi,parking:condition:conditional,motorhome,disabled:conditional,capacity:charging,car_sharing,parking:restriction,ways,type
way,23492303,parking,,"POLYGON ((6.8968369 49.2304312, 6.8970787 49.2302261, 6.8972541 49.2303164, 6.8971368 49.2304134, 6.8971985 49.2304636, 6.8970762 49.2305697, 6.897027 49.2305375, 6.8969716 49.2305053, 6.8968369 49.2304312))",yes,,,surface,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"[254374268, 254400139, 254400140, 9006119985, 9006119986, 9006119983, 254400141, 254374269, 254374268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23505385,parking,,"POLYGON ((6.9006106 49.2303771, 6.9005647 49.2304625, 6.9005487 49.2304872, 6.9003224 49.2308358, 6.9002813 49.230946, 6.9003798 49.2309655, 6.9004001 49.2309698, 6.9006279 49.2310017, 6.9007153 49.2308607, 6.9007232 49.2308487, 6.9008654 49.2306327, 6.9008973 49.2305194, 6.9007774 49.2304549, 6.9007174 49.2304687, 6.900656 49.2303831, 6.9006106 49.2303771))",yes,,,surface,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[310258912, 610543794, 366828985, 366828993, 1418351382, 1418351385, 255420796, 254570728, 254570729, 1024915088, 254570730, 254570731, 366846791, 921453924, 366846793, 310258912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23505395,parking,,"POLYGON ((6.8982248 49.2301664, 6.8983833 49.2298992, 6.8985054 49.22993, 6.8985907 49.2299528, 6.8984198 49.2302224, 6.8982248 49.2301664))",yes,,,surface,,,yes,,,no,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"[10927831246, 254570881, 254570882, 10927831182, 254570884, 10927831246]",concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23546505,parking,,"POLYGON ((6.9216281 49.2577582, 6.9217149 49.2577707, 6.92209 49.2576441, 6.9217972 49.2572746, 6.9213635 49.2574425, 6.9215614 49.2577223, 6.9216281 49.2577582))",yes,,,surface,,,,,,no,,,,,,,Schwimmbad Altenkessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254973989, 5019934946, 254973990, 254973992, 254973994, 10016999402, 254973989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23557783,parking,,"POLYGON ((6.8980099 49.2285928, 6.8981186 49.2286146, 6.8981957 49.2284507, 6.8980904 49.2284263, 6.8980333 49.2285443, 6.8980099 49.2285928))",yes,,,street_side,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"[255103061, 255103062, 255103063, 255103064, 10960795294, 255103061]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23557785,parking,,"POLYGON ((6.8981181 49.2283757, 6.8982258 49.2283976, 6.8982609 49.2283265, 6.8981506 49.228304, 6.8981112 49.2283902, 6.8981181 49.2283757))",yes,,,street_side,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"[255103069, 255103070, 255103071, 255103072, 255135928, 255103069]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23557786,parking,,"POLYGON ((6.8981764 49.2282592, 6.8982845 49.2282861, 6.8983781 49.2281259, 6.8982747 49.2281166, 6.8981764 49.2282592))",yes,,,street_side,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"[255103073, 255103074, 255103075, 255103076, 255103073]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23937017,parking,,"POLYGON ((6.9923377 49.2210462, 6.9924186 49.220769, 6.992793 49.2208112, 6.9933267 49.2208742, 6.9937149 49.2209192, 6.9936461 49.2211992, 6.9923377 49.2210462))",yes,,,multi-storey,no,,,,,yes,,,,,,,Parkhaus,,,,,,,,,,,,,,,,,,,,,,,,Saarbrücken,118,66119,Theodor-Heuss-Straße,,,,,,,,,,,,,,"[259449957, 259449958, 2162382237, 8765664870, 259449959, 259449960, 259449957]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24217521,parking,,"POLYGON ((6.9228195 49.2313389, 6.9234771 49.231001, 6.9236301 49.2311329, 6.9235734 49.2314813, 6.9236037 49.2315848, 6.9234131 49.2317058, 6.9232778 49.2316175, 6.9232265 49.2316477, 6.9228195 49.2313389))",yes,,,surface,,,no,,,no,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"[262211032, 262211030, 262211028, 262211024, 262211023, 262211022, 10913204745, 10913204982, 262211032]",concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24244526,parking,,"POLYGON ((6.9791873 49.246756, 6.9793379 49.2465153, 6.9793906 49.2464332, 6.9796147 49.2464981, 6.9795556 49.246594, 6.9794806 49.2467082, 6.9794049 49.2468187, 6.9791873 49.246756))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[262498788, 5935272644, 262498790, 262498791, 1113748570, 262498798, 262498789, 262498788]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24323430,parking,,"POLYGON ((6.9437777 49.2484351, 6.9438624 49.2483085, 6.9446336 49.2485274, 6.9457767 49.2488542, 6.9457355 49.2489159, 6.9456921 49.2489808, 6.9447358 49.2487082, 6.9437777 49.2484351))",,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[263745892, 263745895, 1143785268, 263745896, 428052770, 263745899, 417949770, 263745892]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24328967,parking,,"POLYGON ((6.9421363 49.255447, 6.9424896 49.2552823, 6.9430506 49.2557359, 6.9430046 49.2557673, 6.9428234 49.2558732, 6.9427782 49.2558967, 6.9421363 49.255447))",yes,,,surface,,,yes,,,no,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[417984033, 9074602612, 263882585, 263882594, 263882591, 263882586, 417984033]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24484280,parking,,"POLYGON ((6.9542207 49.2516616, 6.9543354 49.2516589, 6.9544518 49.2516558, 6.9544823 49.2522905, 6.9542833 49.2522967, 6.9542207 49.2516616))",yes,,,surface,,,no,,,no,,,,,,,,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"[266207756, 266207762, 266207757, 266207758, 10783306652, 266207756]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24857474,parking,,"POLYGON ((6.9626449 49.2331504, 6.9626983 49.2331785, 6.9627872 49.2332052, 6.9630685 49.2332166, 6.9630629 49.2332912, 6.9634002 49.2333047, 6.9635088 49.2322822, 6.9634278 49.2322779, 6.9631248 49.232262, 6.9629869 49.232251, 6.9629791 49.232297, 6.9629093 49.2323117, 6.9628391 49.2323385, 6.9627841 49.2323727, 6.9627215 49.2324335, 6.9626836 49.2324899, 6.9626637 49.2325362, 6.9626528 49.2325887, 6.9626179 49.2330384, 6.9626189 49.2331056, 6.9626449 49.2331504))",no,,,surface,limited,,yes,,,no,,,,nur für PKW,,,,,designated,,compacted,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,no,"[8084674618, 8084667010, 8084666998, 9554710341, 8084667006, 270097753, 270097761, 9948094957, 867283585, 270097768, 867283472, 9948094928, 867283500, 867283544, 270097780, 270097790, 270097797, 270097803, 9554710337, 9554710345, 8084674618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24942683,parking,,"POLYGON ((6.9848618 49.2383968, 6.9848467 49.2383487, 6.9848423 49.2383341, 6.9847 49.2383534, 6.9847193 49.2384167, 6.9845423 49.2384174, 6.9845297 49.2384175, 6.9845161 49.2384184, 6.9845385 49.2387097, 6.9845904 49.2387063, 6.9846358 49.2387047, 6.9848838 49.2386874, 6.9849472 49.2386771, 6.9850845 49.2386519, 6.9853835 49.2385839, 6.9858119 49.2384591, 6.9862405 49.2383071, 6.9862639 49.2382978, 6.9866198 49.2381471, 6.9866098 49.2381384, 6.986537 49.2380639, 6.9864628 49.2379867, 6.9863781 49.2378985, 6.9863028 49.2379307, 6.9860657 49.2380322, 6.9860173 49.2379785, 6.9859573 49.2380017, 6.9858905 49.2380275, 6.9859377 49.2380796, 6.9856826 49.2381749, 6.9856525 49.2381338, 6.9856445 49.238123, 6.9856384 49.2381146, 6.9856314 49.2381168, 6.9855067 49.2381559, 6.9855513 49.2382166, 6.985276 49.238294, 6.9852524 49.2382535, 6.9852456 49.2382416, 6.9852408 49.2382341, 6.9850976 49.2382704, 6.9851334 49.2383306, 6.9848618 49.2383968))",customers,,,multi-storey,,,,,,yes,,,,,,,Q-Park Congresshalle,,,,,,,,,,,,,,,,-1,Q-Park,,,,,P11,,Saarbrücken,14,66111,Hafenstraße,https://www.q-park.de/de-de/staedte/saarbr%c3%bccken/congresshalle/,,,,Q-Park,,,,,Q1127798,,,,"[1348058887, 7600371175, 1348058867, 1348058875, 1348058888, 9017830052, 4050161574, 271054635, 271054634, 7870085396, 8999307980, 308948795, 7598320159, 7598320157, 7598320155, 7598320156, 7598320154, 1270363556, 7598342415, 271054632, 7598342414, 7598342406, 271054631, 10642822003, 1348058815, 1348058806, 7600371159, 1348058811, 1348058819, 1348058826, 7600371183, 7600371168, 1348058822, 10642809770, 1348058825, 1348058834, 1348058857, 7600371184, 7600376794, 1348058840, 1348058848, 1348058863, 1348058887]",,,yes,Q1127798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24942738,parking,,"POLYGON ((6.9957251 49.2379146, 6.9968706 49.2373498, 6.996643 49.2370534, 6.9966338 49.2370406, 6.9966261 49.2370299, 6.9965611 49.236945, 6.9961405 49.2371603, 6.9961243 49.237167, 6.9961106 49.2371736, 6.9960816 49.2371902, 6.9960353 49.2371529, 6.9956493 49.2373513, 6.9956233 49.2373646, 6.9953382 49.2375111, 6.9953848 49.2375479, 6.9953085 49.2375884, 6.9954326 49.2376729, 6.9953999 49.237695, 6.9953848 49.2377053, 6.9954156 49.2377275, 6.9954982 49.2377842, 6.995563 49.2378215, 6.9956702 49.2378831, 6.9957251 49.2379146))",yes,,,surface,yes,,yes,,,yes,,,,,,,Beethovenplatz,,,217,paving_stones,,,,,,,,,,24/7,,,Q-Park Saarbrücken GmbH,,,,,P5,,,,,,,,,,Q-Park,,,,,,,,,"[271054923, 6564879755, 6568085371, 6568085380, 6568085370, 6564879775, 6564879783, 8980213991, 8980214016, 8980214010, 6564879777, 8980214013, 8980225417, 8980213982, 8980214015, 8980214005, 1268851902, 1375582306, 8980213986, 1375579908, 1375579906, 271054926, 8980213998, 271054923]",,,,Q1127798,Place Beethoven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25120322,parking,,"POLYGON ((6.9384825 49.2456591, 6.9371285 49.2456279, 6.9371504 49.2451189, 6.9385183 49.2451483, 6.9384825 49.2456591))",,,,surface,,,,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1539371938, 1539371928, 1539371828, 1539371839, 1539371938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25203565,parking,,"POLYGON ((6.933211 49.2428739, 6.93312 49.2427412, 6.9342854 49.2424007, 6.9343764 49.2425334, 6.933211 49.2428739))",yes,,,surface,,,,,,no,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[274809811, 274809812, 274809813, 274809814, 274809811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25203790,parking,,"POLYGON ((6.9514122 49.2394893, 6.9513974 49.2394229, 6.9513742 49.2393187, 6.9515993 49.2392976, 6.953688 49.2391119, 6.9547582 49.2390194, 6.9549046 49.2390081, 6.9549379 49.2391696, 6.9547712 49.2391845, 6.9536953 49.2392809, 6.9524706 49.2393916, 6.9516878 49.2394639, 6.9514122 49.2394893))",permissive,,,surface,,,yes,,,,,,,Schild „Privatparkplatz Befahren auf eigene Gefahr“,,,West,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[274811463, 7760635384, 274811464, 1140685122, 7762587517, 7765339605, 274811465, 274811466, 10689518557, 7762587508, 7531867551, 10689476501, 274811463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25203970,parking,,"POLYGON ((6.9578497 49.2392886, 6.9578466 49.2390064, 6.9580822 49.2390133, 6.958224 49.2390181, 6.9584218 49.2390287, 6.9588758 49.2390891, 6.9587662 49.2393581, 6.9584941 49.2393276, 6.9585046 49.2392835, 6.9581799 49.2392661, 6.9581652 49.2392968, 6.9578497 49.2392886))",,,,surface,,,,,,,,,,,,,Mitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[274813185, 274813186, 7762587518, 274813188, 274813190, 274813191, 274813192, 274813193, 1270541422, 1270541384, 274813194, 274813185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25213204,parking,,"POLYGON ((6.989173 49.2361464, 6.9890968 49.2361613, 6.9889324 49.2361785, 6.9887285 49.2361923, 6.9879427 49.2362162, 6.9871929 49.2362305, 6.9871229 49.2361492, 6.9873541 49.236145, 6.987788 49.2361359, 6.9879977 49.2361314, 6.9881177 49.2361289, 6.9888637 49.236113, 6.9890479 49.2360907, 6.9891331 49.2360688, 6.989173 49.2361464))",yes,,,street_side,,,yes,,,yes,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"[8952501957, 274917272, 8947411308, 815042975, 8947411309, 274917273, 274917274, 6967345688, 8946721493, 8946750377, 8946721502, 274917275, 266653642, 8952501958, 8952501957]",,diagonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26844483,parking,,"POLYGON ((6.9136738 49.2467184, 6.9140601 49.2466475, 6.9141244 49.2466761, 6.9141388 49.2467263, 6.9141343 49.2467997, 6.914063 49.2468637, 6.9137985 49.2469209, 6.9136738 49.2467184))",,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[294861489, 294861491, 294861494, 294861495, 9740402130, 294861498, 294861500, 294861489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26952609,parking,,"POLYGON ((7.114758 49.2122463, 7.1147538 49.2121528, 7.1150646 49.2121475, 7.1150688 49.2122431, 7.114758 49.2122463))",,,,,,,,,,,,,,,,,Besucherparkplatz Solarkraftwerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[295336028, 295336051, 295336053, 295336029, 295336028]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26952873,parking,,"POLYGON ((7.0557335 49.2049359, 7.0561664 49.2046991, 7.0563752 49.2046576, 7.0568694 49.2044057, 7.0571656 49.2046659, 7.0566429 49.2049299, 7.0565918 49.2049557, 7.0564456 49.2048373, 7.0563674 49.2047741, 7.0559892 49.2049743, 7.0559586 49.2049495, 7.0558371 49.2050128, 7.0557335 49.2049359))",customers,,,surface,,,yes,,,no,,,,,,,,,,,paving_stones,,,,,,,,,,,,,Netto,,,,no,,,,,,,,,,,,,,,,,,,,"[295338491, 295338492, 295338493, 295338494, 295338489, 3943711278, 9792884787, 8426426008, 295338500, 3943711276, 3943711275, 3943711277, 295338491]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26980616,parking,,"POLYGON ((7.0093731 49.2420865, 7.0093895 49.24209, 7.0097059 49.2421821, 7.009888 49.2422392, 7.0100626 49.242296, 7.0102392 49.2420708, 7.0095399 49.2418432, 7.0095254 49.2418649, 7.0094956 49.2419105, 7.009485 49.2419256, 7.0094068 49.2420375, 7.0093731 49.2420865))",customers,,,surface,,,,,,no,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[295717990, 1990662601, 9968830755, 1990662675, 295718009, 295717872, 295717979, 1387623035, 10659853331, 10659853329, 8237998205, 295717990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27155234,parking,,"POLYGON ((7.0580142 49.2442218, 7.058238 49.2444727, 7.0582694 49.2449222, 7.0580975 49.244872, 7.0578135 49.2447776, 7.057748 49.2448097, 7.0577444 49.244701, 7.0578675 49.2446839, 7.0578674 49.2447147, 7.057966 49.2446853, 7.0580142 49.2442218))",yes,,,surface,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[297938361, 297938362, 297938363, 10303344580, 297938366, 10303344566, 10303344527, 10303344446, 10303344174, 297938367, 297938361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27206153,parking,,"POLYGON ((7.0421193 49.2234746, 7.0421885 49.2234063, 7.0420921 49.2233256, 7.0418939 49.2232404, 7.0414037 49.2234879, 7.0414477 49.2235356, 7.0420795 49.223523, 7.0421193 49.2234746))",,,,surface,,,,,,,,,,,,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[298543811, 1406943663, 1406943640, 298543812, 1406943668, 298543814, 1406943670, 298543811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27548560,parking,,"POLYGON ((6.9978875 49.2416112, 6.9980403 49.2417016, 6.9981289 49.2417504, 6.9983143 49.2417941, 6.9986433 49.24187, 6.9986688 49.2418321, 6.9992469 49.2420112, 6.9996067 49.2420397, 6.9996076 49.2420275, 6.9996107 49.2419885, 6.9996135 49.2419594, 6.999622 49.2419597, 6.9996358 49.2419215, 6.9996801 49.2418301, 6.9996905 49.2417539, 6.9996955 49.2416858, 6.9996971 49.241589, 6.9995136 49.2415808, 6.9991401 49.2415686, 6.9990342 49.2415669, 6.998765 49.2415695, 6.9985537 49.2415394, 6.9984989 49.2416294, 6.9983126 49.2415875, 6.9980745 49.2415091, 6.9979813 49.2414823, 6.9978875 49.2416112))",yes,,,surface,,,yes,,,yes,,,,,,,Dudweilerstraße,,,,asphalt,,,,,,,,,,,,,Q-Park Saarbrücken GmbH,,,,,P25,,,,,,https://www.q-park.de/de-de/staedte/saarbr%c3%bccken/dudweilerstra%c3%9fe/,,,,Q-Park,,,,,,,,yes,"[10971853438, 302412093, 2288139653, 5217021435, 1981019828, 5217021436, 832666316, 6568990407, 9344021267, 9344021268, 6568990338, 9184318707, 6582021565, 6568990342, 6568961907, 6568990340, 5217021431, 2146675775, 1268704912, 7847781595, 1268704915, 7847781604, 7847781603, 2146675776, 1376542057, 10971853436, 10971853438]",,,,Q1127798,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27620790,parking,,"POLYGON ((6.9759935 49.2389784, 6.9759405 49.2388213, 6.9758732 49.2386363, 6.9757214 49.2384665, 6.9756177 49.2383658, 6.9760352 49.2381777, 6.9763149 49.2383928, 6.9764092 49.2384916, 6.9764713 49.2386385, 6.9764208 49.2386447, 6.9763664 49.2386519, 6.9763502 49.2386542, 6.976408 49.2388272, 6.9764366 49.2389186, 6.9759935 49.2389784))",yes,,,surface,yes,,yes,,,yes,,,,,,,P24 – Parkplatz Stromstraße,,,110,compacted,,,,,,,no,,,24/7,,,KBS - Gesellschaft für Kommunalanlagen und Beratung Saarbrücken mbH,,,,,P24,,,,,,,,,,,,,,,,,,,"[303316574, 303316580, 303316602, 303316605, 303316608, 303316614, 9212769631, 303316616, 303316642, 9268221323, 9268221338, 303316645, 8659553548, 303316648, 303316574]",,,,,,2.8,intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27620980,parking,,"POLYGON ((6.9804166 49.2390168, 6.9805584 49.2387267, 6.980622 49.2387402, 6.9806343 49.2387162, 6.9806739 49.2386417, 6.9806884 49.2386101, 6.9818172 49.2388521, 6.9817561 49.2389721, 6.9817439 49.2389908, 6.981616 49.2389628, 6.9815577 49.2389105, 6.9815406 49.2389463, 6.9807534 49.2387738, 6.9807131 49.238856, 6.9806543 49.2388424, 6.9806476 49.2388564, 6.9805429 49.2390457, 6.9804166 49.2390168))",customers,,,surface,yes,,,,,yes,,,,,,,Q-Park Cinestar,,,,,,,,,,,no,,,,,,Q-Park,,,,,P23,,,,,,https://www.q-park.de/de-de/staedte/saarbr%c3%bccken/cine-star/,,,,Q-Park,,,,,Q1127798,,,,"[303320694, 8792501846, 8792546524, 8792501844, 8792546518, 303320697, 303320699, 5652717825, 303320701, 8795465584, 8792501906, 8792501888, 303320703, 8792501841, 8792501834, 8999307942, 303320705, 303320694]",,,,Q1127798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27681004,parking,,"POLYGON ((6.9086895 49.2447551, 6.9087698 49.2448956, 6.9097475 49.2446582, 6.9096707 49.2445151, 6.9086895 49.2447551))",yes,,,surface,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,"[304000121, 304000122, 304000123, 304000125, 304000121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28129012,parking,,"POLYGON ((6.9864387 49.238445, 6.9871473 49.2381864, 6.9874896 49.2385651, 6.9875071 49.238587, 6.9867995 49.2388605, 6.9864387 49.238445))",yes,,,surface,yes,,,,,yes,,,,,,,Q-Park Fritz-Dobisch,,,,,,,,,,,,,,,,,Q-Park,,,,,,,,,,,https://www.q-park.de/de-de/staedte/saarbr%c3%bccken/fritz-dobisch/,,,,Q-Park,,,,,Q1127798,,,,"[9523358077, 308947793, 560143181, 308947794, 308947795, 9523358077]",,,,Q1127798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28262857,parking,,"POLYGON ((6.9823664 49.2320635, 6.9828342 49.2321643, 6.9828146 49.2322067, 6.9829602 49.2322298, 6.9829581 49.2323439, 6.9829574 49.2323595, 6.9829563 49.2323929, 6.9829621 49.2327015, 6.9829653 49.2327498, 6.9829682 49.2328414, 6.9829767 49.233108, 6.9829786 49.233168, 6.9829791 49.2332224, 6.9829811 49.2332501, 6.9829813 49.233297, 6.9829811 49.2333728, 6.9829817 49.2333992, 6.982982 49.2334121, 6.9829822 49.2334226, 6.9829825 49.2334359, 6.9829832 49.2334559, 6.9829838 49.2334775, 6.9829852 49.2335373, 6.9829706 49.2335375, 6.9829574 49.2335377, 6.9827114 49.233537, 6.9827123 49.2334818, 6.9825589 49.2334821, 6.9825168 49.2334824, 6.9824978 49.2334754, 6.9824182 49.2334577, 6.9824023 49.2334034, 6.9824012 49.2331015, 6.9823971 49.2328949, 6.9823877 49.2325557, 6.9823861 49.2324976, 6.9823868 49.2324824, 6.9822645 49.2324687, 6.9822807 49.2324231, 6.9821843 49.2324142, 6.9821929 49.2321699, 6.9822532 49.2321094, 6.9823289 49.2321256, 6.9823664 49.2320635))",yes,,,surface,,,yes,,,yes,,,,,,,Q-Park Roonstraße,,,,asphalt,,,,,,,,,,24/7,,,Q-Park,,,,yes,P22,,,,,,https://www.q-park.de/de-de/staedte/saarbr%c3%bccken/roonsstra%c3%9fe/,,,,Q-Park,,,,,Q1127798,,,,"[8830109824, 1017839179, 7869195875, 310390925, 7869195868, 6502750802, 814749736, 6573285946, 814749733, 6573285948, 6575871535, 7556828353, 7556828330, 7556828360, 7556828333, 7556828362, 10702644629, 7556828346, 6565130983, 7556828355, 10702644655, 6565130982, 310390926, 7556828352, 6573729983, 2143164683, 6575871525, 6575871522, 310585529, 7556828339, 310585533, 7556828329, 7556828351, 7556828343, 7556828331, 310390931, 9592434336, 9592434344, 9592434341, 310390933, 8830109861, 8830109834, 8830109852, 8830109824]",,,,Q1127798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
