element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:phone,cuisine,level,name,old_name,opening_hours,operator,outdoor_seating,smoking,strapline,toilets,geometry,contact:email,contact:fax,contact:website,diet:vegetarian,indoor_seating,stars,tenant,wheelchair,wikidata,opening_hours:kitchen,wheelchair:description,alt_name,brewery,brand,brand:wikidata,brand:wikipedia,lastcheck,phone,website,diet:vegan,email,delivery,payment:cash,payment:credit_cards,payment:debit_cards,start_date,takeaway,toilets:wheelchair,website:menu,contact:facebook,contact:instagram,diet:halal,organic,short_name,description,fixme,microbrewery,name:etymology:wikidata,opening_hours:covid19,brewery:wikidata,brewery:schwarzbier,brewery:weizen,payment:girocard,payment:mastercard,payment:visa,reservation,check_date:opening_hours,addr:floor,contact:tripadvisor,internet_access,surveillance,opening_hours:signed,capacity,source,culture,addr:suburb,highchair,payment:maestro,payment:v_pay,air_conditioning,payment:edenred_ticket,payment:vpay,note,name:fr,vacant,diet:lacto_vegetarian,surveillance:type,payment:girocard_contactless,payment:mastercard_contactless,payment:visa_electron,addr:neighbourhood,payment:sodexo,terrace,dispensing,name:ja,opening_hours:note,pub,check_date,delivery:partner,ref:vatin,contact:whatsapp,mobile_phone:repair,disused:amenity,disused:opening_hours:signed,disused:outdoor_seating,disused:wheelchair,building,internet_access:fee,bar,contact:takeaway,delivery:description,payment:ep_geldkarte,description:covid19,toilets:access,description:delivery,fax,wheelchair:step_height,description:payment,operator:wikidata,payment:account_cards,reusable_packaging:accept,reusable_packaging:network,reusable_packaging:offer,safety:hand_sanitizer:covid19,safety:mask:covid19,takeaway:covid19,university,drink:cola,drink:soft_drink,url,contact:mobile,note:de,ice_cream,barrier,height,leaf_cycle,leaf_type,tourism,payment:mensa_card,internet_access:captive_portal,internet_access:password,internet_access:ssid,drink:beer,drink:coffee,drink:lemonade,drink:liquor,drink:milk,drink:soda,drink:tea,drink:wine,indoor,nodes,building:part,roof:orientation,roof:shape,building:colour,building:levels,historic,roof:levels,wikimedia_commons,wikipedia,payment:jcb,image,payment:alipay,payment:american_express,payment:apple_pay,payment:diners_club,payment:discover_card,payment:google_pay,payment:unionpay,payment:visa_contactless,atm,addr:housename,location
node,1383154215,,,,,,restaurant,+49 681 88388747,german;french,0,Deutsch-Französisches Café,,"Sa,Su 12:00-18:00 open ""falls es nicht regnet"";Tu-Fr open ""nur bei trockenem Wetter"";Mo closed",Gerd Drenkow,,,Bistro • Biergarten • Café,,POINT (6.9698317 49.2234799),info@dfg-cafe.de,,https://www.dfg-cafe.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café franco-allemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1392404647,,,,,,restaurant,,,,Restaurant Schloss Halberg,,"Mo-Fr 12:00-14:00,18:30-22:00; Sa 18:15-22:00; Su closed",,,,,,POINT (7.030771 49.2227057),,,http://www.restaurant-schloss-halberg.de/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1392409544,,,,,,restaurant,,,,Le Schloss Halberg,,,,,,,,POINT (7.0320664 49.2227695),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1393758466,,,,,,restaurant,,,,Gourmet-Restaurant BiOLive,,,,,,,,POINT (6.9912569 49.2289854),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1399631819,,,,,,restaurant,+49 681 68832126,,0,Herzenslust,,"Mo-We closed; Th-Fr 18:00-22:30; Sa-Su 10:00-13:30,18:00-22:30",,yes,,,,POINT (6.9997834 49.2354177),,,https://herzenslust-saar.de/,yes,yes,,,no,,,2 Stufen am Eingang; Außenbereich barrierefrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonntags 10–13.30 Uhr Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1402042236,,,,,,restaurant,+49 681 36470,,,Alex Brasserie,,"Mo-Th 08:30-01:00, Fr-Sa 08:30-03:00, Su 09:00-01:00","Mitchells & Butlers Germany GmbH, Wiesbaden",pedestrian_zone,,,,POINT (6.9943393 49.2351679),,+49 681 376370,https://www.deine-brasserie.de/brasserie-saarbruecken,yes,yes,,,limited,,,,Brasserie Saarbrücken,,Alex,Q18018122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1412158201,Saarbrücken,DE,26,66111,Rosenstraße,restaurant,,,,Kastanie Night,Kaspisches Restaurant,,,patio,,,,POINT (7.0019209 49.2327017),,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-31,,,,,no,,,,St. Johann,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1425446392,,,,,,restaurant,,,0,hauck Alte Feuerwache,,10:00-22:00,,pedestrian_zone,outside,,,POINT (7.0004373 49.2339689),,,,yes,yes,,,yes,,10:00-22:00,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1472541803,,,,,,restaurant,,,,Restaurant im Bürgerhaus,,,,,,,,POINT (7.0401819 49.2743612),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1548978960,,,,,,restaurant,,,,,,,,,,,,POINT (6.9818926 49.2391949),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1586891237,,,,,,restaurant,+49 6897 919865,asian;chinese,1,China City,,"We-Mo,PH 11:30-14:30,18:00-22:00",,no,,,,POINT (7.0364293 49.2757032),,,,yes,yes,,,limited,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1609992822,,,,,,restaurant,,,0,Restaurant Schlemmerie,,,,,,,,POINT (6.9890882 49.2374916),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1609995268,Saarbrücken,,14,66111,Trierer Straße,restaurant,+49 681 9705866,asian;chinese,0,Grand Asia,,"11:30-15:00; Su-Th 18:00-23:00; Fr,Sa 17:30-23:30",,,,,,POINT (6.9882497 49.2395263),,,https://www.grand-asia.de/,,,,,limited,,,"Toiletten sind im Keller, die Tische stehen teilweise auf Podesten.",,,,,,,,,,,,,,,,,no,,,,,,,,,,,"PH,Mo-Th 17:30-22:30; PH,Fr-Sa 11:30-14:30,17:30-23:30; Su 11:30-14:30,18:00-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1631309421,Saarbrücken,,17,66117,Wilhelm-Heinrich-Straße,restaurant,,,,Restaurant Handelshof,L'Arganier - Restaurant im Handelshof;Handelshof,"Mo-Fr 12:00-15:00,18:00+; Sa 18:00+; Su closed","Seer, Wend GbR",yes,,,,POINT (6.9899519 49.2324395),,,https://restaurant-handelshof.de,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1699421828,,,262,66119,Großblittersdorfer Straße,restaurant,,,,Boulevard 262,,"Mo-Fr 11:30-14:30,18:00-22:00; Sa-Su 18:00-22:00",,,,,,POINT (7.0236683 49.1945552),,,,,,,,limited,,,2 Stufen am Eingang; Außenbereich barrierefrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1706036114,Saarbrücken,DE,1,66111,Saarstraße,restaurant,+49 681 91005645,,0,Tbilissi,Krotten Schenke,"Tu-Fr 18:00-23:00; Sa 17:00-23:00; Su 12:00-15:00,18:00-23:00; Mo off",,,,,,POINT (6.9953002 49.2323079),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1706036116,Saarbrücken,,13,66117,Saaruferstraße,restaurant,+49 681 57853,italian,0,Milano,,Tu off,,,outside,Ristorante Pizzeria,,POINT (6.9903918 49.235447),,,,,,,,limited,,,1 Stufe,,Karlsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,Q520174,,,,,,,,,,,,,,,,Alt-Saarbrücken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1759825324,Saarbrücken,,57,66121,Mainzer Straße,restaurant,,persian,0,City Grill – Persische Spezialitäten,,Tu-Sa 11:30-22:00; Su 16:00-21:30; Mo closed,,no,,,,POINT (7.0044765 49.230159),,,,,yes,,,no,,,,,,,,,,+49 681 98802895,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1771893423,Saarbrücken,,22,66125,Büchelstraße,restaurant,,german,,Kopp's Haus,,"Tu-Fr 10:00-14:30,17:00+, Sa 10:00-14:30,17:30+, Su 10:00-14:30",,yes,,,,POINT (7.0350243 49.2743809),,,,yes,,,,no,,,,,,,,,,+49 6897 763270,http://kopps-haus.de/,no,info@kopps-haus.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webseite,,Dudweiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1798051127,Saarbrücken,DE,25,66111,Futterstraße,restaurant,+49 681 30140872,italian;pizza,0,Angelo Via Napoli,,"Su-Th 11:00-23:30; Fr,Sa 11:00-24:00",,pedestrian_zone,,Steinback Trattoria,,POINT (6.9947407 49.2366408),,,https://www.angelosvianapoli.de/,yes,,,,limited,,,1 kleine Stufe,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,outdoor,,,,,,,,,,,,,,,,camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1858600166,Saarbrücken,DE,30,66111,Rotenbergstraße,restaurant,,italian,0,Fellini,,Mo-Su 17:30-23:00+,,,,,,POINT (7.0018148 49.2361996),,,,yes,,,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1858600207,Saarbrücken,DE,5,66111,Kupfergasse,restaurant,+49 681 33752,steak;escalope,,Dubrovnik,,"Mo-Su 11:30-14:30,18:00-23:00",Georgi & Billi,,,,,POINT (6.99541 49.2351321),info@dubrovnik-sb.de,+49 681 33752,http://dubrovnik-sb.de/,,,,,limited,,,1 Stufe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1859823071,,,,,,restaurant,,indian,,Star of India,,Tu-Su 18:00-22:00; Mo closed; PH unknown,,,,,,POINT (6.9978731 49.2365934),,,,yes,,,,limited,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1860636618,Saarbrücken,,31,66111,Försterstraße,restaurant,,korean,,KIMDOGO,N.N.;Bauernschenke,"Mo-Fr 12:00-14:00,17:00-22:00; Sa 17:00-22:00; Su,PH 15:00-22:00",,,,,,POINT (6.999169 49.2370205),,,http://kimdogo.de/,yes,,,,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Johann,,,,,,,,,,,,,,,Nauwieser Viertel,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1860703399,Saarbrücken,,11,66111,Viktoriastraße,restaurant,,vietnamese,0,Viet Quan,,"Mo-Tu,Th-Sa 11:00-22:00; We 11:00-15:30; Su 16:00-21:00",,no,,,,POINT (6.9909457 49.2374423),,,http://www.vietquan-sb.com/,yes,,,,yes,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1860703420,,,,,,restaurant,,thai,0,Saigon,,"Mo-Sa 11:30-14:30,18:00-23:00; PH,Su closed",,no,,Vietnamesische Spezialitäten,,POINT (6.9965139 49.2385356),,,,yes,yes,,,no,,,2 Stufen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1968325642,,,,,,restaurant,,,,BCC,,,,,,,,POINT (6.9352231 49.2452279),,,,,,,,yes,,,,Business Communication Center,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1997758256,Saarbrücken,DE,67,66115,Hochstraße,restaurant,,,,Zuse Z4 im Landesamt,,Mo-Fr 06:30-14:00,,,,,,POINT (6.9556879 49.2410686),,,,,,,,limited,,,,,,,,,2018-06-04,,https://www.reha-marketing.de/index.php?id=68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2030988310,Saarbrücken,DE,131,66121,Mainzer Straße,restaurant,,lebanese,0,Zur Blume,Habibi,"PH,Mo-Su 11:00-22:00",,patio,,Libanesische Küche & Grill,,POINT (7.0120403 49.2288551),,,,,yes,,,no,,,2 Stufen,,,,,,,,,,,,,,,,yes,,,https://www.facebook.com/Restaurant-Habibi-1171906556166693/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2039817820,,,,,,restaurant,+49 681 96778708,vietnamese;french,0,Restaurant Indochine,,"We-Mo 12:00-14:30, 18:00-23:00; Tu off",Quang Hoa Nguyen,,,,,POINT (6.9800015 49.2404923),info@indochine-sb.com,,https://www.indochine-sb.com/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2182760135,,,6,66111,Mainzer Straße,restaurant,+49 681 9508800,german,,Haus Brück,,"Mo-Sa 11:30-15:00+,18:00-21:00+",,,,,,POINT (6.9994172 49.231878),,,http://www.haus-brueck.de/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2216382762,,,,,,restaurant,+49 681 34703,,0,Jouliard,,Mo-Sa 18:00-22:00,Gisela Altpeter,yes,,Bistronomie,,POINT (7.0143737 49.2399001),,,http://www.jouliard.de/,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2228434161,Saarbrücken,,6,66119,Zähringerstraße,restaurant,+49 681 93881550,thai,,Pad Thai,Girasole,"Mo-Th 11:00-14:00,17:30-21:30; Fr-Sa 17:30-21:30; PH,Mo,Su closed",N. N.,yes,,,,POINT (6.9966935 49.2276591),,,https://restaurantpadthai.com/,,yes,,,limited,,,Stufen am Eingang; Außenbereich barrierefrei,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Restaurant.Pad.Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2228584017,Saarbrücken,,56a,66119,Talstraße,restaurant,+49 681 5896500,italian;german,0,Restaurant Anna,,"Tu-Fr 10:30-14:30,17:00-23:00; Sa 11:30-14:30,16:30-23:30; Su 17:00-23:00",Boris Kvicel,no,,,,POINT (6.9966648 49.2269052),info@restaurant-anna.de,+49 681 5893654,http://www.restaurant-anna.de/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2239060093,Saarbrücken,DE,27,66111,Försterstraße,restaurant,,steak_house;burger;italian;international,,HendriKs,,"Mo-Fr 16:30+; Sa, Su 17:30+; PH unknown",,yes,outside,,,POINT (6.9989695 49.2366955),,,,yes,,,,no,,,,,,,,,,,,,,no,,,,,yes,,,,,,,,"Vereinslokal des Schachclubs ""Saarbrücker Gambit""",,,,,,,,,,,,,,,,,,,,,St. Johann,,,,,,,,,,,,,,,Nauwieser Viertel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2239647138,,,,,,restaurant,+49 681 51985,german,0,Schlossgarten,,"Th-Fr 11:50-14:00,18:30-24:00; Sa 18:30-24:00; PH,Mo,Su closed",Claudia & Ernst Halbritter,no,,,,POINT (6.9927794 49.2292277),kontakt@restaurant-schlossgarten-saarbruecken.de,+49 681 51985,http://www.restaurant-schlossgarten-saarbruecken.de/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2240225179,Saarbrücken,,33,66119,Talstraße,restaurant,,croatian,0,Ivica,Cucina33;La Gondola,,,yes,,Bistro • Restaurant,yes,POINT (6.9974876 49.2268356),,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2246648452,,,,,,restaurant,,grill,0,Nelloo Haus Grill,Laterne;Cello;Die Burgerei Home,,,no,,,,POINT (7.0009715 49.2372935),,,,,yes,,,limited,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2246998547,Saarbrücken,,49a,66121,Mainzer Straße,restaurant,+49 681 68140,chinese,0,Yang China Restaurant,,"Su-Fr 12:00-14:00, Mo-Fr 18:00-21:00, Sa 18:00-21:00",,no,,,,POINT (7.0036976 49.2303858),,,,,yes,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2251119746,Saarbrücken,,47,66123,Am Homburg,restaurant,+49 1521 4780282,,0,Restaurant Am Homburg,,"Tu-Sa 18:00-22:00; PH,Su 11:00-14:30,18:00-22:00; Mo closed",Familie Shkodrani,yes,,,,POINT (7.0106983 49.2447713),info@restaurant-am-homburg.de,,https://www.restaurant-am-homburg.de/,yes,,,,limited,,,1 Stufe,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2270674385,Saarbrücken,,18,66121,Am Staden,restaurant,+49 681 40132949,vietnamese,0,Sơn La,Asian Cook;Le Bouchon,"Tu-Fr 11:30-14:30,17:00-21:30; Sa-Su 17:00-21:30; Mo closed",,terrace,,Vietnam Kitchen,,POINT (7.0080377 49.2261512),,,http://sonla-sb.de/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2271676812,Saarbrücken,,12,66111,Mainzer Straße,restaurant,,,,Leidinger's Lust,,"Mo-Sa 06:30-12:00; PH,Sa-Su 07:00-14:00",,,,Die Frühstücksmacher,,POINT (7.0000875 49.2316757),,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2271765585,Saarbrücken,,26,66121,Straße des 13. Januar,restaurant,,,,Schröders Restaurant,,"Mo-Su,PH 11:00-14:30,17:30-22:00",,no,,,,POINT (7.0149428 49.2257747),,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2271788902,Saarbrücken,,132a,66121,Bismarckstraße,restaurant,,japanese,0,Akira Japanese Sushi Dining,,"Mo,Tu,Th,Fr 12:00-14:00,18:00-22:00; Sa 18:00-22:00; PH,We,Su off",,,,,,POINT (7.0140947 49.2247915),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Japanesesushidiningakira/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2285453246,Saarbrücken,,19,66111,Berliner Promenade,restaurant,+49 681 93888188,asian;tapas,1,Mu-Kii Pan Asian Tapas,,"Mo-Th 16:00-23:00; Fr-Sa 12:00-23:30; PH,Su 12:00-23:00",,,,,,POINT (6.9930041 49.2344262),,,https://www.mu-kii.de/,,,,,no,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,St. Johann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
