element_type,osmid,geometry,historic,name,wheelchair,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,description,image,tourism,website,access,indoor,start_date,amenity,nodes,architect,building,building:levels,check_date:opening_hours,construction:start_date,contact:email,contact:phone,contact:website,heritage,name:sk,opening_hours,ref:isil,roof:shape,short_name,wikidata,wikipedia,source:addr,building:colour,nohousenumber,roof:colour,source:geometry,building:architecture,elevator,last_renovation,height,phone,toilets:wheelchair,leisure,sport,source:outline,addr:suburb,operator,roof:levels,building:material,community_centre,operator:type,name:etymology:wikidata,opening_hours:signed,owner,heritage:description,heritage:operator,roof:material,building:part,alt_name,community_centre:for,denomination,religion,old_name,ref,height:note,roof:height,roof:orientation,contact:facebook,contact:instagram,3dr:height1,3dr:length2,3dr:type,building:facade:material,drinking_water,fee,female,male,toilets:disposal,unisex,capacity,opening_hours:covid19,payment:cards,payment:cash,shower,toilets,email,polling_station,disused:building,loc_name,source:height,addr:housename,museum,architect:wikidata,retreat,retreat:for,retreat:operator,note,noaddress,social_facility,social_facility:for,temporary,ways,type,disused:amenity,club,contact:fax,official_name
way,114397303,"POLYGON ((8.4544641 49.0346732, 8.4545001 49.0346234, 8.4544274 49.0346234, 8.454427 49.0346045, 8.4544264 49.0345786, 8.4546623 49.0345786, 8.4546623 49.034554, 8.4547122 49.0344856, 8.4546896 49.0344856, 8.4546469 49.0344856, 8.4546052 49.0345466, 8.4545942 49.0345466, 8.4545028 49.0345466, 8.4545028 49.0345618, 8.4544717 49.0345618, 8.4544717 49.0345466, 8.4543843 49.0345466, 8.4543245 49.0345466, 8.4543245 49.0345611, 8.454289 49.0345611, 8.454289 49.0345466, 8.4542323 49.0345466, 8.4541432 49.0345466, 8.4541432 49.0345606, 8.4541071 49.0345606, 8.4541071 49.0345466, 8.454072 49.0345466, 8.4540582 49.0345663, 8.4540908 49.0345786, 8.4540908 49.0346045, 8.4540952 49.0346045, 8.4540952 49.0346234, 8.4540908 49.0346234, 8.4540908 49.0346732, 8.4541462 49.0346732, 8.4542309 49.0346732, 8.4542309 49.0346588, 8.4542474 49.0346588, 8.4542639 49.0346588, 8.4542639 49.0346732, 8.4543314 49.0346732, 8.4543677 49.0346732, 8.454404 49.0346732, 8.4544641 49.0346732))",,,,,Karlsruhe,DE,42,76139,Beuthener Straße,,,,,,,,,,"[1296032970, 1296032905, 1296032922, 4170183631, 1296032964, 3093031933, 3093031813, 3093031804, 3093031803, 3093031802, 3093031815, 3093031814, 3093031817, 3093031824, 3093031825, 3093031816, 1396145307, 3093031818, 3093031828, 3093031929, 3093031822, 1396145305, 3093031823, 3093031826, 3093031827, 3093031819, 3093031820, 3093031934, 1296032950, 4170183623, 4170183624, 4170183637, 4170183636, 1296032944, 4170183646, 1296032923, 1296032920, 4170183645, 1296032956, 1296032954, 4170183647, 4170183648, 4170183649, 1296032970]",,civic,2,,,,,,,,,,flat,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,Hagsfeld,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,114928456,"POLYGON ((8.4594122 49.0277914, 8.4596422 49.0276955, 8.4597154 49.027771, 8.4594854 49.0278669, 8.4595268 49.0279096, 8.4596866 49.0278701, 8.4596732 49.0278468, 8.4597483 49.0278283, 8.4597369 49.0278085, 8.4598029 49.0277922, 8.4597418 49.0276858, 8.4597213 49.0276909, 8.4597139 49.027678, 8.4597065 49.0276651, 8.4596991 49.0276522, 8.4596917 49.0276393, 8.4593471 49.0277243, 8.4594122 49.0277914))",,,,,,,,,,,,,,,,,1975,,"[1300501183, 6032805677, 6032805678, 1300501193, 1300501186, 1300501170, 1300501178, 1300501165, 1300501189, 1300501167, 1300501204, 1300501201, 367812563, 6032805676, 6032805684, 1300501184, 1300501197, 1300501183]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,114928457,"POLYGON ((8.4596917 49.0276393, 8.4597314 49.0276295, 8.4597042 49.0275821, 8.4597912 49.0275607, 8.4596564 49.0273259, 8.4595697 49.0273473, 8.4595397 49.027295, 8.4593733 49.0273361, 8.4593651 49.0273219, 8.4593579 49.0273093, 8.459192 49.0273502, 8.4592077 49.0273777, 8.4589566 49.0274396, 8.4591481 49.0277734, 8.4593471 49.0277243, 8.4596917 49.0276393))",,,yes,,Karlsruhe,DE,26,76139,Schäferstraße,,,,,,,,1975,,"[1300501184, 1300501169, 1300501187, 1300501180, 1300501174, 1300501200, 1300501196, 1300501179, 3460388553, 1300501192, 1300501166, 1300501190, 1300501188, 1300501173, 1300501197, 1300501184]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,sports_hall,,,Hagsfeld,Vereinigte Turnerschaft Karlsruhe-Hagsfeld 1895 e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,115076051,"POLYGON ((8.4605282 49.0283303, 8.4605592 49.028389, 8.460626 49.0283739, 8.4606131 49.0283494, 8.4606944 49.028331, 8.4606901 49.0283229, 8.4607577 49.0283076, 8.4607271 49.0282496, 8.4606643 49.0282638, 8.4606132 49.028167, 8.4604714 49.0281991, 8.4604661 49.0282003, 8.4604949 49.0282549, 8.4604772 49.0282589, 8.4605163 49.028333, 8.4605282 49.0283303))",,Pfarrhaus Laurentiusgemeinde,,LA-KA,Karlsruhe,DE,13,76139,Schäferstraße,,,,,,,,,,"[1301673248, 1301673271, 4587556246, 4587556247, 1301673159, 1301673240, 1301673121, 1301673268, 1301673138, 1301673207, 4756008899, 1301673235, 1301673145, 1301673269, 1301673127, 1301673248]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,Hagsfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,115564781,"POLYGON ((8.4300709 49.0053185, 8.4299857 49.0051222, 8.4298708 49.0051437, 8.4298719 49.0051463, 8.4297926 49.0051611, 8.429391 49.0052362, 8.4294319 49.0053304, 8.4294728 49.0054246, 8.4295016 49.0054192, 8.4295334 49.0054132, 8.429553 49.0054096, 8.4295652 49.0054073, 8.4299538 49.0053347, 8.429956 49.00534, 8.4300709 49.0053185))",,Substage,yes,,Karlsruhe,DE,19,76131,Alter Schlachthof,,,,,https://www.substage.de/,,,2010,nightclub,"[1305246852, 1305246851, 7801770186, 3656822159, 4348497784, 1305246850, 3656822161, 1305246849, 3656822163, 3402964461, 6068904398, 3656822162, 3656667355, 3656667357, 1305246852]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Substage Karlsruhe e.V.,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/substage.karlsruhe,https://www.instagram.com/substage_karlsruhe/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117421213,"POLYGON ((8.3908617 48.9993924, 8.3908572 48.9993393, 8.3908454 48.9993397, 8.3908337 48.9993402, 8.3908255 48.999249, 8.3910865 48.9992396, 8.391095 48.9993423, 8.3911216 48.9993413, 8.3911251 48.9993829, 8.3909794 48.9993882, 8.3908617 48.9993924))",,Karl-Rahner-Haus,no,,Karlsruhe,DE,103,,Hirschstraße,,,,,https://khg-karlsruhe.de/,,,,community_centre,"[1322848594, 1322848556, 1832459488, 1322848886, 1322848614, 1322849058, 1322848763, 1322848583, 1322849006, 1832459490, 1322848594]",,civic,,,,,,https://khg-karlsruhe.de/orte-und-personen/orte-der-khg/gemeindehaus,,,,,,,,,,,,,,,,,,,,,,,,Katholische Hochschulgemeinde Karlsruhe,,,parish_hall,religious,,,,,,,,Katholische Hochschulgemeinde Karlsruhe,student,catholic,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118346918,"POLYGON ((8.3753167 49.0084509, 8.3752848 49.008391, 8.3753416 49.008378, 8.3753563 49.0083746, 8.3753882 49.0084346, 8.3753735 49.0084379, 8.3753167 49.0084509))",,,no,,,,,,,,,,,,yes,,1910,toilets,"[1331041961, 1330188450, 1330188447, 1330188449, 1330188446, 1330188448, 1331041961]",,civic,1,,,,,,,,,,3dr,,,,,,yes,,,,,,4,,no,,,,,Stadt Karlsruhe,0,,,public,,,,,,,,,,,,,,,,,,,1.5,1,2.4,plaster,no,no,yes,yes,flush,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119240484,"POLYGON ((8.3682292 49.0148288, 8.3685561 49.0148047, 8.3685937 49.0150247, 8.3682668 49.0150488, 8.3682342 49.0148577, 8.3682292 49.0148288))",,,,,,,,,,,,,,,private,,,,"[1340417919, 1340418502, 1340420828, 1340417817, 31097500, 1340417919]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,sports_centre,multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122725427,"POLYGON ((8.4299854 49.0055832, 8.4301946 49.0055441, 8.4302987 49.0057836, 8.4302618 49.0057905, 8.4302755 49.0058221, 8.4301414 49.0058471, 8.4301277 49.0058156, 8.4300895 49.0058227, 8.4299854 49.0055832))",,Fleischmarkthalle,,,Karlsruhe,DE,13,76131,Alter Schlachthof,,,,,,,,1887,events_venue,"[1370547128, 1370547121, 1370547151, 1370547152, 1370547156, 1370547163, 1370547157, 1370547159, 1370547128]",,civic,2,,,,,https://www.k3-karlsruhe.de/raeume/fleischmarkthalle-veranstaltungsraum,yes,,,,gabled,,,,,#B09078,,#AA9999,"Maps4BW, LGL, www.lgl-bw.de",,,,11,,,,,,Oststadt,Karlsruher Fächer GmbH & Co. Stadtentwicklungs-KG,,sandstone,,,,,,,,roof_tiles,,,,,,,,,5,along,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122725457,"POLYGON ((8.434444 49.0186169, 8.4344057 49.0186349, 8.4344385 49.0186649, 8.4344768 49.0186469, 8.434444 49.0186169))",,,,,,,,,,,,,,,,,,,"[1370547477, 1370547479, 1370547482, 1370547480, 1370547477]",,civic,,,,,,,,,,,pyramidal,,,,,#F0F0F0,,,"Maps4BW, LGL-BW, www.lgl-bw.de",,,,3,,,,,,,Stadt Karlsruhe,,,,,,,,,,metal,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122803695,"POLYGON ((8.4323385 49.011726, 8.432181 49.0115367, 8.4323469 49.0115076, 8.4323478 49.0114996, 8.4326606 49.0115159, 8.4326133 49.0115721, 8.4325653 49.0115696, 8.4325427 49.0115949, 8.4324879 49.0115921, 8.4324319 49.0116447, 8.4324632 49.0116706, 8.4324594 49.0116726, 8.4324523 49.0116667, 8.4323385 49.011726))",,,,,Karlsruhe,DE,47,76131,Rintheimer Straße,,,,,,,,1995-03,,"[1371199003, 1371198962, 1371198964, 1371198960, 1371198963, 1371198973, 7040351664, 7040351663, 1371198971, 1371198989, 1371198995, 7040351662, 7040351661, 1371199003]",,civic,2,,,,,,,,,,flat,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,Stadtjugendausschuss e. V. Karlsruhe,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122806528,"POLYGON ((8.4300824 49.0147583, 8.4300165 49.0147398, 8.4299506 49.0147213, 8.4299595 49.0147076, 8.4296916 49.0146334, 8.4295131 49.0149078, 8.4296393 49.0149431, 8.4297735 49.0149807, 8.4297616 49.0149992, 8.4297496 49.0150176, 8.4296135 49.0149795, 8.4295929 49.0149737, 8.4294293 49.0149279, 8.4296397 49.0146046, 8.4296562 49.0145792, 8.4299834 49.0146708, 8.4299851 49.0146682, 8.4299923 49.0146573, 8.4300038 49.0146605, 8.4300582 49.0146757, 8.4301242 49.0146942, 8.4301154 49.0147077, 8.430441 49.0147989, 8.4302147 49.0151467, 8.4300341 49.0150961, 8.4298891 49.0150555, 8.4299008 49.0150376, 8.4299124 49.0150196, 8.430056 49.0150598, 8.4301768 49.0150936, 8.4303554 49.0148191, 8.430091 49.0147451, 8.4300824 49.0147583))",,,,,,,,,,,,,,,,,1876,,"[1371229829, 7705699060, 1371229823, 1371229821, 1371229802, 1371229848, 7705699017, 1371229853, 1051726380, 1371229855, 7705699018, 5061676640, 1371229852, 7705699029, 1371229796, 1371229810, 7705699027, 1371229805, 1796421083, 7705699061, 1371229813, 1371229818, 1796421093, 1371229860, 7705699020, 1371229856, 1051726381, 1371229854, 7705699019, 1371229857, 1371229839, 1371229827, 1371229829]",Josef Durm,civic,,,,,,,4,,,,,,,,,,,,Bing 2013,renaissance_revival,,,,,,,,,,,,,,,,,,Kulturdenkmal von besonderer Bedeutung,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122806557,"POLYGON ((8.4295941 49.0151188, 8.4296036 49.0151215, 8.4295502 49.0152035, 8.4295407 49.0152008, 8.4294706 49.0153086, 8.4295274 49.0153245, 8.429533 49.015316, 8.4297067 49.0153646, 8.4297011 49.0153732, 8.429762 49.0153902, 8.4298322 49.0152824, 8.42982 49.015279, 8.4298734 49.015197, 8.4298855 49.0152004, 8.4299106 49.0151619, 8.4298338 49.0151404, 8.4298088 49.0151789, 8.4298365 49.0151867, 8.4297832 49.0152687, 8.4297713 49.0152654, 8.4297649 49.0152752, 8.4295911 49.0152266, 8.4295976 49.0152167, 8.4295871 49.0152138, 8.4296405 49.0151318, 8.4296699 49.0151401, 8.4296934 49.0151039, 8.4296176 49.0150827, 8.4295941 49.0151188))",,,,,,,,,,,,,,,,,1876,,"[378185723, 1371229858, 1371229865, 1371229864, 1480008192, 1369484237, 1369484236, 1369484241, 1369484242, 1480008195, 1371229869, 1371229868, 1371229866, 378185807, 1371229862, 1371229859, 378185845, 6299030665, 6299030659, 6299030660, 6299030661, 6299030662, 6299030663, 6299030664, 6299030666, 378185660, 1369484232, 1369484231, 378185723]",Josef Durm,civic,,,,,,,4,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",renaissance_revival,,,,,,,,,,,,,,,,,,Kulturdenkmal von besonderer Bedeutung,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122967234,"POLYGON ((8.4400303 49.00435, 8.4399947 49.0042777, 8.4400811 49.0042589, 8.4401172 49.0043324, 8.4400303 49.00435))",,,,,Karlsruhe,DE,110,76137,Durlacher Allee,,,,,,,,,,"[1372485920, 1372485863, 1372485829, 1372485914, 1372485920]",,civic,1,,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123017096,"POLYGON ((8.453968 49.0175123, 8.4540266 49.017486, 8.454109 49.0174488, 8.4540522 49.0173947, 8.4539929 49.0174214, 8.4539786 49.0174078, 8.4539296 49.0174299, 8.4539438 49.0174435, 8.4539113 49.0174582, 8.453968 49.0175123))",,,,,Karlsruhe,DE,9,76139,Kleingärtnerweg,,,,,,,,,,"[1373100232, 1373100229, 1373100222, 1373100197, 1373100205, 1373100198, 1373100212, 1373100218, 1373100224, 1373100232]",,civic,1,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,Rintheim,,,,,,,,,,,,,,,,,,,,,along,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123161937,"POLYGON ((8.3384842 48.9968287, 8.338422 48.9968565, 8.3384498 48.9968833, 8.3383877 48.996911, 8.3383348 48.9969347, 8.3381099 48.9967182, 8.3381903 48.9966822, 8.3381678 48.9966605, 8.3382646 48.9966172, 8.3384842 48.9968287))",,,,,Karlsruhe,DE,6c,76189,Am Anger,,,,,,,,,,"[1374337702, 1374337705, 1374337709, 1374337711, 1374337716, 1374337694, 1374337693, 1374337687, 1374337678, 1374337702]",,civic,1,,,,,,,,,,flat,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316671,"POLYGON ((8.4326467 48.9962674, 8.4326461 48.9962782, 8.4326373 48.9964365, 8.4323606 48.9964298, 8.43237 48.9962613, 8.4324414 48.996263, 8.4324434 48.996227, 8.4323685 48.9962252, 8.4324009 48.9956447, 8.4324044 48.9956448, 8.432665 48.995651, 8.4326515 48.9958936, 8.4326492 48.9959348, 8.4326356 48.9961781, 8.4326327 48.9962295, 8.4325714 48.996228, 8.4325693 48.9962656, 8.4326467 48.9962674))",,,,,Karlsruhe,DE,21,76227,Ottostraße,,,,,,,,,,"[1375620783, 1474127136, 1375620812, 1375620811, 1375620770, 1375620773, 1375620754, 1375620753, 1375620629, 1474127012, 1375620632, 1474127053, 1474127064, 1474127113, 1375620756, 1375620755, 1375620782, 1375620783]",,civic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durlach,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316673,"POLYGON ((8.4368476 48.9964806, 8.4363669 48.9964754, 8.4363685 48.9964125, 8.4363534 48.9964123, 8.4363545 48.9963663, 8.4363715 48.9963664, 8.4363731 48.9963027, 8.4365998 48.9963051, 8.4366009 48.9962623, 8.4366509 48.9962629, 8.4366498 48.996306, 8.4368526 48.9963081, 8.4368511 48.9963699, 8.4368705 48.9963701, 8.4368693 48.9964161, 8.4368493 48.9964159, 8.4368476 48.9964806))",,Betriebshof des städtischen Tiefbauamts,,,Karlsruhe,DE,15,76227,Ottostraße,,,,,,,,,,"[1375620816, 1375620815, 1375620807, 1375620806, 1375620799, 1375620800, 1375620795, 1375620796, 1375620774, 1375620776, 1375620797, 1375620798, 1375620803, 1375620804, 1375620809, 1375620808, 1375620816]",,civic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durlach,Tiefbauamt Karlsruhe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316676,"POLYGON ((8.4367616 48.9959971, 8.4367627 48.9959473, 8.4367504 48.9959386, 8.4367632 48.9959268, 8.436764 48.9958893, 8.4367527 48.9958817, 8.4367644 48.9958715, 8.4367652 48.9958371, 8.4367536 48.9958279, 8.4367657 48.9958188, 8.4367665 48.9957831, 8.4367545 48.9957731, 8.436767 48.9957608, 8.436769 48.9957242, 8.4369748 48.995726, 8.4369733 48.995768, 8.4369892 48.9957776, 8.4369729 48.9957871, 8.4369721 48.9958242, 8.4369886 48.9958322, 8.4369717 48.9958411, 8.4369709 48.9958764, 8.4369856 48.9958869, 8.4369704 48.995896, 8.4369696 48.9959303, 8.4369872 48.99594, 8.4369692 48.9959491, 8.436968 48.9959992, 8.4367616 48.9959971))",,,,,,,,,,,,,,,,,,,"[1375620702, 1375620698, 1375620694, 1375620686, 1375620682, 1375620679, 1375620674, 1375620670, 1375620666, 1375620662, 1375620658, 1375620654, 1375620649, 1375620639, 1375620641, 1375620652, 1375620656, 1375620659, 1375620665, 1375620668, 1375620671, 1375620676, 1375620680, 1375620683, 1375620688, 1375620695, 1375620699, 1375620703, 1375620702]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316677,"POLYGON ((8.4363772 48.9959884, 8.4363783 48.9959386, 8.436366 48.9959299, 8.4363788 48.9959181, 8.4363797 48.9958806, 8.4363683 48.995873, 8.4363801 48.9958628, 8.4363808 48.9958284, 8.4363692 48.9958192, 8.4363813 48.9958101, 8.4363821 48.9957744, 8.4363701 48.9957644, 8.4363826 48.9957521, 8.4363833 48.9957213, 8.436371 48.9957106, 8.4363838 48.9957008, 8.4363832 48.9956639, 8.4365924 48.995666, 8.4365903 48.9957022, 8.4366067 48.9957138, 8.4365898 48.9957236, 8.436589 48.9957593, 8.4366048 48.9957689, 8.4365885 48.9957784, 8.4365877 48.9958155, 8.4366042 48.9958235, 8.4365873 48.9958324, 8.4365865 48.9958677, 8.4366012 48.9958782, 8.436586 48.9958873, 8.4365852 48.9959216, 8.4366028 48.9959313, 8.4365848 48.9959404, 8.4365837 48.9959905, 8.4363772 48.9959884))",,,,,,,,,,,,,,,,,,,"[1375620700, 1375620693, 1375620687, 1375620684, 1375620678, 1375620675, 1375620672, 1375620667, 1375620663, 1375620660, 1375620655, 1375620651, 1375620646, 1375620642, 1375620638, 1375620636, 1375620630, 1375620631, 1375620637, 1375620640, 1375620643, 1375620648, 1375620653, 1375620657, 1375620661, 1375620664, 1375620669, 1375620673, 1375620677, 1375620681, 1375620685, 1375620689, 1375620696, 1375620701, 1375620700]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316687,"POLYGON ((8.4356077 48.9964601, 8.4332506 48.9964252, 8.4332538 48.9963776, 8.433256 48.9961881, 8.4332592 48.9960927, 8.4338613 48.9960995, 8.4341976 48.9961045, 8.4356192 48.9961257, 8.4356114 48.9963515, 8.4356077 48.9964601))",,,,,,,,,,,,,,,,,,,"[1375620814, 1375620810, 1474140618, 1474127117, 1375620718, 9707782097, 1474127104, 1375620723, 1474127144, 1375620814]",,civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316688,"POLYGON ((8.4361045 48.9959385, 8.436 48.9959372, 8.4358579 48.9959354, 8.4358014 48.9959348, 8.4358172 48.9953757, 8.4361203 48.9953794, 8.4361045 48.9959385))",,,,,,,,,,,,,,,,,,,"[1375620692, 1474140575, 1474127066, 1375620690, 1375620601, 1375620602, 1375620692]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316694,"POLYGON ((8.4334731 48.9952741, 8.4334738 48.9952544, 8.4334749 48.995226, 8.4334778 48.9951456, 8.4336552 48.9951484, 8.4336541 48.9952292, 8.433652 48.9952571, 8.4336505 48.9952771, 8.4334731 48.9952741))",,,,,,,,,,,,,,,,,,,"[1375620563, 9707782114, 5420612497, 1375620547, 1375620549, 1474126929, 9707782113, 1375620565, 1375620563]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316701,"POLYGON ((8.4379706 48.996267, 8.4379556 48.9962668, 8.4378889 48.9962657, 8.4378722 48.9962752, 8.4378556 48.9962652, 8.4378107 48.9962645, 8.4377904 48.9962745, 8.4377767 48.996264, 8.4377251 48.9962632, 8.437707 48.9962738, 8.4376918 48.9962627, 8.4376421 48.996262, 8.4376254 48.996272, 8.4376109 48.9962615, 8.4375619 48.9962608, 8.4375434 48.9962717, 8.4375306 48.9962603, 8.437479 48.9962595, 8.4374605 48.9962701, 8.4374456 48.996259, 8.4373974 48.9962583, 8.437379 48.9962695, 8.4373654 48.9962578, 8.437313 48.996257, 8.4372964 48.9962691, 8.4372818 48.9962565, 8.4372335 48.9962558, 8.4372142 48.9962676, 8.4371995 48.9962553, 8.437136 48.9962543, 8.4371198 48.9962541, 8.4371236 48.9961435, 8.4372056 48.9961447, 8.4372221 48.9961341, 8.4372396 48.9961453, 8.4372831 48.9961459, 8.4373006 48.996135, 8.4373192 48.9961465, 8.4373695 48.9961472, 8.4373857 48.9961351, 8.4374028 48.9961477, 8.4374483 48.9961484, 8.4374668 48.9961366, 8.437483 48.9961489, 8.4375341 48.9961497, 8.4375481 48.9961393, 8.437566 48.9961502, 8.4376177 48.996151, 8.437633 48.99614, 8.4376496 48.9961514, 8.4376958 48.9961521, 8.4377121 48.9961404, 8.4377291 48.9961526, 8.4377774 48.9961534, 8.4377946 48.9961419, 8.4378141 48.9961539, 8.4378631 48.9961547, 8.4378797 48.9961432, 8.4378957 48.9961552, 8.4379745 48.9961564, 8.4379706 48.996267))",,,,,,,,,,,,,,,,,,,"[1375620784, 1474127134, 1375620781, 1375620793, 1375620780, 1375620779, 1375620792, 1375620778, 1375620777, 1375620791, 1375620775, 1375620772, 1375620790, 1375620771, 1375620769, 1375620789, 1375620768, 1375620767, 1375620788, 1375620766, 1375620765, 1375620787, 1375620764, 1375620763, 1375620786, 1375620762, 1375620761, 1375620785, 1375620760, 1474127133, 1375620759, 1375620733, 1375620734, 1375620724, 1375620735, 1375620736, 1375620725, 1375620737, 1375620738, 1375620726, 1375620739, 1375620740, 1375620727, 1375620741, 1375620742, 1375620728, 1375620743, 1375620744, 1375620729, 1375620745, 1375620746, 1375620730, 1375620747, 1375620748, 1375620731, 1375620749, 1375620750, 1375620732, 1375620751, 1375620752, 1375620784]",,civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316703,"POLYGON ((8.4344864 48.9955703, 8.4337965 48.995559, 8.4337146 48.9955576, 8.4332894 48.9955506, 8.433293 48.995411, 8.4332949 48.9953361, 8.4332965 48.9952737, 8.4334731 48.9952741, 8.4336505 48.9952771, 8.4344971 48.995291, 8.4344937 48.9953797, 8.43449 48.9954758, 8.4344864 48.9955703))",,,,,,,,,,,,,,,,,,,"[1375620622, 1474126964, 9707800721, 1375620621, 1375620604, 9707800733, 1375620560, 1375620563, 1375620565, 1375620570, 1474126961, 1474126972, 1375620622]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316704,"POLYGON ((8.4324102 48.9955419, 8.4326621 48.9955479, 8.4326792 48.9952419, 8.4325407 48.9952386, 8.4325389 48.9952719, 8.4324254 48.9952692, 8.4324102 48.9955419))",,,,,,,,,,,,,,,,,,,"[1375620619, 1375620620, 1375620556, 1375620553, 1375620558, 1375620557, 1375620619]",,civic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123316709,"POLYGON ((8.4339381 48.995606, 8.4339238 48.9956058, 8.4339136 48.9959372, 8.4342407 48.9959415, 8.4342509 48.9956113, 8.4342394 48.9956111, 8.4342371 48.9956878, 8.4339357 48.9956838, 8.4339381 48.995606))",,,,,,,,,,,,,,,,,,,"[1375620625, 1375620624, 1375620691, 1375620697, 1375620627, 1375620626, 1375620635, 1375620634, 1375620625]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
