element_type,osmid,geometry,addr:housenumber,addr:street,addr:city,addr:country,addr:postcode,source,operator,description,note,amenity,historic,addr:suburb,operator:type,wheelchair,nodes,building,building:levels,roof:shape,source:geometry,start_date,roof:levels,source:outline,addr:subdistrict,building:colour,building:use,roof:colour,building:material,roof:material,contact:website,last_renovation,smoking,source_1,website,heritage,heritage:operator,ref:lda,roof:orientation,name,short_name,architect,nohousenumber,wikimedia_commons,heritage:description,source:addr,social_facility,social_facility:for,fixme,building:levels:underground,height,addr:old_housenumber,layer,contact:email,sport,addr:official_housenumber,loc_name,opening_hours,payment:credit_cards,payment:debit_cards,shop,denomination,religion,addr2:housenumber,addr2:street,source:addr:housenumber,roof:height,construction:start_date,construction,construction:building,opening_date,ways,type
way,210066691,"POLYGON ((8.393376 49.0525089, 8.3934427 49.0525119, 8.3934465 49.052475, 8.3934794 49.0524764, 8.3934877 49.0523958, 8.393388 49.0523915, 8.393376 49.0525089))",8,Eibenweg,Karlsruhe,DE,76149,,,,,,,,,,"[2474264067, 2474264075, 2201999409, 2474264012, 2201999369, 2474263899, 2474264067]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,215848250,"POLYGON ((8.3551578 49.0051265, 8.355312 49.0051078, 8.3552876 49.0050243, 8.3551347 49.0050431, 8.3551578 49.0051265))",10,Auf den Eiswiesen,Karlsruhe,DE,76185,,,,,,,,,,"[2252801215, 2252801216, 2252801214, 1377237290, 2252801215]",residential,2,,,,,,,,,,,metal,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,215848400,"POLYGON ((8.3544661 49.0048368, 8.3546501 49.0048167, 8.3546202 49.0046987, 8.3545478 49.0047066, 8.3544361 49.0047188, 8.3544661 49.0048368))",5,Auf den Eiswiesen,Karlsruhe,DE,76185,,,,,,,,,,"[2252802574, 2252802572, 2252802573, 8659739821, 2252802575, 2252802574]",residential,2,pyramidal,,,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,215848436,"POLYGON ((8.3546288 49.0053839, 8.354812 49.0053627, 8.3547803 49.0052447, 8.3547175 49.005252, 8.354597 49.0052659, 8.3546116 49.00532, 8.3546288 49.0053839))",11,Auf den Eiswiesen,Karlsruhe,DE,76185,,,,,,,,,,"[2252802883, 2252802880, 2252802882, 8659739817, 6515324346, 6515324345, 2252802883]",residential,2,pyramidal,,,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,215848477,"POLYGON ((8.3550852 49.0048833, 8.3552451 49.0048654, 8.3552215 49.0047744, 8.3550616 49.0047923, 8.3550852 49.0048833))",6,Auf den Eiswiesen,Karlsruhe,DE,76185,,,,,,,,,,"[2252803725, 2252803726, 2252803724, 2252803727, 2252803725]",residential,2,,,,,,,,,,,metal,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,215848530,"POLYGON ((8.3551982 49.0046865, 8.3550392 49.0047042, 8.3550616 49.0047923, 8.3552215 49.0047744, 8.3551982 49.0046865))",4,Auf den Eiswiesen,Karlsruhe,DE,76185,,,,,,,,,,"[2252804035, 2252804034, 2252803727, 2252803724, 2252804035]",residential,2,,,,,,,,,,,metal,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,217992859,"POLYGON ((8.4054106 48.9779647, 8.4054688 48.9779243, 8.4053742 48.9778598, 8.4053079 48.9779028, 8.4054106 48.9779647))",32a,Herrenalber Straße,Karlsruhe,,76199,,,,,,,,,,"[2273031010, 2273031007, 2273031006, 2273031008, 2273031010]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218904410,"POLYGON ((8.4561743 49.0012266, 8.4564091 49.0011839, 8.4563785 49.0011115, 8.4561437 49.0011541, 8.456159 49.0011903, 8.4561743 49.0012266))",1,Johann-Strauß-Straße,Karlsruhe,DE,76227,,,,,,,,,,"[2281080629, 2281080604, 2281080585, 2281080593, 7041918660, 2281080629]",residential,3,hipped,"Maps4BW (LGL-BW, www.lgl-bw.de)",1923..1927,1,,,#F8F8A8,,,plaster,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
way,218904411,"POLYGON ((8.4564513 49.0008836, 8.4563641 49.0009964, 8.4562415 49.0009557, 8.4563287 49.0008428, 8.4564513 49.0008836))",1,Millöckerstraße,Karlsruhe,DE,76227,,,,,,,,,,"[2281080525, 2281080554, 2281080544, 2281080519, 2281080525]",residential,3,hipped,"Maps4BW (LGL, www.lgl-bw.de)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218904429,"POLYGON ((8.4550962 49.0010837, 8.455065 49.001012, 8.4551885 49.0009889, 8.4552197 49.0010607, 8.4550962 49.0010837))",19,Lortzingstraße,Karlsruhe,DE,76227,,,,,,,,,,"[2281080575, 2281080559, 2281080550, 2281080571, 2281080575]",residential,2,hipped,"Maps4BW (LGL-BW, www.lgl-bw.de)",1923..1927,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218904430,"POLYGON ((8.4560378 49.0012514, 8.4560072 49.0011789, 8.4561437 49.0011541, 8.456159 49.0011903, 8.4561743 49.0012266, 8.4560378 49.0012514))",1a,Johann-Strauß-Straße,Karlsruhe,DE,76227,,,,,,,,,,"[2281080639, 2281080603, 2281080593, 7041918660, 2281080629, 2281080639]",residential,3,hipped,"Maps4BW (LGL-BW, www.lgl-bw.de)",1923..1927,1,,,#F8F8A8,,,plaster,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
way,218904436,"POLYGON ((8.4555403 49.001244, 8.4555074 49.0011709, 8.4557463 49.0011246, 8.4557793 49.0011977, 8.4555403 49.001244))",20,Lortzingstraße,Karlsruhe,DE,76227,,,,,,,,,,"[2281080625, 2281080601, 2281080592, 2281080627, 2281080625]",residential,2,hipped,"Maps4BW (LGL-BW, www.lgl-bw.de)",1923..1927,,,,#EEEEEE,,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218904437,"POLYGON ((8.4551279 49.0011568, 8.4550962 49.0010837, 8.4552197 49.0010607, 8.4552514 49.0011337, 8.4551279 49.0011568))",21,Lortzingstraße,Karlsruhe,DE,76227,,,,,,,,,,"[2281080590, 2281080575, 2281080571, 2281080591, 2281080590]",residential,2,hipped,"Maps4BW (LGL-BW, www.lgl-bw.de)",1923..1927,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218904443,"POLYGON ((8.4565385 49.0007707, 8.4564513 49.0008836, 8.4563287 49.0008428, 8.4564159 49.00073, 8.4565385 49.0007707))",3,Millöckerstraße,Karlsruhe,DE,76227,,,,,,,,,,"[2281080501, 2281080525, 2281080519, 2281080489, 2281080501]",residential,3,gabled,"Maps4BW (LGL, www.lgl-bw.de)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218904452,"POLYGON ((8.4566257 49.0006579, 8.4565385 49.0007707, 8.4564159 49.00073, 8.4565031 49.0006171, 8.4566257 49.0006579))",5,Millöckerstraße,Karlsruhe,DE,76227,,,,,,,,,,"[2281080461, 2281080501, 2281080489, 2281080454, 2281080461]",residential,3,hipped,"Maps4BW (LGL, www.lgl-bw.de)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,225087647,"POLYGON ((8.453766 49.0330449, 8.4537658 49.0331041, 8.453784 49.0331041, 8.453784 49.0331314, 8.4537657 49.0331314, 8.4537656 49.0331792, 8.4537628 49.0331792, 8.4537627 49.033188, 8.4537488 49.033188, 8.4537488 49.0331901, 8.453702 49.03319, 8.4537019 49.0332022, 8.4536521 49.0332021, 8.4536521 49.03319, 8.4536022 49.0331899, 8.4536022 49.0331879, 8.453587 49.0331878, 8.4535871 49.033179, 8.4535836 49.033179, 8.4535837 49.0331514, 8.4535984 49.0331514, 8.4535986 49.0330837, 8.4535838 49.0330837, 8.4535839 49.0330447, 8.453766 49.0330449))",10,Leipziger Allee,Karlsruhe,DE,76139,,,,,,,Hagsfeld,,,"[2339116138, 6268867336, 6268867271, 6268867337, 6268867338, 6268867339, 6268867340, 1396135528, 6268867273, 6268867270, 6268867326, 6268867327, 6268867328, 6268867329, 6268867269, 6268867272, 1396135472, 6268867330, 6268867331, 6268867332, 6268867333, 6268867334, 6268867335, 2339116136, 2339116138]",residential,5,gabled,"Maps4BW, LGL, www.lgl-bw.de",~1990s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,225087648,"POLYGON ((8.4535839 49.0330447, 8.453584 49.0330059, 8.4535988 49.0330059, 8.453599 49.0329368, 8.4535842 49.0329367, 8.4535843 49.0328992, 8.4537664 49.0328994, 8.4537663 49.0329369, 8.4537845 49.032937, 8.4537844 49.03296, 8.4537883 49.03296, 8.4537882 49.0329831, 8.4537844 49.0329831, 8.4537843 49.0330061, 8.4537661 49.0330061, 8.453766 49.0330449, 8.4535839 49.0330447))",12,Leipziger Allee,Karlsruhe,DE,76139,,,,,,,Hagsfeld,,,"[2339116136, 6268867325, 6268867324, 6268867323, 6268867322, 2339116132, 2339116134, 6268867321, 6268867320, 6268867259, 6268867257, 6268867258, 6268867260, 6268867318, 6268867319, 2339116138, 2339116136]",residential,5,gabled,"Maps4BW, LGL, www.lgl-bw.de",~1990s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,225087649,"POLYGON ((8.4535843 49.0328992, 8.4535844 49.0328612, 8.4535992 49.0328612, 8.4535994 49.0327933, 8.4535846 49.0327933, 8.4535847 49.0327527, 8.4537668 49.0327529, 8.4537666 49.0328122, 8.4537848 49.0328122, 8.4537848 49.032841, 8.4537665 49.032841, 8.4537664 49.0328994, 8.4535843 49.0328992))",14,Leipziger Allee,Karlsruhe,DE,76139,,,,,,,Hagsfeld,,,"[2339116132, 6268867311, 6268867310, 6268867312, 6268867313, 2339116128, 2339116130, 6268867314, 6268867315, 6268867316, 6268867317, 2339116134, 2339116132]",residential,5,gabled,"Maps4BW, LGL, www.lgl-bw.de",~1990s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,225087650,"POLYGON ((8.4537671 49.032644, 8.453585 49.0326438, 8.4535851 49.0326058, 8.4535999 49.0326058, 8.4536001 49.0325392, 8.4535853 49.0325392, 8.4535854 49.0324989, 8.4537675 49.0324991, 8.4537673 49.0325585, 8.4537855 49.0325586, 8.4537855 49.0325865, 8.4537672 49.0325865, 8.4537671 49.032644))",18,Leipziger Allee,Karlsruhe,DE,76139,,,,,,,Hagsfeld,,,"[2339116126, 2339116124, 6268867303, 6268867302, 6268867304, 6268867305, 2339116119, 2339116122, 6268867306, 6268867307, 6268867308, 6268867309, 2339116126]",residential,5,gabled,"Maps4BW, LGL, www.lgl-bw.de",~1990s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,225087651,"POLYGON ((8.4535858 49.0323541, 8.4535857 49.0323928, 8.4536005 49.0323928, 8.4536003 49.0324621, 8.4535855 49.032462, 8.4535854 49.0324989, 8.4537675 49.0324991, 8.4537676 49.0324623, 8.4537858 49.0324623, 8.4537859 49.0324392, 8.4537897 49.0324392, 8.4537898 49.0324161, 8.4537859 49.0324161, 8.453786 49.032393, 8.4537677 49.032393, 8.4537679 49.0323543, 8.4535858 49.0323541))",20,Leipziger Allee,Karlsruhe,DE,76139,,,,,,,Hagsfeld,,,"[2339116114, 6268867298, 6268867299, 6268867300, 6268867301, 2339116119, 2339116122, 6268867294, 6268867295, 6268867255, 6268867254, 6268867253, 6268867256, 6268867296, 6268867297, 2339116117, 2339116114]",residential,5,gabled,"Maps4BW, LGL, www.lgl-bw.de",~1990s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228820697,"POLYGON ((8.3706423 49.0095481, 8.3705701 49.0094055, 8.3704662 49.0094282, 8.3705384 49.0095708, 8.3706423 49.0095481))",,,,,,,,,,,,,,,"[2374855099, 2374855103, 2374855106, 2374855108, 2374855099]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234343109,"POLYGON ((8.3630383 49.0163295, 8.3629626 49.0163077, 8.3630338 49.0162012, 8.3631095 49.016223, 8.3630383 49.0163295))",2a,Stösserstraße,Karlsruhe,DE,76185,Maps4BW;Bing,,,,,,,,,"[2425953096, 2425953094, 2425953086, 2425953087, 2425953096]",residential,2,gabled,,,1,,,white,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234343114,"POLYGON ((8.3631103 49.0163502, 8.3630383 49.0163295, 8.3631095 49.016223, 8.3631815 49.0162437, 8.3631103 49.0163502))",4,Stösserstraße,Karlsruhe,DE,76185,Maps4BW;Bing,,,,,,,,,"[2425953098, 2425953096, 2425953087, 2425953088, 2425953098]",residential,2,gabled,,,1,,,white,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234343116,"POLYGON ((8.3631818 49.0163708, 8.3631103 49.0163502, 8.3631815 49.0162437, 8.363253 49.0162643, 8.3631818 49.0163708))",4a,Stösserstraße,Karlsruhe,DE,76185,Maps4BW;Bing,,,,,,,,,"[2425953100, 2425953098, 2425953088, 2425953090, 2425953100]",residential,2,gabled,,,1,,,white,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234343119,"POLYGON ((8.363253 49.0162643, 8.363313 49.0162815, 8.3633065 49.0162912, 8.3633213 49.0162955, 8.3632566 49.0163923, 8.3631818 49.0163708, 8.363253 49.0162643))",6,Stösserstraße,Karlsruhe,DE,76185,Maps4BW;Bing,,,,,,,,,"[2425953090, 1342511479, 1342511795, 1342511544, 1342511851, 2425953100, 2425953090]",residential,2,gabled,,,1,,,white,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234400641,"POLYGON ((8.3696902 49.0152768, 8.36979 49.0152693, 8.3697838 49.0152342, 8.3698705 49.0152276, 8.3698733 49.0152435, 8.3699345 49.0152389, 8.3699398 49.0152695, 8.3699695 49.0152672, 8.3699763 49.0153124, 8.369983 49.0153468, 8.3699025 49.0153528, 8.3699044 49.0153638, 8.3696012 49.0153867, 8.3696902 49.0152768))",11,Devrientstraße,Karlsruhe,DE,76185,,,,,,,,,,"[1286850271, 1286849941, 1286850079, 1286850162, 1286850292, 1286849980, 1286850032, 1286850121, 1286850142, 1286850248, 1286849938, 1286850151, 1286850237, 1286850271]",residential,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234400679,"POLYGON ((8.3707058 49.0155621, 8.3706432 49.0155673, 8.3706439 49.0155709, 8.3705087 49.015582, 8.3704976 49.0155237, 8.3706039 49.015515, 8.3706012 49.0155008, 8.3706927 49.0154933, 8.3706976 49.0155188, 8.3707058 49.0155621))",8,Devrientstraße,Karlsruhe,DE,76185,,,,,,,,,,"[1307960027, 1307960166, 1307959796, 1307960229, 1307959890, 1307959931, 1307960198, 2426588295, 2426588297, 1307960027]",residential,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235168702,"POLYGON ((8.3535654 49.0000747, 8.353538 49.0000946, 8.3536399 49.0001548, 8.3537677 49.0000618, 8.3536657 49.0000016, 8.3536427 49.0000183, 8.3535654 49.0000747))",10,Altfeldstraße,Karlsruhe,DE,76185,,,,,,,,,,"[2432515360, 2432515362, 2432515363, 2432515359, 2432515355, 2432515357, 2432515360]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235477850,"POLYGON ((8.3371281 49.0025234, 8.3370349 49.0026178, 8.3370181 49.0026856, 8.3371486 49.002695, 8.3371609 49.0026501, 8.3372418 49.0025729, 8.3371281 49.0025234))",35,Turnerstraße,Karlsruhe,DE,76189,,,,,,,,,,"[2435306460, 1373853125, 2435306462, 2435306463, 1373853144, 2435306461, 2435306460]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235477851,"POLYGON ((8.3373947 49.0024632, 8.3372519 49.002401, 8.3371281 49.0025234, 8.3372418 49.0025729, 8.3373112 49.0025042, 8.3373403 49.0025169, 8.3373947 49.0024632))",37,Turnerstraße,Karlsruhe,DE,76189,,,,,,,,,,"[2435306457, 1373853085, 2435306460, 2435306461, 1373853096, 2435306459, 2435306457]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235477852,"POLYGON ((8.3374862 49.0024149, 8.3374245 49.002476, 8.3373947 49.0024632, 8.3373403 49.0025169, 8.337481 49.002578, 8.337597 49.0024631, 8.3374862 49.0024149))",39,Turnerstraße,Karlsruhe,DE,76189,,,,,,,,,,"[2435306453, 1373853089, 2435306457, 2435306459, 1373853103, 2435306456, 2435306453]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235477853,"POLYGON ((8.3377492 49.0023525, 8.3376102 49.0022921, 8.3374862 49.0024149, 8.337597 49.0024631, 8.3376571 49.0024036, 8.3376853 49.0024158, 8.3377492 49.0023525))",41,Turnerstraße,Karlsruhe,DE,76189,,,,,,,,,,"[2435306452, 1373853083, 2435306453, 2435306456, 1373853087, 2435306454, 2435306452]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235477857,"POLYGON ((8.3369988 49.0028011, 8.3369788 49.0029208, 8.3371093 49.0029301, 8.3371293 49.0028105, 8.3369988 49.0028011))",21,Römerstraße,Karlsruhe,DE,76189,,,,,,,,,,"[2435306464, 1373853283, 1373853299, 2435306465, 2435306464]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235477858,"POLYGON ((8.337841 49.002483, 8.3379855 49.002545, 8.3380488 49.0024815, 8.3379043 49.0024195, 8.337841 49.002483))",26,Agathenstraße,Karlsruhe,DE,76189,,,,,,,,,,"[2435306458, 1373853098, 1373853091, 2435306455, 2435306458]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235477859,"POLYGON ((8.3379043 49.0024195, 8.3377492 49.0023525, 8.3376853 49.0024158, 8.337841 49.002483, 8.3379043 49.0024195))",28,Agathenstraße,Karlsruhe,DE,76189,,,,,,,,,,"[2435306455, 2435306452, 2435306454, 2435306458, 2435306455]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236469663,"POLYGON ((8.4050244 48.9784724, 8.4048355 48.9783957, 8.4048923 48.9783355, 8.4050812 48.9784122, 8.4050244 48.9784724))",28b,Herrenalber Straße,Karlsruhe,DE,76199,,,,,,,,,,"[1415124235, 1415124184, 1415395223, 2444972723, 1415124235]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236469664,"POLYGON ((8.4049884 48.9782767, 8.4049381 48.9783185, 8.4050713 48.9783875, 8.4051216 48.9783456, 8.4049884 48.9782767))",28c,Herrenalber Straße,Karlsruhe,DE,76199,,,,,,,,,,"[2444972718, 2444972720, 2444972722, 2444972721, 2444972718]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236469665,"POLYGON ((8.4050351 48.9782377, 8.4049884 48.9782767, 8.4051216 48.9783456, 8.4051684 48.9783067, 8.4050351 48.9782377))",28d,Herrenalber Straße,Karlsruhe,DE,76199,,,,,,,,,,"[2444972716, 2444972718, 2444972721, 2444972719, 2444972716]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236469666,"POLYGON ((8.4051684 48.9783067, 8.4052076 48.978274, 8.4050743 48.9782051, 8.4050351 48.9782377, 8.4051684 48.9783067))",28e,Herrenalber Straße,Karlsruhe,DE,76199,,,,,,,,,,"[2444972719, 2444972717, 2444972715, 2444972716, 2444972719]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237110323,"POLYGON ((8.3877032 48.9971908, 8.3876856 48.9970165, 8.3875333 48.9970231, 8.3874889 48.997025, 8.3875065 48.9971994, 8.3877032 48.9971908))",14,Frankenstraße,Karlsruhe,DE,76137,,,,,,,,,,"[2450589839, 1364419493, 1364419498, 1364419501, 2450589841, 2450589839]",residential,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237110327,"POLYGON ((8.3876872 48.9968414, 8.3876694 48.996665, 8.3874979 48.9966725, 8.3875157 48.9968489, 8.3876872 48.9968414))",18,Frankenstraße,Karlsruhe,DE,76137,,,,,,,,,,"[2450589829, 1364419426, 1364419428, 2450589831, 2450589829]",residential,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237110335,"POLYGON ((8.3882172 48.9971811, 8.3882 48.9970124, 8.3880491 48.997019, 8.3880215 48.9970202, 8.3880387 48.9971889, 8.3882172 48.9971811))",3,Frankenstraße,Karlsruhe,DE,76137,,,,,,,,,,"[2450589835, 1364419491, 1364419495, 1364419496, 2450589837, 2450589835]",residential,5,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238157229,"POLYGON ((8.4095464 49.0077853, 8.4095369 49.0077006, 8.4095087 49.007702, 8.4095063 49.0076806, 8.4094816 49.0076818, 8.409478 49.00765, 8.4095028 49.0076489, 8.4094965 49.007592, 8.409708 49.0075819, 8.4097201 49.0076918, 8.4097298 49.0077798, 8.4096562 49.007863, 8.4096116 49.0079133, 8.4094782 49.0078625, 8.4095464 49.0077853))",10,Fritz-Erler-Straße,Karlsruhe,DE,76133,,,,,,,,,,"[3497274777, 1210855475, 1210855460, 8090509397, 8090509395, 8090509396, 8090509398, 2460132159, 2460132158, 8090509394, 1210855494, 1210855485, 5251304806, 1210855461, 3497274777]",residential,7,flat,"Maps4BW, LGL, www.lgl-bw.de",1980,,,,#EEEEEE,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
way,238157232,"POLYGON ((8.4094784 49.0074293, 8.4094724 49.0073753, 8.4094597 49.0073759, 8.409458 49.0073609, 8.409446 49.0073614, 8.4094414 49.0073203, 8.4094662 49.0073191, 8.40946 49.0072635, 8.4096715 49.0072534, 8.409675 49.0072857, 8.4096899 49.0074192, 8.4094784 49.0074293))",14,Fritz-Erler-Straße,Karlsruhe,DE,76133,,,,,,,,,,"[2460132155, 2667122148, 8090509402, 8090509403, 2667122147, 2667122146, 2667122145, 1210855480, 21492834, 4057042024, 2460132154, 2460132155]",residential,7,flat,"Maps4BW, LGL, www.lgl-bw.de",1980,,,,#EEEEEE,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238357681,"POLYGON ((8.347705 49.0223263, 8.3477883 49.0223579, 8.3478364 49.0223032, 8.3477909 49.022286, 8.3478381 49.0222325, 8.3478014 49.0222186, 8.3478082 49.0222108, 8.3477658 49.0221948, 8.347759 49.0222025, 8.3477034 49.0221815, 8.347624 49.0222717, 8.3477208 49.0223083, 8.347705 49.0223263))",23,Maxauer Straße,Karlsruhe,,,,,,Neubau,,,,,,"[2461983658, 2461983664, 2461983652, 3942062570, 3942062567, 8334874690, 8334874688, 8334874687, 8334874689, 2461983643, 3942062569, 3942062571, 2461983658]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238455886,"POLYGON ((8.3388584 49.0323974, 8.3388471 49.0324077, 8.3388387 49.0324037, 8.3388053 49.032434, 8.3386867 49.0323777, 8.3387154 49.0323517, 8.3386887 49.0323391, 8.3387048 49.0323245, 8.3388584 49.0323974))",24b,Neufeldstraße,Karlsruhe,DE,76187,,,,,,,,,,"[2462907928, 1429389482, 1429389473, 1429389484, 1429389466, 1429389458, 1429389452, 2462907927, 2462907928]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238694761,"POLYGON ((8.3613293 48.9882171, 8.3614235 48.9882175, 8.3614236 48.9882026, 8.3614612 48.9882027, 8.361461 48.9882174, 8.3615404 48.9882178, 8.3615423 48.9880304, 8.3613311 48.9880295, 8.3613302 48.9880383, 8.3613314 48.9881564, 8.3613293 48.9882171))",2,Rudolf-Breitscheid-Straße,Karlsruhe,DE,76189,,,,,,,,,,"[1151987776, 1151987599, 1151987613, 1151987900, 1151987672, 1151987553, 1151987897, 2464985510, 9625174293, 9625174292, 1151987776]",residential,2,flat,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238728805,"POLYGON ((8.3688747 48.982595, 8.3688743 48.9824702, 8.3694757 48.9824685, 8.3695809 48.9824681, 8.3696562 48.9824679, 8.3697045 48.9824677, 8.3697259 48.9824678, 8.3699899 48.9824671, 8.3700153 48.9824682, 8.370173 48.9824666, 8.3701734 48.9825951, 8.3700148 48.9825964, 8.3699876 48.9825954, 8.3697276 48.9825958, 8.369704 48.9825959, 8.3694778 48.9825961, 8.3693558 48.9825963, 8.3688747 48.982595))",,,,,,,,,,,,,,,"[2465258607, 1578052962, 5906206842, 10103597791, 10103597792, 9556836928, 5906206838, 5906206837, 9556836929, 1578052967, 1578052952, 9556836930, 5906206840, 5906206839, 9556836927, 5906206841, 1578052949, 2465258607]",residential,5,flat,,,,,,red,,,plaster,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,
