element_type,osmid,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,capacity,capacity:disabled,capacity:women,contact:email,contact:phone,contact:website,fee,maxheight,name,opening_hours,operator,parking,geometry,wheelchair,addr:country,layer,maxweight,trailer,surface,bicycle,foot,vehicle,created_by,level,phone,description,entrance,horse,lit,traffic_sign,informal,note,smoothness,motorcycle,source,capacity:charging,check_date:opening_hours,bus,ref,maxspeed,access:description,park_ride,motorcar,fixme,capacity:charging:note,old_name,old_operator,website,owner,wheelchair:description,elevator,toilets:wheelchair,surveillance,payment:karlsruher,maxstay,operator:type,supervised,access:conditional,covered,building,motor_vehicle,agricultural,emergency,goods,hgv,tourist_bus,type,wikidata,wikipedia,start_date,customers,capacity:caravans,power_supply,sanitary_dump_station,nodes,parking:orientation,building:levels,source:geometry,surface:note,disused,check_date,source:addr,capacity:parent,brand,parking:condition,payment:coins,payment:maestro,payment:mastercard,payment:notes,payment:others,payment:v_pay,payment:visa,capacity:hgv,capacity:trailer,addr:housename,addr:suburb,ele,charge,payment:account_cards,payment:american_express,payment:debit_cards,payment:electronic_purses,payment:telephone_cards,parking:condition:area,parking:condition:area:customers,capacity:car_sharing,capacity:bus,landcover,access:note:de,capacity:private,parking:condition:default,parking:condition:time_interval,proposed:access,demolished:building,removed:office,fee:disabled,orientation,maxstay:conditional,fee:conditional,landuse,roof:material,roof:shape,parking:condition:maxstay,last_renovation,demolished:leisure,capacity:taxi,parking:condition:residents,capacity:note,operator:wikidata,leisure,fee:description,roof:levels,comment,location,parking:condition:capacity,access:customers,payment:contactless,payment:girocard,check_date:fee,capacity:conditional,capacity:short,indoor,lit:note,payment:bahncard,payment:credit_cards,room,source:capacity,alt_name,disused:bunker_type,disused:location,disused:military,disused:military:note,capacity:large,maxstay:monitoring,parking_space,mofa,moped,car,capacity:coach,service,hoops,car_sharing,source:outline,area,tunnel,paving_stones:shape,payment:cash,note:editor,capacity:bus:conditional,motor_vehicle:conditional,tourist_bus:conditional,ways,parking:condition:both
way,512643005,customers,Karlsruhe,,76187,,parking,,,,,,,,,,,,,"POLYGON ((8.3436625 49.0309506, 8.3436198 49.0309797, 8.3434983 49.0309024, 8.3434851 49.0309129, 8.3434188 49.030965, 8.3434354 49.0309755, 8.3435472 49.0310428, 8.3435002 49.031078, 8.3437309 49.0312169, 8.34379 49.0311704, 8.3438092 49.0311553, 8.3438309 49.0311382, 8.3438865 49.0310938, 8.3436625 49.0309506))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5012595457, 1242366974, 1242366807, 5012595462, 5012595461, 7667834719, 3160128879, 3160128878, 3160128877, 7667834712, 7667834716, 7667834713, 5012595460, 5012595457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,513044426,private,,,,,parking,,,,,,,,,,,Fraunhofer Institut für Chemische Technologie,,"POLYGON ((8.5218421 49.0165614, 8.5218374 49.0165065, 8.5215577 49.0165152, 8.5213264 49.0163323, 8.5212333 49.0163873, 8.521409 49.0165253, 8.5214164 49.0165519, 8.5214234 49.0165771, 8.5217266 49.0165658, 8.5217301 49.0166498, 8.5220922 49.0166296, 8.5220881 49.0165523, 8.5218421 49.0165614))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,"[5016090685, 5016090684, 5016090683, 5016090682, 5016090681, 1482338685, 5016090686, 1482338724, 5016090680, 5016090679, 5016090678, 5016090677, 5016090685]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,513044429,private,,,,,parking,,,,,,,,,,,Fraunhofer Institut für Chemische Technologie,,"POLYGON ((8.5214469 49.0168891, 8.5216127 49.0168851, 8.5215946 49.0166555, 8.5214297 49.0166605, 8.5214469 49.0168891))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,"[5016090690, 5016090689, 5016090688, 5016090687, 5016090690]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,516881956,yes,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3841906 49.022508, 8.3843963 49.022568, 8.3844995 49.022458, 8.3842877 49.0223894, 8.3841906 49.022508))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5045175121, 5045175123, 3145746548, 5045175122, 5045175121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,517971981,private,,,,,parking,,,,,,,,,,,,underground,"POLYGON ((8.3489491 49.0378699, 8.3484542 49.0375881, 8.3481302 49.0378326, 8.3476354 49.038206, 8.348129 49.0384871, 8.3489491 49.0378699))",,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garages,,,,,,,,,,,,,,,"[5053648910, 5053648911, 9521678576, 5053648912, 5053648913, 5053648910]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519151526,yes,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4408308 49.0210871, 8.4405946 49.0211699, 8.4405557 49.0211249, 8.4405415 49.0211093, 8.4405321 49.0210977, 8.4404994 49.0210509, 8.4405256 49.0210419, 8.4406647 49.020994, 8.4407408 49.0209678, 8.440789 49.0210318, 8.4408095 49.0210589, 8.4408308 49.0210871))",,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5075066002, 2042882520, 1690580516, 6051317257, 5922983028, 5062804781, 5922983029, 5062804783, 5062804780, 5062804779, 5075066001, 5075066002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519312683,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.4382789 49.0071036, 8.4385077 49.0070603, 8.4386481 49.0073799, 8.4384408 49.0074191, 8.4384376 49.0074118, 8.4383729 49.007424, 8.4382618 49.0071711, 8.4382357 49.0071117, 8.438259 49.0071073, 8.4382789 49.0071036))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1371434122, 1371434120, 1371434139, 1371434143, 4609654117, 1371434145, 1371434123, 8690742379, 1727368628, 1371434122]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,520025972,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3613856 48.9896412, 8.3613845 48.9897726, 8.3614688 48.9897729, 8.3614684 48.9898127, 8.3614971 48.9898128, 8.3615319 48.9898129, 8.3615717 48.989813, 8.361572 48.9897732, 8.3616313 48.9897734, 8.3616324 48.9896421, 8.3615146 48.9896417, 8.3613856 48.9896412))",,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5069459711, 5069459709, 5069459706, 5069459705, 10707987264, 10707987267, 5069459704, 5069459707, 5069459708, 5069459710, 5069459703, 5069459711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,520025973,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3602859 48.9892915, 8.3601702 48.9892924, 8.360175 48.9895866, 8.3602865 48.9895883, 8.360409 48.9895849, 8.3604042 48.9892907, 8.3602859 48.9892915))",,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5069459716, 5069459715, 5069459714, 5067274434, 5069459713, 5069459712, 5069459716]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,521097152,yes,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.4768658 48.9539904, 8.4769362 48.9539884, 8.4769142 48.95364, 8.4768461 48.9536405, 8.4768563 48.9538201, 8.4768658 48.9539904))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5077804415, 5077804414, 5077804413, 5077804412, 9995173228, 5077804415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,522851414,no,,,,,parking,2,,,,,,,,,,,street_side,"POLYGON ((8.4407389 49.0209281, 8.44071 49.020893, 8.4406525 49.0209134, 8.4406814 49.0209484, 8.4407389 49.0209281))",,,,,,grass_paver,,,,,,,,,,,,,zur Zeit durch Blumentöpfe blockiert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5091437293, 5091437292, 5091437291, 5091437290, 5091437293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,522851415,private,,,,,parking,3,,,,,,,,,,,street_side,"POLYGON ((8.4408354 49.0209229, 8.4408947 49.0209019, 8.440849 49.0208464, 8.4407897 49.0208674, 8.4408354 49.0209229))",,,,,,grass_paver,,,,,,,Parkplätze Artiminds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5091437297, 5091437296, 5091437295, 5091437294, 5091437297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,529156843,customers,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3646747 49.0039808, 8.3646851 49.0039553, 8.3646984 49.0039576, 8.364706 49.0039384, 8.3647147 49.0039399, 8.3647223 49.0039207, 8.3647367 49.0039232, 8.3647459 49.0038998, 8.3647565 49.0039016, 8.3647637 49.0038835, 8.3647729 49.0038851, 8.3647811 49.0038642, 8.3647874 49.0038653, 8.3647947 49.0038469, 8.3648042 49.0038485, 8.3648129 49.0038264, 8.3648279 49.003829, 8.3648386 49.0038019, 8.3649711 49.0038061, 8.3651477 49.0038274, 8.3652279 49.0040152, 8.3649177 49.0040658, 8.3648755 49.0040031, 8.3647759 49.0040029, 8.3646747 49.0039808))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5140921428, 5140921427, 5140921426, 5140921425, 5140921424, 5140921423, 5140921422, 5140921421, 5140921220, 5140921219, 5140921218, 5140921217, 5140921216, 5140921215, 5140921214, 5140921213, 5140921212, 5140921211, 5140921210, 5140921209, 5140921208, 5140921207, 5140921206, 5140921205, 5140921428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,532600897,customers,,,,,parking,,,,,,,no,,,,Siemens AG,surface,"POLYGON ((8.3477613 49.0285241, 8.3478822 49.02864, 8.3476688 49.0287545, 8.3475374 49.0286489, 8.3477613 49.0285241))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5167942340, 27005342, 5167942339, 5167942338, 5167942340]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,536649464,,,,,,parking,,,,,,,,,,,,street_side,"POLYGON ((8.3146423 49.0357047, 8.3144865 49.0357286, 8.3144464 49.0356166, 8.3146023 49.0355926, 8.3146064 49.0356016, 8.3146423 49.0357047))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5198093873, 5198093879, 5198093872, 5198093876, 5198105031, 5198093873]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,537200383,yes,,,,,parking,19,no,,,,,,,,,,surface,"POLYGON ((8.3370929 49.0022983, 8.336887 49.002469, 8.336807 49.0025217, 8.3365396 49.002659, 8.3365801 49.0026892, 8.3368611 49.0025374, 8.3369356 49.0024919, 8.3371382 49.0023242, 8.3370929 49.0022983))",,,,,,cobblestone,,,,,,,,,,yes,,,,bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5202564166, 5202564162, 5202564172, 5202564175, 5202564167, 5202564160, 5202564173, 5202564170, 5202564166]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538513648,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3486817 49.0120082, 8.3486391 49.0120902, 8.3480664 49.011937, 8.3478606 49.0118714, 8.3476433 49.0117874, 8.3475018 49.0117197, 8.3478398 49.0114791, 8.3476259 49.0113507, 8.3476976 49.0112984, 8.3480017 49.0114992, 8.3486817 49.0120082))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,"[5212350420, 5212350419, 5212350418, 5212350417, 5212350416, 5212350415, 5212350414, 5212350413, 5212350412, 1376122603, 5212350420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538513660,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3501742 49.0118394, 8.3502855 49.0117725, 8.3503286 49.0118034, 8.3502174 49.0118703, 8.3501742 49.0118394))",,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5212350482, 5212350481, 5212350480, 5212350479, 5212350482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538513661,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3500228 49.0118701, 8.3501767 49.0117793, 8.3501743 49.0117307, 8.3501257 49.0117296, 8.3499638 49.011827, 8.3500228 49.0118701))",,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5212350487, 5212350486, 5212350485, 5212350484, 5212350483, 5212350487]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538568651,yes,,,,,parking,,,,,,,no,,,24/7,Stadt Karlsruhe,surface,"POLYGON ((8.4347346 49.0353825, 8.4348336 49.0353559, 8.4348435 49.0353717, 8.4349614 49.03534, 8.4346466 49.0348361, 8.4345287 49.0348677, 8.4345456 49.0348947, 8.4344466 49.0349213, 8.4347346 49.0353825))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5212850442, 5212850441, 5212850440, 5212850439, 5212850438, 5212850437, 5212850436, 5212850435, 5212850442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538568653,yes,,,,,parking,20,,,,,,no,,,24/7,Stadt Karlsruhe,street_side,"POLYGON ((8.4417627 49.0283777, 8.4417444 49.0283375, 8.4417337 49.0283139, 8.4414642 49.0283559, 8.4410967 49.0284132, 8.4411284 49.0284876, 8.4417627 49.0283777))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5212850471, 6071528340, 5212850470, 6658591164, 4497058919, 5212850469, 5212850471]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538568654,yes,,,,,parking,20,,,,,,no,,,24/7,Stadt Karlsruhe,street_side,"POLYGON ((8.4421617 49.028306, 8.4427249 49.0282102, 8.4427071 49.0281694, 8.442693 49.0281372, 8.4421312 49.0282457, 8.4421439 49.0282708, 8.4421617 49.028306))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5212850475, 5212850474, 7924282750, 5212850473, 5212850472, 7924282760, 5212850475]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538568655,yes,,,,,parking,16,,,,,,no,,,24/7,Stadt Karlsruhe,street_side,"POLYGON ((8.4431621 49.028135, 8.4436449 49.0280545, 8.4436262 49.0280105, 8.4436118 49.0279764, 8.4431338 49.0280571, 8.4431473 49.0280944, 8.4431621 49.028135))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5212850479, 5212850478, 6071528365, 5212850477, 5212850476, 6071528355, 5212850479]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538568656,yes,,,,,parking,16,,,,,,no,,,24/7,Stadt Karlsruhe,street_side,"POLYGON ((8.4461062 49.0277266, 8.4465321 49.0277269, 8.4465334 49.0276826, 8.4465344 49.0276473, 8.4461085 49.0276421, 8.4461073 49.0276843, 8.4461062 49.0277266))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5212850483, 5212850482, 6018505318, 5212850481, 5212850480, 6018505311, 5212850483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538568657,yes,,,,,parking,15,,,,,,no,,,24/7,Stadt Karlsruhe,street_side,"POLYGON ((8.445153 49.0277916, 8.4452697 49.027774, 8.4454266 49.0277498, 8.4454843 49.0277397, 8.4455433 49.0277344, 8.445607 49.02773, 8.4455992 49.0276881, 8.4455914 49.0276468, 8.445486 49.0276553, 8.445287 49.0276865, 8.4451171 49.0277164, 8.4451346 49.0277531, 8.445153 49.0277916))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5212850491, 5212850490, 5212850489, 5212850488, 5212850487, 5212850486, 6018505299, 5212850485, 1690566089, 1690566098, 5212850484, 6018505290, 5212850491]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538568658,yes,,,,,parking,16,,,,,,no,,,24/7,Stadt Karlsruhe,street_side,"POLYGON ((8.444168 49.0279643, 8.4446787 49.0278765, 8.4446622 49.0278352, 8.4446478 49.0277993, 8.4441371 49.027887, 8.444168 49.0279643))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5212850495, 5212850494, 6069279342, 5212850493, 5212850492, 5212850495]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,540485449,permissive,,,,,parking,,,,,,,yes,,,,Hotel Ibis Karlsruhe Hauptbahnhof,surface,"POLYGON ((8.4032542 48.994824, 8.4032352 48.9948192, 8.4031842 48.9948062, 8.4028595 48.9947238, 8.4028394 48.9947578, 8.4028289 48.9947757, 8.4028143 48.9948004, 8.403209 48.9949007, 8.4032542 48.994824))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1056415085, 5228813361, 5228813370, 5228813363, 8461622341, 5228813360, 5228813362, 1056415266, 1056415085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,540485454,customers,,,,,parking,,,,,,,yes,,,,,surface,"POLYGON ((8.4031842 48.9948062, 8.4028595 48.9947238, 8.4027951 48.9947074, 8.4028232 48.9946599, 8.402774 48.9946474, 8.4027531 48.9946055, 8.4027732 48.9945696, 8.4030235 48.9946338, 8.4030324 48.9946466, 8.4030819 48.9946596, 8.4031022 48.9946553, 8.4034641 48.9947451, 8.403425 48.9948128, 8.4032632 48.9947717, 8.4032124 48.9947588, 8.4031842 48.9948062))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5228813370, 5228813363, 5228813377, 5228813376, 1838537248, 5228813375, 5228813374, 1365490160, 1365490165, 1365490178, 1365490176, 5228813373, 5228813372, 5228813368, 5228813371, 5228813370]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542945744,permissive,,,,,parking,71,,,,,,no,,,24/7,,,"POLYGON ((8.4450902 49.0264021, 8.445149 49.0263922, 8.4451443 49.0263809, 8.4451383 49.0263747, 8.4451309 49.0263697, 8.4451207 49.0263668, 8.4450635 49.026389, 8.4450398 49.0263425, 8.4450142 49.0262923, 8.4450875 49.0262649, 8.4457087 49.0261582, 8.4457242 49.0261979, 8.4457434 49.0261947, 8.4458773 49.0261721, 8.445886 49.0261945, 8.4458846 49.0262206, 8.4459259 49.0263741, 8.4455232 49.0264453, 8.4455393 49.0264839, 8.4455065 49.0264898, 8.4454738 49.0264956, 8.4454411 49.0265015, 8.4454083 49.0265074, 8.4453756 49.0265133, 8.4453428 49.0265192, 8.4453101 49.026525, 8.4452774 49.0265309, 8.4452446 49.0265368, 8.4452119 49.0265427, 8.4451958 49.0265041, 8.4451921 49.026502, 8.4451333 49.0265119, 8.4451247 49.02649, 8.4451161 49.026468, 8.4451074 49.026446, 8.4450988 49.0264241, 8.4450902 49.0264021))",,,,,,,,,,,,,,,,yes,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11,,,,,"[5248942498, 5248942493, 9106192474, 9106192475, 9106192473, 1184110139, 5248942497, 2571977504, 5045058327, 2571977503, 5248943400, 5248943397, 5840543328, 5248942477, 7391742752, 5248942476, 5248942475, 5248943405, 5248943404, 5248942507, 5248942508, 5248942509, 5248942510, 5248942511, 5248942512, 5248942513, 5248942514, 5248942515, 5248942491, 5248942492, 9106192476, 5248943406, 5248942506, 5248942505, 5248942504, 5248942503, 5248942498]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,548552813,yes,,,,,parking,,no,no,,,,no,,,24/7,,surface,"POLYGON ((8.43128 49.0054475, 8.4312525 49.0054453, 8.431227 49.0054396, 8.4312062 49.0054259, 8.4311995 49.0054127, 8.4311955 49.0053947, 8.4312055 49.0053749, 8.4312209 49.0053639, 8.4312317 49.0053604, 8.4328249 49.0050604, 8.4328564 49.0050591, 8.4328893 49.0050657, 8.4329087 49.0050767, 8.4329248 49.0050969, 8.4329248 49.0051198, 8.4329 49.0051409, 8.4328665 49.0051532, 8.4312867 49.0054466, 8.43128 49.0054475))",,,,,,asphalt,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5299338624, 5299338623, 5299338622, 5299338621, 5299338520, 5299338519, 5299338518, 5299338517, 5299338516, 5299338515, 5299338514, 5299338513, 5299338512, 5299338511, 5299338510, 5299338509, 5299338508, 5299338507, 5299338624]",,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,548562620,yes,,,,,parking,20,,,,,,no,,,24/7,Stadt Karlsruhe,street_side,"POLYGON ((8.4234958 49.0010061, 8.4235129 49.0009867, 8.42353 49.0009673, 8.423547 49.0009479, 8.4235641 49.0009286, 8.4235144 49.0009097, 8.4235315 49.0008903, 8.4235812 49.0009092, 8.4235983 49.0008898, 8.4236154 49.0008704, 8.4236325 49.000851, 8.4236496 49.0008316, 8.4235999 49.0008128, 8.423617 49.0007934, 8.4236666 49.0008122, 8.4236837 49.0007929, 8.4237008 49.0007735, 8.4237179 49.0007541, 8.423735 49.0007347, 8.4236853 49.0007159, 8.4237024 49.0006965, 8.4237521 49.0007153, 8.4237692 49.0006959, 8.4237863 49.0006765, 8.4238033 49.0006572, 8.4238204 49.0006378, 8.4237707 49.0006189, 8.4237878 49.0005995, 8.4238375 49.0006184, 8.4238546 49.000599, 8.4238717 49.0005796, 8.4239059 49.0005408, 8.4238562 49.000522, 8.4238148 49.0005063, 8.4234047 49.0009716, 8.4234461 49.0009873, 8.4234958 49.0010061))",,,,,,paving_stones,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5299432247, 8930684224, 8930684222, 8930684220, 8930684219, 8930684177, 8930684178, 8930684218, 8930684216, 8930684214, 8930684212, 8930684211, 8930684180, 8930684210, 8930684209, 8930684207, 8930684205, 8930684203, 8930684202, 8930684181, 8930684179, 8930684201, 8930684199, 8930684197, 8930684195, 8930684193, 8930684194, 8930684182, 8930684183, 8930684191, 8930684189, 5299432246, 8930684186, 5299432245, 4328211190, 8930684226, 5299432247]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
