element_type,osmid,amenity,name,wheelchair,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,contact:email,contact:fax,contact:phone,contact:website,fixme,isced:level,website,grades,phone,addr:country,description,addr:suburb,note,operator,operator:type,school,school:de,email,fee,start_date,old_name,nodes,source,wikidata,wikipedia,polling_station,building,fax,building:levels,check_date,toilets:wheelchair,area,education,roof:levels,roof:shape,network,school:DE,name:etymology:wikidata,addr:subdistrict,name:en,name:fr,capacity,official_name,landuse,short_name,source:geometry,opening_hours,ways,type
way,159880102,school,Bismarck-Gymnasium,no,"POLYGON ((8.3946329 49.0137613, 8.395191 49.0137409, 8.3954853 49.0137301, 8.3955988 49.0137264, 8.3955512 49.0133495, 8.3955281 49.0132797, 8.3944834 49.013192, 8.3941924 49.0131675, 8.3940586 49.0137823, 8.3946329 49.0137613))",Karlsruhe,8,76133,Bismarckstraße,,,,,,,,,,,DE,,,,,,,,,,,,"[1719629640, 6519161556, 6519161557, 1719629625, 4935288138, 1719629501, 1719629494, 1719629474, 5223606167, 1719629640]",,Q130101,,,,,,,,,,,,,,,,,,,,,,,,,
way,160457863,school,Heinrich-Meidinger-Schule,,"POLYGON ((8.4193535 49.0092945, 8.4193897 49.0092994, 8.4199136 49.0093478, 8.4199124 49.0093594, 8.4199744 49.0093625, 8.4200439 49.0093649, 8.4201814 49.0093697, 8.4201248 49.0095328, 8.4200161 49.0097465, 8.4199588 49.0098037, 8.4198885 49.0098787, 8.4197978 49.0098422, 8.4197674 49.0098294, 8.4197376 49.0098169, 8.4196842 49.0097945, 8.4196753 49.0098022, 8.4192155 49.0096252, 8.4191908 49.0096074, 8.4193535 49.0092945))",Karlsruhe,1,76131,Bertholdstraße,,,,,,,,,,,DE,"Bundesfachschule für Sanitär-, Heizungs- und Klimatechnik",Oststadt,,Stadt Karlsruhe,,,,,,,,"[1725149054, 5432289205, 1255368867, 1255368871, 1043594598, 9360806470, 4410545223, 1186061503, 1186061507, 1186061493, 1186061494, 1186061529, 9360806465, 1043594601, 1255368864, 1255368872, 1043594632, 1725149061, 1725149054]",LA-KA,Q66004954,,,,,,,,,,,,,,,,,,,,,,,,,
way,160612274,school,,no,"POLYGON ((8.3896489 49.008281, 8.38964 49.0082141, 8.390549 49.0081772, 8.3905564 49.008408, 8.3910146 49.0084293, 8.3910091 49.0085143, 8.3905189 49.0084825, 8.3904914 49.0085951, 8.3898883 49.0086765, 8.3896938 49.0086864, 8.389668 49.0084106, 8.3896489 49.008281))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1726639157, 1726639155, 1726639153, 1726639159, 1726639161, 1741508321, 1741508320, 1726639162, 472982804, 472982802, 472982808, 1726639157]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160732178,school,Helmholtz-Gymnasium,limited,"POLYGON ((8.3845142 49.0112511, 8.3845201 49.0112931, 8.3841464 49.0113099, 8.3837619 49.0113272, 8.3831818 49.0113536, 8.3831763 49.011297, 8.382991 49.0113047, 8.3829878 49.0112762, 8.3829733 49.0112769, 8.3829453 49.0110306, 8.3829541 49.0110302, 8.3829499 49.010995, 8.3831621 49.0109856, 8.3831471 49.0108194, 8.383299 49.0107481, 8.3833654 49.0107459, 8.3843822 49.010713, 8.384454 49.0107093, 8.3845142 49.0112511))",Karlsruhe,6,76133,Kaiserallee,,,,,,,,http://www.helmholtz-karlsruhe.de/,,+49 721 1334518,DE,,,,Stadt Karlsruhe,,,,info@helmholtz-karlsruhe.de,,1895,,"[1727785831, 1727785833, 4535506381, 4535506380, 1727785835, 1727785832, 4535506889, 4535506388, 4535506387, 4535506386, 4535506385, 4535506384, 4535506383, 1727785829, 1727785814, 2673354756, 1727785791, 1708228247, 1727785831]",,Q1603229,de:Helmholtz-Gymnasium Karlsruhe,,,,,,no,,,,,,,,,,,,,,,,,,
way,160936878,school,Vogesenschule,,"POLYGON ((8.3545423 49.0109974, 8.3546427 49.0109039, 8.3547927 49.0107217, 8.3548275 49.0106472, 8.3548193 49.0106093, 8.3547745 49.0105243, 8.3548335 49.0104588, 8.3549047 49.0104335, 8.3549083 49.0104378, 8.3550644 49.0103824, 8.355027 49.0103372, 8.3551181 49.0103048, 8.3550807 49.0102594, 8.3552234 49.0102088, 8.35526 49.0102533, 8.3552755 49.010272, 8.3555504 49.0106059, 8.3555867 49.0106474, 8.3556757 49.0107499, 8.3557536 49.0108426, 8.355835 49.010934, 8.355646 49.0109832, 8.3555911 49.0109964, 8.3553928 49.0110485, 8.3552428 49.0110916, 8.3552038 49.0111053, 8.3549436 49.0111878, 8.3548736 49.0113334, 8.3543982 49.0112132, 8.3545423 49.0109974))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1557553322, 1557553311, 1557553307, 1557553305, 1557553298, 1557553294, 1345936012, 1345935849, 1345936056, 1345935965, 1345935603, 1345936132, 1345935817, 1345935730, 1557553289, 5208717153, 1345935933, 5225057932, 1345935895, 1345936106, 1345935861, 1345935984, 1557553319, 1345936154, 1345935766, 1557553333, 1557553350, 1557553368, 1729045513, 1557553322]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161707904,school,Hans-Thoma-Schule,,"POLYGON ((8.406385 49.0077606, 8.4064008 49.0076924, 8.4064099 49.0076529, 8.4064405 49.0075212, 8.4062947 49.0074971, 8.4062827 49.0074951, 8.4062995 49.0074515, 8.406294 49.0074506, 8.4063263 49.0073663, 8.4062444 49.0073528, 8.4062394 49.0073657, 8.4060958 49.007342, 8.4060985 49.0073349, 8.4060082 49.00732, 8.4060055 49.0073271, 8.4058622 49.0073034, 8.4058671 49.0072906, 8.4057883 49.0072775, 8.4057835 49.00729, 8.4057739 49.0073151, 8.4057703 49.0073145, 8.4057569 49.0073497, 8.4057604 49.0073502, 8.4057452 49.0073897, 8.4057129 49.0075895, 8.4056596 49.0078832, 8.4058294 49.0078965, 8.4058711 49.0078997, 8.4058716 49.0078972, 8.4059331 49.007902, 8.4059557 49.0079037, 8.405972 49.0078138, 8.406082 49.0078224, 8.4060852 49.0078048, 8.4060973 49.0077378, 8.406385 49.0077606))",Karlsruhe,42,76133,Markgrafenstraße,,,,,,,1,,,,DE,,,,Stadt Karlsruhe,public,primary,Grundschule,,,,,"[8090516635, 1244379573, 1244379769, 1743158381, 8090516651, 8090516650, 1239998548, 8090516649, 1239998525, 3080462716, 3080462717, 5140921199, 5140921197, 5140921198, 5140921200, 3080462715, 3080462714, 1239998462, 3402066419, 8090516658, 8090516656, 8090516657, 8090516659, 1239998643, 1239998445, 1239998627, 1244379745, 1239998507, 1239998555, 8090516641, 1239998558, 1239998425, 1239998577, 1239998496, 8090516622, 8090516635]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,162249623,school,Carl-Hofer-Schule,no,"POLYGON ((8.4086222 49.006808, 8.4080345 49.0069562, 8.4077549 49.0075214, 8.4090812 49.0077188, 8.4094009 49.0072677, 8.4093677 49.006901, 8.4092995 49.0068712, 8.4087379 49.0070132, 8.4087017 49.0069552, 8.4086359 49.00685, 8.4086222 49.006808))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2667122144, 1741714703, 1741714706, 1741714714, 21492840, 1243476140, 1243475998, 1243476302, 1243475759, 1243475880, 2667122144]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,163061673,school,Friedrich-List-Schule,,"POLYGON ((8.415227 49.0055389, 8.4155069 49.0054727, 8.4152243 49.0056945, 8.4150171 49.0058481, 8.4149993 49.0058617, 8.4147858 49.0060252, 8.4143665 49.0063461, 8.4142357 49.0064462, 8.414201 49.0064728, 8.4141233 49.0063208, 8.4140804 49.0062312, 8.4140117 49.0060966, 8.4139142 49.006118, 8.4138497 49.0059965, 8.4137785 49.0058571, 8.4140141 49.0058054, 8.4145026 49.005698, 8.4147001 49.0056547, 8.4149496 49.0055998, 8.415227 49.0055389))",Karlsruhe,3,76131,Ludwig-Erhard-Allee,,,,,http://www.fls-ka.de/,,,,,,DE,,,,Stadt Karlsruhe,public,secondary,Gymnasium,,,,,"[1133026136, 1748370552, 3625848428, 3625848432, 3666251296, 3666251320, 3666251375, 1748388163, 1748370647, 1748388161, 3666251353, 3625848448, 3625848450, 1053695781, 1053695784, 3666251283, 3666251272, 3666251264, 3666251256, 1133026136]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,163061675,school,"Schillerschule, Grund- und Hauptschule",yes,"POLYGON ((8.4150251 49.0076272, 8.4152249 49.0077572, 8.4154394 49.0078721, 8.4162019 49.0075018, 8.416624 49.0072972, 8.4166149 49.0072884, 8.4165798 49.0072572, 8.4161194 49.0068472, 8.41596 49.0068369, 8.415409 49.0070935, 8.4150438 49.0072708, 8.4150251 49.0076272))",Karlsruhe,11,76131,Kapellenstraße,,,,,https://www.schillerschule-karlsruhe.de/,,,,,,DE,,,,Stadt Karlsruhe,public,primary,,,,1906,,"[1748370652, 10162737535, 1048926404, 6132659011, 6132659007, 6695393511, 6132739659, 9528865161, 1748370648, 5209326842, 1212673672, 1748370652]",,,,,,,,,,,,,,,Grundschule,,,,,,,,,,,,
way,192656758,school,Grundschule Evangelische Jakobusschule,,"POLYGON ((8.3739276 49.0335704, 8.3744288 49.0335465, 8.3743924 49.0332193, 8.3738912 49.0332433, 8.3739276 49.0335704))",Karlsruhe,7,76187,Sengestraße,,,,,,,,,,,DE,,,,,,,,,,,,"[2031986448, 2031986447, 2031986443, 2031986444, 2031986448]",,,,,school,,2,,,,,0,,,,,,,,,,,,,,,
way,219490339,school,Grundschule Hagsfeld,no,"POLYGON ((8.4589253 49.0292527, 8.4589523 49.0292478, 8.4588885 49.0290638, 8.4588731 49.0290167, 8.4591964 49.0289409, 8.4593412 49.0291968, 8.4593171 49.0292796, 8.4593387 49.0292948, 8.4595879 49.0295309, 8.4597274 49.0296874, 8.4593788 49.0298195, 8.4592206 49.0296683, 8.4590677 49.0296525, 8.4589041 49.0296876, 8.4589255 49.0297826, 8.4588628 49.0297866, 8.4588113 49.0297955, 8.4587263 49.0298103, 8.4586684 49.0296665, 8.4586129 49.0295291, 8.4585456 49.0293586, 8.4585205 49.0293035, 8.4585528 49.0292974, 8.4586836 49.0292772, 8.458688 49.0292894, 8.4589253 49.0292527))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2932750724, 7093711831, 7093711838, 7093711839, 6168930843, 6168930842, 2286405794, 3622018592, 2286405789, 2286405791, 2286405786, 2286405775, 2286405773, 2286405780, 2286405805, 2286405804, 7093711847, 2286405782, 2286405769, 2932750752, 2932750731, 2286405777, 2932750729, 2932750727, 2932750728, 2932750724]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,261096857,school,Heinrich-Hübsch-Schule,,"POLYGON ((8.4094009 49.0072677, 8.40946 49.0072635, 8.4096715 49.0072534, 8.4097606 49.0072157, 8.4099047 49.0065875, 8.4099383 49.0065131, 8.4099277 49.0064312, 8.4099562 49.0063823, 8.4099626 49.0063471, 8.4099593 49.0063159, 8.4099451 49.0062807, 8.4099283 49.0062569, 8.4099042 49.0062331, 8.4098991 49.0061544, 8.4096303 49.0061131, 8.4096224 49.0061183, 8.4095506 49.0060773, 8.4092342 49.0060431, 8.4089691 49.0060144, 8.4089304 49.0061908, 8.4089236 49.0062174, 8.4089227 49.0062207, 8.4088255 49.0065059, 8.408924 49.0066804, 8.4089484 49.0067237, 8.4086222 49.006808, 8.4086359 49.00685, 8.4087017 49.0069552, 8.4087379 49.0070132, 8.4092995 49.0068712, 8.4093677 49.006901, 8.4094009 49.0072677))",,,,,,,,,,,,,,,,,,,,,,,,,1985,,"[21492840, 1210855480, 21492834, 1741714704, 1741714701, 21492836, 1243476247, 1243475793, 1243475868, 1243476313, 1243475927, 1243476174, 1243476008, 21492837, 3690074249, 1243476292, 1053987914, 9060093731, 1741694454, 2922274668, 1741694455, 1243475787, 1741694473, 1741694480, 1741714702, 2667122144, 1243475880, 1243475759, 1243476302, 1243475998, 1243476140, 21492840]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291507143,school,,no,"POLYGON ((8.3360288 49.0328208, 8.3361039 49.0327733, 8.3362759 49.0326489, 8.3358007 49.0323775, 8.3357767 49.0323642, 8.3357485 49.0323457, 8.3356074 49.0324445, 8.3354913 49.0323662, 8.3354398 49.0323988, 8.3356356 49.0325245, 8.3360288 49.0328208))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2949691920, 2949691921, 2949691922, 6203160114, 6203160115, 1429032339, 2949691924, 2949691925, 2949691926, 2949691927, 2949691920]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313853068,school,Ludwig-Erhard-Schule,limited,"POLYGON ((8.4108564 49.0105812, 8.4108923 49.0106118, 8.4109612 49.0105766, 8.4113557 49.0103749, 8.4113255 49.0101111, 8.4112282 49.0101143, 8.4110465 49.0101204, 8.4109929 49.0101222, 8.4109452 49.010123, 8.4108187 49.0101287, 8.4108255 49.0102211, 8.4110894 49.0102115, 8.4111024 49.0103179, 8.4109222 49.0104094, 8.4108474 49.0103439, 8.4106784 49.0104296, 8.4108564 49.0105812))",Karlsruhe,12,,Englerstraße,,,,,,,,http://www.les-ka.de/,,,,,,,Stadt Karlsruhe,public,,,,,,,"[1795574304, 1022579203, 532255083, 578063563, 1022579199, 2922225985, 2614646853, 1022579251, 1247007544, 1022579282, 1022579265, 1022579215, 1022579243, 1022579258, 1022579268, 1022579289, 1795574304]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325928224,school,Realschule Rüppurr,,"POLYGON ((8.4124132 48.9749016, 8.4121236 48.9751853, 8.4124196 48.9752715, 8.4130825 48.9753546, 8.4139014 48.9754572, 8.4139182 48.9749043, 8.4124132 48.9749016))",,,,,,,,,,,2,http://www.rsr.ka.schule-bw.de,,,,,,,,,,Realschule,,,,,"[1394947243, 10693678695, 919561812, 10693678693, 919561819, 931700686, 1394947243]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,334589656,school,Schulzentrum Neureut,yes,"POLYGON ((8.3795935 49.0449406, 8.3783314 49.0442295, 8.376842 49.0453499, 8.3774642 49.0457098, 8.3774334 49.0457329, 8.3780718 49.046099, 8.3795935 49.0449406))",Karlsruhe,6,76149,Unterfeldstraße,Gymnasium,,,,,,,,,,DE,,,,,,,,,,,,"[3416531956, 3416531957, 3416531958, 3416531959, 3416531961, 3416531960, 3416531956]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,334797399,school,Humboldt-Gymnasium,yes,"POLYGON ((8.3712158 49.0333597, 8.3711877 49.0326881, 8.3721602 49.0326862, 8.3721467 49.0322169, 8.3727658 49.0321955, 8.372836 49.0326696, 8.3729503 49.0336244, 8.3730108 49.0340918, 8.3724899 49.0341221, 8.3712527 49.0341678, 8.371018 49.0342871, 8.3706766 49.0339554, 8.3705985 49.033829, 8.3705578 49.0337265, 8.3705411 49.0336416, 8.3705298 49.0335757, 8.3705161 49.0334959, 8.3705157 49.0333784, 8.3712158 49.0333597))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[3418896299, 3418896300, 3418896301, 4465980646, 3418896302, 3418896304, 3418896307, 3418896308, 3418896309, 3418911172, 3418896311, 3418896312, 4465980643, 6402996456, 4465980644, 3418896313, 3418896314, 4465980645, 3418896299]",,Q23786266,,,,,,,,,,,,,,,,,,,,,,,,,
way,334797459,school,Werner-von-Siemens-Schule,,"POLYGON ((8.3705293 49.0319125, 8.3718813 49.0318634, 8.3721712 49.0317096, 8.3721469 49.0313351, 8.3720508 49.0306151, 8.3716021 49.030635, 8.3705329 49.0306853, 8.3705373 49.0309004, 8.3705293 49.0319125))",Karlsruhe,1,76187,Kurt-Schumacher-Straße,,,,,,,,https://www.wvs-ka.de/,,,DE,,,,,,,,,,,,"[9165712831, 3418897006, 3418897012, 3418897013, 8568801044, 6402613868, 8568801043, 8568801042, 9165712831]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,416450453,school,Schule am Weinweg,,"POLYGON ((8.4460459 49.0121679, 8.4458906 49.0123317, 8.4458537 49.0123675, 8.445896 49.0124061, 8.4459871 49.0124938, 8.4461635 49.0126588, 8.4461949 49.0126862, 8.4464068 49.0125852, 8.4464738 49.0125568, 8.4466681 49.0127525, 8.4468132 49.0128396, 8.4469595 49.0129314, 8.447604 49.0125869, 8.4473954 49.0123966, 8.4472564 49.0122743, 8.4471538 49.0122048, 8.4469977 49.0121076, 8.4468495 49.0119928, 8.4468142 49.0119731, 8.4467684 49.011981, 8.4467134 49.0119853, 8.446641 49.0119875, 8.4465732 49.0119814, 8.4464673 49.0119647, 8.4463231 49.0119386, 8.4462261 49.0119521, 8.446157 49.012034, 8.4461354 49.0120597, 8.4460459 49.0121679))",Karlsruhe,1,76131,Weinweg,,,,,https://www.schule-am-weinweg.de,,,,,,DE,Schule für Sehbehinderte,Rintheim,Die Grundschule und die Schule am Weinweg befinden sich auf dem selben Gelände,,,blind,,,,,,"[1478909826, 4200491303, 4171917638, 1227755210, 1227755163, 6052497757, 1392433568, 4171917646, 688680835, 1179167950, 1392433572, 4171917655, 1179167996, 1179168064, 1179168069, 1179167942, 6052498011, 4171917628, 6124736255, 6124736253, 6124736256, 6124736251, 6124736252, 6124736254, 6124736257, 1478909816, 6069366794, 6069366796, 1478909826]",,,,,,,,,,,,,,,,,,,,,Schule am Weinweg - Schule für Sehbehinderte,,,,,,
way,430660496,school,Walter-Eucken-Schule,,"POLYGON ((8.3787106 48.998927, 8.3799612 48.9988631, 8.3799355 48.9985806, 8.3797011 48.9984587, 8.37969 48.9983616, 8.3795115 48.9983147, 8.3794756 48.9979299, 8.37947 48.9978939, 8.3786052 48.9979455, 8.3787106 48.998927))",Karlsruhe,2,76135,Ernst-Frey-Straße,,,,,,,,,,,DE,,,,,,,,,,,,"[1696042484, 4299226297, 4299226296, 4299226294, 4299226292, 1696042400, 6265647736, 6265647731, 6265647730, 1696042484]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,449658679,school,,,"POLYGON ((8.3994811 49.048269, 8.3995411 49.0486024, 8.3995968 49.0487613, 8.4009029 49.0486603, 8.4008002 49.0478873, 8.4007044 49.0477345, 8.4003614 49.0475724, 8.3993525 49.047513, 8.3993279 49.047514, 8.3994811 49.048269))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[10928954959, 10928954956, 24966567, 24966566, 1425921883, 1425921832, 24966565, 56359323, 10928954960, 10928954959]",,,,,,,,,,,,,,,,,,,,,,education,,,,,
way,482287697,school,Eichendorffschule,,"POLYGON ((8.4461014 49.0377831, 8.4460443 49.037731, 8.446017 49.0376828, 8.4457065 49.0373973, 8.4456787 49.0373722, 8.4455552 49.037252, 8.4455439 49.037241, 8.4452795 49.0369821, 8.4456411 49.0368202, 8.4456694 49.0368094, 8.4456857 49.0368008, 8.4460343 49.0366472, 8.4460655 49.0366745, 8.446416 49.0365296, 8.4466887 49.0368035, 8.4471977 49.0372956, 8.4471308 49.0373265, 8.4470716 49.0373524, 8.4471038 49.037384, 8.4469926 49.0374327, 8.4470455 49.0374846, 8.4471978 49.0376229, 8.4473869 49.0378107, 8.447064 49.0379504, 8.4468832 49.0377709, 8.446855 49.0377831, 8.4466987 49.0376364, 8.4464761 49.0377339, 8.4463892 49.0376485, 8.4461014 49.0377831))",Karlsruhe,2,76139,Lötzener Straße,,,,,http://www.eichendorffschule.com/,,1;2,http://www.eichendorffschule.com/,,,DE,,Waldstadt,,Stadt Karlsruhe,public,primary;secondary,,,,1968,,"[4751301701, 4751301700, 4751301697, 4751301696, 6635536289, 6635536284, 4751301710, 4751301711, 4751301712, 9379985612, 7142964407, 4751301713, 4751301714, 4751301715, 9379985610, 9379985611, 3091597473, 3091597476, 3091597481, 3091597486, 3091597487, 1434672772, 1434672940, 1434672740, 1434672922, 1434672838, 1434672927, 1434672762, 1434672818, 4751301701]",,,,,,,,,,,,,,,Grund- und Hauptschule mit Werkrealschule,Q77204,,,,,,,,,,,
way,516896377,school,Evangelische Jakobusschule,,"POLYGON ((8.3735356 49.0336131, 8.3736687 49.0336119, 8.3744534 49.0335722, 8.3744093 49.0331918, 8.3734918 49.0332327, 8.3734703 49.0330885, 8.3729285 49.0331184, 8.3729768 49.0336355, 8.3735356 49.0336131))",,,,,,,,,,,,https://www.jakobusschule-karlsruhe.de/,,+49 721 9144690,,,,,,,,,schule@ejska.de,,,,"[5045299690, 5045299689, 10299284926, 5045299688, 5045299687, 5045299686, 5045299685, 5045299684, 5045299690]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519023810,school,Friedrich-Realschule,,"POLYGON ((8.4696241 48.9994147, 8.4693539 48.9994297, 8.4693566 48.9994429, 8.4686096 48.9994948, 8.4686666 48.9998463, 8.4690361 48.999804, 8.4691601 48.9999756, 8.4692218 48.9999584, 8.469301 49.0000781, 8.4693794 49.0000575, 8.4694994 49.0002462, 8.4695678 49.0002286, 8.4696671 49.0003553, 8.469847 49.0003192, 8.4698044 49.0002326, 8.4697787 49.0001803, 8.4698513 49.0001649, 8.4697495 48.9999743, 8.469714 48.9998797, 8.4696992 48.9998115, 8.4696241 48.9994147))",Karlsruhe,78,76227,Pfinztalstraße,,,,,,,,https://ka.stadtwiki.net/Friedrich-Realschule,,,DE,,Durlach,,,,,,,,,,"[5061771667, 5061771651, 5061771650, 5061771666, 5061771665, 5061771664, 5061771663, 5061771662, 5061771661, 5061771660, 5061771659, 5061771658, 5061771657, 1302482215, 1302482160, 1302482147, 8121305554, 5061771653, 5061771655, 5061771654, 5061771667]",,,,,,,,,,,,,,,,,,,,,,,Friedrichschule,estimate around buildings,,,
way,539890286,school,St. Dominikus Mädchengymnasium,no,"POLYGON ((8.3940586 49.0137823, 8.3939286 49.0143146, 8.3947034 49.0142864, 8.3947002 49.0142484, 8.3946989 49.0142332, 8.3946867 49.0140896, 8.3946864 49.0140862, 8.3946329 49.0137613, 8.3940586 49.0137823))",Karlsruhe,5,76133,Seminarstraße,,,,,,,,,,,DE,,,,,,,,,,,,"[5223606167, 1719629673, 1719629670, 1255783002, 1255783053, 1255783034, 1255783176, 1719629640, 5223606167]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,540038378,school,Vogesenschule,,"POLYGON ((8.3549909 49.0105381, 8.3552385 49.0104504, 8.3553353 49.0105679, 8.355258 49.0105953, 8.3553308 49.0106836, 8.3553836 49.0106649, 8.355392 49.0106752, 8.3554794 49.0106442, 8.355471 49.010634, 8.3555504 49.0106059, 8.3552755 49.010272, 8.35526 49.0102533, 8.3552234 49.0102088, 8.3550807 49.0102594, 8.3551181 49.0103048, 8.355027 49.0103372, 8.3550644 49.0103824, 8.3549083 49.0104378, 8.3549047 49.0104335, 8.3548335 49.0104588, 8.3548726 49.0105063, 8.3549247 49.0105694, 8.354996 49.0105441, 8.3549909 49.0105381))",Karlsruhe,1,76185,Hardtstraße,,,,,,,,,,,DE,,,,,,,,,,,,"[5225057952, 5225057951, 5225057950, 5225057949, 5225057948, 5225057947, 5225057946, 5225057945, 5225057944, 1345935933, 5208717153, 1557553289, 1345935730, 1345935817, 1345936132, 1345935603, 1345935965, 1345936056, 1345935849, 1345936012, 5225057940, 5225057939, 5225057938, 5225057952]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,611846938,school,Karl-Stockmeyer-Schule,,"POLYGON ((8.457957 49.0357599, 8.4577236 49.0357451, 8.4576953 49.0357933, 8.4577162 49.0358114, 8.4576175 49.0359154, 8.45761 49.035938, 8.4575331 49.0359198, 8.4575062 49.0358967, 8.457492 49.0358968, 8.4574904 49.0359031, 8.4574307 49.0359217, 8.4573478 49.0359006, 8.4573916 49.0358029, 8.4573718 49.035789, 8.4573038 49.0357971, 8.4572989 49.0357834, 8.457297 49.0357672, 8.4572998 49.0357482, 8.4573095 49.0357277, 8.4573254 49.035709, 8.4573493 49.0356915, 8.4573709 49.035681, 8.4574725 49.0356125, 8.4574903 49.0356189, 8.4575179 49.0356294, 8.4575229 49.0356081, 8.457534 49.0355988, 8.4575623 49.035597, 8.4575986 49.0355828, 8.4576314 49.0355806, 8.4576562 49.0355809, 8.4576806 49.0355859, 8.4576824 49.0355803, 8.457715 49.0355867, 8.4577448 49.0355973, 8.4577706 49.0356121, 8.4577915 49.0356284, 8.4578255 49.0356367, 8.4578476 49.0356429, 8.4578878 49.0356534, 8.4579573 49.0356516, 8.4579067 49.0356262, 8.4579292 49.0356053, 8.4579593 49.0355891, 8.4579944 49.0355793, 8.4580644 49.035579, 8.4581197 49.0355946, 8.4581334 49.035594, 8.4581329 49.0355786, 8.4581243 49.0355763, 8.4581206 49.0355471, 8.4581236 49.0355284, 8.4581423 49.0355108, 8.4581906 49.0354906, 8.4582147 49.0354876, 8.4582637 49.0354528, 8.4582597 49.0354441, 8.4583062 49.0354362, 8.4582603 49.0353201, 8.4578196 49.0352663, 8.4577991 49.0352363, 8.4577963 49.035204, 8.4578071 49.0351505, 8.4579776 49.0351759, 8.4579893 49.0351411, 8.4580366 49.0350006, 8.4584182 49.0350558, 8.4583709 49.0351963, 8.458364 49.0352168, 8.4583704 49.0352321, 8.4583843 49.0352275, 8.4584046 49.0352081, 8.458672 49.0353102, 8.4586976 49.0353201, 8.4587526 49.0353288, 8.4588038 49.0353233, 8.459241 49.0354185, 8.4593441 49.0354224, 8.4593796 49.0354281, 8.4594736 49.0354562, 8.4594441 49.0354986, 8.4594441 49.0355355, 8.4594762 49.0356283, 8.4594559 49.0356572, 8.4594847 49.035666, 8.4594566 49.0357062, 8.4594291 49.0357077, 8.4594295 49.0357382, 8.4593224 49.035739, 8.4593206 49.0357667, 8.4592177 49.0357667, 8.4592104 49.0357951, 8.4589841 49.0357951, 8.4585557 49.0358063, 8.4584938 49.0358245, 8.4583936 49.0358304, 8.4583553 49.0357598, 8.4583734 49.0357484, 8.4583289 49.035681, 8.4581039 49.0357209, 8.458137 49.0357439, 8.4581584 49.0357544, 8.4581531 49.0357667, 8.4581384 49.0357798, 8.4581665 49.0358036, 8.4581745 49.0358247, 8.4581692 49.0358406, 8.4581477 49.0358582, 8.4581423 49.0358757, 8.4581584 49.0358916, 8.4581343 49.0359092, 8.458111 49.0359286, 8.458012 49.0359282, 8.4579224 49.0359126, 8.457917 49.0358396, 8.4579568 49.035836, 8.457957 49.0357599))",,,,,,,,,,,,,,,,,,,Karlsruher Verein zur Förderung junger Menschen e. V.,,,,,,,,"[1283844392, 1283844256, 1283844134, 1283844046, 1283844375, 1283844362, 1283844445, 1283844517, 1283844484, 1283844344, 1283844234, 1283844331, 1283844369, 3852809924, 3852809930, 3852809922, 3852809915, 3852809904, 3852809889, 3852809879, 3852809874, 3852809869, 3853207358, 3852809538, 1283844334, 3853207357, 3853201656, 1283844111, 1283844298, 3852809514, 3852809515, 1283844396, 1283844478, 3852809519, 1283844354, 3852809531, 1283844317, 1283888002, 1283844322, 1283844132, 1283844212, 1283844417, 1283844468, 1283844430, 1283844384, 1283844368, 1283844039, 3852809525, 3852809509, 1283844314, 1283844316, 1283844462, 1283844306, 1283844428, 1283888015, 1283844059, 1283844353, 1283844200, 1283848901, 1283848908, 1283848887, 1283848855, 1283848924, 1283848951, 1283848848, 1283848927, 1283848944, 1283848922, 1283848936, 3852809259, 6222475444, 1283848926, 1283848850, 1283887960, 1283887950, 1283888010, 3852809322, 3852809324, 3852809326, 3852809335, 3852809461, 3852809466, 3852809544, 6222475481, 6222475482, 6222475483, 3852809863, 3852809895, 3852809894, 3852809913, 3852809914, 3852809927, 3852809928, 1283844107, 1283844235, 1283844394, 1283844457, 1283844352, 1283844432, 1283844089, 1283887964, 1283888012, 1283888011, 1283887966, 1283887969, 1283887962, 1283887977, 1283887974, 1283887979, 1283887984, 1283887993, 1283844108, 1283844299, 1283844315, 1283844487, 1283844337, 1283844392]",,Q56476681,,,,,,,,,,,,,,,,,,,,,,,,,
