element_type,osmid,geometry,amenity,denomination,name,religion,addr:city,addr:housenumber,addr:postcode,addr:street,contact:email,contact:phone,official_name,website,addr:country,wheelchair,level,source,toilets:wheelchair,addr:suburb,description:covid19,opening_hours:covid19,operator,phone,service_times,short_name,contact:website,start_date,check_date,description:de,historic,image,building,wheelchair:description,description,email,operator:type,place_of_worship,access,nodes,architect,heritage,heritage:operator,ref:lda,wikidata,alt_name,building:levels,construction:start_date,roof:shape,source:geometry,wikipedia,fax,opening_hours,patron_saint,wheelchair:description:de,wikimedia_commons,building:architecture,contact:fax,heritage:description,tomb,building:material,roof:levels,roof:material,fixme,source:addr,architect:wikidata,architect:wikipedia,old_name,building:colour,roof:colour,source_ref:url,url,denomination:de,addr:source,height,disused:amenity,source:outline,old_operator,old_owner,owner,building:part,loc_name,indoor,name:de,ref,room,ways,type
way,87761382,"POLYGON ((8.4199404 49.0087914, 8.4198985 49.0087943, 8.4198973 49.0087793, 8.4198795 49.0087794, 8.4198797 49.0087962, 8.4198553 49.0087973, 8.4198281 49.0087981, 8.4198279 49.0087828, 8.4198102 49.0087836, 8.41981 49.008799, 8.4197597 49.0088003, 8.4197589 49.0087854, 8.4197426 49.0087857, 8.419743 49.0088015, 8.4196909 49.0088028, 8.4196901 49.0087897, 8.4196733 49.0087897, 8.4196731 49.0088036, 8.419624 49.0088055, 8.4196242 49.008792, 8.4196075 49.008792, 8.4196076 49.0088063, 8.4195845 49.0088068, 8.4195572 49.0088075, 8.4195567 49.0087955, 8.4195393 49.0087957, 8.4195403 49.0088139, 8.4195159 49.0088145, 8.4195159 49.0088269, 8.4195372 49.008826, 8.4195375 49.0088492, 8.4194942 49.0088496, 8.4194942 49.0088632, 8.4193921 49.008866, 8.4193815 49.0088665, 8.4193822 49.0088777, 8.4193929 49.008878, 8.4193951 49.0089129, 8.4193973 49.0089478, 8.4193867 49.0089478, 8.4193867 49.0089557, 8.4193978 49.0089552, 8.4194468 49.0089539, 8.4195072 49.0089522, 8.4195075 49.0089641, 8.4195536 49.0089623, 8.4195538 49.0089863, 8.4195337 49.0089877, 8.4195337 49.0089978, 8.4195607 49.0089973, 8.4195606 49.0090144, 8.4195763 49.0090139, 8.4195764 49.0089977, 8.4196006 49.0089972, 8.4196274 49.0089967, 8.4196278 49.0090113, 8.4196451 49.0090112, 8.4196453 49.008996, 8.4196974 49.0089941, 8.4196978 49.0090074, 8.4197144 49.0090071, 8.4197152 49.0089918, 8.4197636 49.0089901, 8.4197641 49.0090047, 8.4197819 49.0090042, 8.4197814 49.0089887, 8.4198328 49.0089866, 8.4198332 49.0090015, 8.4198501 49.0090007, 8.4198507 49.0089852, 8.4198742 49.0089844, 8.4199 49.0089835, 8.4199013 49.008998, 8.419918 49.0089976, 8.4199179 49.0089821, 8.4199575 49.0089811, 8.4199604 49.0090063, 8.4199507 49.0090074, 8.4199522 49.0090165, 8.4199641 49.0090155, 8.4199806 49.0090469, 8.4199745 49.0090509, 8.4199838 49.0090578, 8.4199934 49.0090532, 8.4200344 49.0090707, 8.4200319 49.0090764, 8.4200453 49.0090797, 8.4200496 49.0090731, 8.4200963 49.0090711, 8.4201047 49.0090776, 8.4201155 49.009072, 8.4201092 49.0090669, 8.4201494 49.0090456, 8.4201587 49.009051, 8.4201668 49.0090433, 8.420158 49.0090378, 8.4201734 49.0090071, 8.4201826 49.0090081, 8.4201846 49.0089993, 8.420174 49.0089984, 8.4201717 49.0089791, 8.4202284 49.0089763, 8.4202588 49.0089744, 8.4202575 49.0089626, 8.4203283 49.0089463, 8.4203354 49.008954, 8.4203483 49.0089471, 8.4203377 49.0089391, 8.4203731 49.0089008, 8.4203737 49.0089093, 8.4203861 49.008908, 8.4203851 49.0088998, 8.4204091 49.0088982, 8.4204111 49.008909, 8.4204229 49.0089085, 8.4204222 49.0088975, 8.4204471 49.0088959, 8.4204497 49.0089057, 8.4204611 49.0089038, 8.4204592 49.0088952, 8.4204914 49.00888, 8.4205026 49.0088852, 8.4205103 49.0088779, 8.4204967 49.008873, 8.4204957 49.0088498, 8.4205064 49.0088419, 8.4204969 49.0088359, 8.4204858 49.0088434, 8.4204523 49.0088308, 8.4204531 49.008821, 8.4204409 49.0088212, 8.4204408 49.0088313, 8.4204163 49.0088325, 8.4204149 49.0088222, 8.4204015 49.0088229, 8.4204032 49.0088331, 8.4203793 49.0088342, 8.4203784 49.0088235, 8.4203669 49.0088239, 8.4203682 49.0088348, 8.4203201 49.0087966, 8.4203303 49.0087885, 8.4203185 49.0087819, 8.4203076 49.0087924, 8.4202374 49.0087785, 8.420237 49.0087684, 8.4202083 49.008769, 8.4201772 49.0087697, 8.4201769 49.008782, 8.4201495 49.0087825, 8.4201457 49.0087581, 8.420155 49.0087553, 8.4201499 49.008746, 8.4201421 49.0087486, 8.4201232 49.0087182, 8.4201309 49.0087124, 8.4201205 49.0087064, 8.4201131 49.008711, 8.4200686 49.008692, 8.4200716 49.0086862, 8.4200571 49.0086833, 8.4200538 49.0086905, 8.420006 49.0086911, 8.4199992 49.0086859, 8.4199878 49.0086919, 8.4199912 49.0086944, 8.4199579 49.008719, 8.419949 49.0087131, 8.4199392 49.0087211, 8.4199503 49.0087271, 8.4199348 49.0087568, 8.4199257 49.0087567, 8.419926 49.0087685, 8.4199366 49.008768, 8.4199404 49.0087914))",place_of_worship,roman_catholic,Bernharduskirche,christian,Karlsruhe,3,76131,Bertholdstraße,,,,,DE,yes,,,,Oststadt,,,Kirchengemeinde St. Raphael,,Sa 18:00; Su 9:15,,http://www.st-raphael-ka.de/,1901,,,,http://upload.wikimedia.org/wikipedia/commons/3/30/Karlsruhe_Kirche_am_Durlacher_Tor_meph666-2004-Nov-15-edited.jpg,church,,,,religious,,,"[1020385494, 1439291961, 1439291937, 1439291938, 1439291962, 6077415635, 1439291978, 1439291951, 1439291954, 1439291980, 1439291981, 1439291957, 1439291958, 1439291982, 1439291983, 1439291959, 1439291960, 1439291984, 1439291994, 1439291973, 1439291975, 1439291997, 6077415639, 2125899755, 2125899754, 1043601007, 1439292000, 1439292003, 1439292006, 1439292005, 1020385502, 2125899763, 2125899764, 7110714572, 1020385585, 2125899766, 2125899765, 6077415674, 2125899775, 2125899776, 1020385657, 7110714573, 7110714574, 1020385558, 2125899779, 2125899778, 2125899780, 2125899781, 1043600989, 2125899793, 2125899808, 2125899807, 2125899792, 6086144564, 2125899791, 2125899806, 2125899805, 2125899790, 2125899789, 2125899804, 2125899802, 2125899788, 2125899787, 2125899800, 2125899801, 2125899786, 2125899785, 2125899798, 2125899799, 2125899784, 6086144562, 2125899783, 2125899796, 2125899797, 2125899782, 1020385643, 1254423309, 2125899803, 2125899809, 1231749924, 1254423066, 1254423278, 2125899811, 1231749843, 1254423111, 1043601003, 1254423255, 1254423133, 1043600956, 1254423213, 2125899812, 1043600948, 1254423037, 1231749817, 1254423246, 2125899810, 1254423270, 1020385522, 2125899794, 1020385647, 1254423311, 6077415663, 1020385564, 1254423053, 1231749912, 2125899777, 1254423174, 1254423150, 1020385728, 2125899771, 6077656441, 2125899769, 2125899770, 2125899774, 2125899773, 2125899768, 2125899767, 2125899772, 1460566570, 1020385700, 1043600996, 1254423208, 1254423026, 1254423280, 1254423172, 1254423135, 1043600963, 1254423229, 1254422987, 2125899759, 2125899758, 2125899761, 2125899756, 2125899762, 2125899760, 1020385579, 6077656438, 6077656439, 6077656440, 1254423045, 1020385708, 2125899752, 1254423160, 1254423136, 1254423100, 2125899750, 6077415632, 2125899751, 2125899753, 1020385620, 2125899748, 2125899746, 2125899744, 1020385628, 2125899743, 1254423214, 1254423095, 1231749937, 1254423230, 1254423000, 1043600939, 1254423149, 1254423281, 1043600960, 2125899741, 2125899742, 1254423049, 1254423256, 1254423085, 1254423168, 2125899745, 2125899747, 2125899749, 1231749806, 1020385494]",Max Meckel,4,lda,,Q19823649,,,,,,de:St. Bernhard (Karlsruhe),,,,,,gothic_revival,,Kulturdenkmal besonderer Bedeutung,,sandstone,,,,,Q1352238,https://de.wikipedia.org/wiki/Max_Meckel,,,,,,,,,,,,,,,,,,,,,
way,90034224,"POLYGON ((8.4052287 49.0093479, 8.4052725 49.0093459, 8.405274 49.0093596, 8.4052867 49.009359, 8.4053203 49.0093574, 8.4053771 49.0093547, 8.4053756 49.009341, 8.4054127 49.0093393, 8.4053903 49.0091329, 8.4053532 49.0091347, 8.4053507 49.0091118, 8.4052476 49.0091166, 8.4052501 49.0091395, 8.4052063 49.0091415, 8.4052287 49.0093479))",place_of_worship,protestant,Kleine Kirche,christian,Karlsruhe,131,76133,Kaiserstraße,,,,,DE,no,,,,,,,,,,,,1776,,,,https://upload.wikimedia.org/wikipedia/commons/9/99/Kleine_Kirche_Karlsruhe_Februar_2012.JPG,church,,,,,,,"[1043567353, 1244402331, 1244402473, 3675643718, 9129709689, 1244402337, 1244402403, 1043567378, 1043567462, 1043567359, 1043567449, 1043567345, 1043567424, 1043567331, 1043567353]",,yes,Stadt Karlsruhe,,Q11722115,,,,,"Maps4BW, LGL, www.lgl-bw.de",de:Kleine Kirche (Karlsruhe),,,,,,,,Kulturdenkmal der Stadt Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90040427,"POLYGON ((8.407807 49.0011353, 8.4077776 49.0011345, 8.4077745 49.0011857, 8.4077651 49.0013403, 8.4077621 49.0013892, 8.407814 49.0013906, 8.4078136 49.001397, 8.4079779 49.0014013, 8.4079783 49.0013949, 8.4080303 49.0013963, 8.4080332 49.0013474, 8.4080458 49.0011415, 8.4080164 49.0011408, 8.4079861 49.00114, 8.4079753 49.0011397, 8.4079718 49.0011256, 8.4079614 49.0011131, 8.4079451 49.0011037, 8.407925 49.0010984, 8.4079033 49.0010978, 8.4078826 49.001102, 8.4078652 49.0011106, 8.4078533 49.0011225, 8.4078481 49.0011364, 8.407807 49.0011353))",place_of_worship,protestant,Johanniskirche,christian,Karlsruhe,52,76137,Werderstraße,,,,https://ka.stadtwiki.net/Johanniskirche,DE,limited,,LA-KA,yes,,,,,,,,,1889,,,,,church,,,,,,,"[1043644500, 1043644527, 5118387644, 5118387654, 1043644520, 5118387666, 5118387653, 1043644523, 5118387662, 5118387652, 5118387660, 1147008534, 1043644484, 1149343409, 1043644480, 1043644495, 1043644486, 5118387655, 5118387658, 1043644513, 5118387656, 5118387657, 5118387650, 5118387651, 1043644500]",Ludwig Diemer;Hans Rösiger,4,lda,N,,,,,,,,,,,,,,,,,,,,Building heights estimated,,,,,,,,,,,,,,,,,,,,,,,,
way,90120994,"POLYGON ((8.3937203 48.9841322, 8.3938649 48.9840824, 8.3937442 48.9839318, 8.3937255 48.9839084, 8.3937414 48.983903, 8.3937572 48.9838975, 8.3937505 48.9838892, 8.3937303 48.983864, 8.3937135 48.9838698, 8.3937019 48.9838738, 8.3936917 48.9838773, 8.3936275 48.9838995, 8.3936095 48.9839057, 8.3935891 48.9838801, 8.3935837 48.9838734, 8.3935815 48.9838707, 8.3935056 48.9838968, 8.3935367 48.9839357, 8.3935572 48.9839286, 8.3936562 48.9840522, 8.3937203 48.9841322))",place_of_worship,protestant,Friedenskirche,christian,Karlsruhe,10,76199,Tauberstraße,,,,,,no,,LA-KA,,,,,,,,,https://www.weiherfeld-dammerstock.de/Frieden/,,,,,,yes,,,,,,,"[1044797765, 1044755286, 6280833508, 1044755264, 6280833498, 1044797793, 6280833499, 1044755261, 6280833532, 6280833543, 6280833539, 6280833538, 1044755278, 6280833540, 6280833542, 1044797744, 1044797761, 1044797736, 1044797758, 6280833485, 1044797765]",Otto Bartning;Erich Rossmann,,,,Q16064514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90179891,"POLYGON ((8.4138458 49.0069604, 8.4140464 49.0070778, 8.4140577 49.0070695, 8.4140887 49.0070683, 8.4141117 49.0070515, 8.4141099 49.0070311, 8.4141212 49.0070228, 8.4139206 49.0069054, 8.4138832 49.0069329, 8.4138458 49.0069604))",place_of_worship,protestant,Simeonkirche,christian,Karlsruhe,61,76131,Waldhornstraße,,,,,,,,,,,,,Evangelisch-Lutherische Gemeinde,,,,,1842,,,,,church,,,,,,,"[1045508293, 1045508276, 5470623085, 5470623084, 5470623086, 5470623087, 1045508284, 1045508289, 10734175983, 1045508293]",Friedrich Eisenlohr,yes,,,Q107509112,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,gothic_revival,,,,,,,,,,,Friedhofskapelle,,,,,,,,,,,,,,,,,,,,
way,90180591,"POLYGON ((8.4040592 49.0086448, 8.4040866 49.0086436, 8.404162 49.0086403, 8.404224 49.0086376, 8.4047378 49.0086151, 8.4047411 49.00865, 8.4048041 49.0086473, 8.4048688 49.0086444, 8.4048771 49.0086441, 8.4048496 49.0083716, 8.404718 49.0083773, 8.4047214 49.0084103, 8.4042021 49.008433, 8.4041388 49.0084358, 8.4040656 49.008439, 8.4040384 49.0084402, 8.4040402 49.008458, 8.4040422 49.0084775, 8.404044 49.0084953, 8.404046 49.0085149, 8.4040478 49.0085329, 8.4040488 49.0085425, 8.4040498 49.0085522, 8.4040516 49.0085702, 8.4040536 49.0085896, 8.4040554 49.0086076, 8.4040574 49.0086269, 8.4040592 49.0086448))",place_of_worship,protestant,Evangelische Stadtkirche,christian,Karlsruhe,11,76133,Karl-Friedrich-Straße,,,,https://www.stadtkirche-karlsruhe.de,DE,limited,,,yes,,,,,,,,,1816-06-02,,,,https://commons.wikimedia.org/wiki/File:Karlsruhe_Stadtkirche_02.jpg,church,,,,,,,"[256076397, 1857046986, 1137650947, 1137650699, 1045516039, 1045516042, 8090509405, 8090509406, 1045516040, 1045516037, 1045516043, 1045516038, 1137650514, 1137650498, 1857046719, 256076398, 1857046762, 1857046772, 1857046811, 1857046818, 1857046857, 1865508862, 1857046864, 1857046905, 1857046909, 1857046948, 1857046951, 256076397]",Friedrich Weinbrenner,yes,,,Q1381130,,4,,flat,,de:Evangelische Stadtkirche Karlsruhe,,,,,,neoclassical,,,,,,,,,,,,white,grey,,,,,,,,,,,,,,,,,,
way,90628723,"POLYGON ((8.378654 49.0071485, 8.3786603 49.0071549, 8.3786731 49.0071507, 8.3786793 49.0071588, 8.3786672 49.0071627, 8.3787211 49.0072335, 8.3787329 49.0072296, 8.378739 49.0072376, 8.3787267 49.0072416, 8.3787513 49.0072739, 8.3787195 49.0072843, 8.3786926 49.0072931, 8.3787157 49.0073233, 8.3787296 49.0073188, 8.3787377 49.0073298, 8.3787234 49.0073344, 8.3787722 49.0073986, 8.378783 49.0073951, 8.3787907 49.0074056, 8.3787793 49.0074092, 8.3788273 49.0074722, 8.3788378 49.0074689, 8.3788449 49.0074783, 8.3788334 49.007482, 8.378837 49.0074867, 8.3788488 49.007484, 8.3788597 49.0074833, 8.3788739 49.0074848, 8.3788875 49.0074892, 8.3788975 49.0074954, 8.3789056 49.0075048, 8.3789084 49.0075158, 8.3789072 49.0075229, 8.3789019 49.0075319, 8.3788927 49.0075395, 8.3788812 49.0075447, 8.3788855 49.0075514, 8.3788974 49.0075474, 8.3789034 49.007555, 8.378766 49.0075999, 8.3786553 49.0076326, 8.3786209 49.0076436, 8.3786051 49.0076206, 8.378596 49.0076238, 8.3785888 49.0076245, 8.3785776 49.0076234, 8.3785668 49.0076214, 8.3785585 49.0076151, 8.3785542 49.0076086, 8.3785525 49.0075992, 8.3785557 49.0075901, 8.3785587 49.0075862, 8.3785487 49.0075858, 8.3785424 49.0075832, 8.3785381 49.0075773, 8.3785363 49.0075717, 8.3785388 49.0075644, 8.3785488 49.0075571, 8.3784189 49.0073847, 8.3783757 49.0073983, 8.3782928 49.0072785, 8.3782685 49.0072863, 8.3782794 49.0073016, 8.378279 49.0073057, 8.3782768 49.0073107, 8.3782691 49.0073154, 8.3782322 49.0073277, 8.3782195 49.0073275, 8.3782086 49.0073245, 8.3782003 49.0073166, 8.3781977 49.0073088, 8.3782021 49.0073031, 8.3782162 49.0072967, 8.3781774 49.0072433, 8.3783057 49.0072013, 8.3783003 49.0071905, 8.3782972 49.0071795, 8.3782963 49.0071634, 8.3782972 49.0071575, 8.3782851 49.0071551, 8.3782904 49.0071455, 8.3782998 49.0071472, 8.3783054 49.0071352, 8.3783139 49.0071233, 8.3783234 49.0071137, 8.3783363 49.0071038, 8.3783281 49.0070998, 8.3783383 49.0070922, 8.3783467 49.0070976, 8.3783518 49.0070949, 8.3783642 49.0070895, 8.3783781 49.0070848, 8.3783978 49.0070801, 8.3784117 49.007078, 8.3784115 49.0070702, 8.3784264 49.0070698, 8.3784266 49.0070769, 8.378449 49.0070771, 8.3784693 49.0070795, 8.3784857 49.0070829, 8.3784963 49.0070859, 8.3785014 49.0070775, 8.3785124 49.007081, 8.3785062 49.0070894, 8.3785123 49.0070919, 8.3785196 49.0070953, 8.3785318 49.0071021, 8.3785434 49.0071104, 8.3785545 49.0071198, 8.3785649 49.007119, 8.3785753 49.00712, 8.3785803 49.0071217, 8.3785851 49.007124, 8.3785884 49.0071266, 8.3785914 49.0071307, 8.3785928 49.0071367, 8.3786014 49.0071447, 8.3786068 49.0071421, 8.3786188 49.0071398, 8.3786323 49.0071402, 8.3786433 49.0071429, 8.378654 49.0071485))",place_of_worship,catholic,Bonifatiuskirche,christian,Karlsruhe,125,76135,Sophienstraße,,,,,DE,limited,,,no,Weststadt,,,,,,,,,,,,,church,,,,,,,"[1051771763, 1051771807, 1259824213, 1259824162, 1259824171, 1259824181, 1259824206, 1259824134, 1259824131, 1051771798, 3389593525, 1051771788, 1259824146, 1259824175, 1259824215, 1259824187, 1259824136, 1259824165, 1259824209, 1259824177, 1051771784, 1259968803, 1259968354, 1259968884, 1051771778, 1051771766, 1259824154, 1259824197, 1259824216, 1259824166, 1259824210, 1051771762, 1259824159, 1051771758, 1259824202, 1259824192, 6482402335, 6482402334, 1259824140, 3380042359, 3389593513, 1259824178, 1259824185, 1259824188, 1259824144, 1259824147, 1259824204, 1259824161, 1259824198, 1259824152, 1259824195, 1051771755, 6482402333, 1259967965, 1259968546, 1259968254, 1051771791, 1051771785, 1051771780, 1051771768, 1259824169, 1051771793, 1259824172, 6482402331, 1259824132, 1259824182, 6482402328, 6482402329, 6482402330, 1259824141, 1259824212, 6482402332, 1051771787, 1051771781, 1051771777, 1259968190, 1259824163, 1259824143, 1259824193, 1259824183, 1259824142, 1259824194, 1051771764, 1259824207, 1259824155, 1051771759, 1259824130, 1259824170, 1259824180, 1259824151, 1259824203, 1259824160, 1051771757, 1259824211, 1259824190, 1259824138, 1259824168, 1259824128, 1051771754, 1259824200, 1259824157, 1259824199, 1259824148, 1051771809, 1259824208, 1259824164, 1259824214, 1051771801, 1259824184, 1051771796, 1259824176, 1259824158, 1259824149, 1259824201, 1259824186, 1259824145, 1259824153, 1259824196, 1259824205, 1259824133, 1259824174, 1051771763]",,,,,Q107509120,,6,,,,,,,,,,,,,,,,,,,,,,,,http://ka.stadtwiki.net/Bonifatiuskirche,https://ka.stadtwiki.net/Bonifatiuskirche,,,,,,,,,,,,,,,,
way,90991398,"POLYGON ((8.3873005 48.9983789, 8.3872946 48.9983191, 8.3872706 48.9983201, 8.3872666 48.9982795, 8.3872906 48.9982784, 8.3872859 48.9982305, 8.3872619 48.9982316, 8.3872577 48.9981892, 8.3872817 48.9981881, 8.3872768 48.9981378, 8.3872528 48.9981388, 8.3872487 48.9980977, 8.3872727 48.9980967, 8.3872615 48.9979831, 8.3872569 48.9979359, 8.3869564 48.9979486, 8.3869634 48.9980192, 8.3869874 48.9980182, 8.3869912 48.9980576, 8.3869672 48.9980586, 8.3869722 48.9981094, 8.3869962 48.9981084, 8.3870003 48.9981495, 8.3869763 48.9981505, 8.3869812 48.9982009, 8.3870052 48.9981999, 8.3870094 48.9982423, 8.3869854 48.9982433, 8.3869901 48.9982912, 8.3870141 48.9982901, 8.3870181 48.9983308, 8.3869941 48.9983318, 8.387 48.9983916, 8.3873005 48.9983789))",place_of_worship,roman_catholic,St. Elisabeth,christian,,,,,,,,https://ka.stadtwiki.net/St._Elisabeth,,,,,,,,,,,,,,1930,,,,,yes,,,,,,,"[1056602309, 1350367609, 1350367610, 1350367600, 1350367599, 1350367586, 1350367587, 1350367578, 1350367577, 1350367569, 1350367570, 1350367562, 1350367561, 1350367543, 1056602300, 1056602307, 5127199775, 5127199742, 5127199743, 5127199772, 1350367564, 1350367563, 1350367571, 1350367572, 1350367581, 1350367579, 1350367589, 1350367590, 1350367603, 1350367602, 1350367615, 1350367618, 1056602295, 1056602309]",,,,,,,,,,,,,,,,,,,,,,,,Building heights estimated.,,,,,,,,,,,,,,,,,,,,,,,,
way,96830487,"POLYGON ((8.4451196 49.018568, 8.4450841 49.0185379, 8.4449745 49.0185205, 8.4449381 49.0185124, 8.4449252 49.0185202, 8.444852 49.0184869, 8.4448524 49.0184238, 8.4448525 49.0184117, 8.4449849 49.0183514, 8.4450374 49.0183232, 8.4450781 49.0183447, 8.4450833 49.0183474, 8.4450662 49.018381, 8.4451124 49.0183889, 8.4451376 49.0184144, 8.4451751 49.0183972, 8.4452539 49.0183953, 8.4452832 49.0183913, 8.4453361 49.0183817, 8.4454018 49.0184011, 8.4454004 49.0184184, 8.4454115 49.0184304, 8.4454118 49.0184685, 8.4454002 49.018479, 8.4453991 49.0184986, 8.4453401 49.0185157, 8.4453284 49.0185245, 8.4452913 49.0185309, 8.4451692 49.0185573, 8.4451196 49.018568))",place_of_worship,christian_community,St. Christophorus-Kirche,christian,Karlsruhe,2,76131,Sulzfelder Straße,,,,,DE,,,,,Rintheim,,,Die Christengemeinschaft in Karlsruhe,,,,http://www.christengemeinschaft.de/gemeinden/1750/,1985,,,,,church,,,,religious,,,"[1121941115, 1121941002, 1121940820, 7393361968, 1121940937, 1121941073, 7552361222, 1121940878, 1121940979, 1121941130, 5469418930, 7416897334, 7416897335, 7416897336, 7416897333, 7416897332, 7416897337, 1121940853, 1121940954, 4469658979, 1121941101, 7393361971, 7393361972, 1121940897, 1121941010, 7393361970, 7393361969, 1121940828, 8149745674, 1121941115]",,,,,,,2,,hipped,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,wood,1,metal,,,,,,#6C97AF,#6C97AF,,,Die Christengemeinschaft,,,,,,,,,,,,,,,
way,96860704,"POLYGON ((8.3546885 49.0244939, 8.3547051 49.0244858, 8.3545489 49.0243638, 8.3545353 49.0243702, 8.3544102 49.0242699, 8.3542988 49.0243297, 8.3542878 49.0243982, 8.3543758 49.0244703, 8.3543913 49.0244628, 8.3544311 49.024483, 8.354426 49.0245368, 8.3544978 49.0245442, 8.3545324 49.0245689, 8.354518 49.0245775, 8.3546069 49.0246503, 8.3546984 49.0246562, 8.3548123 49.0245939, 8.3546885 49.0244939))",place_of_worship,jehovahs_witness,Zeugen Jehovas,christian,Karlsruhe,15,76185,Gablonzer Straße,,,,,DE,,,LA Karlsruhe,,,,,,,,,,,,,,,church,,,,,,,"[1122398240, 3534011447, 3534011443, 1122398765, 3534011442, 1122398154, 1122398637, 3534011445, 3534011444, 3534011446, 3534011448, 3534011449, 3534011450, 3534011451, 1122398435, 1122398670, 3534011452, 1122398240]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,
way,98319058,"POLYGON ((8.4654618 48.9585775, 8.465631 48.9586002, 8.4656697 48.9586054, 8.4657346 48.9586141, 8.4658008 48.9585848, 8.4658246 48.9585109, 8.4657803 48.9584669, 8.4656915 48.958455, 8.4656233 48.9584459, 8.4655087 48.9584305, 8.4654926 48.958482, 8.4654328 48.958474, 8.4654248 48.9584997, 8.4654181 48.9585212, 8.4654768 48.9585291, 8.4654618 48.9585775))",place_of_worship,protestant,Evangelische Kirche Grünwettersbach,christian,Karlsruhe,10,76228,Am Steinhäusle,,,,,DE,,,,,Grünwettersbach,,,,,,,,,,,,,yes,,,,,,,"[1137552359, 1141122637, 1141122990, 2631619537, 1137552325, 1137552361, 1137552339, 9447567467, 9447567469, 1137552311, 1137552358, 1137552336, 9447567472, 1137552310, 1137552357, 1137552359]",,,,,Q95964575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98527597,"POLYGON ((8.4676716 48.9552202, 8.467697 48.9552238, 8.4676705 48.9553045, 8.4676495 48.9553015, 8.467633 48.9553521, 8.4677276 48.9553655, 8.4677447 48.9553136, 8.4677216 48.9553103, 8.4677477 48.955231, 8.467876 48.9552492, 8.4678693 48.9552696, 8.4679112 48.9552756, 8.4679179 48.9552553, 8.4680467 48.9552736, 8.4680941 48.9551293, 8.4677189 48.9550762, 8.4676716 48.9552202))",place_of_worship,catholic,Kath. Kirche St. Thomas,christian,Karlsruhe,3,76228,Horfstraße,,,,,DE,,,,,Grünwettersbach,,,,,,,,,,,,,church,,,,,,,"[1139854664, 2631189680, 2631189689, 2631189687, 2631189694, 2631189695, 2631189692, 2631189691, 2631189681, 2631189682, 2631189684, 2631189685, 2631189683, 1139854581, 1139854371, 1139854509, 1139854664]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98527600,"POLYGON ((8.4679447 48.9565024, 8.4678459 48.9564633, 8.4678172 48.9564519, 8.4678436 48.956425, 8.467868 48.9564366, 8.4679779 48.9563373, 8.4681207 48.9564055, 8.4680517 48.9564679, 8.4680071 48.9564466, 8.4679447 48.9565024))",place_of_worship,methodist,"Christuskirche, Evangelisch-Methodistische Kirche",christian,Karlsruhe,80,76228,Am Wetterbach,,,,,DE,,,,,Grünwettersbach,,,,,,,,,,,,,church,,,,,,,"[1139854770, 1139854701, 2631416910, 2631416908, 2631416909, 1139854389, 1139854517, 1139854642, 1139854759, 1139854770]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98775699,"POLYGON ((8.4784366 48.9673223, 8.4784801 48.9672791, 8.478553 48.9672846, 8.4785882 48.9672477, 8.4786628 48.9672468, 8.4786979 48.9672911, 8.4787707 48.9672908, 8.4787987 48.9673312, 8.4788685 48.9673339, 8.4789117 48.9673833, 8.4788719 48.9674213, 8.4789046 48.9674547, 8.4788824 48.9674825, 8.4788544 48.9675036, 8.4788362 48.9675224, 8.47855 48.9675173, 8.4785477 48.9674731, 8.4784366 48.9673223))",place_of_worship,catholic,St. Konrad,christian,Karlsruhe,36,76228,Am Lustgarten,,,,,DE,,,LA-KA,,Hohenwettersbach,,,,,,,,,,,,,yes,,,,,,,"[1142757890, 1142757874, 3388993937, 3388993936, 1142757836, 1142757794, 1142757723, 3388993938, 3388993939, 1142757693, 1142757884, 1142757840, 1176838370, 1176838359, 1142757801, 1142757728, 3388993940, 1142757890]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98775712,"POLYGON ((8.4770066 48.9652918, 8.4771112 48.9653396, 8.4771904 48.9652641, 8.4772131 48.9652738, 8.4771812 48.9653046, 8.4772345 48.9653284, 8.47729 48.9652771, 8.4772763 48.9652698, 8.4772183 48.9652385, 8.477215 48.9652004, 8.4771683 48.9651801, 8.4771171 48.9651889, 8.4770066 48.9652918))",place_of_worship,protestant,Evangelische Kirche,christian,Karlsruhe,2,76228,Kirchplatz,,,,,DE,,,,,Hohenwettersbach,,,,,,,,,,,,,yes,,,,,,,"[1142757846, 1142757823, 9600260814, 9600260815, 9600674018, 9600674017, 9600707208, 9600707209, 9600707210, 1142757710, 1142757674, 1142757775, 1142757846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
