element_type,osmid,amenity,brand,operator,geometry,ref,roof:shape,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,craft,name,opening_hours,website,nodes,building,shop,toilets,toilets:wheelchair,wheelchair,building:levels,roof:levels,layer,phone,source,addr:suburb,contact:phone,brand:wikidata,brand:wikipedia,fax,start_date,loc_name,emergency,disused:amenity,disused:name,nohousenumber,contact:email,contact:website,service,leisure,email,roof:orientation,building:use,roof:height,fixme,contact:fax,area,note,ways,type
way,626347785,,,,"POLYGON ((6.6114216 49.7327186, 6.6113459 49.7326438, 6.6115833 49.7325403, 6.611663 49.7326175, 6.6114216 49.7327186))",,flat,,,,,,,,,,"[1291636864, 5913217559, 5913217560, 5913217558, 1291636864]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,626347786,,,,"POLYGON ((6.6127905 49.7287711, 6.6129617 49.7288867, 6.6127218 49.7290444, 6.6125403 49.728931, 6.6127905 49.7287711))",,flat,,,,,,,,,,"[1115782208, 5913217561, 5913217562, 1115783308, 1115782208]",commercial,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,630502840,,,,"POLYGON ((6.6113309 49.7331896, 6.6113537 49.7332152, 6.6113081 49.733236, 6.6117184 49.7336607, 6.6118823 49.7336025, 6.6114358 49.7331456, 6.6113309 49.7331896))",,flat,,,,,,,,,,"[5953529311, 5953529312, 5953529313, 5953529314, 5913217557, 1291636749, 5953529311]",commercial,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,630502841,,,,"POLYGON ((6.6067494 49.7295903, 6.6069012 49.7297065, 6.6067307 49.7298061, 6.6065743 49.7296884, 6.6067494 49.7295903))",,gabled,,,,,,,,,,"[5953529315, 5953529316, 5953529317, 5953529318, 5953529315]",commercial,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,630502843,,,,"POLYGON ((6.6105088 49.7298196, 6.6104028 49.7296831, 6.6106817 49.7295722, 6.6108051 49.7297164, 6.6105088 49.7298196))",,gabled,,,,,,,,,,"[1115783431, 5953529319, 5953529320, 1115783509, 1115783431]",commercial,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,
way,630502847,,,,"POLYGON ((6.6019205 49.7311865, 6.6021003 49.7313304, 6.6026287 49.7310392, 6.6024355 49.7308953, 6.6019205 49.7311865))",,gabled,,,,,,,,,,"[5953529337, 5953529338, 5953529339, 5953529340, 5953529337]",commercial,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,630502848,,,,"POLYGON ((6.5997824 49.7274028, 6.6000089 49.7275218, 6.6001328 49.727428, 6.5999134 49.7273044, 6.5997824 49.7274028))",,flat,,,,,,,,,,"[5953529341, 5953529342, 5953529343, 5953529344, 5953529341]",commercial,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,630502849,,,,"POLYGON ((6.6058218 49.7251356, 6.6065818 49.7246639, 6.6055476 49.7239674, 6.6055994 49.7239353, 6.6056441 49.7238789, 6.6055714 49.72383, 6.6055071 49.7238699, 6.6051976 49.7236615, 6.6045436 49.7240673, 6.6046854 49.7241628, 6.6045251 49.7242623, 6.6058218 49.7251356))",,flat,,,,,,,,,,"[5953529345, 5953529346, 5953529347, 5953529348, 5953529349, 5953529350, 5953529351, 5953529352, 5953529353, 5953529354, 5953529355, 5953529345]",commercial,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,630502850,,,,"POLYGON ((6.5979446 49.7199843, 6.5982277 49.7201003, 6.5985856 49.7197353, 6.5983025 49.7196193, 6.5979446 49.7199843))",,skillion,,,,,,,,,,"[5953529356, 5953529357, 5953529358, 5953529359, 5953529356]",commercial,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,630502851,,,,"POLYGON ((6.5951692 49.7197079, 6.5952211 49.7197286, 6.5951036 49.7198516, 6.5952908 49.7199263, 6.5959075 49.7192817, 6.5956685 49.719186, 6.5951692 49.7197079))",,gabled,,,,,,,,,,"[5953529360, 10606784592, 10606784591, 5953529361, 5953529362, 5953529363, 5953529360]",commercial,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,637901185,,,,"POLYGON ((6.6514955 49.7565499, 6.6515435 49.7565299, 6.6514867 49.756473, 6.6514365 49.7564939, 6.6512473 49.7563042, 6.6511265 49.7561831, 6.6512423 49.7561349, 6.6515522 49.7564457, 6.6516013 49.7564949, 6.651609 49.7565027, 6.6516579 49.7565517, 6.6515444 49.756599, 6.6514955 49.7565499))",,flat,Trier,DE,2,54292,Bahnhofsplatz,,,,,"[6012955692, 6012955691, 6012955690, 6012955689, 6012955081, 6012955688, 9211898046, 10124711002, 10124711001, 6948041374, 6012955084, 6012955083, 6012955692]",commercial,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,689337995,,,,"POLYGON ((6.6988393 49.8187937, 6.6988989 49.8187577, 6.6989759 49.8188108, 6.6991923 49.81868, 6.6993019 49.8187556, 6.6991772 49.8188309, 6.6992394 49.8188738, 6.6990947 49.8189612, 6.6989291 49.8188471, 6.6989226 49.8188511, 6.6988393 49.8187937))",,,,,,,,,,,,"[6466685594, 6466685593, 6466685592, 6466685591, 4412522631, 4412522632, 6466685590, 6466685589, 6466685588, 6466685587, 6466685594]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,689337996,,,,"POLYGON ((6.6987173 49.8188667, 6.698749 49.8188873, 6.6987342 49.8188967, 6.6988927 49.8190058, 6.6986916 49.8191302, 6.6985517 49.8190328, 6.6986744 49.8189566, 6.698627 49.8189243, 6.6987173 49.8188667))",,,,,,,,,,,,"[6466685602, 6466685601, 6466685600, 6466685599, 6466685598, 6466685597, 6466685596, 6466685595, 6466685602]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,689337997,,,,"POLYGON ((6.6983965 49.8184014, 6.6984504 49.8184404, 6.6983359 49.8185121, 6.6983775 49.8185376, 6.6984421 49.8184943, 6.6985137 49.8185434, 6.6981565 49.8187634, 6.6981351 49.8187513, 6.6980378 49.8188106, 6.6978767 49.8187236, 6.6983965 49.8184014))",,,,,,,,,,,,"[6466685614, 6466685613, 6466685612, 6466685611, 6466685610, 6466685609, 7254942209, 7254942211, 6466685608, 6466685603, 6466685614]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,739655801,,,,"POLYGON ((6.6014891 49.7262373, 6.6011304 49.7264638, 6.6009702 49.7263578, 6.6013289 49.7261313, 6.6014891 49.7262373))",,flat,,,,,,,,,,"[1115782533, 1115783466, 1115783311, 6925549934, 1115782533]",commercial,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,740664540,,,,"POLYGON ((6.6236934 49.7499143, 6.6237023 49.7500698, 6.6238635 49.750066, 6.6238547 49.7499105, 6.6238387 49.7499109, 6.6236934 49.7499143))",,,Trier,DE,32,54294,Luxemburger Straße,,,,,"[1589738142, 6934434005, 6934434006, 6934434007, 1589738146, 1589738142]",commercial,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,
way,844716629,,,,"POLYGON ((6.6757154 49.7723628, 6.6758661 49.7721913, 6.6759326 49.7722156, 6.676003 49.7721355, 6.6761581 49.7721923, 6.6761234 49.7722318, 6.676413 49.7723379, 6.6762265 49.7725502, 6.676085 49.7724984, 6.6760234 49.7725686, 6.6757315 49.7724617, 6.6757933 49.7723913, 6.6757154 49.7723628))",,,,,,,,,,,,"[7880604913, 7880604912, 7880604911, 7880604910, 7880604909, 7880604908, 7880604907, 7880604906, 7880604905, 7880604904, 7880604903, 7880604902, 7880604913]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse und Firma?,,,,,
way,844716630,,Porsche,Löhr Sportfahrzeuge Vertriebs GmbH,"POLYGON ((6.6749145 49.7720987, 6.6749011 49.7721109, 6.6748783 49.7720987, 6.6748609 49.7720857, 6.6748434 49.7720667, 6.6748293 49.7720494, 6.6748179 49.772032, 6.6748099 49.7720151, 6.6748049 49.7720017, 6.6748015 49.7719907, 6.6748012 49.7719822, 6.6748012 49.7719705, 6.6748012 49.7719554, 6.6748025 49.7719433, 6.6748045 49.7719346, 6.6748086 49.771922, 6.6748133 49.7719082, 6.6748253 49.7718926, 6.6748374 49.7718761, 6.6748508 49.7718631, 6.6748615 49.7718519, 6.6748743 49.7718432, 6.6748904 49.7718315, 6.6749112 49.7718194, 6.674934 49.7718077, 6.6749594 49.7717995, 6.6749936 49.7717895, 6.6750144 49.7717848, 6.6750365 49.7717817, 6.6750593 49.7717796, 6.6750942 49.7717778, 6.6751257 49.7717778, 6.6751485 49.7717787, 6.6751693 49.7717817, 6.6751888 49.7717856, 6.6751834 49.7717904, 6.6752035 49.7717934, 6.6752277 49.7717999, 6.6752431 49.771806, 6.6752565 49.7718125, 6.6752759 49.7718207, 6.6752974 49.7718324, 6.6753121 49.7718419, 6.6753289 49.7718566, 6.6753423 49.7718696, 6.6753564 49.7718861, 6.6753631 49.7718991, 6.6753712 49.7719112, 6.6753785 49.7719246, 6.6751526 49.772184, 6.6749145 49.7720987))",,,Trier,,15,54292,Rudolf-Diesel-Straße,,Porsche Zentrum Trier,Mo-Fr 08:00-18:00; Sa 09:00-13:00,,"[7880604963, 7880604962, 7880604961, 7880604960, 7880604959, 7880604958, 7880604957, 7880604956, 7880604955, 7880604954, 7880604953, 7880604952, 7880604951, 7880604950, 7880604949, 7880604948, 7880604947, 7880604946, 7880604945, 7880604944, 7880604943, 7880604942, 7880604941, 7880604940, 7880604939, 7880604938, 7880604937, 7880604936, 7880604935, 7880604934, 7880604933, 7880604932, 7880604931, 7880604930, 7880604929, 7880604928, 7880604927, 7880604926, 7880604925, 7880604924, 7880604923, 7880604922, 7880604921, 7880604920, 7880604919, 7880604918, 7880604917, 7880604916, 7880604915, 7880604914, 7880604963]",commercial,car,,,,,,,,,,+49 651 99488-0,,,,,,,,,,info@porsche-trier.de,https://www.porsche-trier.de/,,,,,,,,+49 651 99488-90,,,,
way,849182515,,,,"POLYGON ((6.6153612 49.7422368, 6.6154187 49.7423075, 6.6155874 49.7422536, 6.6156463 49.7422641, 6.6156728 49.7422116, 6.6156179 49.7421998, 6.6156057 49.7421801, 6.6155813 49.742188, 6.6155736 49.7421779, 6.6155658 49.7421678, 6.6153612 49.7422368))",,,Trier,,18,54294,Im Pi-Park,,Günter Schenk Elektromaschinen- und Pumpenservice GmbH,,,"[1603961395, 7922768658, 7922768659, 7922768660, 7922768661, 7922768662, 7922768663, 7922768664, 8718787907, 1603961377, 1603961395]",commercial,pumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
way,963188743,,,,"POLYGON ((6.6833866 49.8091753, 6.6830764 49.8089279, 6.6830365 49.8089026, 6.6830187 49.8088939, 6.683009 49.8088918, 6.6829976 49.8088921, 6.682982 49.8088945, 6.6829621 49.8089014, 6.682946 49.8089124, 6.6829257 49.8089612, 6.6827765 49.8092412, 6.6829346 49.809382, 6.6833866 49.8091753))",,,Trier,DE,,54293,An der Ehranger Mühle,,Getränkemarkt Pojanow,,,"[8909651783, 8909651774, 8910115807, 8910115806, 8910115805, 8909651782, 8910115804, 8909651781, 8909651780, 8909651779, 8909651776, 8909651775, 8909651783]",commercial,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hausnummer?,,,Gebäudegeometrie nach Augenschein. Bitte ggf. korrigieren.,,
way,991775659,veterinary,,AniCura Tierklinik Trier GbR,"POLYGON ((6.6319193 49.7247537, 6.6318939 49.7248307, 6.6315894 49.7247889, 6.6316148 49.7247118, 6.6316285 49.7247137, 6.6316358 49.7246397, 6.6316413 49.7245842, 6.6317744 49.7245897, 6.6317603 49.7247318, 6.6319193 49.7247537))",,,,,,,,,Tierklinik Trier,"Mo-Fr 09:00-12:00,14:00-18:00; We 09:00-12:00; PH closed",http://tierklinik-trier.de,"[4916816806, 4916816807, 4916816808, 4916816805, 4916816802, 9163325549, 4916816804, 4916816803, 4916816801, 4916816806]",commercial,,,,,,,,+49 651 938660,,,,,,+49 651 938666,,,,,,,,,,,info@tierklinik-trier.de,,,,,,,,,
way,1018557059,,,,"POLYGON ((6.6373579 49.7534184, 6.6373714 49.753454, 6.6374246 49.7534532, 6.6376361 49.7534526, 6.6376807 49.7534515, 6.637674 49.753417, 6.6373579 49.7534184))",,flat,,,,,,,,,,"[1402352051, 1402352087, 4577647233, 9394676836, 9394676835, 9394676834, 1402352051]",commercial,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1106419567,,,,"POLYGON ((6.6313191 49.7265007, 6.6314918 49.7264955, 6.6314815 49.7263596, 6.6313078 49.726331, 6.631318 49.7264852, 6.6313191 49.7265007))",,,,,,,,,,,,"[1729098156, 10124703179, 1729097907, 1729098131, 10124703178, 1729098156]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1106419568,,,,"POLYGON ((6.6314815 49.7263596, 6.6314918 49.7264955, 6.6314982 49.7265837, 6.6315915 49.7265768, 6.6315881 49.7263731, 6.6314815 49.7263596))",,,,,,,,,,,,"[1729097907, 10124703179, 1729098349, 1729098334, 1729098016, 1729097907]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1164403761,,,,"POLYGON ((6.6027293 49.7237459, 6.6023229 49.7234643, 6.6030379 49.7230159, 6.6029388 49.7229541, 6.6033351 49.7227024, 6.6038483 49.7230479, 6.6037526 49.7231095, 6.6027293 49.7237459))",,flat,Trier,DE,27,54294,Niederkircher Straße,winery,Schloss Wachenheim,,,"[1639461512, 10829179504, 10829445505, 10829445506, 10829445507, 10829445508, 10829445509, 1639461512]",commercial,,,,,6,,,,,Euren,+49 651 99880,,,,,,,,,,,,,,,,,,,,,,,
relation,4639363,,,,"POLYGON ((6.6493381 49.7564598, 6.6493758 49.7564438, 6.6493874 49.7564678, 6.6493552 49.7564811, 6.6495529 49.7566912, 6.6495249 49.7567074, 6.6497926 49.756965, 6.6498165 49.7569604, 6.6499353 49.7570835, 6.6507897 49.7567428, 6.6511719 49.7565945, 6.6512771 49.7565521, 6.6513141 49.7565372, 6.6508998 49.7560949, 6.6508701 49.7560632, 6.6507607 49.7560555, 6.650661 49.7560491, 6.6505814 49.756041, 6.6502764 49.7560141, 6.6502093 49.7560062, 6.6501861 49.7560035, 6.6501302 49.7560273, 6.6500812 49.7560453, 6.6500095 49.7560767, 6.6499221 49.7560982, 6.6498282 49.7561087, 6.6497327 49.7561091, 6.6496664 49.7561128, 6.6496164 49.756121, 6.6495763 49.7561279, 6.6495385 49.7561409, 6.6494705 49.7561665, 6.6493992 49.7561955, 6.6493033 49.7562329, 6.6493109 49.7562416, 6.6493581 49.7562964, 6.6492973 49.7563193, 6.6492336 49.7563435, 6.6493381 49.7564598), (6.6495252 49.7563331, 6.6498013 49.7562267, 6.6499102 49.7563446, 6.6496341 49.756451, 6.6495252 49.7563331))",,flat,,,,,,,,,,"[[[303036777, 638967824, 1403855999, 5058811149, 5058811150, 5058811151, 5058811156, 5058811157, 5058811152, 303036778, 638973290, 638973291, 6022872550, 4682652969, 6321572909, 303036780, 1403855944, 1403855940, 1403855938, 1403855935, 3352366581, 303036781, 638967806, 1403855945, 1403855951, 638967807, 638967808, 638967809, 1403855957, 1403855962, 638967810, 638967811, 1403855970, 638967814, 638967821, 3352366573, 638967822, 638967823, 303036777], [3378380378, 3378380376, 3378380375, 3378380377, 3378380378]]]",commercial,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[27596575, 330834176]",multipolygon
relation,11599968,,,,"POLYGON ((6.6771458 49.7739437, 6.676875 49.7738952, 6.6767866 49.7739294, 6.676413 49.7748, 6.6767522 49.7748607, 6.6771458 49.7739437), (6.6767282 49.7746537, 6.6766921 49.7747339, 6.6765629 49.7747096, 6.676599 49.7746294, 6.6767282 49.7746537), (6.6766976 49.7744804, 6.676759 49.7744921, 6.6767316 49.7745521, 6.6766702 49.7745403, 6.6766976 49.7744804))",,,Trier,,15,54292,Loebstraße,,,,,"[[[7890876402, 7890876401, 7890876400, 7890876399, 7890876402], [7890876398, 7890876397, 7890876396, 7890876395, 7890876398], [1635678258, 1635678283, 7890876403, 1635678066, 1635678064, 1635678258]]]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[845791364, 845791363, 150679788]",multipolygon
