element_type,osmid,building,geometry,building:levels,roof:levels,roof:orientation,roof:shape,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,source,amenity,check_date,nodes,contact:phone,historic:name,historic:railway,name,social_facility,social_facility:for,website,addr:housename,addr:suburb,champagne,craft,email,fax,opening_hours,phone,shop,source:date,wheelchair,wikidata,wikipedia,contact:email,contact:website,operator,healthcare,healthcare:speciality,old_name,start_date,roof:height,heritage,heritage:operator,beds,rooms,smoking,tourism,architect,castle_type,historic,contact:fax,leisure,gdke:criteria,alt_name,building:colour,office,image,note,fixme,building:material,height,roof:material,roof:colour,building:min_level,noaddress,description,disused:tower:type,man_made,ways,type
way,365010437,residential,"POLYGON ((6.6435275 49.7381364, 6.6434648 49.7381709, 6.6435849 49.7382623, 6.6436476 49.7382278, 6.6435275 49.7381364))",,,,,Trier,DE,49,54295,Franz-Buß-Straße,,,,"[5202549970, 3690507028, 3690507025, 5202549969, 5202549970]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365010438,residential,"POLYGON ((6.6437364 49.7380231, 6.6436949 49.7380448, 6.6437391 49.7380803, 6.6437177 49.7380907, 6.6437928 49.7381514, 6.6438558 49.738118, 6.6437364 49.7380231))",,,,,Trier,DE,53,54295,Franz-Buß-Straße,,,,"[5202549967, 3690507034, 3690507035, 3690507036, 3690507029, 5202549968, 5202549967]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365197306,residential,"POLYGON ((6.6501201 49.7641198, 6.6502285 49.7641637, 6.6502975 49.7640977, 6.6501858 49.7640508, 6.6501715 49.7640654, 6.6501533 49.7640595, 6.6501227 49.7640926, 6.6501388 49.7640992, 6.6501201 49.7641198))",,,,,Trier,DE,2,54292,Zeughausstraße,,,,"[3692429796, 3692429797, 3692429798, 3692429799, 4518792521, 4518792523, 4518792522, 4518792520, 3692429796]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365197309,residential,"POLYGON ((6.6510663 49.7641417, 6.6511218 49.7641668, 6.6511615 49.7641851, 6.651179 49.7641682, 6.651258 49.764097, 6.6511586 49.7640497, 6.6510663 49.7641417))",,,,,Trier,DE,108,54292,Paulinstraße,,,,"[3692429816, 4602383137, 4602383134, 3692429817, 3692429818, 3692429819, 3692429816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365197310,residential,"POLYGON ((6.6513145 49.7642369, 6.651407 49.7641617, 6.6512699 49.7640867, 6.651258 49.764097, 6.651179 49.7641682, 6.6513145 49.7642369))",,,,,Trier,DE,110,54292,Paulinstraße,,,,"[3692429820, 4602383130, 4602383133, 3692429818, 3692429817, 3692429820]",,,,,,,,,,,,,,,,,,,,,,,,,,,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365197313,residential,"POLYGON ((6.6516503 49.7644236, 6.6516914 49.7644418, 6.6517203 49.7644547, 6.6517497 49.7644249, 6.6517928 49.7644445, 6.6517722 49.7644669, 6.6518332 49.7644941, 6.6519272 49.7644131, 6.6517499 49.7643289, 6.6516685 49.7644068, 6.6516503 49.7644236))",,,,,Trier,DE,120,54292,Paulinstraße,,,,"[3692431825, 4602383103, 4602382980, 4602382981, 4602382982, 4602382983, 3692431827, 3692431828, 3692429824, 4602383109, 3692431825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365198285,residential,"POLYGON ((6.6533585 49.7648946, 6.6534323 49.7649297, 6.6535156 49.7648604, 6.6534541 49.7648304, 6.6533585 49.7648946))",,,,,Trier,DE,129a,54292,Paulinstraße,,,,"[3692451904, 3692451905, 3692451913, 3692451907, 3692451904]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365198287,residential,"POLYGON ((6.6535423 49.7649813, 6.6537184 49.7650755, 6.6538207 49.7650104, 6.6538997 49.7649521, 6.6538738 49.7649377, 6.6538458 49.764951, 6.6537643 49.7649067, 6.6537238 49.7649326, 6.6537001 49.7649175, 6.6536604 49.764942, 6.6536293 49.764927, 6.6535423 49.7649813))",,,,,Trier,DE,133,54292,Paulinstraße,,,,"[3692451908, 3692451909, 3692451916, 3692451910, 4602739484, 4602739483, 4602739482, 4602739481, 4602739480, 3692451911, 3692451912, 3692451908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365198291,residential,"POLYGON ((6.6537184 49.7650755, 6.6538273 49.7651333, 6.6539182 49.7650747, 6.653923 49.7650691, 6.6538207 49.7650104, 6.6537184 49.7650755))",,,,,Trier,DE,135,54292,Paulinstraße,,,,"[3692451909, 3692451914, 3692451917, 3692451915, 3692451916, 3692451909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365198294,residential,"POLYGON ((6.6538273 49.7651333, 6.6539182 49.7650747, 6.6539564 49.7650975, 6.6541024 49.7650152, 6.6541926 49.7650803, 6.6540069 49.7651853, 6.65396 49.7651609, 6.6539233 49.7651846, 6.6538273 49.7651333))",,,,,Trier,DE,137,54292,Paulinstraße,,,,"[3692451914, 3692451917, 3692451918, 3692451919, 3692451920, 4602739479, 3692451922, 3692451923, 3692451914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365198301,residential,"POLYGON ((6.6524855 49.7655394, 6.6524332 49.7655131, 6.6523569 49.7655764, 6.6524093 49.7656027, 6.6524855 49.7655394))",,,,,Trier,DE,58,54292,Gärtnerstraße,,,,"[5628428811, 5628428812, 5628428795, 5628428796, 5628428811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365198308,residential,"POLYGON ((6.6502035 49.7643315, 6.6503135 49.7643906, 6.6502721 49.7644264, 6.6502734 49.764444, 6.6502502 49.7644437, 6.6502226 49.7644678, 6.6501944 49.7644538, 6.6501059 49.7644071, 6.6502035 49.7643315))",,,,,Trier,DE,117a,54292,Zeughausstraße,,,,"[3692452248, 3692452249, 4512746114, 4512746112, 4512746113, 3692452250, 3692452253, 3692452251, 3692452248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365198309,residential,"POLYGON ((6.6500276 49.7644738, 6.6501059 49.7644071, 6.6501944 49.7644538, 6.6501214 49.7645085, 6.6501121 49.7645155, 6.6500276 49.7644738))",,,,,Trier,DE,116,54292,Zeughausstraße,,,,"[3692452252, 3692452251, 3692452253, 4512746120, 3692452254, 3692452252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365200898,residential,"POLYGON ((6.649569 49.7647549, 6.649639 49.7646961, 6.649545 49.764647, 6.6494769 49.7647036, 6.6495446 49.7647413, 6.649569 49.7647549))",,,,,Trier,DE,8,54292,Zeughausstraße,,,,"[3692458914, 3692458915, 3692458916, 4518766922, 4518766921, 3692458914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365200900,residential,"POLYGON ((6.6489289 49.7645233, 6.6490532 49.7646051, 6.6490945 49.7645789, 6.6490838 49.7645718, 6.6491087 49.7645561, 6.6491194 49.7645631, 6.6491571 49.7645393, 6.6490329 49.7644574, 6.6489289 49.7645233))",,,,,Trier,DE,98d,54292,Engelstraße,,,,"[3692458922, 3692458923, 4564341683, 4564341685, 4564341686, 4564341684, 3692458924, 3692459625, 3692458922]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365200901,residential,"POLYGON ((6.6488039 49.7641537, 6.6491485 49.7643784, 6.6491301 49.764391, 6.6491581 49.7644093, 6.6490901 49.7644525, 6.6490112 49.7644006, 6.6489471 49.7644381, 6.6486929 49.7642761, 6.6487578 49.7642353, 6.648714 49.7642066, 6.6488039 49.7641537))",,,,,,,,,,,,,"[3692459626, 3692459627, 4564341692, 4564341691, 3692459628, 3692459629, 3692459630, 3692459631, 3692459632, 3692459633, 3692459626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365203726,residential,"POLYGON ((6.6522978 49.7609925, 6.6521243 49.7608792, 6.652016 49.7609338, 6.6521174 49.7610144, 6.6521412 49.7610021, 6.6522041 49.7610501, 6.6522978 49.7609925))",,,,,Trier,DE,19,54292,Schöndorfer Straße,,,,"[3692527577, 3692527578, 3692527579, 4504718923, 4504718924, 2355502027, 3692527577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365203727,residential,"POLYGON ((6.6514616 49.7611719, 6.6513453 49.7612293, 6.6514279 49.7612994, 6.6515161 49.7612563, 6.6515436 49.7612428, 6.6514616 49.7611719))",,,,,Trier,DE,5,54292,Schöndorfer Straße,,,,"[3692527583, 3692527584, 3692527585, 4504699606, 4504699077, 3692527583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365203728,residential,"POLYGON ((6.6514279 49.7612994, 6.6512856 49.7613701, 6.6512608 49.7613499, 6.6512033 49.7613054, 6.6512471 49.7612837, 6.651287 49.761318, 6.6513309 49.7612938, 6.6512922 49.7612584, 6.6513453 49.7612293, 6.6514279 49.7612994))",,,,,Trier,DE,3,54292,Schöndorfer Straße,,,,"[3692527585, 3692527589, 3692527591, 3692527592, 3692527593, 3692527594, 3692527595, 3692527596, 3692527584, 3692527585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365203729,residential,"POLYGON ((6.6522913 49.7607212, 6.652143 49.760745, 6.6521573 49.7607822, 6.652306 49.7607615, 6.6522913 49.7607212))",2,2,,mansard,Trier,DE,14,54292,Schöndorfer Straße,,,,"[8879080446, 8879080448, 8879080447, 8879080445, 8879080446]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366948113,residential,"POLYGON ((6.6374714 49.7619423, 6.6375258 49.7618982, 6.6376043 49.7618346, 6.6374966 49.7617792, 6.6374112 49.7618484, 6.63738 49.7618324, 6.6373325 49.7618708, 6.6374714 49.7619423))",2,1,,half-hipped,Trier,DE,1,54292,Lindenstraße,,,,"[3709233409, 3683007564, 3307821737, 3307821738, 3307821739, 3307821740, 3709233408, 3709233409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366948115,residential,"POLYGON ((6.6373325 49.7618708, 6.6372241 49.7619587, 6.6372336 49.7619637, 6.6373629 49.7620302, 6.6374714 49.7619423, 6.6373325 49.7618708))",2,1,,gabled,Trier,DE,2,54292,Lindenstraße,,,,"[3709233408, 3307821741, 3307821742, 3709233410, 3709233409, 3709233408]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366948116,residential,"POLYGON ((6.6365253 49.7632284, 6.6366142 49.7631815, 6.636596 49.7631671, 6.6366307 49.7631488, 6.6365347 49.7630729, 6.6364085 49.7631394, 6.6365253 49.7632284))",2,1,across,gabled,Trier,DE,32,54292,Lindenstraße,,,,"[3709233416, 3307821663, 3307821664, 3307820558, 3307821665, 3709233415, 3709233416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366948118,residential,"POLYGON ((6.636875 49.762277, 6.6368531 49.7622653, 6.6368178 49.7622465, 6.6368372 49.7622313, 6.6368051 49.7622141, 6.6369004 49.7621395, 6.6370898 49.7622406, 6.636975 49.7623304, 6.636875 49.762277))",2,1,across,gambrel,Trier,DE,5,54292,Lindenstraße,,,,"[3307821724, 3307821725, 3307821726, 3307821727, 3307821728, 3307821729, 3307821730, 3709233411, 3307821724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372171340,residential,"POLYGON ((6.6819832 49.7969956, 6.6819339 49.7969232, 6.6820961 49.7968783, 6.682116 49.7969068, 6.6820877 49.7969153, 6.6820947 49.7969267, 6.6821153 49.7969603, 6.6820833 49.796969, 6.6819832 49.7969956))",,,,,Trier,DE,54,54293,Ehranger Straße,,,,"[3757048566, 3757048564, 3757048547, 4473942886, 4473942885, 4477023738, 3757048549, 3757048567, 3757048566]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372798812,residential,"POLYGON ((6.6644133 49.7622021, 6.6645252 49.7621269, 6.6647142 49.7622443, 6.6646022 49.7623195, 6.6644133 49.7622021))",4,,,,Trier,,109,54295,Domänenstraße,,,,"[3763479068, 3763479069, 3763479070, 3763479071, 3763479068]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372798813,residential,"POLYGON ((6.6646022 49.7623195, 6.6646716 49.7623626, 6.6647836 49.7622874, 6.6647142 49.7622443, 6.6646022 49.7623195))",3,1,across,gabled,Trier,DE,111,54295,Domänenstraße,,,,"[3763479071, 3763479072, 3763479073, 3763479070, 3763479071]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372798814,residential,"POLYGON ((6.6646716 49.7623626, 6.6647465 49.7624091, 6.6648584 49.7623339, 6.6647836 49.7622874, 6.6646716 49.7623626))",3,1,across,gabled,Trier,DE,113,54295,Domänenstraße,,,,"[3763479072, 3763479074, 3763479075, 3763479073, 3763479072]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372798815,residential,"POLYGON ((6.6647465 49.7624091, 6.6648168 49.7624528, 6.6649287 49.7623776, 6.6648584 49.7623339, 6.6647465 49.7624091))",3,1,across,gabled,Trier,DE,115,54295,Domänenstraße,,,,"[3763479074, 3763479076, 3763479077, 3763479075, 3763479074]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,372798816,residential,"POLYGON ((6.6648168 49.7624528, 6.6648934 49.7625002, 6.6649994 49.7624219, 6.6649287 49.7623776, 6.6648168 49.7624528))",3,1,across,gabled,Trier,DE,117,54295,Domänenstraße,,,,"[3763479076, 3763479078, 2927627373, 3763479077, 3763479076]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379888438,residential,"POLYGON ((6.6853583 49.8099652, 6.6852758 49.8100722, 6.6851844 49.8101783, 6.6850792 49.8101403, 6.685102 49.8101097, 6.6851366 49.8100632, 6.6851558 49.8100698, 6.685262 49.8099328, 6.6853583 49.8099652))",3,1,,,Trier,,2,54293,Niederstraße,,,,"[3832382095, 4687771800, 3832382096, 3832382097, 4687771809, 4687771799, 4687771798, 3832382098, 3832382095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379888439,residential,"POLYGON ((6.6852276 49.8099199, 6.6851615 49.8100028, 6.6850517 49.8099547, 6.6851353 49.8098819, 6.6852276 49.8099199))",2,2,,,Trier,DE,1,54293,Niederstraße,,,,"[3832382099, 4687771801, 3832382101, 3832382102, 3832382099]",,,,Haus Biel,,,,,,,,,,,,,,,,,,,,,,,1592,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/Geograph-014608-Alte_Giebelhauser%2C_Ehrang.jpg,,,,,,,,,,,,,
way,380751354,residential,"POLYGON ((6.6861352 49.8101042, 6.6861775 49.8101256, 6.6861905 49.8101162, 6.6862079 49.8101251, 6.6862253 49.8101339, 6.6862113 49.8101447, 6.6862211 49.8101499, 6.6862802 49.8101814, 6.6861706 49.8102641, 6.6859575 49.8101529, 6.6859759 49.8101392, 6.6860504 49.8100793, 6.6860818 49.8100947, 6.6861215 49.8101141, 6.6861352 49.8101042))",2,1,,,Trier,DE,1,54293,Schiffen Äcken,,,,"[3840690896, 5189572352, 5189572353, 5210430523, 5189572354, 5189572351, 5210430526, 3840690897, 3840690898, 4690611260, 4415746786, 4690611262, 4690611282, 4690611261, 3840690896]",,,,,,,,,,,,,,,,,,,,,,,,,,Bürgermeisterei Ehrang,,,4,gdke,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,,
way,384971283,residential,"POLYGON ((6.6717225 49.753665, 6.6717774 49.7537069, 6.6719806 49.7535954, 6.6719093 49.7535417, 6.6718596 49.7535685, 6.6717683 49.7535518, 6.6717031 49.753592, 6.671729 49.7536104, 6.6716853 49.7536362, 6.6717225 49.753665))",2,0,,flat,Trier,DE,22,54296,Kuno-Stapel-Straße,,,,"[3883245609, 3883245599, 3883245602, 3883245603, 3883245604, 3883245605, 3883245606, 3883245607, 3883245608, 3883245609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,384971285,residential,"POLYGON ((6.6720667 49.7536337, 6.6721668 49.7537081, 6.672196 49.7537294, 6.6722289 49.7537106, 6.6723162 49.7536625, 6.6722526 49.7536156, 6.6721991 49.7536222, 6.672153 49.7535876, 6.6720667 49.7536337))",2,0,,gabled,Trier,DE,24,54296,Kuno-Stapel-Straße,,,,"[3883245610, 3883245618, 3883245611, 3883245617, 3883245612, 5092698583, 3883245613, 5092698584, 3883245610]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,385089542,residential,"POLYGON ((6.6712156 49.7549438, 6.671117 49.7548702, 6.6712166 49.7548116, 6.6713151 49.7548861, 6.6712156 49.7549438))",2,,,skillion,Trier,DE,2,54296,Jakob-Schwarzkopf-Straße,,,,"[3884475046, 3884475047, 3884475163, 3884475049, 3884475046]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,385089543,residential,"POLYGON ((6.6710467 49.7548142, 6.6710522 49.7548112, 6.6711383 49.7547633, 6.6711838 49.7547392, 6.6711215 49.7546927, 6.6710736 49.7547208, 6.670985 49.7546565, 6.6709273 49.7546882, 6.67094 49.7546977, 6.6709135 49.7547127, 6.6710467 49.7548142))",2,,,flat,Trier,DE,4,54296,Jakob-Schwarzkopf-Straße,,,,"[3884475050, 5092511850, 5092511853, 3884475157, 3884475159, 3884475054, 3884475053, 3884475158, 3884475051, 3884475052, 3884475050]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023227,residential,"POLYGON ((6.6719292 49.7539744, 6.6720139 49.7539265, 6.6720276 49.7539366, 6.6720652 49.7539154, 6.672112 49.75395, 6.6720704 49.7539735, 6.6721084 49.7540016, 6.6720279 49.7540471, 6.6719881 49.7540177, 6.6719472 49.7540409, 6.6719025 49.7540078, 6.6719433 49.7539848, 6.6719292 49.7539744))",3,0,,gabled,Trier,DE,18,54296,Kuno-Stapel-Straße,,,,"[3912429050, 5092737826, 5092737825, 3912429051, 3912429052, 5092737832, 5092737831, 5092737830, 3912429053, 5092737829, 5092737828, 5092737827, 3912429050]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023228,residential,"POLYGON ((6.6731904 49.7537473, 6.6733441 49.7536616, 6.6734328 49.753728, 6.673411 49.7537402, 6.6733149 49.7537938, 6.6732792 49.7538137, 6.6731904 49.7537473))",2,0,,flat,Trier,DE,25,54296,Schwab-Straße,Bing;HiRes aerial imagery,,,"[3912429054, 3912429055, 3912429056, 3912433661, 3912433658, 3912433657, 3912429054]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023230,residential,"POLYGON ((6.673491 49.7536158, 6.6735861 49.7535617, 6.6736709 49.7536238, 6.6736098 49.7536586, 6.6735758 49.753678, 6.673491 49.7536158))",2,0,,pyramidal,Trier,DE,11,54296,Schwab-Straße,Bing;HiRes aerial imagery,,,"[3912433662, 3912433663, 3912433664, 5094715669, 3912433665, 3912433662]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023231,residential,"POLYGON ((6.6739671 49.7533582, 6.6741176 49.7532752, 6.6742002 49.7533378, 6.6740983 49.753394, 6.6740497 49.7534208, 6.6739671 49.7533582))",2,0,,flat,Trier,DE,9,54296,Schwab-Straße,Bing;HiRes aerial imagery,,,"[3912433666, 3912433667, 3912433668, 5094715694, 3912433669, 3912433666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023232,residential,"POLYGON ((6.6745186 49.7528258, 6.674622 49.7529018, 6.6747565 49.7528254, 6.6747285 49.7528048, 6.6746625 49.7527563, 6.6746397 49.7527395, 6.6745889 49.7527684, 6.6746023 49.7527782, 6.6745186 49.7528258))",2,0,,pyramidal,Trier,DE,6,54296,Martin-Schunck-Straße,Bing;HiRes aerial imagery,,,"[3912433670, 3912433671, 3912433672, 5094715638, 5094715641, 3912433673, 5094715636, 5094715637, 3912433670]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023233,residential,"POLYGON ((6.6746603 49.7524545, 6.6746849 49.7525004, 6.6747159 49.7524946, 6.6747512 49.75252, 6.6747226 49.7525356, 6.6747713 49.7525727, 6.6747767 49.7525694, 6.6748585 49.7525243, 6.674865 49.7525202, 6.6748112 49.7524786, 6.674785 49.7524258, 6.674764 49.7524306, 6.6746785 49.7524503, 6.6746603 49.7524545))",2,,,gabled,Trier,DE,5,54296,Martin-Schunck-Straße,Bing;HiRes aerial imagery,,,"[3912433674, 3912433675, 3912433676, 3912433677, 3912433678, 3912433679, 5094715594, 5094715597, 3912433680, 5094715593, 3912433681, 5094715601, 5094715598, 3912433674]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023234,residential,"POLYGON ((6.6744138 49.7525599, 6.6744707 49.7525502, 6.6745168 49.7525423, 6.6744959 49.7524914, 6.6745669 49.7524792, 6.6745769 49.7525036, 6.674609 49.7525819, 6.674435 49.7526117, 6.6744138 49.7525599))",2,,,flat,Trier,DE,7,54296,Martin-Schunck-Straße,Bing;HiRes aerial imagery,,,"[3912433682, 5094715592, 3912433683, 3912433684, 3912433685, 5094715589, 3912433686, 3912433687, 3912433682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023237,residential,"POLYGON ((6.663962 49.7513774, 6.6640218 49.7513363, 6.6640375 49.7513458, 6.6640748 49.7513202, 6.6641906 49.7513905, 6.6640934 49.7514573, 6.663962 49.7513774))",2,0,,flat,Trier,DE,13,54296,Josef-Harnisch-Straße,,,,"[3912433694, 5200703134, 5200703135, 3912433695, 3912433696, 3912433697, 3912433694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,388023239,residential,"POLYGON ((6.6633577 49.7513597, 6.6632129 49.7512698, 6.663289 49.7512186, 6.6634339 49.7513085, 6.6634274 49.7513128, 6.6633577 49.7513597))",2,0,,flat,Trier,DE,4,54296,Beim Praetorium,,,,"[1706813098, 3912433704, 3912433705, 5200703191, 1706813082, 1706813098]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,389891687,residential,"POLYGON ((6.6879824 49.7762446, 6.6880669 49.7759739, 6.6878612 49.7759471, 6.6877766 49.7762178, 6.6879824 49.7762446))",,,,,,,,,,,,,"[3930507564, 3930507565, 3930507566, 3930507567, 3930507564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,390112200,residential,"POLYGON ((6.656424 49.7291136, 6.6563286 49.7291009, 6.6563145 49.7291452, 6.6562989 49.7291929, 6.6563946 49.7292057, 6.656424 49.7291136))",2,0,,flat,Trier,DE,9,54296,Hillinstraße,,,,"[7484749765, 3932791243, 3932791239, 3932792168, 7484749764, 7484749765]",,,,,,,,,Mariahof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,390112210,residential,"POLYGON ((6.655804 49.7291962, 6.6559006 49.7292043, 6.655919 49.7291119, 6.6558224 49.7291039, 6.655804 49.7291962))",2,0,,flat,Trier,DE,19,54296,Hillinstraße,,,,"[7484749757, 7484749756, 7484749759, 7484749758, 7484749757]",,,,,,,,,Mariahof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,393342715,residential,"POLYGON ((6.6284807 49.7233546, 6.6288359 49.7233777, 6.6288535 49.7232648, 6.6284983 49.7232417, 6.6284807 49.7233546))",,,,,Trier,,9,54294,Zum Römersprudel,,,,"[3965536538, 3965536539, 3965536540, 3965536541, 3965536538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,397553744,residential,"POLYGON ((6.6633263 49.761578, 6.6634075 49.7615163, 6.6633477 49.7614843, 6.6632654 49.7615471, 6.6633263 49.761578))",1,,,flat,,,,,,,,,"[4003413217, 1710052460, 1710052440, 4003413218, 4003413217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398490787,residential,"POLYGON ((6.648033 49.7602968, 6.6481146 49.760198, 6.6481638 49.7602154, 6.6481692 49.7602173, 6.6481633 49.7602316, 6.6482426 49.7602553, 6.6482818 49.760267, 6.6482161 49.7603567, 6.648033 49.7602968))",3,1,,gabled,Trier,DE,27,54292,Petrusstraße,,,,"[2355501962, 4012424937, 4487536162, 4487536155, 4487536156, 4487536163, 4012424933, 4012424934, 2355501962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398490788,residential,"POLYGON ((6.6482161 49.7603567, 6.6483467 49.760398, 6.6484141 49.7603104, 6.6483796 49.7602991, 6.6482818 49.760267, 6.6482161 49.7603567))",3,1,across,gabled,Trier,DE,26,54292,Petrusstraße,,,,"[4012424934, 4012424935, 4012424936, 4487536168, 4012424933, 4012424934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398491117,residential,"POLYGON ((6.6483467 49.760398, 6.6484737 49.7604379, 6.6485508 49.7603406, 6.6484656 49.7603143, 6.6484141 49.7603104, 6.6483467 49.760398))",3,2,across,gabled,Trier,DE,25,54292,Petrusstraße,,,,"[4012424935, 4012427803, 4012427804, 4012427812, 4012424936, 4012424935]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
