element_type,osmid,amenity,contact:email,contact:phone,contact:website,cuisine,name,outdoor_seating,geometry,contact:fax,internet_access,internet_access:fee,opening_hours,operator,payment:american_express,payment:cash,payment:cryptocurrencies,payment:diners_club,payment:discover_card,payment:girocard,payment:jcb,payment:maestro,payment:mastercard,payment:visa,smoking,source,takeaway,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,phone,toilets:wheelchair,website,website:menu,source:date,addr:housename,note,brewery,check_date,drink:viez,email,level,old_name,start_date,wheelchair:description:de,award:GaultMillau,award:michelin,stars,tourism,fax,microbrewery,rooms,wikidata,product,delivery,capacity,alt_name,check_date:opening_hours,opening_hours:kitchen,payment:electronic_purses,highchair,toilets,diet:vegetarian,opening_hours:signed,diet:halal,diet:kosher,diet:vegan,indoor_seating,image,lunch,biergarten,wheelchair:description,pay_tv:sky,source:start_date,beds,contact:mail,building:levels,roof:levels,roof:shape,air_conditioning,payment:credit_cards,payment:debit_cards,smoking:outside,description:de,contact:facebook,contact:mobile,craft,reservation,drive_in,brand,brand:wikidata,brand:wikipedia,owner,drive_through,drink:wine,access,description,fixme,payment:coins,payment:notes,diet:raw,payment:contactless,delivery:partner,internet_access:operator,internet_access:ssid,seating,self_service,organic,nodes,building,url
node,3696968924,restaurant,,+49 651 9952733,http://www.da-luigi-trier.de/,pizza,Da Luigi,,POINT (6.7084807 49.7829935),,,,"Tu-Sa 17:00-23:00; Su,PH 13:00-22:00; Mo off",,,,,,,,,,,,,http://www.da-luigi-trier.de/,,,Trier,,55,54292,Ruwerer Straße,Ruwer-Eitelsbach,,,,,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3752422020,restaurant,info@nellsparkhotel.de,+49 651 1444-0,https://www.nellsparkhotel.de,regional,Nells Park Hotel Trier,yes,POINT (6.6695481 49.7706986),+49 651 1444-222,,,,,,,,,,,,,,,,http://www.nellsparkhotel.de/,,limited,,,,,,,,yes,,,2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3783201956,restaurant,,,,,1701 Lorenz Kitchen,,POINT (6.6381388 49.7533222),,,,"Tu-Sa 12:00-14:30,17:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3887780213,restaurant,,,,burger,Hans im Glück,pedestrian_zone,POINT (6.6432345 49.7591294),,,,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-24:00,,,,,,,,,,,,,,,,Trier,DE,58,54290,Simeonstraße,,+49 651 99790088,,https://hansimglueck-burgergrill.de/standort/trier-porta-nigra,,,,,,,,porta-nigra@hansimglueck-burgergrill.de,,,2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans im Glück,Q22569868,de:Hans im Glück (Restaurantkette),,no,,,,,,,,,,,,,,,,,
node,3979549283,restaurant,,+49 651 61159,,german,Zur Kanzel,,POINT (6.6858324 49.808315),,,,"Mo-Su 17:45-18:00+; Mo,Tu off",,,,,,,,,,,,,,,,Trier,,60,54293,Kyllstraße,Ehrang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4008105426,restaurant,,+49 651 32918,http://www.lotus-trier.de/,chinese,China Restaurant Lotus,,POINT (6.6469674 49.7395335),,,,Mo-Su 11:30-14:30; Tu-Su 17:30-23:30,,,,,,,,,,,,,,yes,limited,Trier,DE,33,54295,Tessenowstraße,Heiligkreuz,,no,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4069200459,restaurant,,,,,Jahreszeiten,,POINT (6.6744831 49.7512615),,,,Mo-Su 11:00-23:00,,,,,,,,,,,,,,,yes,Trier,,4,54296,Behringstraße,,+49 651 99 88 88-1,yes,https://www.jahreszeiten-trier.de/,,,,,,,served,,,,,Das Behinderten-WC ist nach meiner Erfahrung eigentlich mehr ein Abstellraum und nur nach Voranmeldung mit dem Rollstuhl benutzbar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4090232814,restaurant,,,,chinese,Z&B Restaurant,,POINT (6.6444814 49.7593889),,,,"Mo,We,Th 11:30-15:00,17:00-23:30; Sa,Su 11:30-23:30; Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4095955652,restaurant,info@hotel-deutscher-hof.de,+49 651 97780,http://www.hotel-deutscher-hof.de/,regional,Deutscher Hof,,POINT (6.6365095 49.7497107),+49 651 9778400,,,18:00-22:00,,,,,,,,,,,,outside,http://www.hotel-deutscher-hof.de/,no,yes,Trier,,25,54290,Südallee,Süd,,yes,,,2016-05-11,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4096812392,restaurant,,,,,Tommys Teufelsküche,,POINT (6.595739 49.721636),,,,,,,,,,,,,,,,,,,,Trier,,44,54294,Niederkircher Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4096812393,restaurant,,,,german,Mosellied,,POINT (6.6346937 49.7643381),,,,"Mo-Th 15:00+; Fr,Sa,Su 11:00+",,,,,,,,,,,,,http://www.gasthaus-mosellied.eu/,,no,Trier,,86,54292,Zurlaubener Ufer,Nord,+49 651 26588,,http://www.gasthaus-mosellied.eu/,,2016-05-12,,,,,,,,,,,,,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4096812394,restaurant,,,,croatian;italian,Restaurant Croatia,,POINT (6.634904 49.764553),,,,,Goran Kajic,,,,,,,,,,,,http://www.croatia-trier.com/,,no,Trier,,82,54292,Zurlaubener Ufer,Nord,+49 651 96631500,,http://www.croatia-trier.com/,,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4098247368,restaurant,,,https://www.sushi-petris.de/,japanese,Sushi Petris,,POINT (6.6775711 49.7502862),,,,Mo-Su 12:00-22:00,,,,,,,,,,,,,,,no,Trier,DE,16-18,54296,Robert-Schuman-Allee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4105827798,restaurant,,,,german,Paulaner,yes,POINT (6.635134 49.7647801),,,,"Mo-Th 10:30-22:00; Fr,Sa 10:30-23:00; Su 10:30-22:00",Alexander Zercher,,,,,,,,,,,,http://www.paulaner-in-zurlauben.de/,,no,Trier,,77,54292,Zurlaubener Ufer,Nord,+49 651 9936770,,http://www.paulaner-in-zurlauben.de/,,2016-05-11,,,,,,info@paulaner-trier.de,,,,,,,,,+49 651 99367720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4105827801,restaurant,,,,german,Alt Zalawen,,POINT (6.6349413 49.7646692),,,,,,,,,,,,,,,,,,,,Trier,,79-80,54292,Zurlaubener Ufer,,+49 651 2 86 45,,https://www.altzalawen.de/,,,,,,,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4105827812,restaurant,info@oechsle-weinhaus.de,+49 651 9917555,http://www.oechsle-weinhaus.de/de,fish,Öchsle Wein & Fischhaus,,POINT (6.6417632 49.7552527),+49 651 9917264,,,10:00-23:00,,,,,,,,,,,,,http://www.oechsle-weinhaus.de/de,,yes,Trier,,5-7,54290,Palaststraße,Mitte-Gartenfeld,,yes,,,2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,served,,,,,,,,,,,,,,,,
node,4123817491,restaurant,,,,italian,Pane Vino,yes,POINT (6.64054 49.7576167),,,,Mo-Su 11:30-23:00,,,,,,,,,,,,,,,,Trier,DE,9,54290,Jakobstraße,Mitte-Gartenfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4201925356,restaurant,trier@mundfein.de,+49 651 99798899,https://www.mundfein.de/trier.html,pizza,Mundfein Pizzawerkstatt,no,POINT (6.64918 49.7627515),,,,,Kristina Al Badeish,,,,,,,,,,,,,yes,yes,Trier,DE,65,54292,Paulinstraße,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4218753904,restaurant,trier@fourside-hotels.com,+49 651 999870,http://www.iatplaza.com/,,Fourside Plaza Hotel Trier,,POINT (6.6645863 49.7735815),+49 651 999873399,wlan,no,,,,,,,,,,,,,,http://www.iatplaza.com/,,yes,Trier,DE,164,54292,Zurmaiener Straße,Nord,,yes,,,2017-08-09,,,,,,,,,,,,,4,hotel,,,102,Q111388601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4226517634,restaurant,,,,regional,Estricher Hof,yes,POINT (6.6213194 49.7227888),,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4329414402,restaurant,,,,pizza,Pizzawerk,,POINT (6.6459735 49.7619183),,,,"Mo-Th 11:00-14:00,17:00-22:00; Fr 11:00-14:00,17:00-23:00; Sa 16:00-23:00; Su 13:00-22:00",,,,,,,,,,,,,,,,Trier,,11,54292,Maarstraße,,+49 651 99332203,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4398463116,restaurant,,,,german;coffee_shop;cake;regional,domus culinae,yes,POINT (6.6390922 49.7621912),,no,,06:30-19:00,,,yes,no,,,,,,,,outside,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,no,,,yes,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,yes,Cafeteria des Brüderkrankenhaus Trier,,,,,,,,,,,,,,
node,4406662189,restaurant,,,,,Pasta Pasta,yes,POINT (6.6414103 49.7553381),,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4487370557,restaurant,,,,sushi,Okiko Sushi & Grill,,POINT (6.6421514 49.7596261),,,,,Okiko GmbH,,,,,,,,,,,no,,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,"Man kommt rein, die Tische sind rollstuhlgeeignet.
Das WC leider nur über eine Treppe erreichbar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4489149063,restaurant,,,,vietnamese,cao - Vietnamese Cuisine,,POINT (6.6427071 49.7593471),,,,"Mo-Sa 12:00-15:00,17:30-21:00",,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4581053834,restaurant,,,,asian,Yamamoto eleven,,POINT (6.637053 49.7543421),,,,"Mo-Su 12:00-15:00,18:00-23:00",,,,,,,,,,,,,,,yes,Trier,DE,34,54290,Fleischstraße,,,yes,https://yamamotoeleven.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4625661574,restaurant,,,,pizza,Giovanni's,,POINT (6.6204041 49.7511152),,,,,,,,,,,,,,,,,,,,Trier,,18,54294,Eurener Straße,,+49 651 99344585,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delivery=only?,,,,,,,,,,,,,
node,4625661577,restaurant,,,,,Heimservice El Hoggar,,POINT (6.6198093 49.7508893),,,,,,,,,,,,,,,,,,,,Trier,,24,54294,Eurener Straße,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4656624667,restaurant,,,,salad;sandwich,dean&david,yes,POINT (6.6442664 49.7593126),,,,"Mo-Sa 11:00-20:00; PH,Su 13:00-20:00",,,,,,,,,,,,,,,yes,Trier,DE,2,54290,Simeonstraße,,,yes,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,dean&david,Q66132404,,,,,,,,,,,,,,,,,,,,
node,4656624677,restaurant,,,,japanese,Chibi-ya,,POINT (6.6427706 49.7576345),,,,"We,Th 12:00-20:00; Su-Tu off; Fr,Sa 12:00-21:00",,,,,,,,,,,,,,,yes,Trier,,13,54290,Glockenstraße,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4677151708,restaurant,,,,,Krämerei Trier,,POINT (6.6379769 49.7516634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4697633384,restaurant,info@ente-in-zurlauben.de,+49 651 49157,http://ente-in-zurlauben.de,,Restaurant Ente in Zurlauben,yes,POINT (6.6354337 49.7650124),,,,"Mo-Fr 15:00+, Sa,Su,PH 11:00+",,,yes,no,,,,,,,,,,,no,Trier,DE,71,54292,Zurlaubener Ufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,
node,4699970434,restaurant,,,,italian,San Marco,,POINT (6.6380627 49.7519808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4736660924,restaurant,,,,italian,Trattoria Rossini II,yes,POINT (6.6380148 49.753785),,,,"Mo-Sa 12:00-15:00,18:00-23:00",,,,,,,,,,,,outside,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4745743626,restaurant,,,,italian,Da Franco,,POINT (6.6415636 49.7551188),,,,"Tu-Sa 11:45-14:30, Tu-Fr 18:00-22:00, Sa 17:30-22:00, Su 17:30-21:30;Mo off",,,,,,,,,,,,,,,,Trier,DE,7,54290,Palaststraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4747758644,restaurant,,,,italian,Quo Vadis,,POINT (6.6388019 49.7526008),,,,"Mo 18:00-22:00; Tu-Sa 12:00-14:00,18:00-22:00; Su,PH 18:00-21:00",,,,,,,,,,,,,,,,Trier,DE,15,54290,Neustraße,,+49 651 9941800,,www.quovadis-trier.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4759364009,restaurant,,,,pasta;pizza;burger,Heimservice Corleone,,POINT (6.6497079 49.7631574),,,,"14:00-23:00; Tu off; Fr,Sa 14:00-02:00",,,,,,,,,,,,,,,,Trier,DE,79,54292,Paulinstraße,,,,https://corleone-trier.de/,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4759524825,restaurant,,,,italian,Il Galeone,,POINT (6.6495838 49.7535671),,,,"Th-Tu 11:30-14:30,17:30-23:30; We off",,,,,,,,,,,,,,,,Trier,DE,1,54295,Güterstraße,,+49 651 48686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4811116883,restaurant,,,,,Long Vu,,POINT (6.6498554 49.7607264),,,,"Mo-Fr 11:30-15:00,17:00-22:30; Su 12:00-22:30",,,,,,,,,,,,,,,no,Trier,,16,54292,Maximinstraße,,+49 651 9949923,,http://long-vu.de/,,,,,,,,,,,2008-02,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4892387321,restaurant,,,,,Fun Pfannkuchenhaus,,POINT (6.6414534 49.7552496),,,,,,,,,,,,,,,,,,,yes,Trier,,5,54290,Palaststraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5243220065,restaurant,,,,georgian,Tiflis,,POINT (6.6326872 49.7406205),,,,,,,,,,,,,,,,,,,,Trier,,29,54290,Matthiasstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5243671431,restaurant,,,,,Great Wok,yes,POINT (6.6880934 49.7429224),,no,,"Mo-Su 12:00-15:00,17:30-23:00",,,yes,,,,yes,,,,,outside,,,yes,Trier,DE,27,54296,Im Treff,,+49 651 71034018,,http://great-wok.de/,,,,,,,,info@great-wok.de,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,
node,5250755388,restaurant,,,,,Front of House,,POINT (6.6635379 49.771301),,,,"Mo-Fr 11:00-14:30,17:30-23:00; Sa,Su 14:00-23:00",,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5253091510,restaurant,,+49 651 91897626,,international,Restaurant Casa,yes,POINT (6.6922126 49.8134851),,,,,,,,,,,,,,,,outside,,,,,,,,,,,,http://restaurantcasa.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5320175882,restaurant,,,https://www.bowlingroom.com/restaurant-und-bar,international,,,POINT (6.6582955 49.7637321),,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foodora,Socialwave GmbH,bowlingroom-free-wifi,yes,,,,,
node,5423119641,restaurant,,,,german,Früh bis spät,yes,POINT (6.6432926 49.7578038),,,,"Fr,Sa 11:00-24:00; Su-Th 11:00-23:30",Trierer Gastro GbR,,,,,,,,,,,outside,,,yes,,,,,,,+49 651 46029621,yes,https://frueh-bis-spaet-trier.de/,https://frueh-bis-spaet-trier.de/mittagstisch.html,,,,,,,fruehbisspaet@aol.de,,,2018-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5713208544,restaurant,,,,,Dinea,,POINT (6.6394168 49.7563284),,,,Mo-Sa 09:30-20:00; PH off,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
node,5713208545,restaurant,,,,,Dinea,,POINT (6.6421956 49.7585272),,,,Mo-Sa 09:30-20:00; PH off,,,,,,,,,,,,,,,yes,,,,,,,,no,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
node,5733624031,restaurant,,,,,Bistro Oh! Bio Mio,,POINT (6.6414513 49.7554758),,,,Mo-Fr 08:30-19:00; Sa 08:30-18:00; PH off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,
node,5879417485,restaurant,,,,pizza,Lo Stivale,,POINT (6.6353506 49.7649275),,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6096515008,restaurant,,,,german,Vereinsheim Kleingärtnerverein Trier-Ost,,POINT (6.6468385 49.7461418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6100769828,restaurant,,,,greek,Treza,,POINT (6.6380698 49.7554431),,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6100769829,restaurant,,,,spanish,Tapavino,yes,POINT (6.6382077 49.7533157),,,,"Tu-Th 11:30-15:00,05:30-22:00; Fr,Sa 11:30-15:00,05:30-23:00",,,,,,,,,,,,outside,,,,Trier,DE,9,54290,Fahrstraße,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6277963002,restaurant,,,,pizza,Pizzeria Toscana,,POINT (6.6846536 49.8014056),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6321498492,restaurant,,,,croatian,Restaurant Balkan,,POINT (6.6461891 49.7689748),,,,"11:30-14:30,17:30-23:30",,,,,,,,,,,,,,,limited,Trier,,108,54292,Zurmaiener Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6331533724,restaurant,,,,,Walderdorffs Astoria,yes,POINT (6.6423418 49.756746),,,,"PH,Mo-Su 11:30-24:00+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6906616541,restaurant,,,,,Plaza Grill,,POINT (6.6389287 49.7569851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6939449964,restaurant,,,,,Herrlich Ehrlich,,POINT (6.6256983 49.7552813),,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7469619737,restaurant,,,,mexican,Chicano,,POINT (6.6344936 49.7436221),,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7609703025,restaurant,,,http://www.cavallonero.org/,pizza,Cavallo Nero,yes,POINT (6.596598 49.7175325),,,,"Mo,Tu,We,Fr,Su 11:30-14:00,17:30-22:00; Sa 17:30-22:00",,,,,,,,,,,,,,,,Trier,DE,6,54294,Schloß Monaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7679552046,restaurant,,,,asian,HH Asia Gourmet,,POINT (6.6351749 49.7510101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7815213844,restaurant,info@tapas-trier.de,,https://www.tapas-trier.de/,spanish,Robertinos Vinothek & Tapasbar,,POINT (6.6321252 49.7522617),,,,We-Su 18:00-00:00; Mo-Tu Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7920078141,restaurant,,,,italian,L'Osteria,,POINT (6.6379043 49.75507),,,,"Mo-Sa 11:00-24:00; Su,PH 12:00-24:00",,,,,,,,,,,,,,,,Trier,,56,54290,Fleischstraße,,+49 651 14546888,,https://losteria.net/de/restaurants/restaurant/trier-im-posthof/,,,,,,,,trier@losteria.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Osteria,Q17323478,de:L’Osteria,,,,,,,,,,,,,,,,,,,
node,7995551762,restaurant,,,https://villa-weisshaus.de/,,Villa Weißhaus,,POINT (6.6338553 49.7686627),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8402433185,restaurant,,+49 651 88774,https://www.angolo-trier.de/,italian;pizza,L'Angolo,yes,POINT (6.6090979 49.7406461),,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://facebook.com/LAngolo-Trier-732046727153571,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9000362339,restaurant,,,,,Gut Avelsbach,,POINT (6.6918312 49.7542524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
